,Concept_ID,el,lbe
112,Wiese::N,λιβάδι,кьан
113,Wald::N,δάσος,вацӏа
114,Hügel::N,λόφος,бакӏу
115,Anhöhe::N,ύψωμα,
116,Berg::N,όρος,зунтту
117,Berg::N,βουνό,зунтту
118,Gipfel::N,κορυφή,мицӏ
119,Höhle::N,σπηλιά,нух
120,Abhang::N,πλαγιά,сун
121,Quelle::N,πηγή,дайдихьу
122,Quelle::N,πηγή,бакӏ
123,Quelle::N,βρύση,дайдихьу
124,Quelle::N,βρύση,бакӏ
125,Bach::N,ρυάκι,чӏрир нех
126,Fluss::N,ποτάμι,нех
127,Fluss::N,ποταμός,нех
128,Ufer::N,όχθη,зума
129,Küste::N,ακτή,зумаинхалу
130,Küste::N,ακτή,зуманицӏалу
131,Küste::N,ακρογιαλιά,зумаинхалу
132,Küste::N,ακρογιαλιά,зуманицӏалу
133,Festland::N,στεριά,кьири
134,Meer::N,θάλασσα,хьхьири
135,Bucht::N,κόλπος,
136,Insel::N,νησί,жазира
137,Insel::N,νήσος,жазира
138,Blume::N,άνθος,тӏутӏи
139,Blume::N,λουλούδι,тӏутӏи
140,Gras::N,χόρτο,уртту
141,Gras::N,χορτάρι,уртту
142,Wurzel::N,ρίζα,мархха
143,Baum::N,δέντρο,мурхь
144,Stamm::N,κορμός,ттарцӏ
145,Rinde::N,φλούδα,ккамара
146,Ast::N,κλαδί,матӏи
147,Zweig::N,κλαδί,къяртта
148,Zweig::N,κλάδος,къяртта
149,Blatt::N,φύλλο,чӏапӏи
150,Birke::N,σημύδα,кӏялахӏи
151,Birke::N,σημύδα,кӏялахӏилул мурхь
152,Kiefer[Baum]::N,πεύκο,ттар
153,Kiefer[Baum]::N,πεύκο,ттарлил мурхь
154,Weide[Baum]::N,ιτιά,щавщи
155,Tanne::N,έλατο,ттарлил мурхь
156,Horn::N,κέρας,хъи
157,Horn::N,κέρατο,хъи
158,Feder::N,φτερό,лелуххул тӏиму
159,Fell::N,δέρμα,бурчу
160,Fell::N,τομάρι,бурчу
161,Flügel::N,πτερύγιο,хъа
162,Flügel::N,πτερύγιο,ххурупӏайрал тӏиму
163,Klaue::N,κουλό,михь
164,Kralle::N,νύχι,ххяппа
165,Schwanz::N,ουρά,магъ
166,Ei::N,αβγό,ккунук
167,Nest::N,φωλιά,кюру
168,Bau::N,φωλιά,цукъуккутӏ
169,Tier::N,ζώο,хӏайван
170,Herde::N,κοπάδι,газу
171,Kuh::N,αγελάδα,оьл
172,Bulle::N,ταύρος,ниц
173,Pferd::N,άλογο,чу
174,Schaf::N,πρόβατο,тта
175,Schwein::N,γουρούνι,дунгъуз
176,Hund::N,σκυλί,ккаччи
177,Hund::N,σκύλος,ккаччи
178,Katze::N,γάτα,ччиту
179,Bär::N,άρκτος,цуша
180,Bär::N,αρκούδα,цуша
181,Eichhörnchen::N,βερβερίτσα,бюрхттукку
182,Elch::N,άλκη,ниц-бюрин
183,Fuchs::N,αλεπού,цулчӏа
184,Fuchs::N,αλεπού,куча цулчӏа
185,Hase::N,λαγός,бюрх
186,Maus::N,ποντικός,кӏулу
187,Wolf::N,λύκος,барцӏ
188,Vogel::N,πουλί,лелуххи
189,Schwarm::N,σμήνος,гьухъала
190,Huhn::N,κότα,аьнакӏи
191,Huhn::N,όρνιθα,аьнакӏи
192,Hahn::N,πετεινός,ажари
193,Gans::N,χήνα,къаз
194,Adler::N,αετός,барзу
195,Ente::N,πάπια,урдак
196,Eule::N,κουκουβάγια,ису
197,Eule::N,κουκουβάγια,ччиккумяв
198,Kranich::N,γερανός,кьурукь
199,Krähe::N,καρακάξα,хъатӏу
200,Kuckuck::N,κούκος,ччикку
201,Schwan::N,κύκνος,урттил къаз
202,Fisch::N,ψάρι,чавахъ
203,Barsch::N,πέρκα,
204,Hecht::N,λούτσος,
205,Schlange[Tier]::N,φίδι,шатта
206,Wurm::N,σκουλήκι,кьюнукьай шатта
207,Spinne::N,αράχνη,ххялцу
208,Ameise::N,μυρμήγκι,митӏикьукьу
209,Laus::N,ψείρα,
210,Mücke::N,κουνούπι,мичӏак
211,Fliege::N,μύγα,зимиз
212,Schmetterling::N,πεταλούδα,чӏимучӏали
213,Beere::N,ρόγα,хӏаллил ахъулсса
214,Apfel::N,μήλο,гьивч
215,Pilz::N,μανιτάρι,ттуккул иис
216,Zwiebel::N,κρεμμύδι,лаччул чсмусул бакӏ
217,Saat::N,σπόρος,гьанна
218,Korn::N,σπυρί,къама
219,Heu::N,σανός,ххулув
220,Schale::N,τσόφλι,ккиртту
221,Grube::N,λάκκος,кӏаланг
222,Falle::N,παγίδα,къатӏа
223,Schlinge::N,θηλειά,хӏатӏ
224,Spur::N,ίχνος,ша
225,Asche::N,στάχτη,лах
226,Dreck::N,βρωμιά,кьяркьи
227,Dreck::N,βρωμιά,венп
228,Eisen::N,σίδερο,мах
229,Gold::N,μάλαμα,муси
230,Gold::N,χρυσάφι,муси
231,Silber::N,ασήμι,арцу
232,Silber::N,άργυρος,арцу
233,Kohle::N,κάρβουνο,кӏалаш
234,Kohle::N,κάρβουνο,хъуручӏ
235,Glas::N,γυαλί,пюрун
236,Lehm::N,πηλός,сина аьрщи
237,Sand::N,άμμος,къун
238,Mensch::N,άνθρωπος,инсан
239,Mann::N,άνδρας,чув
240,Mann::N,άνδρας,адимина
241,Frau::N,γυναίκα,щарсса
242,Frau::N,γυναίκα,хъамитайпа
243,Kind::N,παιδί,чӏиви оьрчӏ
244,Junge::N,αγόρι,оьрчӏ
245,Junge::N,αγόρι,бурхьин оьрчӏ
246,Mädchen::N,κοπέλα,душ
247,Mädchen::N,κορίτσι,душ
248,Familie::N,οικογένεια,кулпат
249,Großvater::N,παππούς,ттатта
250,Großvater::N,παππούς,ниттил ппу
251,Großmutter::N,γιαγιά,буттал нину
252,Eltern::N,γονείς,нину-ппу
253,Vater::N,πατέρας,ппу
254,Mutter::N,μητέρα,нину
255,Sohn::N,γιος,арс
256,Tochter::N,κόρη,душ
257,Bruder::N,αδελφός,уссу
258,Schwester::N,αδελφή,ссу
259,Onkel::N,θείος,буттауссу
260,Tante::N,θεία,буттал ссу
261,Ehemann::N,σύζυγος,лас
262,Ehefrau::N,σύζυγος,щар
263,Ehefrau::N,σύζυγος,щарсса
264,Freude::N,χαρά,шадшиву
265,Freude::N,χαρά,ххаришиву
266,Gelächter::N,γέλια,хъяхъаву
267,Glück::N,ευτυχία,талихӏ
268,Kummer::N,έγνοια,дард
269,Wunsch::N,επιθυμία,мурад
270,Lust::N,όρεξη,гьавас
271,Lust::N,όρεξη,ччаву
272,Geist::N,πνέυμα,рухӏ
273,Gedanke::N,σκέψη,пикри
274,Gedächtnis::N,μνήμη,дакӏний личӏаву
275,Verstand::N,νους,аькьлу
276,Sinn::N,νόημα,мяъна
277,Grund::N,λόγος,багьана
278,Wahrheit::N,αλήθεια,тӏайламур
279,Wahrheit::N,αλήθεια,хӏакьмур
280,Gespräch::N,συνομιλία,ихтилат
281,Märchen::N,παραμύθι,магьа
282,Erzählung::N,διήγημα,хавар
283,Nachricht::N,είδηση,хавар
284,Neuigkeit::N,νέο,хавар
285,Name::N,όνομα,цӏа
286,Rätsel::N,αίνιγμα,ссигьа
287,Rede::N,λόγος,гъалгъа
288,Rede::N,ομιλία,гъалгъа
289,Sprache::N,γλώσσα,маз
290,Stimme::N,φωνή,чӏу
291,Stimme::N,φωνή,чӏукӏа
292,Wort::N,λέξη,махъ
293,Zeichen::N,σημείο,лишан
294,Ruf::N,κραυγή,
295,Lärm::N,θόρυβος,чӏу
296,Laut::N,ήχος,чӏу
297,Ton::N,ήχος,чӏу
298,Ton::N,τόνος,чӏу
299,Lied::N,τραγούδι,балай
300,Ruhe::N,ησυχία,дигьалагру
301,Leute::N,κόσμος,инсантал
302,Leute::N,άνθρωποι,инсантал
303,Volk::N,λαός,ил
304,Volk::N,λαός,халкь
305,Arbeit::N,εργασία,заву
306,Gast::N,επισκέπτης,хъамаличу
307,Geschenk::N,δώρο,бухчакарши
308,Geschenk::N,δώρο,лажинккакку
309,Spiel::N,παιχνίδι,тӏуркӏу
310,Gesellschaft::N,κοινωνία,жямат
311,Gesellschaft::N,κοινωνία,ккуран
312,Hilfe::N,βοήθεια,кумаг
313,Freund::N,φίλος,дус
314,Kamerad::N,σύντροφος,хӏаласу
315,Angelegenheit::N,υπόθεση,иш
316,Anzahl::N,αριθμός,аьдад
317,Art::N,είδος,жинс
318,Stück::N,κομμάτι,касак
319,Teil::N,μέρος,бутӏа
320,Hälfte::N,μισό,дачӏи
321,Kreis::N,κύκλος,кюрщан
322,Kreuz::N,σταυρός,ххач
323,Linie::N,γραμμή,щва
324,Strich::N,γραμμή,щва
325,Abstand::N,απόσταση,манзил
326,Entfernung::N,απόσταση,манзил
327,Gegend::N,περιοχή,кӏану
328,Gegend::N,τοποθεσία,кӏану
329,Platz::N,χώρος,
330,Ort::N,τόπος,кӏану
331,Seite::N,πλευρά,чул
332,Seite::N,πλευρά,чулухалу
333,Mitte::N,μέση,дя
334,Gegenstand::N,αντικείμενο,зат
335,Sache::N,πράγμα,зат
336,Rand::N,άκρη,зума
337,Rand::N,χείλος,зума
338,Kante::N,άκρη,
339,Ecke::N,γωνιά,мурцӏу
340,Spitze::N,μύτη,мицӏ
341,Ende::N,άκρη,зума
342,Loch::N,τρύπα,ккутӏ
343,Winkel::N,γωνία,мурцӏу
344,Muster::N,σχέδιο,накьич
345,Größe::N,μέγεθος,
346,Länge::N,μήκος,лахъишиву
347,Höhe::N,ύψος,лахъшиву
348,Gewicht::N,βάρος,дуццин
349,Gewicht::N,βάρος,кӏушиву
350,Menge::N,ποσότητα,
351,Haufen::N,σωρός,бакӏу
352,Reihe::N,αράδα,кьюкьа
353,Boot::N,βάρκα,луткка
354,Ruder::N,κουπί,весло
355,Ruder::N,κουπί,чӏатӏа
356,Schlitten::N,έλκηθρο,чана
357,Schlitten::N,έλκηθρο,санкка
358,Ski::N,σκι,лижарду
359,Lagerfeuer::N,φωτιά,къавтӏн
360,Last::N,φορτίο,гьиву
361,Gang::N,δρόμος,нанаву
362,Schritt::N,βήμα,ша
363,Norden::N,βορράς,ухссав
364,Norden::N,βορράς,ухссавнил чулухалу
365,Süden::N,νότος,кьилва
366,Westen::N,δύση,баргълагавал
367,Westen::N,δύση,баргълагавал чул
368,Osten::N,ανατολή,баргъбуккай чулухалу
369,Holz::N,ξύλο,тӏама
370,Brett::N,σανίδι,тахта
371,Platte::N,πλάκα,гъуни
372,Stütze::N,στήριγμα,гьалакӏу
373,Stange::N,ραβδί,къазихъ
374,Stange::N,κοντός,къазихъ
375,Stock::N,ξύλο,ттархь
376,Stock::N,μπαστούνι,ттархь
377,Stab::N,ραβδί,ччантӏакъу
378,Rohr::N,σωλήνας,бургъу
379,Haus::N,σπίτι,къатта
380,Heim::N,σπίτι,къатта
381,Ofen::N,σόμπα,пач
382,Ofen::N,θερμάστρα,пач
383,Fußboden::N,πάτωμα,чӏанкъатта
384,Tisch::N,τραπέζι,усттул
385,Stuhl::N,καρέκλα,кӏану
386,Wiege::N,κούνια,оьрчӏал кӏану
387,Bett::N,κρεβάτι,тах
388,Regal::N,ράφι,чӏаму
389,Kiste::N,κιβώτιο,яшикӏ
390,Kiste::N,κιβώτιο,къурши
391,Fenster::N,παράθυρο,чӏавахьулу
392,Tür::N,πόρτα,нуз
393,Tür::N,πόρτα,нузкьун
394,Tor::N,πύλη,къапу
395,Tor::N,πύλη,дарваза
396,Zaun::N,φράχτης,дайгьузанну
397,Dach::N,στέγη,магъи
398,Dach::N,στέγη,цӏиялу
399,Leiter::N,σκάλα,чуртту
400,Leiter::N,κλίμακα,чуртту
401,Besen::N,σκούπα,чӏатлу
402,Spaten::N,φτυάρι,бил
403,Schaufel::N,φτυάρι,чӏатӏа
404,Gabel::N,πιρούνι,гьиссилу
405,Löffel::N,κουτάλι,къуса
406,Messer::N,μαχαίρι,чӏила
407,Nagel::N,καρφί,мяр
408,Netz::N,δίχτυ,къери
409,Haken::N,γάντζος,къича
410,Haken::N,αγκίστρι,къича
411,Griff::N,λαβή,куяму
412,Schloss::N,κλειδαριά,кьункьула
413,Bild::N,εικόνα,сурат
414,Figur::N,ανάστημα,
415,Puppe::N,κούκλα,ссихьу
416,Beutel::N,πουγγί,чантай
417,Bündel::N,δεμάτι,гьи
418,Bündel::N,δεμάτι,къар
419,Tasche::N,τσάντα,
420,Eimer::N,κουβάς,бадра
421,Deckel::N,καπάκι,къапаза
422,Geschirr::N,σκεύη,пюрунчӏул
423,Geschirr::N,σκεύη,тӏахӏникӏичӏу
424,Sack::N,σάκος,къап
425,Sack::N,σάκος,дарваг
426,Tasse::N,φλιτζάνι,пижан
427,Tasse::N,φλιτζάνι,пинжан
428,Tasse::N,φλιτζάνι,инкираччатӏи
429,Tasse::N,φλιτζάνι,цинцилттал бушкъап
430,Topf::N,χύτρα,кӏункӏур
431,Kessel::N,καζάνι,чаг
432,Kessel::N,καζάνι,кӏункӏур
433,Essen::N,φαγητό,дукия
434,Essen::N,φαγητό,дукин
435,Nahrung::N,τροφή,дукра
436,Speise::N,φαγητό,дукра
437,Fleisch::N,κρέας,дикӏ
438,Getreide::N,σιτάρι,къама
439,Brei::N,χυλός,ккурч
440,Brot::N,ψωμί,ччатӏ
441,Brot::N,άρτος,ччатӏ
442,Scheibe::N,φέτα,парча
443,Fett::N,πάχος,аьгъушиву
444,Butter::N,βούτυρο,нагь
445,Butter::N,βούτυρο,лагаву
446,Öl::N,λάδι,
447,Salz::N,αλάτι,цӏву
448,Suppe::N,σούπα,накь
449,Honig::N,μέλι,ницӏ
450,Milch::N,γάλα,накӏ
451,Tee::N,τσάι,чяй
452,Leder::N,πετσί,бурчу
453,Wolle::N,μαλλί,ппал
454,Stoff::N,ύφασμα,янна
455,Nadel::N,βελόνα,ххалаххи
456,Faden::N,κλωστή,ххал
457,Knopf::N,κουμπί,банд
458,Knoten::N,κόμπος,къурхъ
459,Farbe::N,μπογιά,сир
460,Kleidung::N,ρούχα,янна
461,Kleidung::N,ρούχα,лаххия
462,Kleidung::N,ενδυμασία,янна
463,Kleidung::N,ενδυμασία,лаххия
464,Hemd::N,πουκάμισο,гьухъа
465,Kragen::N,κολάρο,дарвач
466,Ärmel::N,μανίκι,кахха
467,Hose::N,πανταλόνι,хӏажак
468,Gürtel::N,ζώνη,мухӏлу
469,Mütze::N,σκούφος,кьяпа
470,Schuh::N,παπούτσι,
471,Stiefel::N,μπότα,чакма
472,Ring::N,δαχτυλίδι,кӏисса
473,Band::N,κορδέλα,линт
474,Kamm::N,χτένα,ттарал
475,Spiegel::N,καθρέφτης,дагьани
476,Riemen::N,λουρί,эн
477,Schnur::N,κορδόνι,хьхьа
478,Leine::N,σχοινί,
479,Decke::N,κουβέρτα,виргъан
480,Kissen::N,μαξιλάρι,кӏаралу
481,Tuch::N,πανί,карщи
482,Tuch::N,μαντήλι,карщи
483,Handtuch::N,πετσέτα,калихьу
484,Handtuch::N,πετσέτα,лажинлихьу
485,Kraft::N,δύναμη,эллаж
486,Stärke::N,ισχύς,гуж
487,Stärke::N,δύναμη,гуж
488,Gesundheit::N,υγεία,цӏуллу-сагъшиву
489,Krankheit::N,αρρώστια,къашайшиву
490,Schmerz::N,πόνος,къюву
491,Wunde::N,πληγή,щаву
492,Fieber::N,πυρετός,кӏиришиву
493,Arznei::N,φάρμακο,дару
494,Brücke::N,γέφυρα,ламу
495,Brunnen::N,πηγάδι,къуй
496,Weide::N,βοσκή,бизантту
497,Pfad::N,μονοπάτι,жегъир ххуллу
498,Weg::N,δρόμος,ххуллу
499,Straße::N,οδός,ххуллу
500,Straße::N,δρόμος,ххуллу
501,Dorf::N,χωριό,щар
502,Dorf::N,χωριό,шяравалу
503,Stadt::N,πόλη,шагьру
504,Brief::N,γράμμα,чагъар
505,Brief::N,επιστολή,чагъар
506,Buch::N,βιβλίο,лу
507,Buchstabe::N,γράμμα,хӏарп
508,Zeitung::N,εφημερίδα,кказит
509,Leben::N,ζωή,оьрму
510,Leben::N,βίος,оьрму
511,Tod::N,θάνατος,ажал
512,Tod::N,θάνατος,бивкӏу
513,Tod::N,θάνατος,ивчӏаву
514,Grab::N,τάφος,гьав
515,Kirche::N,εκκλησία,килиса
516,Sünde::N,αμαρτία,бунагъ
517,Gott::N,θεός,зал
518,Arbeiter::N,εργάτης,зузала
519,Chef::N,προϊστάμενος,ялувма
520,Meister::N,μάστορας,усттар
521,Meister::N,αρχιτεχνίτης,усттар
522,Arzt::N,γιατρός,хӏакин
523,Lehrer::N,δάσκαλος,учитель
524,Geld::N,λεφτά,арцу
525,Geld::N,χρήματα,арцу
526,Geschäft::N,συναλλαγή,даву
527,Laden::N,μαγαζί,ттучан
528,Laden::N,κατάστημα,ттучан
529,Preis::N,τιμή,багъа
530,Ware::N,εμπόρευμα,хъус
531,Nutzen::N,όφελος,хайр
532,Nutzen::N,όφελος,мюнпат
533,Reichtum::N,πλούτος,давлат
534,Reichtum::N,πλούτος,аваданшиву
535,Welt::N,κόσμος,дуниял
536,Land::N,χώρα,билаят
537,Staat::N,κράτος,паччахӏлугъ
538,Staat::N,πολιτεία,паччахӏлугъ
539,König::N,βασιλιάς,
540,Macht::N,εξουσία,власть
541,Grenze::N,σύνορα,дазу
542,Krieg::N,πόλεμος,дяъви
543,Feind::N,εχθρός,душман
544,Gewalt::N,βία,къия
545,Kampf::N,αγώνας,лачӏуи уккаву
546,Bogen[Waffe]::N,τόξο,ккуртта
547,Pfeil::N,σαΐτα,чӏатӏаракӏ
548,Gewehr::N,τουφέκι,ттупанг
549,Fehler::N,λάθος,гъалатӏ
550,Fehler::N,σφάλμα,гъалатӏ
551,Lüge::N,ψέμα,щялмахъ
552,Lüge::N,ψεύδος,щялмахъ
553,Schaden::N,ζημία,зарал
554,Unglück::N,δυστυχία,бала
555,Schuld::N,ενοχή,тахсир
556,Schuld::N,φταίξιμο,тахсир
557,Alter::N,ηλικία,оьрму
558,Schluss::N,τέλος,ахир
559,Zeit::N,χρόνος,чӏун
560,Tag::N,μέρα,кьини
561,Tag::N,ημέρα,кьини
562,Morgen::N,πρωί,кӏюрх
563,Mittag::N,μεσημέρι,ахттайн
564,Mittag::N,μεσημέρι,дяахттайн
565,Mittag::N,μεσημέρι,ахттайн чӏун
566,Abend::N,βράδυ,маркӏачӏан
567,Nacht::N,νύχτα,хьхьу
568,Woche::N,εβδομάδα,нюжмар
569,Monat::N,μήνας,барз
570,Jahr::N,έτος,шин
571,Jahr::N,χρόνος,шин
572,Frühling::N,άνοιξη,инт
573,Sommer::N,καλοκαίρι,гъи
574,Herbst::N,φθινόπωρο,ссут
575,Winter::N,χειμώνας,кӏи
576,Januar::N,Ιανουάριος,цалчинмур барз
577,Februar::N,Φεβρουάριος,кӏилчинмур барз
578,März::N,Μάρτιος,шамилчинмур барз
579,April::N,Απρίλιος,апрель
580,April::N,Απρίλιος,мукьилчинмур барз
581,Mai::N,Μάιος,май
582,Mai::N,Μάιος,ххюлчинмур барз
583,Juni::N,Ιούνιος,июнь
584,Juni::N,Ιούνιος,ряххилчинмур барз
585,Juli::N,Ιούλιος,июль
586,Juli::N,Ιούλιος,Арулчинмур барз
587,August::N,Αύγουστος,мяйлчинмур барз
588,September::N,Σεπτέμβριος,урчӏилчинмур барз
589,Oktober::N,Οκτώβριος,ацӏилчинмур барз
590,November::N,Νοέμβριος,ацӏния цалчинмур барз
591,Dezember::N,Δεκέμβριος,ацӏния кӏилчинмур барз
592,Montag::N,Δευτέρα,итин
593,Montag::N,Δευτέρα,итин кьини
594,Dienstag::N,Τρίτη,тталат
595,Dienstag::N,Τρίτη,тталат кьини
596,Mittwoch::N,Τετάρτη,арвахӏ
597,Donnerstag::N,Πέμπτη,хамис
598,Freitag::N,Παρασκευή,нюжмар
599,Freitag::N,Παρασκευή,нюжмар кьини
600,Samstag::N,Σάββατο,ххуллун
601,Samstag::N,Σάββατο,ххуллун кьини
602,Sonntag::N,Κυριακή,алхӏат
603,Sonntag::N,Κυριακή,алхӏат кьини
604,groß::A,μεγάλος,бугъарасса
605,klein::A,μικρός,чӏивисса
606,lang::A,μακρύς,лахъисса
607,kurz::A,κοντός,кутӏасса
608,breit::A,φαρδύς,уттасса
609,schmal::A,στενός,уттакӏюласса
610,dicht::A,πυκνός,ццунсса
611,dick[Gegenstand]::A,παχύς,ганзсса
612,dick[Gegenstand]::A,χοντρός,ганзсса
613,dünn::A,ψιλός,кӏюласса
614,dünn::A,λεπτός,кӏюласса
615,fein::A,ψιλός,
616,fest::A,στερεός,цӏакьсса
617,fest::A,στερεός,кьянкьасса
618,flach::A,επίπεδος,баягъисса
619,flach::A,επίπεδος,цӏубакъасса
620,flach::A,επίπεδος,куртӏ дакъасса
621,glatt::A,λείος,дюрчӏусса
622,glatt::A,ομαλός,дюрчӏусса
623,hart::A,σκληρός,кьянкьасса
624,weich::A,μαλακός,кӏукӏлусса
625,rund::A,στρογγυλός,ккурккисса
626,spitz::A,μυτερός,ярксса
627,spitz::A,μυτερός,дайлсса
628,spitz::A,μυτερός,мицӏ бусса
629,scharf::A,κοφτερός,ярксса
630,scharf::A,κοφτερός,дайлсса
631,scharf::A,κοφτερός,мицӏ бусса
632,stumpf::A,αμβλύς,къуркъасса
633,schwer::A,βαρύς,кӏусса
634,schön::A,ωραίος,аьнтӏикӏасса
635,schön::A,όμορφος,аьнтӏикӏасса
636,heiß::A,ζεστός,кӏирисса
637,warm::A,θερμός,гъелисса
638,kalt::A,κρύος,дяркъусса
639,kalt::A,ψυχρός,дяркъусса
640,kühl::A,δροσερός,дюхлулсса
641,frisch::A,νωπός,цӏусса
642,frisch::A,φρέσκος,цӏусса
643,feucht::A,υγρός,атилсса
644,feucht::A,υγρός,хъавтусса
645,nass::A,βρεγμένος,атилсса
646,nass::A,βρεγμένος,хъавтусса
647,trocken::A,ξηρός,кьавкьсса
648,trocken::A,ξηρός,кьакьан бувсса
649,trocken::A,στεγνός,кьавкьсса
650,trocken::A,στεγνός,кьакьан бувсса
651,voll::A,γεμάτος,бувцӏусса
652,leer::A,άδειος,бачӏвасса
653,offen::A,ανοιχτός,тӏивтӏусса
654,geschlossen::A,κλειστός,лавкьусса
655,sauber::A,καθαρός,марцӏсса
656,schmutzig::A,βρώμικος,чапалсса
657,schmutzig::A,λερωμένος,чапалсса
658,roh::A,ωμός,шакъавхьсса
659,reif::A,ώριμος,дирсса
660,lecker::A,νόστιμος,нахӏусса
661,lecker::A,νόστιμος,тӏааьнсса
662,süß::A,γλυκός,нацӏусса
663,bitter::A,πικρός,кьурчӏисса
664,sauer::A,ξινός,туршсса
665,hell::A,φωτεινός,чаннасса
666,dunkel::A,σκοτεινός,цӏансса
667,schwarz::A,μαύρος,лухӏисса
668,schwarz::A,μελανός,лухӏисса
669,weiß::A,άσπρος,кӏяласса
670,rot::A,κόκκινος,ятӏулсса
671,gelb::A,κίτρινος,хъахъисса
672,blau::A,μπλε,някӏсса
673,blau::A,γαλανός,някӏсса
674,grün::A,πράσινος,щюлисса
675,grau::A,γκρίζος,оьрусса
676,bunt::A,ποικιλόχρωπος,оьрчӏикӏурисса
677,billig::A,φτηνός,кьювкьусса
678,teuer::A,ακριβός,ххирасса
679,wertvoll::A,πολύτιμος,багьасса
