,Concept_ID,ta,sl
361,Leiter::N,ஏணி,léstev
362,Besen::N,விளக்குமாறு,mêtla
363,Spaten::N,மண்வெட்டி,lopáta
364,Schaufel::N,அடிதண்டா,lopáta
365,Gabel::N,முட்கரண்டி,vílice
366,Löffel::N,கரண்டி,žlíca
367,Messer::N,கத்தி,nòž
368,Nagel::N,ஆணி,žebèlj
369,Netz::N,வலை,mréža
370,Haken::N,கொக்கி,kljúka
371,Griff::N,கைப்பிடி,ročáj
372,Griff::N,கைப்பிடி,oprijèm
373,Schloss::N,பூட்டு,ključávnica
374,Bild::N,படம்,slíka
375,Figur::N,எண்ணிக்கை,figúra
376,Figur::N,எண்ணிக்கை,postáva
377,Puppe::N,பொம்மை,lútka
378,Beutel::N,பை,môšnja
379,Bündel::N,பொதி,cúla
380,Bündel::N,பொதி,svéženj
381,Tasche::N,பை,tórba
382,Tasche::N,பை,tobôlec
383,Eimer::N,வாளி,vêdro
384,Deckel::N,உறை,pokròv
385,Deckel::N,உறை,poklópec
386,Geschirr::N,பாத்திரம்,posóda
387,Sack::N,பை,vréča
388,Tasse::N,கிண்ணம்,skodélica
389,Topf::N,பானை,lônec
390,Kessel::N,கெண்டி,kôtel
391,Essen::N,உணவருந்துதல்,hrána
392,Nahrung::N,உணவு,živílo
393,Speise::N,உணவு வகை,jéd
394,Fleisch::N,இறைச்சி,mesó
395,Getreide::N,மக்காச்சோளம்,žíto
396,Brei::N,கஞ்சி,káša
397,Brot::N,ரொட்டி,krùh
398,Scheibe::N,துண்டு,réženj
399,Fett::N,கொழுப்பு,mást
400,Fett::N,கொழுப்பு,maščôba
401,Butter::N,வெண்ணெய்,máslo
402,Öl::N,எண்ணெய்,ólje
403,Salz::N,உப்பு,sól
404,Suppe::N,ரசம்,júha
405,Honig::N,தேன்,méd
406,Milch::N,பால்,mléko
407,Tee::N,தெனீர்,čáj
408,Leder::N,பதம் செய்யப்பட்ட தோல்,úsnje
409,Wolle::N,கம்பளி,vólna
410,Stoff::N,துணி,blagó
411,Nadel::N,ஊசி,ígla
412,Faden::N,நூல்,nít
413,Knopf::N,பொத்தான்,gúmb
414,Knoten::N,முடிச்சு,vôzel
415,Farbe::N,வண்ணக் குழம்பு,bárva
416,Kleidung::N,ஆடைகள்,obléka
417,Hemd::N,சட்டை,srájca
418,Kragen::N,கழுத்துப் பட்டை,ovrátnik
419,Ärmel::N,சட்டைக்கை,rokáv
420,Hose::N,கால்சட்டை,hláče
421,Gürtel::N,பெல்ட்,pás
422,Mütze::N,தொப்பி,kápa
423,Mütze::N,தொப்பி,čépica
424,Schuh::N,காலணி,čévelj
425,Stiefel::N,காலணி,škórenj
426,Ring::N,மோதிரம்,pŕstan
427,Band::N,நாடா,trák
428,Kamm::N,கீப்பு,glavník
429,Spiegel::N,ஆடி,zrcálo
430,Spiegel::N,ஆடி,ogledálo
431,Spiegel::N,கண்ணாடி,zrcálo
432,Spiegel::N,கண்ணாடி,ogledálo
433,Riemen::N,வார்,jêrmen
434,Schnur::N,கயிறு,vŕvca
435,Leine::N,தோல்வார்,konôpec
436,Decke::N,போர்வை,odéja
437,Kissen::N,தலையணை,blazína
438,Tuch::N,துணி,pŕt
439,Tuch::N,துணி,rúta
440,Handtuch::N,தண்டு,brisáča
441,Kraft::N,நிர்பந்தம்,síla
442,Stärke::N,பலம்,jákost
443,Gesundheit::N,ஆரோக்கியம்,zdrávje
444,Krankheit::N,நோய்,bolézen
445,Schmerz::N,வலி,ból
446,Schmerz::N,வலி,bolečína
447,Wunde::N,காயம்,rána
448,Fieber::N,காய்ச்சல்,vročína
449,Arznei::N,மருந்து,lék
450,Arznei::N,மருந்து,zdravílo
451,Brücke::N,பாலம்,móst
452,Brunnen::N,கேணி,vodnják
453,Weide::N,மேய்ச்சல் நிலம்,páša
454,Pfad::N,நடை வழி,stezà
455,Weg::N,வழி,pót
456,Straße::N,சாலை,césta
457,Dorf::N,கிராமம்,vás
458,Stadt::N,நகரம்,mésto
459,Brief::N,கடிதம்,písmo
460,Buch::N,புத்தகம்,knjíga
461,Buchstabe::N,எழத்து,čŕka
462,Zeitung::N,செய்தித்தாள்,čásnik
463,Leben::N,வாழ்க்கை,življênje
464,Tod::N,மரணம்,smŕt
465,Grab::N,சமாதி,gròb
466,Kirche::N,தேவாலயம்,cérkev
467,Sünde::N,பாவம்,gréh
468,Gott::N,கடவுள்,bóg
469,Arbeiter::N,தொழிலாளி,délavec
470,Chef::N,மேலாளர்,šéf
471,Meister::N,தலைவன்,mójster
472,Arzt::N,மருத்துவர்,zdravník
473,Lehrer::N,ஆசிரியர்,učítelj
474,Geld::N,பணம்,denár
475,Geschäft::N,வாணிபம்,kupčíja
476,Laden::N,கடை,trgovína
477,Preis::N,விலை,céna
478,Ware::N,சாமன்கள்,róba
479,Nutzen::N,இலாபம்,príd
480,Reichtum::N,சொத்து,bogástvo
481,Welt::N,உலகம்,svét
482,Land::N,நாடு,dežêla
483,Staat::N,நாடு,držáva
484,König::N,அரசன்,králj
485,Macht::N,அதிகாரம்,oblást
486,Grenze::N,எல்லை,mêja
487,Krieg::N,போர்,vôjna
488,Feind::N,எதிரி,sovrážnik
489,Gewalt::N,வன்முறை,nasílje
490,Kampf::N,போராட்டம்,bòj
491,Kampf::N,போராட்டம்,bórba
492,Bogen[Waffe]::N,வில்,lók
493,Pfeil::N,அம்பு,puščíca
494,Gewehr::N,துப்பாக்கி,púška
495,Fehler::N,தவறு,zmóta
496,Lüge::N,பொய்,láž
497,Schaden::N,சேதாரம்,okvára
498,Unglück::N,இடையூறு,nesréča
499,Schuld::N,குற்றம்,krívda
500,Alter::N,வயது,dôba
501,Schluss::N,முடிவு,kônec
502,Zeit::N,காலம்,čàs
503,Tag::N,நாள்,dán
504,Morgen::N,காலை நேரம்,jútro
505,Mittag::N,மதியம்,póldan
506,Abend::N,மாலைப் பொழுது,večér
507,Nacht::N,இரவு,nóč
508,Woche::N,வாரம்,téden
509,Monat::N,மாதம்,mésec
510,Jahr::N,வருடம்,léto
511,Frühling::N,வசந்தம்,pomlád
512,Sommer::N,கோடை,polétje
513,Herbst::N,இலையுதிர் காலம்,jesén
514,Winter::N,குளிர்காலம்,zíma
515,Januar::N,ஜனவரி,jánuar
516,Februar::N,பிபரவரி மாதம்,fébruar
517,März::N,மார்ச் மாதம்,márec
518,April::N,ஏப்ரல் மாதம்,apríl
519,Mai::N,மே மாதம்,máj
520,Juni::N,ஜூன் மாதம்,júnij
521,Juli::N,ஜூலை மாதம்,júlij
522,August::N,ஆகஸ்ட் மாதம்,avgúst
523,September::N,செப்டம்பர் மாதம்,septêmber
524,Oktober::N,அக்டோபர் மாதம்,október
525,November::N,நவம்பர் மாதம்,novêmber
526,Dezember::N,டிசம்பர்,decémber
527,Montag::N,திங்கட் கிழமை,ponedéljek
528,Dienstag::N,செவ்வாய்க்கிழமை,tôrek
529,Mittwoch::N,புதன் கிழமை,sréda
530,Donnerstag::N,வியாழக் கிழமை,četŕtek
531,Freitag::N,வெள்ளிக்கிழமை,pétek
532,Samstag::N,சனிக்கிழமை,sobóta
533,Sonntag::N,ஞாயிறுக் கிழமை,nedélja
534,groß::A,பெரிய,vêlik
535,klein::A,சிறிய,májhen
536,lang::A,நீண்ட,dólg
537,kurz::A,குட்டையான,krátek
538,breit::A,அகலமான,širòk
539,schmal::A,குறுகலான,ózek
540,dicht::A,அடர்த்தியான,góst
541,dick[Gegenstand]::A,தடித்த,dêbel
542,dünn::A,சன்னமான,tánek
543,fein::A,மெல்லிய,drôben
544,fest::A,உறுதியாள,tŕden
545,flach::A,தட்டையான,plán
546,flach::A,தட்டையான,plòsk
547,glatt::A,வழுவழுப்பான,gládek
548,hart::A,கடினமான,tŕd
549,weich::A,மென்மையான,mehák
550,rund::A,உருண்டையான,okrógel
551,spitz::A,திகந்தமாக,šílast
552,scharf::A,கூரான,óster
553,stumpf::A,உளம் திறந்த,tóp
554,stumpf::A,உளம் திறந்த,skŕhan
555,schwer::A,கனமான,têžek
556,schön::A,அழகான,lép
557,schön::A,அழகான,krásen
558,heiß::A,சூடான,vròč
559,warm::A,இதமான,tôpel
560,kalt::A,குளிர்ச்சியான,mŕzel
561,kalt::A,குளிர்ச்சியான,hláden
562,kühl::A,குளிர்ச்சியான,hláden
563,frisch::A,சுத்தமான,svéž
564,feucht::A,ஈரமான,vlážen
565,nass::A,ஈரமான,móker
566,trocken::A,உலர்ந்த,súh
567,voll::A,நிரம்பிய,póln
568,leer::A,காலியான,prázen
569,offen::A,திறந்த,odpŕt
570,geschlossen::A,மூடப்பட்ட,zapŕt
571,sauber::A,சுத்தமான,číst
572,sauber::A,சுத்தமான,líčen
573,schmutzig::A,அழக்கான,umázan
574,roh::A,கச்சா,suròv
575,reif::A,பழுத்த,zrèl
576,lecker::A,சுவைமிக்க,okúsen
577,süß::A,இனிப்பான,sládek
578,bitter::A,கசப்பான,grenák
579,sauer::A,புளிப்பாக,kísel
580,hell::A,பளபளப்பான,svetèl
581,dunkel::A,கருமையான,temèn
582,schwarz::A,கருப்பு வண்ண,čŕn
583,weiß::A,வெண்மையன,bél
584,rot::A,சிவப்பு,rdèč
585,gelb::A,மஞ்சள் வண்ணம்,žólt
586,gelb::A,மஞ்சள் வண்ணம்,rumèn
587,blau::A,நீல வண்ண,móder
588,grün::A,பச்சை வண்ண,zelèn
589,grau::A,சாம்பல் நிற,sív
590,bunt::A,வண்ண மயமான,písan
591,billig::A,மலிவான,pocéni
592,teuer::A,விலை அதிகமான,drág
593,wertvoll::A,மதிப்புள்ள,dragocén
594,blind::A,பார்வையற்ற,slép
595,taub::A,செவிடான,glúh
596,kräftig::A,வலிமையான,močán
597,stark::A,பலமான,ják
598,schwach::A,பலவீனமான,šíbek
599,fett::A,பருமனாக,dêbel
600,schlank::A,ஒல்லியான,vítek
601,hübsch::A,அழகிய,lép
602,böse::A,கேடு விளைவிக்கும்,zèl
603,böse::A,கேடு விளைவிக்கும்,hudôben
604,dumm::A,முட்டாள்தனமான,glúp
605,dumm::A,முட்டாள்தனமான,bédast
606,faul::A,சோம்பலான,lén
607,fleißig::A,ஊக்கந்தளராத,marljív
608,geizig::A,கஞேசத்தனமான,škŕt
609,klug::A,சாதுரியமான,pámeten
610,geschickt::A,திறமையள்ள,spréten
611,lieb::A,அன்புக்குரிய,míl
612,lieb::A,அன்புக்குரிய,ljúb
613,lustig::A,களிப்புமிக்க,vesél
614,sanft::A,சாதுவான,láhek
615,hungrig::A,பசியுடன்,láčen
616,krank::A,நோயுற்று,bolán
617,nackt::A,ஆடையற்ற,nág
618,traurig::A,சோகமான,túžen
619,lebendig::A,பிழைப்பு,žív
620,gut::A,நல்ல,dóber
621,schlecht::A,கெட்ட,malopríden
622,richtig::A,சரியான,pravílen
623,schlimm::A,அருவருப்பான,húd
624,wahr::A,உண்மையான,resníčen
625,alt::A,பழைய,stàr
626,neu::A,புதிய,nòv
627,ehemalig::A,முன்நாள்,nekdánji
628,alt[Lebewesen]::A,வயதான,stàr
629,jung::A,இளமையான,mlád
630,arm::A,ஏழ்மையான,ubóg
631,arm::A,ஏழ்மையான,réven
632,reich::A,செல்வம் படைத்த,bogàt
633,bekannt::A,பழக்கப்பட்ட,znán
634,berühmt::A,புகழ்பெற்ற,sláven
635,berühmt::A,புகழ்பெற்ற,znamenít
636,fremd::A,அயல் நாட்டு,túj
637,verschieden::A,வித்தியாசமான,razlíčen
638,nah::A,பக்கத்தில் உள்ள,blížnji
639,fern::A,தொலை தூரத்தில்,dáleč
640,linker::A,மீந்திருக்கும்,lévi
641,rechter::A,வலதுபக்கம்,désni
642,anderer::A,மற்ற,drúgi
643,erster::A,முதனமையான,pŕvi
644,zweiter::A,இரண்டாவது,drúgi
645,dritter::A,மூன்றாவது,trétji
646,letzter::A,கடைசி,poslédnji
647,allein::ADV,தனியாக,sám
648,auf einmal::ADV,தடீரென்று,obênem
649,zusammen::ADV,சேர்ந்து,skúpaj
650,lange::ADV,அதிக நோம்,dólgo
651,plötzlich::ADV,தடீரென்று,náglo
652,plötzlich::ADV,தடீரென்று,nenádoma
653,sofort::ADV,உடனடியாக,prècej
654,später::ADV,பிறகு,poznêje
655,jetzt::ADV,இப்பொழது,zdàj
656,heute::ADV,இன்று,dánes
657,morgen::ADV,நாளைக்கு,jútri
658,bald::ADV,சீக்கிரம்,kmálu
659,dann::ADV,அப்பொழுது,nató
660,gestern::ADV,நேற்று,včéraj
661,einst::ADV,ஒரே முறை,nékdaj
662,damals::ADV,அப்பொழுது,tedàj
663,damals::ADV,அப்பொழுது,takràt
664,danach::ADV,பிற்பாடு,potèm
665,vorher::ADV,முன்பாக,poprèj
666,zuerst::ADV,முதலில்,spŕva
667,einmal::ADV,ஒரே முறை,ênkrat
668,manchmal::ADV,சில நேரங்களில்,včásih
669,oft::ADV,அடிக்கடி,pogósto
670,immer::ADV,எப்பொழுதும்,védno
671,immer::ADV,எப்பொழுதும்,zméraj
672,niemals::ADV,ஒருபோதும் இல்லை,nikdàr
673,hier::ADV,இங்கே,tù
674,hier::ADV,இங்கே,túkaj
675,hierhin::ADV,இவ்விடத்திற்கு,sèmkaj
676,von hier::ADV,இனி,od tú
677,dort::ADV,அங்கே,tàm
678,dorthin::ADV,அவ்விடத்திற்கு,tjà
679,geradeaus::ADV,முன்னாலிருக்கும்,rávno napréj
680,vorwärts::ADV,முன்புறமாக,napréj
681,rückwärts::ADV,பின்னோக்கி,zádaj
