,Concept_ID,hy,br
172,Schwan::N,կարապ,alarc'h
173,Fisch::N,ձուկ,pesk
174,Barsch::N,պերկես,brell
175,Hecht::N,գայլաձուկ,beked
176,Schlange[Tier]::N,օձ,naer
177,Wurm::N,որդ,preñv
178,Wurm::N,ճիճու,preñv
179,Spinne::N,սարդ,kevnidenn
180,Ameise::N,միջյուն,merion
181,Laus::N,ոջիլ,laouenn
182,Mücke::N,մժղուկ,moustik
183,Fliege::N,ճանճ,kelienenn
184,Schmetterling::N,թիթեռ,balafenn
185,Beere::N,հատապտուղ,hog
186,Apfel::N,խնձոր,aval
187,Pilz::N,սունկ,kabell-touseg
188,Zwiebel::N,սոխ,ognonenn
189,Saat::N,սերմ,had
190,Korn::N,հատիկ,ed
191,Heu::N,խոտ,foenn
192,Schale::N,կեղեւ,peliadur
193,Grube::N,փոս,
194,Falle::N,ծուղակ,pech
195,Schlinge::N,խեղդան,krouglas
196,Spur::N,հետք,
197,Asche::N,մոխիր,ludu
198,Dreck::N,աղտ,fank
199,Eisen::N,երկաթ,houarn
200,Gold::N,ոսկի,aour
201,Silber::N,արծաթ,arc'hant
202,Kohle::N,քարածուխ,glaou
203,Glas::N,ապակի,gwer
204,Lehm::N,կավ,
205,Sand::N,ավազ,traezh
206,Mensch::N,մարդ,den
207,Mann::N,մարդ,den
208,Mann::N,տղամարդ,den
209,Frau::N,կին,maouez
210,Kind::N,զավակ,bugel
211,Junge::N,տղա,paotr
212,Mädchen::N,աղջիկ,plac'h
213,Familie::N,ընտանիք,familh
214,Großvater::N,պապ,tad-kozh
215,Großmutter::N,տատ,mamm-gozh
216,Eltern::N,ծնողներ,kerent
217,Vater::N,հայր,tad
218,Mutter::N,մայր,mamm
219,Sohn::N,որդի,mab
220,Tochter::N,աղջիկ,merc'h
221,Tochter::N,դուստր,merc'h
222,Bruder::N,եղբայր,breur
223,Schwester::N,քույր,c'hoar
224,Onkel::N,քեռի,eontr
225,Onkel::N,հորեղբայր,eontr
226,Tante::N,մորաքույր,moereb
227,Ehemann::N,մարդ,gwaz
228,Ehemann::N,ամուսին,gwaz
229,Ehefrau::N,կին ամուսին,gwreg
230,Freude::N,ուրախություն,levenez
231,Gelächter::N,ծիծաղ,c'hoarzherezh
232,Glück::N,երջանկություն,chañs
233,Kummer::N,վիշտ,doan
234,Wunsch::N,ցանկություն,c'hoant
235,Lust::N,փափագ,c'hoant
236,Lust::N,իղձ,c'hoant
237,Geist::N,ոգի,spered
238,Gedanke::N,միտք,soñj
239,Gedächtnis::N,հիշողություն,eñvor
240,Verstand::N,խելք,skiant
241,Sinn::N,իմաստ,ster
242,Grund::N,պատճառ,kaoz
243,Wahrheit::N,ճշմարտություն,gwirionez
244,Gespräch::N,զրույց,kaozeadenn
245,Märchen::N,պայիկի պատմություն,kaoz korriganez
246,Erzählung::N,պատմվածք,kontadenn
247,Erzählung::N,պատմություն,kontadenn
248,Nachricht::N,հաղորդագրություն,keloù
249,Neuigkeit::N,լուր,kelaouenn
250,Neuigkeit::N,նորություն,kelaouenn
251,Name::N,անուն,anv
252,Rätsel::N,բարդ խնդիր,divinatez
253,Rede::N,ճառ,diskour
254,Rede::N,ելույթ,diskour
255,Sprache::N,լեզու,yezh
256,Stimme::N,ձայն,mouezh
257,Wort::N,բառ,ger
258,Zeichen::N,նշան,sin
259,Ruf::N,կոչ,galv
260,Ruf::N,կանչ,galv
261,Lärm::N,աղմուկ,trouz
262,Laut::N,հնչյուն,
263,Laut::N,ձայն,
264,Ton::N,տոն,ton
265,Lied::N,երգ,kanaouenn
266,Ruhe::N,անդորրություն,sioulded
267,Leute::N,մարդիկ,tud
268,Volk::N,ազգ,pobl
269,Arbeit::N,գործ,labour
270,Arbeit::N,աշխատանք,labour
271,Gast::N,հյուր,kouviad
272,Geschenk::N,նվեր,prof
273,Spiel::N,խաղ,c'hoari
274,Gesellschaft::N,ընկերություն,kompagnunezh
275,Gesellschaft::N,ընկերություն,kavandad
276,Hilfe::N,օգնությթուն,sikour
277,Freund::N,ընկեր,mignon
278,Freund::N,բարեկամ,mignon
279,Kamerad::N,ուղեկից,kamarad
280,Angelegenheit::N,բան,afer
281,Angelegenheit::N,գործ,afer
282,Anzahl::N,քանակ,niver
283,Anzahl::N,գումար,niver
284,Art::N,տեսակ,sort
285,Stück::N,կտոր,tamm
286,Teil::N,մաս,pezh
287,Hälfte::N,կես,hanterenn
288,Kreis::N,շիջանակ,kelc'h
289,Kreuz::N,խաչ,kroaz
290,Linie::N,գիծ,linenn
291,Strich::N,գիծ,tenn
292,Abstand::N,անջրպետ,distok
293,Entfernung::N,հեռավորություն,keid
294,Entfernung::N,հեռավորություն,kehid
295,Gegend::N,շրջան,korn-bro
296,Platz::N,տարածություն,plasenn
297,Ort::N,տեղ,lec'h
298,Ort::N,վայր,lec'h
299,Seite::N,կողմ,tu
300,Mitte::N,մեջտեղ,kreiz
301,Gegenstand::N,առարկա,tra
302,Sache::N,բան,tra
303,Rand::N,վերջք,kantenn
304,Kante::N,եզր,kantenn
305,Ecke::N,անկյուն,korn
306,Spitze::N,ծայր,begell
307,Ende::N,ծայր,dibenn
308,Loch::N,անցք,toull
309,Winkel::N,անկյուն,
310,Muster::N,օրինակ,tresadenn
311,Größe::N,մեծություն,ment
312,Länge::N,երկարություն,hirder
313,Höhe::N,բարձրություն,uhelder
314,Gewicht::N,կշիռ,pouez
315,Menge::N,քանակ,bern
316,Haufen::N,դեզ,bern
317,Haufen::N,կույտ,bern
318,Reihe::N,շարք,steud
319,Reihe::N,կարգ,steud
320,Boot::N,նավակ,bag
321,Ruder::N,թի,roeñv
322,Ruder::N,թիակ,roeñv
323,Schlitten::N,բալխիր,trainell
324,Ski::N,դահուկ,ski
325,Lagerfeuer::N,բացօդեայ կրակ,
326,Last::N,բեռ,karg
327,Gang::N,զբոսանք,kerzh
328,Schritt::N,քայլ,paz
329,Norden::N,հյուսիս,norzh
330,Norden::N,հյուսիս,hanternoz
331,Süden::N,հարավ,su
332,Süden::N,հարավ,kreisteiz
333,Westen::N,արեւմուտք,kuzh-heol
334,Osten::N,արեւելք,reter
335,Osten::N,արեւելք,sav-heol
336,Holz::N,փայտ,koad
337,Brett::N,տախտակ,plankenn
338,Platte::N,թիթեղ,plakenn
339,Stütze::N,նեցուկ,harp
340,Stange::N,ձող,sparl
341,Stock::N,փայտ,bazh
342,Stab::N,ցուպ,bazh
343,Stab::N,գավազան,bazh
344,Rohr::N,խողովակ,tub
345,Rohr::N,խողովակ,korz
346,Haus::N,տուն,ti
347,Heim::N,տուն,kêr
348,Ofen::N,վառարան,forn
349,Fußboden::N,հատակ,plañchod
350,Tisch::N,սեղան,taol
351,Stuhl::N,աթոռ,kador
352,Wiege::N,օրորոց,kavell
353,Bett::N,անկողին,gwele
354,Regal::N,դարակ,estajerenn
355,Kiste::N,տուփ,kased
356,Fenster::N,պատուհան,prenestr
357,Tür::N,դուռ,dor
358,Tor::N,դարպաս,portal
359,Zaun::N,ցանկապատ,sklotur
360,Dach::N,տանիք,toenn
361,Dach::N,կտուր,toenn
362,Leiter::N,սանդուղք,skeul
363,Besen::N,ավել,skubell
364,Spaten::N,բահ,pal
365,Schaufel::N,թի,pal
366,Gabel::N,պատառաքաղ,fourchetez
367,Löffel::N,գդալ,loa
368,Messer::N,դանակ,kontell
369,Nagel::N,մեխ,tach
370,Netz::N,ցանց,roued
371,Haken::N,կարթ,krog
372,Griff::N,կոթ,kemer
373,Griff::N,բռնակ,kemer
374,Schloss::N,կողպեք,potenn
375,Bild::N,նկար,skeudenn
376,Bild::N,պատկեր,skeudenn
377,Figur::N,քանդակ,skeud
378,Figur::N,քանդակ,figur
379,Figur::N,պատկեր,skeud
380,Figur::N,պատկեր,figur
381,Puppe::N,տիկնիկ,merc'hodenn
382,Beutel::N,տոպրակ,sac'h
383,Bündel::N,կապոց,feskenn
384,Tasche::N,պայուսակ,sac'h
385,Eimer::N,դույլ,sailh
386,Deckel::N,կափարիչ,pallenn
387,Geschirr::N,ամանեղեն,listriaj
388,Sack::N,պարկ,sac'h
389,Sack::N,տոպրակ,sac'h
390,Tasse::N,թաս,tas
391,Tasse::N,գավաթ,tas
392,Topf::N,անոթ,pod
393,Kessel::N,կաթսա,chaodouron
394,Essen::N,կերակուր,pred
395,Nahrung::N,ուտելիք,boued
396,Speise::N,խորտիկ,meuz
397,Speise::N,կերակուր,meuz
398,Fleisch::N,միս,kig
399,Getreide::N,հացահատիկ,ed
400,Brei::N,լանդակ,yod
401,Brot::N,հաց,bara
402,Scheibe::N,կտոր,tailhenn
403,Scheibe::N,պատառ,tailhenn
404,Fett::N,ճարպ,lard
405,Butter::N,կարագ,amann
406,Öl::N,ձեթ,eoul
407,Salz::N,աղ,holen
408,Suppe::N,սուպ,soubenn
409,Suppe::N,ապուր,soubenn
410,Honig::N,մեղր,mel
411,Milch::N,կաթ,laezh
412,Tee::N,թեյ,te
413,Leder::N,կաշի,lêr
414,Wolle::N,բուրդ,gloan
415,Stoff::N,գործվածք,danvez
416,Nadel::N,ասեղ,nadoz
417,Faden::N,թել,neudenn
418,Knopf::N,կոճակ,bouton
419,Knoten::N,հանգույց,skoulm
420,Farbe::N,ներկ,liv
421,Kleidung::N,հագուստ,dilhad
422,Hemd::N,վերնաշապիկ,roc'hed
423,Kragen::N,օձիք,gouzoug
424,Ärmel::N,թեւք,milgin
425,Hose::N,շալվար,bragoù
426,Gürtel::N,գոտի,gouriz
427,Mütze::N,կեպի,boned
428,Schuh::N,կոշիկ,botez
429,Stiefel::N,երկարաճիթ կոշիկ,botez
430,Ring::N,զնգալ,gwalenn
431,Band::N,ժապավեն,bagad
432,Kamm::N,սանր,krib
433,Spiegel::N,հայելի,melezour
434,Riemen::N,փոկ,lerenn
435,Schnur::N,լար,kordenn
436,Leine::N,փոկ,roll
437,Decke::N,վերմակ,golo
438,Kissen::N,բարձ,goubenner
439,Tuch::N,թաշկինակ,mezher
440,Handtuch::N,սրբիչ,toailhon
441,Kraft::N,ուժ,nerzh
442,Stärke::N,պնդություն,nerzhder
443,Stärke::N,ամրություն,nerzhder
444,Gesundheit::N,առողջություն,yec'hed
445,Krankheit::N,ախտ,klañved
446,Krankheit::N,հիվանդություն,klañved
447,Schmerz::N,ցավ,poan
448,Schmerz::N,ցավ,droug
449,Schmerz::N,տանջանք,poan
450,Schmerz::N,տանջանք,droug
451,Wunde::N,վերք,gloazadenn
452,Fieber::N,տենդ,terzhienn
453,Arznei::N,դեղ,louzoù
454,Brücke::N,կամուրջ,pont
455,Brunnen::N,հոր,puñs
456,Brunnen::N,ջրհոր,puñs
457,Weide::N,արոտավայր,prad
458,Pfad::N,արահետ,gwenodenn
459,Weg::N,ուղի,hent
460,Straße::N,ճանապարհ,ru
461,Straße::N,ճանապարհ,hent
462,Dorf::N,գյուղ,kêr
463,Dorf::N,գյուղ,kêriadenn
464,Stadt::N,քաղաք,kêr
465,Brief::N,նամակ,lizher
466,Buch::N,գիրք,levr
467,Buchstabe::N,տառ,lizherenn
468,Buchstabe::N,գիր,lizherenn
469,Zeitung::N,լրագիր,kazetenn
470,Leben::N,կյանք,buhez
471,Tod::N,մահ,marv
472,Grab::N,գերեզման,bez
473,Kirche::N,եկեղեցի,iliz
474,Sünde::N,մեղք,pec'hed
475,Gott::N,աստված,doue
476,Arbeiter::N,բանվոր,labourer
477,Arbeiter::N,բանվոր,micherour
478,Arbeiter::N,աշխատող,labourer
479,Arbeiter::N,աշխատող,micherour
480,Chef::N,տեր,penn
481,Meister::N,վարպետ,mestr
482,Arzt::N,բժիշկ,mezeg
483,Arzt::N,բժիշկ,medisin
484,Lehrer::N,ուսուցիչ,skolaer
485,Lehrer::N,ուսուցիչ,kelenner
486,Geld::N,փող,arc'hant
487,Geschäft::N,գործ,stal
488,Geschäft::N,աշխատանք,stal
489,Laden::N,կրպակ,stal
490,Laden::N,խանութ,stal
491,Preis::N,գին,priz
492,Ware::N,ապրանք,marc'hadourezh
493,Nutzen::N,օգուտ,gounidegezh
494,Nutzen::N,օգուտ,lañs
495,Nutzen::N,օգուտ,profit
496,Nutzen::N,օգուտ,spleit
497,Reichtum::N,հարստություն,pinvidigezh
498,Welt::N,աշխարհ,douar
499,Land::N,երկիր,bro
500,Staat::N,պետություն,stad
501,König::N,արքա,roue
502,König::N,թագավոր,roue
503,Macht::N,իշխանություն,galloud
504,Grenze::N,սահման,harzoù
505,Krieg::N,պատերազմ,brezel
506,Feind::N,թշնամի,eneber
507,Gewalt::N,բռնություն,tâerder
508,Gewalt::N,սաստկություն,tâerder
509,Kampf::N,մարտ,kann
510,Bogen[Waffe]::N,աղեղ,gwareg
511,Pfeil::N,նետ,saezh
512,Gewehr::N,հրացան,fuzuilh
513,Fehler::N,սխալ,fazi
514,Lüge::N,սուտ,gaou
515,Schaden::N,վնաս,gwall
516,Unglück::N,դժբախտություն,gwalleur
517,Schuld::N,պակասություն,kablusted
518,Schuld::N,պակասություն,pec'hedigezh
519,Alter::N,հասակ,oad
520,Schluss::N,վերջ,diwezh
521,Schluss::N,վախճան,diwezh
522,Zeit::N,ժամանակ,amzer
523,Tag::N,օր,deizh
524,Morgen::N,առավոտ,beure
525,Morgen::N,առավոտ,mintin
526,Mittag::N,կեսօր,kreisteiz
527,Abend::N,երեկո,abardaez
528,Nacht::N,գիշեր,noz
529,Woche::N,շաբաթ,sizhun
530,Monat::N,ամիս,miz
531,Jahr::N,տարի,bloaz
532,Frühling::N,գարուն,nevezamzer
533,Sommer::N,ամառ,hañv
534,Herbst::N,աշուն,diskaramzer
535,Winter::N,ձմեռ,goañv
536,Januar::N,հունվար,Genver
537,Februar::N,փետրվար,C'hwevrer
538,März::N,մարտ,Meurzh
539,April::N,ապրիլ,Ebrel
540,Mai::N,մայիս,Mae
541,Juni::N,հունիս,Mezheven
542,Juli::N,հուլիս,Gouhere
543,August::N,օգոստոս,Eost
544,September::N,սեպտեմբեր,Gwengolo
545,Oktober::N,հոկտեմբեր,Here
546,November::N,նոյեմբեր,Du
547,Dezember::N,դեկտեմբեր,Kerzu
548,Montag::N,երկուշաբթի,Lun
549,Dienstag::N,երեքշաբթի,Meurzh
550,Mittwoch::N,չորեքշաբթի,Merc'her
551,Donnerstag::N,հինգշաբթի,Yaou
552,Freitag::N,ուրբաթ,Gwener
553,Samstag::N,շաբաթ,Sadorn
554,Sonntag::N,կիրակի,Sul
555,groß::A,մեծ,bras
556,groß::A,խոշոր,bras
557,klein::A,պստիկ,bihan
558,klein::A,փոքրիկ,bihan
559,lang::A,երկար,hir
560,kurz::A,կարճ,berr
561,breit::A,լայն,ledan
562,schmal::A,նեղ,strizh
563,dicht::A,խիտ,stank
564,dick[Gegenstand]::A,հաստ,tev
565,dünn::A,բարակ,moan
566,fein::A,նուրբ,munut
567,fest::A,ամուր,start
568,fest::A,պինդ,start
569,flach::A,տափակ,plaen
570,glatt::A,հարթ,lintr
571,glatt::A,հարթ,levn
572,hart::A,կարծր,kalet
573,weich::A,մեղմ,blot
574,weich::A,փափուկ,blot
575,rund::A,կլոր,ront
576,spitz::A,սրածայր,poentet
577,scharf::A,սուր,dremm
578,stumpf::A,գուլ,talsoc'h
579,schwer::A,ծանր,pounner
580,schön::A,սիրուն,kaer
581,schön::A,գեղեցիկ,kaer
582,heiß::A,թեժ,tomm
583,warm::A,տաք,tomm
584,warm::A,ջերմ,tomm
585,kalt::A,ցուրտ,yen
586,kühl::A,զով,yen
587,frisch::A,թարմ,fresk
588,feucht::A,ղոնավ,gleb
589,nass::A,թաց,gleb
590,trocken::A,ցամաք,sec'h
591,voll::A,լի,leun
592,voll::A,լիքը,leun
593,leer::A,դատարկ,goullo
594,offen::A,բաց,digor
595,geschlossen::A,գոց,serr
596,sauber::A,մաքուր,naet
597,schmutzig::A,կեղտոտ,lous
598,roh::A,հում,kriz
599,reif::A,հասած,darev
600,reif::A,հասուն,darev
601,lecker::A,համեղ,lipous
602,lecker::A,համեղ,saourus
603,süß::A,անուշ,dous
604,bitter::A,կծու,c'hwerv
605,sauer::A,թթու,trenk
606,sauer::A,թթված,trenk
607,hell::A,պայծառ,sklaer
608,hell::A,խելամիտ,sklaer
609,dunkel::A,մութ,teñval
610,schwarz::A,սեւ,du
611,weiß::A,սպիտակ,gwenn
612,rot::A,կարմիր,ruz
613,gelb::A,դեղին,melen
614,blau::A,կապույտ,glas
615,grün::A,կանաչ,gwer
616,grau::A,գորշ,louet
617,bunt::A,գոյնզգոյն,liesliv
618,billig::A,էժան,marc'had-mat
619,teuer::A,թանկ,ker
620,wertvoll::A,թանկարժեք,prizius
621,blind::A,կույր,dall
622,taub::A,խուլ,bouzar
623,kräftig::A,հզոր,start
624,stark::A,ուժեղ,kreñv
625,schwach::A,տկար,gwan
626,schwach::A,թույլ,gwan
627,fett::A,գեր,lard
628,schlank::A,նիհար,sinkl
629,hübsch::A,գրավիչ,koant
630,hübsch::A,սիրունիկ,koant
631,böse::A,չար,gwall
632,dumm::A,հիմար,glep
633,faul::A,ծույլ,lezirek
634,fleißig::A,ջանասեր,studius
635,fleißig::A,փութաջան,studius
636,geizig::A,ագահ,tost
637,geizig::A,կծծի,tost
638,klug::A,խելոք,speredek
639,klug::A,ընդունակ,speredek
640,geschickt::A,ճարտար,dornet
641,lieb::A,սիրելի,koant
642,lustig::A,զվարթ,laouen
643,sanft::A,հեզ,flour
644,hungrig::A,քաղցած,marnaon
645,krank::A,հիվանդ,klañv
646,nackt::A,մերկ,noazh
647,traurig::A,տխուր,trist
648,lebendig::A,կենդանի,bev
649,gut::A,լավ,mad
650,schlecht::A,վատ,fall
651,schlecht::A,վատ,gwall
652,richtig::A,ձիշտ,reizh
653,schlimm::A,լղրճուկ,gwall
654,wahr::A,ճիշտ,gwir
655,wahr::A,իրական,gwir
656,alt::A,հին,kozh
657,neu::A,նոր,nevez
658,ehemalig::A,նախկին,kozh
659,alt[Lebewesen]::A,ծեր,kozh
660,alt[Lebewesen]::A,պառավ,kozh
661,jung::A,մատաղ,yaouank
662,arm::A,աղքատ,paour
663,reich::A,հարուստ,pinvidik
664,bekannt::A,ծանոթ,anavezet
665,berühmt::A,հայտնի,brudet
666,berühmt::A,հռչակավոր,brudet
667,fremd::A,օտար,dizanav
668,verschieden::A,տարբեր,disheñel
669,nah::A,մոտ,nes
670,nah::A,մերձ,nes
671,fern::A,հեռավոր,diabell
672,linker::A,ձախ,kleiz
673,rechter::A,աջ,dehoù
674,anderer::A,այլ,all
675,anderer::A,ուրիշ,all
676,erster::A,առաջին,kentañ
677,zweiter::A,երկրորդ,eil
678,dritter::A,երրորդ,trede
679,letzter::A,վերջին,diwezhañ
680,allein::ADV,միայնակ,e-unan
681,auf einmal::ADV,միասնաբար,ar un dro
682,zusammen::ADV,միասին,asambles
683,zusammen::ADV,իրար հետ,asambles
684,lange::ADV,երկար ժամանակ,pell
685,plötzlich::ADV,հանկարծ,en un taol
686,sofort::ADV,իսկույն,diouzhtu
687,später::ADV,ավելի ուշ,diwezhatoc'h
688,später::ADV,հետո,diwezhatoc'h
689,jetzt::ADV,այժմ,bremañ
690,heute::ADV,այսօր,hiziv
691,morgen::ADV,վաղը,arc'hoazh
692,bald::ADV,շուտով,hepdale
693,dann::ADV,ապա,a-c'houde
694,dann::ADV,հետո,a-c'houde
695,gestern::ADV,երեկ,dec'h
696,einst::ADV,հին ատեն,gwechall
697,damals::ADV,ատէնին,neuze
698,danach::ADV,ապա,goude
699,danach::ADV,այն ժամանակ,goude
700,vorher::ADV,առաջ,diagent
701,zuerst::ADV,նախ,da gentañ
702,einmal::ADV,մի անգամ,ur wech
703,manchmal::ADV,երբեմն,a-wechoù
704,oft::ADV,հաճախ,alies
705,immer::ADV,միշտ,atav
706,immer::ADV,միշտ,bepred
707,niemals::ADV,երբեք,gwech ebet
708,hier::ADV,այստեղ,amañ
709,hierhin::ADV,այստեղ,dre amañ
710,von hier::ADV,այդտեղից,alemañ
711,dort::ADV,այնտեղ,aze
712,dort::ADV,այնտեղ,ahont
713,dorthin::ADV,այնտեղ,di
714,dorthin::ADV,այնտեղ,aze
715,dorthin::ADV,այնտեղ,ahont
716,geradeaus::ADV,ուղիղ,war-eeun
717,vorwärts::ADV,առաջ,war-raok
718,rückwärts::ADV,դեպի ետ,war-lerc'h
719,zurück::ADV,ետ,war-dreñv
720,unten::ADV,ներքեւում,en traoñ
721,hinab::ADV,ներքեւ,a-izel
722,oben::ADV,վերեւում,en nec'h
723,hinauf::ADV,վերեւ,e-krec'h
724,überall::ADV,ամենուր,dre-holl
725,nicht::ADV,չէ,ne ... ket
726,ein wenig::ADV,մի քիչ,un tammig
727,kaum::ADV,հազիվ,a-boan
728,sehr::ADV,շատ,-tre
729,sehr::ADV,շատ,-kenañ
730,so::ADV,այդպես,evel-se
731,noch::ADV,դեռ,c'hoazh
732,nur::ADV,միայն,hepken
733,schon::ADV,արդեն,dija
734,wieder::ADV,նորից,adarre
735,wieder::ADV,դարձյալ,adarre
736,vergebens::ADV,իզուր,
737,vor::PRP,դիմացը,dirak
738,hinter::PRP,ետեւը,a-drek
739,hinter::PRP,ետեւը,a-dreñv
740,unter::PRP,տակ,dindan
741,durch::PRP,միջով,dre
742,neben::PRP,քովը,e-kichen
743,zwischen::PRP,միջեւ,etre
744,wegen::PRP,պատճառով,abalamour da
745,wegen::PRP,շնորհից,abalamour da
746,dies::PRN,սա,hemañ
747,dies::PRN,այս,hemañ
748,das::PRN,դա,se
