,Concept_ID,lv,da
169,Wetter::N,поводдя,vejr
170,Wetter::N,laiks,vejr
171,Nebel::N,ру,tåge
172,Nebel::N,онь,tåge
173,Nebel::N,migla,tåge
174,Wolke::N,кымӧр,sky
175,Wolke::N,mākonis,sky
176,Regen::N,зэр,regn
177,Regen::N,lietus,regn
178,Schnee::N,лым,sne
179,Schnee::N,sniegs,sne
180,Eis::N,йи,is
181,Eis::N,ledus,is
182,Frost::N,кӧдзыд,frost
183,Frost::N,sals,frost
184,Kälte::N,кӧдзыд,kulde
185,Kälte::N,saltums,kulde
186,Kälte::N,aukstums,kulde
187,Hitze::N,пӧсь,hede
188,Hitze::N,гожӧд,hede
189,Hitze::N,karstums,hede
190,Raureif::N,пуж,rimfrost
191,Raureif::N,гыӧр,rimfrost
192,Raureif::N,sarma,rimfrost
193,Regenbogen::N,ӧшкамӧшка,regnbue
194,Regenbogen::N,varavīksne,regnbue
195,Donner::N,гым,torden
196,Donner::N,pērkons,torden
197,Strömung::N,ва ныр,strømning
198,Strömung::N,визувтӧм,strømning
199,Strömung::N,straume,strømning
200,Strömung::N,strāvojums,strømning
201,Tropfen::N,войт,dråbe
202,Tropfen::N,lāse,dråbe
203,Schaum::N,быг,skum
204,Schaum::N,быгзьӧм,skum
205,Schaum::N,putas,skum
206,Schmutz::N,няйт,snavs
207,Schmutz::N,dubļi,snavs
208,See::N,ты,sø
209,See::N,ezers,sø
210,Sumpf::N,гыбад,sump
211,Sumpf::N,кад,sump
212,Sumpf::N,dumbrājs,sump
213,Sumpf::N,staignājs,sump
214,Moor::N,нюр,mose
215,Moor::N,purvs,mose
216,Moor::N,muklājs,mose
217,Wiese::N,видз,eng
218,Wiese::N,pļava,eng
219,Wald::N,вӧр,skov
220,Wald::N,mežs,skov
221,Hügel::N,дзиб,høj
222,Hügel::N,дзиб,bakke
223,Hügel::N,мыльк,høj
224,Hügel::N,мыльк,bakke
225,Hügel::N,нӧрыс,høj
226,Hügel::N,нӧрыс,bakke
227,Hügel::N,paugurs,høj
228,Hügel::N,paugurs,bakke
229,Anhöhe::N,мыльк,høj
230,Anhöhe::N,мыльк,bakke
231,Anhöhe::N,нӧрыс,høj
232,Anhöhe::N,нӧрыс,bakke
233,Anhöhe::N,paugurs,høj
234,Anhöhe::N,paugurs,bakke
235,Berg::N,чой,bjerg
236,Berg::N,керӧс,bjerg
237,Berg::N,kalns,bjerg
238,Gipfel::N,чук,top
239,Gipfel::N,virsotne,top
240,Höhle::N,рудӧг,hule
241,Höhle::N,ala,hule
242,Abhang::N,ньывк,skrænt
243,Abhang::N,ньывк,skråning
244,Abhang::N,бокша,skrænt
245,Abhang::N,бокша,skråning
246,Abhang::N,nogāze,skrænt
247,Abhang::N,nogāze,skråning
248,Quelle::N,ӧшмӧс,kilde
249,Quelle::N,avots,kilde
250,Bach::N,шор,bæk
251,Bach::N,urga,bæk
252,Bach::N,strauts,bæk
253,Fluss::N,ю,flod
254,Fluss::N,upe,flod
255,Ufer::N,вадор,bred
256,Ufer::N,krasts,bred
257,Küste::N,вадор,kyst
258,Küste::N,piekraste,kyst
259,Festland::N,му,fastland
260,Festland::N,sauszeme,fastland
261,Meer::N,саридз,hav
262,Meer::N,jūra,hav
263,Bucht::N,куръя,bugt
264,Bucht::N,līcis,bugt
265,Insel::N,ді,ø
266,Insel::N,sala,ø
267,Blume::N,дзоридз,blomst
268,Blume::N,puķe,blomst
269,Blume::N,zieds,blomst
270,Gras::N,турун,græs
271,Gras::N,zāle,græs
272,Wurzel::N,вуж,rod
273,Wurzel::N,sakne,rod
274,Baum::N,пу,træ
275,Baum::N,koks,træ
276,Stamm::N,пучер,stamme
277,Stamm::N,stumbrs,stamme
278,Rinde::N,кырсь,bark
279,Rinde::N,miza,bark
280,Ast::N,ув,gren
281,Ast::N,zars,gren
282,Zweig::N,вож,kvist
283,Zweig::N,nozare,kvist
284,Blatt::N,кор,blad
285,Blatt::N,lapa,blad
286,Birke::N,кыдз,birk
287,Birke::N,bērzs,birk
288,Kiefer[Baum]::N,пожӧм,fyrretræ
289,Kiefer[Baum]::N,priede,fyrretræ
290,Weide[Baum]::N,бадь,piletræ
291,Weide[Baum]::N,kārkls,piletræ
292,Tanne::N,коз,gran
293,Tanne::N,egle,gran
294,Horn::N,сюр,horn
295,Horn::N,rags,horn
296,Feder::N,гӧн,fjer
297,Feder::N,тывборд,fjer
298,Feder::N,spalva,fjer
299,Fell::N,ку,skind
300,Fell::N,āda,skind
301,Flügel::N,борд,vinge
302,Flügel::N,spārns,vinge
303,Klaue::N,гыж,klov
304,Klaue::N,nags,klov
305,Kralle::N,гыж,klo
306,Kralle::N,nags,klo
307,Schwanz::N,бӧж,hale
308,Schwanz::N,ļipa,hale
309,Ei::N,кольк,æg
310,Ei::N,ola,æg
311,Nest::N,поз,rede
312,Nest::N,ligzda,rede
313,Bau::N,горс,bo
314,Bau::N,пырмӧс,bo
315,Bau::N,гу,bo
316,Bau::N,ala,bo
317,Tier::N,пемӧс,dyr
318,Tier::N,dzīvnieks,dyr
319,Herde::N,стада,flok
320,Herde::N,кельӧб,flok
321,Herde::N,ganāmpulks,flok
322,Kuh::N,мӧс,ko
323,Kuh::N,govs,ko
324,Bulle::N,ӧш,tyr
325,Bulle::N,bullis,tyr
326,Pferd::N,вӧв,hest
327,Pferd::N,zirgs,hest
328,Schaf::N,ыж,får
329,Schaf::N,aita,får
330,Schwein::N,порсь,gris
331,Schwein::N,cūka,gris
332,Hund::N,пон,hund
333,Hund::N,suns,hund
334,Katze::N,кань,kat
335,Katze::N,kaķis,kat
336,Bär::N,ош,bjørn
337,Bär::N,lācis,bjørn
338,Eichhörnchen::N,ур,egern
339,Eichhörnchen::N,vāvere,egern
340,Elch::N,йӧра,elg
341,Elch::N,alnis,elg
342,Fuchs::N,руч,ræv
343,Fuchs::N,lapsa,ræv
344,Hase::N,кӧч,hare
345,Hase::N,zaķis,hare
346,Maus::N,шыр,mus
347,Maus::N,pele,mus
348,Wolf::N,кӧин,ulv
349,Wolf::N,vilks,ulv
350,Vogel::N,кай,fugl
351,Vogel::N,лэбач,fugl
352,Vogel::N,putns,fugl
353,Schwarm::N,чукӧр,sværm
354,Schwarm::N,spiets,sværm
355,Huhn::N,курӧг,høne
356,Huhn::N,vista,høne
357,Hahn::N,петук,hane
358,Hahn::N,gailis,hane
359,Gans::N,дзодзӧг,gås
360,Gans::N,zoss,gås
361,Adler::N,кутш,ørn
362,Adler::N,ērglis,ørn
363,Ente::N,утка,and
364,Ente::N,pīle,and
365,Eule::N,сюзь,ugle
366,Eule::N,pūce,ugle
367,Kranich::N,тури,trane
368,Kranich::N,dzērve,trane
369,Krähe::N,рака,krage
370,Krähe::N,vārna,krage
371,Kuckuck::N,кӧк,gøg
372,Kuckuck::N,dzeguze,gøg
373,Schwan::N,юсь,svane
374,Schwan::N,gulbis,svane
375,Fisch::N,чери,fisk
376,Fisch::N,zivs,fisk
377,Barsch::N,ёкыш,aborre
378,Barsch::N,asaris,aborre
379,Hecht::N,сир,gedde
380,Hecht::N,līdaka,gedde
381,Schlange[Tier]::N,кый,slange
382,Schlange[Tier]::N,čūska,slange
383,Wurm::N,номыр,orm
384,Wurm::N,tārps,orm
385,Spinne::N,черань,edderkop
386,Spinne::N,zirneklis,edderkop
387,Ameise::N,кодзувкот,myre
388,Ameise::N,skudra,myre
389,Laus::N,той,lus
390,Laus::N,uts,lus
391,Mücke::N,ном,myg
392,Mücke::N,ods,myg
393,Fliege::N,гут,flue
394,Fliege::N,muša,flue
395,Schmetterling::N,бобув,sommerfugl
396,Schmetterling::N,tauriņš,sommerfugl
397,Beere::N,тусь,bær
398,Beere::N,вотӧс,bær
399,Beere::N,oga,bær
400,Apfel::N,яблӧг,æble
401,Apfel::N,ābols,æble
402,Pilz::N,тшак,svamp
403,Pilz::N,sēne,svamp
404,Zwiebel::N,луккок,løg
405,Zwiebel::N,йӧнгыль,løg
406,Zwiebel::N,sīpols,løg
407,Saat::N,тусь,sæd
408,Saat::N,кӧйдыс,sæd
409,Saat::N,sēkla,sæd
410,Korn::N,тусь,korn
411,Korn::N,grauds,korn
412,Heu::N,турун,hø
413,Heu::N,siens,hø
414,Schale::N,кор,skræl
415,Schale::N,čaula,skræl
416,Schale::N,čaumala,skræl
417,Grube::N,гу,grav
418,Grube::N,bedre,grav
419,Falle::N,лэч,fælde
420,Falle::N,slazds,fælde
421,Falle::N,lamatas,fælde
422,Schlinge::N,лэч,snare
423,Schlinge::N,cilpa,snare
424,Spur::N,туй,spor
425,Spur::N,pēda,spor
426,Asche::N,пӧм,aske
427,Asche::N,pelni,aske
428,Dreck::N,няйт,snavs
429,Dreck::N,dubļi,snavs
430,Eisen::N,кӧрт,jern
431,Eisen::N,dzelzs,jern
432,Gold::N,зарни,guld
433,Gold::N,zelts,guld
434,Silber::N,эзысь,sølv
435,Silber::N,sudrabs,sølv
436,Kohle::N,шом,kul
437,Kohle::N,ogle,kul
438,Glas::N,стеклӧ,glas
439,Glas::N,stikls,glas
440,Lehm::N,сёй,ler
441,Lehm::N,māls,ler
442,Sand::N,лыа,sand
443,Sand::N,smiltis,sand
444,Mensch::N,морт,mennesge
445,Mensch::N,cilvēks,mennesge
446,Mann::N,аймӧрт,mand
447,Mann::N,мужичӧй,mand
448,Mann::N,vīrietis,mand
449,Frau::N,ань,kvinde
450,Frau::N,нывбаба,kvinde
451,Frau::N,sieviete,kvinde
452,Kind::N,кага,barn
453,Kind::N,bērns,barn
454,Junge::N,пи,dreng
455,Junge::N,zēns,dreng
456,Junge::N,puika,dreng
457,Junge::N,puisis,dreng
458,Mädchen::N,ныв,pige
459,Mädchen::N,meiča,pige
460,Mädchen::N,skuķis,pige
461,Mädchen::N,meitene,pige
462,Familie::N,семья,familie
463,Familie::N,ģimene,familie
464,Großvater::N,пӧль,bedstefar
465,Großvater::N,vecaistēvs,bedstefar
466,Großmutter::N,баб,bedstemor
467,Großmutter::N,vecāmāte,bedstemor
468,Eltern::N,ай-мам,forældre
469,Eltern::N,бать-мам,forældre
470,Eltern::N,vecāki,forældre
471,Vater::N,бать,far
472,Vater::N,ай,far
473,Vater::N,tēvs,far
474,Mutter::N,мам,mor
475,Mutter::N,māte,mor
476,Sohn::N,пи,søn
477,Sohn::N,dēls,søn
478,Tochter::N,ныв,datter
479,Tochter::N,meita,datter
480,Bruder::N,вок,bror
481,Bruder::N,brālis,bror
482,Schwester::N,чой,søster
483,Schwester::N,māsa,søster
484,Onkel::N,дядь,onkel
485,Onkel::N,tēvocis,onkel
486,Tante::N,тьӧт,tante
487,Tante::N,tante,tante
488,Ehemann::N,верӧс,ægtemand
489,Ehemann::N,vīrs,ægtemand
490,Ehefrau::N,гӧтыр,hustru
491,Ehefrau::N,sieva,hustru
492,Freude::N,радлун,glæde
493,Freude::N,prieks,glæde
494,Gelächter::N,серам,latter
495,Gelächter::N,smiekli,latter
496,Glück::N,шуд,lykke
497,Glück::N,laime,lykke
498,Kummer::N,шог,sorg
499,Kummer::N,bēdas,sorg
500,Kummer::N,raizes,sorg
501,Wunsch::N,кӧсйӧм,ønske
502,Wunsch::N,vēlme,ønske
503,Wunsch::N,vēlējums,ønske
504,Lust::N,кыскӧм,lyst
505,Lust::N,радейтӧм,lyst
506,Lust::N,kāre,lyst
507,Geist::N,лов,ånd
508,Geist::N,gars,ånd
509,Gedanke::N,мӧвп,tanke
510,Gedanke::N,doma,tanke
511,Gedächtnis::N,паметь,hukommelse
512,Gedächtnis::N,atmiņa,hukommelse
513,Verstand::N,вежӧр,forstand
514,Verstand::N,prāts,forstand
515,Sinn::N,мог,mening
516,Sinn::N,мог,betydning
517,Sinn::N,вежӧртас,mening
518,Sinn::N,вежӧртас,betydning
519,Sinn::N,nozīme,mening
520,Sinn::N,nozīme,betydning
521,Grund::N,помка,grund
522,Grund::N,pamats,grund
523,Grund::N,iemesls,grund
524,Wahrheit::N,збыль,sandhed
525,Wahrheit::N,збыльтор,sandhed
526,Wahrheit::N,taisnība,sandhed
527,Wahrheit::N,patiesība,sandhed
528,Gespräch::N,сёрни,samtale
529,Gespräch::N,saruna,samtale
530,Märchen::N,мойд,eventyr
531,Märchen::N,pasaka,eventyr
532,Erzählung::N,висьт,fortælling
533,Erzählung::N,stāsts,fortælling
534,Erzählung::N,nostāsts,fortælling
535,Nachricht::N,юӧртӧм,efterretning
536,Nachricht::N,ziņa,efterretning
537,Neuigkeit::N,выльтор,nyhed
538,Neuigkeit::N,jaunums,nyhed
539,Name::N,ним,navn
540,Name::N,vārds,navn
541,Rätsel::N,нӧдкыв,gåde
542,Rätsel::N,mīkla,gåde
543,Rede::N,сёрни,tale
544,Rede::N,runa,tale
545,Sprache::N,кыв,sprog
546,Sprache::N,valoda,sprog
547,Stimme::N,гӧлӧс,stemme
548,Stimme::N,вом шы,stemme
549,Stimme::N,balss,stemme
550,Wort::N,кыв,ord
551,Wort::N,vārds,ord
552,Zeichen::N,пас,tegn
553,Zeichen::N,zīme,tegn
554,Ruf::N,чукӧстчӧм,råb
555,Ruf::N,корӧм,råb
556,Ruf::N,sauciens,råb
557,Lärm::N,шы,larm
558,Lärm::N,зык,larm
559,Lärm::N,зычитӧм,larm
560,Lärm::N,troksnis,larm
561,Laut::N,шы,lyd
562,Laut::N,skaņa,lyd
563,Ton::N,шы,tone
564,Ton::N,tonis,tone
565,Lied::N,сьылан,sang
566,Lied::N,сьыланкыв,sang
567,Lied::N,dziesma,sang
568,Ruhe::N,чӧв,ro
569,Ruhe::N,чӧв,hvile
570,Ruhe::N,miers,ro
571,Ruhe::N,miers,hvile
572,Leute::N,йӧз,folk
573,Leute::N,йӧз,mennesker
574,Leute::N,войтыр,folk
575,Leute::N,войтыр,mennesker
576,Leute::N,ļaudis,folk
577,Leute::N,ļaudis,mennesker
578,Leute::N,cilvēki,folk
579,Leute::N,cilvēki,mennesker
580,Volk::N,йӧз,folk
581,Volk::N,войтыр,folk
582,Volk::N,tauta,folk
583,Arbeit::N,удж,arbejde
584,Arbeit::N,darbs,arbejde
585,Gast::N,гӧсть,gæst
586,Gast::N,viešņa,gæst
587,Gast::N,ciemiņš,gæst
588,Geschenk::N,козин,gave
589,Geschenk::N,dāvana,gave
590,Spiel::N,ворсан,leg
591,Spiel::N,rotaļa,leg
592,Gesellschaft::N,котыр,selskab
593,Gesellschaft::N,biedrība,selskab
594,Gesellschaft::N,kompānija,selskab
595,Hilfe::N,отсӧг,hjælp
596,Hilfe::N,palīdzība,hjælp
597,Freund::N,ёрт,ven
598,Freund::N,draugs,ven
599,Kamerad::N,ёрт,kammerat
600,Kamerad::N,biedrs,kammerat
601,Angelegenheit::N,мог,sag
602,Angelegenheit::N,мог,anliggende
603,Angelegenheit::N,делӧ,sag
604,Angelegenheit::N,делӧ,anliggende
605,Angelegenheit::N,darīšana,sag
606,Angelegenheit::N,darīšana,anliggende
607,Anzahl::N,лыд,antal
608,Anzahl::N,тшӧт,antal
609,Anzahl::N,skaits,antal
610,Anzahl::N,daudzums,antal
611,Art::N,сикас,art
612,Art::N,suga,art
613,Art::N,šķira,art
614,Stück::N,тор,stykke
615,Stück::N,gabals,stykke
616,Teil::N,юкӧн,del
617,Teil::N,daļa,del
618,Hälfte::N,пӧв,halvdel
619,Hälfte::N,джын,halvdel
620,Hälfte::N,puse,halvdel
621,Kreis::N,кытш,cirkel
622,Kreis::N,aplis,cirkel
623,Kreis::N,riņķis,cirkel
624,Kreuz::N,перна,kors
625,Kreuz::N,перна,kryds
626,Kreuz::N,крест,kors
627,Kreuz::N,крест,kryds
628,Kreuz::N,krusts,kors
629,Kreuz::N,krusts,kryds
630,Linie::N,визь,linie
631,Linie::N,līnija,linie
632,Strich::N,визь,streg
633,Strich::N,svītra,streg
634,Abstand::N,кост,afstand
635,Abstand::N,коласт,afstand
636,Abstand::N,atstarpe,afstand
637,Entfernung::N,ылна,afstand
638,Entfernung::N,attālums,afstand
639,Entfernung::N,atstatums,afstand
640,Gegend::N,му-ва,egn
641,Gegend::N,apvidus,egn
642,Gegend::N,apgabals,egn
643,Platz::N,ылдӧс,plads
644,Platz::N,йир,plads
645,Platz::N,гӧгӧртас,plads
646,Platz::N,vieta,plads
647,Ort::N,ин,sted
648,Ort::N,места,sted
649,Ort::N,vieta,sted
650,Seite::N,бок,side
651,Seite::N,ӧтарладор,side
652,Seite::N,sāns,side
653,Mitte::N,шӧр,midte
654,Mitte::N,vidus,midte
655,Gegenstand::N,кӧлуй,genstand
656,Gegenstand::N,priekšmets,genstand
657,Sache::N,добра,sag
658,Sache::N,lieta,sag
659,Rand::N,дор,rand
660,Rand::N,mala,rand
661,Rand::N,apmale,rand
662,Kante::N,дор,kant
663,Kante::N,šķautne,kant
664,Ecke::N,пельӧс,hjørne
665,Ecke::N,kakts,hjørne
666,Ecke::N,stūris,hjørne
667,Spitze::N,йыв,spids
668,Spitze::N,smaile,spids
669,Spitze::N,galotne,spids
670,Ende::N,пом,ende
671,Ende::N,gals,ende
672,Ende::N,uzgalis,ende
673,Loch::N,розь,hul
674,Loch::N,caurums,hul
675,Winkel::N,пельӧс,vinkel
676,Winkel::N,leņķis,vinkel
677,Muster::N,сер,mønster
678,Muster::N,piemērs,mønster
679,Größe::N,ыджда,størrelse
680,Größe::N,lielums,størrelse
681,Länge::N,кузьта,længde
682,Länge::N,garums,længde
683,Höhe::N,джуджда,højde
684,Höhe::N,augstums,højde
685,Gewicht::N,сьӧкта,vægt
686,Gewicht::N,сьӧкталун,vægt
687,Gewicht::N,svars,vægt
688,Gewicht::N,smagums,vægt
689,Menge::N,лун,mængde
690,Menge::N,числӧ,mængde
691,Menge::N,masa,mængde
692,Menge::N,daudzums,mængde
693,Haufen::N,чукӧр,bunke
694,Haufen::N,čupa,bunke
695,Haufen::N,grēda,bunke
696,Haufen::N,kaudze,bunke
697,Reihe::N,рад,række
698,Reihe::N,rinda,række
699,Reihe::N,virkne,række
700,Boot::N,пыж,båd
701,Boot::N,laiva,båd
702,Ruder::N,пелыс,åre
703,Ruder::N,ӧпаснӧй,åre
704,Ruder::N,airis,åre
705,Ruder::N,irklis,åre
706,Schlitten::N,дадь,kælk
707,Schlitten::N,дадь,slæde
708,Schlitten::N,ragavas,kælk
709,Schlitten::N,ragavas,slæde
710,Ski::N,лызь,ski
711,Ski::N,slēpe,ski
712,Lagerfeuer::N,бипур,lejrbål
713,Lagerfeuer::N,ugunskurs,lejrbål
714,Last::N,сьӧкыдтор,last
715,Last::N,сьӧкыдтор,byrde
716,Last::N,krava,last
717,Last::N,krava,byrde
718,Gang::N,мунӧм,gang
719,Gang::N,ветлӧм,gang
720,Gang::N,eja,gang
721,Gang::N,gājums,gang
722,Schritt::N,воськов,skridt
723,Schritt::N,воськовтӧм,skridt
724,Schritt::N,solis,skridt
725,Norden::N,войвыв,nord
726,Norden::N,ziemeļi,nord
727,Süden::N,лунвыв,syd
728,Süden::N,dienvidi,syd
729,Westen::N,рытыв,vest
730,Westen::N,rietumi,vest
731,Osten::N,асыв,øst
732,Osten::N,austrumi,øst
733,Holz::N,пу,træ
734,Holz::N,koks,træ
735,Holz::N,koksne,træ
736,Brett::N,пӧв,bræt
737,Brett::N,dēlis,bræt
738,Platte::N,плита,plade
739,Platte::N,plate,plade
740,Platte::N,plāksne,plade
741,Stütze::N,пыкӧд,støtte
742,Stütze::N,мыджӧд,støtte
743,Stütze::N,balsts,støtte
744,Stütze::N,atspaids,støtte
745,Stange::N,потш,stang
746,Stange::N,maikste,stang
747,Stock::N,бедь,stok
748,Stock::N,boze,stok
749,Stock::N,spieķis,stok
750,Stab::N,зир,stav
751,Stab::N,zizlis,stav
752,Rohr::N,труба,rør
753,Rohr::N,caurule,rør
754,Haus::N,керка,hus
755,Haus::N,māja,hus
756,Heim::N,горт,hjem
757,Heim::N,mājas,hjem
758,Ofen::N,пач,ovn
759,Ofen::N,krāsns,ovn
760,Fußboden::N,джодж,gulv
761,Fußboden::N,grīda,gulv
762,Tisch::N,пызан,bord
763,Tisch::N,galds,bord
764,Stuhl::N,улӧс,stol
765,Stuhl::N,krēsls,stol
766,Wiege::N,зыбка,vugge
767,Wiege::N,šūpulis,vugge
768,Bett::N,вольпась,seng
769,Bett::N,gulta,seng
770,Regal::N,джадж,reol
771,Regal::N,plaukts,reol
772,Kiste::N,куд,kasse
773,Kiste::N,ящик,kasse
774,Kiste::N,kaste,kasse
775,Kiste::N,šķirsts,kasse
776,Fenster::N,ӧшинь,vindue
777,Fenster::N,logs,vindue
778,Tür::N,ӧдзӧс,dør
779,Tür::N,durvis,dør
780,Tor::N,дзиръя,port
781,Tor::N,vārti,port
782,Zaun::N,потшӧс,stakit
783,Zaun::N,žogs,stakit
784,Dach::N,вевт,tag
785,Dach::N,jumts,tag
786,Leiter::N,пос,stige
787,Leiter::N,kāpnes,stige
788,Leiter::N,redeles,stige
789,Besen::N,рос,kost
790,Besen::N,slota,kost
791,Spaten::N,зыр,spade
792,Spaten::N,lāpsta,spade
793,Schaufel::N,тэльӧб,skovl
794,Schaufel::N,liekšķere,skovl
795,Gabel::N,вилки,gaffel
796,Gabel::N,dakšiņa,gaffel
797,Löffel::N,пань,ske
798,Löffel::N,karote,ske
799,Messer::N,пурт,kniv
800,Messer::N,nazis,kniv
801,Nagel::N,тув,søm
802,Nagel::N,кӧрт тув,søm
803,Nagel::N,nagla,søm
804,Netz::N,тыв,net
805,Netz::N,tīkls,net
806,Haken::N,крук,krog
807,Haken::N,āķis,krog
808,Haken::N,kāsis,krog
809,Haken::N,krampis,krog
810,Griff::N,нуд,tag
811,Griff::N,нуд,håndtag
812,Griff::N,kāts,tag
813,Griff::N,kāts,håndtag
814,Griff::N,rokturis,tag
815,Griff::N,rokturis,håndtag
816,Schloss::N,томан,lås
817,Schloss::N,aizslēgs,lås
818,Bild::N,серпас,billede
819,Bild::N,glezna,billede
820,Figur::N,пертас,figur
821,Figur::N,вежньӧг,figur
822,Figur::N,figūra,figur
823,Puppe::N,акань,dukke
824,Puppe::N,lelle,dukke
