,Concept_ID,uz,ja
135,Tier::N,hayvon,動物
136,Herde::N,gala,群れ
137,Kuh::N,inak,牛
138,Bulle::N,ho'kiz,雄牛
139,Pferd::N,ot,馬
140,Schaf::N,qo'y,羊
141,Schwein::N,cho'chqa,豚
142,Hund::N,it,犬
143,Katze::N,mushuk,猫
144,Bär::N,ayiq,熊
145,Eichhörnchen::N,tiyin,栗鼠
146,Elch::N,los,ヘラジカ
147,Fuchs::N,tulki,狐
148,Hase::N,kuyon,兎
149,Maus::N,sichqon,鼠
150,Wolf::N,bo'ri,狼
151,Vogel::N,qush,鳥
152,Schwarm::N,to'da,群れ
153,Huhn::N,tovuq,鶏
154,Hahn::N,xo'roz,雄鶏
155,Gans::N,g'oz,ガチョウ
156,Adler::N,burgut,鷲
157,Ente::N,o'rdak,鴨
158,Eule::N,boyo'g'li,フクロウ
159,Kranich::N,turna,鶴
160,Krähe::N,qarg'a,烏
161,Kuckuck::N,kakku,郭公
162,Schwan::N,oqkush,白鳥
163,Fisch::N,baliq,魚
164,Barsch::N,olabug'a,鱸
165,Hecht::N,cho'rtan,川魳
166,Schlange[Tier]::N,ilon,蛇
167,Wurm::N,qurt,虫
168,Spinne::N,o'rgimchak,蜘蛛
169,Ameise::N,chumoli,蟻
170,Laus::N,bit,虱
171,Mücke::N,chivin,蚊
172,Fliege::N,pashsha,蝿
173,Schmetterling::N,kapalak,蝶
174,Beere::N,meva,漿果
175,Apfel::N,olma,林檎
176,Pilz::N,qo'ziqorin,茸
177,Zwiebel::N,piyoz,玉葱
178,Saat::N,äkin,種
179,Korn::N,zarra,粒
180,Heu::N,xashak,干し草
181,Schale::N,po'choq,皮
182,Grube::N,co'ra,穴
183,Falle::N,qopqon,わな
184,Schlinge::N,sirtmoq,輪
185,Spur::N,iz,跡
186,Asche::N,kul,灰
187,Dreck::N,kir,泥
188,Eisen::N,temir,鉄
189,Gold::N,tilla,金
190,Silber::N,kumush,銀
191,Kohle::N,ko'mir,炭
192,Glas::N,oyna,ガラス
193,Lehm::N,loy,ローム
194,Sand::N,qum,砂
195,Mensch::N,odam,人
196,Mann::N,ärkak,男
197,Mann::N,ärkak,男性
198,Frau::N,ayol,女
199,Frau::N,ayol,女性
200,Kind::N,bola,子
201,Kind::N,bola,子供
202,Kind::N,kichkintoy,子
203,Kind::N,kichkintoy,子供
204,Junge::N,bola,男の子
205,Mädchen::N,qiz,女の子
206,Familie::N,oila,家族
207,Großvater::N,buva,祖父
208,Großvater::N,buva,おじいさん
209,Großvater::N,katta ota,祖父
210,Großvater::N,katta ota,おじいさん
211,Großmutter::N,buvi,祖母
212,Großmutter::N,buvi,おばあさん
213,Großmutter::N,katta oyi,祖母
214,Großmutter::N,katta oyi,おばあさん
215,Eltern::N,ota-ona,親
216,Eltern::N,ota-ona,両親
217,Vater::N,ota,父
218,Vater::N,ota,お父さん
219,Mutter::N,ona,母
220,Mutter::N,ona,お母さん
221,Sohn::N,o'g'il,息子
222,Sohn::N,o'g'il,息子さん
223,Tochter::N,qiz,娘
224,Tochter::N,qiz,お嬢さん
225,Bruder::N,og'a,弟
226,Bruder::N,uka,弟
227,Schwester::N,opa,妹
228,Schwester::N,singil,妹
229,Onkel::N,amaki,伯父
230,Onkel::N,amaki,伯父さん
231,Tante::N,amma,叔母
232,Tante::N,amma,叔母さん
233,Tante::N,xola,叔母
234,Tante::N,xola,叔母さん
235,Ehemann::N,är,夫
236,Ehemann::N,är,主人
237,Ehefrau::N,rafiqa,妻
238,Ehefrau::N,rafiqa,奥さん
239,Freude::N,ayish,喜び
240,Gelächter::N,kulgi,笑い
241,Glück::N,saodat,幸せ
242,Kummer::N,g'am,悩み
243,Wunsch::N,orzu,希望
244,Lust::N,rag'bat,気
245,Geist::N,ruh,精神
246,Gedanke::N,fikr,考え
247,Gedächtnis::N,äs,記憶
248,Verstand::N,aql,理解力
249,Sinn::N,ma'ni,意味
250,Grund::N,sabab,理由
251,Wahrheit::N,haq,真実
252,Gespräch::N,gap,会話
253,Märchen::N,ärtak,童話
254,Erzählung::N,rivoyat,物語
255,Nachricht::N,xabar,報告
256,Neuigkeit::N,yangilik,ニュース
257,Name::N,ot,名前
258,Rätsel::N,topishmoq,謎
259,Rede::N,nutq,演説
260,Sprache::N,til,言語
261,Stimme::N,ovoz,声
262,Wort::N,so'z,言葉
263,Zeichen::N,alomat,記号
264,Ruf::N,chaqiriq,呼び声
265,Lärm::N,taraq,騒音
266,Laut::N,tovush,音
267,Ton::N,un,音
268,Lied::N,ashula,歌
269,Ruhe::N,tinchlik,静けさ
270,Leute::N,xaloyiq,人々
271,Volk::N,xalq,民族
272,Arbeit::N,ish,仕事
273,Gast::N,mehmon,客
274,Geschenk::N,hadya,贈り物
275,Spiel::N,o'yin,遊び
276,Gesellschaft::N,jamiyat,社会
277,Hilfe::N,yordam,援助
278,Freund::N,do'st,友達
279,Kamerad::N,yo'ldosh,同志
280,Angelegenheit::N,daxl,件
281,Anzahl::N,son,数
282,Art::N,tur,種類
283,Stück::N,parcha,部分
284,Teil::N,bo'lak,部分
285,Hälfte::N,yarim,半分
286,Kreis::N,aylana,円
287,Kreuz::N,xoch,十字
288,Linie::N,liniya,線
289,Strich::N,chiziq,線
290,Abstand::N,oralik,距離
291,Entfernung::N,uzoqlik,距離
292,Gegend::N,yer,辺
293,Gegend::N,yer,地域
294,Platz::N,oralig,ゆとり
295,Ort::N,joy,所
296,Ort::N,joy,場所
297,Seite::N,yon,横
298,Mitte::N,o'rta,真ん中
299,Gegenstand::N,ashyo,物件
300,Sache::N,buyum,物
301,Rand::N,chek,端
302,Kante::N,tig',縁
303,Ecke::N,burchak,角
304,Spitze::N,uch,先頭
305,Ende::N,oxir,端
306,Loch::N,teshik,穴
307,Winkel::N,go'sha,片隅
308,Muster::N,nusha,模様
309,Größe::N,kattalik,大きさ
310,Länge::N,uzunlik,長さ
311,Höhe::N,yuksaklik,高さ
312,Gewicht::N,solmoq,重さ
313,Menge::N,miqdor,量
314,Haufen::N,uyum,堆積
315,Reihe::N,saf,並び
316,Boot::N,qayiq,ボート
317,Ruder::N,äshkak,オール
318,Schlitten::N,chana,そり
319,Ski::N,chang'i,スキー
320,Lagerfeuer::N,gulxan,篝火
321,Last::N,yuk,荷物
322,Gang::N,yurish,歩み
323,Schritt::N,qadam,歩
324,Norden::N,shimol,北
325,Süden::N,janub,南
326,Westen::N,g'arb,西
327,Osten::N,sharq,東
328,Holz::N,yog'och,木
329,Holz::N,yog'och,木材
330,Brett::N,taxta,板
331,Platte::N,tabaqa,盤
332,Stütze::N,tayanchi,支柱
333,Stange::N,qo'noq,棒
334,Stock::N,tayoq,杖
335,Stab::N,gavron,棒
336,Rohr::N,tarnov,管
337,Haus::N,uy,家
338,Heim::N,makon,家
339,Ofen::N,pechka,ストーブ
340,Fußboden::N,pol,床
341,Tisch::N,mosa,机
342,Stuhl::N,o'rindiq,椅子
343,Wiege::N,beshik,揺籃
344,Bett::N,yotoq,ベッド
345,Regal::N,tokcha,棚
346,Kiste::N,sandiq,箱
347,Fenster::N,deraza,窓
348,Tür::N,äshik,戸
349,Tür::N,äshik,ドア
350,Tor::N,darvoza,門
351,Zaun::N,panjara,垣根
352,Dach::N,tom,屋根
353,Leiter::N,narvon,梯子
354,Besen::N,supurgi,ほうき
355,Spaten::N,bel,スコップ
356,Schaufel::N,kurak,シャベル
357,Gabel::N,bilka,フォーク
358,Löffel::N,qoshiq,スプーン
359,Messer::N,pichoq,ナイフ
360,Nagel::N,mix,釘
361,Netz::N,to'r,網
362,Haken::N,ilgak,鉤
363,Haken::N,ilgak,フック
364,Griff::N,sop,取っ手
365,Griff::N,tutqich,取っ手
366,Schloss::N,qulf,錠
367,Bild::N,rasm,絵
368,Figur::N,shakl,像
369,Puppe::N,ko'g'irchoq,人形
370,Beutel::N,to'rva,袋
371,Bündel::N,bog'lam,束
372,Bündel::N,bog'lam,包み
373,Tasche::N,kissa,かばん
374,Eimer::N,chelak,バケツ
375,Deckel::N,qopqoq,蓋
376,Geschirr::N,idish,食器
377,Sack::N,qop,袋
378,Tasse::N,piyola,カップ
379,Topf::N,tuvak,鍋
380,Kessel::N,qozon,釜
381,Essen::N,tomoq,食事
382,Nahrung::N,emak,食物
383,Speise::N,taom,料理
384,Fleisch::N,go'sht,肉
385,Getreide::N,g'alla,麦
386,Getreide::N,g'alla,穀物
387,Brei::N,bo'tqa,粥
388,Brot::N,non,パン
389,Scheibe::N,disk,枚
390,Scheibe::N,disk,切れ
391,Fett::N,moy,脂肪
392,Butter::N,yog',バター
393,Öl::N,moy,油
394,Salz::N,tuz,塩
395,Suppe::N,sho'rva,スープ
396,Honig::N,asal,蜂蜜
397,Milch::N,sut,牛乳
398,Tee::N,choy,茶
399,Tee::N,choy,お茶
400,Leder::N,charm,革
401,Wolle::N,jun,毛糸
402,Stoff::N,mato,布
403,Nadel::N,igna,針
404,Faden::N,ip,糸
405,Knopf::N,tugma,ボタン
406,Knoten::N,tugun,結び目
407,Farbe::N,bo'yok,ペンキ
408,Kleidung::N,kiyim,衣服
409,Hemd::N,ko'ylak,シャツ
410,Kragen::N,yoqa,襟
411,Ärmel::N,yeng,袖
412,Hose::N,shim,ズボン
413,Gürtel::N,tasma,帯
414,Gürtel::N,tasma,ベルト
415,Mütze::N,shapka,帽子
416,Schuh::N,but,靴
417,Stiefel::N,botinka,ブーツ
418,Ring::N,yuzuk,輪
419,Band::N,rishta,リボン
420,Kamm::N,taroq,櫛
421,Spiegel::N,ko'zgu,鏡
422,Riemen::N,qayish,緒
423,Schnur::N,bog'ich,紐
424,Leine::N,etak,綱
425,Decke::N,odyol,掛け布団
426,Kissen::N,yostiq,枕
427,Tuch::N,gazlama,スカーフ
428,Handtuch::N,sochiq,タオル
429,Kraft::N,kuch,力
430,Stärke::N,quvvat,強さ
431,Gesundheit::N,sog'lik,健康
432,Krankheit::N,kasallik,病気
433,Schmerz::N,og'riq,痛み
434,Wunde::N,yara,傷
435,Fieber::N,bezgak,熱
436,Arznei::N,dori,薬
437,Brücke::N,ko'prik,橋
438,Brunnen::N,buloq,井戸
439,Weide::N,yaylov,牧場
440,Pfad::N,dorojka,小路
441,Weg::N,yo'l,道
442,Straße::N,ko'cha,街道
443,Dorf::N,ovul,村
444,Stadt::N,shahar,町
445,Stadt::N,shahar,都市
446,Brief::N,maktub,手紙
447,Buch::N,kitob,本
448,Buchstabe::N,harf,文字
449,Zeitung::N,gazet,新聞
450,Leben::N,hayot,生活
451,Tod::N,o'lim,死
452,Grab::N,go'r,墓
453,Kirche::N,cherkov,教会
454,Sünde::N,gunoh,罪
455,Gott::N,olloh,神
456,Arbeiter::N,ishchi,労働者
457,Chef::N,rais,上司
458,Meister::N,usta,達人
459,Meister::N,usta,マイスター
460,Arzt::N,hakim,医者
461,Lehrer::N,muallim,先生
462,Geld::N,pul,金
463,Geschäft::N,savdo,取り引き
464,Laden::N,do'kon,店
465,Preis::N,baho,値段
466,Ware::N,mol,商品
467,Nutzen::N,foyda,利益
468,Reichtum::N,boylik,豊かさ
469,Welt::N,olam,世界
470,Land::N,o'lka,国
471,Staat::N,davlat,国家
472,König::N,qirol,国王
473,Macht::N,iqtidor,権力
474,Grenze::N,chegara,国境
475,Krieg::N,harb,戦争
476,Feind::N,dushman,敵
477,Gewalt::N,zo'rlik,暴力
478,Kampf::N,kurash,戦い
479,Bogen[Waffe]::N,yoy,弓
480,Pfeil::N,o'q,矢
481,Gewehr::N,vintovka,銃
482,Fehler::N,xato,間違い
483,Lüge::N,yolg'on,嘘
484,Schaden::N,ziyon,損害
485,Unglück::N,balo,不幸
486,Schuld::N,ayb,罪
487,Alter::N,yosh,年
488,Alter::N,yosh,年齢
489,Schluss::N,tamom,終わり
490,Zeit::N,vaqt,時
491,Zeit::N,vaqt,時間
492,Tag::N,kun,日
493,Morgen::N,saboh,朝
494,Mittag::N,kun tushlik,昼
495,Abend::N,oqshom,晩
496,Abend::N,oqshom,夕方
497,Nacht::N,tun,夜
498,Woche::N,hafta,週
499,Monat::N,oy,月
500,Jahr::N,yil,年
501,Frühling::N,bahor,春
502,Sommer::N,yoz,夏
503,Herbst::N,kuz,秋
504,Herbst::N,xazon,秋
505,Winter::N,qish,冬
506,Januar::N,yanvar',一月
507,Februar::N,fevral',二月
508,März::N,mart,三月
509,April::N,aprel',四月
510,Mai::N,may,五月
511,Juni::N,iyun',六月
512,Juli::N,iyul',七月
513,August::N,avgust,八月
514,September::N,sentyabr',九月
515,Oktober::N,oktyabr',十月
516,November::N,noyabr',十一月
517,Dezember::N,dekabr',十二月
518,Montag::N,dushanba,月曜日
519,Dienstag::N,seshanba,火曜日
520,Mittwoch::N,chorshanba,水曜日
521,Donnerstag::N,payshanba,木曜日
522,Freitag::N,juma,金曜日
523,Samstag::N,shanba,土曜日
524,Sonntag::N,yakshanba,日曜日
525,groß::A,buyuk,大きい
526,klein::A,kichik,小さい
527,lang::A,uzun,長い
528,kurz::A,qisqa,短い
529,breit::A,keng,広い
530,schmal::A,änsiz,狭い
531,dicht::A,quyuq,密な
532,dick[Gegenstand]::A,qalin,厚い
533,dünn::A,ingichka,薄い
534,fein::A,mayin,細い
535,fest::A,qattiq,硬い
536,flach::A,yalpoq,平らな
537,glatt::A,tekis,滑らかな
538,hart::A,qattiq,堅い
539,weich::A,yumshoq,柔らかい
540,rund::A,yumaloq,丸い
541,spitz::A,uchli,尖った
542,scharf::A,keskir,鋭い
543,stumpf::A,to'mtoq,鈍い
544,schwer::A,salmoqli,重い
545,schön::A,go'zal,綺麗な
546,heiß::A,qiziq,熱い
547,warm::A,issiq,温かい
548,kalt::A,sovuq,寒い
549,kalt::A,sovuq,冷たい
550,kühl::A,salqin,涼しい
551,frisch::A,toza,ひんやりした
552,feucht::A,namli,湿った
553,nass::A,nam,濡れた
554,trocken::A,quruq,乾いた
555,voll::A,to'la,いっぱいの
556,leer::A,puch,空の
557,offen::A,ochiq,開いた
558,geschlossen::A,berk,閉まった
559,sauber::A,ozoda,清潔な
560,schmutzig::A,kir,汚い
561,roh::A,xom,生の
562,reif::A,pishiq,熟した
563,lecker::A,shirin,美味しい
564,süß::A,shirin,甘い
565,bitter::A,achchiq,苦い
566,sauer::A,achchiq,酸っぱい
567,hell::A,yorug',明るい
568,dunkel::A,qorong'i,暗い
569,schwarz::A,qora,黒い
570,weiß::A,oq,白い
571,rot::A,qizil,赤い
572,gelb::A,sariq,黄色い
573,blau::A,zangori,青い
574,grün::A,yashil,緑の
575,grau::A,bo'z,灰色の
576,bunt::A,ola,色取り取りの
577,billig::A,arzon,安い
578,teuer::A,qimmat,高い
579,wertvoll::A,qimmat,貴重な
580,blind::A,ko'r,盲目の
581,taub::A,garang,耳が聞こえない
582,kräftig::A,kuchli,強力な
583,stark::A,quvvatli,強い
584,schwach::A,kuchsiz,弱い
585,fett::A,semiz,太った
586,schlank::A,ingichka,ほっそりした
587,hübsch::A,ko'rkam,素敵な
588,böse::A,yovuz,悪い
589,dumm::A,aqlsiz,馬鹿な
590,faul::A,ärinchak,怠惰な
591,fleißig::A,ishchan,勤勉な
592,geizig::A,qurumsoq,けちな
593,klug::A,oqil,賢い
594,klug::A,oqil,頭のいい
595,geschickt::A,äpchil,器用な
596,lieb::A,aziz,愛らしい
597,lustig::A,chaqchaq,楽しい
598,sanft::A,asta,温和な
599,hungrig::A,och,空腹の
600,krank::A,kasal,病気の
601,nackt::A,yalang,裸の
602,traurig::A,xafa,悲しい
603,lebendig::A,hayotiy,生きた
604,gut::A,soz,良い
605,schlecht::A,yomon,悪い
606,schlecht::A,yomon,駄目な
607,richtig::A,rost,正しい
608,schlimm::A,yovuz,ひどい
609,wahr::A,haqiqiy,本当の
610,alt::A,äski,古い
611,neu::A,yangi,新しい
612,ehemalig::A,sobiq,以前の
613,alt[Lebewesen]::A,qari,年を取った
614,jung::A,navqiron,若い
615,arm::A,abgor,貧乏な
616,reich::A,boy,裕福な
617,bekannt::A,ma'lum,有名な
618,berühmt::A,mashhur,有名な
619,fremd::A,yot,見知らぬ
620,verschieden::A,turli,色々な
621,nah::A,yaqindagi,近い
622,fern::A,uzoq,遠い
623,linker::A,so'l,左の
624,rechter::A,o'ng,右の
625,anderer::A,boshqa,別の
626,erster::A,birinchi,一番目
627,zweiter::A,ikkinchi,二番目
628,dritter::A,uchinchi,三番目
629,letzter::A,oxirgi,最後の
630,allein::ADV,o'zicha,一人で
631,auf einmal::ADV,varakay,同時に
632,zusammen::ADV,barobar,一緒に
633,lange::ADV,uzoq,長い間
634,plötzlich::ADV,qo'qqisdan,急に
635,sofort::ADV,darrov,すぐに
636,später::ADV,so'ngra,後で
637,jetzt::ADV,hozirgina,今
638,heute::ADV,bugun,今日
639,morgen::ADV,ärta,明日
640,bald::ADV,toz,間もなく
641,dann::ADV,keyin,それから
642,gestern::ADV,kecha,昨日
643,einst::ADV,avvallari,過去に
644,damals::ADV,ugal,あの時
645,danach::ADV,so'ngra,その後で
646,vorher::ADV,avval,以前に
647,zuerst::ADV,avval,まず
648,zuerst::ADV,avval,最初に
649,einmal::ADV,bir marta,一回
650,manchmal::ADV,onda-sonda,時々
651,oft::ADV,tez-tez,よく
652,immer::ADV,har vaqt,いつも
653,niemals::ADV,hargiz,一度も...ない
654,hier::ADV,shu erda,こちら
655,hierhin::ADV,beri,ここへ
656,hierhin::ADV,beri,こちらへ
657,von hier::ADV,shu erdan,ここから
658,dort::ADV,ana,そちら
659,dorthin::ADV,u yerga,そこへ
660,dorthin::ADV,u yerga,そちらへ
661,geradeaus::ADV,to'g'ri,真っ直ぐに
662,vorwärts::ADV,ilgari,前へ
663,rückwärts::ADV,qoloq,後ろへ
664,zurück::ADV,orqada,後ろへ
665,unten::ADV,pastda,下に
666,hinab::ADV,tubanga,下へ
667,oben::ADV,ustida,上に
668,hinauf::ADV,yuqorida,上へ
669,überall::ADV,har erda,どこでも
670,nicht::ADV,ämas,ない
671,ein wenig::ADV,biroz,少し
672,ein wenig::ADV,biroz,ちょっと
673,kaum::ADV,arang,ほとんど～ない
674,sehr::ADV,ancha,とても
675,so::ADV,shunday,こう
676,noch::ADV,hali,まだ
677,nur::ADV,yolg'iz,～だけ
678,schon::ADV,endi,もう
679,wieder::ADV,yana,再び
680,vergebens::ADV,bekorga,無駄に
681,vor::PRP,burun,前に
682,hinter::PRP,ketida,後ろに
683,unter::PRP,ostida,下に
684,durch::PRP,bo'ylab,通して
685,neben::PRP,yonida,横に
686,zwischen::PRP,orada,間に
687,wegen::PRP,sababli,為に
688,wegen::PRP,sababli,せいで
689,dies::PRN,o'sha,これ
690,das::PRN,narigi,それ
691,alles::PRN,har nima,全部
692,ich::PRN,men,私
693,du::PRN,sen,あなた
694,er::PRN,u,彼
695,wir::PRN,biz,私達
696,ihr::PRN,siz,あなた達
697,sie::PRN,ular,彼ら
698,was::FPRN,nima,何
699,wer::FPRN,kim,誰
700,wer::FPRN,kim,どなた
701,wo::FADV,qaerda,どこ
702,wo::FADV,qaerda,どこに
703,wohin::FADV,qayerga,どこへ
704,wie::FADV,qanday,どう
705,warum::FADV,nega,何故
706,warum::FADV,nega,どうして
707,wieviel::FNUM,qancha,どのくらい
708,eins::NUM,bir,一
709,zwei::NUM,ikki,二
710,zwei::NUM,ikki,二つ
711,drei::NUM,uch,三
712,drei::NUM,uch,三つ
713,vier::NUM,to'rt,四
714,vier::NUM,to'rt,四つ
715,fünf::NUM,besh,五
716,fünf::NUM,besh,五つ
717,sechs::NUM,olti,六
718,sechs::NUM,olti,六つ
719,sieben::NUM,etti,七
720,sieben::NUM,etti,七つ
721,acht::NUM,sakkiz,八
722,acht::NUM,sakkiz,八つ
723,neun::NUM,to'qqiz,九
724,neun::NUM,to'qqiz,九つ
725,zehn::NUM,o'n,十
726,elf::NUM,o'n bir,十一
727,zwölf::NUM,o'n ikki,十二
728,zwanzig::NUM,yigirma,二十
729,dreißig::NUM,o'ttiz,三十
730,vierzig::NUM,qirq,四十
731,fünfzig::NUM,ällik,五十
732,sechzig::NUM,oltmish,六十
733,siebzig::NUM,etmish,七十
734,achtzig::NUM,sakson,八十
735,neunzig::NUM,to'qson,九十
736,hundert::NUM,yuz,百
737,tausend::NUM,ming,千
738,und::CNJ,va,-と
739,und::CNJ,va,そして
740,oder::CNJ,yo,或いは
741,stehen::V,turmoq,立っている
742,sitzen::V,o'tirmoq,座っている
743,liegen::V,yotmoq,横になっている
744,hängen::V,osilmoq,掛かっている
745,werden::V,bo'lmoq,なる
746,passieren::V,bo'lib o'tmoq,起こる
747,beginnen::V,boshlanmoq,始まる
748,enden::V,bitmoq,終わる
749,wechseln::V,o'zgarmoq,変わる
750,aufgehen[Sonne]::V,chiqmoq,出る
751,untergehen[Sonne]::V,botmoq,沈む
752,scheinen[Sonne]::V,yaraqlamoq,輝く
753,donnern::V,gulduramoq,雷が鳴る
754,wehen::V,elpimoq,吹く
755,strömen::V,oqmoq,流れる
756,fließen::V,oqmoq,流れる
757,sich drehen::V,aylanmoq,回転する
758,schwanken::V,qoqilmoq,揺れる
759,schwingen::V,lopillamoq,振動する
760,fallen::V,tushmoq,落ちる
761,brennen::V,yonmoq,燃える
762,rauchen::V,tutamoq,煙を出す
763,regnen::V,yomg'ir yog'moq,雨が降る
764,gefrieren::V,muzlamoq,凍る
765,tauen::V,ärimoq,溶ける
766,schmelzen::V,ärimoq,溶ける
767,trocknen::V,qurimoq,乾く
768,sieden::V,qaynamoq,沸く
769,faulen::V,chirimoq,腐る
770,verfaulen::V,chirimoq,朽ちる
771,reißen::V,qayt qilmoq,切れる
772,versinken::V,g'arq bo'lmoq,沈む
773,vergehen::V,o'tmoq,経つ
774,erscheinen::V,zuhur ätmoq,現れる
775,verschwinden::V,yo'qolmoq,消える
776,sinken::V,pasaymoq,下がる
777,abnehmen::V,kamaymoq,減る
778,zunehmen::V,urchimoq,増える
779,steigen::V,oshmoq,上がる
780,wachsen::V,o'smoq,伸びる
781,glänzen::V,porlamoq,輝く
782,funkeln::V,yalt ätmoq,ぴかぴか光る
783,lärmen::V,taraq ätmoq,騒ぐ
784,läuten::V,jiringlamoq,鳴る
785,klingeln::V,jiringlamoq,鳴る
786,klirren::V,sharaqlamoq,がらんがらんと鳴る
787,brausen::V,vag'illamoq,逆巻く
788,rauschen::V,shitirlamoq,戦ぐ
789,klingen::V,yangramoq,鳴る
790,bellen::V,hurmoq,吠える
791,heulen::V,uvlamoq,きゃんきゃん鳴く
792,blasen::V,puflamoq,吹く
793,pfeifen::V,xushtak chalmoq ,口笛を吹く
794,schreien::V,qiyqirmoq,叫ぶ
795,stöhnen::V,nola qilmoq,うめく
796,zittern::V,titramoq,震える
797,leben::V,yashamoq,生きている
798,geboren werden::V,tug'ilmoq,生まれる
799,atmen::V,nafas chiqarmoq,呼吸する
800,trinken::V,ichmoq,飲む
801,essen::V,emoq,食べる
802,schlucken::V,yutmoq,飲み込む
803,müde werden::V,horimoq,眠くなる
804,einschlafen::V,uxlab qolmoq,寝付く
805,schlafen::V,uxlamoq,眠る
806,aufwachen::V,uyg'onmoq,目が覚める
807,aufstehen::V,qo'pmoq,起きる
808,sich erholen::V,dam olmoq,休養する
809,krank werden::V,kasallanmoq,病気になる
810,krank sein::V,betob yotmoq,病気である
811,schmerzen::V,og'rimoq,痛む
812,husten::V,yo'talmoq,咳をする
