,Concept_ID,ru,kk
395,Regal::N,полка,сөре
396,Kiste::N,ящик,жәшік
397,Fenster::N,окно,терезе
398,Tür::N,дверь,есік
399,Tor::N,ворота,дарбаза
400,Zaun::N,забор,дуал
401,Dach::N,крыша,шатыр
402,Leiter::N,лестница,саты
403,Leiter::N,лестница,басқыш
404,Besen::N,метла,сыпырғыш
405,Spaten::N,лопата,күрек
406,Schaufel::N,совок,қалақ
407,Gabel::N,вилка,аша
408,Gabel::N,вилка,шанышқы
409,Löffel::N,ложка,қасық
410,Messer::N,нож,пышақ
411,Nagel::N,гвоздь,мық
412,Nagel::N,гвоздь,шеге
413,Netz::N,сеть,керегекөз
414,Haken::N,крюк,ілмек
415,Griff::N,ручка,сап
416,Griff::N,ручка,тұтқа
417,Schloss::N,замок,құлып
418,Schloss::N,замок,бекіткіш
419,Bild::N,картина,сурет
420,Figur::N,фигура,тұлға
421,Puppe::N,кукла,қуыршақ
422,Beutel::N,мешок,қапшық
423,Bündel::N,связка,байлам
424,Tasche::N,сумка,дорба
425,Eimer::N,ведро,шелек
426,Deckel::N,крышка,жапқыш
427,Geschirr::N,посуда,ыдыс
428,Sack::N,мешок,қап
429,Tasse::N,чашка,шыныаяқ
430,Topf::N,кастрюля,кәстрөл
431,Kessel::N,котел,қазан
432,Essen::N,еда,ас
433,Nahrung::N,пища,ас
434,Nahrung::N,пища,тамақ
435,Speise::N,блюдо,тағам
436,Speise::N,кушанье,тағам
437,Fleisch::N,мясо,ет
438,Getreide::N,хлеб,дәнді
439,Brei::N,каша,ботқа
440,Brot::N,хлеб,күлше
441,Scheibe::N,ломоть,тілім
442,Fett::N,жир,май
443,Butter::N,масло,май
444,Öl::N,масло,май
445,Salz::N,соль,тұз
446,Suppe::N,суп,көже
447,Honig::N,мед,бал
448,Milch::N,молоко,сүт
449,Tee::N,чай,шай
450,Leder::N,кожа,көн
451,Wolle::N,шерсть,жүн
452,Stoff::N,ткань,мата
453,Stoff::N,ткань,кездеме
454,Nadel::N,игла,ине
455,Faden::N,нитка,жіп
456,Knopf::N,пуговица,түйме
457,Knoten::N,узел,түйін
458,Farbe::N,краска,рең
459,Kleidung::N,одежда,киім
460,Hemd::N,рубашка,жейде
461,Kragen::N,воротник,жаға
462,Ärmel::N,рукав,жең
463,Hose::N,брюки,шалбар
464,Gürtel::N,пояс,белбеу
465,Mütze::N,шапка,қалпақ
466,Schuh::N,ботинок,кебіс
467,Stiefel::N,сапог,етік
468,Ring::N,кольцо,жүзік
469,Band::N,лента,таспа
470,Kamm::N,расческа,тарақ
471,Spiegel::N,зеркало,айна
472,Riemen::N,ремень,қайыс
473,Schnur::N,веревка,жіп
474,Leine::N,поводок,тізгін
475,Decke::N,одеяло,көрпе
476,Kissen::N,подушка,жастық
477,Tuch::N,платок,орамал
478,Handtuch::N,полотенце,сүлгі
479,Kraft::N,сила,қуат
480,Kraft::N,сила,қарқын
481,Kraft::N,сила,әл-шама
482,Kraft::N,сила,әл-дәрмен
483,Stärke::N,крепость,әл
484,Stärke::N,крепость,күш
485,Gesundheit::N,здоровье,денсаулык
486,Krankheit::N,болезнь,ауру
487,Schmerz::N,боль,ауру
488,Wunde::N,рана,зақым
489,Wunde::N,рана,жарақат
490,Fieber::N,лихорадка,безгек
491,Fieber::N,лихорадка,қалтырау
492,Fieber::N,лихорадка,қызу көтерілуі
493,Fieber::N,температура,безгек
494,Fieber::N,температура,қалтырау
495,Fieber::N,температура,қызу көтерілуі
496,Arznei::N,лекарство,дәрі
497,Arznei::N,лекарство,дәрі-дәрмек
498,Brücke::N,мост,көпір
499,Brunnen::N,колодец,құдық
500,Weide::N,пастбище,өріс
501,Weide::N,пастбище,жайылым
502,Pfad::N,тропа,жол
503,Weg::N,путь,жол
504,Weg::N,дорога,жол
505,Straße::N,улица,жол
506,Straße::N,дорога,жол
507,Dorf::N,деревня,ауыл
508,Stadt::N,город,қала
509,Stadt::N,город,шаһар
510,Brief::N,письмо,хат
511,Brief::N,письмо,жазу
512,Buch::N,книга,кітап
513,Buchstabe::N,буква,әріп
514,Buchstabe::N,буква,қаріп
515,Zeitung::N,газета,газет
516,Leben::N,жизнь,өмір
517,Leben::N,жизнь,тіршілік
518,Tod::N,смерть,опат
519,Grab::N,могила,мола
520,Grab::N,могила,мазар
521,Kirche::N,церковь,шіркеу
522,Sünde::N,грех,күнә
523,Gott::N,бог,алла
524,Gott::N,бог,құдай
525,Gott::N,бог,тәңірі
526,Gott::N,бог,пәруардігер
527,Gott::N,бог,жаратқан тәңірі
528,Arbeiter::N,рабочий,жүмысшы
529,Chef::N,начальник,басшы
530,Chef::N,начальник,жұмыс басқарушысы
531,Meister::N,мастер,шебер
532,Meister::N,мастер,өнерпаз
533,Arzt::N,врач,дәрігер
534,Lehrer::N,учитель,мұғалім
535,Geld::N,деньги,пұл
536,Geschäft::N,занятие,бизнес
537,Laden::N,магазин,дүкен
538,Preis::N,цена,ақы
539,Preis::N,цена,құны
540,Preis::N,цена,нарық
541,Ware::N,товар,тауар
542,Nutzen::N,выгода,пайда
543,Reichtum::N,богатство,бақ-дәулет
544,Welt::N,мир,әлем
545,Welt::N,мир,жиһан
546,Land::N,страна,аймақ
547,Staat::N,государство,мемлекет
548,König::N,король,патша
549,Macht::N,власть,өкімет
550,Macht::N,власть,қожалық
551,Grenze::N,граница,шек
552,Krieg::N,война,соғыс
553,Feind::N,враг,жау
554,Feind::N,враг,дұшпан
555,Gewalt::N,насилие,зорлык
556,Gewalt::N,насилие,зорлық-зомбылык
557,Kampf::N,борьба,күрес
558,Kampf::N,борьба,алыспақ
559,Bogen[Waffe]::N,лук,саржа
560,Pfeil::N,стрела,жебе
561,Gewehr::N,ружье,қару
562,Fehler::N,ошибка,әбес
563,Fehler::N,ошибка,қаталық
564,Lüge::N,ложь,өтірік
565,Schaden::N,вред,зиян
566,Schaden::N,вред,зарар
567,Unglück::N,беда,пәле
568,Unglück::N,беда,қасырет
569,Unglück::N,беда,ауыртпалық
570,Schuld::N,вина,айыптылық
571,Alter::N,возраст,жас
572,Alter::N,возраст,жас шамасы
573,Schluss::N,окончание,ада
574,Schluss::N,окончание,бітуі
575,Zeit::N,время,уақыт
576,Tag::N,день,күн
577,Morgen::N,утро,таң
578,Morgen::N,утро,таңертең
579,Mittag::N,полдень,талтүс
580,Abend::N,вечер,кеш
581,Nacht::N,ночь,түн
582,Woche::N,неделя,апта
583,Monat::N,месяц,ай
584,Jahr::N,год,жыл
585,Frühling::N,весна,көктем
586,Sommer::N,лето,жаз
587,Herbst::N,осень,күз
588,Winter::N,зима,қыс
589,Januar::N,январь,каңтар
590,Februar::N,февраль,ақпан
591,März::N,март,наурыз
592,April::N,апрель,сәуір
593,Mai::N,май,мамыр
594,Juni::N,июнь,маусым
595,Juli::N,июль,шілде
596,August::N,август,сүмбіле
597,August::N,август,тамыз
598,September::N,сентябрь,қыркүйек
599,Oktober::N,октябрь,ақырап
600,November::N,ноябрь,қараша
601,Dezember::N,декабрь,желтоқсан
602,Montag::N,понедельник,дүйсенбі
603,Dienstag::N,вторник,сейсенбі
604,Mittwoch::N,среда,сәрсенбі
605,Donnerstag::N,четверг,бейсенбі
606,Freitag::N,пятница,жұма
607,Samstag::N,суббота,сенбі
608,Sonntag::N,воскресенье,жексембі
609,groß::A,большой,алпамсадай
610,klein::A,маленький,кішкене
611,klein::A,маленький,қарғадай
612,lang::A,длинный,сопақ
613,lang::A,длинный,сорайған
614,kurz::A,короткий,кеспелтек
615,breit::A,широкий,айдынды
616,schmal::A,узкий,қысық
617,dicht::A,густой,жиі
618,dick[Gegenstand]::A,толстый,шомбал
619,dünn::A,тонкий,жұқа
620,dünn::A,тонкий,жіңішке
621,fein::A,тонкий,қаңылтақ
622,fest::A,крепкий,берік
623,fest::A,крепкий,мызғымас
624,flach::A,плоский,жалпак
625,glatt::A,гладкий,типыл
626,hart::A,твердый,қатты
627,weich::A,мягкий,жұмсақ
628,rund::A,круглый,домалақ
629,spitz::A,остроконечный,үшкір
630,scharf::A,острый,сүйрік
631,stumpf::A,тупой,доғал
632,stumpf::A,тупой,өтпейтін
633,schwer::A,тяжелый,салмақты
634,schön::A,красивый,сұлу
635,heiß::A,жаркий,ыссы
636,warm::A,теплый,жылы
637,kalt::A,холодный,аязды
638,kühl::A,прохладный,салқын
639,frisch::A,свежий,таза
640,frisch::A,свежий,жаңа
641,feucht::A,влажный,нам
642,feucht::A,влажный,дымқылды
643,nass::A,мокрый,сулы
644,trocken::A,сухой,құрғақ
645,voll::A,полный,толы
646,voll::A,наполненный,толы
647,leer::A,пустой,бос
648,offen::A,открытый,ашып қойылған
649,geschlossen::A,закрытый,жабулы
650,sauber::A,чистый,дақсыз
651,sauber::A,чистый,мұнтаздай
652,schmutzig::A,грязный,айғыз
653,schmutzig::A,грязный,сатпақ
654,schmutzig::A,грязный,сатал-сатал
655,roh::A,сырой,шикі
656,reif::A,зрелый,піскен
657,lecker::A,вкусный,дәмді
658,süß::A,сладкий,тәтті
659,bitter::A,горький,ащы
660,sauer::A,кислый,қышқыл
661,hell::A,светлый,жарық
662,hell::A,светлый,жарқын
663,dunkel::A,темный,қараңғы
664,schwarz::A,черный,қара
665,weiß::A,белый,ақ
666,rot::A,красный,қызыл
667,gelb::A,желтый,сары
668,blau::A,синий,көк
669,grün::A,зеленый,жасыл
670,grau::A,серый,бозамық
671,bunt::A,пестрый,алабажак
672,billig::A,дешевый,арзан
673,teuer::A,дорогой,бағалы
674,wertvoll::A,ценный,құнды
675,wertvoll::A,ценный,қымбат
676,blind::A,слепой,көзсіз
677,blind::A,слепой,көр
678,blind::A,слепой,көр_соқыр
679,taub::A,глухой,керең
680,taub::A,глухой,саңырау
681,kräftig::A,могучий,қуатты
682,kräftig::A,могучий,қарымды
683,stark::A,сильный,білекті
684,schwach::A,слабый,әлсіз
685,schwach::A,слабый,күшсіз
686,schwach::A,слабый,қайратсыз
687,fett::A,жирный,семіз
688,schlank::A,стройный,ашаң
689,hübsch::A,прелестный,ажарлы
690,hübsch::A,прелестный,шырайлы
691,böse::A,злой,өш
692,böse::A,злой,сұм
693,böse::A,злой,жауыз
694,dumm::A,глупый,көкми
695,dumm::A,глупый,ақымақ
696,dumm::A,глупый,миы жоқ
697,faul::A,ленивый,жалқау
698,faul::A,ленивый,еріншек
699,fleißig::A,прилежный,ұқыпты
700,geizig::A,жадный,сараң
701,klug::A,умный,жетік
702,klug::A,умный,ақылды
703,geschickt::A,искусный,шебер
704,lieb::A,милый,абзал
705,lieb::A,милый,айналайын
706,lustig::A,веселый,көңілді
707,sanft::A,нежный,жуас
708,hungrig::A,голодный,аш
709,krank::A,больной,кеселді
710,nackt::A,голый,жалаңаш
711,traurig::A,грустный,қапа
712,lebendig::A,живой,тірі
713,lebendig::A,живой,жанды
714,gut::A,хороший,жақсы
715,schlecht::A,плохой,жаман
716,richtig::A,правильный,дұрыс
717,schlimm::A,отвратительный,жаман
718,schlimm::A,мерзкий,жаман
719,wahr::A,настоящий,нағыз
720,alt::A,старый,ескі
721,neu::A,новый,жаңа
722,ehemalig::A,бывший,өткен
723,ehemalig::A,бывший,бұрынғы
724,alt[Lebewesen]::A,пожилой,кексе
725,jung::A,молодой,науша
726,arm::A,бедный,кедей
727,arm::A,бедный,дәулетсіз
728,reich::A,богатый,малды
729,bekannt::A,знакомый,таныс
730,bekannt::A,знакомый,көзтаныс
731,berühmt::A,знаменитый,атақты
732,fremd::A,чужой,бөтен
733,verschieden::A,разный,түрлі
734,nah::A,близкий,жуық
735,nah::A,близкий,етене
736,fern::A,далекий,алыс
737,fern::A,далекий,алыстағы
738,linker::A,левый,сол
739,linker::A,левый,солшыл
740,rechter::A,правый,оң
741,anderer::A,другой,өзге
742,anderer::A,другой,былайғы
743,erster::A,первый,алғашқы
744,zweiter::A,второй,екінші
745,dritter::A,третий,үшінші
746,letzter::A,последний,артқы
747,letzter::A,последний,кейінгі
748,allein::ADV,один,серіксіз
749,auf einmal::ADV,сразу,бірден
750,zusammen::ADV,вместе,бірлесіп
751,lange::ADV,долго,ұзақ
752,plötzlich::ADV,вдруг,кенет
753,sofort::ADV,тотчас,әне-міне дегенше
754,später::ADV,позже,артынан
755,jetzt::ADV,сейчас,енді
756,jetzt::ADV,сейчас,қазір
757,heute::ADV,сегодня,бүгін
758,morgen::ADV,завтра,ертең
759,bald::ADV,скоро,тез
760,dann::ADV,потом,онан соң
761,dann::ADV,потом,сонан соң
762,gestern::ADV,вчера,кеше
763,einst::ADV,однажды,бірде
764,einst::ADV,однажды,бір кезде
765,damals::ADV,тогда,анада
766,danach::ADV,затем,онан соң
767,danach::ADV,затем,сонан соң
768,vorher::ADV,раньше,бұрын
769,zuerst::ADV,сперва,әуелі
770,zuerst::ADV,сперва,алдымен
771,einmal::ADV,раз,бір жолы
772,manchmal::ADV,иногда,кейде
773,oft::ADV,часто,ылғи
774,immer::ADV,всегда,өнебойы
775,niemals::ADV,никогда,ешуақытта
776,hier::ADV,здесь,бұнда
777,hier::ADV,здесь,осында
778,hierhin::ADV,сюда,бермен
779,von hier::ADV,отсюда,бер жақтан
780,dort::ADV,там,анда
781,dorthin::ADV,туда,әрі
782,geradeaus::ADV,прямо,тура
783,vorwärts::ADV,вперед,ілгері
784,rückwärts::ADV,назад,артқа
785,zurück::ADV,обратно,кейін қарай
786,unten::ADV,внизу,төменде
787,hinab::ADV,вниз,астына
788,hinab::ADV,вниз,төмен
789,oben::ADV,наверху,жоғарыда
790,hinauf::ADV,вверх,өрге
791,überall::ADV,везде,әрқайда
792,nicht::ADV,не,емес
793,ein wenig::ADV,немного,азырақ
794,ein wenig::ADV,немного,аздаған
795,ein wenig::ADV,немного,азғантай
796,kaum::ADV,едва,зорға
797,sehr::ADV,очень,орасан
798,so::ADV,так,бұлай
799,so::ADV,так,былайша
800,noch::ADV,еще,әлі
801,nur::ADV,только,ғана
802,schon::ADV,уже,түге
803,wieder::ADV,опять,жаңа
804,wieder::ADV,опять,қайта
805,wieder::ADV,опять,жаңадан
806,vergebens::ADV,напрасно,бекер
807,vor::PRP,перед,алды
808,hinter::PRP,за,артынан
809,hinter::PRP,позади,артынан
810,unter::PRP,под,түп
811,unter::PRP,под,маңында
812,durch::PRP,сквозь,арқылы
813,neben::PRP,возле,іргеде
814,neben::PRP,возле,жанында
815,zwischen::PRP,между,арада
816,wegen::PRP,из-за,үшін
817,dies::PRN,это,бұ
818,dies::PRN,это,осы
819,das::PRN,то,сол
