,Concept_ID,uk,et
287,Kamerad::N,товариш,sõber
288,Angelegenheit::N,справа,asi
289,Anzahl::N,число,arv
290,Anzahl::N,число,hulk
291,Art::N,рід,liik
292,Stück::N,кусок,tükk
293,Teil::N,частина,osa
294,Hälfte::N,половина,pool
295,Kreis::N,круг,ring
296,Kreis::N,коло,ring
297,Kreuz::N,хрест,rist
298,Linie::N,лінія,joon
299,Strich::N,штрих,joon
300,Abstand::N,проміжок,vahe
301,Entfernung::N,відстань,kaugus
302,Entfernung::N,відстань,vahemaa
303,Gegend::N,місцевість,ümbrus
304,Platz::N,площа,ruum
305,Ort::N,місце,paik
306,Seite::N,сторона,pool
307,Mitte::N,середина,keskpaik
308,Gegenstand::N,предмет,ese
309,Sache::N,річ,ese
310,Rand::N,край,äär
311,Rand::N,край,serv
312,Kante::N,ребро,kant
313,Ecke::N,ріг,nurk
314,Spitze::N,кінчик,teravik
315,Ende::N,кінець,ots
316,Ende::N,кінець,jupp
317,Loch::N,діра,auk
318,Winkel::N,куток,nurk
319,Muster::N,узор,muster
320,Größe::N,розмір,suurus
321,Länge::N,довжина,pikkus
322,Höhe::N,висота,kõrgus
323,Gewicht::N,вага,kaal
324,Gewicht::N,вага,raskus
325,Menge::N,кількість,arv
326,Menge::N,кількість,hulk
327,Haufen::N,купа,hunnik
328,Reihe::N,ряд,rivi
329,Boot::N,човен,paat
330,Ruder::N,весло,aer
331,Schlitten::N,сани,saan
332,Ski::N,лижа,suusk
333,Lagerfeuer::N,вогнище,lõke
334,Last::N,тягар,koorem
335,Last::N,вантаж,koorem
336,Gang::N,хід,käik
337,Schritt::N,крок,samm
338,Norden::N,північ,põhi
339,Süden::N,південь,lõuna
340,Westen::N,захід,lääs
341,Osten::N,схід,ida
342,Holz::N,дрова,puu
343,Brett::N,дошка,saelaud
344,Platte::N,плита,plaat
345,Stütze::N,підпірка,tugi
346,Stange::N,жердина,latt
347,Stange::N,жердина,teivas
348,Stock::N,палиця,kepp
349,Stab::N,палиця,varras
350,Rohr::N,труба,toru
351,Haus::N,дім,maja
352,Haus::N,хата,maja
353,Heim::N,житло,kodu
354,Ofen::N,піч,ahi
355,Fußboden::N,підлога,põrand
356,Tisch::N,стіл,laud
357,Stuhl::N,стілець,tool
358,Wiege::N,колиска,häll
359,Wiege::N,колиска,kätki
360,Bett::N,ліжко,voodi
361,Bett::N,постіль,voodi
362,Regal::N,полиця,riiul
363,Kiste::N,ящик,kast
364,Fenster::N,вікно,aken
365,Tür::N,двері,uks
366,Tor::N,ворота,värav
367,Zaun::N,паркан,aed
368,Zaun::N,паркан,tara
369,Zaun::N,огорожа,aed
370,Zaun::N,огорожа,tara
371,Dach::N,дах,katus
372,Leiter::N,драбина,redel
373,Besen::N,мітла,luud
374,Spaten::N,заступ,labidas
375,Schaufel::N,совок,kühvel
376,Schaufel::N,лопата,kühvel
377,Gabel::N,виделка,kahvel
378,Löffel::N,ложка,lusikas
379,Messer::N,ніж,nuga
380,Nagel::N,цвях,nael
381,Netz::N,сіть,võrk
382,Haken::N,крюк,haak
383,Haken::N,крюк,konks
384,Griff::N,ручка,sang
385,Griff::N,ручка,käepide
386,Griff::N,держак,sang
387,Griff::N,держак,käepide
388,Schloss::N,замок,lukk
389,Bild::N,картина,pilt
390,Figur::N,фігура,kuju
391,Figur::N,фігура,kujund
392,Puppe::N,лялька,nukk
393,Beutel::N,мішечок,paun
394,Beutel::N,торбинка,paun
395,Bündel::N,в’язка,kimp
396,Tasche::N,сумка,kott
397,Eimer::N,відро,pang
398,Eimer::N,відро,ämber
399,Deckel::N,кришка,kaas
400,Geschirr::N,посуд,nõud
401,Sack::N,мішок,kott
402,Tasse::N,чашка,tass
403,Topf::N,горщик,pada
404,Kessel::N,котел,pada
405,Essen::N,їжа,söök
406,Nahrung::N,харч,toit
407,Speise::N,страва,roog
408,Fleisch::N,м’ясо,liha
409,Getreide::N,хліб,teravili
410,Getreide::N,збіжжя,teravili
411,Brei::N,каша,puder
412,Brot::N,хліб,sai
413,Brot::N,хліб,leib
414,Scheibe::N,скибочка,viil
415,Scheibe::N,скибочка,viilukas
416,Fett::N,жир,rasv
417,Butter::N,масло,või
418,Öl::N,олія,õli
419,Salz::N,сіль,sool
420,Suppe::N,суп,supp
421,Honig::N,мед,mesi
422,Milch::N,молоко,piim
423,Tee::N,чай,tee
424,Leder::N,шкіра,nahk
425,Wolle::N,шерсть,vill
426,Stoff::N,тканина,kangas
427,Nadel::N,голка,nõel
428,Faden::N,нитка,niit
429,Knopf::N,ґудзик,nööp
430,Knoten::N,вузол,sõlm
431,Farbe::N,фарба,värv
432,Kleidung::N,одяг,riided
433,Kleidung::N,одяг,riietus
434,Kleidung::N,убрання,riided
435,Kleidung::N,убрання,riietus
436,Hemd::N,сорочка,särk
437,Kragen::N,комір,krae
438,Ärmel::N,рукав,varrukas
439,Hose::N,брюки,püksid
440,Gürtel::N,пояс,vöö
441,Mütze::N,шапка,müts
442,Schuh::N,ботинок,king
443,Stiefel::N,чобіт,saabas
444,Ring::N,кільце,sõrmus
445,Band::N,стрічка,lint
446,Kamm::N,гребінець,kamm
447,Spiegel::N,дзеркало,peegel
448,Riemen::N,ремінь,rihm
449,Schnur::N,вірьовка,nöör
450,Leine::N,шворка,jalutusrihm
451,Decke::N,ковдра,tekk
452,Kissen::N,подушка,padi
453,Tuch::N,хустка,kalev
454,Handtuch::N,рушник,käterätik
455,Kraft::N,сила,jõud
456,Stärke::N,сила,tugevus
457,Gesundheit::N,здоров’я,tervis
458,Krankheit::N,хвороба,haigus
459,Schmerz::N,біль,valu
460,Wunde::N,рана,haav
461,Fieber::N,гарячка,palavik
462,Arznei::N,ліки,ravim
463,Brücke::N,міст,sild
464,Brunnen::N,колодязь,kaev
465,Weide::N,пасовище,karjamaa
466,Pfad::N,стежка,rada
467,Weg::N,шлях,tee
468,Weg::N,дорога,tee
469,Straße::N,вулиця,tee
470,Dorf::N,село,küla
471,Stadt::N,місто,linn
472,Brief::N,лист,kiri
473,Buch::N,книга,raamat
474,Buch::N,книжка,raamat
475,Buchstabe::N,буква,täht
476,Buchstabe::N,літера,täht
477,Zeitung::N,газета,ajaleht
478,Leben::N,життя,elu
479,Tod::N,смерть,surm
480,Grab::N,могила,haud
481,Kirche::N,церква,kirik
482,Sünde::N,гріх,patt
483,Gott::N,бог,jumal
484,Arbeiter::N,робітник,tööline
485,Chef::N,хазяїн,ülemus
486,Chef::N,хазяїн,juhataja
487,Meister::N,умілець,meister
488,Arzt::N,лікар,arst
489,Lehrer::N,вчитель,õpetaja
490,Geld::N,гроші,raha
491,Geschäft::N,заняття,äri
492,Laden::N,магазин,pood
493,Laden::N,магазин,kauplus
494,Laden::N,крамниця,pood
495,Laden::N,крамниця,kauplus
496,Preis::N,ціна,hind
497,Ware::N,товар,kaup
498,Nutzen::N,вигода,tulu
499,Nutzen::N,вигода,kasulikkus
500,Nutzen::N,користь,tulu
501,Nutzen::N,користь,kasulikkus
502,Reichtum::N,багатство,rikkus
503,Welt::N,світ,maailm
504,Land::N,країна,maa
505,Staat::N,держава,riik
506,König::N,король,kuningas
507,Macht::N,влада,võim
508,Grenze::N,кордон,piir
509,Krieg::N,війна,sõda
510,Feind::N,ворог,vaenlane
511,Gewalt::N,насильство,väevõim
512,Kampf::N,бій,võitlus
513,Kampf::N,боротьба,võitlus
514,Bogen[Waffe]::N,лук,vibu
515,Pfeil::N,стріла,nool
516,Gewehr::N,рушниця,püss
517,Gewehr::N,гвинтівка,püss
518,Fehler::N,помилка,viga
519,Lüge::N,брехня,vale
520,Schaden::N,шкода,kahju
521,Schaden::N,збиток,kahju
522,Unglück::N,нещастя,häda
523,Unglück::N,нещастя,õnnetus
524,Schuld::N,провина,süü
525,Alter::N,вік,iga
526,Alter::N,літа,iga
527,Schluss::N,кінець,lõpp
528,Zeit::N,час,aeg
529,Tag::N,день,päev
530,Morgen::N,ранок,hommik
531,Mittag::N,південь,lõuna
532,Mittag::N,південь,keskpäev
533,Abend::N,вечір,õhtu
534,Nacht::N,ніч,öö
535,Woche::N,тиждень,nädal
536,Monat::N,місяць,kuu
537,Jahr::N,рік,aasta
538,Frühling::N,весна,kevad
539,Sommer::N,літо,suvi
540,Herbst::N,осінь,sügis
541,Winter::N,зима,talv
542,Januar::N,січень,jaanuar
543,Februar::N,лютий,veebruar
544,März::N,березень,märts
545,April::N,квітень,aprill
546,Mai::N,травень,mai
547,Juni::N,червень,juuni
548,Juli::N,липень,juuli
549,August::N,серпень,august
550,September::N,вересень,september
551,Oktober::N,жовтень,oktoober
552,November::N,листопад,november
553,Dezember::N,грудень,detsember
554,Montag::N,понеділок,esmaspäev
555,Dienstag::N,вівторок,teisipäev
556,Mittwoch::N,середа,kesknädal
557,Donnerstag::N,четвер,neljapäev
558,Freitag::N,п’ятниця,reede
559,Samstag::N,субота,laupäev
560,Sonntag::N,неділя,pühapäev
561,groß::A,великий,suur
562,klein::A,малий,väike
563,klein::A,малий,pisike
564,klein::A,маленький,väike
565,klein::A,маленький,pisike
566,lang::A,довгий,pikk
567,kurz::A,короткий,lühike
568,breit::A,широкий,lai
569,schmal::A,вузький,kitsas
570,dicht::A,густий,tihe
571,dick[Gegenstand]::A,товстий,jäme
572,dünn::A,тонкий,õhuke
573,dünn::A,тонкий,peenike
574,fein::A,дрібний,peen
575,fein::A,дрібний,õhuke
576,fest::A,міцний,püsiv
577,fest::A,міцний,kindel
578,flach::A,плоский,lame
579,flach::A,плоский,tasane
580,glatt::A,рівний,sile
581,glatt::A,гладенький,sile
582,hart::A,твердий,kõva
583,weich::A,м’який,pehme
584,rund::A,круглий,ümar
585,spitz::A,гострокінцевий,torkav
586,scharf::A,гострий,terav
587,stumpf::A,тупий,nüri
588,schwer::A,важкий,raske
589,schön::A,вродливий,kena
590,heiß::A,жаркий,kuum
591,heiß::A,жаркий,palav
592,heiß::A,гарячий,kuum
593,heiß::A,гарячий,palav
594,warm::A,теплий,soe
595,kalt::A,холодний,külm
596,kühl::A,прохолодний,jahe
597,frisch::A,свіжий,värske
598,feucht::A,вогкий,niiske
599,nass::A,мокрий,märg
600,trocken::A,сухий,kuiv
601,voll::A,повний,täis
602,leer::A,пустий,tühi
603,offen::A,відкритий,avatud
604,offen::A,відкритий,lahtine
605,geschlossen::A,закритий,suletud
606,geschlossen::A,зачинений,suletud
607,sauber::A,чистий,puhas
608,sauber::A,охайний,puhas
609,schmutzig::A,брудний,räpane
610,schmutzig::A,брудний,määrdunud
611,roh::A,сирий,toores
612,reif::A,зрілий,küps
613,lecker::A,смачний,hõrk
614,lecker::A,смачний,maitsev
615,süß::A,солодкий,magus
616,bitter::A,гіркий,mõru
617,sauer::A,кислий,hapu
618,hell::A,світлий,hele
619,dunkel::A,темний,pime
620,schwarz::A,чорний,must
621,weiß::A,сивий,valge
622,rot::A,червоний,punane
623,gelb::A,жовтий,kollane
624,blau::A,синій,sinine
625,grün::A,зелений,roheline
626,grau::A,сірий,hall
627,bunt::A,барвистий,kirju
628,bunt::A,барвистий,värviline
629,billig::A,дешевий,odav
630,teuer::A,дорогий,kallis
631,wertvoll::A,цінний,väärtuslik
632,blind::A,сліпий,pime
633,taub::A,глухий,kurt
634,kräftig::A,могутній,jõuline
635,stark::A,сильний,tugev
636,schwach::A,слабкий,nõrk
637,schwach::A,слабкий,jõuetu
638,fett::A,жирний,rasvane
639,fett::A,товстий,rasvane
640,schlank::A,тонкий,sale
641,schlank::A,стрункий,sale
642,hübsch::A,чарівний,kena
643,böse::A,злий,tige
644,böse::A,лихий,tige
645,dumm::A,дурний,juhm
646,dumm::A,дурний,rumal
647,faul::A,ледачий,laisk
648,fleißig::A,старанний,virk
649,fleißig::A,старанний,hoolas
650,geizig::A,скупий,ihne
651,klug::A,мудрий,tark
652,klug::A,мудрий,arukas
653,klug::A,мудрий,mõistlik
654,klug::A,розумний,tark
655,klug::A,розумний,arukas
656,klug::A,розумний,mõistlik
657,geschickt::A,умілий,osav
658,lieb::A,милий,armas
659,lustig::A,веселий,lõbus
660,sanft::A,лагідний,õrn
661,hungrig::A,голодний,näljane
662,krank::A,слабий,haige
663,nackt::A,голий,alasti
664,traurig::A,сумний,kurb
665,lebendig::A,живий,elus
666,gut::A,добрий,hea
667,schlecht::A,поганий,halb
668,schlecht::A,кепський,halb
669,richtig::A,правильний,õige
670,schlimm::A,бридкий,paha
671,wahr::A,справжній,tõene
672,alt::A,старий,vana
673,neu::A,новий,uus
674,ehemalig::A,колишній,endine
675,alt[Lebewesen]::A,старий,vana
676,jung::A,молодий,noor
677,arm::A,бідний,vaene
678,reich::A,багатий,rikas
679,bekannt::A,знайомий,teada
680,bekannt::A,знайомий,tuttav
681,berühmt::A,славетний,tuntud
682,fremd::A,чужий,võõras
683,verschieden::A,різний,erinev
684,nah::A,близький,lähedane
685,fern::A,далекий,kauge
686,linker::A,лівий,vasak
687,rechter::A,правий,parem
688,anderer::A,інакший,muu
689,anderer::A,інакший,teine
690,erster::A,перший,esimene
691,zweiter::A,другий,teine
692,dritter::A,третій,kolmas
693,letzter::A,останній,viimane
694,allein::ADV,сам,üksi
695,allein::ADV,один,üksi
696,auf einmal::ADV,відразу,korraga
697,auf einmal::ADV,відразу,ühekorraga
698,zusammen::ADV,разом,koos
699,zusammen::ADV,разом,üheskoos
700,zusammen::ADV,спільно,koos
701,zusammen::ADV,спільно,üheskoos
702,lange::ADV,довго,kaua
703,plötzlich::ADV,раптом,äkki
704,plötzlich::ADV,раптом,järsku
705,sofort::ADV,зараз,kohe
706,später::ADV,пізніше,hiljem
707,jetzt::ADV,тепер,nüüd
708,heute::ADV,сьогодні,täna
709,morgen::ADV,завтра,homme
710,bald::ADV,незабаром,pea
711,bald::ADV,незабаром,varsti
712,dann::ADV,потім,siis
713,gestern::ADV,вчора,eile
714,einst::ADV,колись,vanasti
715,damals::ADV,тоді,tookord
716,danach::ADV,згодом,seejärel
717,vorher::ADV,раніше,enne
718,zuerst::ADV,спершу,enne
719,zuerst::ADV,спершу,esmalt
720,zuerst::ADV,спочатку,enne
721,zuerst::ADV,спочатку,esmalt
722,einmal::ADV,один раз,kord
723,einmal::ADV,один раз,üks kord
724,manchmal::ADV,іноді,mõnikord
725,manchmal::ADV,інколи,mõnikord
726,oft::ADV,часто,tihti
727,oft::ADV,часто,sageli
728,immer::ADV,завжди,ikka
729,immer::ADV,завжди,alati
730,niemals::ADV,ніколи,mitte kunagi
731,hier::ADV,тут,siin
732,hierhin::ADV,сюди,siia
733,von hier::ADV,звідси,siit
734,dort::ADV,там,seal
735,dorthin::ADV,туди,sinna
736,geradeaus::ADV,прямо,otse edasi
737,vorwärts::ADV,вперед,edasi
738,rückwärts::ADV,назад,tagurpidi
739,zurück::ADV,назад,tagasi
740,unten::ADV,внизу,all
741,unten::ADV,внизу,allpool
742,hinab::ADV,вниз,alla
743,oben::ADV,вгорі,ülal
744,hinauf::ADV,вгору,üles
745,überall::ADV,скрізь,kõikjal
746,nicht::ADV,не,ei
747,nicht::ADV,не,mitte
748,ein wenig::ADV,трохи,veidi
749,ein wenig::ADV,трохи,natuke
750,ein wenig::ADV,небагато,veidi
751,ein wenig::ADV,небагато,natuke
752,kaum::ADV,ледве,vaevalt
753,sehr::ADV,дуже,väga
754,so::ADV,так,nii
755,noch::ADV,ще,veel
756,nur::ADV,лише,ainult
757,nur::ADV,тільки,ainult
758,schon::ADV,вже,juba
759,wieder::ADV,знову,jälle
760,vergebens::ADV,дарма,asjata
761,vor::PRP,перед,ees
762,hinter::PRP,ззаду,taha
763,hinter::PRP,позаду,taha
764,unter::PRP,під,all
765,durch::PRP,крізь,läbi
766,durch::PRP,крізь,kaudu
767,neben::PRP,біля,kõrval
768,zwischen::PRP,між,vahel
769,wegen::PRP,з-за,tõttu
770,wegen::PRP,з-за,pärast
771,wegen::PRP,через,tõttu
772,wegen::PRP,через,pärast
773,dies::PRN,це,see
774,das::PRN,то,see
775,alles::PRN,все,kõik
776,ich::PRN,я,mina
777,du::PRN,ти,sina
778,er::PRN,він,tema
779,wir::PRN,ми,me
780,ihr::PRN,ви,te
781,sie::PRN,вони,nad
782,was::FPRN,що,mis
783,wer::FPRN,хто,kes
784,wo::FADV,де,kus
785,wohin::FADV,куди,kuhu
786,wie::FADV,як,kuidas
787,warum::FADV,чому,miks
788,wieviel::FNUM,скільки,mitu
789,wieviel::FNUM,скільки,kui palju
790,eins::NUM,один,üks
791,zwei::NUM,два,kaks
792,drei::NUM,три,kolm
793,vier::NUM,чотири,neli
794,fünf::NUM,п’ять,viis
795,sechs::NUM,шість,kuus
796,sieben::NUM,сім,seitse
797,acht::NUM,вісім,kaheksa
798,neun::NUM,дев’ять,üheksa
799,zehn::NUM,десять,kümme
800,elf::NUM,одинадцять,üksteist
801,zwölf::NUM,дванадцять,kaksteist
802,zwanzig::NUM,двадцять,kakskümmend
803,dreißig::NUM,тридцять,kolmkümmend
804,vierzig::NUM,сорок,nelikümmend
805,fünfzig::NUM,п’ятдесят,viiskümmend
806,sechzig::NUM,шістдесят,kuuskümmend
807,siebzig::NUM,сімдесят,seitsekümmend
808,achtzig::NUM,вісімдесят,kaheksakümmend
809,neunzig::NUM,дев’яносто,üheksakümmend
810,hundert::NUM,сто,sada
811,tausend::NUM,тисяча,tuhat
812,und::CNJ,і,ja
813,oder::CNJ,або,või
814,stehen::V,стояти,seisma
815,sitzen::V,сидіти,istuma
816,liegen::V,лежати,lamama
817,hängen::V,висіти,rippuma
818,werden::V,стати,saama
819,werden::V,стати,hakkama
820,werden::V,робитися,saama
821,werden::V,робитися,hakkama
822,passieren::V,трапитися,juhtuma
823,beginnen::V,початися,algama
824,beginnen::V,початися,hakkama
825,enden::V,кінчитися,lõppema
826,wechseln::V,мінятися,vahelduma
827,aufgehen[Sonne]::V,зійти,tõusma
828,untergehen[Sonne]::V,зайти,loojuma
829,scheinen[Sonne]::V,світити,paistma
830,donnern::V,гриміти,kõmisema
831,wehen::V,віяти,puhuma
832,strömen::V,литися,voolama
833,fließen::V,текти,voolama
834,sich drehen::V,обертатися,pöörduma
835,schwanken::V,коливатися,kõikuma
836,schwingen::V,хитатися,võnkuma
837,schwingen::V,гойдатися,võnkuma
838,fallen::V,падати,langema
839,brennen::V,горіти,põlema
