,Concept_ID,os,ku
266,Gedanke::N,хъуыды,fikir
267,Gedächtnis::N,мысæн,aqil
268,Gedächtnis::N,мысын,aqil
269,Gedächtnis::N,зæрдылдарын,aqil
270,Verstand::N,зонд,fêm
271,Sinn::N,нысаниуæг,aqil
272,Grund::N,ӕфсон,asas
273,Wahrheit::N,æцæг,rastî
274,Gespräch::N,ныхас,guftûgo
275,Märchen::N,аргъау,çirok
276,Erzählung::N,радзырд,çirok
277,Erzählung::N,радзырд,vegotin
278,Nachricht::N,уац,nûçe
279,Neuigkeit::N,хабар,hewal
280,Name::N,ном,nav
281,Name::N,ном,paşnav
282,Rätsel::N,уыци-уыци,tiştonek
283,Rätsel::N,базон-базон,tiştonek
284,Rede::N,раныхас,gotar
285,Rede::N,раныхас,axavtin
286,Sprache::N,ӕвзаг,ziman
287,Stimme::N,хъӕлӕс,pejn
288,Wort::N,дзырд,gotin
289,Zeichen::N,нысан,şanek
290,Ruf::N,сидт,hawar
291,Lärm::N,уынæр,xarbalix
292,Laut::N,зӕл,deng
293,Laut::N,зӕл,hês
294,Laut::N,мыр,deng
295,Laut::N,мыр,hês
296,Ton::N,мыр,awaz
297,Lied::N,зарӕг,sitran
298,Ruhe::N,æнцой,rihetî
299,Leute::N,адӕм,xelk
300,Volk::N,адӕм,xelk
301,Arbeit::N,фӕллой,xebat
302,Gast::N,уазӕг,mêvan
303,Geschenk::N,хуын,diyarî
304,Spiel::N,хъазт,lîstik
305,Gesellschaft::N,дзыллæ,komal
306,Gesellschaft::N,æхсæнад,komal
307,Hilfe::N,æххуыс,alîkarî
308,Hilfe::N,ахъаз,alîkarî
309,Freund::N,лымӕн,heval
310,Kamerad::N,ӕмбал,heval
311,Angelegenheit::N,хъуыддаг,pirsgirêk
312,Anzahl::N,бӕрц,çend
313,Art::N,хуыз,çeh
314,Art::N,хуызад,çeh
315,Stück::N,кæрдих,lib
316,Stück::N,кæрдих,parçe
317,Stück::N,комдзаг,lib
318,Stück::N,комдзаг,parçe
319,Teil::N,хай,parçe
320,Hälfte::N,æрдæг,nîvî
321,Hälfte::N,æмбис,nîvî
322,Kreis::N,зиллакк,çemil
323,Kreuz::N,дзуар,xaç
324,Linie::N,хахх,xezik
325,Strich::N,хахх,xezik
326,Abstand::N,æхсæнуат,dûrahî
327,Entfernung::N,дæрддзæг,dûrahî
328,Entfernung::N,дардцæг,dûrahî
329,Gegend::N,ран,dever
330,Platz::N,бууат,çih
331,Ort::N,ран,dever
332,Ort::N,бынат,dever
333,Seite::N,фахс,rûpel
334,Mitte::N,астӕу,nav
335,Mitte::N,астӕу,nabênê
336,Gegenstand::N,дзаума,tişt
337,Sache::N,дзаума,tişt
338,Rand::N,кӕрон,kevî
339,Kante::N,фӕрск,kevî
340,Ecke::N,тигъ,qunç
341,Ecke::N,фисын,qunç
342,Spitze::N,бырынкъ,derzî
343,Ende::N,кӕрон,talî
344,Loch::N,хуынкъ,qul
345,Winkel::N,къуым,kurnîşk
346,Muster::N,нывæфтыд,desen
347,Muster::N,кæдзист,desen
348,Größe::N,ас,mezinî
349,Länge::N,дӕргъ,dirêjahî
350,Höhe::N,бæрзонд,bilindayî
351,Höhe::N,бæрзæнд,bilindayî
352,Höhe::N,бæрзонддзинад,bilindayî
353,Gewicht::N,уӕз,giranî
354,Menge::N,бӕрц,qas
355,Haufen::N,кӕри,lod
356,Reihe::N,рӕнхъ,rêz
357,Boot::N,чема,kelek
358,Ruder::N,къохар,bêrik
359,Schlitten::N,дзоныгъ,xîjik
360,Ski::N,къахдзоныгътæ,lakan
361,Ski::N,лыжæтæ,lakan
362,Lagerfeuer::N,арт,agir
363,Last::N,уаргъ,bar
364,Gang::N,цыд,fîtêz
365,Schritt::N,санчъех,gav
366,Schritt::N,къахдзӕф,gav
367,Norden::N,цæгат,bakur
368,Süden::N,хуссар,başur
369,Westen::N,ныгуылæн,rojava
370,Osten::N,скæсæн,rojhilat
371,Holz::N,хъӕдӕрмӕг,dep
372,Brett::N,фæйнæг,dep
373,Platte::N,къӕй,dep
374,Stütze::N,быцæу,destek
375,Stange::N,хъил,sing
376,Stock::N,лӕдзӕг,çam
377,Stab::N,хъил,qat
378,Rohr::N,хӕтӕл,borî
379,Haus::N,хӕдзар,mal
380,Haus::N,хӕдзар,xanî
381,Heim::N,къона,mal
382,Ofen::N,пец,sobe
383,Fußboden::N,астӕрд,binpê
384,Tisch::N,стъол,mase
385,Stuhl::N,бандон,kursî
386,Wiege::N,авдæн,derguş
387,Bett::N,сынтӕг,qerewêle
388,Regal::N,тӕрхӕг,rêbaz
389,Regal::N,уӕлвӕйнӕг,rêbaz
390,Kiste::N,асыкк,sindoq
391,Fenster::N,рудзынг,çam
392,Fenster::N,рудзынг,şibeke
393,Fenster::N,фæрссаг,çam
394,Fenster::N,фæрссаг,şibeke
395,Tür::N,дуар,derî
396,Tor::N,кулдуар,derge
397,Zaun::N,æмбонд,hejik
398,Zaun::N,быру,hejik
399,Zaun::N,гæрæн,hejik
400,Dach::N,уӕлхӕдзар,sere xanî
401,Leiter::N,асин,pêling
402,Besen::N,уисой,melkes
403,Spaten::N,бел,mer
404,Schaufel::N,æвгæнæн,bêr
405,Schaufel::N,кæфой,bêr
406,Gabel::N,вилкæ,çetel
407,Löffel::N,уидыг,kevçî
408,Messer::N,кард,kêr
409,Nagel::N,зӕгӕл,bizmar
410,Netz::N,хыз,tor
411,Haken::N,хæдз,çenqel
412,Haken::N,хæбырæгъ,çenqel
413,Griff::N,фистон,destî
414,Schloss::N,гуыдыр,qonax
415,Bild::N,ныв,dimen
416,Figur::N,кæрдгæныв,figûr
417,Puppe::N,чындз,bûk
418,Beutel::N,дзӕкъул,kîsik
419,Bündel::N,баст,pêçek
420,Tasche::N,хызын,bêrîk
421,Tasche::N,дзæкъул,bêrîk
422,Eimer::N,къæрта,dewl
423,Eimer::N,чъыбыла,dewl
424,Eimer::N,ведра,dewl
425,Deckel::N,сæр,devik
426,Deckel::N,æмбæрзæн,devik
427,Geschirr::N,мигæнæн,ferax
428,Geschirr::N,мигæнæнтæ,ferax
429,Sack::N,голлаг,tûr
430,Tasse::N,пиала,kada
431,Tasse::N,къус,kada
432,Topf::N,аг,beroş
433,Topf::N,чысыл аг,beroş
434,Kessel::N,аг,şîril
435,Essen::N,хӕрд,xwarin
436,Nahrung::N,хойраг,xwarin
437,Speise::N,хӕринаг,xwarin
438,Fleisch::N,дзидза,goşt
439,Fleisch::N,фыдызгъӕл,goşt
440,Getreide::N,халсар,zad
441,Brei::N,кас,hewdêl
442,Brot::N,дзул,
443,Scheibe::N,къӕбӕр,parçe
444,Fett::N,сой,rûn
445,Butter::N,нӕлхӕ,rûn
446,Öl::N,зети,rûn
447,Salz::N,цӕхх,xwe
448,Suppe::N,бас,şorbe
449,Honig::N,мыд,hingiv
450,Milch::N,ӕхсыр,şîr
451,Tee::N,цай,çay
452,Leder::N,мæскуы,çerm
453,Wolle::N,фӕсмын,herî
454,Stoff::N,хъуымац,paç
455,Nadel::N,судзин,derzî
456,Faden::N,ӕндах,ta
457,Knopf::N,цӕппӕр,bişkok
458,Knoten::N,ӕлхынцъ,girêk
459,Farbe::N,ахорæн,boyax
460,Kleidung::N,дарӕс,çil
461,Hemd::N,хӕдон,qutik
462,Hemd::N,хӕдон,miltan
463,Kragen::N,æфцæггот,stûvang
464,Ärmel::N,дыс,hûçik
465,Hose::N,хæлаф,şewel
466,Hose::N,æддаг хæлаф,şewel
467,Hose::N,салбар,şewel
468,Gürtel::N,рон,qayiş
469,Mütze::N,худ,fîno
470,Schuh::N,басмахъ,şêkal
471,Stiefel::N,цырыхъхъ,gizme
472,Stiefel::N,цырыхъхъ,çizme
473,Ring::N,къухдарӕн,xelek
474,Band::N,лент,band
475,Kamm::N,сӕрвасӕн,şeh
476,Spiegel::N,айдæн,eynik
477,Spiegel::N,кæсæн,eynik
478,Riemen::N,гӕрз,qayiş
479,Schnur::N,бӕндӕн,doxin
480,Decke::N,хъӕццул,bataniye
481,Kissen::N,баз,balgî
482,Tuch::N,кæлмæрзæн,şar
483,Tuch::N,кæрдæн,şar
484,Handtuch::N,хисæрфæн,dezmal
485,Kraft::N,тых,hêz
486,Kraft::N,тых,qewet
487,Kraft::N,хъомыс,hêz
488,Kraft::N,хъомыс,qewet
489,Stärke::N,тых,xurtî
490,Stärke::N,æхсар,xurtî
491,Gesundheit::N,æнæниздзинад,nojdarî
492,Krankheit::N,низ,nexweşî
493,Krankheit::N,рын,nexweşî
494,Schmerz::N,рис,êş
495,Wunde::N,цӕф,kul
496,Fieber::N,ризӕг,ta
497,Fieber::N,тӕфсӕг,ta
498,Arznei::N,хос,derman
499,Brücke::N,хид,kopî
500,Brunnen::N,цъай,çal
501,Brunnen::N,цъай,kani
502,Weide::N,хизæн,beyar
503,Weide::N,хизæнуат,beyar
504,Weide::N,сæрвæт,beyar
505,Pfad::N,къахвæндаг,xaçirek
506,Pfad::N,къахвæд,xaçirek
507,Weg::N,фӕндаг,rê
508,Straße::N,фӕндаг,rê
509,Dorf::N,хъӕу,gund
510,Stadt::N,сахар,baçar
511,Brief::N,фыстӕг,name
512,Buch::N,чиныг,kitêb
513,Buch::N,чиныг,pirtûk
514,Buchstabe::N,дамгъӕ,herf
515,Zeitung::N,газет,rojname
516,Leben::N,цард,jiyan
517,Leben::N,цӕрӕнбон,jiyan
518,Tod::N,мæлæт,mirin
519,Tod::N,адзал,mirin
520,Grab::N,ингӕн,mezel
521,Kirche::N,аргъуан,gilyas
522,Sünde::N,тæригъæд,guneh
523,Gott::N,хуыцау,xwedê
524,Arbeiter::N,кусæг,hîşçî
525,Chef::N,ӕмцег,bêg
526,Meister::N,мастер,hoste
527,Meister::N,дæсны,hoste
528,Arzt::N,хосгæнæг,doktor
529,Arzt::N,дохтыр,doktor
530,Lehrer::N,ахуыргæнæг,mamoste
531,Geld::N,ӕхца,pere
532,Geschäft::N,бизнес,firoşgeh
533,Geschäft::N,хъуыддаг,firoşgeh
534,Laden::N,дукани,dikan
535,Preis::N,аргъ,buha
536,Ware::N,базайраг,tişt
537,Nutzen::N,пайда,fêde
538,Reichtum::N,хъæздыгдзинад,serwet
539,Reichtum::N,исбон,serwet
540,Reichtum::N,мулк,serwet
541,Welt::N,дуне,dinya
542,Land::N,бӕстӕ,welat
543,Staat::N,паддзахад,dewlet
544,König::N,къарол,şah
545,König::N,къарол,qral
546,Macht::N,хицаудзинад,qewet
547,Macht::N,хицаудзинад,destihilat
548,Grenze::N,арӕн,kevî
549,Krieg::N,хӕст,çeng
550,Krieg::N,хӕст,sêwaş
551,Feind::N,знаг,dijmin
552,Feind::N,фыдгул,dijmin
553,Feind::N,фыдзæрдæ,dijmin
554,Feind::N,сон,dijmin
555,Gewalt::N,тыхми,zor
556,Gewalt::N,тыхдзинад,zor
557,Kampf::N,хæст,şer
558,Kampf::N,хъæбысæйхæст,şer
559,Kampf::N,тох,şer
560,Bogen[Waffe]::N,ӕрдын,kêvan
561,Pfeil::N,фат,çîrik
562,Gewehr::N,топп,tifing
563,Fehler::N,рӕдыд,şaşî
564,Lüge::N,мӕнг,derew
565,Lüge::N,гӕдыдзинад,derew
566,Schaden::N,зиан,xisar
567,Unglück::N,бæллæх,bêbextî
568,Schuld::N,азым,suç
569,Alter::N,кар,temen
570,Schluss::N,кæрон,girtin
571,Zeit::N,рӕстӕг,çax
572,Tag::N,бон,roj
573,Morgen::N,райсом,sibeh
574,Mittag::N,æмбисбон,nîro
575,Abend::N,изӕр,êvar
576,Nacht::N,ӕхсӕв,şev
577,Woche::N,къуыри,heftî
578,Monat::N,мӕй,meh
579,Jahr::N,аз,sal
580,Jahr::N,афӕдз,sal
581,Frühling::N,уалдзæг,bihar
582,Sommer::N,сӕрд,havîn
583,Herbst::N,фæззæг,payîz
584,Winter::N,зымӕг,zistan
585,Januar::N,январь,çile
586,Februar::N,февраль,sibat
587,März::N,мартъи,adar
588,April::N,апрель,nîsan
589,Mai::N,май,gûlan
590,Juni::N,июнь,hezîran
591,Juli::N,июль,tîmeh
592,August::N,август,tebax
593,September::N,сентябрь,îlon
594,Oktober::N,октябрь,çotmeh
595,November::N,ноябрь,mijdar
596,Dezember::N,декабрь,kanûn
597,Montag::N,къуырисæр,duşemb
598,Dienstag::N,дыццæг,sêşem
599,Mittwoch::N,æртыццæг,çarşemb
600,Donnerstag::N,цыппæрæм,pêşemb
601,Freitag::N,майрæмбон,în
602,Samstag::N,сабат,şemî
603,Sonntag::N,хуыцаубон,yekşemb
604,groß::A,дынджыр,mezin
605,klein::A,гыццыл,çûçik
606,lang::A,даргъ,dirêj
607,kurz::A,цыбыр,kin
608,breit::A,фӕтӕн,fireh
609,schmal::A,нарӕг,tenik
610,schmal::A,уынгӕг,tenik
611,dicht::A,бæзджын,gir
612,dicht::A,тар,gir
613,dick[Gegenstand]::A,сӕвджын,şîşman
614,dünn::A,тæнæг,zirav
615,fein::A,лыстӕг,tenik
616,fest::A,фидар,saxlem
617,fest::A,хъӕддых,saxlem
618,flach::A,тъӕпӕн,pahn
619,glatt::A,лӕгъз,dûz
620,glatt::A,лӕгъз,şayîk
621,hart::A,хъӕбӕр,hişk
622,weich::A,фӕлмӕн,nerm
623,rund::A,тымбыл,gilover
624,spitz::A,цыргъбырынкъ,pîj
625,spitz::A,цыргъфындз,pîj
626,scharf::A,цыргъ,tûj
627,stumpf::A,къуымых,ne tûj
628,schwer::A,уӕззау,giran
629,schön::A,аив,xweş
630,schön::A,аив,xweşik
631,schön::A,рӕсугъд,xweş
632,schön::A,рӕсугъд,xweşik
633,heiß::A,тӕвд,kelandî
634,warm::A,хъарм,germ
635,kalt::A,уазал,sar
636,kühl::A,сатæг,jemîrî
637,kühl::A,уазалгомау,jemîrî
638,frisch::A,сатæг,ter
639,feucht::A,уымӕл,şil
640,nass::A,хуылыдз,şilek
641,trocken::A,хус,zuwa
642,voll::A,дзаг,tijî
643,voll::A,йедзаг ,tijî
644,leer::A,афтид,vala
645,offen::A,гом,vekirî
646,geschlossen::A,æхгæд,asê
647,sauber::A,сыгъдæг,pakij
648,schmutzig::A,чъиллон,lewitî
649,roh::A,хом,xav
650,reif::A,рӕгъӕд,gihaştî
651,lecker::A,хӕрзад,xweş
652,süß::A,адджын,şîrîn
653,bitter::A,судзаг,tahl
654,sauer::A,туаг,tirş
655,hell::A,рухс,ronî
656,dunkel::A,талынг,tarî
657,schwarz::A,сау,reş
658,weiß::A,урс,sipî
659,rot::A,сырх,sor
660,gelb::A,бур,zer
661,blau::A,цъӕх,şîn
662,grün::A,цъӕх,şîn
663,grün::A,кӕрдӕгхуыз,şîn
664,grau::A,цъӕх,gewr
665,grau::A,фӕныкхуыз,gewr
666,bunt::A,хъулон,rengîn
667,bunt::A,гæрæм,rengîn
668,billig::A,аслам,erzan
669,teuer::A,зынаргъ,biha
670,wertvoll::A,зынаргъ,hêja
671,wertvoll::A,зынаргъ,giranbiha
672,blind::A,куырм,kor
673,taub::A,къуырма,kerr
674,kräftig::A,домбай,gir
675,kräftig::A,домбай,xurt
676,kräftig::A,тыхджын,gir
677,kräftig::A,тыхджын,xurt
678,stark::A,тыхджын,xurt
679,schwach::A,ӕнӕбон,kesad
680,fett::A,нард,qelew
681,schlank::A,гуырвидыц,zirav
682,schlank::A,хæрзконд,zirav
683,schlank::A,рæхснæг,zirav
684,schlank::A,сагамад,zirav
685,hübsch::A,аив,xweşik
686,hübsch::A,рӕсугъд,xweşik
687,böse::A,фыдзӕрдӕ,xerab
688,böse::A,фыдзӕрдӕ,aciz
689,dumm::A,ӕдылы,gêj
690,faul::A,зивӕг,têmbêl
691,faul::A,зивӕггӕнаг,têmbêl
692,fleißig::A,æнæзивæг,jêhatî
693,fleißig::A,æнувыд,jêhatî
694,geizig::A,чъынды,destgirtî
695,geizig::A,æлгъин,destgirtî
696,geizig::A,мæрддзæст,destgirtî
697,klug::A,зондджын,baqil
698,geschickt::A,хӕрзарӕхст,zîrek
699,geschickt::A,хӕрзарӕхст,ziring
700,lieb::A,уарзон,delal
701,lustig::A,хъӕлдзӕг,kêfxweş
702,sanft::A,мынчын,nazenîn
703,hungrig::A,ӕххормаг,birçî
704,krank::A,нӕфӕразгӕ,nexweş
705,nackt::A,бӕгънӕг,rût
706,nackt::A,бӕгънӕг,tazî
707,traurig::A,ӕрхӕндӕг,xemgîn
708,lebendig::A,цардӕгас,bisaxî
709,gut::A,хорз,baş
710,schlecht::A,цауд,xerab
711,richtig::A,раст,rast
712,richtig::A,раст,saxlem
713,schlimm::A,ӕвзӕр,nebaş
714,wahr::A,ӕцӕг,rast
715,alt::A,зӕронд,pîr
716,alt::A,зӕронд,kevn
717,neu::A,ног,nû
718,ehemalig::A,раздӕры,kevnar
719,ehemalig::A,раздӕры,peşidar
720,alt[Lebewesen]::A,ацӕргӕ,pîr
721,jung::A,ӕрыгон,xort
722,arm::A,мӕгуыр,feqîr
723,arm::A,мӕгуыр,desteng
724,reich::A,хъӕздыг,dewlemend
725,bekannt::A,зонгӕ,naskirî
726,berühmt::A,номдзыд,navdar
727,fremd::A,æцæгæлон,xerîb
728,verschieden::A,æндæр æмæ æндæр,çîhê
729,verschieden::A,алы,çîhê
730,verschieden::A,алыхуызон,çîhê
731,nah::A,хӕстӕг,nêzîk
732,fern::A,дард,dûr
733,fern::A,дӕрддаг,dûr
734,linker::A,галиу,çepê
735,rechter::A,рахиз,rastê
736,anderer::A,иннӕ,yê din
737,anderer::A,ӕндӕр,yê din
738,erster::A,фыццаг,yekemîn
739,erster::A,фыццӕгӕм,yekemîn
740,zweiter::A,дыккаг,duda
741,zweiter::A,дыккæгæм,duda
742,dritter::A,æртыккаг,sisêya
743,dritter::A,æртыккæгæм,sisêya
744,letzter::A,фӕстаг,paşîn
745,allein::ADV,иунæг,tenê
746,auf einmal::ADV,уайтагъд,jar kê
747,auf einmal::ADV,æвиппайды,jar kê
748,auf einmal::ADV,æваст,jar kê
749,zusammen::ADV,иумӕ,tev
