,Concept_ID,kv,mrj
110,Küste::N,берег,сир
111,Festland::N,му,мӱлӓндӹ
112,Meer::N,море,тангыж
113,Bucht::N,курья,вӹдъял
114,Blume::N,цветок,пеледӹш
115,Gras::N,турун,шуды
116,Wurzel::N,вуж,важ
117,Baum::N,пу,пушӓнгӹ
118,Stamm::N,мыр,пушӓнгӹ тӹнг
119,Stamm::N,кер,пушӓнгӹ тӹнг
120,Rinde::N,кач,каргыж
121,Ast::N,ув,укш
122,Zweig::N,ув,укш
123,Blatt::N,лист,листӹ
124,Birke::N,кыдз,куги
125,Kiefer[Baum]::N,пожум,йӓктӹ
126,Weide[Baum]::N,бадь,уа
127,Tanne::N,кӧз,кож
128,Horn::N,сюр,шур
129,Feder::N,гӧн,пын
130,Fell::N,кучик,кавашты
131,Flügel::N,борд,шылдыр
132,Klaue::N,гыж,кӹч
133,Kralle::N,кабыр,лапа
134,Schwanz::N,бӧж,пач
135,Ei::N,кольть,мыны
136,Nest::N,поз,пӹжӓш
137,Bau::N,осьта,ыраж
138,Bau::N,нора,ыраж
139,Tier::N,зверь,во́льык
140,Herde::N,гурт,кӹтö
141,Kuh::N,мӧс,ышкал
142,Bulle::N,ӧшка,ӱшкӱж
143,Pferd::N,вӧв,имни
144,Schaf::N,баля,шарык
145,Schwein::N,порсь,сасна
146,Hund::N,пон,пи
147,Katze::N,кань,коти
148,Bär::N,ош,мöскӓ
149,Eichhörnchen::N,ур,ур
150,Elch::N,вӧр мӧс,шарды
151,Fuchs::N,руч,рӹвӹж
152,Hase::N,кӧч,морен
153,Maus::N,шыр,каля
154,Wolf::N,кӧин,пирӹ
155,Vogel::N,кай,кек
156,Schwarm::N,стая,цуца
157,Schwarm::N,чукӧр,цуца
158,Huhn::N,курӧг,цӹвӹ
159,Hahn::N,петух,ӓптӓн
160,Hahn::N,ай курӧг,ӓптӓн
161,Gans::N,дзодзог,комбы
162,Adler::N,куч,кучкыж
163,Adler::N,кутш,кучкыж
164,Ente::N,утка,лыды
165,Eule::N,тупка,тымана
166,Kranich::N,тури,тырня
167,Kranich::N,тури,тыртня
168,Krähe::N,рака,лудыгарак
169,Kuckuck::N,кӧк,куку
170,Schwan::N,юсь,йӱксӹ
171,Fisch::N,чери,кол
172,Barsch::N,ёкыш,алангы
173,Hecht::N,сирпинь,нуж
174,Hecht::N,сирпинь,нужгол
175,Schlange[Tier]::N,змей,кӹшкы
176,Wurm::N,номыр,шукш
177,Spinne::N,черань,ӓнгӹремшӹ
178,Ameise::N,кӧдзывкар,кыткы
179,Laus::N,ляпа той,ти
180,Mücke::N,ном,кужнер
181,Mücke::N,ном,кужынер
182,Fliege::N,гут,шӹнгӓ
183,Schmetterling::N,бабыв,лӹпӹ
184,Beere::N,ягӧд,мöр
185,Apfel::N,яблоко,олма
186,Pilz::N,тшак,понгы
187,Zwiebel::N,грез,охыра
188,Saat::N,кӧдзыс,нӱшмӹ
189,Saat::N,кӧдзыс,нӱшмӱ
190,Korn::N,сю,пӹрцӹ
191,Heu::N,турун,шуды
192,Schale::N,кыш,аваха
193,Schale::N,кыш,карлангы
194,Schale::N,киль,аваха
195,Schale::N,киль,карлангы
196,Grube::N,яма,йӓм
197,Falle::N,нальк,лӱдӹ
198,Falle::N,нальк,лӱдӹш
199,Falle::N,кляпча,лӱдӹ
200,Falle::N,кляпча,лӱдӹш
201,Schlinge::N,лӧч,онгы
202,Spur::N,туй,кишӓ
203,Asche::N,пӧим,ломых
204,Asche::N,пӧим,ломпыж
205,Dreck::N,нять,лявӹрӓ
206,Eisen::N,кӧрт,кӹртни
207,Gold::N,зарни,шöртни
208,Gold::N,зарни,шöртньӹ
209,Silber::N,язісь,ши
210,Kohle::N,шом,шӱ
211,Kohle::N,уголь,шӱ
212,Glas::N,стекло,охоница
213,Lehm::N,сёй,шун
214,Sand::N,лыа,ошма
215,Mensch::N,морт,эдем
216,Mann::N,мужик,пӱэргӹ
217,Frau::N,инька,ӹдӹрӓмӓш
218,Kind::N,кага,ӓзӓ
219,Kind::N,кага,шачшы
220,Junge::N,зонка,рвезӹ
221,Junge::N,зонка,ӹрвезӹ
222,Mädchen::N,нывкаок,ӹдӹрӓш
223,Familie::N,семья,йиш
224,Familie::N,семья,семня
225,Großvater::N,дед,тьоти
226,Großmutter::N,баб,папа
227,Eltern::N,ай-мам,ӓтя-ӓвӓ
228,Vater::N,ай,ӓтя
229,Mutter::N,мам,ӓвӓ
230,Sohn::N,зон,эргӹ
231,Tochter::N,ныв,ӹдӹр
232,Bruder::N,вон,ӹза
233,Schwester::N,сой,ӓкӓ
234,Onkel::N,дядь,кугуза
235,Tante::N,айӧлӧн сой,куака
236,Tante::N,ичинь,куака
237,Ehemann::N,жӧник,мары
238,Ehefrau::N,инь,вӓтӹ
239,Freude::N,гаж,ӹвӹртӹмӓш
240,Freude::N,радъялӧм,ӹвӹртӹмӓш
241,Gelächter::N,сералӧм,ваштылмаш
242,Glück::N,мичлун,пиӓл
243,Kummer::N,шог,ясы
244,Wunsch::N,мӧдӧм,охата
245,Wunsch::N,мӧдӧм,шанымаш
246,Wunsch::N,охотитӧм,охата
247,Wunsch::N,охотитӧм,шанымаш
248,Lust::N,охота,шӓр
249,Lust::N,охота,охата
250,Lust::N,охота,шанымаш
251,Geist::N,лов,тух
252,Gedanke::N,дума,шанымаш
253,Gedächtnis::N,тӧдвыв,ӓш
254,Verstand::N,вежӧр,ыш
255,Sinn::N,ылӧс,кын
256,Grund::N,мог,вир
257,Wahrheit::N,правда,тöр
258,Gespräch::N,сёрни,хытырымаш
259,Märchen::N,сказка,ямак
260,Erzählung::N,висьт,шайыштмаш
261,Nachricht::N,юӧр,увертӓрӹмӓш
262,Nachricht::N,висьталӧм,увертӓрӹмӓш
263,Neuigkeit::N,новость,увер
264,Name::N,ним,лӹм
265,Rätsel::N,загадка,тышты
266,Rede::N,сёрни,шая
267,Rede::N,сёрни,шамак
268,Sprache::N,кыв,йӹлмӹ
269,Stimme::N,голос,юк
270,Wort::N,кыв,шамак
271,Zeichen::N,пас,палӹ
272,Ruf::N,чуксӧм,сӹгӹрӹмӓш
273,Ruf::N,чукӧстӧм,сӹгӹрӹмӓш
274,Lärm::N,шум,юкланымащ
275,Laut::N,шы,юк
276,Ton::N,гор,юк
277,Lied::N,сьыланкыв,мыры
278,Ruhe::N,спокой,тыр
279,Leute::N,йӧз,эдемвлӓ
280,Volk::N,йӧз,халык
281,Volk::N,народ,халык
282,Arbeit::N,удж,пӓшӓ
283,Gast::N,гӧсь,хына
284,Geschenk::N,гӧснеч,подарка
285,Geschenk::N,подарок,подарка
286,Spiel::N,орсӧм,мадыш
287,Gesellschaft::N,компания,йӓл
288,Gesellschaft::N,компания,йӓлвлӓ
289,Hilfe::N,отсӧт,палшык
290,Freund::N,модз,тӓнг
291,Freund::N,дружок,тӓнг
292,Kamerad::N,тӧдса,тос
293,Angelegenheit::N,дело,дела
294,Angelegenheit::N,дело,йела
295,Angelegenheit::N,дело,йыла
296,Angelegenheit::N,дело,пӓшӓ
297,Anzahl::N,лыд,шот
298,Art::N,пӧлӧс,цӹре
299,Stück::N,тор,лаштык
300,Teil::N,юкӧм,пай
301,Teil::N,юкӧм,часть
302,Hälfte::N,джын,пел
303,Kreis::N,круг,тӹртӹш
304,Kreuz::N,перна,крестӹ
305,Linie::N,визь,
306,Strich::N,кырӧв,
307,Abstand::N,колас,ло
308,Entfernung::N,ылына,ло
309,Gegend::N,места,вӓр
310,Platz::N,места,вӓр
311,Ort::N,места,вӓр
312,Seite::N,ладор,öрдӹж
313,Mitte::N,шӧр,ло
314,Gegenstand::N,тор,хӓдӹр
315,Sache::N,тор,хӓдӹр
316,Rand::N,дор,шöр
317,Kante::N,ордлы,шöр
318,Ecke::N,пельӧс,лык
319,Spitze::N,йыв,вуй
320,Ende::N,йыв,вуй
321,Ende::N,йыв,мычаш
322,Loch::N,осьта,ыраж
323,Winkel::N,пельӧс,лык
324,Muster::N,сер,тӹрлец
325,Größe::N,ыжда,кӱкшӹц
326,Länge::N,кузя,кыт
327,Höhe::N,сувда,кӱкшӹц
328,Höhe::N,вылына,кӱкшӹц
329,Gewicht::N,сьӧкта,нелӹц
330,Haufen::N,куча,ара
331,Reihe::N,лёдз,ряд
332,Boot::N,пыж,пыш
333,Ruder::N,пелыс,вешлӓ
334,Schlitten::N,додь,тир
335,Ski::N,лямпа,ечӹ
336,Lagerfeuer::N,бипур,тыл
337,Last::N,тягота,нелӹц
338,Gang::N,мунӧм,ход
339,Schritt::N,вожмӧв,ашкыл
340,Norden::N,ой,йыдпелвел
341,Süden::N,лун,кечӹвӓлвел
342,Westen::N,рытвыв,кечӹ шӹцмӹ
343,Osten::N,асыв,ирвел
344,Osten::N,асыв,кечӹ лӱлтмӹ
345,Holz::N,пу,пушӓнгӹ
346,Brett::N,пӧв,ханга
347,Platte::N,плита,плитӓ
348,Stütze::N,пика,цӓрӓк
349,Stange::N,зор,равы
350,Stange::N,зор,намаш
351,Stange::N,потш,равы
352,Stange::N,потш,намаш
353,Stock::N,бедь,панды
354,Stab::N,шест,равы
355,Rohr::N,труба,пыч
356,Haus::N,керку,пöрт
357,Heim::N,керку,пöрт
358,Ofen::N,пӧжавны,камака
359,Fußboden::N,джодж,седӹрӓ
360,Tisch::N,пызан,стöл
361,Stuhl::N,стул,пöкен
362,Wiege::N,зыбка,шипкӓ
363,Bett::N,кровать,койка
364,Bett::N,кровать,кравать
365,Regal::N,джадж,полицӓ
366,Kiste::N,ящик,шӱ́ндӹк
367,Fenster::N,ӧшын,окня
368,Tür::N,ыбӧс,амаса
369,Tor::N,ворота,хапка
370,Zaun::N,забор,забор
371,Dach::N,крыша,левӓш
372,Leiter::N,лиснич,ташкалтыш
373,Besen::N,рос,сало
374,Besen::N,рос,салко
375,Spaten::N,зыр,кольмы
376,Schaufel::N,зыр,лоток
377,Gabel::N,вила,ви́лка
378,Löffel::N,пань,савала
379,Messer::N,пурт,кӹзӹ
380,Nagel::N,кӧрттув,пыда
381,Netz::N,кыйӧт,вӓпш
382,Haken::N,ем,крӱк
383,Haken::N,ем,кагак
384,Griff::N,пу,кычем
385,Schloss::N,замок,замок
386,Schloss::N,замок,сыравач
387,Bild::N,картина,картин
388,Figur::N,мыгӧр,кӓн
389,Puppe::N,акань,поханя
390,Beutel::N,мешӧк,мешӓк
391,Bündel::N,нин,топ
392,Bündel::N,нин,пидӹш
393,Bündel::N,нин,кӹлдӹш
394,Tasche::N,сумка,сумкы
395,Eimer::N,ведра,ведӹрӓ
396,Deckel::N,вевт,комдыш
397,Geschirr::N,доз,ӓтӹ
398,Geschirr::N,бекӧрпань,ӓтӹ
399,Sack::N,мешӧк,мешӓк
400,Tasse::N,бекӧр,цӓшкӓ
401,Topf::N,кастрюля,ми́ска
402,Kessel::N,пӧрт,пад
403,Essen::N,сёйӧм,качкыш
404,Essen::N,сёйӧм,качкыш-йӱш
405,Nahrung::N,вердан,качкыш
406,Nahrung::N,вердан,качкыш-йӱш
407,Speise::N,сёян,няня
408,Fleisch::N,яй,пай
409,Getreide::N,сю,киндӹ
410,Brei::N,каша,шӹрӓш
411,Brot::N,нянь,сыкыр
412,Scheibe::N,шӧрӧм,ламыт
413,Scheibe::N,шӧрӧм,лаштык
414,Fett::N,гос,кая
415,Butter::N,ви,ӱ
416,Öl::N,ви,ӱ
417,Salz::N,сов,санзал
418,Suppe::N,шыд,лем
419,Honig::N,ма,мӱ
420,Milch::N,йӧв,шӹшер
421,Tee::N,чай,чӓй
422,Leder::N,кучик,шарга
423,Leder::N,кучик,кавашты
424,Wolle::N,гӧн,миж
425,Stoff::N,дӧра,матер
426,Stoff::N,дӧра,матери
427,Nadel::N,ем,им
428,Faden::N,сунис,шӹртӹ
429,Knopf::N,кизь,полдыш
430,Knoten::N,узӧв,пӱкшем
431,Knoten::N,гӧрӧд,пӱкшем
432,Farbe::N,краска,чиӓ
433,Farbe::N,краска,крӓскӓ
434,Kleidung::N,паськӧм,выргем
435,Hemd::N,йӧрнӧс,тыгыр
436,Kragen::N,воротник,шӱ
437,Ärmel::N,сос,шокш
438,Hose::N,вешьян,ялаш
439,Gürtel::N,йи,ӹштӹ
440,Mütze::N,шапка,упш
441,Schuh::N,ботинки,ту́фльы
442,Stiefel::N,сапог,кем
443,Ring::N,чунькытш,шӓргӓш
444,Band::N,ленточка,лемтӓ
445,Kamm::N,сынан,шерге
446,Spiegel::N,зеркало,тӹгӹр
447,Riemen::N,ремень,прӓжӓ
448,Schnur::N,гез,кӓндӹра
449,Leine::N,повод,керем
450,Decke::N,одеяло,одеял
451,Kissen::N,подушка,кӹпцӹк
452,Tuch::N,чышьян,савыц
453,Handtuch::N,чышкӧт,шӹргӹсавыц
454,Handtuch::N,чышкӧт,шӹргӹмсавыц
455,Kraft::N,прак,ви
456,Stärke::N,вын,ви
457,Gesundheit::N,здоровье,шу
458,Gesundheit::N,здоровье,шулык
459,Krankheit::N,шог,мыж
460,Schmerz::N,зубыт,карштыш
461,Wunde::N,рана,шушыр
462,Fieber::N,лёк тресся,ӱштӹмыж
463,Fieber::N,кынтан шогӧт,ӱштӹмыж
464,Arznei::N,лекарство,лекӓрцӹ
465,Brücke::N,пос,кӹвер
466,Brunnen::N,колодец ,вӹдсӹнзӓ
467,Weide::N,пода йирсян,ныр
468,Pfad::N,туй,ялгорны
469,Weg::N,туй,корны
470,Straße::N,туй,корны
471,Dorf::N,деревня,сола
472,Stadt::N,город,города
473,Brief::N,гижӧт,сирмӓш
474,Buch::N,книга,книгӓ
475,Buchstabe::N,буква,буква́
476,Zeitung::N,газета,газет
477,Zeitung::N,газета,кайзет
478,Leben::N,олан,житя
479,Tod::N,кулӧм,смöрт
480,Grab::N,гу,шӹгер
481,Grab::N,гу,мыгилӓ
482,Grab::N,гу,шӹгерлӓ
483,Kirche::N,вичку,церкӹ
484,Sünde::N,грек,сулык
485,Gott::N,ен,йымы
486,Arbeiter::N,уджалiсь,пӓшӓзӹ
487,Chef::N,начальник,вуй
488,Meister::N,мастер,мастар
489,Arzt::N,врач,доктор
490,Lehrer::N,велӧтісь,тымдышы
491,Geld::N,деньга,окса
492,Geschäft::N,удж,торге́йӹмӓш
493,Laden::N,магазин,лапка
494,Laden::N,магазин,магазин
495,Preis::N,дон,ӓк
496,Ware::N,товар,товар
497,Nutzen::N,путь,пайда
498,Reichtum::N,богатство,перке
499,Welt::N,му,сӓндӓлӹк
500,Welt::N,му,свет
501,Land::N,страна,сӓндӓлӹк
502,Staat::N,государство,кугижӓншӹ
503,König::N,кан,король
504,Macht::N,власть,власть
505,Grenze::N,граница,пӹсмӓн
506,Krieg::N,война,вырсы
507,Feind::N,враг,тышман
508,Kampf::N,нярасьӧм,кредӓлмӓш
509,Kampf::N,вермасьӧм,кредӓлмӓш
510,Bogen[Waffe]::N,лук,янгеж
511,Pfeil::N,ньӧв,пикш
512,Gewehr::N,ружьё,пичӓл
513,Fehler::N,ошибка,самынь
514,Lüge::N,ылӧтӧм,шая
515,Lüge::N,пӧрьялӧм,шая
516,Schaden::N,лёк,вре́дӓ
517,Unglück::N,пик,пёда
518,Unglück::N,пик,тымаша
519,Unglück::N,оказзё,пёда
520,Unglück::N,оказзё,тымаша
521,Schuld::N,вина,вуйнамат
522,Schluss::N,ком,пӹтӓртӹш
523,Zeit::N,кад,веремӓ
524,Tag::N,лун,кечӹ
525,Morgen::N,асыв,ир
526,Morgen::N,асыв,ирок
527,Mittag::N,луншӧр кад,кечӹвӓл
528,Abend::N,рыт,вады
529,Nacht::N,ой,йыд
530,Woche::N,неделя,ӓрня
531,Monat::N,тӧлicь,тӹ́лзӹ
532,Jahr::N,год,год
533,Frühling::N,тулыс,шошым
534,Sommer::N,гожум,кӓнгӹж
535,Herbst::N,ар,шӹжӹ
536,Winter::N,тӧв,тел
537,Winter::N,тӧв,телӹ
538,Januar::N,январ,январ
539,Januar::N,январ,январь
540,Februar::N,февраль,февраль
541,März::N,март,март
542,April::N,апрель,апрель
543,Mai::N,май,май
544,Juni::N,юнь,июнь
545,Juli::N,юль,июль
546,August::N,август,август
547,September::N,сентяб,сентябрь
548,Oktober::N,октяб,октябрь
549,November::N,нояб,ноябрь
550,Dezember::N,декаб,декавыр
551,Montag::N,вильлун,шачмы
552,Dienstag::N,мӧдӧдзлун,кышкыжмы
553,Mittwoch::N,шӧрлун,вӹрчегӹ
554,Donnerstag::N,нёльӧдзлун,изӓрня
555,Freitag::N,витӧдзлун,когарня
556,Samstag::N,пывсянлун,кукшыгечӹ
557,Sonntag::N,кресення,рушӓрня
558,groß::A,ыджыт,кого
559,klein::A,учӧтик,изи
560,lang::A,кузь,кужы
561,kurz::A,дженыт,кӹтӹк
562,breit::A,ота,кымда
563,schmal::A,векнит,ӓнгӹсӹр
564,dicht::A,тшӧк,шӹре
565,dick[Gegenstand]::A,кыз,кӹжгӹ
566,dünn::A,вӧснит,вӹцкӹж
567,fein::A,вӧснит,пыльга
568,fest::A,крепыт,цаткыды
569,flach::A,лапкӧса,тӓлякӓ
570,glatt::A,волькыт,ягылгы
571,hart::A,чӧрыт,пингӹдӹ
572,weich::A,небыт,пышкыды
573,rund::A,гӧгрӧса,тӹртӹш
574,spitz::A,ёся,кашар
575,scharf::A,лэчыт,кашар
576,stumpf::A,ныж,нӹшкӹ
577,schwer::A,сьӧкыт,нелӹ
578,schön::A,басӧк,цевер
579,schön::A,басӧк,олмыдшы
580,heiß::A,жар,шокшы
581,warm::A,шоныт,шокшы
582,kalt::A,кӧдзыт,ӱштӹ
583,kühl::A,сайкыт,юалгы
584,kühl::A,сайкыт,йонгата
585,frisch::A,виль,йонгата
586,feucht::A,вакодь,ӹлӹкшӹ
587,feucht::A,вакодь,вӹдӹжгӹ
588,nass::A,ва,начкы
589,trocken::A,кӧс,кукшы
590,voll::A,тыра,темшӹ
591,voll::A,тыра,темыман
592,leer::A,тыртӧм,йӓрӓ
593,offen::A,оссьӧм,виш
594,geschlossen::A,игана,чӱчмӹ
595,geschlossen::A,игана,тӹкӹлӓлтшӹ
596,geschlossen::A,пӧдана,чӱчмӹ
597,geschlossen::A,пӧдана,тӹкӹлӓлтшӹ
598,sauber::A,сӧдз,ире
599,sauber::A,сӧстӧм,ире
600,schmutzig::A,нятьӧсь,шоран
601,schmutzig::A,нятьӧсь,лявӹрӓн
602,schmutzig::A,нятьӧсь,шорангшы
603,roh::A,путӧм,пеле кӱшӹ
604,reif::A,кисьмалӧм,кӱшӹ
605,lecker::A,кӧра ,тотан
606,süß::A,чӧскыт,мӱӓн
607,bitter::A,курыт,качы
608,sauer::A,шӧма ,шапы
609,hell::A,югыт,соты
610,hell::A,югыт,валгыды
611,dunkel::A,пемыт,пӹц
612,dunkel::A,пемыт,пӹцкемӹш
613,schwarz::A,сьӧд,шим
614,weiß::A,чочком,ош
615,weiß::A,чочком,ошы
616,rot::A,гӧрд,якшаргы
617,gelb::A,веж,сар
618,gelb::A,веж,сары
619,blau::A,лӧз,симсӹ
620,grün::A,веж,ыжар
621,grau::A,руд,луды
622,grau::A,бусӧй,луды
623,bunt::A,быдрӧма,ала
624,billig::A,донтӧм,шулдаш
625,teuer::A,дона,шергӹ
626,teuer::A,дона,шергӓкӓн
627,wertvoll::A,дона,ӓкӓн
628,blind::A,синтӧм,слöпöй
629,blind::A,синтӧм,сльöпöй
630,taub::A,пельтӧм,тӱтӱк
631,kräftig::A,вына,виӓн
632,stark::A,вына,виӓн
633,schwach::A,некодя,шава
634,schwach::A,некодя,лӹпкӓ
635,schwach::A,некодя,слабка
636,fett::A,госа,таза
637,schlank::A,статя,яштака
638,hübsch::A,басӧк,сӹлнӹ
639,hübsch::A,басӧк,олмыдшы
640,böse::A,лёк,шӹдӓн
641,dumm::A,бӧбӧв,окмак
642,dumm::A,вежӧртӧм,окмак
643,faul::A,дыш,ялахай
644,fleißig::A,уджалicь,пӓшам яратышы
645,geizig::A,жикмӧра,шык
646,geizig::A,горшаліcь,шык
647,klug::A,авья,ышан
648,klug::A,вежӧра,ышан
649,geschickt::A,кипода,мастар
650,lieb::A,муса,тыри
651,lieb::A,дзулиньӧй,тыри
652,lustig::A,гажа,мындыр
653,lustig::A,гажа,сусу
654,sanft::A,лебезнӧй,йӹвӹжӓ
655,hungrig::A,тшыг,шужышы
656,krank::A,шогалiсь,церлӹ
657,krank::A,шогалiсь,хворой
658,nackt::A,куш,цӓрӓ
659,traurig::A,жугыль,сы́лыкан
660,traurig::A,жугыль,кымы́лдымы
661,lebendig::A,ловья,живой
662,gut::A,бур,яжо
663,schlecht::A,умӧль,уда
664,schlecht::A,умӧль,худа
665,schlimm::A,нештӧм,йӹрнык
666,alt::A,важ,шонгы
667,neu::A,виль,у
668,ehemalig::A,вӧвлӧм,тошты
669,alt[Lebewesen]::A,года,ӹлалшӹ
670,alt[Lebewesen]::A,годдэза,ӹлалшӹ
671,jung::A,том,нöргӹ
672,jung::A,том,молода
673,arm::A,гов,укеӓн
674,arm::A,беднӧй,укеӓн
675,reich::A,эма,паян
676,reich::A,эма,пурлыкан
677,bekannt::A,тӧдса,палӹмӹ
678,fremd::A,чужӧй,эдемӹн
679,verschieden::A,быдкодь,тӹрлӹ
680,nah::A,матiсь,лишӹл
681,fern::A,ылicь,мӹндӹр
682,linker::A,шульга,шалахай
683,rechter::A,веськытланись,вургамла
684,anderer::A,мукӧд,вес
685,anderer::A,мукӧд,весӹ
686,erster::A,медодзза,икшӹ
687,erster::A,медодзза,икӹмшӹ
688,zweiter::A,кыкӧт,кокшы
689,dritter::A,куимӧт,кымшы
690,dritter::A,куимӧдз,кымшы
691,letzter::A,бӧрья,остатка
692,letzter::A,мёдбӧрья,остатка
693,auf einmal::ADV,тшӧтш,тöрöк
694,zusammen::ADV,ӧтлаын,икараш
695,zusammen::ADV,ӧтлаын,цымырын
696,lange::ADV,дыр,кужын
697,plötzlich::ADV,друг,трӱк
698,sofort::ADV,тшӧтш,полт
699,sofort::ADV,тшӧтш,тöрöк
700,sofort::ADV,тшӧтш,тӹшӓкок
701,später::ADV,медбӧрын,вара
702,jetzt::ADV,ӧні,
703,heute::ADV,талун,тагачы
704,morgen::ADV,ашын,иргод
705,morgen::ADV,ашын,иргодым
706,bald::ADV,чожа,чӹнь
707,bald::ADV,чожа,вӓшке
708,bald::ADV,чожа,выртышты
709,dann::ADV,сыбӧрын,пакыла
710,gestern::ADV,тӧн,тенгечӹ
711,einst::ADV,ӧтпыр,икӓнӓ
712,damals::ADV,сэк,тӹнӓм
713,damals::ADV,сэки,тӹнӓм
714,danach::ADV,сэсся,пакыла
715,vorher::ADV,одзжык,перви
716,zuerst::ADV,наперво,андак
717,einmal::ADV,ӧтпыр,гӓнӓк
718,einmal::ADV,ӧтпыр,гӓнӓ
719,manchmal::ADV,мукӧдпыр,кынамжы
720,oft::ADV,-лы-,чӹчкӹдӹн
721,immer::ADV,быдпыр,со
722,immer::ADV,быдпыр,соок
723,immer::ADV,быдпырся,со
724,immer::ADV,быдпырся,соок
725,niemals::ADV,некӧр,нинам
726,niemals::ADV,некӧр,нигынам
727,niemals::ADV,некӧр,нигынамат
728,hier::ADV,татӧн,тиштӹ
729,hierhin::ADV,татчӧ,тишкӹ
730,von hier::ADV,тасянь,тишец
731,von hier::ADV,тасянь,тишецӹн
732,dort::ADV,сэтӧн,тӹштӹ
733,dorthin::ADV,сэтчин,тӹшкӹ
734,dorthin::ADV,сэтчин,тӹшкӹлӓ
735,geradeaus::ADV,веськыта,вик
736,geradeaus::ADV,веськыта,тура
737,vorwärts::ADV,одзӧ,анзыкы
