,Concept_ID,ab,hr
1423,besitzen::V,амазаара,imati
1424,besitzen::V,амазаара,posjedovati
1425,kaufen::V,Аахəара,kupiti
1426,verkaufen::V,аҭира,prodati
1427,verkaufen::V,аҭира,raspačati
1428,bezahlen::V,ахҭынҵара,platiti
1429,bezahlen::V,ашəара,platiti
1430,zahlen::V,ашəара,plaćati
1431,ertragen::V,ачҳара,trpjeti
1432,ertragen::V,ачҳара,podnijeti
1433,Moor::N,,močvara
1434,Kralle::N,,pandža
1435,Schwarm::N,,roj
1436,Schwarm::N,,jato
1437,Sache::N,,posao
1438,Menge::N,,mnoštvo
1439,Menge::N,,količina
1440,Essen::N,,obrok
1441,Geschäft::N,,posao
1442,Geschäft::N,,trgovina
1443,Monat::N,,mjesec
1444,Jahr::N,,godina
1445,dünn::A,,tanak
1446,roh::A,,sirov
1447,durch::PRP,,po
1448,durch::PRP,,kroz
1449,was::FPRN,,što
1450,rauschen::V,,šumiti
1451,rauschen::V,,šuškati
1452,zu sehen sein::V,,biti vidljiv
1453,wenden::V,,obrnuti
1454,ergreifen::V,,uhvatiti
1455,ergreifen::V,,prihvatiti
1456,bewahren::V,,sačuvati
1457,wünschen::V,,željeti
1458,wiegen::V,,njihati
1459,wiegen::V,,ljuljati
1460,treten::V,,šutnuti
1461,kehren::V,,mesti
1462,malen::V,,slikati
1463,zeichnen::V,,crtati
1464,schreiben::V,,pisati
1465,beherrschen::V,,vladati
1466,beherrschen::V,,gospodariti
