,Concept_ID,hu,uz
84,Wolke::N,felhő,bulut
85,Regen::N,eső,yomg'ir
86,Schnee::N,hó,qor
87,Eis::N,jég,muz
88,Frost::N,fagy,ajoz
89,Kälte::N,hideg,ajoz
90,Hitze::N,hő,issiq
91,Hitze::N,hőség,issiq
92,Raureif::N,zúzmara,qirov
93,Regenbogen::N,szivárvány,kamalak
94,Donner::N,dörgés,guldur
95,Donner::N,mennydörgés,guldur
96,Strömung::N,áramlat,oqim
97,Tropfen::N,csepp,tomchi
98,Schaum::N,hab,ko'pik
99,Schaum::N,tajték,ko'pik
100,Schmutz::N,piszok,gard
101,See::N,tó,ko'l
102,Sumpf::N,mocsár,botqoq
103,Moor::N,láp,qir-adir
104,Wiese::N,rét,o'tzor
105,Wiese::N,mező,o'tzor
106,Wald::N,erdő,o'rmon
107,Hügel::N,domb,tepa
108,Anhöhe::N,magaslat,adir
109,Berg::N,hegy,tog'
110,Gipfel::N,csúcs,cho'qqi
111,Höhle::N,barlang,kavak
112,Abhang::N,lejtő,to'sh
113,Quelle::N,forrás,buloq
114,Bach::N,patak,o'zan
115,Fluss::N,folyó,daryo
116,Ufer::N,part,sohil
117,Küste::N,tengerpart,qirg'oq
118,Festland::N,szárazföld,materik
119,Meer::N,tenger,dengiz
120,Bucht::N,öböl,qo'ltiq
121,Insel::N,sziget,orol
122,Blume::N,virág,gul
123,Gras::N,fű,sabza
124,Wurzel::N,gyökér,tub
125,Wurzel::N,gyökér,tomir
126,Baum::N,fa,daraxt
127,Stamm::N,tő,o'simta
128,Stamm::N,törzs,o'simta
129,Rinde::N,kéreg,qobiq
130,Ast::N,ág,shox
131,Zweig::N,gally,butoq
132,Blatt::N,levél,barg
133,Birke::N,nyír,qayin
134,Kiefer[Baum]::N,fenyő,qarag'ay
135,Weide[Baum]::N,fűz,shum
136,Tanne::N,fenyő,archa
137,Horn::N,szarv,mugiz
138,Feder::N,toll,par
139,Fell::N,szőr,mo'yna
140,Fell::N,bunda,mo'yna
141,Flügel::N,szárny,qanot
142,Klaue::N,köröm,tirnoq
143,Kralle::N,karom,tirnoq
144,Schwanz::N,farok,quyruq
145,Ei::N,tojás,tuxum
146,Nest::N,fészek,oshyon
147,Bau::N,odú,o'pqon
148,Tier::N,állat,hayvon
149,Herde::N,nyáj,gala
150,Herde::N,csorda,gala
151,Kuh::N,tehén,inak
152,Bulle::N,bika,ho'kiz
153,Pferd::N,ló,ot
154,Schaf::N,juh,qo'y
155,Schaf::N,birka,qo'y
156,Schwein::N,sertés,cho'chqa
157,Hund::N,eb,it
158,Hund::N,kutya,it
159,Katze::N,macska,mushuk
160,Bär::N,medve,ayiq
161,Eichhörnchen::N,mókus,tiyin
162,Elch::N,jávorszarvas,los
163,Fuchs::N,róka,tulki
164,Hase::N,nyúl,kuyon
165,Maus::N,egér,sichqon
166,Wolf::N,farkas,bo'ri
167,Vogel::N,madár,qush
168,Schwarm::N,raj,to'da
169,Huhn::N,tyúk,tovuq
170,Hahn::N,kakas,xo'roz
171,Gans::N,lúd,g'oz
172,Gans::N,liba,g'oz
173,Adler::N,sas,burgut
174,Ente::N,kacsa,o'rdak
175,Eule::N,bagoly,boyo'g'li
176,Kranich::N,daru,turna
177,Krähe::N,varjú,qarg'a
178,Kuckuck::N,kakukk,kakku
179,Schwan::N,hattyú,oqkush
180,Fisch::N,hal,baliq
181,Barsch::N,sügér,olabug'a
182,Hecht::N,csuka,cho'rtan
183,Schlange[Tier]::N,kígyó,ilon
184,Wurm::N,kukac,qurt
185,Spinne::N,pók,o'rgimchak
186,Ameise::N,hangya,chumoli
187,Laus::N,tetű,bit
188,Mücke::N,szúnyog,chivin
189,Fliege::N,légy,pashsha
190,Schmetterling::N,lepke,kapalak
191,Schmetterling::N,pillangó,kapalak
192,Beere::N,bogyó,meva
193,Apfel::N,alma,olma
194,Pilz::N,gomba,qo'ziqorin
195,Zwiebel::N,hagyma,piyoz
196,Saat::N,vetőmag,äkin
197,Korn::N,mag,zarra
198,Korn::N,szem,zarra
199,Heu::N,széna,xashak
200,Schale::N,héj,po'choq
201,Grube::N,verem,co'ra
202,Falle::N,csapda,qopqon
203,Schlinge::N,tőr,sirtmoq
204,Spur::N,nyom,iz
205,Asche::N,hamu,kul
206,Dreck::N,sár,kir
207,Dreck::N,piszok,kir
208,Eisen::N,vas,temir
209,Gold::N,arany,tilla
210,Silber::N,ezüst,kumush
211,Kohle::N,szén,ko'mir
212,Glas::N,üveg,oyna
213,Lehm::N,agyag,loy
214,Lehm::N,vályog,loy
215,Sand::N,homok,qum
216,Mensch::N,ember,odam
217,Mann::N,úr,ärkak
218,Mann::N,férfi,ärkak
219,Frau::N,nő,ayol
220,Frau::N,asszony,ayol
221,Kind::N,gyerek,bola
222,Kind::N,gyerek,kichkintoy
223,Kind::N,gyermek,bola
224,Kind::N,gyermek,kichkintoy
225,Junge::N,fiú,bola
226,Mädchen::N,lány,qiz
227,Familie::N,család,oila
228,Großvater::N,nagyapa,buva
229,Großvater::N,nagyapa,katta ota
230,Großmutter::N,nagyanya,buvi
231,Großmutter::N,nagyanya,katta oyi
232,Eltern::N,szülők,ota-ona
233,Vater::N,apa,ota
234,Vater::N,atya,ota
235,Mutter::N,anya,ona
236,Sohn::N,fiú,o'g'il
237,Tochter::N,lány,qiz
238,Bruder::N,fivér,og'a
239,Bruder::N,fivér,uka
240,Bruder::N,testvér,og'a
241,Bruder::N,testvér,uka
242,Schwester::N,nővér,opa
243,Schwester::N,nővér,singil
244,Schwester::N,lánytestvér,opa
245,Schwester::N,lánytestvér,singil
246,Onkel::N,nagybácsi,amaki
247,Tante::N,nagynéni,amma
248,Tante::N,nagynéni,xola
249,Ehemann::N,férj,är
250,Ehefrau::N,feleség,rafiqa
251,Freude::N,öröm,ayish
252,Gelächter::N,nevetés,kulgi
253,Gelächter::N,hahotázás,kulgi
254,Glück::N,boldogság,saodat
255,Kummer::N,bánat,g'am
256,Wunsch::N,óhaj,orzu
257,Lust::N,kedv,rag'bat
258,Geist::N,elme,ruh
259,Geist::N,szellem,ruh
260,Gedanke::N,gondolat,fikr
261,Gedächtnis::N,emlékezet,äs
262,Verstand::N,ész,aql
263,Verstand::N,értelem,aql
264,Sinn::N,értelem,ma'ni
265,Grund::N,ok,sabab
266,Grund::N,alap,sabab
267,Wahrheit::N,igaz,haq
268,Wahrheit::N,igazság,haq
269,Gespräch::N,beszélgetés,gap
270,Märchen::N,mese,ärtak
271,Erzählung::N,elbeszélés,rivoyat
272,Nachricht::N,hír,xabar
273,Nachricht::N,híradás,xabar
274,Neuigkeit::N,újság,yangilik
275,Name::N,név,ot
276,Rätsel::N,rejtvény,topishmoq
277,Rede::N,beszéd,nutq
278,Rede::N,szónoklat,nutq
279,Sprache::N,nyelv,til
280,Stimme::N,hang,ovoz
281,Wort::N,szó,so'z
282,Zeichen::N,jel,alomat
283,Ruf::N,kiáltás,chaqiriq
284,Lärm::N,zaj,taraq
285,Laut::N,hang,tovush
286,Ton::N,hang,un
287,Lied::N,dal,ashula
288,Lied::N,ének,ashula
289,Ruhe::N,csend,tinchlik
290,Ruhe::N,nyugalom,tinchlik
291,Leute::N,emberek,xaloyiq
292,Volk::N,nép,xalq
293,Arbeit::N,dolog,ish
294,Gast::N,vendég,mehmon
295,Geschenk::N,ajándék,hadya
296,Spiel::N,játék,o'yin
297,Gesellschaft::N,társaság,jamiyat
298,Hilfe::N,segítség,yordam
299,Freund::N,barát,do'st
300,Kamerad::N,társ,yo'ldosh
301,Angelegenheit::N,ügy,daxl
302,Anzahl::N,szám,son
303,Art::N,faj,tur
304,Art::N,fajta,tur
305,Stück::N,darab,parcha
306,Teil::N,rész,bo'lak
307,Hälfte::N,fél,yarim
308,Kreis::N,kör,aylana
309,Kreuz::N,kereszt,xoch
310,Linie::N,vonal,liniya
311,Strich::N,vonás,chiziq
312,Abstand::N,köz,oralik
313,Entfernung::N,távolság,uzoqlik
314,Gegend::N,táj,yer
315,Gegend::N,vidék,yer
316,Platz::N,hely,oralig
317,Ort::N,hely,joy
318,Seite::N,fél,yon
319,Seite::N,oldal,yon
320,Mitte::N,közép,o'rta
321,Gegenstand::N,tárgy,ashyo
322,Sache::N,dolog,buyum
323,Rand::N,szél,chek
324,Rand::N,perem,chek
325,Rand::N,szegély,chek
326,Kante::N,él,tig'
327,Ecke::N,sarok,burchak
328,Ecke::N,szöglet,burchak
329,Spitze::N,csúcs,uch
330,Ende::N,vég,oxir
331,Loch::N,lyuk,teshik
332,Winkel::N,szög,go'sha
333,Muster::N,minta,nusha
334,Größe::N,nagyság,kattalik
335,Länge::N,hossz,uzunlik
336,Länge::N,hosszúság,uzunlik
337,Höhe::N,magasság,yuksaklik
338,Gewicht::N,súly,solmoq
339,Menge::N,sokaság,miqdor
340,Menge::N,mennyiség,miqdor
341,Haufen::N,halom,uyum
342,Reihe::N,sor,saf
343,Boot::N,csónak,qayiq
344,Ruder::N,evező,äshkak
345,Schlitten::N,szánkó,chana
346,Ski::N,sí,chang'i
347,Lagerfeuer::N,tábortűz,gulxan
348,Last::N,teher,yuk
349,Gang::N,járás,yurish
350,Schritt::N,lépés,qadam
351,Norden::N,észak,shimol
352,Süden::N,dél,janub
353,Westen::N,nyugat,g'arb
354,Osten::N,kelet,sharq
355,Holz::N,fa,yog'och
356,Brett::N,deszka,taxta
357,Platte::N,lap,tabaqa
358,Platte::N,lemez,tabaqa
359,Stütze::N,támasz,tayanchi
360,Stütze::N,támaszték,tayanchi
361,Stange::N,rúd,qo'noq
362,Stange::N,pózna,qo'noq
363,Stock::N,pálca,tayoq
364,Stab::N,bot,gavron
365,Rohr::N,cső,tarnov
366,Haus::N,ház,uy
367,Heim::N,otthon,makon
368,Ofen::N,kályha,pechka
369,Fußboden::N,padló,pol
370,Tisch::N,asztal,mosa
371,Stuhl::N,szék,o'rindiq
372,Wiege::N,bölcső,beshik
373,Bett::N,ágy,yotoq
374,Regal::N,polc,tokcha
375,Regal::N,állvány,tokcha
376,Kiste::N,láda,sandiq
377,Fenster::N,ablak,deraza
378,Tür::N,ajtó,äshik
379,Tor::N,kapu,darvoza
380,Zaun::N,kerítés,panjara
381,Dach::N,tető,tom
382,Leiter::N,létra,narvon
383,Besen::N,seprű,supurgi
384,Spaten::N,ásó,bel
385,Schaufel::N,lapát,kurak
386,Gabel::N,villa,bilka
387,Löffel::N,kanál,qoshiq
388,Messer::N,kés,pichoq
389,Nagel::N,szeg,mix
390,Netz::N,háló,to'r
391,Haken::N,kampó,ilgak
392,Griff::N,nyél,sop
393,Griff::N,nyél,tutqich
394,Griff::N,fogantyú,sop
395,Griff::N,fogantyú,tutqich
396,Schloss::N,zár,qulf
397,Bild::N,kép,rasm
398,Figur::N,alak,shakl
399,Puppe::N,bábu,ko'g'irchoq
400,Beutel::N,zacskó,to'rva
401,Bündel::N,köteg,bog'lam
402,Tasche::N,táska,kissa
403,Eimer::N,vödör,chelak
404,Deckel::N,fedő,qopqoq
405,Deckel::N,fedél,qopqoq
406,Geschirr::N,edény,idish
407,Sack::N,zsák,qop
408,Tasse::N,csésze,piyola
409,Topf::N,fazék,tuvak
410,Kessel::N,üst,qozon
411,Kessel::N,bogrács,qozon
412,Essen::N,evés,tomoq
413,Essen::N,étkezés,tomoq
414,Nahrung::N,ennivaló,emak
415,Speise::N,étel,taom
416,Fleisch::N,hús,go'sht
417,Getreide::N,gabona,g'alla
418,Brei::N,pép,bo'tqa
419,Brei::N,kása,bo'tqa
420,Brot::N,kenyér,non
421,Scheibe::N,szelet,disk
422,Fett::N,háj,moy
423,Fett::N,zsír,moy
424,Butter::N,vaj,yog'
425,Öl::N,olaj,moy
426,Salz::N,só,tuz
427,Suppe::N,leves,sho'rva
428,Honig::N,méz,asal
429,Milch::N,tej,sut
430,Tee::N,tea,choy
431,Leder::N,bőr,charm
432,Wolle::N,gyapjú,jun
433,Stoff::N,szövet,mato
434,Nadel::N,tű,igna
435,Faden::N,fonál,ip
436,Knopf::N,gomb,tugma
437,Knoten::N,csomó,tugun
438,Farbe::N,szín,bo'yok
439,Farbe::N,festék,bo'yok
440,Kleidung::N,ruha,kiyim
441,Kleidung::N,ruházat,kiyim
442,Hemd::N,ing,ko'ylak
443,Kragen::N,gallér,yoqa
444,Ärmel::N,ujj,yeng
445,Hose::N,gatya,shim
446,Hose::N,nadrág,shim
447,Gürtel::N,öv,tasma
448,Mütze::N,sapka,shapka
449,Schuh::N,cipő,but
450,Stiefel::N,csizma,botinka
451,Ring::N,gyűrű,yuzuk
452,Band::N,szalag,rishta
453,Kamm::N,fésű,taroq
454,Spiegel::N,tükör,ko'zgu
455,Riemen::N,szíj,qayish
456,Schnur::N,zsinór,bog'ich
457,Leine::N,póráz,etak
458,Decke::N,takaró,odyol
459,Kissen::N,párna,yostiq
460,Tuch::N,kendő,gazlama
461,Handtuch::N,törülköző,sochiq
462,Kraft::N,erő,kuch
463,Stärke::N,erő,quvvat
464,Stärke::N,erősség,quvvat
465,Gesundheit::N,egészség,sog'lik
466,Krankheit::N,kór,kasallik
467,Krankheit::N,betegség,kasallik
468,Schmerz::N,fájdalom,og'riq
469,Wunde::N,seb,yara
470,Fieber::N,láz,bezgak
471,Arznei::N,orvosság,dori
472,Arznei::N,gyógyszer,dori
473,Brücke::N,híd,ko'prik
474,Brunnen::N,kút,buloq
475,Weide::N,legelő,yaylov
476,Pfad::N,ösvény,dorojka
477,Weg::N,út,yo'l
478,Straße::N,út,ko'cha
479,Dorf::N,falu,ovul
480,Stadt::N,város,shahar
481,Brief::N,levél,maktub
482,Buch::N,könyv,kitob
483,Buchstabe::N,betű,harf
484,Zeitung::N,újság,gazet
485,Zeitung::N,hírlap,gazet
486,Leben::N,élet,hayot
487,Tod::N,halál,o'lim
488,Grab::N,sír,go'r
489,Kirche::N,templom,cherkov
490,Sünde::N,bűn,gunoh
491,Sünde::N,vétek,gunoh
492,Gott::N,isten,olloh
493,Arbeiter::N,munkás,ishchi
494,Chef::N,főnök,rais
495,Meister::N,mester,usta
496,Arzt::N,orvos,hakim
497,Lehrer::N,tanár,muallim
498,Lehrer::N,tanító,muallim
499,Geld::N,pénz,pul
500,Geschäft::N,üzlet,savdo
501,Laden::N,bolt,do'kon
502,Preis::N,ár,baho
503,Ware::N,áru,mol
504,Nutzen::N,haszon,foyda
505,Reichtum::N,gazdagság,boylik
506,Welt::N,világ,olam
507,Land::N,ország,o'lka
508,Staat::N,állam,davlat
509,König::N,király,qirol
510,Macht::N,hatalom,iqtidor
511,Grenze::N,határ,chegara
512,Krieg::N,háború,harb
513,Feind::N,ellenség,dushman
514,Gewalt::N,erőszak,zo'rlik
515,Kampf::N,harc,kurash
516,Bogen[Waffe]::N,íj,yoy
517,Pfeil::N,nyíl,o'q
518,Gewehr::N,puska,vintovka
519,Gewehr::N,fegyver,vintovka
520,Fehler::N,hiba,xato
521,Lüge::N,hazugság,yolg'on
522,Schaden::N,kár,ziyon
523,Unglück::N,csapás,balo
524,Unglück::N,balszerencse,balo
525,Schuld::N,bűn,ayb
526,Alter::N,kor,yosh
527,Schluss::N,vég,tamom
528,Schluss::N,befejezés,tamom
529,Zeit::N,idő,vaqt
530,Tag::N,nap,kun
531,Morgen::N,reggel,saboh
532,Mittag::N,dél,kun tushlik
533,Abend::N,este,oqshom
534,Nacht::N,éj,tun
535,Nacht::N,éjszaka,tun
536,Woche::N,hét,hafta
537,Monat::N,hó,oy
538,Monat::N,hónap,oy
539,Jahr::N,év,yil
540,Frühling::N,tavasz,bahor
541,Sommer::N,nyár,yoz
542,Herbst::N,ősz,kuz
543,Herbst::N,ősz,xazon
544,Winter::N,tél,qish
545,Januar::N,január,yanvar'
546,Februar::N,február,fevral'
547,März::N,március,mart
548,April::N,április,aprel'
549,Mai::N,május,may
550,Juni::N,június,iyun'
551,Juli::N,július,iyul'
552,August::N,augusztus,avgust
553,September::N,szeptember,sentyabr'
554,Oktober::N,október,oktyabr'
555,November::N,november,noyabr'
556,Dezember::N,december,dekabr'
557,Montag::N,hétfő,dushanba
558,Dienstag::N,kedd,seshanba
559,Mittwoch::N,szerda,chorshanba
560,Donnerstag::N,csütörtök,payshanba
561,Freitag::N,péntek,juma
562,Samstag::N,szombat,shanba
563,Sonntag::N,vasárnap,yakshanba
564,groß::A,nagy,buyuk
565,klein::A,pici,kichik
566,klein::A,kicsi,kichik
567,lang::A,hosszú,uzun
568,kurz::A,rövid,qisqa
569,breit::A,széles,keng
570,schmal::A,keskeny,änsiz
571,dicht::A,sűrű,quyuq
572,dick[Gegenstand]::A,vastag,qalin
573,dünn::A,vékony,ingichka
574,fein::A,vékony,mayin
575,fest::A,szilárd,qattiq
576,flach::A,sík,yalpoq
577,flach::A,lapos,yalpoq
578,glatt::A,sima,tekis
579,hart::A,kemény,qattiq
580,weich::A,puha,yumshoq
581,rund::A,kerek,yumaloq
582,spitz::A,hegyes,uchli
583,scharf::A,éles,keskir
584,stumpf::A,tompa,to'mtoq
585,stumpf::A,életlen,to'mtoq
586,schwer::A,nehéz,salmoqli
587,schwer::A,súlyos,salmoqli
588,schön::A,szép,go'zal
589,heiß::A,forró,qiziq
590,warm::A,meleg,issiq
591,kalt::A,hideg,sovuq
592,kühl::A,hűs,salqin
593,kühl::A,hűvös,salqin
594,frisch::A,üde,toza
595,frisch::A,friss,toza
596,feucht::A,nedves,namli
597,nass::A,vizes,nam
598,trocken::A,száraz,quruq
599,voll::A,telt,to'la
600,leer::A,üres,puch
601,offen::A,nyílt,ochiq
602,offen::A,nyitott,ochiq
603,geschlossen::A,zárt,berk
604,geschlossen::A,csukott,berk
605,sauber::A,tiszta,ozoda
606,schmutzig::A,piszkos,kir
607,schmutzig::A,szennyes,kir
608,roh::A,nyers,xom
609,reif::A,érett,pishiq
610,lecker::A,finom,shirin
611,süß::A,édes,shirin
612,bitter::A,keserű,achchiq
613,sauer::A,savanyú,achchiq
614,hell::A,világos,yorug'
615,dunkel::A,sötét,qorong'i
616,schwarz::A,fekete,qora
617,weiß::A,fehér,oq
618,rot::A,vörös,qizil
619,gelb::A,sárga,sariq
620,blau::A,kék,zangori
621,grün::A,zöld,yashil
622,grau::A,ősz,bo'z
623,grau::A,szürke,bo'z
624,bunt::A,tarka,ola
625,bunt::A,színes,ola
626,billig::A,olcsó,arzon
627,teuer::A,drága,qimmat
628,wertvoll::A,értékes,qimmat
629,blind::A,vak,ko'r
630,taub::A,süket,garang
631,kräftig::A,erős,kuchli
632,stark::A,erős,quvvatli
633,schwach::A,gyenge,kuchsiz
634,schwach::A,erőtlen,kuchsiz
635,fett::A,hájas,semiz
636,schlank::A,karcsú,ingichka
637,hübsch::A,csinos,ko'rkam
638,böse::A,rossz,yovuz
639,böse::A,gonosz,yovuz
640,dumm::A,buta,aqlsiz
641,dumm::A,ostoba,aqlsiz
642,faul::A,lusta,ärinchak
643,fleißig::A,szorgalmas,ishchan
644,geizig::A,fukar,qurumsoq
645,geizig::A,fösvény,qurumsoq
646,klug::A,okos,oqil
647,klug::A,eszes,oqil
648,geschickt::A,ügyes,äpchil
649,lieb::A,drága,aziz
650,lieb::A,kedves,aziz
651,lustig::A,víg,chaqchaq
652,lustig::A,vidám,chaqchaq
653,sanft::A,enyhe,asta
654,hungrig::A,éhes,och
655,krank::A,beteg,kasal
656,nackt::A,csupasz,yalang
657,nackt::A,meztelen,yalang
658,traurig::A,bús,xafa
659,traurig::A,szomorú,xafa
660,lebendig::A,élő,hayotiy
661,gut::A,jó,soz
662,schlecht::A,rossz,yomon
663,richtig::A,helyes,rost
664,schlimm::A,rossz,yovuz
665,wahr::A,igaz,haqiqiy
666,alt::A,ó,äski
667,alt::A,régi,äski
668,neu::A,új,yangi
669,ehemalig::A,volt,sobiq
670,ehemalig::A,egykori,sobiq
671,alt[Lebewesen]::A,öreg,qari
672,jung::A,fiatal,navqiron
673,arm::A,szegény,abgor
674,reich::A,gazdag,boy
675,bekannt::A,ismert,ma'lum
676,bekannt::A,ismeretes,ma'lum
677,berühmt::A,híres,mashhur
678,fremd::A,idegen,yot
679,verschieden::A,különböző,turli
680,nah::A,közeli,yaqindagi
681,fern::A,távoli,uzoq
682,linker::A,bal,so'l
683,rechter::A,jobb,o'ng
684,anderer::A,más,boshqa
685,anderer::A,másik,boshqa
686,erster::A,első,birinchi
687,zweiter::A,második,ikkinchi
688,dritter::A,harmadik,uchinchi
689,letzter::A,utolsó,oxirgi
690,allein::ADV,egyedül,o'zicha
691,auf einmal::ADV,egyszerre,varakay
692,zusammen::ADV,együtt,barobar
693,zusammen::ADV,összesen,barobar
694,lange::ADV,sokáig,uzoq
695,lange::ADV,hosszan,uzoq
696,plötzlich::ADV,hirtelen,qo'qqisdan
697,plötzlich::ADV,egyszerre,qo'qqisdan
698,sofort::ADV,rögtön,darrov
699,sofort::ADV,tüstént,darrov
700,später::ADV,későn,so'ngra
701,jetzt::ADV,most,hozirgina
702,heute::ADV,ma,bugun
703,morgen::ADV,holnap,ärta
704,bald::ADV,majd,toz
705,bald::ADV,nemsokára,toz
706,dann::ADV,akkor,keyin
707,gestern::ADV,tegnap,kecha
708,einst::ADV,hajdan,avvallari
709,damals::ADV,akkor,ugal
710,damals::ADV,akkoriban,ugal
711,danach::ADV,azután,so'ngra
712,vorher::ADV,előbb,avval
713,zuerst::ADV,először,avval
714,einmal::ADV,egyszer,bir marta
715,manchmal::ADV,néha,onda-sonda
716,manchmal::ADV,olykor,onda-sonda
717,oft::ADV,sokszor,tez-tez
718,immer::ADV,mindig,har vaqt
719,niemals::ADV,sohasem,hargiz
720,hier::ADV,itt,shu erda
721,hierhin::ADV,erre,beri
722,von hier::ADV,innen,shu erdan
723,dort::ADV,ott,ana
724,dorthin::ADV,oda,u yerga
725,geradeaus::ADV,egyenesen,to'g'ri
726,vorwärts::ADV,előre,ilgari
727,rückwärts::ADV,hátrafelé,qoloq
728,zurück::ADV,hátra,orqada
729,zurück::ADV,vissza,orqada
730,unten::ADV,alul,pastda
731,hinab::ADV,le,tubanga
732,hinab::ADV,lefelé,tubanga
733,oben::ADV,fenn,ustida
734,oben::ADV,felül,ustida
735,hinauf::ADV,fel,yuqorida
736,hinauf::ADV,felfelé,yuqorida
737,überall::ADV,mindenütt,har erda
738,nicht::ADV,nem,ämas
739,ein wenig::ADV,egy kicsit,biroz
740,kaum::ADV,alig,arang
741,sehr::ADV,nagyon,ancha
742,so::ADV,úgy,shunday
743,noch::ADV,még,hali
744,nur::ADV,csak,yolg'iz
745,nur::ADV,csupán,yolg'iz
746,schon::ADV,már,endi
747,wieder::ADV,ismét,yana
748,wieder::ADV,megint,yana
749,vergebens::ADV,hiába,bekorga
750,vor::PRP,előtt,burun
751,hinter::PRP,mögött,ketida
752,unter::PRP,alatt,ostida
753,durch::PRP,át,bo'ylab
754,durch::PRP,keresztül,bo'ylab
755,neben::PRP,mellett,yonida
756,zwischen::PRP,között,orada
757,wegen::PRP,miatt,sababli
758,wegen::PRP,végett,sababli
759,dies::PRN,ez,o'sha
760,das::PRN,az,narigi
761,alles::PRN,minden,har nima
762,ich::PRN,én,men
763,du::PRN,te,sen
764,er::PRN,ő,u
765,wir::PRN,mi,biz
766,ihr::PRN,ti,siz
767,sie::PRN,ők,ular
768,was::FPRN,mi,nima
769,wer::FPRN,ki,kim
770,wo::FADV,hol,qaerda
771,wohin::FADV,hova,qayerga
772,wie::FADV,hogy,qanday
773,wie::FADV,hogyan,qanday
774,warum::FADV,miért,nega
775,wieviel::FNUM,hány,qancha
776,wieviel::FNUM,mennyi,qancha
777,eins::NUM,egy,bir
778,zwei::NUM,kettő,ikki
779,drei::NUM,három,uch
780,vier::NUM,négy,to'rt
781,fünf::NUM,öt,besh
782,sechs::NUM,hat,olti
783,sieben::NUM,hét,etti
784,acht::NUM,nyolc,sakkiz
785,neun::NUM,kilenc,to'qqiz
786,zehn::NUM,tíz,o'n
787,elf::NUM,tizenegy,o'n bir
788,zwölf::NUM,tizenkettő,o'n ikki
789,zwanzig::NUM,húsz,yigirma
790,dreißig::NUM,harminc,o'ttiz
791,vierzig::NUM,negyven,qirq
792,fünfzig::NUM,ötven,ällik
793,sechzig::NUM,hatvan,oltmish
794,siebzig::NUM,hetven,etmish
795,achtzig::NUM,nyolcvan,sakson
796,neunzig::NUM,kilencven,to'qson
797,hundert::NUM,száz,yuz
798,tausend::NUM,ezer,ming
799,und::CNJ,és,va
800,und::CNJ,meg,va
801,oder::CNJ,vagy,yo
802,stehen::V,áll,turmoq
803,sitzen::V,ül,o'tirmoq
804,liegen::V,fekszik,yotmoq
805,hängen::V,függ,osilmoq
806,werden::V,lesz,bo'lmoq
807,passieren::V,történik,bo'lib o'tmoq
808,beginnen::V,kezdődik,boshlanmoq
809,enden::V,végződik,bitmoq
810,enden::V,befejeződik,bitmoq
811,wechseln::V,változik,o'zgarmoq
812,aufgehen[Sonne]::V,kel,chiqmoq
813,untergehen[Sonne]::V,lemegy,botmoq
