,Concept_ID,kn,az
1078,abwischen::V,ಒರಸು,silmək
1079,spülen::V,ಗಲಬರಿಸು,çalxamaq
1080,fegen::V,ಗುಡಿಸು,süpürmək
1081,kehren::V,ಗುಡಿಸು,süpürmək
1082,baden::V,ಸ್ನಾನಮಾಡು,çimmək
1083,sich waschen::V,ತೊಳೆ,yuyunmaq
1084,ausziehen::V,ಬಿಚ್ಚು,soyunmaq
1085,anziehen::V,ಹಾಕು,geymək
1086,sich anziehen::V,ಹಾಕು,geyinmək
1087,kämmen::V,ಬಾಚು,daramaq
1088,schmücken::V,ಅಲಂಕರಿಸು,bəzəmək
1089,sagen::V,ಹೇಳು,demək
1090,sagen::V,ಹೇಳು,söymek
1091,sprechen::V,ನುಡಿ,danışmaq
1092,reden::V,ನುಡಿ,danışmaq
1093,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,söhbət etmək
1094,fragen::V,ವಿಚಾರಿಸು,soruşmaq
1095,bitten::V,ಬೇಡು,diləmək
1096,bitten::V,ಬೇಡು,xahiş etmək
1097,erzählen::V,ಹೇಳು,bəhs etmək
1098,mitteilen::V,ತಿಳಿಸು,bildirmək
1099,nennen::V,ಹೆಸರಿಡು,adlandırmaq
1100,rufen::V,ಕರೆ,çağırmaq
1101,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,öyünmək
1102,übersetzen::V,ಭಾಷಾಂತರಿಸು,tərcümə etmək
1103,denken::V,ಯೋಚಿಸು,düşünmək
1104,denken::V,ಯೋಚಿಸು,fikirləşmək
1105,glauben::V,ನಂಬು,inanmaq
1106,bemerken::V,ಗಮನಿಸು,qeyd etmək
1107,erkennen::V,ಗುರುತುಹಿಡಿ,tanımaq
1108,begreifen::V,ಗ್ರಹಿಸು,anlamaq
1109,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,duymaq
1110,lernen::V,ಕಲಿ,öyrənmək
1111,wissen::V,ಅರಿ,bilmək
1112,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,xatırlamaq
1113,vergessen::V,ಮರೆತುವಿಡು,unutmaq
1114,messen::V,ಅಳೆ,ölçmək
1115,zählen::V,ಗಣಿಸು,saymaq
1116,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,hesablamaq
1117,lesen::V,ಓದು,oxumaq
1118,malen::V,ಬಿಡಿಸು,şəkil çəkmək
1119,zeichnen::V,ಬಿಡಿಸು,cızmaq
1120,schreiben::V,ಬರೆ,yazmaq
1121,besitzen::V,ಒಡೆಯನಾಗಿರು,yiyələnmək
1122,besitzen::V,ಒಡೆಯನಾಗಿರು,malik olmaq
1123,kaufen::V,ಕೊಳ್ಳು,satın almaq
1124,verkaufen::V,ಕೊಡು,satmaq
1125,bezahlen::V,ಬೆಲೆತೆರು,ödəmək
1126,zahlen::V,ಹಣವನ್ನುಕೊಡು,ödəmək
1127,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,idarə etmək
1128,ertragen::V,ಸಹಿಸು,dözmək
