,Concept_ID,el,hy
76,Sonne::N,ήλιος,արեւ
77,Mond::N,σελήνη,լուսին
78,Mond::N,φεγγάρι,լուսին
79,Stern::N,άστρο,աստղ
80,Stern::N,αστέρι,աստղ
81,Luft::N,αέρας,օդ
82,Wind::N,αέρας,քամի
83,Wind::N,άνεμος,քամի
84,Welle::N,κύμα,ալիք
85,Wasser::N,νερό,ջուր
86,Stein::N,πέτρα,քար
87,Boden::N,χώμα,գետին
88,Erde::N,γη,հող
89,Staub::N,σκόνη,փոշի
90,Rauch::N,καπνός,ծուխ
91,Funke::N,σπίθα,կայծ
92,Funke::N,σπινθήρας,կայծ
93,Feuer::N,φωτιά,կրակ
94,Feuer::N,φωτιά,հրդեհ
95,Licht::N,φως,լույս
96,Schatten::N,σκιά,ստվեր
97,Schatten::N,ίσκιος,ստվեր
98,Wetter::N,καιρός,եղանակ
99,Nebel::N,ομίχλη,մեգ
100,Nebel::N,ομίχλη,մառախուղ
101,Wolke::N,σύννεφο,ամպ
102,Regen::N,βροχή,անձրև
103,Schnee::N,χιόνι,ձյուն
104,Eis::N,πάγος,սառույց
105,Frost::N,παγωνία,սառնամանիք
106,Kälte::N,κρύο,դող
107,Kälte::N,ψύχος,դող
108,Hitze::N,ζέστη,շոգ
109,Raureif::N,πάχνη,ցօղեղեամ
110,Regenbogen::N,ουράνιο τόξο,ծիածան
111,Donner::N,βροντή,որոտ
112,Strömung::N,ρεύμα,հոսանք
113,Tropfen::N,στάλα,կաթիլ
114,Schaum::N,αφρός,փրփուր
115,Schmutz::N,βρωμιά,կեղտ
116,See::N,λίμνη,լիճ
117,Sumpf::N,βάλτος,ճահիճ
118,Moor::N,έλος,ճահիճ
119,Wiese::N,λιβάδι,մարգագետին
120,Wald::N,δάσος,անտառ
121,Hügel::N,λόφος,բլուր
122,Anhöhe::N,ύψωμα,բարձունք
123,Berg::N,όρος,լեռ
124,Berg::N,βουνό,լեռ
125,Gipfel::N,κορυφή,գագաթ
126,Gipfel::N,κορυφή,կատար
127,Höhle::N,σπηλιά,քարայր
128,Abhang::N,πλαγιά,լանջ
129,Abhang::N,πλαγιά,զառիվայր
130,Quelle::N,πηγή,աղբյուր
131,Quelle::N,βρύση,աղբյուր
132,Bach::N,ρυάκι,վտակ
133,Fluss::N,ποτάμι,գետ
134,Fluss::N,ποταμός,գետ
135,Ufer::N,όχθη,ծովափ
136,Küste::N,ακτή,ափ
137,Küste::N,ακτή,ծովափ
138,Küste::N,ακρογιαλιά,ափ
139,Küste::N,ακρογιαλιά,ծովափ
140,Festland::N,στεριά,ցամաք
141,Meer::N,θάλασσα,ծով
142,Bucht::N,κόλπος,հաչիւն
143,Insel::N,νησί,վղզի
144,Insel::N,νήσος,վղզի
145,Blume::N,άνθος,ծաղիկ
146,Blume::N,λουλούδι,ծաղիկ
147,Gras::N,χόρτο,խոտ
148,Gras::N,χορτάρι,խոտ
149,Wurzel::N,ρίζα,արմատ
150,Baum::N,δέντρο,ծառ
151,Stamm::N,κορμός,իրան
152,Rinde::N,φλούδα,կեղեւ
153,Rinde::N,φλούδα,հաչոց
154,Ast::N,κλαδί,ճյուղ
155,Zweig::N,κλαδί,ճյուղ
156,Zweig::N,κλάδος,ճյուղ
157,Blatt::N,φύλλο,տերեւ
158,Birke::N,σημύδα,ցարասի
159,Kiefer[Baum]::N,πεύκο,սոճի
160,Weide[Baum]::N,ιτιά,ուռենի
161,Tanne::N,έλατο,եղեւին
162,Horn::N,κέρας,
163,Horn::N,κέρατο,
164,Feder::N,φτερό,փետուր
165,Fell::N,δέρμα,մորթի
166,Fell::N,τομάρι,մորթի
167,Flügel::N,πτερύγιο,թեւ
168,Klaue::N,κουλό,չանչ
169,Kralle::N,νύχι,ճանկ
170,Schwanz::N,ουρά,պոչ
171,Ei::N,αβγό,ձու
172,Nest::N,φωλιά,բույն
173,Bau::N,φωλιά,որջ
174,Bau::N,φωλιά,բայոց
175,Tier::N,ζώο,կենդանի
176,Herde::N,κοπάδι,հոտ
177,Kuh::N,αγελάδα,կով
178,Bulle::N,ταύρος,ցուլ
179,Pferd::N,άλογο,ձի
180,Schaf::N,πρόβατο,ոչխար
181,Schwein::N,γουρούνι,խոզ
182,Hund::N,σκυλί,շուն
183,Hund::N,σκύλος,շուն
184,Katze::N,γάτα,կատու
185,Bär::N,άρκτος,արջ
186,Bär::N,αρκούδα,արջ
187,Eichhörnchen::N,βερβερίτσα,սկյուռ
188,Elch::N,άλκη,հիւսիսային եղջերու
189,Fuchs::N,αλεπού,աղվես
190,Hase::N,λαγός,նապաստակ
191,Maus::N,ποντικός,մուկ
192,Wolf::N,λύκος,գայլ
193,Vogel::N,πουλί,թռչուն
194,Schwarm::N,σμήνος,երամ
195,Huhn::N,κότα,հավ
196,Huhn::N,όρνιθα,հավ
197,Hahn::N,πετεινός,աքաղաղ
198,Gans::N,χήνα,սագ
199,Adler::N,αετός,արծիվ
200,Ente::N,πάπια,բադ
201,Eule::N,κουκουβάγια,բու
202,Kranich::N,γερανός,կռունկ
203,Krähe::N,καρακάξα,ագռավ
204,Kuckuck::N,κούκος,կուկու
205,Schwan::N,κύκνος,կարապ
206,Fisch::N,ψάρι,ձուկ
207,Barsch::N,πέρκα,պերկես
208,Hecht::N,λούτσος,գայլաձուկ
209,Schlange[Tier]::N,φίδι,օձ
210,Wurm::N,σκουλήκι,որդ
211,Wurm::N,σκουλήκι,ճիճու
212,Spinne::N,αράχνη,սարդ
213,Ameise::N,μυρμήγκι,միջյուն
214,Laus::N,ψείρα,ոջիլ
215,Mücke::N,κουνούπι,մժղուկ
216,Fliege::N,μύγα,ճանճ
217,Schmetterling::N,πεταλούδα,թիթեռ
218,Beere::N,ρόγα,հատապտուղ
219,Apfel::N,μήλο,խնձոր
220,Pilz::N,μανιτάρι,սունկ
221,Zwiebel::N,κρεμμύδι,սոխ
222,Saat::N,σπόρος,սերմ
223,Korn::N,σπυρί,հատիկ
224,Heu::N,σανός,խոտ
225,Schale::N,τσόφλι,կեղեւ
226,Grube::N,λάκκος,փոս
227,Falle::N,παγίδα,ծուղակ
228,Schlinge::N,θηλειά,խեղդան
229,Spur::N,ίχνος,հետք
230,Asche::N,στάχτη,մոխիր
231,Dreck::N,βρωμιά,աղտ
232,Eisen::N,σίδερο,երկաթ
233,Gold::N,μάλαμα,ոսկի
234,Gold::N,χρυσάφι,ոսկի
235,Silber::N,ασήμι,արծաթ
236,Silber::N,άργυρος,արծաթ
237,Kohle::N,κάρβουνο,քարածուխ
238,Glas::N,γυαλί,ապակի
239,Lehm::N,πηλός,կավ
240,Sand::N,άμμος,ավազ
241,Mensch::N,άνθρωπος,մարդ
242,Mann::N,άνδρας,մարդ
243,Mann::N,άνδρας,տղամարդ
244,Frau::N,γυναίκα,կին
245,Kind::N,παιδί,զավակ
246,Junge::N,αγόρι,տղա
247,Mädchen::N,κοπέλα,աղջիկ
248,Mädchen::N,κορίτσι,աղջիկ
249,Familie::N,οικογένεια,ընտանիք
250,Großvater::N,παππούς,պապ
251,Großmutter::N,γιαγιά,տատ
252,Eltern::N,γονείς,ծնողներ
253,Vater::N,πατέρας,հայր
254,Mutter::N,μητέρα,մայր
255,Sohn::N,γιος,որդի
256,Tochter::N,κόρη,աղջիկ
257,Tochter::N,κόρη,դուստր
258,Bruder::N,αδελφός,եղբայր
259,Schwester::N,αδελφή,քույր
260,Onkel::N,θείος,քեռի
261,Onkel::N,θείος,հորեղբայր
262,Tante::N,θεία,մորաքույր
263,Ehemann::N,σύζυγος,մարդ
264,Ehemann::N,σύζυγος,ամուսին
265,Ehefrau::N,σύζυγος,կին ամուսին
266,Freude::N,χαρά,ուրախություն
267,Gelächter::N,γέλια,ծիծաղ
268,Glück::N,ευτυχία,երջանկություն
269,Kummer::N,έγνοια,վիշտ
270,Wunsch::N,επιθυμία,ցանկություն
271,Lust::N,όρεξη,փափագ
272,Lust::N,όρεξη,իղձ
273,Geist::N,πνέυμα,ոգի
274,Gedanke::N,σκέψη,միտք
275,Gedächtnis::N,μνήμη,հիշողություն
276,Verstand::N,νους,խելք
277,Sinn::N,νόημα,իմաստ
278,Grund::N,λόγος,պատճառ
279,Wahrheit::N,αλήθεια,ճշմարտություն
280,Gespräch::N,συνομιλία,զրույց
281,Märchen::N,παραμύθι,պայիկի պատմություն
282,Erzählung::N,διήγημα,պատմվածք
283,Erzählung::N,διήγημα,պատմություն
284,Nachricht::N,είδηση,հաղորդագրություն
285,Neuigkeit::N,νέο,լուր
286,Neuigkeit::N,νέο,նորություն
287,Name::N,όνομα,անուն
288,Rätsel::N,αίνιγμα,բարդ խնդիր
289,Rede::N,λόγος,ճառ
290,Rede::N,λόγος,ելույթ
291,Rede::N,ομιλία,ճառ
292,Rede::N,ομιλία,ելույթ
293,Sprache::N,γλώσσα,լեզու
294,Stimme::N,φωνή,ձայն
295,Wort::N,λέξη,բառ
296,Zeichen::N,σημείο,նշան
297,Ruf::N,κραυγή,կոչ
298,Ruf::N,κραυγή,կանչ
299,Lärm::N,θόρυβος,աղմուկ
300,Laut::N,ήχος,հնչյուն
301,Laut::N,ήχος,ձայն
302,Ton::N,ήχος,տոն
303,Ton::N,τόνος,տոն
304,Lied::N,τραγούδι,երգ
305,Ruhe::N,ησυχία,անդորրություն
306,Leute::N,κόσμος,մարդիկ
307,Leute::N,άνθρωποι,մարդիկ
308,Volk::N,λαός,ազգ
309,Arbeit::N,εργασία,գործ
310,Arbeit::N,εργασία,աշխատանք
311,Gast::N,επισκέπτης,հյուր
312,Geschenk::N,δώρο,նվեր
313,Spiel::N,παιχνίδι,խաղ
314,Gesellschaft::N,κοινωνία,ընկերություն
315,Hilfe::N,βοήθεια,օգնությթուն
316,Freund::N,φίλος,ընկեր
317,Freund::N,φίλος,բարեկամ
318,Kamerad::N,σύντροφος,ուղեկից
319,Angelegenheit::N,υπόθεση,բան
320,Angelegenheit::N,υπόθεση,գործ
321,Anzahl::N,αριθμός,քանակ
322,Anzahl::N,αριθμός,գումար
323,Art::N,είδος,տեսակ
324,Stück::N,κομμάτι,կտոր
325,Teil::N,μέρος,մաս
326,Hälfte::N,μισό,կես
327,Kreis::N,κύκλος,շիջանակ
328,Kreuz::N,σταυρός,խաչ
329,Linie::N,γραμμή,գիծ
330,Strich::N,γραμμή,գիծ
331,Abstand::N,απόσταση,անջրպետ
332,Entfernung::N,απόσταση,հեռավորություն
333,Gegend::N,περιοχή,շրջան
334,Gegend::N,τοποθεσία,շրջան
335,Platz::N,χώρος,տարածություն
336,Ort::N,τόπος,տեղ
337,Ort::N,τόπος,վայր
338,Seite::N,πλευρά,կողմ
339,Mitte::N,μέση,մեջտեղ
340,Gegenstand::N,αντικείμενο,առարկա
341,Sache::N,πράγμα,բան
342,Rand::N,άκρη,վերջք
343,Rand::N,χείλος,վերջք
344,Kante::N,άκρη,եզր
345,Ecke::N,γωνιά,անկյուն
346,Spitze::N,μύτη,ծայր
347,Ende::N,άκρη,ծայր
348,Loch::N,τρύπα,անցք
349,Winkel::N,γωνία,անկյուն
350,Muster::N,σχέδιο,օրինակ
351,Größe::N,μέγεθος,մեծություն
352,Länge::N,μήκος,երկարություն
353,Höhe::N,ύψος,բարձրություն
354,Gewicht::N,βάρος,կշիռ
355,Menge::N,ποσότητα,քանակ
356,Haufen::N,σωρός,դեզ
357,Haufen::N,σωρός,կույտ
358,Reihe::N,αράδα,շարք
359,Reihe::N,αράδα,կարգ
360,Boot::N,βάρκα,նավակ
361,Ruder::N,κουπί,թի
362,Ruder::N,κουπί,թիակ
363,Schlitten::N,έλκηθρο,բալխիր
364,Ski::N,σκι,դահուկ
365,Lagerfeuer::N,φωτιά,բացօդեայ կրակ
366,Last::N,φορτίο,բեռ
367,Gang::N,δρόμος,զբոսանք
368,Schritt::N,βήμα,քայլ
369,Norden::N,βορράς,հյուսիս
370,Süden::N,νότος,հարավ
371,Westen::N,δύση,արեւմուտք
372,Osten::N,ανατολή,արեւելք
373,Holz::N,ξύλο,փայտ
374,Brett::N,σανίδι,տախտակ
375,Platte::N,πλάκα,թիթեղ
376,Stütze::N,στήριγμα,նեցուկ
377,Stange::N,ραβδί,ձող
378,Stange::N,κοντός,ձող
379,Stock::N,ξύλο,փայտ
380,Stock::N,μπαστούνι,փայտ
381,Stab::N,ραβδί,ցուպ
382,Stab::N,ραβδί,գավազան
383,Rohr::N,σωλήνας,խողովակ
384,Haus::N,σπίτι,տուն
385,Heim::N,σπίτι,տուն
386,Ofen::N,σόμπα,վառարան
387,Ofen::N,θερμάστρα,վառարան
388,Fußboden::N,πάτωμα,հատակ
389,Tisch::N,τραπέζι,սեղան
390,Stuhl::N,καρέκλα,աթոռ
391,Wiege::N,κούνια,օրորոց
392,Bett::N,κρεβάτι,անկողին
393,Regal::N,ράφι,դարակ
394,Kiste::N,κιβώτιο,տուփ
395,Fenster::N,παράθυρο,պատուհան
396,Tür::N,πόρτα,դուռ
397,Tor::N,πύλη,դարպաս
398,Zaun::N,φράχτης,ցանկապատ
399,Dach::N,στέγη,տանիք
400,Dach::N,στέγη,կտուր
401,Leiter::N,σκάλα,սանդուղք
402,Leiter::N,κλίμακα,սանդուղք
403,Besen::N,σκούπα,ավել
404,Spaten::N,φτυάρι,բահ
405,Schaufel::N,φτυάρι,թի
406,Gabel::N,πιρούνι,պատառաքաղ
407,Löffel::N,κουτάλι,գդալ
408,Messer::N,μαχαίρι,դանակ
409,Nagel::N,καρφί,մեխ
410,Netz::N,δίχτυ,ցանց
411,Haken::N,γάντζος,կարթ
412,Haken::N,αγκίστρι,կարթ
413,Griff::N,λαβή,կոթ
414,Griff::N,λαβή,բռնակ
415,Schloss::N,κλειδαριά,կողպեք
416,Bild::N,εικόνα,նկար
417,Bild::N,εικόνα,պատկեր
418,Figur::N,ανάστημα,քանդակ
419,Figur::N,ανάστημα,պատկեր
420,Puppe::N,κούκλα,տիկնիկ
421,Beutel::N,πουγγί,տոպրակ
422,Bündel::N,δεμάτι,կապոց
423,Tasche::N,τσάντα,պայուսակ
424,Eimer::N,κουβάς,դույլ
425,Deckel::N,καπάκι,կափարիչ
426,Geschirr::N,σκεύη,ամանեղեն
427,Sack::N,σάκος,պարկ
428,Sack::N,σάκος,տոպրակ
429,Tasse::N,φλιτζάνι,թաս
430,Tasse::N,φλιτζάνι,գավաթ
431,Topf::N,χύτρα,անոթ
432,Kessel::N,καζάνι,կաթսա
433,Essen::N,φαγητό,կերակուր
434,Nahrung::N,τροφή,ուտելիք
435,Speise::N,φαγητό,խորտիկ
436,Speise::N,φαγητό,կերակուր
437,Fleisch::N,κρέας,միս
438,Getreide::N,σιτάρι,հացահատիկ
439,Brei::N,χυλός,լանդակ
440,Brot::N,ψωμί,հաց
441,Brot::N,άρτος,հաց
442,Scheibe::N,φέτα,կտոր
443,Scheibe::N,φέτα,պատառ
444,Fett::N,πάχος,ճարպ
445,Butter::N,βούτυρο,կարագ
446,Öl::N,λάδι,ձեթ
447,Salz::N,αλάτι,աղ
448,Suppe::N,σούπα,սուպ
449,Suppe::N,σούπα,ապուր
450,Honig::N,μέλι,մեղր
451,Milch::N,γάλα,կաթ
452,Tee::N,τσάι,թեյ
453,Leder::N,πετσί,կաշի
454,Wolle::N,μαλλί,բուրդ
455,Stoff::N,ύφασμα,գործվածք
456,Nadel::N,βελόνα,ասեղ
457,Faden::N,κλωστή,թել
458,Knopf::N,κουμπί,կոճակ
459,Knoten::N,κόμπος,հանգույց
460,Farbe::N,μπογιά,ներկ
461,Kleidung::N,ρούχα,հագուստ
462,Kleidung::N,ενδυμασία,հագուստ
463,Hemd::N,πουκάμισο,վերնաշապիկ
464,Kragen::N,κολάρο,օձիք
465,Ärmel::N,μανίκι,թեւք
466,Hose::N,πανταλόνι,շալվար
467,Gürtel::N,ζώνη,գոտի
468,Mütze::N,σκούφος,կեպի
469,Schuh::N,παπούτσι,կոշիկ
470,Stiefel::N,μπότα,երկարաճիթ կոշիկ
471,Ring::N,δαχτυλίδι,զնգալ
472,Band::N,κορδέλα,ժապավեն
473,Kamm::N,χτένα,սանր
474,Spiegel::N,καθρέφτης,հայելի
475,Riemen::N,λουρί,փոկ
476,Schnur::N,κορδόνι,լար
477,Leine::N,σχοινί,փոկ
478,Decke::N,κουβέρτα,վերմակ
479,Kissen::N,μαξιλάρι,բարձ
480,Tuch::N,πανί,թաշկինակ
481,Tuch::N,μαντήλι,թաշկինակ
482,Handtuch::N,πετσέτα,սրբիչ
483,Kraft::N,δύναμη,ուժ
484,Stärke::N,ισχύς,պնդություն
485,Stärke::N,ισχύς,ամրություն
486,Stärke::N,δύναμη,պնդություն
487,Stärke::N,δύναμη,ամրություն
488,Gesundheit::N,υγεία,առողջություն
489,Krankheit::N,αρρώστια,ախտ
490,Krankheit::N,αρρώστια,հիվանդություն
491,Schmerz::N,πόνος,ցավ
492,Schmerz::N,πόνος,տանջանք
493,Wunde::N,πληγή,վերք
494,Fieber::N,πυρετός,տենդ
495,Arznei::N,φάρμακο,դեղ
496,Brücke::N,γέφυρα,կամուրջ
497,Brunnen::N,πηγάδι,հոր
498,Brunnen::N,πηγάδι,ջրհոր
499,Weide::N,βοσκή,արոտավայր
500,Pfad::N,μονοπάτι,արահետ
501,Weg::N,δρόμος,ուղի
502,Straße::N,οδός,ճանապարհ
503,Straße::N,δρόμος,ճանապարհ
504,Dorf::N,χωριό,գյուղ
505,Stadt::N,πόλη,քաղաք
506,Brief::N,γράμμα,նամակ
507,Brief::N,επιστολή,նամակ
508,Buch::N,βιβλίο,գիրք
509,Buchstabe::N,γράμμα,տառ
510,Buchstabe::N,γράμμα,գիր
511,Zeitung::N,εφημερίδα,լրագիր
512,Leben::N,ζωή,կյանք
513,Leben::N,βίος,կյանք
514,Tod::N,θάνατος,մահ
515,Grab::N,τάφος,գերեզման
516,Kirche::N,εκκλησία,եկեղեցի
517,Sünde::N,αμαρτία,մեղք
518,Gott::N,θεός,աստված
519,Arbeiter::N,εργάτης,բանվոր
520,Arbeiter::N,εργάτης,աշխատող
521,Chef::N,προϊστάμενος,տեր
522,Meister::N,μάστορας,վարպետ
523,Meister::N,αρχιτεχνίτης,վարպետ
524,Arzt::N,γιατρός,բժիշկ
525,Lehrer::N,δάσκαλος,ուսուցիչ
526,Geld::N,λεφτά,փող
527,Geld::N,χρήματα,փող
528,Geschäft::N,συναλλαγή,գործ
529,Geschäft::N,συναλλαγή,աշխատանք
530,Laden::N,μαγαζί,կրպակ
531,Laden::N,μαγαζί,խանութ
532,Laden::N,κατάστημα,կրպակ
533,Laden::N,κατάστημα,խանութ
534,Preis::N,τιμή,գին
535,Ware::N,εμπόρευμα,ապրանք
536,Nutzen::N,όφελος,օգուտ
537,Reichtum::N,πλούτος,հարստություն
538,Welt::N,κόσμος,աշխարհ
539,Land::N,χώρα,երկիր
540,Staat::N,κράτος,պետություն
541,Staat::N,πολιτεία,պետություն
542,König::N,βασιλιάς,արքա
543,König::N,βασιλιάς,թագավոր
544,Macht::N,εξουσία,իշխանություն
545,Grenze::N,σύνορα,սահման
546,Krieg::N,πόλεμος,պատերազմ
547,Feind::N,εχθρός,թշնամի
548,Gewalt::N,βία,բռնություն
549,Gewalt::N,βία,սաստկություն
550,Kampf::N,αγώνας,մարտ
551,Bogen[Waffe]::N,τόξο,աղեղ
552,Pfeil::N,σαΐτα,նետ
553,Gewehr::N,τουφέκι,հրացան
554,Fehler::N,λάθος,սխալ
555,Fehler::N,σφάλμα,սխալ
556,Lüge::N,ψέμα,սուտ
557,Lüge::N,ψεύδος,սուտ
558,Schaden::N,ζημία,վնաս
559,Unglück::N,δυστυχία,դժբախտություն
560,Schuld::N,ενοχή,պակասություն
561,Schuld::N,φταίξιμο,պակասություն
562,Alter::N,ηλικία,հասակ
563,Schluss::N,τέλος,վերջ
564,Schluss::N,τέλος,վախճան
565,Zeit::N,χρόνος,ժամանակ
566,Tag::N,μέρα,օր
567,Tag::N,ημέρα,օր
568,Morgen::N,πρωί,առավոտ
569,Mittag::N,μεσημέρι,կեսօր
570,Abend::N,βράδυ,երեկո
571,Nacht::N,νύχτα,գիշեր
572,Woche::N,εβδομάδα,շաբաթ
573,Monat::N,μήνας,ամիս
574,Jahr::N,έτος,տարի
575,Jahr::N,χρόνος,տարի
576,Frühling::N,άνοιξη,գարուն
577,Sommer::N,καλοκαίρι,ամառ
578,Herbst::N,φθινόπωρο,աշուն
579,Winter::N,χειμώνας,ձմեռ
580,Januar::N,Ιανουάριος,հունվար
581,Februar::N,Φεβρουάριος,փետրվար
582,März::N,Μάρτιος,մարտ
583,April::N,Απρίλιος,ապրիլ
584,Mai::N,Μάιος,մայիս
585,Juni::N,Ιούνιος,հունիս
586,Juli::N,Ιούλιος,հուլիս
587,August::N,Αύγουστος,օգոստոս
588,September::N,Σεπτέμβριος,սեպտեմբեր
589,Oktober::N,Οκτώβριος,հոկտեմբեր
590,November::N,Νοέμβριος,նոյեմբեր
591,Dezember::N,Δεκέμβριος,դեկտեմբեր
592,Montag::N,Δευτέρα,երկուշաբթի
593,Dienstag::N,Τρίτη,երեքշաբթի
594,Mittwoch::N,Τετάρτη,չորեքշաբթի
595,Donnerstag::N,Πέμπτη,հինգշաբթի
596,Freitag::N,Παρασκευή,ուրբաթ
597,Samstag::N,Σάββατο,շաբաթ
598,Sonntag::N,Κυριακή,կիրակի
599,groß::A,μεγάλος,մեծ
600,groß::A,μεγάλος,խոշոր
601,klein::A,μικρός,պստիկ
602,klein::A,μικρός,փոքրիկ
603,lang::A,μακρύς,երկար
604,kurz::A,κοντός,կարճ
605,breit::A,φαρδύς,լայն
606,schmal::A,στενός,նեղ
607,dicht::A,πυκνός,խիտ
608,dick[Gegenstand]::A,παχύς,հաստ
609,dick[Gegenstand]::A,χοντρός,հաստ
610,dünn::A,ψιλός,բարակ
611,dünn::A,λεπτός,բարակ
612,fein::A,ψιλός,նուրբ
613,fest::A,στερεός,ամուր
614,fest::A,στερεός,պինդ
615,flach::A,επίπεδος,տափակ
616,glatt::A,λείος,հարթ
617,glatt::A,ομαλός,հարթ
618,hart::A,σκληρός,կարծր
619,weich::A,μαλακός,մեղմ
620,weich::A,μαλακός,փափուկ
621,rund::A,στρογγυλός,կլոր
622,spitz::A,μυτερός,սրածայր
623,scharf::A,κοφτερός,սուր
624,stumpf::A,αμβλύς,գուլ
625,schwer::A,βαρύς,ծանր
626,schön::A,ωραίος,սիրուն
627,schön::A,ωραίος,գեղեցիկ
628,schön::A,όμορφος,սիրուն
629,schön::A,όμορφος,գեղեցիկ
630,heiß::A,ζεστός,թեժ
631,warm::A,θερμός,տաք
632,warm::A,θερμός,ջերմ
633,kalt::A,κρύος,ցուրտ
634,kalt::A,ψυχρός,ցուրտ
635,kühl::A,δροσερός,զով
636,frisch::A,νωπός,թարմ
637,frisch::A,φρέσκος,թարմ
638,feucht::A,υγρός,ղոնավ
639,nass::A,βρεγμένος,թաց
640,trocken::A,ξηρός,ցամաք
641,trocken::A,στεγνός,ցամաք
642,voll::A,γεμάτος,լի
643,voll::A,γεμάτος,լիքը
644,leer::A,άδειος,դատարկ
645,offen::A,ανοιχτός,բաց
646,geschlossen::A,κλειστός,գոց
647,sauber::A,καθαρός,մաքուր
648,schmutzig::A,βρώμικος,կեղտոտ
649,schmutzig::A,λερωμένος,կեղտոտ
650,roh::A,ωμός,հում
651,reif::A,ώριμος,հասած
652,reif::A,ώριμος,հասուն
653,lecker::A,νόστιμος,համեղ
654,süß::A,γλυκός,անուշ
655,bitter::A,πικρός,կծու
656,sauer::A,ξινός,թթու
657,sauer::A,ξινός,թթված
658,hell::A,φωτεινός,պայծառ
659,hell::A,φωτεινός,խելամիտ
660,dunkel::A,σκοτεινός,մութ
661,schwarz::A,μαύρος,սեւ
662,schwarz::A,μελανός,սեւ
663,weiß::A,άσπρος,սպիտակ
664,rot::A,κόκκινος,կարմիր
665,gelb::A,κίτρινος,դեղին
666,blau::A,μπλε,կապույտ
667,blau::A,γαλανός,կապույտ
668,grün::A,πράσινος,կանաչ
669,grau::A,γκρίζος,գորշ
670,bunt::A,ποικιλόχρωπος,գոյնզգոյն
671,billig::A,φτηνός,էժան
672,teuer::A,ακριβός,թանկ
673,wertvoll::A,πολύτιμος,թանկարժեք
674,blind::A,τυφλός,կույր
675,taub::A,κουφός,խուլ
676,kräftig::A,δυνατός,հզոր
677,stark::A,γερός,ուժեղ
678,schwach::A,αδύνατος,տկար
679,schwach::A,αδύνατος,թույլ
680,fett::A,παχύς,գեր
681,schlank::A,λεπτός,նիհար
682,schlank::A,λυγερός,նիհար
683,hübsch::A,όμορφος,գրավիչ
684,hübsch::A,όμορφος,սիրունիկ
