,Concept_ID,uk,ro
69,Wind::N,вітер,vânt
70,Welle::N,хвиля,val
71,Welle::N,хвиля,undă
72,Wasser::N,вода,apă
73,Stein::N,камінь,piatră
74,Boden::N,ґрунт,sol
75,Boden::N,ґрунт,pământ
76,Erde::N,земля,pământ
77,Staub::N,пил,praf
78,Rauch::N,дим,fum
79,Funke::N,іскра,scânteie
80,Feuer::N,вогонь,foc
81,Licht::N,світло,lumină
82,Schatten::N,тінь,umbră
83,Wetter::N,погода,timp
84,Wetter::N,погода,vreme
85,Nebel::N,туман,ceață
86,Nebel::N,туман,negură
87,Wolke::N,хмара,nor
88,Regen::N,дощ,ploaie
89,Schnee::N,сніг,zăpadă
90,Eis::N,лід,gheață
91,Frost::N,мороз,ger
92,Kälte::N,холод,frig
93,Hitze::N,жар,arșiță
94,Hitze::N,жар,căldură
95,Raureif::N,іній,chiciură
96,Regenbogen::N,райдуга,curcubeu
97,Donner::N,грім,tunet
98,Strömung::N,струмина,curent
99,Tropfen::N,крапля,picătură
100,Schaum::N,піна,spumă
101,Schmutz::N,бруд,murdărie
102,See::N,озеро,lac
103,Sumpf::N,драговина,mlaștină
104,Moor::N,болото,bărăgan
105,Wiese::N,луг,fânaț
106,Wiese::N,луг,livadă
107,Wiese::N,лука,fânaț
108,Wiese::N,лука,livadă
109,Wald::N,ліс,codru
110,Wald::N,ліс,pădure
111,Hügel::N,горб,deal
112,Hügel::N,горб,movilă
113,Anhöhe::N,височина,deal
114,Anhöhe::N,височина,ridicătură
115,Berg::N,гора,munte
116,Gipfel::N,вершина,pisc
117,Höhle::N,печера,peșteră
118,Abhang::N,схил,pantă
119,Abhang::N,схил,versant
120,Quelle::N,джерело,izvor
121,Bach::N,струмок,gârlă
122,Fluss::N,річка,râu
123,Fluss::N,річка,fluviu
124,Ufer::N,берег,mal
125,Ufer::N,берег,țărm
126,Küste::N,узбережжя,coastă
127,Festland::N,суша,uscat
128,Meer::N,море,mare
129,Bucht::N,бухта,golf
130,Bucht::N,затока,golf
131,Insel::N,острів,insulă
132,Blume::N,квітка,floare
133,Gras::N,трава,iarbă
134,Wurzel::N,корінь,rădăcină
135,Baum::N,дерево,copac
136,Baum::N,дерево,arbore
137,Stamm::N,стовбур,tulpină
138,Rinde::N,кора,scoarță
139,Ast::N,гілка,cracă
140,Ast::N,гілка,creangă
141,Zweig::N,галузь,ramură
142,Zweig::N,галузь,creangă
143,Blatt::N,лист,frunză
144,Birke::N,береза,mesteacăn
145,Kiefer[Baum]::N,сосна,pin
146,Weide[Baum]::N,верба,salcie
147,Weide[Baum]::N,верба,răchită
148,Tanne::N,ялиця,brad
149,Horn::N,ріг,corn
150,Feder::N,перо,pană
151,Fell::N,хутро,piele
152,Flügel::N,крило,aripă
153,Klaue::N,кіготь,gheară
154,Kralle::N,лапа,labă
155,Kralle::N,лапа,gheară
156,Schwanz::N,хвіст,coadă
157,Ei::N,яйце,ou
158,Nest::N,гніздо,cuib
159,Bau::N,лігво,bârlog
160,Bau::N,лігво,vizuină
161,Tier::N,тварина,animal
162,Herde::N,стадо,turmă
163,Herde::N,стадо,cireadă
164,Kuh::N,корова,vacă
165,Bulle::N,бик,taur
166,Bulle::N,бугай,taur
167,Pferd::N,кінь,cal
168,Schaf::N,вівця,oaie
169,Schwein::N,свиня,porc
170,Hund::N,собака,câine
171,Katze::N,кішка,pisică
172,Bär::N,ведмідь,urs
173,Eichhörnchen::N,білка,veveriță
174,Elch::N,лось,elan
175,Fuchs::N,лисиця,vulpe
176,Hase::N,заєць,iepure
177,Maus::N,миша,șoarece
178,Wolf::N,вовк,lup
179,Vogel::N,птах,pasăre
180,Schwarm::N,зграя,cârd
181,Huhn::N,курка,găină
182,Hahn::N,півень,cocoș
183,Gans::N,гуска,gâscă
184,Adler::N,орел,vultur
185,Ente::N,качка,rață
186,Eule::N,сова,bufniță
187,Kranich::N,журавель,cocor
188,Krähe::N,ворона,cioară
189,Kuckuck::N,зозуля,cuc
190,Schwan::N,лебідь,lebădă
191,Fisch::N,риба,pește
192,Barsch::N,окунь,biban
193,Hecht::N,щука,știucă
194,Schlange[Tier]::N,змія,șarpe
195,Wurm::N,черв’як,vierme
196,Spinne::N,павук,păianjen
197,Ameise::N,мурашка,furnică
198,Laus::N,воша,păduche
199,Mücke::N,комар,țânțar
200,Fliege::N,муха,muscă
201,Schmetterling::N,метелик,fluture
202,Beere::N,ягода,boabă
203,Apfel::N,яблуко,măr
204,Pilz::N,гриб,burete
205,Pilz::N,гриб,ciupercă
206,Zwiebel::N,цибуля,ceapă
207,Saat::N,сім’я,semănătură
208,Korn::N,зерно,grâu
209,Heu::N,сіно,fân
210,Schale::N,шкірка,coajă
211,Grube::N,яма,groapă
212,Falle::N,пастка,cursă
213,Falle::N,пастка,capcană
214,Schlinge::N,петля,laț
215,Spur::N,слід,dâră
216,Asche::N,зола,cenușă
217,Asche::N,попіл,cenușă
218,Dreck::N,бруд,noroi
219,Dreck::N,бруд,murdărie
220,Eisen::N,залізо,fier
221,Gold::N,золото,aur
222,Silber::N,срібло,argint
223,Kohle::N,вугілля,cărbune
224,Glas::N,скло,sticlă
225,Lehm::N,глина,lut
226,Lehm::N,глина,humă
227,Sand::N,пісок,nisip
228,Mensch::N,людина,om
229,Mensch::N,людина,persoană
230,Mann::N,чоловік,om
231,Mann::N,чоловік,bărbat
232,Frau::N,жінка,femeie
233,Kind::N,дитина,copil
234,Junge::N,хлопець,băiat
235,Junge::N,хлопець,flăcău
236,Mädchen::N,дівчина,fată
237,Familie::N,сім’я,familie
238,Familie::N,родина,familie
239,Großvater::N,дідусь,bunic
240,Großvater::N,дідусь,tată mare
241,Großmutter::N,бабуся,bunică
242,Großmutter::N,бабуся,mamă mare
243,Eltern::N,батьки,părinți
244,Vater::N,батько,tată
245,Vater::N,батько,părinte
246,Mutter::N,мати,mamă
247,Sohn::N,син,fiu
248,Sohn::N,син,fecior
249,Tochter::N,дочка,fiică
250,Bruder::N,брат,frate
251,Schwester::N,сестра,soră
252,Onkel::N,дядько,unchi
253,Tante::N,тітка,mătușă
254,Ehemann::N,чоловік,soț
255,Ehemann::N,чоловік,bărbat
256,Ehefrau::N,жінка,soție
257,Ehefrau::N,дружина,soție
258,Freude::N,радощі,bucurie
259,Gelächter::N,сміх,râset
260,Glück::N,щастя,fericire
261,Kummer::N,горе,mâhnire
262,Wunsch::N,бажання,dorință
263,Wunsch::N,бажання,deziderat
264,Lust::N,бажання,poftă
265,Lust::N,бажання,înclinare
266,Geist::N,дух,duh
267,Geist::N,дух,minte
268,Geist::N,дух,suflet
269,Gedanke::N,думка,gând
270,Gedanke::N,думка,cuget
271,Gedächtnis::N,пам’ять,memorie
272,Verstand::N,розум,minte
273,Verstand::N,розум,intelect
274,Sinn::N,зміст,sens
275,Sinn::N,зміст,înțeles
276,Sinn::N,значення,sens
277,Sinn::N,значення,înțeles
278,Grund::N,причина,cauză
279,Grund::N,причина,pricină
280,Wahrheit::N,правда,adevăr
281,Gespräch::N,розмова,convorbire
282,Gespräch::N,розмова,conversație
283,Märchen::N,байка,basm
284,Märchen::N,байка,poveste
285,Erzählung::N,повість,poveste
286,Erzählung::N,оповідання,poveste
287,Nachricht::N,повідомлення,veste
288,Neuigkeit::N,новина,noutate
289,Neuigkeit::N,новина,actualitate
290,Name::N,ім’я,nume
291,Rätsel::N,загадка,ghicitoare
292,Rede::N,промова,discurs
293,Sprache::N,мова,limbă
294,Sprache::N,мова,limbaj
295,Stimme::N,голос,glas
296,Wort::N,слово,cuvânt
297,Zeichen::N,знак,semn
298,Zeichen::N,знак,semnal
299,Ruf::N,оклик,chemare
300,Lärm::N,шум,zgomot
301,Lärm::N,шум,tărăboi
302,Laut::N,звук,sunet
303,Ton::N,тон,ton
304,Lied::N,пісня,cântec
305,Ruhe::N,спокій,odihnă
306,Ruhe::N,спокій,liniște
307,Leute::N,люди,lume
308,Leute::N,люди,oameni
309,Volk::N,народ,popor
310,Volk::N,народ,națiune
311,Arbeit::N,робота,lucru
312,Gast::N,гість,musafir
313,Geschenk::N,подарунок,dar
314,Geschenk::N,подарунок,cadou
315,Spiel::N,гра,joc
316,Gesellschaft::N,товариство,societate
317,Hilfe::N,допомога,ajutor
318,Freund::N,друг,amic
319,Freund::N,друг,prieten
320,Freund::N,приятель,amic
321,Freund::N,приятель,prieten
322,Kamerad::N,товариш,tovarăș
323,Angelegenheit::N,справа,afacere
324,Anzahl::N,число,număr
325,Anzahl::N,число,cantitate
326,Art::N,рід,fel
327,Art::N,рід,specie
328,Stück::N,кусок,bucată
329,Teil::N,частина,parte
330,Teil::N,частина,porție
331,Hälfte::N,половина,jumătate
332,Kreis::N,круг,cerc
333,Kreis::N,коло,cerc
334,Kreuz::N,хрест,cruce
335,Linie::N,лінія,linie
336,Strich::N,штрих,linie
337,Strich::N,штрих,trăsătură
338,Abstand::N,проміжок,distanță
339,Abstand::N,проміжок,depărtare
340,Entfernung::N,відстань,distanță
341,Entfernung::N,відстань,depărtare
342,Gegend::N,місцевість,regiune
343,Platz::N,площа,loc
344,Ort::N,місце,loc
345,Seite::N,сторона,latură
346,Mitte::N,середина,centru
347,Gegenstand::N,предмет,obiect
348,Sache::N,річ,lucru
349,Sache::N,річ,chestie
350,Rand::N,край,bordură
351,Kante::N,ребро,muchie
352,Kante::N,ребро,bordură
353,Ecke::N,ріг,colț
354,Spitze::N,кінчик,vârf
355,Spitze::N,кінчик,creștet
356,Ende::N,кінець,capăt
357,Loch::N,діра,gaură
358,Winkel::N,куток,colț
359,Muster::N,узор,desen
360,Größe::N,розмір,mărime
361,Länge::N,довжина,lungime
362,Höhe::N,висота,înălțime
363,Gewicht::N,вага,greutate
364,Menge::N,кількість,cantitate
365,Haufen::N,купа,grămadă
366,Reihe::N,ряд,șir
367,Reihe::N,ряд,rând
368,Boot::N,човен,barcă
369,Boot::N,човен,luntre
370,Ruder::N,весло,vâslă
371,Ruder::N,весло,lopată
372,Schlitten::N,сани,sanie
373,Ski::N,лижа,schi
374,Lagerfeuer::N,вогнище,foc de tabără
375,Last::N,тягар,povară
376,Last::N,тягар,sarcină
377,Last::N,вантаж,povară
378,Last::N,вантаж,sarcină
379,Gang::N,хід,mers
380,Gang::N,хід,umblet
381,Schritt::N,крок,pas
382,Norden::N,північ,nord
383,Norden::N,північ,miazănoapte
384,Süden::N,південь,sud
385,Süden::N,південь,miazăzi
386,Westen::N,захід,apus
387,Osten::N,схід,est
388,Osten::N,схід,răsărit
389,Holz::N,дрова,lemn
390,Brett::N,дошка,scândură
391,Platte::N,плита,placă
392,Stütze::N,підпірка,proptea
393,Stange::N,жердина,bară
394,Stange::N,жердина,prăjină
395,Stock::N,палиця,băț
396,Stock::N,палиця,baston
397,Stab::N,палиця,baston
398,Stab::N,палиця,prăjină
399,Rohr::N,труба,tub
400,Rohr::N,труба,țeavă
401,Haus::N,дім,casă
402,Haus::N,хата,casă
403,Heim::N,житло,casă
404,Heim::N,житло,cămin
405,Ofen::N,піч,sobă
406,Fußboden::N,підлога,podea
407,Fußboden::N,підлога,dușumea
408,Tisch::N,стіл,masă
409,Stuhl::N,стілець,scaun
410,Wiege::N,колиска,leagăn
411,Bett::N,ліжко,pat
412,Bett::N,постіль,pat
413,Regal::N,полиця,rafturi
414,Kiste::N,ящик,ladă
415,Kiste::N,ящик,cutie
416,Fenster::N,вікно,fereastră
417,Tür::N,двері,ușă
418,Tor::N,ворота,poartă
419,Zaun::N,паркан,gard
420,Zaun::N,огорожа,gard
421,Dach::N,дах,acoperiș
422,Leiter::N,драбина,scară
423,Besen::N,мітла,mătură
424,Spaten::N,заступ,cazma
425,Spaten::N,заступ,hârleț
426,Schaufel::N,совок,lopată
427,Schaufel::N,лопата,lopată
428,Gabel::N,виделка,furculiță
429,Löffel::N,ложка,lingură
430,Messer::N,ніж,cuțit
431,Nagel::N,цвях,cui
432,Netz::N,сіть,plasă
433,Haken::N,крюк,cârlig
434,Griff::N,ручка,mâner
435,Griff::N,держак,mâner
436,Schloss::N,замок,lacăt
437,Bild::N,картина,tablou
438,Bild::N,картина,imagine
439,Figur::N,фігура,chip
440,Figur::N,фігура,figură
441,Puppe::N,лялька,păpușă
442,Beutel::N,мішечок,pungă
443,Beutel::N,мішечок,săculeț
444,Beutel::N,торбинка,pungă
445,Beutel::N,торбинка,săculeț
446,Bündel::N,в’язка,mănunchi
447,Tasche::N,сумка,geantă
448,Eimer::N,відро,găleată
449,Deckel::N,кришка,capac
450,Geschirr::N,посуд,vase
451,Geschirr::N,посуд,tacâmuri
452,Sack::N,мішок,sac
453,Tasse::N,чашка,ceașcă
454,Topf::N,горщик,oală
455,Kessel::N,котел,cazan
456,Kessel::N,котел,căldare
457,Essen::N,їжа,mâncare
458,Nahrung::N,харч,hrană
459,Nahrung::N,харч,aliment
460,Speise::N,страва,bucate
461,Speise::N,страва,fel de bucate
462,Fleisch::N,м’ясо,carne
463,Getreide::N,хліб,cereale
464,Getreide::N,збіжжя,cereale
465,Brei::N,каша,pireu
466,Brot::N,хліб,pâine
467,Scheibe::N,скибочка,felie
468,Scheibe::N,скибочка,bucată
469,Fett::N,жир,untură
470,Fett::N,жир,grăsime
471,Butter::N,масло,unt
472,Öl::N,олія,ulei
473,Salz::N,сіль,sare
474,Suppe::N,суп,supă
475,Suppe::N,суп,ciorbă
476,Honig::N,мед,miere
477,Milch::N,молоко,lapte
478,Tee::N,чай,ceai
479,Leder::N,шкіра,piele
480,Wolle::N,шерсть,lână
481,Stoff::N,тканина,stofă
482,Nadel::N,голка,ac
483,Faden::N,нитка,ață
484,Knopf::N,ґудзик,buton
485,Knoten::N,вузол,nod
486,Farbe::N,фарба,vopsea
487,Kleidung::N,одяг,haine
488,Kleidung::N,одяг,îmbrăcăminte
489,Kleidung::N,убрання,haine
490,Kleidung::N,убрання,îmbrăcăminte
491,Hemd::N,сорочка,cămașă
492,Kragen::N,комір,guler
493,Ärmel::N,рукав,mânecă
494,Hose::N,брюки,pantaloni
495,Gürtel::N,пояс,cordon
496,Mütze::N,шапка,șapcă
497,Schuh::N,ботинок,gheată
498,Stiefel::N,чобіт,cizmă
499,Ring::N,кільце,inel
500,Ring::N,кільце,verigă
501,Band::N,стрічка,panglică
502,Band::N,стрічка,șiret
503,Kamm::N,гребінець,pieptene
504,Spiegel::N,дзеркало,oglindă
505,Riemen::N,ремінь,curea
506,Schnur::N,вірьовка,funie
507,Schnur::N,вірьовка,sfoară
508,Leine::N,шворка,lesă
509,Leine::N,шворка,curea
510,Decke::N,ковдра,pătură
511,Kissen::N,подушка,pernă
512,Tuch::N,хустка,batic
513,Handtuch::N,рушник,prosop
514,Handtuch::N,рушник,ștergar
515,Kraft::N,сила,forță
516,Kraft::N,сила,putere
517,Stärke::N,сила,tărie
518,Stärke::N,сила,vigoare
519,Gesundheit::N,здоров’я,sănătate
520,Krankheit::N,хвороба,boală
521,Krankheit::N,хвороба,maladie
522,Schmerz::N,біль,durere
523,Wunde::N,рана,rană
524,Fieber::N,гарячка,febră
525,Arznei::N,ліки,leac
526,Arznei::N,ліки,medicament
527,Brücke::N,міст,pod
528,Brücke::N,міст,punte
529,Brunnen::N,колодязь,puț
530,Weide::N,пасовище,izlaz
531,Weide::N,пасовище,pășune
532,Pfad::N,стежка,cărare
533,Weg::N,шлях,drum
534,Weg::N,дорога,drum
535,Straße::N,вулиця,cale
536,Straße::N,вулиця,stradă
537,Dorf::N,село,sat
538,Stadt::N,місто,oraș
539,Brief::N,лист,scrisoare
540,Buch::N,книга,carte
541,Buch::N,книжка,carte
542,Buchstabe::N,буква,literă
543,Buchstabe::N,буква,caracter
544,Buchstabe::N,літера,literă
545,Buchstabe::N,літера,caracter
546,Zeitung::N,газета,ziar
547,Zeitung::N,газета,gazetă
548,Leben::N,життя,viață
549,Tod::N,смерть,moarte
550,Grab::N,могила,groapă
551,Grab::N,могила,mormânt
552,Kirche::N,церква,biserică
553,Sünde::N,гріх,păcat
554,Gott::N,бог,zeu
555,Arbeiter::N,робітник,muncitor
556,Chef::N,хазяїн,șef
557,Meister::N,умілець,meșter
558,Meister::N,умілець,maestru
559,Arzt::N,лікар,medic
560,Arzt::N,лікар,doctor
561,Lehrer::N,вчитель,profesor
562,Lehrer::N,вчитель,învățător
563,Geld::N,гроші,bani
564,Geld::N,гроші,parale
565,Geschäft::N,заняття,treabă
566,Geschäft::N,заняття,afacere
567,Laden::N,магазин,magazin
568,Laden::N,магазин,prăvălie
569,Laden::N,крамниця,magazin
570,Laden::N,крамниця,prăvălie
571,Preis::N,ціна,preț
572,Ware::N,товар,marfă
573,Nutzen::N,вигода,folos
574,Nutzen::N,вигода,profit
575,Nutzen::N,користь,folos
576,Nutzen::N,користь,profit
577,Reichtum::N,багатство,avuție
578,Reichtum::N,багатство,bogăție
579,Welt::N,світ,lume
580,Land::N,країна,țară
581,Staat::N,держава,stat
582,König::N,король,rege
583,Macht::N,влада,putere
584,Macht::N,влада,putință
585,Grenze::N,кордон,hotar
586,Grenze::N,кордон,graniță
587,Grenze::N,кордон,frontieră
588,Krieg::N,війна,război
589,Feind::N,ворог,dușman
590,Gewalt::N,насильство,violență
591,Kampf::N,бій,luptă
592,Kampf::N,боротьба,luptă
593,Bogen[Waffe]::N,лук,arc
594,Pfeil::N,стріла,săgeată
595,Gewehr::N,рушниця,armă
596,Gewehr::N,рушниця,pușcă
597,Gewehr::N,гвинтівка,armă
598,Gewehr::N,гвинтівка,pușcă
599,Fehler::N,помилка,eroare
600,Fehler::N,помилка,greșeală
601,Lüge::N,брехня,minciună
602,Schaden::N,шкода,daună
603,Schaden::N,шкода,pagubă
604,Schaden::N,збиток,daună
605,Schaden::N,збиток,pagubă
606,Unglück::N,нещастя,nenorocire
607,Schuld::N,провина,vină
608,Alter::N,вік,etate
609,Alter::N,вік,vârstă
610,Alter::N,літа,etate
611,Alter::N,літа,vârstă
612,Schluss::N,кінець,sfârșit
613,Zeit::N,час,timp
614,Zeit::N,час,vreme
615,Tag::N,день,zi
616,Morgen::N,ранок,dimineață
617,Mittag::N,південь,prânz
618,Mittag::N,південь,amiază
619,Abend::N,вечір,seară
620,Nacht::N,ніч,noapte
621,Woche::N,тиждень,săptămână
622,Monat::N,місяць,lună
623,Jahr::N,рік,an
624,Frühling::N,весна,primăvară
625,Sommer::N,літо,vară
626,Herbst::N,осінь,toamnă
627,Winter::N,зима,iarnă
628,Januar::N,січень,ianuarie
629,Februar::N,лютий,februarie
630,März::N,березень,martie
631,April::N,квітень,aprilie
632,Mai::N,травень,mai
633,Juni::N,червень,iunie
634,Juli::N,липень,iulie
635,August::N,серпень,august
636,September::N,вересень,septembrie
637,Oktober::N,жовтень,octombrie
638,November::N,листопад,noiembrie
639,Dezember::N,грудень,decembrie
640,Montag::N,понеділок,luni
641,Dienstag::N,вівторок,marți
642,Mittwoch::N,середа,miercuri
643,Donnerstag::N,четвер,joi
644,Freitag::N,п’ятниця,vineri
645,Samstag::N,субота,sâmbătă
646,Sonntag::N,неділя,duminică
647,groß::A,великий,mare
648,klein::A,малий,mic
649,klein::A,маленький,mic
650,lang::A,довгий,lung
651,kurz::A,короткий,scurt
652,breit::A,широкий,lat
653,breit::A,широкий,larg
654,schmal::A,вузький,strâmt
655,dicht::A,густий,des
656,dick[Gegenstand]::A,товстий,gros
657,dünn::A,тонкий,subțire
658,fein::A,дрібний,fin
659,fein::A,дрібний,subțire
660,fest::A,міцний,tare
661,fest::A,міцний,solid
662,flach::A,плоский,șes
663,flach::A,плоский,plan
664,glatt::A,рівний,lins
665,glatt::A,гладенький,lins
666,hart::A,твердий,dur
667,weich::A,м’який,moale
668,rund::A,круглий,rotund
669,rund::A,круглий,circular
670,spitz::A,гострокінцевий,ascuțit
671,scharf::A,гострий,tăios
672,scharf::A,гострий,ascuțit
673,stumpf::A,тупий,tocit
674,schwer::A,важкий,greu
675,schön::A,вродливий,frumos
676,heiß::A,жаркий,cald
677,heiß::A,жаркий,fierbinte
678,heiß::A,гарячий,cald
679,heiß::A,гарячий,fierbinte
680,warm::A,теплий,cald
681,warm::A,теплий,fierbinte
682,kalt::A,холодний,rece
683,kühl::A,прохолодний,rece
684,kühl::A,прохолодний,răcoros
685,frisch::A,свіжий,răcoros
686,frisch::A,свіжий,proaspăt
687,feucht::A,вогкий,umed
688,feucht::A,вогкий,jilav
689,nass::A,мокрий,ud
690,trocken::A,сухий,sec
691,trocken::A,сухий,uscat
692,voll::A,повний,plin
693,leer::A,пустий,gol
694,offen::A,відкритий,deschis
695,geschlossen::A,закритий,închis
696,geschlossen::A,зачинений,închis
697,sauber::A,чистий,curat
698,sauber::A,охайний,curat
699,schmutzig::A,брудний,murdar
700,roh::A,сирий,crud
701,reif::A,зрілий,copt
702,lecker::A,смачний,gustos
703,süß::A,солодкий,dulce
704,bitter::A,гіркий,amar
705,sauer::A,кислий,acru
706,hell::A,світлий,clar
707,hell::A,світлий,luminos
708,dunkel::A,темний,obscur
709,dunkel::A,темний,întunecos
710,schwarz::A,чорний,negru
711,weiß::A,сивий,alb
712,rot::A,червоний,roșu
713,gelb::A,жовтий,galben
714,blau::A,синій,albastru
715,grün::A,зелений,verde
716,grau::A,сірий,gri
717,grau::A,сірий,cenușiu
718,bunt::A,барвистий,colorat
719,billig::A,дешевий,ieftin
720,teuer::A,дорогий,scump
721,wertvoll::A,цінний,prețios
722,blind::A,сліпий,orb
723,taub::A,глухий,surd
724,kräftig::A,могутній,tare
725,kräftig::A,могутній,forte
726,kräftig::A,могутній,robust
727,stark::A,сильний,viguros
728,stark::A,сильний,puternic
729,schwach::A,слабкий,slab
730,schwach::A,слабкий,debil
731,fett::A,жирний,gras
732,fett::A,товстий,gras
733,schlank::A,тонкий,zvelt
734,schlank::A,стрункий,zvelt
735,hübsch::A,чарівний,drăguț
736,böse::A,злий,rău
737,böse::A,злий,răutăcios
738,böse::A,лихий,rău
739,böse::A,лихий,răutăcios
740,dumm::A,дурний,nerod
741,dumm::A,дурний,tâmpit
742,faul::A,ледачий,leneș
743,fleißig::A,старанний,harnic
744,fleißig::A,старанний,sârguincios
745,geizig::A,скупий,calic
746,geizig::A,скупий,zgârcit
747,klug::A,мудрий,isteț
748,klug::A,мудрий,deștept
749,klug::A,розумний,isteț
750,klug::A,розумний,deștept
751,geschickt::A,умілий,dibaci
752,lieb::A,милий,drag
753,lieb::A,милий,iubit
754,lustig::A,веселий,vesel
755,sanft::A,лагідний,blând
756,sanft::A,лагідний,blajin
757,hungrig::A,голодний,flămând
758,krank::A,слабий,bolnav
759,nackt::A,голий,gol
760,traurig::A,сумний,trist
761,traurig::A,сумний,mâhnit
762,lebendig::A,живий,viu
763,gut::A,добрий,bun
764,schlecht::A,поганий,rău
765,schlecht::A,поганий,prost
766,schlecht::A,кепський,rău
767,schlecht::A,кепський,prost
768,richtig::A,правильний,drept
769,richtig::A,правильний,corect
770,schlimm::A,бридкий,rău
771,wahr::A,справжній,adevărat
772,alt::A,старий,uzat
773,alt::A,старий,vechi
774,neu::A,новий,nou
775,ehemalig::A,колишній,fost
776,ehemalig::A,колишній,anterior
777,alt[Lebewesen]::A,старий,bătrîn
778,jung::A,молодий,tânăr
779,arm::A,бідний,sărac
780,arm::A,бідний,sărman
781,reich::A,багатий,avut
782,reich::A,багатий,bogat
783,bekannt::A,знайомий,cunoscut
784,berühmt::A,славетний,renumit
785,fremd::A,чужий,străin
786,verschieden::A,різний,diferit
787,verschieden::A,різний,deosebit
788,nah::A,близький,apropiat
789,fern::A,далекий,departe
790,linker::A,лівий,stâng
791,rechter::A,правий,drept
792,anderer::A,інакший,alt
793,erster::A,перший,prim
794,zweiter::A,другий,al doilea
795,dritter::A,третій,treilea
796,letzter::A,останній,final
797,allein::ADV,сам,singur
798,allein::ADV,один,singur
799,auf einmal::ADV,відразу,dintrodată
800,zusammen::ADV,разом,împreună
801,zusammen::ADV,спільно,împreună
802,lange::ADV,довго,îndelung
803,lange::ADV,довго,mult timp
804,plötzlich::ADV,раптом,deodată
805,plötzlich::ADV,раптом,pe neașteptate
806,sofort::ADV,зараз,imediat
807,sofort::ADV,зараз,numaidecît
808,später::ADV,пізніше,mai apoi
809,später::ADV,пізніше,mai târziu
810,jetzt::ADV,тепер,acum
811,heute::ADV,сьогодні,azi
812,heute::ADV,сьогодні,astăzi
813,morgen::ADV,завтра,mâine
814,bald::ADV,незабаром,curând
815,dann::ADV,потім,apoi
816,gestern::ADV,вчора,ieri
817,einst::ADV,колись,odată
818,einst::ADV,колись,odinioară
819,damals::ADV,тоді,atunci
820,damals::ADV,тоді,pe atunci
821,danach::ADV,згодом,după aceasta
822,vorher::ADV,раніше,mai întâi
823,vorher::ADV,раніше,în prealabil
824,zuerst::ADV,спершу,întâi
825,zuerst::ADV,спершу,în primul rând
826,zuerst::ADV,спочатку,întâi
827,zuerst::ADV,спочатку,în primul rând
828,einmal::ADV,один раз,odată
829,manchmal::ADV,іноді,uneori
830,manchmal::ADV,іноді,câteodată
831,manchmal::ADV,інколи,uneori
832,manchmal::ADV,інколи,câteodată
833,oft::ADV,часто,des
834,oft::ADV,часто,deseori
835,immer::ADV,завжди,mereu
836,immer::ADV,завжди,întotdeauna
837,niemals::ADV,ніколи,niciodată
838,hier::ADV,тут,aci
839,hier::ADV,тут,aici
840,hierhin::ADV,сюди,încoace
841,von hier::ADV,звідси,de aici
842,dort::ADV,там,acolo
843,dorthin::ADV,туди,dincolo
844,geradeaus::ADV,прямо,drept înainte
