,Concept_ID,ps,en
835,strömen::V,بهېدل,stream
836,fließen::V,بهېدل,flow
837,fließen::V,تویېدل,flow
838,sich drehen::V,ګرځېدل,revolve
839,sich drehen::V,چورلېدل,revolve
840,schwanken::V,زنګېدل,sway
841,schwingen::V,زنګېدل,swing
842,fallen::V,ولېدل,fall
843,brennen::V,سوځېدل,burn
844,rauchen::V,لوګی کول,smoke
845,regnen::V,باران اورېدل,rain
846,gefrieren::V,کنګل نيول,freeze
847,tauen::V,وېلې کېدل,thaw
848,schmelzen::V,وېلې کېدل,melt
849,trocknen::V,وچېدل,dry
850,sieden::V,اېشېدل,boil
851,faulen::V,خرابېدل,rot
852,verfaulen::V,ورستېدل,decay
853,reißen::V,شلېدل,snap
854,versinken::V,ډوېېدل,sink
855,vergehen::V,تېرېدل,pass
856,erscheinen::V,ښکارېدل,appear
857,verschwinden::V,ورکېدل,disappear
858,sinken::V,ښکته کېدل,drop
859,abnehmen::V,کمېدل,decrease
860,zunehmen::V,زیاتېدل,increase
861,steigen::V,جګېدل,rise
862,steigen::V,پورته کېدل,rise
863,wachsen::V,وده کول,grow
864,glänzen::V,ځلېدل,shine
865,funkeln::V,پړکېدل,sparkle
866,lärmen::V,غال و غول کول,be noisy
867,läuten::V,زنګ وهل,chime
868,klingeln::V,زنګ وهل,ring
869,klirren::V,کړنګېدل,tinkle
870,brausen::V,تلاطم کول,roar
871,rauschen::V,شڼهار کول,rustle
872,klingen::V,آواز کول,sound
873,bellen::V,غپېدل,bark
874,heulen::V,انګلل,howl
875,blasen::V,پو کول,blow
876,pfeifen::V,شپېلک وهل,whistle
877,schreien::V,ناره کول,shout
878,stöhnen::V,زګېروی کول,groan
879,zittern::V,لړزېدل,tremble
880,leben::V,ژوند کول,be alive
881,geboren werden::V,زېږېدل,be born
882,atmen::V,ساه کښل,breathe
883,atmen::V,تنفس کول,breathe
884,trinken::V,څښل,drink
885,essen::V,خوړل,eat
886,schlucken::V,غړپول,swallow
887,müde werden::V,ستړی کېدل,get tired
888,einschlafen::V,ویده کېدل,fall asleep
889,schlafen::V,خوب کول,sleep
890,aufwachen::V,ویښېدل,wake up
891,aufstehen::V,پاڅېدل,get up
892,sich erholen::V,استراحت کول,relax
893,krank werden::V,رنځورېدل,fall ill
894,krank sein::V,ناجوړېدل,be ill
895,schmerzen::V,خوږېدل,ache
896,schmerzen::V,درد کول,ache
897,husten::V,ټوخېدل,cough
898,genesen::V,رغېدل,recover
899,sterben::V,مړل,die
900,umkommen::V,تلفېدل,perish
901,sich bewegen::V,چلېدل,move
902,sich bewegen::V,حرکت کول,move
903,sich rühren::V,ښورېدل,budge
904,sich erheben::V,درېدل,stand up
905,sich setzen::V,کښېنستل,sit down
906,hinfallen::V,لوېدل,tumble
907,laufen::V,منډې وهل,walk
908,schreiten::V,قدم ایښودل,pace
909,spazierengehen::V,چکر وهل,go for a walk
910,eilen::V,بېړه کول,rush
911,sich beeilen::V,عجله کول,hurry
912,sausen::V,ځغستل,dash
913,rennen::V,زغلېدل,run
914,springen::V,ټوپ وهل,jump
915,klettern::V,ختل,climb
916,schaukeln::V,زنګېدل,seesaw
917,kriechen::V,خاپوړی وهل,creep
918,schwimmen::V,لامبو وهل,swim
919,tauchen::V,غوټه وهل,dive
920,rudern::V,پارو وهل,row
921,fahren::V,تلل,drive
922,fliegen::V,الوتل,fly
923,gehen::V,تلل,go
924,weggehen::V,بهر وتل,go away
925,abfahren::V,تلل,depart
926,anhalten::V,ودرېدل,stop
927,hineingehen::V,داخلېدل,go in
928,eintreten::V,ننوتل,enter
929,kommen::V,راتلل,come
930,ankommen::V,رسېدل,arrive
931,zurückkommen::V,بېرته راتلل,come back
932,bleiben::V,پاتې کېدل,stay
933,warten::V,انتظار وېستل,wait
934,erwarten::V,انتظار کول,wait for
935,suchen::V,لټول,seek
936,suchen::V,لټول,look for
937,finden::V,میندل,find
938,finden::V,پیدا کول,find
939,versuchen::V,هڅه کول,try
940,vorbereiten::V,چمتوکول,prepare
941,lieben::V,مینه لرل,love
942,mögen::V,خوښول,like
943,mögen::V,علاقه لرل,like
944,lachen::V,خندېدل,laugh
945,rühren::V,اغېزه کول,move
946,weinen::V,ژړل,weep
947,schimpfen::V,ښکنځا کول,grumble
948,sich ärgern::V,قهر راتلل,be annoyed
949,sich fürchten::V,ډارېدل,be afraid
950,fürchten::V,ډارېدل,be afraid of
951,fliehen::V,تښتېدل,flee
952,flüchten::V,تښتېدل,escape
953,sehen::V,لیدل,see
954,anschauen::V,کتل,look at
955,ansehen::V,ننداره کول,watch
956,hören::V,اورېدل,hear
957,zuhören::V,غوږ نیول,listen
958,probieren::V,څکه کول,taste
959,probieren::V,چاشنی کول,taste
960,riechen::V,بويول,smell
961,fühlen::V,حسول,feel
962,scheinen::V,ښکارېدل,seem
963,zu sehen sein::V,ښکارېدل,show
964,vernehmen::V,خبرېدل,hear
965,frieren::V,ساړه کېتل,be cold
966,tun::V,کول,do
967,können::V,کولای شول,can
968,können::V,د لاسه کېدل,can
969,wollen::V,غوښتل,want
970,anfangen::V,شروع کول,start
971,beenden::V,ختمول,finish
972,beenden::V,پای ته رسول,finish
973,aufhören::V,بس کول,stop
974,gelingen::V,موفق کېدل,succeed
975,gelingen::V,بریالی کېدل,succeed
976,geraten::V,کېدل,turn out
977,öffnen::V,خلاصول,open
978,öffnen::V,پرانیستل,open
979,schließen::V,تړل,close
980,stellen::V,ایښودل,put
981,setzen::V,کښېنول,place
982,legen::V,ایښودل,lay
983,berühren::V,لاس وهل,touch
984,verbinden::V,تړل,connect
985,bedecken::V,پوښول,cover
986,aufhängen::V,ځوړندول,hang up
987,anzünden::V,بلول,light
988,aufheben::V,پورته کول,pick up
989,zurücklassen::V,پرېښودل,leave
990,verlieren::V,ورکول,lose
991,fallen lassen::V,له لاسه لوېدل,drop
992,machen::V,کول,make
993,herstellen::V,جوړول,produce
994,herstellen::V,توليدول,produce
995,bauen::V,جوړول,build
996,reparieren::V,ترمیمول,mend
997,verbessern::V,اصلاح کول,improve
998,ändern::V,تغیر ورکول,alter
999,graben::V,کيندل,dig
1000,beugen::V,ټیټول,bow
1001,biegen::V,کږول,bend
1002,drehen::V,ګرځول,spin
1003,wenden::V,اړول,turn
1004,umdrehen::V,اړول,turn around
1005,heben::V,جګول,raise
1006,heben::V,پورته کول,raise
1007,hochheben::V,جګول,lift
1008,ergreifen::V,نیول,seize
1009,halten::V,نیول,hold
1010,drücken::V,کښېکښل,press
1011,schieben::V,پوری وهل,push
1012,kratzen::V,ګرول,scrape
1013,lecken::V,څټل,lick
1014,beißen::V,چیچل,bite
1015,abreißen::V,شکول,tear off
1016,abschneiden::V,پرېکول,cut off
1017,binden::V,تړل,tie
1018,stecken::V,ټومبل,stick
1019,brechen::V,ماتول,break
1020,klopfen::V,ټکول,knock
1021,hauen::V,ټکول,hit
1022,kleben::V,نښلول,glue
1023,kleben::V,سرېښول,glue
1024,reiben::V,مږل,rub
1025,streichen::V,مښل,spread
1026,schleifen::V,تېره کول,grind
1027,schneiden::V,غوڅول,cut
1028,schneiden::V,پرېکول,cut
1029,rütteln::V,خوڅول,jolt
1030,schütteln::V,ښورول,shake
1031,schwenken::V,خوڅول,swing
1032,schütten::V,اچول,pour
1033,schütten::V,تویول,pour
1034,füllen::V,ډکول,fill
1035,einwickeln::V,پېچل,wrap
1036,einwickeln::V,نغښتل,wrap
1037,tragen::V,وړل,carry
1038,schleppen::V,وړل,drag
1039,ziehen::V,کښل,pull
1040,aufbewahren::V,ساتل,keep
1041,werfen::V,اچول,throw
1042,werfen::V,غورځول,throw
1043,fangen::V,نیول,catch
1044,fangen::V,ګیرول,catch
1045,packen::V,نیول,grab
1046,verstecken::V,پټول,hide
1047,teilen::V,وېشل,divide
1048,teilen::V,تقسیمول,divide
1049,schicken::V,لېږل,send
1050,schicken::V,استول,send
1051,bringen::V,راوړل,bring
1052,hinzufügen::V,زیاتول,add
1053,bekommen::V,حاصلول,get
1054,erhalten::V,اخیستل,receive
1055,nehmen::V,نیول,take
1056,nehmen::V,اخيستل,take
1057,wählen::V,خوښول,choose
1058,auswählen::V,چنده کول,select
1059,bewahren::V,ساتل,preserve
1060,behindern::V,مانع کېدل,hinder
1061,behindern::V,ممانعت کول,hinder
1062,verderben::V,خرابېدل,spoil
1063,beschädigen::V,ورانول,damage
1064,zerbrechen::V,ماتول,break
1065,zerreißen::V,څیرې کول,tear
1066,zerstören::V,ړنګول,destroy
1067,zerstören::V,ورانول,destroy
1068,verbrennen::V,سوځول,burn
1069,geben::V,ورکول,give
1070,reichen::V,ورکول,hand
1071,schenken::V,بښل,give
1072,versprechen::V,لوز کول,promise
1073,wünschen::V,غوښتل,wish
1074,loben::V,ستایل,praise
1075,loben::V,تمجید کول,praise
1076,küssen::V,ښکلول,kiss
1077,wiegen::V,زنګول,rock
1078,zudecken::V,پوښول,cover
1079,wecken::V,ويښول,wake
1080,zeigen::V,ښودل,show
1081,führen::V,بیول,guide
1082,lehren::V,درس ورکول,teach
1083,lehren::V,تعلیم ورکول,teach
1084,unterrichten::V,درس ورکول,instruct
1085,aufziehen::V,روزل,bring up
1086,leiten::V,رهبری کول,lead
1087,leiten::V,لارښوونه کول,lead
1088,antreiben::V,چټک کول,urge
1089,lassen::V,اړکول,let
1090,einladen::V,بلل,invite
1091,vereinigen::V,متحد کول,unite
1092,vereinigen::V,یوځای کول,unite
1093,besuchen::V,کتنه کول,visit
1094,treffen::V,ليدل,meet
1095,treffen::V,تلقی کول,meet
1096,sich versammeln::V,راغونډېدل,assemble
1097,spielen::V,لوبه کول,play
1098,singen::V,سندرې وېل,sing
1099,tanzen::V,ګډېدل,dance
1100,sich trennen::V,بېلېدل,separate
1101,verlassen::V,ترک کول,leave
1102,retten::V,نجات ورکول,rescue
1103,bewachen::V,ساتل,guard
1104,bewachen::V,حفاظت کول,guard
1105,schützen::V,ژغورل,protect
1106,verteidigen::V,دفاع کول,defend
1107,sich schlagen::V,جنګېدل,brawl
1108,schießen::V,ویشتل,shoot
1109,siegen::V,غالبېدل,win
1110,ärgern::V,خپه کول,annoy
1111,schlagen::V,وهل,beat
1112,treten::V,په لغته وهل,kick
1113,stechen::V,ټومبل,sting
1114,stoßen::V,ټېل وهل,shove
1115,stoßen::V,پوری وهل,shove
1116,stehlen::V,تښتول,steal
1117,stehlen::V,غلا کول,steal
1118,stören::V,ماتول,disturb
1119,belästigen::V,ځورول,bother
1120,belästigen::V,تکلیف ورکول,bother
1121,verbergen::V,پټول,conceal
1122,täuschen::V,تېرایستل,deceive
1123,täuschen::V,خطا ایستل,deceive
1124,betrügen::V,غولول,cheat
1125,töten::V,وژل,kill
1126,töten::V,مړ کول,kill
1127,wohnen::V,اوسېدل,dwell
1128,arbeiten::V,کار کول,work
1129,sammeln::V,راټولول,gather
1130,sammeln::V,راغونډول,gather
1131,pflücken::V,شکول,pick
1132,jagen::V,ښکار کول,hunt
1133,fischen::V,کب نيول,fish
1134,fassen::V,نیول,catch
1135,fassen::V,ګیرول,catch
1136,hüten::V,پوول,herd
1137,treiben::V,بیول,drive
1138,anbinden::V,تړل,tie up
1139,füttern::V,خوراک ورکول,feed
1140,melken::V,لوشل,milk
1141,hacken::V,پی کول,chop
1142,gießen::V,اوبه کول,water
1143,reifen::V,رسېدل,ripen
1144,zubereiten::V,تیارول,cook
1145,kochen::V,پخول,boil
1146,backen::V,پخول,bake
1147,braten::V,وريتول,fry
1148,umrühren::V,لړل,stir
1149,stricken::V,اوبدل,knit
1150,nähen::V,ګنډل,sew
1151,färben::V,رنګول,dye
1152,reinigen::V,صافول,clean
1153,waschen::V,مینځل,wash
1154,abwischen::V,وچول,wipe
1155,spülen::V,کنګالول,rinse
1156,fegen::V,جارو کول,sweep
1157,kehren::V,جارو کول,sweep
1158,baden::V,لمبېدل,bath
1159,sich waschen::V,ځان مينځل,wash
1160,ausziehen::V,کښل,take off
1161,ausziehen::V,ایستل,take off
1162,anziehen::V,اغوستل,put on
1163,sich anziehen::V,کالی اغوستل,get dressed
1164,kämmen::V,ګمنځول,comb
1165,schmücken::V,ښکلی کول,decorate
1166,sagen::V,وېل,say
1167,sprechen::V,وېل,speak
1168,sprechen::V,غږېدل,speak
1169,reden::V,ګړېدل,talk
1170,reden::V,خبرې کول,talk
1171,sich unterhalten::V,خبری کول,chat
1172,fragen::V,پوښتنه کول,ask
1173,bitten::V,غوښتل,request
1174,erzählen::V,کيسه کول,tell
1175,erzählen::V,حکايت کول,tell
1176,mitteilen::V,خبرول,convey
1177,mitteilen::V,خبر ورکول,convey
1178,nennen::V,نوم ايښودل,name
1179,rufen::V,بلل,call
1180,prahlen::V,لاپې وهل,brag
1181,übersetzen::V,ژباړل,translate
1182,übersetzen::V,ترجمه کول,translate
1183,denken::V,فکر کول,think
1184,glauben::V,باور کول,believe
1185,bemerken::V,لیدل,notice
1186,erkennen::V,پېژندل,recognize
1187,begreifen::V,رسېدل,grasp
1188,begreifen::V,پوهېدل,grasp
1189,verstehen::V,پوهېدل,understand
1190,lernen::V,زده کول,learn
1191,lernen::V,درس لوستل,learn
1192,wissen::V,پوهېدل,know
1193,sich erinnern an::V,یادول,remember
1194,sich erinnern an::V,په یاد راوړل,remember
1195,vergessen::V,هېرول,forget
1196,messen::V,اندازه کول,measure
1197,zählen::V,شمارل,count
1198,rechnen::V,حسابول,calculate
1199,lesen::V,لوستل,read
1200,malen::V,رسمول,paint
1201,zeichnen::V,رسمول,draw
1202,schreiben::V,لیکل,write
1203,besitzen::V,لرل,own
1204,kaufen::V,رانیول,buy
1205,verkaufen::V,خرڅول,sell
1206,bezahlen::V,تأدیه کول,pay for
1207,zahlen::V,کسات اخيستل,pay
1208,beherrschen::V,تسلط لرل,rule
1209,ertragen::V,زغمل,endure
1210,Barsch::N,,perch
1211,Hecht::N,,pike
