,Concept_ID,he,ta
678,ich::PRN,אני,நான்
679,du::PRN,את,நீ
680,du::PRN,אתה,நீ
681,er::PRN,הוא,அவன்
682,wir::PRN,אנחנו,நாம்
683,wir::PRN,אנחנו,நாங்கள்
684,ihr::PRN,לה,நீங்கள்
685,sie::PRN,הם,அவர்கள்
686,was::FPRN,מה,என்ன
687,wer::FPRN,מי,யார்
688,wo::FADV,איפה,எங்கே
689,wohin::FADV,לאן,எதற்கு
690,wie::FADV,איך,எப்படி
691,warum::FADV,למה,ஏன்
692,wieviel::FNUM,כמה,எவ்வளவு
693,eins::NUM,אחד,ஒன்று
694,zwei::NUM,שתים,இரண்டு
695,drei::NUM,שלושה,மூன்று
696,vier::NUM,ארבעה,நான்கு
697,fünf::NUM,חמשה,ஐந்து
698,sechs::NUM,ששה,ஆறு
699,sieben::NUM,שבעה,ஏழு
700,acht::NUM,שמונה,எட்டு
701,neun::NUM,תשעה,ஒன்பது
702,zehn::NUM,עשרה,பத்து
703,elf::NUM,אחת עשרה,பதினொன்று
704,zwölf::NUM,שתים עשרה,பன்னிரண்டு
705,zwanzig::NUM,עשרים,இருபது
706,dreißig::NUM,שלושים,முப்பது
707,vierzig::NUM,ארבעים,நாற்பது
708,fünfzig::NUM,חמשים,ஐமபது
709,sechzig::NUM,ששים,அறுபது
710,siebzig::NUM,שבעים,எழுபது
711,achtzig::NUM,שמונים,எண்பது
712,neunzig::NUM,תשעים,தொன்னூறு
713,hundert::NUM,מאה,நூறு
714,tausend::NUM,אלף,ஆயிரம்
715,und::CNJ,ו,மற்றும்
716,oder::CNJ,או,அல்லது
717,stehen::V,עמד,நில்
718,sitzen::V,ישב,உட்கார்
719,liegen::V,שכב,படு
720,hängen::V,היה תלוי,தொங்கச் செய்
721,werden::V,הפך ל,ஆகு
722,passieren::V,קרה,நிகழ்
723,beginnen::V,התחיל,ஆரம்பி
724,enden::V,הסתים,முடி
725,wechseln::V,השתנה,மாற்று
726,aufgehen[Sonne]::V,זרח,உயர எழு
727,untergehen[Sonne]::V,שקע,பொறுத்து
728,scheinen[Sonne]::V,בהק,பிரகாசி
729,donnern::V,רעם,இடி
730,wehen::V,נשב,வீசு
731,strömen::V,זרם,பாயதல்
732,fließen::V,זרם,நீரோட்டம் போக்கில் போ
733,sich drehen::V,הסתובב,சுழல்
734,schwanken::V,התנודד,தள்ளாடு
735,schwingen::V,התנענע,ஆடு
736,fallen::V,נפל,விழு
737,brennen::V,בער,எரி
738,rauchen::V,עשן,பகை பிடி
739,regnen::V,ירד גשם,மழை பெய்
740,gefrieren::V,קפא,உறைந்துவிடு
741,tauen::V,נמס,உருகு
742,schmelzen::V,התיך,உருகு
743,trocknen::V,התיבש,உலர்த்து
744,sieden::V,רתח,கொதிக்க வை
745,faulen::V,רקב,அழுகச் செய்
746,verfaulen::V,רקב,அழுகச் செய்
747,reißen::V,נקרע,திடீரென அறு
748,versinken::V,טבע,மூழ்கு
749,vergehen::V,עבר,கடந்துசெல்
750,erscheinen::V,נגלה,தோன்றச்
751,erscheinen::V,הופיע,தோன்றச்
752,verschwinden::V,נעלם,மறைந்து போ
753,sinken::V,ירד,பதைவுறு
754,abnehmen::V,הפחית,குறை
755,zunehmen::V,רבה,உயர்த்து
756,steigen::V,עלה,உயர எழு
757,wachsen::V,גדל,வளர்
758,glänzen::V,נצץ,மிளிர்
759,glänzen::V,בהק,மிளிர்
760,funkeln::V,נצנץ,பிரகாசி
761,lärmen::V,רעש,கொம்பு
762,läuten::V,צלצל,மணியொலியிசை
763,klingeln::V,צלצל,மணி அடி
764,klirren::V,קרקש,கிலுங்கு
765,brausen::V,געש,இரைதல்
766,rauschen::V,רשרש,சலசலப்பு
767,klingen::V,נשמע,சிலம்புதல்
768,bellen::V,נבח,குரை
769,heulen::V,ילל,ஊளையிடு
770,blasen::V,נשף,ஊது
771,pfeifen::V,שרק,சீழ்க்கை எழப்பு
772,schreien::V,צעק,கூச்சலிடு
773,stöhnen::V,נאנק,வேதனை
774,zittern::V,רעד,நடுங்கு
775,leben::V,חי,உயிருடனிரு
776,geboren werden::V,נולד,பிற
777,atmen::V,נשם,சுவாசி
778,trinken::V,שתה,குடி
779,essen::V,אכל,சாப்பிடு
780,schlucken::V,בלע,முழுங்கு
781,müde werden::V,התעיף,கையயர்தல்
782,einschlafen::V,נרדם,தூங்க
783,schlafen::V,ישן,தூங்கு
784,aufwachen::V,התעורר,எழுப்பு
785,aufstehen::V,קם,எழுந்திரு
786,sich erholen::V,נפש,இளைப்பாறு
787,krank werden::V,חלה,விழுதல்
788,krank sein::V,היה חולה,நருக்கலாயிருக்க
789,schmerzen::V,כאב,நோவுறு
790,husten::V,השתעל,இருமு
791,genesen::V,הבריא,குணம் அடை
792,sterben::V,מת,மரணமடை
793,umkommen::V,נספה,நசி
794,sich bewegen::V,נע,நகர்த்து
795,sich rühren::V,זז,அசை
796,sich erheben::V,קם,எழுந்து நில்
797,sich setzen::V,התישב,உட்கார்
798,hinfallen::V,נפל,விழு
799,laufen::V,הלך ברגל,நட
800,schreiten::V,פסע,கவடுவைத்தல்
801,spazierengehen::V,טיל,உலவு
802,eilen::V,אץ,விரைந்து
803,eilen::V,מהר,விரைந்து
804,sich beeilen::V,מהר,அவசரப்படுத்து
805,sausen::V,אץ,விரைந்து செல்
806,rennen::V,רץ,ஓடு
807,springen::V,קפץ,குதி
808,klettern::V,טפס,ஏறு
809,schaukeln::V,התנדנד,தள்ளாடு
810,kriechen::V,זחל,மெதுவாக நடந்து செல்
811,schwimmen::V,שחה,நீந்து
812,tauchen::V,צלל,மூழ்கி நீச்சலடி
813,rudern::V,חתר,துடுப்புப் போடு
814,fahren::V,נסע,ஓட்டு
815,fliegen::V,עף,பற
816,gehen::V,הלך,போ
817,weggehen::V,עזב,விலகிச் செல்
818,abfahren::V,יצא,புறப்பட்டுச் செல்
819,anhalten::V,עצר,நின்றுவிடு
820,hineingehen::V,נכנס,மறையச் செய்
821,eintreten::V,נכנס,நுழை
822,kommen::V,בא,வா
823,ankommen::V,הגיע,வநது சேர்
824,zurückkommen::V,שב,திரும்பி வா
825,zurückkommen::V,חזר,திரும்பி வா
826,bleiben::V,נשאר,இரு
827,warten::V,חכה,தாமதி
828,warten::V,המתין,தாமதி
829,erwarten::V,צפה,எதிர்நோக்கு
830,suchen::V,חפש,தேடு
831,finden::V,מצא,கண்டுபிடி
832,versuchen::V,נסה,முயற்சி செய்
833,vorbereiten::V,הכין,ஆயத்தம் செய்
834,lieben::V,אהב,அன்பு செலுத்து
835,mögen::V,אהב,விரும்பு
836,lachen::V,צחק,சிரி
837,rühren::V,נגע ללב,இதயத்தைத் தொடு
838,weinen::V,בכה,அழு
839,schimpfen::V,גער,சாபமிடு
840,sich ärgern::V,זעם,கோப்பபடு
841,sich ärgern::V,כעס,கோப்பபடு
842,sich fürchten::V,פחד,பயப்படு
843,sich fürchten::V,חשש,பயப்படு
844,fürchten::V,פחד מ,பயப்படுத்து
845,fürchten::V,חשש מ,பயப்படுத்து
846,fliehen::V,ברח,ஓடு
847,flüchten::V,נמלט,தப்பிவிடு
848,sehen::V,ראה,பார்
849,anschauen::V,הביט,கூர்ந்து கவனி
850,ansehen::V,התבונן,கவனி
851,hören::V,שמע,கேள்
852,zuhören::V,הקשיב,சுவைத்துப் பார்
853,probieren::V,נסה,ருசி
854,riechen::V,הריח,முகர்ந்து பார்
855,fühlen::V,חש,தொட்டுணர்
856,scheinen::V,נדמה,காணப்படு
857,zu sehen sein::V,נראה,தோன்றுதல்
858,vernehmen::V,נודע ל,கேள்
859,frieren::V,קר ל,குதுகுதுகு
860,tun::V,פעל,செய்
861,können::V,יכל,இயல்வது
862,wollen::V,רצה,விரும்பு
863,anfangen::V,התחיל,தொடங்கு
864,beenden::V,גמר,முடி
865,aufhören::V,סים,நிறுத்து
866,gelingen::V,הצליח,வெற்றி
867,geraten::V,עלה,ஏற்படுத்து
868,öffnen::V,פתח,திற
869,schließen::V,סגר,மூடு
870,stellen::V,העמיד,வை
871,setzen::V,הושיב,வை
872,legen::V,שם,பரப்பி வை
873,berühren::V,נגע,பதி
874,verbinden::V,קשר,சேர்
875,bedecken::V,כסה,உறைபோடு
876,aufhängen::V,תלה,தொங்கவிடு
877,anzünden::V,הצית,எரியூட்டு
878,aufheben::V,אסף,பொறுக்கி எடு
879,zurücklassen::V,השאיר,விட்டுச் செல்
880,verlieren::V,אבד,இழ
881,fallen lassen::V,שמט,அளவில் குறைவு
882,fallen lassen::V,הפיל,அளவில் குறைவு
883,machen::V,עשה,தயார்செய்
884,herstellen::V,יצר,உற்பத்தி செய்
885,bauen::V,בנה,கட்டு
886,reparieren::V,תקן,பழுது பார்
887,verbessern::V,שפר,மேம்படுத்து
888,ändern::V,שנה,மாற்றி அமை
889,graben::V,חפר,குழி வெட்டு
890,beugen::V,כפף,வனை
891,biegen::V,כופף,வனை
892,drehen::V,סובב,சுழல்
893,wenden::V,הפך,குடைகவிழு
894,umdrehen::V,סובב,சுற்றும் முற்றும் பார்
895,heben::V,הרים,தூக்கு
896,hochheben::V,הרים,தூக்கு
897,ergreifen::V,אחז,பறி
898,halten::V,החזיק,பிடித்துக் கொள்
899,drücken::V,לחץ,அழுத்து
900,schieben::V,הזיז,தள்ளு
901,kratzen::V,שרט,கீறு
902,kratzen::V,שפשף,கீறு
903,lecken::V,לקק,நக்கு
904,beißen::V,נשך,கடி
905,abreißen::V,קרע,கிழி
906,abschneiden::V,חתך,வெட்டி எடு
907,binden::V,קשר,கட்டு
908,stecken::V,תקע,பதிய வை
909,brechen::V,שבר,உடை
910,klopfen::V,נקש,தட்டு
911,hauen::V,הכה,அடி
912,kleben::V,הדביק,ஒட்டு
913,reiben::V,שפשף,தேய்
914,streichen::V,מרח,பரவச்செய்
915,schleifen::V,השחיז,அரை
916,schneiden::V,גזר,துண்டாக்கு
917,rütteln::V,נענע,மெல்ல தள்ளு
918,schütteln::V,נער,குலுக்கு
919,schwenken::V,נופף,ஊஞ்சலாடு
920,schwenken::V,טלטל,ஊஞ்சலாடு
921,schütten::V,שפך,ஊற்று
922,füllen::V,מלא,நிரப்பு
923,einwickeln::V,עטף,சுற்று
924,tragen::V,נשא,எடுத்துச் செல்
925,schleppen::V,סחב,இழுத்துச் செல்
926,ziehen::V,משך,இழு
927,aufbewahren::V,שמר,வைத்துக் கொள்
928,werfen::V,זרק,வீசி எறி
929,fangen::V,תפס,பிடி
930,packen::V,אחז,பிடித்துக்கொள்
931,verstecken::V,החביא,மறை
932,teilen::V,חלק,பாகங்களாகப் பிரி
933,schicken::V,שלח,அனுப்பு
934,bringen::V,הביא,கொண்டு வா
935,hinzufügen::V,הוסיף,சேர்
936,bekommen::V,תפס,பெறு
937,erhalten::V,קבל,பெறு
938,nehmen::V,אחז,எடு
939,wählen::V,בחר,தேர்ந்தெடு
940,auswählen::V,בחר ב,தேர்ல்தெடு
941,bewahren::V,קים,கெடாது பேணு
942,behindern::V,מנע,தடங்கல் செய்
943,verderben::V,מנע,நாசமாக்கு
944,beschädigen::V,הזיק,சேதப்படுத்து
945,zerbrechen::V,נשבר,உடை
946,zerreißen::V,קרע,கிழி
947,zerstören::V,הרס,அழி
948,zerstören::V,השמיד,அழி
949,verbrennen::V,שרף,எரியூட்டு
950,geben::V,נתן,கொடு
951,reichen::V,העביר,வழங்கு
952,schenken::V,נתן במתנה,மொயத்தல்
953,versprechen::V,הבטיח,உறுதியளி
954,wünschen::V,אחל,ஆசைப்படு
955,loben::V,שבח,புகழ்ச்சி கூறு
956,küssen::V,נשק,முத்தமிடு
957,wiegen::V,נדנד,ஆட்டுத்தல்
958,zudecken::V,כסה,உறைபோடு
959,wecken::V,עורר,எழுப்பு
960,zeigen::V,הראה,காட்டு
961,führen::V,הביא,வழிகாட்டி
962,führen::V,הוביל,வழிகாட்டி
963,lehren::V,למד,சொல்லிக் கொடு
964,unterrichten::V,למד,அறிவுரை கூறு
965,aufziehen::V,רומם,வளர்
966,leiten::V,נהל,அழைத்துச் செல்
967,antreiben::V,המרץ,தூண்டு
968,lassen::V,נתן,விடு
969,einladen::V,הזמין,அழை
970,vereinigen::V,אחד,ஒன்றாகச் சேர்
971,vereinigen::V,לכד,ஒன்றாகச் சேர்
972,besuchen::V,בקר,வருகை புரி
973,treffen::V,פגש,சந்தி
974,sich versammeln::V,התאסף,தொகுப்பு
975,spielen::V,שחק,விளையாடு
976,singen::V,שר,பாடு
977,tanzen::V,רקד,நடனமாடு
978,sich trennen::V,נפרד,தனிப்படடுத்து
979,verlassen::V,עזב,கைவிடு
980,retten::V,הציל,காப்பாற்று
981,bewachen::V,שמר,காவல் செய்
982,schützen::V,אבטח,பாதுகாப்பு செய்
983,verteidigen::V,הגן,எதிர்த்து நில்
984,sich schlagen::V,התכתש,பூசலிடு
985,schießen::V,ירה,சுட்டுக் கொல்
986,siegen::V,גבר,வெற்றி பெறு
987,siegen::V,נצח,வெற்றி பெறு
988,ärgern::V,עצבן,எரிச்சலூட்டு
989,schlagen::V,הכה,அடி
990,schlagen::V,הלקה,அடி
991,treten::V,בעט,உதை
992,stechen::V,דקר,கொட்டு
993,stoßen::V,דחק,நெருக்கு
994,stehlen::V,גנב,திருடு
995,stören::V,קטע,தொல்லைகொடு
996,stören::V,הפריע,தொல்லைகொடு
997,belästigen::V,הציק,தொல்லை கொடு
998,belästigen::V,הטריד,தொல்லை கொடு
999,verbergen::V,הצניע,மறை
1000,täuschen::V,שגע,ஏமாற்று
1001,betrügen::V,הונה,ஏமாற்று
1002,töten::V,הרג,கொல்
1003,wohnen::V,גר,தங்கியிரு
1004,arbeiten::V,עבד,வேலை செய்
1005,sammeln::V,אסף,ஒன்றுசேர்
1006,pflücken::V,קטף,கொய்து எடு
1007,jagen::V,צד,வேட்டையாடு
1008,fischen::V,דג,மீன் பிடி
1009,fassen::V,תפס,பிடி
1010,hüten::V,רעה,காவல் செய்
1011,treiben::V,הוציא,ஓட்டு
1012,anbinden::V,קשר,கட்டு
1013,füttern::V,הלעיט,உணவளி
1014,melken::V,חלב,பால் கற
1015,hacken::V,קצץ,வெட்டி எடு
1016,gießen::V,השקה,நீர்ப் பாய்ச்சு
1017,reifen::V,בשל,பழு
1018,zubereiten::V,הכין,சமையல் செய்
1019,kochen::V,בשל,வேகவை
1020,backen::V,אפה,வெப்பத்தில் வாட்டு
1021,braten::V,צלה,பொரியச் செய்
1022,braten::V,טגן,பொரியச் செய்
1023,umrühren::V,ערבב,கலக்கு
1024,stricken::V,סרג,பின்னியிழை
1025,nähen::V,תפר,தையல் வேலை செய்
1026,färben::V,צבע,வண்ணம் பெறச் செய்
1027,reinigen::V,נקה,சுத்தம் செய்
1028,waschen::V,רחץ,கழுவு
1029,waschen::V,כבס,கழுவு
1030,abwischen::V,נגב,துடை
1031,spülen::V,שטף,அலசு
1032,fegen::V,טאטא,பெறுக்கு
1033,kehren::V,טאטא,பெறுக்கு
1034,baden::V,טבל,குளி
1035,baden::V,שחה,குளி
1036,sich waschen::V,התרחץ,கழுவு
1037,ausziehen::V,הוריד,கழற்று
1038,anziehen::V,לבש,புனைதல்
1039,sich anziehen::V,התלבש,உடுத்துதல்
1040,kämmen::V,סרק,தலை வாரிக் கொள்
1041,schmücken::V,קשט,அழகுபடுத்து
1042,sagen::V,אמר,சொல்
1043,sprechen::V,דבר,பேசு
1044,reden::V,דבר,பெசு
1045,sich unterhalten::V,שוחח,இயல்பாக பேசிக்கொண்டிரு
1046,fragen::V,שאל,கேள்
1047,bitten::V,בקש,வேண்டு
1048,erzählen::V,ספר,சொல்
1049,mitteilen::V,מסר,சொல்
1050,mitteilen::V,הודיע,சொல்
1051,nennen::V,קרא בשם,பெயரிடுதல்
1052,rufen::V,גיס,கூச்சலிடு
1053,rufen::V,הזמין לבוא,கூச்சலிடு
1054,prahlen::V,התרברב,தற்பெருமை பேசு
1055,übersetzen::V,תרגם,மொழிபெயர்ப்பு செய்
1056,denken::V,חשב,யோசி
1057,glauben::V,האמין,நம்பு
1058,bemerken::V,הבחין,கவனி
1059,erkennen::V,זהה,அடையாளம் கண்டுகொள்
1060,begreifen::V,קלט,பற்றிக்கொள்
1061,begreifen::V,הבין,பற்றிக்கொள்
1062,verstehen::V,הבין,புரிந்து கொள்
1063,lernen::V,למד,கற்றுக்கொள்
1064,wissen::V,ידע,தெரிந்திரு
1065,sich erinnern an::V,זכר,நினைவு கூர்
1066,vergessen::V,שכח,மற
1067,messen::V,מדד,அளவிடு
1068,zählen::V,ספר,எண்ணு
1069,rechnen::V,חשב,கணக்கிடு
1070,lesen::V,קרא,படி
1071,malen::V,ציר,வண்ணச்சித்திரம்
1072,zeichnen::V,שרטט,வரை
1073,schreiben::V,כתב,எழுது
1074,besitzen::V,היה בעל של,உடைமையாகக் கொண்டிரு
1075,kaufen::V,קנה,வாங்கு
1076,kaufen::V,רכש,வாங்கு
1077,verkaufen::V,מכר,விற்பனை செய்
1078,bezahlen::V,שלם,இறுத்தல்
1079,zahlen::V,שלם,பணம் செலுத்து
1080,beherrschen::V,שלט,ஆட்சிசெய்
1081,ertragen::V,סבל,தாங்கு
