,Concept_ID,bg,bn
59,Träne::N,сълза,অশ্রু
60,Geschmack::N,вкус,স্বাদ
61,Geruch::N,миризма,গন্ধ
62,Schlaf::N,сън,ঘুম
63,Traum::N,сън,স্বপ্ন
64,Himmel::N,небе,আকাশ
65,Sonne::N,слънце,সূর্য
66,Mond::N,луна,চন্দ্র
67,Mond::N,месец,চন্দ্র
68,Stern::N,звезда,নক্ষত্র
69,Luft::N,въздух,বায়ু
70,Wind::N,вятър,বাতাস
71,Welle::N,вълна,ঢেউ
72,Welle::N,вълна,তরঙ্গ
73,Wasser::N,вода,জল
74,Stein::N,камък,ঢিল
75,Stein::N,камък,প্রস্তর
76,Boden::N,земя,ভূতল
77,Boden::N,почва,ভূতল
78,Erde::N,земя,ভূমি
79,Erde::N,почва,ভূমি
80,Staub::N,прах,ধুলা
81,Rauch::N,дим,ধোঁয়া
82,Rauch::N,пушек,ধোঁয়া
83,Funke::N,искра,স্ফুলিঙ্গ
84,Feuer::N,огън,অগ্নি
85,Licht::N,светлина,আলো
86,Schatten::N,сянка,ছায়া
87,Wetter::N,време,আবহাওয়া
88,Nebel::N,мъгла,কুহেলিকা
89,Wolke::N,облак,মেঘ
90,Regen::N,дъжд,বৃষ্টি
91,Schnee::N,сняг,তুষার
92,Eis::N,лед,বরফ
93,Frost::N,мраз,তুষার
94,Kälte::N,студ,শৈত্য
95,Hitze::N,жега,তাপ
96,Hitze::N,горещина,তাপ
97,Raureif::N,скреж,তুহিন
98,Raureif::N,слана,তুহিন
99,Regenbogen::N,дъга,রামধনু
100,Donner::N,гръм,বজ্রধ্বনি
101,Strömung::N,течение,স্রোত
102,Tropfen::N,капка,ফোঁটা
103,Schaum::N,пяна,ফেনা
104,Schmutz::N,кал,ধুলা
105,Schmutz::N,мръсотия,ধুলা
106,See::N,езеро,হ্রদ
107,Sumpf::N,блато,জলা
108,Moor::N,мочурище,মাঠ
109,Wiese::N,ливада,তৃণভূমি
110,Wald::N,гора,বন
111,Hügel::N,рид,পাহাড়
112,Hügel::N,хълм,পাহাড়
113,Anhöhe::N,могила,টিলা
114,Anhöhe::N,възвишение,টিলা
115,Berg::N,планина,পর্বত
116,Gipfel::N,връх,শীর্ষ
117,Höhle::N,пещера,গুহা
118,Abhang::N,склон,ঢাল
119,Abhang::N,стръмнина,ঢাল
120,Quelle::N,извор,উৎস
121,Bach::N,поток,ক্ষুদ্র নদী
122,Fluss::N,река,নদী
123,Ufer::N,бряг,উপকূল
124,Küste::N,бряг,তীর
125,Küste::N,крайбрежие,তীর
126,Festland::N,суша,ভূমি
127,Meer::N,море,সমুদ্র
128,Bucht::N,залив,উপসাগর
129,Insel::N,остров,দ্বীপ
130,Blume::N,цвете,ফুল
131,Gras::N,трева,ঘাস
132,Wurzel::N,корен,শিকড়
133,Baum::N,дърво,গাছ
134,Stamm::N,стъбло,স্কন্ধ
135,Rinde::N,кора,বল্কল
136,Ast::N,клон,শাখা
137,Zweig::N,клон,ডাল
138,Blatt::N,лист,পর্ণ
139,Birke::N,бреза,ভুর্জ
140,Kiefer[Baum]::N,бор,পাইন গাছ
141,Weide[Baum]::N,върба,উইলো
142,Tanne::N,ела,দেবদারূ গাছ
143,Horn::N,рог,শিং
144,Feder::N,перо,পালক
145,Fell::N,кожа,রোম
146,Flügel::N,крило,ডানা
147,Klaue::N,нокът,নখর
148,Kralle::N,нокът,নখর
149,Schwanz::N,опашка,লেজ
150,Ei::N,яйце,ডিম
151,Nest::N,гнездо,কুলায়
152,Bau::N,дупка,ডেরা
153,Tier::N,животно,জন্তু
154,Herde::N,стадо,ঝাঁক
155,Kuh::N,крава,গোরু
156,Bulle::N,бик,বৃষ
157,Pferd::N,кон,ঘোড়া
158,Schaf::N,овца,ভেড়া
159,Schwein::N,свиня,শূকর
160,Hund::N,куче,কুকুর
161,Katze::N,котка,বেড়াল
162,Bär::N,мечка,ভল্লুক
163,Eichhörnchen::N,катерица,কাঠবিড়াল
164,Elch::N,лос,হরিণবিশেষ
165,Fuchs::N,лисица,পাঁতিশিয়াল
166,Hase::N,заек,শশক
167,Maus::N,мишка,নেংটি ইঁদুর
168,Wolf::N,вълк,নেকড়ে
169,Vogel::N,птица,পক্ষী
170,Schwarm::N,рой,ঝাঁক
171,Schwarm::N,рояк,ঝাঁক
172,Huhn::N,кокошка,মোরগ
173,Hahn::N,петел,কুক্কুট
174,Gans::N,гъска,হংসী
175,Adler::N,орел,ইগল
176,Ente::N,патица,হংসী
177,Eule::N,сова,পেচক
178,Kranich::N,жерав,সারস
179,Krähe::N,врана,কাক
180,Kuckuck::N,кукувица,কোকিল
181,Schwan::N,лебед,মরাল
182,Fisch::N,риба,মাছ
183,Barsch::N,костур,মৎন্যবিশেষ
184,Hecht::N,щука,বানমাছ
185,Schlange[Tier]::N,змия,সর্প
186,Wurm::N,червей,কীট
187,Spinne::N,паяк,মাকড়সা
188,Ameise::N,мравка,পিপীলিকা
189,Laus::N,въшка,উকুন
190,Mücke::N,комар,মশা
191,Fliege::N,муха,মাছি
192,Schmetterling::N,пеперуда,প্রজাপতি
193,Beere::N,плод,বেরি
194,Apfel::N,ябълка,আপেল
195,Pilz::N,гъба,ছত্রক
196,Zwiebel::N,лук,পিয়াজ
197,Zwiebel::N,кромид,পিয়াজ
198,Saat::N,семе,বীজ
199,Korn::N,зърно,শস্য
200,Heu::N,сено,খড়
201,Schale::N,кора,খোসা
202,Grube::N,яма,গর্ত
203,Grube::N,дупка,গর্ত
204,Falle::N,примка,ফাঁদ
205,Schlinge::N,клуп,পাশ
206,Spur::N,диря,চিহ্ন
207,Spur::N,следа,চিহ্ন
208,Asche::N,пепел,ভস্ম
209,Dreck::N,кал,ময়লা
210,Eisen::N,желязо,লোহা
211,Gold::N,злато,স্বর্ণ
212,Silber::N,сребро,রৌপ্য
213,Kohle::N,въглища,অঙ্গার
214,Glas::N,стъкло,কাচ
215,Lehm::N,глина,মৃত্তিকা
216,Sand::N,пясък,বালি
217,Mensch::N,човек,নর
218,Mensch::N,човек,মানুষ
219,Mann::N,мъж,মানুষ
220,Frau::N,жена,নারী
221,Kind::N,дете,বাচ্চা
222,Junge::N,момче,ছেলে
223,Mädchen::N,момиче,মেয়ে
224,Familie::N,фамилия,পরিবার
225,Familie::N,семейство,পরিবার
226,Großvater::N,дядо,মাতামহ
227,Großmutter::N,баба,মাতামহী
228,Eltern::N,родители,মাতাপিতা
229,Vater::N,баща,পিতা
230,Mutter::N,майка,মাতা
231,Sohn::N,син,ছেলে
232,Tochter::N,дъщеря,মেয়ে
233,Bruder::N,брат,দাদা
234,Schwester::N,сестра,বোন
235,Schwester::N,сестра,দিদি
236,Onkel::N,чичо,মামা
237,Onkel::N,вуйчо,মামা
238,Tante::N,леля,মাসী
239,Ehemann::N,съпруг,স্বামী
240,Ehefrau::N,съпруга,পত্নী
241,Freude::N,радост,উল্লাস
242,Gelächter::N,смях,হাসি
243,Glück::N,щастие,সুখ
244,Kummer::N,тъга,দুঃখ
245,Wunsch::N,желание,আকাঙ্ক্ষা
246,Lust::N,желание,বাসনা
247,Geist::N,дух,আত্না
248,Gedanke::N,мисъл,চিন্তা
249,Gedächtnis::N,памет,স্মরণশক্তি
250,Verstand::N,ум,মন
251,Verstand::N,разум,মন
252,Sinn::N,смисъл,পদার্থ
253,Grund::N,причина,কারণ
254,Wahrheit::N,правда,সত্য
255,Gespräch::N,разговор,কথাবার্তা
256,Märchen::N,приказка,রূপকথা
257,Erzählung::N,разказ,গল্প
258,Nachricht::N,вест,তথ্য
259,Nachricht::N,известие,তথ্য
260,Neuigkeit::N,новина,খবরাখবর
261,Name::N,име,নাম
262,Rätsel::N,гатанка,ধাঁধা
263,Rede::N,реч,বক্তৃতা
264,Rede::N,слово,বক্তৃতা
265,Sprache::N,език,ভাষা
266,Stimme::N,глас,স্বর
267,Wort::N,дума,শব্দ
268,Zeichen::N,знак,প্রতীক
269,Ruf::N,зов,ডাক
270,Lärm::N,шум,হৈচৈ
271,Lärm::N,глъчка,হৈচৈ
272,Laut::N,звук,ধ্বনি
273,Ton::N,тон,স্বর
274,Lied::N,песен,গান
275,Ruhe::N,тишина,শান্তি
276,Ruhe::N,спокойствие,শান্তি
277,Leute::N,хора,প্রজাপুঞ্জ
278,Volk::N,народ,জাতি
279,Arbeit::N,труд,চাকরি
280,Arbeit::N,работа,চাকরি
281,Gast::N,гост,অতিথি
282,Geschenk::N,дар,উপহার
283,Geschenk::N,подарък,উপহার
284,Spiel::N,игра,খেলা
285,Gesellschaft::N,общество,সঙ্গিগণ
286,Hilfe::N,помощ,সাহায্য
287,Freund::N,приятел,বন্ধু
288,Kamerad::N,другар,সঙ্গী
289,Angelegenheit::N,работа,বিষয়
290,Anzahl::N,брой,পরিমাণ
291,Anzahl::N,количество,পরিমাণ
292,Art::N,вид,রকম
293,Stück::N,къс,টুকরো
294,Stück::N,парче,টুকরো
295,Teil::N,дял,অংশ
296,Teil::N,част,অংশ
297,Hälfte::N,половина,অর্ধেক
298,Kreis::N,кръг,বৃত্ত
299,Kreuz::N,кръст,ক্রুশ
300,Linie::N,черта,রেখা
301,Strich::N,щрих,কষি
302,Strich::N,черта,কষি
303,Abstand::N,дистанция,ফাঁক
304,Abstand::N,разстояние,ফাঁক
305,Entfernung::N,разстояние,ব্যবধান
306,Gegend::N,местност,ক্ষেত্র
307,Platz::N,място,জায়গা
308,Ort::N,място,স্থান
309,Seite::N,страна,পার্শ্ব
310,Mitte::N,среда,মধ্য
311,Gegenstand::N,предмет,জিনিস
312,Sache::N,вещ,বস্তু
313,Rand::N,ръб,কানা
314,Kante::N,ръб,ধার
315,Kante::N,кант,ধার
316,Ecke::N,ъгъл,কোণ
317,Spitze::N,връх,ডগা
318,Spitze::N,острие,ডগা
319,Ende::N,край,প্রান্ত
320,Loch::N,дупка,গর্ত
321,Winkel::N,кът,কোণ
322,Winkel::N,ъгъл,কোণ
323,Muster::N,десен,নমুন্
324,Muster::N,образец,নমুন্
325,Größe::N,големина,আয়তন
326,Länge::N,дължина,দৈর্ঘ্য
327,Höhe::N,висота,উচ্চতা
328,Höhe::N,височина,উচ্চতা
329,Gewicht::N,тегло,ওজন
330,Gewicht::N,тежест,ওজন
331,Menge::N,количество,পরিমাণ
332,Haufen::N,куп,পুঞ্জ
333,Haufen::N,грамада,পুঞ্জ
334,Reihe::N,ред,শ্রেণী
335,Reihe::N,редица,শ্রেণী
336,Boot::N,лодка,নৌকা
337,Ruder::N,весло,দাঁড়
338,Ruder::N,гребло,দাঁড়
339,Schlitten::N,шейна,স্নেজ্-গাড়ি
340,Ski::N,ски,শী
341,Lagerfeuer::N,огнище,অগ্নি
342,Last::N,товар,বোঝা
343,Gang::N,ход,হণ্টন
344,Gang::N,вървеж,হণ্টন
345,Schritt::N,стъпка,পদ
346,Norden::N,север,উত্তরদিক্
347,Süden::N,юг,দক্ষিণদিক
348,Westen::N,запад,পশ্চিমদিক্
349,Osten::N,изток,পূর্বদিক
350,Holz::N,дърво,কাঠ
351,Brett::N,дъска,তক্তা
352,Stange::N,прът,দণ্ড
353,Stange::N,върлина,দণ্ড
354,Stock::N,прът,ছড়ি
355,Stock::N,тояга,ছড়ি
356,Stab::N,прът,যষ্টি
357,Rohr::N,цев,নল
358,Rohr::N,тръба,নল
359,Haus::N,къща,ঘর
360,Heim::N,дом,বাসা
361,Ofen::N,печка,স্টোভ্
362,Fußboden::N,под,গহতল
363,Tisch::N,маса,মেজ
364,Tisch::N,маса,টেবিল
365,Stuhl::N,стол,চেয়ার
366,Stuhl::N,стол,কেদারা
367,Wiege::N,люлка,দোলনা
368,Bett::N,легло,শয্যা
369,Bett::N,креват,শয্যা
370,Regal::N,рафт,তাক
371,Regal::N,етажерка,তাক
372,Kiste::N,кутия,বাক্স
373,Kiste::N,сандък,বাক্স
374,Fenster::N,прозорец,জানালা
375,Tür::N,врата,দ্বার
376,Tor::N,врата,দ্বার
377,Zaun::N,ограда,বেড়া
378,Dach::N,покрив,ছাদ
379,Leiter::N,стълба,মই
380,Besen::N,метла,গুল্মবিশেষ
381,Spaten::N,лопата,কোদাল
382,Schaufel::N,лопата,বেলচা
383,Gabel::N,вилица,কাঁটা
384,Löffel::N,лъжица,চামচ
385,Messer::N,нож,ছুরি
386,Nagel::N,гвоздей,পেরেক
387,Netz::N,мрежа,জাল
388,Haken::N,кука,কাচি
389,Haken::N,закачалка,কাচি
390,Griff::N,ръчка,হাতল
391,Griff::N,дръжка,হাতল
392,Schloss::N,брава,তালা
393,Schloss::N,ключалка,তালা
394,Bild::N,картина,ছবি
395,Bild::N,картина,চিত্র
396,Figur::N,фигура,আকার
397,Puppe::N,кукла,পুতুল
398,Beutel::N,кесия,বটুয়া
399,Bündel::N,връзка,আঁটি
400,Tasche::N,чанта,থলি
401,Eimer::N,кофа,বাল্তি
402,Deckel::N,капак,আবরণ
403,Deckel::N,похлупак,আবরণ
404,Geschirr::N,съдове,থালা-বাসন
405,Sack::N,чувал,বস্তা
406,Tasse::N,чаша,কাপ
407,Topf::N,гърне,পাত্র
408,Topf::N,тенджера,পাত্র
409,Kessel::N,котел,কেটলি
410,Essen::N,ядене,আহার
411,Nahrung::N,храна,খাদ্য
412,Speise::N,ястие,খাদ্য
413,Fleisch::N,месо,মাংস
414,Getreide::N,зърнено храни,শস্য
415,Brei::N,каша,মণ্ড
416,Brot::N,хляб,রুটি
417,Scheibe::N,резен,ফালি
418,Fett::N,мазнина,মেদ
419,Butter::N,масло,মাখন
420,Öl::N,олио,তৈল
421,Öl::N,оливия,তৈল
422,Salz::N,сол,নুন
423,Suppe::N,супа,শুরুয়া
424,Honig::N,мед,মধু
425,Milch::N,мляко,দুধ
426,Tee::N,чай,চা
427,Leder::N,кожа,পাকা চামড়া
428,Wolle::N,вълна,পশম
429,Stoff::N,плат,বস্ত্র
430,Stoff::N,материал,বস্ত্র
431,Nadel::N,игла,সুচ
432,Faden::N,конец,সূত্র
433,Knopf::N,копче,বোতাম
434,Knoten::N,възел,গিঁট
435,Farbe::N,боя,রং
436,Kleidung::N,дрехи,কাপড়
437,Kleidung::N,облекло,কাপড়
438,Hemd::N,риза,শার্ট
439,Kragen::N,яка,গলবন্ধ
440,Ärmel::N,ръкав,আস্তিন্
441,Hose::N,панталони,ট্রাউজার
442,Gürtel::N,пояс,কটিবন্ধ
443,Gürtel::N,колан,কটিবন্ধ
444,Mütze::N,каскет,টুপি
445,Mütze::N,фуражка,টুপি
446,Schuh::N,обувка,জুতো
447,Stiefel::N,ботуш,বুট
448,Ring::N,пръстен,আংটি
449,Band::N,лента,ফিতা
450,Band::N,връзка,ফিতা
451,Kamm::N,гребен,চিরুনি
452,Spiegel::N,огледало,আয়না
453,Riemen::N,каиш,চাবুক
454,Riemen::N,ремък,চাবুক
455,Schnur::N,връв,দড়ি
456,Leine::N,връв,শিকল
457,Leine::N,въже,শিকল
458,Decke::N,покривка,কম্বল
459,Kissen::N,възглавница,উপাধান
460,Tuch::N,сукно,বস্ত্র
461,Handtuch::N,пешкир,তোয়ালে
462,Handtuch::N,кърпа за лице,তোয়ালে
463,Kraft::N,мощ,জোর
464,Kraft::N,сила,জোর
465,Stärke::N,сила,শক্তি
466,Gesundheit::N,здраве,স্বাস্থ্য
467,Krankheit::N,болест,অসুখ
468,Krankheit::N,болест,ব্যামো
469,Schmerz::N,болка,যন্ত্রণা
470,Wunde::N,рана,ক্ষত
471,Fieber::N,треска,জ্বর
472,Fieber::N,температура,জ্বর
473,Arznei::N,лек,ঔষধ
474,Arznei::N,лекарство,ঔষধ
475,Brücke::N,мост,সেতু
476,Brunnen::N,чешма,কূপ
477,Brunnen::N,кладенец,কূপ
478,Weide::N,паша,পশুচারণভূমি
479,Weide::N,пасище,পশুচারণভূমি
480,Pfad::N,пътека,পথ
481,Weg::N,път,পথ
482,Straße::N,шосе,রাস্তা
483,Dorf::N,село,গ্রাম
484,Stadt::N,град,শহর
485,Brief::N,писмо,চিঠি
486,Buch::N,книга,বই
487,Buchstabe::N,буква,অক্ষর
488,Zeitung::N,вестник,সংবাদপত্র
489,Leben::N,живот,জীবন
490,Tod::N,смърт,মৃত্যু
491,Grab::N,гроб,কবর
492,Kirche::N,църква,গির্জা
493,Sünde::N,грях,পাপ
494,Gott::N,бог,দেবতা
495,Arbeiter::N,работник,শ্রমিক
496,Chef::N,шеф,নেতা
497,Chef::N,началник,নেতা
498,Meister::N,майстор,ব্যক্তি
499,Arzt::N,лекар,চিকিৎসক
500,Lehrer::N,учител,অধ্যাপক
501,Geld::N,пари,মুদ্রা
502,Geld::N,пари,টাকাপয়সা
503,Geschäft::N,сделка,ব্যস্ততা
504,Laden::N,дюкян,দোকান
505,Laden::N,магазин,দোকান
506,Preis::N,цена,মূল্য
507,Ware::N,стока,পণ্যদ্রব্য
508,Nutzen::N,полза,সুবিধা
509,Nutzen::N,облага,সুবিধা
510,Reichtum::N,богатство,ধনদৌলত
511,Welt::N,свят,জগৎ
512,Land::N,страна,খেত
513,Staat::N,щат,রাষ্ট্র
514,Staat::N,държава,রাষ্ট্র
515,König::N,крал,রাজা
516,Macht::N,мощ,প্রভাব
517,Macht::N,власт,প্রভাব
518,Grenze::N,граница,সীমা
519,Krieg::N,война,যুদ্ধ
520,Feind::N,враг,শত্রু
521,Feind::N,неприятел,শত্রু
522,Gewalt::N,сила,জোর
523,Gewalt::N,насилие,জোর
524,Kampf::N,борба,লড়াই
525,Kampf::N,сражение,লড়াই
526,Bogen[Waffe]::N,лък,ধনুক
527,Pfeil::N,стрела,বাণ
528,Gewehr::N,пушка,বন্দুক
529,Fehler::N,грешка,ভুল
530,Lüge::N,лъжа,মিথ্যা
531,Schaden::N,повреда,ক্ষতি
532,Unglück::N,нещастие,দুর্ভাগ্য
533,Schuld::N,вина,অপরাধ
534,Alter::N,възраст,আয়ু
535,Schluss::N,край,শেষ
536,Zeit::N,време,সময়
537,Tag::N,ден,দিন
538,Morgen::N,утро,সকাল
539,Morgen::N,сутрин,সকাল
540,Mittag::N,обед,মধ্যাহু
541,Mittag::N,пладне,মধ্যাহু
542,Abend::N,вечер,সন্ধ্যা
543,Nacht::N,нощ,রাত্রি
544,Woche::N,седмица,সপ্তাহ
545,Monat::N,месец,মাস
546,Jahr::N,година,সৌরবর্ষ
547,Frühling::N,пролет,বসন্তকাল
548,Sommer::N,лято,গ্রীষ্মকাল
549,Herbst::N,есен,শরংঋতু
550,Winter::N,зима,শীতকাল
551,Januar::N,януари,জানুয়ারী
552,Februar::N,февруари,ফেব্রুয়ারী
553,März::N,март,মার্চ
554,April::N,април,এপ্রিল
555,Mai::N,май,মে
556,Juni::N,юни,জুন
557,Juli::N,юли,জুলাই
558,August::N,август,অগাস্ট
559,September::N,септември,সেপ্টেম্বর
560,Oktober::N,октомври,অক্টোবর
561,November::N,ноември,নভেম্বর
562,Dezember::N,декември,ডিসেম্বর
563,Montag::N,понеделник,সোমবার
564,Dienstag::N,вторник,মঙ্গলবার
565,Mittwoch::N,сряда,বুধবার
566,Donnerstag::N,четвъртък,বৃহম্পতিবার
567,Freitag::N,петък,শুক্রবার
568,Samstag::N,събота,শনিবার
569,Sonntag::N,неделя,রবিবার
570,groß::A,едър,বৃহৎ
571,groß::A,голям,বৃহৎ
572,klein::A,малък,ছোট
573,klein::A,дребен,ছোট
574,lang::A,дълъг,দীর্ঘ
575,kurz::A,къс,খর্ব
576,kurz::A,къс,হ্রস্ব
577,breit::A,широк,চওড়া
578,schmal::A,тесен,সরু
579,dicht::A,гъст,ঘন
580,dick[Gegenstand]::A,дебел,পুরু
581,dünn::A,тънък,কৃশ
582,fein::A,фин,সূক্ষ্ম
583,fein::A,тънък,সূক্ষ্ম
584,fest::A,твърд,দৃঢ়
585,fest::A,плътен,দৃঢ়
586,flach::A,равен,সমতল
587,flach::A,плосък,সমতল
588,glatt::A,гладък,মসৃণ
589,hart::A,твърд,শক্ত
590,hart::A,корав,শক্ত
591,weich::A,мек,নরম
592,rund::A,кръгъл,গোলাকার
593,spitz::A,островръх,তীক্ষ্ন
594,scharf::A,остър,শাণিত
595,stumpf::A,тъп,ভোঁতা
596,schwer::A,тежък,ভারী
597,schön::A,хубав,সুন্দর
598,schön::A,красив,সুন্দর
599,heiß::A,жарък,গরম
600,warm::A,топъл,ঈষদুষ্ণ
601,kalt::A,студен,ঠাণ্ডা
602,kühl::A,хладен,শীতল
603,frisch::A,свеж,তাজা
604,feucht::A,влажен,ভিজা
605,nass::A,мокър,ভিজা
606,trocken::A,сух,শুষ্ক
607,voll::A,пълен,পূর্ণ
608,leer::A,празен,খালি
609,offen::A,откровен,খোলা
610,geschlossen::A,закрит,বন্ধ
611,geschlossen::A,затворен,বন্ধ
612,sauber::A,чист,নির্মল
613,schmutzig::A,мръсен,নোংরা
614,roh::A,суров,কাঁচা
615,reif::A,зрял,পাকা
616,lecker::A,вкусен,সুস্বাদ
617,süß::A,сладък,মিষ্ট
618,bitter::A,горчив,তিক্ত
619,sauer::A,кисел,টক
620,hell::A,ясен,উজ্জ্বল
621,hell::A,светъл,উজ্জ্বল
622,dunkel::A,тъмен,অন্ধকারময়
623,schwarz::A,черен,কালো
624,weiß::A,бял,সাদা
625,rot::A,червен,লাল
626,gelb::A,жълт,হলদে
627,blau::A,син,নীল
628,grün::A,зелен,সবুজ
629,grau::A,сив,ছাই-রঙা
630,bunt::A,шарен,রঙিন
631,bunt::A,пъстър,রঙিন
632,billig::A,евтин,সস্তা
633,teuer::A,скъп,আক্রা
634,wertvoll::A,ценен,মহার্ঘ
635,blind::A,сляп,কানা
636,taub::A,глух,বধির
637,kräftig::A,силен,বিশাল
638,stark::A,здрав,শক্তিশালী
639,stark::A,силен,শক্তিশালী
640,schwach::A,слаб,দুর্বল
641,fett::A,тлъст,মোটা
642,schlank::A,тънък,কৃশ
643,schlank::A,строен,কৃশ
644,hübsch::A,хубав,সুন্দর
645,böse::A,зъл,খারাপ
646,dumm::A,глупав,মূর্খ
647,faul::A,ленив,শ্রমবিমুখ
648,faul::A,мързелив,শ্রমবিমুখ
649,fleißig::A,прилежен,পরিশ্রমী
650,geizig::A,скъпернически,ব্যয়কুণ্ঠ
651,klug::A,умен,দক্ষ
652,klug::A,разумен,দক্ষ
653,geschickt::A,умел,পটু
654,geschickt::A,сръчен,পটু
655,lieb::A,мил,প্রেয়
656,lieb::A,драг,প্রেয়
657,lustig::A,весел,প্রফুল্ল
658,sanft::A,нежен,নম্র
659,sanft::A,кротък,নম্র
660,hungrig::A,гладен,ক্ষুধার্ত
661,krank::A,болен,অসুস্থ
662,nackt::A,гол,উলঙ্গ
663,traurig::A,тъжен,দুঃখিত
664,traurig::A,печален,দুঃখিত
665,lebendig::A,жив,জীবিত
666,gut::A,добър,ভালো
667,schlecht::A,лош,মন্দ
668,richtig::A,правилен,ঠিক
669,schlimm::A,лош,কদর্য
670,wahr::A,верен,বাস্তব
671,wahr::A,истински,বাস্তব
672,alt::A,стар,পুরাতন
673,alt::A,древен,পুরাতন
674,neu::A,нов,নব
675,neu::A,нов,নূতন
676,ehemalig::A,бивш,পূর্বকালীন
677,alt[Lebewesen]::A,стар,বৃদ্ধ
678,jung::A,млад,তরুণ
679,arm::A,беден,ক্ষুদ্র
680,reich::A,богат,ধনবান্
681,bekannt::A,познат,সুপরিচিত
682,bekannt::A,известен,সুপরিচিত
683,berühmt::A,почут,বিখ্যাত
684,berühmt::A,известен,বিখ্যাত
685,fremd::A,чужд,বিদেশি
686,verschieden::A,разен,বিসদৃশ
687,verschieden::A,различен,বিসদৃশ
688,nah::A,близък,নিকটবতী
689,fern::A,далечен,দুরবতী
690,linker::A,ляв,বাম
691,rechter::A,прав,ডান
692,rechter::A,прав,ডাইন
693,anderer::A,друг,অন্যতর
694,erster::A,пръв,প্রথম
695,erster::A,първи,প্রথম
696,zweiter::A,втори,দ্বিতীয়
697,dritter::A,трети,তৃতীয়
698,letzter::A,последен,সর্বশেষ
699,allein::ADV,само,একক
700,auf einmal::ADV,същевременно,জলদি
701,zusammen::ADV,заедно,একসঙ্গে
702,lange::ADV,дълго,লম্বা
703,plötzlich::ADV,изведнъж,হঠাৎ
704,sofort::ADV,веднага,মুহ্ণর্তমধ্যে
705,später::ADV,по-късно,পশ্চাতে
706,jetzt::ADV,сега,এখন
707,heute::ADV,днес,আজ
708,morgen::ADV,утре,আগামিকাল
709,bald::ADV,скоро,অস্পকালমধ্যে
710,dann::ADV,после,তখন
711,dann::ADV,тогава,তখন
712,gestern::ADV,вчера,গতকাল
713,einst::ADV,някога,একবার মাত্র
714,damals::ADV,тогава,তখন
715,danach::ADV,после,পরে
716,danach::ADV,след това,পরে
717,vorher::ADV,преди,আগে
718,vorher::ADV,преди това,আগে
719,zuerst::ADV,най-напред,আগে
720,einmal::ADV,веднъж,একবার
721,einmal::ADV,един път,একবার
722,manchmal::ADV,понякога,কখনও কখনও
723,oft::ADV,често,ঘনঘন
724,immer::ADV,винаги,সর্বদা
725,niemals::ADV,никога,কখলও নহে
726,hier::ADV,тук,এখানে
727,hier::ADV,тука,এখানে
728,hierhin::ADV,насам,এখানে
729,von hier::ADV,оттук,ত্রই স্তান হইতে
730,von hier::ADV,оттука,ত্রই স্তান হইতে
731,dort::ADV,там,ওখানে
732,dorthin::ADV,натам,ওখানে
733,dorthin::ADV,нататък,ওখানে
734,geradeaus::ADV,направо,অগ্রগামী
735,vorwärts::ADV,напред,সন্মুখিকে
736,rückwärts::ADV,назад,খিরিয়া
