,Concept_ID,sah,tr
121,Quelle::N,дьүүктэ,pınar
122,Quelle::N,дьүүктэ,kaynak
123,Bach::N,үрүйэ,çay
124,Bach::N,үрүйэ,dere
125,Fluss::N,өрүс,nehir
126,Ufer::N,биэрэк,kıyı
127,Ufer::N,биэрэк,sahil
128,Küste::N,кытыл,kıyı
129,Küste::N,кытыл,sahil
130,Festland::N,кураанах сир,kara
131,Meer::N,муора,deniz
132,Bucht::N,хомо,koy
133,Bucht::N,хомо,körfez
134,Bucht::N,бухта,koy
135,Bucht::N,бухта,körfez
136,Insel::N,арыы,ada
137,Blume::N,сибэкки,çiçek
138,Gras::N,от,ot
139,Gras::N,от,çim
140,Wurzel::N,силис,kök
141,Baum::N,мас,ağaç
142,Stamm::N,умнас,gövde
143,Rinde::N,хатырык,kabuk
144,Ast::N,мутук,dal
145,Ast::N,мутук,budak
146,Zweig::N,лабаа,dal
147,Blatt::N,сэбирдэх,yaprak
148,Birke::N,хатыҥ,huş
149,Kiefer[Baum]::N,бэс,çam
150,Weide[Baum]::N,үөт,söğüt
151,Weide[Baum]::N,талах,söğüt
152,Tanne::N,харыйа,çam
153,Tanne::N,харыйа,köknar
154,Horn::N,муос,boynuz
155,Feder::N,куорсун,tüy
156,Fell::N,тирии,post
157,Flügel::N,кынат,kanat
158,Klaue::N,тыҥырах,pençe
159,Kralle::N,баппаҕай,tırnak
160,Schwanz::N,кутурук,kuyruk
161,Ei::N,сымыыт,yumurta
162,Nest::N,уйа,yuva
163,Bau::N,хороон,in
164,Tier::N,кыыл,hayvan
165,Tier::N,харамай,hayvan
166,Herde::N,үөр,sürü
167,Kuh::N,ынах,inek
168,Bulle::N,оҕус,boğa
169,Pferd::N,сылгы,at
170,Pferd::N,сылгы,beygir
171,Schaf::N,овца,koyun
172,Schwein::N,сибиинньэ,domuz
173,Hund::N,ыт,it
174,Hund::N,ыт,köpek
175,Katze::N,куоска,kedi
176,Bär::N,эһэ,ayı
177,Eichhörnchen::N,тииҥ,sincap
178,Elch::N,тайах,büyük kuzey geyiği
179,Fuchs::N,саһыл,tilki
180,Hase::N,куобах,tavşan
181,Maus::N,кутуйах,fare
182,Maus::N,кутуйах,sıçan
183,Wolf::N,бөрө,kurt
184,Vogel::N,көтөр,kuş
185,Schwarm::N,бөлөх,sürü
186,Huhn::N,куурусса,tavuk
187,Hahn::N,бөтүүк,horoz
188,Gans::N,хаас,kaz
189,Adler::N,хотой,kartal
190,Adler::N,хотой,karakuş
191,Ente::N,кус,ördek
192,Eule::N,мэкчиргэ,baykuş
193,Kranich::N,туруйа,turna
194,Krähe::N,тураах,karga
195,Kuckuck::N,кэҕэ,guguk
196,Schwan::N,куба,kuğu
197,Fisch::N,балык,balık
198,Barsch::N,алыһар,hani
199,Barsch::N,алыһар,levrek
200,Hecht::N,сордон,turnabalığı
201,Schlange[Tier]::N,моҕой,yılan
202,Schlange[Tier]::N,эриэн үөн,yılan
203,Wurm::N,үөн,kurt
204,Wurm::N,үөн,solucan
205,Spinne::N,ооҕуй,örümcek
206,Ameise::N,кымырдаҕас,karınca
207,Laus::N,быт,bit
208,Mücke::N,кумаар,sivrisinek
209,Fliege::N,сахсырҕа,sinek
210,Schmetterling::N,лыах,kelebek
211,Schmetterling::N,үрүмэччи,kelebek
212,Beere::N,отон,tane
213,Apfel::N,яблоко,elma
214,Pilz::N,тэллэй,mantar
215,Zwiebel::N,луук,soğan
216,Saat::N,сиэмэ,ekin
217,Korn::N,сиэмэ,tane
218,Heu::N,от,kuru ot
219,Schale::N,хах,kabuk
220,Grube::N,дьаама,çukur
221,Falle::N,сохсо,tuzak
222,Schlinge::N,уктаа,ilmik
223,Spur::N,суол,iz
224,Asche::N,күл,kül
225,Dreck::N,бадараан,pislik
226,Eisen::N,тимир,demir
227,Gold::N,көмүс,altın
228,Gold::N,кыһыл көмүс,altın
229,Silber::N,көмүс,gümüş
230,Silber::N,үрүҥ көмүс,gümüş
231,Kohle::N,чох,kömür
232,Glas::N,өстүөкүлэ,cam
233,Lehm::N,туой,balçık
234,Sand::N,кумах,kum
235,Mensch::N,киһи,insan
236,Mann::N,эр,adam
237,Mann::N,эр,erkek
238,Frau::N,дьахтар,bayan
239,Kind::N,оҕо,çocuk
240,Junge::N,уол,erkek çocuk
241,Mädchen::N,кыыс оҕо,kız
242,Familie::N,кэргэн,aile
243,Großvater::N,эһэ,dede
244,Großvater::N,эһэ,büyükbaba
245,Großmutter::N,эбэ,nine
246,Großmutter::N,эбэ,büyükanne
247,Eltern::N,аҕа-ийэ,ebeveyn
248,Eltern::N,аҕа-ийэ,ana baba
249,Vater::N,аҕа,ata
250,Vater::N,аҕа,baba
251,Mutter::N,ийэ,ana
252,Mutter::N,ийэ,anne
253,Sohn::N,уол,oğul
254,Tochter::N,кыыс,kız
255,Tochter::N,кыыс,kız evlât
256,Bruder::N,убай,abi
257,Bruder::N,убай,erkek kardeş
258,Bruder::N,быраат,abi
259,Bruder::N,быраат,erkek kardeş
260,Schwester::N,аҕас,abla
261,Schwester::N,аҕас,kız kardeş
262,Schwester::N,балыс,abla
263,Schwester::N,балыс,kız kardeş
264,Onkel::N,таай,dayı
265,Onkel::N,абаҕа,dayı
266,Tante::N,эдьиий,hala
267,Tante::N,эдьиий,teyze
268,Ehemann::N,эр,koca
269,Ehefrau::N,ойох,karı
270,Freude::N,үөрүү,neşe
271,Freude::N,үөрүү,sevinç
272,Gelächter::N,күлүү,gülme
273,Gelächter::N,күлүү,kahkaha
274,Glück::N,дьол,mutluluk
275,Glück::N,соргу,mutluluk
276,Kummer::N,кутурҕан,dert
277,Kummer::N,кутурҕан,keder
278,Wunsch::N,баҕарыы,arzu
279,Wunsch::N,баҕарыы,istek
280,Lust::N,баҕа,arzu
281,Lust::N,баҕа,heves
282,Geist::N,тыын,tin
283,Gedanke::N,санаа,fikir
284,Gedanke::N,санаа,düşünce
285,Gedächtnis::N,өй,bellek
286,Verstand::N,өй,zekâ
287,Sinn::N,суолта,anlam
288,Grund::N,төрүөт,sebep
289,Wahrheit::N,кырдьык,doğruluk
290,Wahrheit::N,кырдьык,gerçeklik
291,Gespräch::N,бэсиэдэ,görüşme
292,Gespräch::N,кэпсэтии,görüşme
293,Märchen::N,остуоруйа,masal
294,Erzählung::N,кэпсээн,öykü
295,Erzählung::N,кэпсээн,hikâye
296,Nachricht::N,биллэриллии,haber
297,Neuigkeit::N,сонун,haber
298,Name::N,аат,ad
299,Name::N,аат,isim
300,Rätsel::N,таабырын,bilmece
301,Rede::N,этии,söylev
302,Rede::N,этии,konuşma
303,Sprache::N,тыл,dil
304,Sprache::N,тыл,lisan
305,Stimme::N,куолас,ses
306,Wort::N,тыл,kelime
307,Zeichen::N,бэлиэ,işaret
308,Ruf::N,ыҥырыы,çağırma
309,Lärm::N,айдаан,şamata
310,Lärm::N,айдаан,gürültü
311,Laut::N,тыас,ses
312,Ton::N,дорҕоон,ses
313,Lied::N,ырыа,türkü
314,Ruhe::N,уу чуумпу,sakinlik
315,Leute::N,дьон,halk
316,Leute::N,дьон,insanlar
317,Volk::N,дьон,ulus
318,Volk::N,дьон,millet
319,Volk::N,норуот,ulus
320,Volk::N,норуот,millet
321,Arbeit::N,үлэ,iş
322,Arbeit::N,үлэ,çalışma
323,Gast::N,ыалдьыт,konuk
324,Gast::N,ыалдьыт,misafir
325,Geschenk::N,бэлэх,hediye
326,Geschenk::N,бэлэх,armağan
327,Spiel::N,оонньуу,oyun
328,Gesellschaft::N,общество,çevre
329,Gesellschaft::N,общество,arkadaşlık
330,Hilfe::N,көмө,yardım
331,Freund::N,доҕор,dost
332,Freund::N,доҕор,arkadaş
333,Kamerad::N,атас,arkadaş
334,Angelegenheit::N,дьыала,iş
335,Angelegenheit::N,дьыала,husus
336,Anzahl::N,ахсаан,sayı
337,Art::N,биис,çeşit
338,Stück::N,кырбас,tane
339,Stück::N,кырбас,parça
340,Teil::N,ирээт,kısım
341,Hälfte::N,аҥар,yarı
342,Kreis::N,төгүрүк,daire
343,Kreis::N,төгүрүмтэ,daire
344,Kreuz::N,кириэс,haç
345,Linie::N,сурааһын,hat
346,Linie::N,сурааһын,çizgi
347,Strich::N,сурааһын,çizgi
348,Abstand::N,арыт,aralık
349,Entfernung::N,ыраах,mesafe
350,Entfernung::N,ыраах,uzaklık
351,Gegend::N,сир,yöre
352,Platz::N,арыт,yer
353,Ort::N,сир,yer
354,Seite::N,өрүт,yan
355,Seite::N,өрүт,taraf
356,Seite::N,сирэй,yan
357,Seite::N,сирэй,taraf
358,Mitte::N,орто,orta
359,Mitte::N,орто,merkez
360,Gegenstand::N,предмет,şey
361,Sache::N,мал,iş
362,Sache::N,мал,şey
363,Rand::N,кытыы,kenar
364,Rand::N,ойоҕос,kenar
365,Kante::N,кырыы,kenar
366,Ecke::N,муннук,köşe
367,Spitze::N,чыпчаал,uç
368,Spitze::N,чыпчаал,baş
369,Ende::N,төбө,uç
370,Loch::N,тэһэҕэс,oyuk
371,Loch::N,тэһэҕэс,delik
372,Loch::N,дьөлөҕөс,oyuk
373,Loch::N,дьөлөҕөс,delik
374,Winkel::N,муннук,köşe
375,Muster::N,оһуор,örnek
376,Größe::N,кээмэй,büyüklük
377,Länge::N,уста,uzunluk
378,Höhe::N,үрдүк,yükseklik
379,Gewicht::N,ыйааһын,ağırlık
380,Menge::N,ахсаан,miktar
381,Haufen::N,чөмчөх,küme
382,Haufen::N,чөмчөх,yığın
383,Reihe::N,кэккэ,sıra
384,Boot::N,оҥочо,kayık
385,Boot::N,оҥочо,sandal
386,Ruder::N,эрдии,kürek
387,Schlitten::N,сыарҕа,kızak
388,Ski::N,хайыһар,kayak
389,Lagerfeuer::N,кутаа,kamp ateşi
390,Last::N,ыарахан,yük
391,Gang::N,хаамыы,gidiş
392,Gang::N,хаамыы,yürüyüş
393,Schritt::N,хардыы,adım
394,Norden::N,хоту,kuzey
395,Süden::N,соҕуруу,güney
396,Westen::N,арҕаа,batı
397,Osten::N,илин,doğu
398,Holz::N,мас,ağaç
399,Holz::N,мас,tahta
400,Brett::N,дуоска,tahta
401,Brett::N,хаптаһын,tahta
402,Platte::N,билиитэ,levha
403,Stütze::N,тулааһын,dayak
404,Stütze::N,тулааһын,destek
405,Stange::N,ураҕас,çubuk
406,Stock::N,мас,sopa
407,Stock::N,мас,değnek
408,Stock::N,баалкы,sopa
409,Stock::N,баалкы,değnek
410,Stab::N,ураҕас,sırık
411,Stab::N,ураҕас,baston
412,Rohr::N,турба,boru
413,Haus::N,дьиэ,ev
414,Heim::N,дьиэ,ev
415,Heim::N,дьиэ,yurt
416,Ofen::N,оһох,soba
417,Fußboden::N,муоста,taban
418,Fußboden::N,муоста,döşeme
419,Tisch::N,остуол,masa
420,Stuhl::N,устуул,iskemle
421,Stuhl::N,устуул,sandalye
422,Wiege::N,биһик,beşik
423,Bett::N,кырабаат,yatak
424,Regal::N,долбуур,raf
425,Kiste::N,дьааһык,sandık
426,Fenster::N,түннүк,pencere
427,Tür::N,аан,kapı
428,Tor::N,аан,kapı
429,Zaun::N,соппулуот,çit
430,Dach::N,кырыыса,dam
431,Dach::N,кырыыса,çatı
432,Leiter::N,кирилиэс,merdiven
433,Besen::N,миинньик,süpürge
434,Spaten::N,күрдьэх,bel
435,Schaufel::N,күрдьэх,kürek
436,Gabel::N,биилкэ,çatal
437,Löffel::N,луоска,kaşık
438,Messer::N,быһах,bıçak
439,Nagel::N,тоһоҕо,çivi
440,Netz::N,илим,ağ
441,Haken::N,көхө,çengel
442,Griff::N,ук,kulp
443,Griff::N,ук,tutamak
444,Griff::N,тутаах,kulp
445,Griff::N,тутаах,tutamak
446,Schloss::N,күлүүс,kilit
447,Bild::N,хартыына,imaj
448,Bild::N,хартыына,resim
449,Figur::N,фигура,şekil
450,Figur::N,фигура,heykel
451,Puppe::N,куукула,kukla
452,Beutel::N,мөһөөччук,kese
453,Beutel::N,мөһөөччук,torba
454,Bündel::N,баайыы,deste
455,Tasche::N,суумка,çanta
456,Eimer::N,биэдэрэ,kova
457,Deckel::N,хаппах,kapak
458,Geschirr::N,иһит,kap kacak
459,Sack::N,куул,torba
460,Tasse::N,сэлиэнэй,fincan
461,Topf::N,көстүрүүҥкэ,tencere
462,Kessel::N,хочуол,kazan
463,Essen::N,аһылык,yemek
464,Nahrung::N,ас,gıda
465,Nahrung::N,ас,besin
466,Speise::N,аһылык,yemek
467,Fleisch::N,эт,et
468,Getreide::N,злактар,tahıl
469,Getreide::N,злактар,hububat
470,Brei::N,хааһы,ezme
471,Brot::N,килиэп,ekmek
472,Scheibe::N,куһуок,dilim
473,Fett::N,сыа,yağ
474,Butter::N,арыы,tereyağı
475,Öl::N,арыы,yağ
476,Öl::N,арыы,akar yağ
477,Salz::N,туус,tuz
478,Suppe::N,мин,çorba
479,Honig::N,мүөт,bal
480,Milch::N,үүт,süt
481,Tee::N,чэй,çay
482,Leder::N,тирии,deri
483,Leder::N,тирии,meşin
484,Wolle::N,түү,yün
485,Stoff::N,таҥас,kumaş
486,Nadel::N,иннэ,iğne
487,Faden::N,сап,tire
488,Faden::N,сап,iplik
489,Knopf::N,тимэх,düğme
490,Knoten::N,түмүк,düğüm
491,Farbe::N,кырааска,boya
492,Kleidung::N,таҥас,giyim
493,Hemd::N,ырбаахы,gömlek
494,Kragen::N,саҕа,yaka
495,Ärmel::N,сиэх,yen
496,Ärmel::N,сиэх,elbise kolu
497,Hose::N,ыстаан,pantolon
498,Hose::N,бүрүүкэ,pantolon
499,Gürtel::N,кур,kuşak
500,Mütze::N,бэргэһэ,bere
501,Mütze::N,бэргэһэ,kasket
502,Schuh::N,бачыыҥка,kundura
503,Schuh::N,бачыыҥка,ayakkabı
504,Stiefel::N,саппыкы,çizme
505,Ring::N,биһилэх,yüzük
506,Band::N,лиэнтэ,bağ
507,Band::N,лиэнтэ,şerit
508,Kamm::N,тараах,tarak
509,Spiegel::N,сиэркилэ,ayna
510,Riemen::N,кур,kayış
511,Schnur::N,быа,ip
512,Schnur::N,быа,sicim
513,Leine::N,тэһиин,kayış
514,Decke::N,суорҕан,örtü
515,Decke::N,суорҕан,yorgan
516,Kissen::N,сыттык,yastık
517,Tuch::N,былаат,bez
518,Handtuch::N,соттор,havlu
519,Kraft::N,сыра,güç
520,Kraft::N,сыра,kuvvet
521,Stärke::N,күүс,kuvvet
522,Gesundheit::N,доруобуйа,sağlık
523,Krankheit::N,ыарыы,hastalık
524,Schmerz::N,ыарыы,ağrı
525,Schmerz::N,ыарыы,sancı
526,Wunde::N,баас,yara
527,Fieber::N,түрүлгэн,ateş
528,Fieber::N,лихорадка,ateş
529,Fieber::N,температура,ateş
530,Arznei::N,эмп,ilâç
531,Brücke::N,күргэ,köprü
532,Brunnen::N,холуодьас,kuyu
533,Brunnen::N,холуодьас,çeşme
534,Weide::N,мэччирэҥ,otlak
535,Pfad::N,ыллык,patika
536,Pfad::N,ыллык,keçiyolu
537,Weg::N,суол,yol
538,Straße::N,суол,yol
539,Straße::N,суол,cadde
540,Dorf::N,дэриэбинэ,köy
541,Stadt::N,куорат,kent
542,Stadt::N,куорат,şehir
543,Brief::N,сурук,mektup
544,Buch::N,кинигэ,kitap
545,Buchstabe::N,буква,harf
546,Zeitung::N,хаһыат,gazete
547,Leben::N,тыын,hayat
548,Tod::N,өлүү,ölüm
549,Grab::N,иин,kabir
550,Kirche::N,таҥара дьиэтэ,kilise
551,Sünde::N,айыы,günah
552,Gott::N,тангара,tanrı
553,Arbeiter::N,үлэһит,işçi
554,Chef::N,баһылык,şef
555,Chef::N,баһылык,müdür
556,Chef::N,начальник,şef
557,Chef::N,начальник,müdür
558,Meister::N,уус,usta
559,Meister::N,маастар,usta
560,Arzt::N,врач,hekim
561,Arzt::N,врач,doktor
562,Lehrer::N,учуутал,hoca
563,Lehrer::N,учуутал,öğretmen
564,Geld::N,харчы,para
565,Geschäft::N,идэ,ticaret
566,Laden::N,маҕаһыын,dükkân
567,Preis::N,сыана,fiyat
568,Ware::N,табаар,mal
569,Nutzen::N,туһа,fayda
570,Reichtum::N,баай,servet
571,Reichtum::N,баай,zenginlik
572,Welt::N,аан дойду,dünya
573,Land::N,дойду,ülke
574,Staat::N,государство,devlet
575,König::N,король,kral
576,Macht::N,былаас,kudret
577,Macht::N,былаас,iktidar
578,Grenze::N,кыраныысса,had
579,Grenze::N,кыраныысса,sınır
580,Krieg::N,сэрии,savaş
581,Feind::N,өстөөх,düşman
582,Gewalt::N,күүһүлээһин,zor
583,Gewalt::N,күүһүлээһин,cebir
584,Kampf::N,охсуһуу,savaş
585,Bogen[Waffe]::N,ох,yay
586,Pfeil::N,ох,ok
587,Gewehr::N,саа,tüfek
588,Fehler::N,сыыһа,hata
589,Fehler::N,сыыһа,yanlış
590,Lüge::N,сымыйа,yalan
591,Schaden::N,хоромньу,zarar
592,Unglück::N,алдьархай,felâket
593,Unglück::N,алдьархай,talihsizlik
594,Schuld::N,буруй,suç
595,Schuld::N,буруй,kabahat
596,Alter::N,саас,yaş
597,Schluss::N,тиһэх,son
598,Zeit::N,бириэмэ,zaman
599,Tag::N,күн,gün
600,Morgen::N,сарсыарда,sabah
601,Mittag::N,күн ортото,öğle
602,Abend::N,киэһэ,akşam
603,Nacht::N,түүн,gece
604,Woche::N,нэдиэлэ,hafta
605,Monat::N,ый,ay
606,Jahr::N,сыл,yıl
607,Jahr::N,сыл,sene
608,Jahr::N,дьыл,yıl
609,Jahr::N,дьыл,sene
610,Frühling::N,саас,ilkbahar
611,Sommer::N,сайын,yaz
612,Herbst::N,күһүн,güz
613,Herbst::N,күһүн,sonbahar
614,Winter::N,кыһын,kış
615,Januar::N,тохсунньу,ocak
616,Februar::N,олунньу,şubat
617,März::N,кулун тутар,mart
618,April::N,муус устар ый,nisan
619,Mai::N,ыам ыйа,mayıs
620,Juni::N,бэс ыйа,haziran
621,Juli::N,от ыйа,temmuz
622,August::N,атырдьах ыйа,ağustos
623,September::N,балаҕан ыйа,eylül
624,Oktober::N,алтынньы,ekim
625,November::N,сэтинньи,kasım
626,Dezember::N,ахсынньы,aralık
627,Montag::N,бэнидиэнньик,pazartesi
628,Dienstag::N,оптуорунньук,salı
629,Mittwoch::N,сэрэдэ,çarşamba
630,Donnerstag::N,чэппиэр,perşembe
631,Freitag::N,бээтинсэ,cuma
632,Samstag::N,субуота,cumartesi
633,Sonntag::N,баскыһыанньа,pazar
634,groß::A,бөдөҥ,büyük
635,groß::A,улахан,büyük
636,klein::A,кыр,ufak
637,klein::A,кыр,küçük
638,lang::A,уһун,uzun
639,kurz::A,кылгас,kısa
640,breit::A,кэтит,enli
641,breit::A,кэтит,geniş
642,schmal::A,кыараҕас,dar
643,dicht::A,хойуу,sık
644,dicht::A,хойуу,yoğun
645,dick[Gegenstand]::A,суон,kalın
646,dick[Gegenstand]::A,суон,iri
647,dick[Gegenstand]::A,хойуу,kalın
648,dick[Gegenstand]::A,хойуу,iri
649,dünn::A,чараас,ince
650,fein::A,бытархай,ince
651,fein::A,бытархай,narin
652,fein::A,синньигес,ince
653,fein::A,синньигес,narin
654,fest::A,бөҕө,sabit
655,fest::A,бөҕө,sağlam
656,fest::A,кытаанах,sabit
657,fest::A,кытаанах,sağlam
658,flach::A,хаптаҕай,düz
659,flach::A,хаптаҕай,yassı
660,glatt::A,кылааккай,düz
661,hart::A,хатан,katı
662,hart::A,кытаанах,katı
663,weich::A,сымнаҕас,yumuşak
664,rund::A,төгүрүк,yuvarlak
665,spitz::A,сытыы,sivri
666,spitz::A,уһуктаах,sivri
667,scharf::A,сытыы,keskin
668,stumpf::A,сыппах,kör
669,schwer::A,ыарахан,ağır
670,schön::A,кыраһыабай,güzel
671,heiß::A,итии,kızgın
672,warm::A,ичигэс,sıcak
673,kalt::A,тымныы,soğuk
674,kühl::A,сөрүүн,serin
675,frisch::A,ыраас,taze
676,frisch::A,сөрүүн,taze
677,frisch::A,тымныы,taze
678,feucht::A,сииктээх,nemli
679,feucht::A,сииктээх,rutubetli
680,nass::A,инчэҕэй,yaş
681,nass::A,инчэҕэй,ıslak
682,trocken::A,кураан,kuru
683,voll::A,толору,dolu
684,voll::A,толору,dolmuş
685,leer::A,иччитэх,boş
686,offen::A,аһаҕас,açık
687,geschlossen::A,бүтэй,kapalı
688,sauber::A,сэбэр,pak
689,sauber::A,сэбэр,temiz
690,schmutzig::A,кирдээх,pis
691,schmutzig::A,кирдээх,kirli
692,roh::A,сиикэй,çiğ
693,reif::A,буспут,olgun
694,reif::A,сиппит-хоппут,olgun
695,lecker::A,минньигэс,lezzetli
696,süß::A,минньигэс,tatlı
697,süß::A,минньигэс,şekerli
698,bitter::A,аһыы,acı
699,sauer::A,аһыы,ekşi
700,hell::A,сырдык,aydınlık
701,dunkel::A,хараҥа,karanlık
702,schwarz::A,хара,kara
703,schwarz::A,хара,siyah
704,weiß::A,үрүҥ,ak
705,weiß::A,үрүҥ,beyaz
706,weiß::A,маҥан,ak
707,weiß::A,маҥан,beyaz
708,rot::A,кыһыл,kırmızı
709,gelb::A,саһархай,sarı
710,blau::A,күөх,mavi
711,grün::A,күөх,yeşil
712,grün::A,от күөҕэ,yeşil
713,grau::A,сиэрэй,boz
714,bunt::A,эриэн,renkli
715,billig::A,чэпчэки,ucuz
716,teuer::A,сыаналаах,pahalı
717,wertvoll::A,сыаналаах,değerli
718,blind::A,хараҕа суох,kör
719,taub::A,дьүлэй,sağır
720,kräftig::A,модун,dinç
721,kräftig::A,модун,kuvvetli
722,stark::A,күүстээх,güçlü
723,stark::A,күүстээх,kuvvetli
724,schwach::A,мөлтөх,zayıf
725,schwach::A,мөлтөх,güçsüz
726,fett::A,эмис,şişman
727,schlank::A,дьылҕан,narin
728,schlank::A,дьыпсаҕай,narin
729,hübsch::A,олус кэрэ,güzel
730,hübsch::A,олус кэрэ,sevimli
731,hübsch::A,көрүөхтэн үчүгэй,güzel
732,hübsch::A,көрүөхтэн үчүгэй,sevimli
733,böse::A,өһүөннээх,kötü
734,dumm::A,акаары,aptal
735,faul::A,нэс,tembel
736,fleißig::A,кыһамньылаах,çalışkan
737,geizig::A,иҥсэлээх,cimri
738,klug::A,өйдөөх,zekî
739,klug::A,өйдөөх,akıllı
740,geschickt::A,наһаа дьоҕурдаах,becerikli
741,lieb::A,тапталлаах,sevimli
742,lustig::A,көрдөөх,neşeli
743,sanft::A,намчы,nazik
744,sanft::A,сымнаҕас,nazik
745,hungrig::A,аччык,aç
746,krank::A,ыалдьар,hasta
747,krank::A,ыалдьар,rahatsız
748,nackt::A,сыгынньах,çıplak
749,traurig::A,санаарҕабыллаах,kederli
750,traurig::A,санаарҕабыллаах,üzüntülü
751,lebendig::A,тыыннаах,canlı
752,gut::A,үтүө,iyi
753,gut::A,үчүгэй,iyi
754,schlecht::A,куһаҕан,kötü
755,richtig::A,сөп,doğru
756,schlimm::A,сидьиҥ,kötü
757,schlimm::A,быдьар,kötü
758,wahr::A,кырдьык,doğru
759,wahr::A,кырдьык,gerçek
760,alt::A,былыргы,eski
761,neu::A,саҥа,yeni
762,ehemalig::A,урукку,önceki
763,alt[Lebewesen]::A,кырдьаҕас,yaşlı
764,jung::A,эдэр,genç
765,arm::A,дьадаҥы,fakir
766,reich::A,баай,zengin
767,bekannt::A,билэр,bilinen
768,berühmt::A,аатырбыт,ünlü
769,berühmt::A,аатырбыт,meşhur
770,fremd::A,атын,yabancı
771,verschieden::A,араас,ayrı
