,Concept_ID,ko,ro
98,Hitze::N,더위,arșiță
99,Hitze::N,더위,căldură
100,Regenbogen::N,무지개,curcubeu
101,Donner::N,뇌명,tunet
102,Strömung::N,유동,curent
103,Tropfen::N,물방울,picătură
104,Schaum::N,포말,spumă
105,Schmutz::N,때,murdărie
106,See::N,호수,lac
107,Sumpf::N,습지,mlaștină
108,Moor::N,저습지,bărăgan
109,Wiese::N,목초지,fânaț
110,Wiese::N,목초지,livadă
111,Wald::N,숲,codru
112,Wald::N,숲,pădure
113,Hügel::N,언덕,deal
114,Hügel::N,언덕,movilă
115,Anhöhe::N,언덕,deal
116,Anhöhe::N,언덕,ridicătură
117,Berg::N,산,munte
118,Gipfel::N,졀졍,pisc
119,Höhle::N,공동,peșteră
120,Abhang::N,몰매,pantă
121,Abhang::N,몰매,versant
122,Quelle::N,근원,izvor
123,Bach::N,내,gârlă
124,Fluss::N,강,râu
125,Fluss::N,강,fluviu
126,Ufer::N,강변,mal
127,Ufer::N,강변,țărm
128,Ufer::N,바닷가,mal
129,Ufer::N,바닷가,țărm
130,Küste::N,해변,coastă
131,Küste::N,해변가,coastă
132,Festland::N,본토,uscat
133,Meer::N,바다,mare
134,Bucht::N,협만,golf
135,Insel::N,섬,insulă
136,Blume::N,꽃,floare
137,Gras::N,풀,iarbă
138,Wurzel::N,뿌리,rădăcină
139,Baum::N,나무,copac
140,Baum::N,나무,arbore
141,Stamm::N,대,tulpină
142,Rinde::N,나무껍질,scoarță
143,Ast::N,가지,cracă
144,Ast::N,가지,creangă
145,Zweig::N,가지,ramură
146,Zweig::N,가지,creangă
147,Blatt::N,잎,frunză
148,Birke::N,자작나무,mesteacăn
149,Kiefer[Baum]::N,소나무,pin
150,Weide[Baum]::N,쉬양버들,salcie
151,Weide[Baum]::N,쉬양버들,răchită
152,Tanne::N,전나무,brad
153,Horn::N,뿔,corn
154,Feder::N,깃털,pană
155,Fell::N,피혁모피,piele
156,Flügel::N,날개,aripă
157,Klaue::N,갈고리 발톺,gheară
158,Kralle::N,발툭,labă
159,Kralle::N,발툭,gheară
160,Schwanz::N,꼬리,coadă
161,Ei::N,알,ou
162,Nest::N,보금자리,cuib
163,Bau::N,굴,bârlog
164,Bau::N,굴,vizuină
165,Tier::N,짐승,animal
166,Herde::N,가축의떼,turmă
167,Herde::N,가축의떼,cireadă
168,Kuh::N,암소,vacă
169,Bulle::N,황소,taur
170,Pferd::N,말,cal
171,Schaf::N,양,oaie
172,Schwein::N,돼지,porc
173,Hund::N,개,câine
174,Katze::N,고양이,pisică
175,Bär::N,콤,urs
176,Eichhörnchen::N,다람쥐,veveriță
177,Elch::N,고라니,elan
178,Fuchs::N,여우,vulpe
179,Hase::N,토끼,iepure
180,Maus::N,쥐,șoarece
181,Wolf::N,늑대,lup
182,Vogel::N,새,pasăre
183,Schwarm::N,뗴,cârd
184,Huhn::N,암탉,găină
185,Hahn::N,수탉,cocoș
186,Gans::N,거위,gâscă
187,Adler::N,수리,vultur
188,Ente::N,오리,rață
189,Eule::N,부엉이,bufniță
190,Kranich::N,두루미,cocor
191,Krähe::N,까마귀,cioară
192,Kuckuck::N,뻐꾸기,cuc
193,Schwan::N,배조,lebădă
194,Fisch::N,물고기,pește
195,Barsch::N,농어,biban
196,Hecht::N,에속스,știucă
197,Schlange[Tier]::N,뱀,șarpe
198,Wurm::N,벌레,vierme
199,Spinne::N,거미,păianjen
200,Ameise::N,개미,furnică
201,Laus::N,이,păduche
202,Mücke::N,모기,țânțar
203,Fliege::N,날기,muscă
204,Schmetterling::N,나비,fluture
205,Beere::N,장과,boabă
206,Apfel::N,사과,măr
207,Pilz::N,고방이,burete
208,Pilz::N,고방이,ciupercă
209,Zwiebel::N,양파,ceapă
210,Saat::N,씨,semănătură
211,Korn::N,알맹이,grâu
212,Heu::N,건초,fân
213,Schale::N,피상,coajă
214,Falle::N,함정,cursă
215,Falle::N,함정,capcană
216,Schlinge::N,올가미,laț
217,Schlinge::N,멜빵붕대,laț
218,Spur::N,발지국,dâră
219,Asche::N,재,cenușă
220,Dreck::N,똥,noroi
221,Dreck::N,똥,murdărie
222,Dreck::N,오물,noroi
223,Dreck::N,오물,murdărie
224,Eisen::N,쇠,fier
225,Eisen::N,철,fier
226,Gold::N,항금,aur
227,Silber::N,은,argint
228,Kohle::N,슻,cărbune
229,Glas::N,유리,sticlă
230,Lehm::N,찰흙,lut
231,Lehm::N,찰흙,humă
232,Sand::N,모래,nisip
233,Mensch::N,사람,om
234,Mensch::N,사람,persoană
235,Mann::N,남자,om
236,Mann::N,남자,bărbat
237,Frau::N,여자,femeie
238,Kind::N,아이,copil
239,Junge::N,소녁,băiat
240,Junge::N,소녁,flăcău
241,Mädchen::N,소녀,fată
242,Familie::N,가족,familie
243,Großvater::N,할아버지,bunic
244,Großvater::N,할아버지,tată mare
245,Großmutter::N,할머니,bunică
246,Großmutter::N,할머니,mamă mare
247,Eltern::N,어버오,părinți
248,Vater::N,아버지,tată
249,Vater::N,아버지,părinte
250,Mutter::N,어머니,mamă
251,Sohn::N,아들,fiu
252,Sohn::N,아들,fecior
253,Tochter::N,딸기,fiică
254,Bruder::N,형제,frate
255,Schwester::N,누이,soră
256,Onkel::N,백부,unchi
257,Tante::N,아주머니,mătușă
258,Ehemann::N,남편,soț
259,Ehemann::N,남편,bărbat
260,Ehefrau::N,아내,soție
261,Freude::N,기쁨,bucurie
262,Gelächter::N,웃음,râset
263,Glück::N,즐거움,fericire
264,Kummer::N,슬픔,mâhnire
265,Wunsch::N,소망,dorință
266,Wunsch::N,소망,deziderat
267,Geist::N,할기,duh
268,Geist::N,할기,minte
269,Geist::N,할기,suflet
270,Gedanke::N,상념,gând
271,Gedanke::N,상념,cuget
272,Gedächtnis::N,기억,memorie
273,Verstand::N,분별,minte
274,Verstand::N,분별,intelect
275,Verstand::N,지능,minte
276,Verstand::N,지능,intelect
277,Sinn::N,센스,sens
278,Sinn::N,센스,înțeles
279,Grund::N,까닭,cauză
280,Grund::N,까닭,pricină
281,Wahrheit::N,참,adevăr
282,Wahrheit::N,진실,adevăr
283,Gespräch::N,대화,convorbire
284,Gespräch::N,대화,conversație
285,Märchen::N,동화,basm
286,Märchen::N,동화,poveste
287,Erzählung::N,이야기,poveste
288,Neuigkeit::N,뉴스,noutate
289,Neuigkeit::N,뉴스,actualitate
290,Name::N,이름,nume
291,Rätsel::N,수수께끼,ghicitoare
292,Rede::N,연설,discurs
293,Sprache::N,말,limbă
294,Sprache::N,말,limbaj
295,Stimme::N,목소리,glas
296,Wort::N,낱말,cuvânt
297,Zeichen::N,신호,semn
298,Zeichen::N,신호,semnal
299,Ruf::N,부름,chemare
300,Lärm::N,소동,zgomot
301,Lärm::N,소동,tărăboi
302,Laut::N,음성,sunet
303,Ton::N,목소리,ton
304,Lied::N,노래,cântec
305,Ruhe::N,쉼,odihnă
306,Ruhe::N,쉼,liniște
307,Leute::N,사람들,lume
308,Leute::N,사람들,oameni
309,Volk::N,국중,popor
310,Volk::N,국중,națiune
311,Arbeit::N,근로,lucru
312,Arbeit::N,너무,lucru
313,Gast::N,손님,musafir
314,Geschenk::N,행하,dar
315,Geschenk::N,행하,cadou
316,Spiel::N,무리,joc
317,Gesellschaft::N,교제,societate
318,Hilfe::N,거들음,ajutor
319,Hilfe::N,보좌,ajutor
320,Freund::N,친구,amic
321,Freund::N,친구,prieten
322,Kamerad::N,동실자,tovarăș
323,Angelegenheit::N,용무,afacere
324,Anzahl::N,어떤,număr
325,Anzahl::N,어떤,cantitate
326,Anzahl::N,수,număr
327,Anzahl::N,수,cantitate
328,Art::N,정류,fel
329,Art::N,정류,specie
330,Stück::N,일부분,bucată
331,Teil::N,몱,parte
332,Teil::N,몱,porție
333,Teil::N,구훠,parte
334,Teil::N,구훠,porție
335,Hälfte::N,2분의,jumătate
336,Kreis::N,고리,cerc
337,Kreuz::N,열십자,cruce
338,Linie::N,선,linie
339,Strich::N,스침,linie
340,Strich::N,스침,trăsătură
341,Abstand::N,거리,distanță
342,Abstand::N,거리,depărtare
343,Entfernung::N,거리,distanță
344,Entfernung::N,거리,depărtare
345,Gegend::N,곳,regiune
346,Gegend::N,부금,regiune
347,Platz::N,장소,loc
348,Ort::N,장소,loc
349,Seite::N,옆면,latură
350,Mitte::N,궁간,centru
351,Gegenstand::N,항목,obiect
352,Sache::N,뭉에,lucru
353,Sache::N,뭉에,chestie
354,Rand::N,가,bordură
355,Kante::N,귀퉁,muchie
356,Kante::N,귀퉁,bordură
357,Ecke::N,구석,colț
358,Spitze::N,끝,vârf
359,Spitze::N,끝,creștet
360,Spitze::N,참단,vârf
361,Spitze::N,참단,creștet
362,Ende::N,말당,capăt
363,Loch::N,빙옷,gaură
364,Winkel::N,각도,colț
365,Muster::N,본,desen
366,Muster::N,견복,desen
367,Größe::N,신장,mărime
368,Länge::N,길이긺,lungime
369,Höhe::N,높이,înălțime
370,Gewicht::N,추,greutate
371,Menge::N,수양,cantitate
372,Haufen::N,퇴적,grămadă
373,Reihe::N,열,șir
374,Reihe::N,열,rând
375,Boot::N,보트,barcă
376,Boot::N,보트,luntre
377,Ruder::N,노,vâslă
378,Ruder::N,노,lopată
379,Schlitten::N,썰매,sanie
380,Ski::N,스키,schi
381,Lagerfeuer::N,캠프의 모닥불,foc de tabără
382,Last::N,무거운짐,povară
383,Last::N,무거운짐,sarcină
384,Gang::N,걸음,mers
385,Gang::N,걸음,umblet
386,Schritt::N,보조,pas
387,Norden::N,북쪽 ,nord
388,Norden::N,북쪽 ,miazănoapte
389,Süden::N,남쪽,sud
390,Süden::N,남쪽,miazăzi
391,Westen::N,서쪽,apus
392,Osten::N,동쪽,est
393,Osten::N,동쪽,răsărit
394,Holz::N,목재,lemn
395,Brett::N,마루널,scândură
396,Platte::N,탤,placă
397,Platte::N,금속판,placă
398,Stütze::N,버팀목,proptea
399,Stange::N,장대,bară
400,Stange::N,장대,prăjină
401,Stock::N,막대기,băț
402,Stock::N,막대기,baston
403,Stab::N,작대기,baston
404,Stab::N,작대기,prăjină
405,Rohr::N,갈대,tub
406,Rohr::N,갈대,țeavă
407,Haus::N,집,casă
408,Heim::N,집,casă
409,Heim::N,집,cămin
410,Ofen::N,아궁이,sobă
411,Fußboden::N,마루,podea
412,Fußboden::N,마루,dușumea
413,Tisch::N,탁자,masă
414,Stuhl::N,의자,scaun
415,Wiege::N,발상지,leagăn
416,Bett::N,침대,pat
417,Regal::N,서가,rafturi
418,Kiste::N,짐궤,ladă
419,Kiste::N,짐궤,cutie
420,Fenster::N,눔,fereastră
421,Tür::N,문,ușă
422,Tor::N,대문,poartă
423,Zaun::N,담장,gard
424,Dach::N,지붕,acoperiș
425,Leiter::N,사닥다리,scară
426,Besen::N,비,mătură
427,Spaten::N,가래,cazma
428,Spaten::N,가래,hârleț
429,Schaufel::N,삽,lopată
430,Gabel::N,갈래,furculiță
431,Löffel::N,숟가락,lingură
432,Messer::N,나이프,cuțit
433,Nagel::N,발툽,cui
434,Netz::N,그물,plasă
435,Haken::N,갈고리,cârlig
436,Griff::N,움켜쥠,mâner
437,Schloss::N,자물쇠,lacăt
438,Bild::N,그림,tablou
439,Bild::N,그림,imagine
440,Figur::N,몸메,chip
441,Figur::N,몸메,figură
442,Puppe::N,인형,păpușă
443,Beutel::N,클,pungă
444,Beutel::N,클,săculeț
445,Bündel::N,자근다발,mănunchi
446,Tasche::N,가방,geantă
447,Eimer::N,동이,găleată
448,Deckel::N,뚜껑,capac
449,Geschirr::N,식시,vase
450,Geschirr::N,식시,tacâmuri
451,Sack::N,조갑,sac
452,Tasse::N,차잔,ceașcă
453,Topf::N,단지,oală
454,Kessel::N,주전자,cazan
455,Kessel::N,주전자,căldare
456,Essen::N,먹기,mâncare
457,Nahrung::N,식료,hrană
458,Nahrung::N,식료,aliment
459,Speise::N,음식물,bucate
460,Speise::N,음식물,fel de bucate
461,Fleisch::N,고기,carne
462,Getreide::N,곡물,cereale
463,Brei::N,젤리,pireu
464,Brot::N,빵,pâine
465,Scheibe::N,원반,felie
466,Scheibe::N,원반,bucată
467,Fett::N,기름,untură
468,Fett::N,기름,grăsime
469,Butter::N,버터,unt
470,Öl::N,올리브유,ulei
471,Salz::N,소금,sare
472,Suppe::N,국,supă
473,Suppe::N,국,ciorbă
474,Suppe::N,수프,supă
475,Suppe::N,수프,ciorbă
476,Honig::N,감미,miere
477,Milch::N,유즙,lapte
478,Tee::N,차,ceai
479,Leder::N,가죽,piele
480,Wolle::N,양털,lână
481,Stoff::N,패료,stofă
482,Nadel::N,바늘,ac
483,Faden::N,콘실,ață
484,Knopf::N,단추,buton
485,Knoten::N,곁절,nod
486,Farbe::N,색,vopsea
487,Kleidung::N,옷입기,haine
488,Kleidung::N,옷입기,îmbrăcăminte
489,Hemd::N,속옷,cămașă
490,Kragen::N,깃,guler
491,Ärmel::N,소매,mânecă
492,Hose::N,바지,pantaloni
493,Gürtel::N,밴드,cordon
494,Mütze::N,모자,șapcă
495,Schuh::N,구두,gheată
496,Stiefel::N,장화,cizmă
497,Ring::N,고리,inel
498,Ring::N,고리,verigă
499,Band::N,리본,panglică
500,Band::N,리본,șiret
501,Kamm::N,빗,pieptene
502,Spiegel::N,거울,oglindă
503,Riemen::N,가죽끈,curea
504,Schnur::N,밧줄,funie
505,Schnur::N,밧줄,sfoară
506,Leine::N,고삐줄,lesă
507,Leine::N,고삐줄,curea
508,Decke::N,이부자리,pătură
509,Kissen::N,깔개,pernă
510,Tuch::N,천,batic
511,Handtuch::N,수건,prosop
512,Handtuch::N,수건,ștergar
513,Kraft::N,세력,forță
514,Kraft::N,세력,putere
515,Stärke::N,힘,tărie
516,Stärke::N,힘,vigoare
517,Gesundheit::N,위생,sănătate
518,Krankheit::N,병,boală
519,Krankheit::N,병,maladie
520,Schmerz::N,아픔고통,durere
521,Wunde::N,상처,rană
522,Fieber::N,열별,febră
523,Arznei::N,약,leac
524,Arznei::N,약,medicament
525,Brücke::N,교량,pod
526,Brücke::N,교량,punte
527,Brunnen::N,원천,puț
528,Weide::N,목장,izlaz
529,Weide::N,목장,pășune
530,Pfad::N,좁은길,cărare
531,Weg::N,길,drum
532,Straße::N,길,cale
533,Straße::N,길,stradă
534,Dorf::N,촌,sat
535,Dorf::N,촌락,sat
536,Stadt::N,도시,oraș
537,Brief::N,서한,scrisoare
538,Buch::N,책,carte
539,Buchstabe::N,문자,literă
540,Buchstabe::N,문자,caracter
541,Zeitung::N,신문,ziar
542,Zeitung::N,신문,gazetă
543,Leben::N,삶,viață
544,Tod::N,죽음,moarte
545,Grab::N,무덤,groapă
546,Grab::N,무덤,mormânt
547,Kirche::N,교회,biserică
548,Sünde::N,부정,păcat
549,Gott::N,하느님,zeu
550,Arbeiter::N,일하는사람,muncitor
551,Chef::N,사장,șef
552,Meister::N,명인,meșter
553,Meister::N,명인,maestru
554,Meister::N,대가,meșter
555,Meister::N,대가,maestru
556,Arzt::N,의사,medic
557,Arzt::N,의사,doctor
558,Lehrer::N,교사,profesor
559,Lehrer::N,교사,învățător
560,Geld::N,돈,bani
561,Geld::N,돈,parale
562,Geschäft::N,일,treabă
563,Geschäft::N,일,afacere
564,Laden::N,가게,magazin
565,Laden::N,가게,prăvălie
566,Preis::N,가격,preț
567,Ware::N,상품,marfă
568,Nutzen::N,이익,folos
569,Nutzen::N,이익,profit
570,Reichtum::N,많음,avuție
571,Reichtum::N,많음,bogăție
572,Welt::N,세상,lume
573,Land::N,지방,țară
574,Staat::N,국가,stat
575,König::N,국왕,rege
576,Macht::N,힘,putere
577,Macht::N,힘,putință
578,Grenze::N,국경,hotar
579,Grenze::N,국경,graniță
580,Grenze::N,국경,frontieră
581,Krieg::N,전쟁,război
582,Feind::N,적,dușman
583,Gewalt::N,권력,violență
584,Kampf::N,전투,luptă
585,Bogen[Waffe]::N,활,arc
586,Pfeil::N,화살,săgeată
587,Gewehr::N,무기,armă
588,Gewehr::N,무기,pușcă
589,Fehler::N,오류,eroare
590,Fehler::N,오류,greșeală
591,Lüge::N,거짓말,minciună
592,Schaden::N,손상,daună
593,Schaden::N,손상,pagubă
594,Unglück::N,불행,nenorocire
595,Schuld::N,부채,vină
596,Alter::N,연령,etate
597,Alter::N,연령,vârstă
598,Schluss::N,마감,sfârșit
599,Zeit::N,때,timp
600,Zeit::N,때,vreme
601,Zeit::N,시간,timp
602,Zeit::N,시간,vreme
603,Tag::N,하루,zi
604,Morgen::N,이침,dimineață
605,Mittag::N,대낮,prânz
606,Mittag::N,대낮,amiază
607,Abend::N,저녁,seară
608,Nacht::N,밤,noapte
609,Woche::N,근무일,săptămână
610,Monat::N,달,lună
611,Jahr::N,해,an
612,Frühling::N,봄,primăvară
613,Sommer::N,여름,vară
614,Herbst::N,가을,toamnă
615,Winter::N,겨울,iarnă
616,Januar::N,일월,ianuarie
617,Februar::N,이월,februarie
618,März::N,삼월,martie
619,April::N,사월,aprilie
620,Mai::N,오월,mai
621,Juni::N,유월,iunie
622,Juli::N,칠월,iulie
623,August::N,팔월,august
624,September::N,구월,septembrie
625,Oktober::N,시월,octombrie
626,November::N,십일월,noiembrie
627,Dezember::N,십이월,decembrie
628,Montag::N,월요일,luni
629,Dienstag::N,화요일,marți
630,Mittwoch::N,수요일,miercuri
631,Donnerstag::N,모교일,joi
632,Freitag::N,그묘일,vineri
633,Samstag::N,토요일,sâmbătă
634,Sonntag::N,일요일,duminică
635,groß::A,큰,mare
636,klein::A,자근,mic
637,lang::A,긴,lung
638,kurz::A,짧은,scurt
639,breit::A,넓은,lat
640,breit::A,넓은,larg
641,schmal::A,좁은,strâmt
642,dicht::A,농밀한,des
643,dick[Gegenstand]::A,두꺼운,gros
644,dünn::A,얇은,subțire
645,fein::A,미세한,fin
646,fein::A,미세한,subțire
647,fest::A,굳은,tare
648,fest::A,굳은,solid
649,flach::A,얕은,șes
650,flach::A,얕은,plan
651,glatt::A,반들반들한,lins
652,hart::A,굳은,dur
653,weich::A,연한,moale
654,rund::A,둥근,rotund
655,rund::A,둥근,circular
656,spitz::A,뾰족한,ascuțit
657,scharf::A,날카로운,tăios
658,scharf::A,날카로운,ascuțit
659,stumpf::A,무딘,tocit
660,schwer::A,무거운,greu
661,schön::A,멋진,frumos
662,heiß::A,뜨거운,cald
663,heiß::A,뜨거운,fierbinte
664,warm::A,따뜻한,cald
665,warm::A,따뜻한,fierbinte
666,kalt::A,찬,rece
667,kühl::A,서늘한,rece
668,kühl::A,서늘한,răcoros
669,frisch::A,신선한,răcoros
670,frisch::A,신선한,proaspăt
671,feucht::A,축축한,umed
672,feucht::A,축축한,jilav
673,nass::A,젖은,ud
674,trocken::A,마른,sec
675,trocken::A,마른,uscat
676,voll::A,완전한,plin
677,leer::A,빈,gol
678,offen::A,열린,deschis
679,geschlossen::A,닫힌,închis
680,sauber::A,깨끗한,curat
681,schmutzig::A,더러운,murdar
682,roh::A,날게잇의,crud
683,reif::A,이근,copt
684,lecker::A,맛있는,gustos
685,süß::A,단,dulce
686,bitter::A,찌르는듯한,amar
687,sauer::A,산성의,acru
688,hell::A,밝은,clar
689,hell::A,밝은,luminos
690,dunkel::A,어두운,obscur
691,dunkel::A,어두운,întunecos
692,schwarz::A,검은,negru
693,weiß::A,하얀,alb
694,rot::A,붉은,roșu
695,gelb::A,황색,galben
696,blau::A,푸른,albastru
697,grün::A,녹색의,verde
698,grau::A,회색의,gri
699,grau::A,회색의,cenușiu
700,bunt::A,알록달록한,colorat
701,billig::A,싼,ieftin
702,teuer::A,값비산,scump
703,wertvoll::A,가치가많은,prețios
704,blind::A,눈먼,orb
705,taub::A,무감간한,surd
706,kräftig::A,강장한,tare
707,kräftig::A,강장한,forte
708,kräftig::A,강장한,robust
709,stark::A,강한,viguros
710,stark::A,강한,puternic
711,schwach::A,약한,slab
712,schwach::A,약한,debil
713,fett::A,실찐,gras
714,schlank::A,호리호리한,zvelt
715,hübsch::A,예쁜,drăguț
716,böse::A,나쁜,rău
717,böse::A,나쁜,răutăcios
718,dumm::A,어리석은,nerod
719,dumm::A,어리석은,tâmpit
720,faul::A,너덜너덜한,leneș
721,fleißig::A,근면한,harnic
722,fleißig::A,근면한,sârguincios
723,geizig::A,인색한,calic
724,geizig::A,인색한,zgârcit
725,geschickt::A,교묘한,dibaci
726,lieb::A,친애하는,drag
727,lieb::A,친애하는,iubit
728,lustig::A,유쾌한,vesel
729,sanft::A,온화한,blând
730,sanft::A,온화한,blajin
731,hungrig::A,배고픈,flămând
732,krank::A,병든,bolnav
733,nackt::A,벌거벗은,gol
734,traurig::A,슬픈,trist
735,traurig::A,슬픈,mâhnit
736,lebendig::A,살아있는,viu
737,gut::A,좋은,bun
738,schlecht::A,나쁜,rău
739,schlecht::A,나쁜,prost
740,richtig::A,바른,drept
741,richtig::A,바른,corect
742,schlimm::A,못된,rău
743,wahr::A,참된,adevărat
744,alt::A,늙은,uzat
745,alt::A,늙은,vechi
746,neu::A,새,nou
747,ehemalig::A,전의,fost
748,ehemalig::A,전의,anterior
749,alt[Lebewesen]::A,낡은,bătrîn
750,jung::A,젊은,tânăr
751,arm::A,가난한,sărac
752,arm::A,가난한,sărman
753,reich::A,풍부한,avut
754,reich::A,풍부한,bogat
755,bekannt::A,저명한,cunoscut
756,berühmt::A,유명한,renumit
757,fremd::A,타처이,străin
758,verschieden::A,따른,diferit
759,verschieden::A,따른,deosebit
760,nah::A,가까운,apropiat
761,fern::A,먼,departe
762,linker::A,왼쭉의,stâng
763,rechter::A,오른쪽의,drept
764,anderer::A,다른,alt
765,erster::A,첫째,prim
766,zweiter::A,둘째,al doilea
767,dritter::A,셋째,treilea
768,letzter::A,의후자의,final
769,allein::ADV,훌로,singur
770,auf einmal::ADV,갑자기,dintrodată
771,zusammen::ADV,모아서,împreună
772,lange::ADV,오래,îndelung
773,lange::ADV,오래,mult timp
774,plötzlich::ADV,둘연한,deodată
775,plötzlich::ADV,둘연한,pe neașteptate
776,sofort::ADV,즉시,imediat
777,sofort::ADV,즉시,numaidecît
778,später::ADV,보다늦은,mai apoi
779,später::ADV,보다늦은,mai târziu
780,jetzt::ADV,목하,acum
781,heute::ADV,오늘,azi
782,heute::ADV,오늘,astăzi
783,morgen::ADV,내일,mâine
784,bald::ADV,곱,curând
785,dann::ADV,그경우에,apoi
786,gestern::ADV,어제,ieri
787,einst::ADV,옛날에,odată
788,einst::ADV,옛날에,odinioară
789,damals::ADV,그때에,atunci
790,damals::ADV,그때에,pe atunci
791,danach::ADV,그 뒤에,după aceasta
792,vorher::ADV,미리,mai întâi
793,vorher::ADV,미리,în prealabil
794,zuerst::ADV,최초로,întâi
795,zuerst::ADV,최초로,în primul rând
796,einmal::ADV,한번,odată
797,manchmal::ADV,땓대로,uneori
798,manchmal::ADV,땓대로,câteodată
799,oft::ADV,땓대로,des
800,oft::ADV,땓대로,deseori
801,immer::ADV,늘,mereu
802,immer::ADV,늘,întotdeauna
803,niemals::ADV,결코...(하지)않다,niciodată
804,hier::ADV,여기,aci
805,hier::ADV,여기,aici
806,hierhin::ADV,여기로,încoace
807,dort::ADV,거기,acolo
808,dorthin::ADV,저기예,dincolo
809,geradeaus::ADV,곧장,drept înainte
810,vorwärts::ADV,앞으로,înainte
811,rückwärts::ADV,뒤로,îndărăt
812,zurück::ADV,제자리로,înapoi
813,unten::ADV,아래에,jos
814,unten::ADV,아래에,dedesubt
815,hinab::ADV,아래쪽으로,în jos
816,hinab::ADV,아래쪽으로,de vale
817,oben::ADV,위에,sus
818,oben::ADV,위에,deasupra
819,hinauf::ADV,위쪽으로,în sus
820,überall::ADV,도처에,peste tot
821,überall::ADV,도처에,pretutindeni
822,nicht::ADV,안,nu
823,ein wenig::ADV,적음,puțin
824,kaum::ADV,가의,cu greu
825,kaum::ADV,가의,cu anevoie
826,sehr::ADV,자주,mult
827,sehr::ADV,자주,foarte
828,so::ADV,그와같이,așa
829,so::ADV,그와같이,atât
830,noch::ADV,아직,încă
831,nur::ADV,다만,doar
832,schon::ADV,이미,și
833,schon::ADV,이미,deja
834,wieder::ADV,다시,iar
835,wieder::ADV,다시,iarăși
836,vergebens::ADV,헛되이,în zadar
837,vor::PRP,앞에,înainte de
838,hinter::PRP,뒤에,după
839,hinter::PRP,뒤에,în spatele
840,unter::PRP,잍에,sub
841,durch::PRP,통고하여,prin
842,neben::PRP,와나란히,lângă
843,neben::PRP,와나란히,alături de
844,zwischen::PRP,의사이로,între
845,zwischen::PRP,의사이로,dintre
846,wegen::PRP,때문에,pentru
847,dies::PRN,이,acesta
848,das::PRN,저,asta
849,alles::PRN,모든것,tot
850,ich::PRN,나,eu
851,du::PRN,너,tu
