,Concept_ID,ja,mdf
75,Boden::N,土地,потмакс
76,Erde::N,土,мода
77,Erde::N,土,мастор
78,Staub::N,埃,пуль
79,Rauch::N,煙,качам
80,Funke::N,火花,ця́тка
81,Feuer::N,火,тол
82,Licht::N,光,ва́лда
83,Schatten::N,陰,цильф
84,Wetter::N,天気,уша
85,Nebel::N,霧,тума́н
86,Wolke::N,雲,ковол
87,Regen::N,雨,пизем
88,Schnee::N,雪,лов
89,Eis::N,氷,эй
90,Frost::N,霜,ке́льме
91,Kälte::N,寒さ,якшама
92,Hitze::N,暑さ,пси
93,Raureif::N,霧氷,леш
94,Regenbogen::N,虹,а́тямъёнга
95,Donner::N,雷,атям
96,Strömung::N,流れ,шудема́
97,Tropfen::N,滴,путькс
98,Tropfen::N,滴,пътняфкс
99,Schaum::N,泡,шов
100,Schmutz::N,汚れ,ърда́з
101,See::N,湖,эрьхке
102,Sumpf::N,沼,шяй
103,Moor::N,湿原,шяй
104,Wiese::N,草原,луга
105,Wald::N,森,вирь
106,Hügel::N,丘,губо́р
107,Hügel::N,丘,пандоня
108,Anhöhe::N,高み,губо́р
109,Berg::N,山,панда
110,Gipfel::N,頂上,пря
111,Höhle::N,洞窟,у́нда
112,Abhang::N,斜面,па́нда ша́ма
113,Quelle::N,泉,эшиня
114,Bach::N,小川,шудерькс
115,Fluss::N,川,ляй
116,Ufer::N,岸,търва́
117,Küste::N,海岸,ляйтърва́
118,Festland::N,陸,мода
119,Meer::N,海,моря
120,Bucht::N,湾,ведьуське
121,Insel::N,島,цёнга
122,Blume::N,花,панчф
123,Gras::N,草,тише
124,Wurzel::N,根,юр
125,Wurzel::N,根,ункс
126,Baum::N,木,шуфта
127,Stamm::N,幹,ро́нга
128,Rinde::N,皮層,кер
129,Ast::N,枝,морга
130,Zweig::N,小枝,тарад
131,Blatt::N,葉,лопа
132,Birke::N,樺,ке́лу
133,Kiefer[Baum]::N,松,пиче
134,Weide[Baum]::N,柳,каль
135,Tanne::N,樅,куз
136,Horn::N,角,сюра
137,Feder::N,羽根,толга
138,Fell::N,毛皮,кедь
139,Flügel::N,羽,паця
140,Klaue::N,鉤爪,кенже
141,Kralle::N,爪,кенже
142,Schwanz::N,尻尾,пула
143,Ei::N,卵,ал
144,Nest::N,巣,пиза
145,Bau::N,穴,пиза
146,Tier::N,動物,жува́та
147,Herde::N,群れ,нал
148,Herde::N,群れ,стада
149,Kuh::N,牛,скал
150,Kuh::N,牛,тракс
151,Bulle::N,雄牛,бука
152,Pferd::N,馬,лишме
153,Schaf::N,羊,уча́
154,Schwein::N,豚,тува
155,Hund::N,犬,пине
156,Katze::N,猫,катоня
157,Katze::N,猫,аваката
158,Bär::N,熊,офта
159,Eichhörnchen::N,栗鼠,ур
160,Elch::N,ヘラジカ,ся́рда
161,Fuchs::N,狐,келазь
162,Hase::N,兎,ну́мол
163,Maus::N,鼠,шеер
164,Wolf::N,狼,върьгаз
165,Vogel::N,鳥,нармонь
166,Schwarm::N,群れ,ко́вол
167,Schwarm::N,群れ,ме́швеле
168,Huhn::N,鶏,сараз
169,Hahn::N,雄鶏,а́тякш
170,Gans::N,ガチョウ,маци
171,Adler::N,鷲,куцькан
172,Ente::N,鴨,яксярга
173,Eule::N,フクロウ,ко́рож
174,Kranich::N,鶴,ка́рга
175,Krähe::N,烏,ва́рси
176,Kuckuck::N,郭公,ку́ку
177,Schwan::N,白鳥,ло́ксти
178,Fisch::N,魚,кал
179,Barsch::N,鱸,о́кунь
180,Hecht::N,川魳,щу́ка
181,Schlange[Tier]::N,蛇,куй
182,Wurm::N,虫,сукс
183,Spinne::N,蜘蛛,унжа́
184,Ameise::N,蟻,панжам
185,Laus::N,虱,си
186,Mücke::N,蚊,ся́ське
187,Fliege::N,蝿,кару
188,Schmetterling::N,蝶,ме́лав
189,Beere::N,漿果,и́мож
190,Apfel::N,林檎,марь
191,Pilz::N,茸,панга
192,Zwiebel::N,玉葱,шурьхкя́
193,Saat::N,種,видьмот
194,Korn::N,粒,сёра
195,Heu::N,干し草,тише
196,Schale::N,皮,кедь
197,Grube::N,穴,лотка
198,Falle::N,わな,туфкс
199,Falle::N,わな,кунда́ма
200,Schlinge::N,輪,килькш
201,Spur::N,跡,пильгоки́
202,Asche::N,灰,кулу
203,Dreck::N,泥,ърда́з
204,Eisen::N,鉄,кшни
205,Gold::N,金,ока
206,Gold::N,金,золота
207,Silber::N,銀,сия́
208,Kohle::N,炭,седь
209,Kohle::N,炭,седьвальмя
210,Glas::N,ガラス,кля́нцек
211,Lehm::N,ローム,сёвонь
212,Sand::N,砂,шува́р
213,Mensch::N,人,ломань
214,Mann::N,男,аля
215,Mann::N,男,цёраломань
216,Mann::N,男性,аля
217,Mann::N,男性,цёраломань
218,Frau::N,女,ава
219,Frau::N,女性,ава
220,Kind::N,子,идь
221,Kind::N,子,шаба
222,Kind::N,子供,идь
223,Kind::N,子供,шаба
224,Junge::N,男の子,цёраня
225,Mädchen::N,女の子,стирня́
226,Familie::N,家族,тнал
227,Familie::N,家族,семья
228,Großvater::N,祖父,атя
229,Großvater::N,祖父,щя́тя
230,Großvater::N,おじいさん,атя
231,Großvater::N,おじいさん,щя́тя
232,Großmutter::N,祖母,баба
233,Großmutter::N,おばあさん,баба
234,Eltern::N,親,тя́дят-а́лят
235,Eltern::N,両親,тя́дят-а́лят
236,Vater::N,父,аля
237,Vater::N,お父さん,аля
238,Mutter::N,母,ава
239,Mutter::N,母,тядя
240,Mutter::N,お母さん,ава
241,Mutter::N,お母さん,тядя
242,Sohn::N,息子,цёра
243,Sohn::N,息子さん,цёра
244,Tochter::N,娘,стирь
245,Tochter::N,お嬢さん,стирь
246,Bruder::N,弟,дуган
247,Bruder::N,弟,пяльне
248,Schwester::N,妹,ака
249,Schwester::N,妹,сазор
250,Onkel::N,伯父,оця
251,Onkel::N,伯父,патя
252,Onkel::N,伯父,щеня́
253,Onkel::N,伯父さん,оця
254,Onkel::N,伯父さん,патя
255,Onkel::N,伯父さん,щеня́
256,Tante::N,叔母,ака
257,Tante::N,叔母,щака
258,Tante::N,叔母さん,ака
259,Tante::N,叔母さん,щака
260,Ehemann::N,夫,мирде
261,Ehemann::N,主人,мирде
262,Ehefrau::N,妻,ърьвя́
263,Ehefrau::N,奥さん,ърьвя́
264,Freude::N,喜び,ке́нярдема
265,Gelächter::N,笑い,рахсема
266,Glück::N,幸せ,паваз
267,Kummer::N,悩み,ризф
268,Kummer::N,悩み,пичефкс
269,Wunsch::N,希望,мяль
270,Wunsch::N,希望,таколдома
271,Lust::N,気,таколдома
272,Geist::N,精神,вайме
273,Gedanke::N,考え,мяль
274,Gedächtnis::N,記憶,прявий
275,Verstand::N,理解力,прявий
276,Sinn::N,意味,ён
277,Grund::N,理由,туфта́л
278,Wahrheit::N,真実,ви́де
279,Wahrheit::N,真実,видеши́
280,Gespräch::N,会話,корхтама
281,Märchen::N,童話,ёфкс
282,Erzählung::N,物語,азкс
283,Nachricht::N,報告,куля́
284,Neuigkeit::N,ニュース,куля́
285,Name::N,名前,лем
286,Rätsel::N,謎,со́дама ёфкс
287,Rede::N,演説,вал
288,Rede::N,演説,корхтама
289,Sprache::N,言語,кяль
290,Stimme::N,声,вайгяль
291,Wort::N,言葉,вал
292,Zeichen::N,記号,тя́ште
293,Zeichen::N,記号,тя́штькс
294,Ruf::N,呼び声,тердема
295,Lärm::N,騒音,гайф
296,Lärm::N,騒音,жалакодома
297,Laut::N,音,вайгяль
298,Ton::N,音,вайгяль
299,Lied::N,歌,мора
300,Ruhe::N,静けさ,сетьме
301,Leute::N,人々,ломатть
302,Volk::N,民族,наро́д
303,Arbeit::N,仕事,тев
304,Gast::N,客,и́нжи
305,Gast::N,客,ко́нак
306,Geschenk::N,贈り物,казне
307,Spiel::N,遊び,налхкома
308,Spiel::N,遊び,налхксема
309,Gesellschaft::N,社会,кружок
310,Hilfe::N,援助,лездома
311,Freund::N,友達,я́лга
312,Kamerad::N,同志,я́лга
313,Angelegenheit::N,件,тев
314,Anzahl::N,数,лувкс
315,Art::N,種類,вид
316,Stück::N,部分,пакш
317,Teil::N,部分,часть
318,Teil::N,部分,пялькс
319,Hälfte::N,半分,пяле
320,Kreis::N,円,шаркс
321,Kreuz::N,十字,крёз
322,Linie::N,線,межа
323,Linie::N,線,китькс
324,Strich::N,線,межа
325,Abstand::N,距離,ётка
326,Entfernung::N,距離,ётка
327,Gegend::N,辺,ва́ста
328,Gegend::N,辺,перьфпя́ль
329,Gegend::N,地域,ва́ста
330,Gegend::N,地域,перьфпя́ль
331,Platz::N,ゆとり,ва́ста
332,Ort::N,所,ва́ста
333,Ort::N,場所,ва́ста
334,Seite::N,横,пяле
335,Mitte::N,真ん中,кучка́
336,Gegenstand::N,物件,веща
337,Sache::N,物,тев
338,Sache::N,物,веща
339,Rand::N,端,пе
340,Kante::N,縁,и́рдез
341,Ecke::N,角,ужа
342,Spitze::N,先頭,пря
343,Ende::N,端,пе
344,Loch::N,穴,варя
345,Winkel::N,片隅,ужа
346,Muster::N,模様,сёрма
347,Größe::N,大きさ,серь
348,Länge::N,長さ,кува́лма
349,Höhe::N,高さ,серь
350,Gewicht::N,重さ,сталма
351,Menge::N,量,лувкс
352,Haufen::N,堆積,мар
353,Reihe::N,並び,ряд
354,Boot::N,ボート,венеж
355,Ruder::N,オール,миле
356,Schlitten::N,そり,ну́рда
357,Ski::N,スキー,сокс
358,Lagerfeuer::N,篝火,то́лмар
359,Last::N,荷物,канкс
360,Last::N,荷物,сталма
361,Gang::N,歩み,молема
362,Schritt::N,歩,аськолкс
363,Norden::N,北,якшама шире
364,Süden::N,南,ля́мбе ши́ре
365,Westen::N,西,ши валгома шире
366,Osten::N,東,шинь стяма шире
367,Holz::N,木,вирь
368,Holz::N,木,шуфта
369,Holz::N,木材,вирь
370,Holz::N,木材,шуфта
371,Brett::N,板,лавця
372,Platte::N,盤,плита́
373,Stütze::N,支柱,неже
374,Stange::N,棒,олга
375,Stock::N,杖,байдек
376,Stab::N,棒,олгоня
377,Rohr::N,管,турама
378,Haus::N,家,куд
379,Heim::N,家,куд
380,Ofen::N,ストーブ,пянакуд
381,Fußboden::N,床,кия́кс
382,Tisch::N,机,шра
383,Tisch::N,机,моркш
384,Stuhl::N,椅子,стул
385,Wiege::N,揺籃,нюря́м
386,Bett::N,ベッド,ацам
387,Regal::N,棚,лавцяланга
388,Kiste::N,箱,парга
389,Fenster::N,窓,валмья
390,Tür::N,戸,кенкш
391,Tür::N,ドア,кенкш
392,Tor::N,門,ортат
393,Zaun::N,垣根,перяфкс
394,Dach::N,屋根,кудпря
395,Leiter::N,梯子,куцема
396,Besen::N,ほうき,тяльме
397,Spaten::N,スコップ,ка́йме
398,Schaufel::N,シャベル,ко́поня
399,Schaufel::N,シャベル,ця́рдом
400,Gabel::N,フォーク,ця́нгоня
401,Löffel::N,スプーン,куцю
402,Messer::N,ナイフ,пеель
403,Nagel::N,釘,эска
404,Netz::N,網,
405,Haken::N,鉤,кя́чказ
406,Haken::N,フック,кя́чказ
407,Griff::N,取っ手,недь
408,Griff::N,取っ手,кунда́мка
409,Schloss::N,錠,замо́к
410,Bild::N,絵,карти́на
411,Figur::N,像,ронга-понда
412,Puppe::N,人形,ня́ка
413,Beutel::N,袋,кяскав
414,Bündel::N,束,кярьме
415,Bündel::N,包み,кярьме
416,Tasche::N,かばん,кошяльня
417,Eimer::N,バケツ,ве́дарка
418,Deckel::N,蓋,тавадкс
419,Deckel::N,蓋,вельхкс
420,Geschirr::N,食器,кядьге
421,Sack::N,袋,кяскав
422,Tasse::N,カップ,ша́ваня
423,Topf::N,鍋,кавозь
424,Kessel::N,釜,сргавозь
425,Essen::N,食事,ярхцама
426,Nahrung::N,食物,ярхцампяль
427,Speise::N,料理,ярхцама
428,Fleisch::N,肉,пал
429,Fleisch::N,肉,сиволь
430,Getreide::N,麦,сёра
431,Getreide::N,穀物,сёра
432,Brei::N,粥,ям
433,Brot::N,パン,кши
434,Scheibe::N,枚,кочам
435,Scheibe::N,切れ,кочам
436,Fett::N,脂肪,куя́
437,Butter::N,バター,вай
438,Öl::N,油,вай
439,Salz::N,塩,сал
440,Suppe::N,スープ,шонгарям
441,Suppe::N,スープ,коршампяль
442,Honig::N,蜂蜜,медь
443,Milch::N,牛乳,лофца
444,Tee::N,茶,чай
445,Tee::N,お茶,чай
446,Leder::N,革,кедь
447,Wolle::N,毛糸,пона
448,Stoff::N,布,котф
449,Nadel::N,針,салмокс
450,Faden::N,糸,сюре
451,Knopf::N,ボタン,пуня
452,Knoten::N,結び目,сюлма
453,Farbe::N,ペンキ,архтомбяль
454,Kleidung::N,衣服,щам
455,Hemd::N,シャツ,па́нар
456,Kragen::N,襟,сиве
457,Ärmel::N,袖,ожа
458,Hose::N,ズボン,понкст
459,Gürtel::N,帯,каркс
460,Gürtel::N,ベルト,каркс
461,Mütze::N,帽子,вазь
462,Schuh::N,靴,башма́к
463,Stiefel::N,ブーツ,кя́ме
464,Ring::N,輪,суркс
465,Band::N,リボン,керькс
466,Band::N,リボン,лента
467,Kamm::N,櫛,сюрьхцем
468,Spiegel::N,鏡,ванома
469,Riemen::N,緒,шнань каркс
470,Schnur::N,紐,пикс
471,Schnur::N,紐,карькскя
472,Leine::N,綱,вядьме
473,Decke::N,掛け布団,вельхкс
474,Kissen::N,枕,тоду
475,Tuch::N,スカーフ,руця́
476,Handtuch::N,タオル,на́рдама
477,Kraft::N,力,вий
478,Stärke::N,強さ,вииши
479,Gesundheit::N,健康,шумбраши́
480,Krankheit::N,病気,урма́
481,Krankheit::N,病気,сярядема
482,Schmerz::N,痛み,маряма
483,Wunde::N,傷,керф
484,Fieber::N,熱,маштыкс
485,Arznei::N,薬,надо́бья
486,Arznei::N,薬,пъчка́фтома
487,Brücke::N,橋,седь
488,Brunnen::N,井戸,эши
489,Weide::N,牧場,ванома васта
490,Pfad::N,小路,ян
491,Pfad::N,小路,киня́
492,Weg::N,道,ки
493,Straße::N,街道,ки
494,Dorf::N,村,веле
495,Stadt::N,町,ош
496,Stadt::N,都市,ош
497,Brief::N,手紙,сёрма
498,Buch::N,本,книга
499,Buchstabe::N,文字,бу́ква
500,Zeitung::N,新聞,газе́та
501,Leben::N,生活,эряф
502,Leben::N,生活,эряма
503,Tod::N,死,кулома́
504,Grab::N,墓,калма
505,Kirche::N,教会,це́рькав
506,Sünde::N,罪,пежеть
507,Sünde::N,罪,муворкс
508,Gott::N,神,шкай
509,Arbeiter::N,労働者,трудендай
510,Arbeiter::N,労働者,работник
511,Chef::N,上司,азор
512,Chef::N,上司,оцюня
513,Meister::N,達人,мастяр
514,Meister::N,マイスター,мастяр
515,Arzt::N,医者,врач
516,Arzt::N,医者,доктор
517,Lehrer::N,先生,учи́тель
518,Geld::N,金,ярмакт
519,Geschäft::N,取り引き,ладяфкс
520,Geschäft::N,取り引き,ладяф тев
521,Laden::N,店,ла́вка
522,Preis::N,値段,питне
523,Ware::N,商品,миф
524,Ware::N,商品,ра́маф
525,Nutzen::N,利益,пара
526,Nutzen::N,利益,лезкс
527,Reichtum::N,豊かさ,ко́зяши
528,Welt::N,世界,свет
529,Land::N,国,мастор
530,Staat::N,国家,государства
531,König::N,国王,король
532,Macht::N,権力,азорондама
533,Macht::N,権力,азорксши
534,Grenze::N,国境,ёткаян
535,Krieg::N,戦争,война́
536,Feind::N,敵,душман
537,Feind::N,敵,каршек тюри
538,Gewalt::N,暴力,наругама
539,Kampf::N,戦い,тюрема́
540,Bogen[Waffe]::N,弓,нал
541,Pfeil::N,矢,нал
542,Gewehr::N,銃,винто́вка
543,Fehler::N,間違い,эльбядькс
544,Lüge::N,嘘,васькафнема
545,Schaden::N,損害,зия́н
546,Unglück::N,不幸,зия́н
547,Schuld::N,罪,муворши
548,Alter::N,年,эряф кизот
549,Alter::N,年,эряфонь пинге
550,Alter::N,年齢,эряф кизот
551,Alter::N,年齢,эряфонь пинге
552,Schluss::N,終わり,пе
553,Zeit::N,時,пинге
554,Zeit::N,時間,пинге
555,Tag::N,日,ши
556,Morgen::N,朝,шобдава
557,Mittag::N,昼,шикучка
558,Abend::N,晩,иля́дь
559,Abend::N,夕方,иля́дь
560,Nacht::N,夜,ве
561,Woche::N,週,недя́ля
562,Monat::N,月,ков
563,Jahr::N,年,киза
564,Frühling::N,春,тунда́
565,Sommer::N,夏,киза
566,Herbst::N,秋,сёксе
567,Winter::N,冬,тяла
568,Januar::N,一月,кельмеков
569,Februar::N,二月,уфайков
570,März::N,三月,марайков
571,April::N,四月,шудиков
572,Mai::N,五月,панжиков
573,Juni::N,六月,лямбеков
574,Juli::N,七月,псиков
575,August::N,八月,сёроньков
576,September::N,九月,тюжягов
577,Oktober::N,十月,кельмазаков
578,November::N,十一月,эйндамков
579,Dezember::N,十二月,кучкаков
580,Montag::N,月曜日,одговши
581,Dienstag::N,火曜日,ша́вши
582,Mittwoch::N,水曜日,вержи
583,Donnerstag::N,木曜日,шува́ланя
584,Freitag::N,金曜日,пя́денця
585,Samstag::N,土曜日,ёткши
586,Sonntag::N,日曜日,таргоши
587,groß::A,大きい,оцю
588,klein::A,小さい,ёмла
589,lang::A,長い,кува́ка
590,kurz::A,短い,нюрьхкя́ня
591,breit::A,広い,кели
592,schmal::A,狭い,тяйня
593,dicht::A,密な,сиде
594,dicht::A,密な,туста
595,dick[Gegenstand]::A,厚い,эчке
596,dünn::A,薄い,шува́ня
597,fein::A,細い,шува́ня
598,fest::A,硬い,кеме
599,flach::A,平らな,лапш
600,glatt::A,滑らかな,вадяв
601,glatt::A,滑らかな,такор
602,hart::A,堅い,калгода
603,weich::A,柔らかい,ляпе
604,rund::A,丸い,кру́глай
605,spitz::A,尖った,ботаз
606,spitz::A,尖った,оржа
607,scharf::A,鋭い,оржа
608,stumpf::A,鈍い,ношка
609,schwer::A,重い,стака
610,schön::A,綺麗な,мазы
611,heiß::A,熱い,пси
612,warm::A,温かい,лямбе
613,kalt::A,寒い,кельме
614,kalt::A,冷たい,кельме
615,kühl::A,涼しい,эше
616,frisch::A,ひんやりした,свежай
617,feucht::A,湿った,летьке
618,nass::A,濡れた,начка
619,trocken::A,乾いた,коське
620,voll::A,いっぱいの,пяшксе
621,leer::A,空の,шава
622,offen::A,開いた,панжада
623,offen::A,開いた,виде
624,geschlossen::A,閉まった,пякстаф
625,geschlossen::A,閉まった,сёлгф
626,sauber::A,清潔な,ару
627,schmutzig::A,汚い,рда́зу
628,schmutzig::A,汚い,пя́ндра
629,roh::A,生の,верок
630,reif::A,熟した,ке́нерьф
631,lecker::A,美味しい,танцти
632,süß::A,甘い,ламбама
633,bitter::A,苦い,сяпи
634,sauer::A,酸っぱい,шапама
635,hell::A,明るい,валда
636,dunkel::A,暗い,шобда
637,schwarz::A,黒い,равжа
638,weiß::A,白い,акша
639,rot::A,赤い,якстерь
640,gelb::A,黄色い,тюжя́
641,blau::A,青い,сенем
642,grün::A,緑の,пиже
643,grün::A,緑の,сянгяря
644,grau::A,灰色の,уле
645,bunt::A,色取り取りの,сёрмав
646,billig::A,安い,у́цез
647,billig::A,安い,аф пи́тни
648,teuer::A,高い,пи́тни
649,wertvoll::A,貴重な,питни
650,blind::A,盲目の,сокор
651,taub::A,耳が聞こえない,пярав
652,kräftig::A,強力な,пяк вии
653,stark::A,強い,вии
654,schwach::A,弱い,лафча
655,fett::A,太った,куя́
656,schlank::A,ほっそりした,виде ронга
657,hübsch::A,素敵な,мазы
658,böse::A,悪い,кяжи
659,dumm::A,馬鹿な,аф ёню
660,dumm::A,馬鹿な,шава пря
661,faul::A,怠惰な,нола
662,fleißig::A,勤勉な,ку́лхцонды
663,geizig::A,けちな,кирьжя
664,geizig::A,けちな,жаднай
665,klug::A,賢い,ёню
666,klug::A,賢い,пря́ви
667,klug::A,頭のいい,ёню
668,klug::A,頭のいい,пря́ви
669,geschickt::A,器用な,маштозь тиф
670,lieb::A,愛らしい,цебярь
671,lustig::A,楽しい,ра́хси
672,sanft::A,温和な,сетьме
673,hungrig::A,空腹の,вача
674,hungrig::A,空腹の,вачеда
675,krank::A,病気の,сяряди
676,nackt::A,裸の,штада
677,nackt::A,裸の,кърхтапа
678,traurig::A,悲しい,ла́жнай
679,lebendig::A,生きた,эряй
680,gut::A,良い,пара
681,gut::A,良い,цебярь
682,schlecht::A,悪い,кальдяв
683,schlecht::A,駄目な,кальдяв
684,richtig::A,正しい,виде
685,schlimm::A,ひどい,кальдяв
686,wahr::A,本当の,афкуксонь
687,alt::A,古い,ташта
688,neu::A,新しい,од
689,ehemalig::A,以前の,и́нгольдень
690,alt[Lebewesen]::A,年を取った,сире
691,jung::A,若い,од
692,arm::A,貧乏な,а́шу
693,reich::A,裕福な,козя
694,bekannt::A,有名な,содаф
695,berühmt::A,有名な,содавикс
696,fremd::A,見知らぬ,лия
697,fremd::A,見知らぬ,аф содаф
698,verschieden::A,色々な,аф фкя ла́цонь
699,nah::A,近い,мала
700,nah::A,近い,аф ичкоздень
701,fern::A,遠い,и́чкоздень
702,fern::A,遠い,куна́рдонь
703,linker::A,左の,кержи
704,rechter::A,右の,види
705,anderer::A,別の,лия
706,erster::A,一番目,васенце
707,zweiter::A,二番目,омбоце
708,dritter::A,三番目,колмоце
709,letzter::A,最後の,ме́кольце
710,allein::ADV,一人で,ськамонза
711,auf einmal::ADV,同時に,вихцок
712,zusammen::ADV,一緒に,марс
713,zusammen::ADV,一緒に,ма́рса
714,lange::ADV,長い間,кува́тьс
715,plötzlich::ADV,急に,а́пак учт
716,sofort::ADV,すぐに,тяникиге
717,später::ADV,後で,ме́ле
718,jetzt::ADV,今,тяни
719,heute::ADV,今日,тячи
720,morgen::ADV,明日,ва́нды
721,bald::ADV,間もなく,курок
722,dann::ADV,それから,меле
723,dann::ADV,それから,сяда меле
724,gestern::ADV,昨日,ися́к
725,einst::ADV,過去に,весть
726,einst::ADV,過去に,мзя́рда-бди
727,damals::ADV,あの時,эста
728,danach::ADV,その後で,меле
729,vorher::ADV,以前に,инголи
730,zuerst::ADV,まず,ва́сенда
731,zuerst::ADV,最初に,ва́сенда
732,einmal::ADV,一回,весть
733,manchmal::ADV,時々,лия́ста
734,manchmal::ADV,時々,ко́ста-ко́ста
735,oft::ADV,よく,си́деста
736,immer::ADV,いつも,фалу
737,immer::ADV,いつも,най
738,niemals::ADV,一度も...ない,аф мзя́рдонга
739,hier::ADV,こちら,тяса
740,hierhin::ADV,ここへ,сей
741,hierhin::ADV,ここへ,тяза
742,hierhin::ADV,こちらへ,сей
743,hierhin::ADV,こちらへ,тяза
744,von hier::ADV,ここから,тя́ста
745,dort::ADV,そちら,тоса
746,dorthin::ADV,そこへ,тов
747,dorthin::ADV,そこへ,тоза
748,dorthin::ADV,そちらへ,тов
749,dorthin::ADV,そちらへ,тоза
750,geradeaus::ADV,真っ直ぐに,ви́деста
751,vorwärts::ADV,前へ,и́нголи
752,rückwärts::ADV,後ろへ,ме́ки
753,zurück::ADV,後ろへ,ме́ки
754,unten::ADV,下に,ала
755,hinab::ADV,下へ,алу
756,oben::ADV,上に,вяре
757,hinauf::ADV,上へ,вяри
758,überall::ADV,どこでも,се́мбе ва́стова
759,nicht::ADV,ない,аф
760,ein wenig::ADV,少し,аф лама
761,ein wenig::ADV,ちょっと,аф лама
762,kaum::ADV,ほとんど～ない,а́ньцек
763,sehr::ADV,とても,пяк
764,so::ADV,こう,ста́не
765,noch::ADV,まだ,нинге
766,nur::ADV,～だけ,аньцек
767,schon::ADV,もう,ни
768,wieder::ADV,再び,та́га
769,vergebens::ADV,無駄に,стак
770,vor::PRP,前に,инголе
771,hinter::PRP,後ろに,фтала
772,hinter::PRP,後ろに,мельге
773,unter::PRP,下に,ала
774,durch::PRP,通して,пачк
775,neben::PRP,横に,ваксса
776,zwischen::PRP,間に,ёткса
777,wegen::PRP,為に,сюнеда
778,wegen::PRP,せいで,сюнеда
779,dies::PRN,これ,тя
780,das::PRN,それ,ся
781,das::PRN,それ,тона
782,alles::PRN,全部,сембе
783,ich::PRN,私,мон
784,du::PRN,あなた,тон
785,er::PRN,彼,сон
786,wir::PRN,私達,минь
787,ihr::PRN,あなた達,тинь
788,sie::PRN,彼ら,синь
789,was::FPRN,何,мезе
790,wer::FPRN,誰,кие
791,wer::FPRN,どなた,кие
792,wo::FADV,どこ,коса
793,wo::FADV,どこに,коса
794,wohin::FADV,どこへ,ков
795,wohin::FADV,どこへ,коза
796,wie::FADV,どう,ко́да
797,warum::FADV,何故,мес
798,warum::FADV,どうして,мес
799,wieviel::FNUM,どのくらい,мзя́ра
800,eins::NUM,一,фкя
801,zwei::NUM,二,кафта
802,zwei::NUM,二つ,кафта
803,drei::NUM,三,колма
804,drei::NUM,三つ,колма
805,vier::NUM,四,ниле
806,vier::NUM,四つ,ниле
807,fünf::NUM,五,вете
808,fünf::NUM,五つ,вете
809,sechs::NUM,六,кота
810,sechs::NUM,六つ,кота
811,sieben::NUM,七,сисем
812,sieben::NUM,七つ,сисем
813,acht::NUM,八,кафкса
814,acht::NUM,八つ,кафкса
815,neun::NUM,九,ве́йхкса
816,neun::NUM,九つ,ве́йхкса
817,zehn::NUM,十,кемонь
818,elf::NUM,十一,кефкие
819,zwölf::NUM,十二,кемгафтува
820,zwanzig::NUM,二十,комсь
