,Concept_ID,zh,os
68,Stein::N,石头,дур
69,Boden::N,地面,зӕхх
70,Erde::N,地,сыджыт
71,Staub::N,灰尘,рыг
72,Rauch::N,烟,фӕздӕг
73,Funke::N,火花,цӕхӕр
74,Feuer::N,火,зынг
75,Licht::N,光,рухс
76,Schatten::N,影子,аууон
77,Wetter::N,天气,боныхъӕд
78,Nebel::N,雾,мигъ
79,Wolke::N,云,ӕврагъ
80,Regen::N,雨,уарын
81,Schnee::N,雪,мит
82,Eis::N,冰,их
83,Frost::N,霜冻,ихæн
84,Kälte::N,寒冷,уазал
85,Hitze::N,炎热,ӕнтӕф
86,Raureif::N,霜,халас
87,Regenbogen::N,虹,арвырон
88,Regenbogen::N,虹,арвырдын
89,Donner::N,雷,æрвнæрын
90,Strömung::N,水流,цыд
91,Tropfen::N,滴,æртах
92,Schaum::N,泡沫,фынк
93,Schmutz::N,赃物,цъыф
94,See::N,湖,цад
95,Sumpf::N,沼泽,цъыфдзаст
96,Moor::N,沼泽,цъыфдзаст
97,Wiese::N,草地,уыгӕрдӕн
98,Wald::N,森林,хъӕд
99,Hügel::N,丘陵,обау
100,Hügel::N,丘陵,къуыбыр
101,Anhöhe::N,山丘,уæлвæз
102,Anhöhe::N,山丘,уæлхох
103,Berg::N,山,хох
104,Gipfel::N,峰,цъупп
105,Höhle::N,洞穴,лӕгӕт
106,Abhang::N,斜坡,къул
107,Quelle::N,泉,суадон
108,Bach::N,溪,мӕсчъыдон
109,Fluss::N,河流,дон
110,Fluss::N,河流,цӕугӕдон
111,Ufer::N,岸,был
112,Küste::N,海岸,донбыл
113,Festland::N,大陆,сурзæхх
114,Meer::N,海,денджыз
115,Bucht::N,海湾,донбакæлæн
116,Insel::N,岛,сакъадах
117,Blume::N,花,дидинӕг
118,Gras::N,草,кӕрдӕг
119,Wurzel::N,根,уидаг
120,Baum::N,树,бӕлас
121,Stamm::N,树干,хӕтӕл
122,Rinde::N,树皮,цъар
123,Ast::N,树枝,арх
124,Zweig::N,树枝,къалиу
125,Blatt::N,叶子,сыф
126,Birke::N,桦木,бæрз
127,Kiefer[Baum]::N,松树,нӕзы
128,Weide[Baum]::N,柳树,хӕрис
129,Tanne::N,冷杉,наз
130,Horn::N,角,сыкъа
131,Feder::N,羽毛,сис
132,Fell::N,皮毛,царм
133,Flügel::N,翅膀,базыр
134,Klaue::N,爪子,ных
135,Kralle::N,爪子,дзӕмбы
136,Schwanz::N,尾巴,къӕдзил
137,Ei::N,蛋,айк
138,Nest::N,巢,ахстон
139,Bau::N,穴,хуынкъ
140,Tier::N,动物,сырд
141,Tier::N,动物,цӕрӕгой
142,Herde::N,群,дзуг
143,Herde::N,群,рӕгъау
144,Kuh::N,母牛,хъуг
145,Bulle::N,公牛,гал
146,Pferd::N,马,бӕх
147,Schaf::N,羊,фыс
148,Schwein::N,猪,хуы
149,Hund::N,狗,куыдз
150,Katze::N,猫,гӕды
151,Bär::N,熊,арс
152,Eichhörnchen::N,松鼠,æхсæрæг
153,Elch::N,麋鹿,цæгатаг саг
154,Fuchs::N,狐狸,рувас
155,Hase::N,兔子,тæрхъус
156,Maus::N,老鼠,мыст
157,Wolf::N,狼,бирӕгъ
158,Vogel::N,鸟,цъиу
159,Vogel::N,鸟,маргъ
160,Schwarm::N,群,бал
161,Huhn::N,鸡,карк
162,Hahn::N,公鸡,уасӕг
163,Gans::N,鹅,хъаз
164,Adler::N,鹰,цӕргӕс
165,Ente::N,鸭,ацц
166,Eule::N,猫头鹰, уыг
167,Eule::N,猫头鹰,сидахъ
168,Kranich::N,鹤,зырнæг
169,Kranich::N,鹤,хърихъупп
170,Krähe::N,乌鸦,халон
171,Kuckuck::N,布谷鸟,гаккук
172,Schwan::N,天鹅,доныхъаз
173,Fisch::N,鱼,кӕсаг
174,Barsch::N,鲈鱼,окунь
175,Hecht::N,狗鱼,хихор кӕсаг
176,Schlange[Tier]::N,蛇,калм
177,Wurm::N,蠕虫,зулкъ
178,Wurm::N,蠕虫,къуыдыргалм
179,Spinne::N,蜘蛛,хӕлуарӕг
180,Ameise::N,蚂蚁,мæлдзыг
181,Laus::N,虱子,сыст
182,Mücke::N,蚊子,къогъо
183,Fliege::N,苍蝇,бындз
184,Schmetterling::N,蝴蝶,гæлæбу
185,Beere::N,将果,гагадыргъ
186,Apfel::N,苹果,фӕткъуы
187,Pilz::N,蘑菇,зокъо
188,Pilz::N,蘑菇,къозо
189,Zwiebel::N,洋葱,хъӕдындз
190,Saat::N,种子,тауинаг
191,Saat::N,种子,мыггаг
192,Korn::N,谷粒,мыггаг
193,Korn::N,谷粒,тауинаг
194,Heu::N,干草,хос
195,Schale::N,壳,цъар
196,Grube::N,坑,урм
197,Grube::N,坑,къахт
198,Grube::N,坑,дзыхъхъ
199,Falle::N,圈套,цъысым
200,Falle::N,圈套,къӕппӕг
201,Schlinge::N,活扣,цасм
202,Spur::N,踪迹,фæд
203,Asche::N,灰烬,фӕнык
204,Asche::N,灰烬,ӕртхутӕг
205,Dreck::N,污垢,цъыф
206,Eisen::N,铁,ӕфсӕйнаг
207,Gold::N,金子,сыгъзӕрин
208,Silber::N,银,ӕвзист
209,Kohle::N,煤,ӕвзалы
210,Glas::N,玻璃,авг
211,Lehm::N,粘土,ӕлыг
212,Sand::N,沙,змис
213,Mensch::N,人,лӕг
214,Mensch::N,人,адӕймаг
215,Mensch::N,人,удгоймаг
216,Mann::N,男子,лӕг
217,Mann::N,男子,нӕлгоймаг
218,Frau::N,妇女,сылгоймаг
219,Kind::N,小孩,сывӕллон
220,Junge::N,男孩,лӕппу
221,Mädchen::N,女孩,чызг
222,Familie::N,家庭,бинонтæ
223,Großvater::N,祖父,фыдыфыд
224,Großvater::N,祖父,мадыфыд
225,Großmutter::N,祖母,фыды мад
226,Großmutter::N,祖母,мады мад
227,Eltern::N,父母,ныййарджытæ
228,Vater::N,父亲,фыд
229,Mutter::N,母亲,мад
230,Sohn::N,儿子,фырт
231,Tochter::N,女儿,чызг
232,Bruder::N,兄弟,ӕфсымӕр
233,Schwester::N,姐妹,хо
234,Onkel::N,伯父,фыдыфсымӕр
235,Tante::N,阿姨,мадыхо
236,Ehemann::N,丈夫,мой
237,Ehefrau::N,妻子,ус
238,Freude::N,愉快,цин
239,Freude::N,愉快,циндзинад
240,Gelächter::N,大笑,худын
241,Gelächter::N,大笑,худт
242,Gelächter::N,大笑,худæг
243,Glück::N,运气,амонд
244,Kummer::N,苦恼,хъыг
245,Wunsch::N,愿望,бӕллиц
246,Lust::N,乐趣,монц
247,Geist::N,精神,уд
248,Gedanke::N,思想,хъуыды
249,Gedächtnis::N,记性,мысæн
250,Gedächtnis::N,记性,мысын
251,Gedächtnis::N,记性,зæрдылдарын
252,Verstand::N,理智,зонд
253,Sinn::N,感觉,нысаниуæг
254,Grund::N,理由,ӕфсон
255,Wahrheit::N,真理,æцæг
256,Gespräch::N,谈话,ныхас
257,Märchen::N,童话,аргъау
258,Erzählung::N,故事,радзырд
259,Nachricht::N,消息,уац
260,Neuigkeit::N,新闻,хабар
261,Name::N,名字,ном
262,Rätsel::N,谜语,уыци-уыци
263,Rätsel::N,谜语,базон-базон
264,Rede::N,讲话,раныхас
265,Sprache::N,语言,ӕвзаг
266,Stimme::N,声音,хъӕлӕс
267,Wort::N,词,дзырд
268,Zeichen::N,标记,нысан
269,Ruf::N,呼喊,сидт
270,Lärm::N,噪音,уынæр
271,Laut::N,响声,зӕл
272,Laut::N,响声,мыр
273,Ton::N,声音,мыр
274,Lied::N,歌曲,зарӕг
275,Ruhe::N,安静,æнцой
276,Leute::N,人们,адӕм
277,Volk::N,人民,адӕм
278,Arbeit::N,劳动,фӕллой
279,Gast::N,客人,уазӕг
280,Geschenk::N,礼物,хуын
281,Spiel::N,游戏,хъазт
282,Gesellschaft::N,陪同,дзыллæ
283,Gesellschaft::N,陪同,æхсæнад
284,Hilfe::N,帮助,æххуыс
285,Hilfe::N,帮助,ахъаз
286,Freund::N,朋友,лымӕн
287,Kamerad::N,同志,ӕмбал
288,Angelegenheit::N,事情,хъуыддаг
289,Anzahl::N,数目,бӕрц
290,Art::N,种类,хуыз
291,Art::N,种类,хуызад
292,Stück::N,块,кæрдих
293,Stück::N,块,комдзаг
294,Teil::N,部分,хай
295,Hälfte::N,一半,æрдæг
296,Hälfte::N,一半,æмбис
297,Kreis::N,圆,зиллакк
298,Kreuz::N,十字架,дзуар
299,Linie::N,线条,хахх
300,Strich::N,划,хахх
301,Abstand::N,距离,æхсæнуат
302,Entfernung::N,距离,дæрддзæг
303,Entfernung::N,距离,дардцæг
304,Gegend::N,地区,ран
305,Platz::N,场所,бууат
306,Ort::N,地点,ран
307,Ort::N,地点,бынат
308,Seite::N,面,фахс
309,Mitte::N,中间,астӕу
310,Gegenstand::N,物品,дзаума
311,Sache::N,物,дзаума
312,Rand::N,边,кӕрон
313,Kante::N,棱,фӕрск
314,Ecke::N,角,тигъ
315,Ecke::N,角,фисын
316,Spitze::N,尖,бырынкъ
317,Ende::N,结尾,кӕрон
318,Loch::N,洞,хуынкъ
319,Winkel::N,角度,къуым
320,Muster::N,模型,нывæфтыд
321,Muster::N,模型,кæдзист
322,Größe::N,大小,ас
323,Länge::N,长度,дӕргъ
324,Höhe::N,高度,бæрзонд
325,Höhe::N,高度,бæрзæнд
326,Höhe::N,高度,бæрзонддзинад
327,Gewicht::N,重量,уӕз
328,Menge::N,数量,бӕрц
329,Haufen::N,堆,кӕри
330,Reihe::N,行,рӕнхъ
331,Boot::N,小船,чема
332,Ruder::N,奖,къохар
333,Schlitten::N,雪橇,дзоныгъ
334,Ski::N,雪板,къахдзоныгътæ
335,Ski::N,雪板,лыжæтæ
336,Lagerfeuer::N,营火,арт
337,Last::N,负担,уаргъ
338,Gang::N,行走,цыд
339,Schritt::N,步伐,санчъех
340,Schritt::N,步伐,къахдзӕф
341,Norden::N,北,цæгат
342,Süden::N,南,хуссар
343,Westen::N,西,ныгуылæн
344,Osten::N,东,скæсæн
345,Holz::N,木材,хъӕдӕрмӕг
346,Brett::N,木板,фæйнæг
347,Platte::N,平板,къӕй
348,Stütze::N,支架,быцæу
349,Stange::N,杆,хъил
350,Stock::N,棒,лӕдзӕг
351,Stab::N,棍,хъил
352,Rohr::N,管子,хӕтӕл
353,Haus::N,房屋,хӕдзар
354,Heim::N,家,къона
355,Ofen::N,炉子,пец
356,Fußboden::N,地板,астӕрд
357,Tisch::N,桌子,стъол
358,Stuhl::N,椅子,бандон
359,Wiege::N,摇蓝,авдæн
360,Bett::N,床,сынтӕг
361,Regal::N,架子,тӕрхӕг
362,Regal::N,架子,уӕлвӕйнӕг
363,Kiste::N,箱子,асыкк
364,Fenster::N,窗户,рудзынг
365,Fenster::N,窗户,фæрссаг
366,Tür::N,门,дуар
367,Tor::N,大门,кулдуар
368,Zaun::N,篱笆,æмбонд
369,Zaun::N,篱笆,быру
370,Zaun::N,篱笆,гæрæн
371,Dach::N,屋顶,уӕлхӕдзар
372,Leiter::N,梯子,асин
373,Besen::N,扫帚,уисой
374,Spaten::N,铁锹,бел
375,Schaufel::N,铁锹,æвгæнæн
376,Schaufel::N,铁锹,кæфой
377,Gabel::N,叉,вилкæ
378,Löffel::N,食匙,уидыг
379,Messer::N,刀,кард
380,Nagel::N,钉子,зӕгӕл
381,Netz::N,网,хыз
382,Haken::N,钩子,хæдз
383,Haken::N,钩子,хæбырæгъ
384,Griff::N,把柄,фистон
385,Schloss::N,锁,гуыдыр
386,Bild::N,图画,ныв
387,Figur::N,人像,кæрдгæныв
388,Puppe::N,娃娃,чындз
389,Beutel::N,袋子,дзӕкъул
390,Bündel::N,捆,баст
391,Tasche::N,手提包,хызын
392,Tasche::N,手提包,дзæкъул
393,Eimer::N,桶,къæрта
394,Eimer::N,桶,чъыбыла
395,Eimer::N,桶,ведра
396,Deckel::N,盖子,сæр
397,Deckel::N,盖子,æмбæрзæн
398,Geschirr::N,餐具,мигæнæн
399,Geschirr::N,餐具,мигæнæнтæ
400,Sack::N,袋子,голлаг
401,Tasse::N,杯子,пиала
402,Tasse::N,杯子,къус
403,Topf::N,锅,аг
404,Topf::N,锅,чысыл аг
405,Kessel::N,水壶,аг
406,Essen::N,进餐,хӕрд
407,Nahrung::N,食物,хойраг
408,Speise::N,菜肴,хӕринаг
409,Fleisch::N,肉,дзидза
410,Fleisch::N,肉,фыдызгъӕл
411,Getreide::N,谷物,халсар
412,Brei::N,粥,кас
413,Brot::N,面包,дзул
414,Scheibe::N,片,къӕбӕр
415,Fett::N,脂肪,сой
416,Butter::N,黄油,нӕлхӕ
417,Öl::N,油,зети
418,Salz::N,盐,цӕхх
419,Suppe::N,汤,бас
420,Honig::N,蜂蜜,мыд
421,Milch::N,奶,ӕхсыр
422,Tee::N,茶,цай
423,Leder::N,皮革,мæскуы
424,Wolle::N,毛线,фӕсмын
425,Stoff::N,织物,хъуымац
426,Nadel::N,针,судзин
427,Faden::N,线,ӕндах
428,Knopf::N,纽扣,цӕппӕр
429,Knoten::N,结,ӕлхынцъ
430,Farbe::N,颜色,ахорæн
431,Kleidung::N,衣服,дарӕс
432,Hemd::N,衬衫,хӕдон
433,Kragen::N,领子,æфцæггот
434,Ärmel::N,袖子,дыс
435,Hose::N,裤子,хæлаф
436,Hose::N,裤子,æддаг хæлаф
437,Hose::N,裤子,салбар
438,Gürtel::N,腰带,рон
439,Mütze::N,帽子,худ
440,Schuh::N,鞋,басмахъ
441,Stiefel::N,靴子,цырыхъхъ
442,Ring::N,戒指,къухдарӕн
443,Band::N,带子,лент
444,Kamm::N,梳子,сӕрвасӕн
445,Spiegel::N,镜子,айдæн
446,Spiegel::N,镜子,кæсæн
447,Riemen::N,皮带,гӕрз
448,Schnur::N,绳子,бӕндӕн
449,Leine::N,皮带,
450,Decke::N,被子,хъӕццул
451,Kissen::N,软垫,баз
452,Tuch::N,巾,кæлмæрзæн
453,Tuch::N,巾,кæрдæн
454,Handtuch::N,手巾,хисæрфæн
455,Kraft::N,力,тых
456,Kraft::N,力,хъомыс
457,Stärke::N,力量,тых
458,Stärke::N,力量,æхсар
459,Gesundheit::N,健康,æнæниздзинад
460,Krankheit::N,病,низ
461,Krankheit::N,病,рын
462,Schmerz::N,痛,рис
463,Wunde::N,伤口,цӕф
464,Fieber::N,发烧,ризӕг
465,Fieber::N,发烧,тӕфсӕг
466,Arznei::N,药,хос
467,Brücke::N,桥,хид
468,Brunnen::N,井,цъай
469,Weide::N,牧场,хизæн
470,Weide::N,牧场,хизæнуат
471,Weide::N,牧场,сæрвæт
472,Pfad::N,小路,къахвæндаг
473,Pfad::N,小路,къахвæд
474,Weg::N,路,фӕндаг
475,Straße::N,街,фӕндаг
476,Dorf::N,村庄,хъӕу
477,Stadt::N,城市,сахар
478,Brief::N,信,фыстӕг
479,Buch::N,书,чиныг
480,Buchstabe::N,字母,дамгъӕ
481,Zeitung::N,报纸,газет
482,Leben::N,生命,цард
483,Leben::N,生命,цӕрӕнбон
484,Tod::N,死亡,мæлæт
485,Tod::N,死亡,адзал
486,Grab::N,坟墓,ингӕн
487,Kirche::N,教堂,аргъуан
488,Sünde::N,罪,тæригъæд
489,Gott::N,上帝,хуыцау
490,Arbeiter::N,工人,кусæг
491,Chef::N,上司,ӕмцег
492,Meister::N,师傅,мастер
493,Meister::N,师傅,дæсны
494,Arzt::N,医生,хосгæнæг
495,Arzt::N,医生,дохтыр
496,Lehrer::N,教师,ахуыргæнæг
497,Geld::N,钱,ӕхца
498,Geschäft::N,交易,бизнес
499,Geschäft::N,交易,хъуыддаг
500,Laden::N,商店,дукани
501,Preis::N,价格,аргъ
502,Ware::N,商品,базайраг
503,Nutzen::N,好处,пайда
504,Reichtum::N,财富,хъæздыгдзинад
505,Reichtum::N,财富,исбон
506,Reichtum::N,财富,мулк
507,Welt::N,世界,дуне
508,Land::N,国家,бӕстӕ
509,Staat::N,国家,паддзахад
510,König::N,国王,къарол
511,Macht::N,权力,хицаудзинад
512,Grenze::N,边界,арӕн
513,Krieg::N,战争,хӕст
514,Feind::N,敌人,знаг
515,Feind::N,敌人,фыдгул
516,Feind::N,敌人,фыдзæрдæ
517,Feind::N,敌人,сон
518,Gewalt::N,暴力,тыхми
519,Gewalt::N,暴力,тыхдзинад
520,Kampf::N,战斗,хæст
521,Kampf::N,战斗,хъæбысæйхæст
522,Kampf::N,战斗,тох
523,Bogen[Waffe]::N,弓,ӕрдын
524,Pfeil::N,箭,фат
525,Gewehr::N,枪,топп
526,Fehler::N,错误,рӕдыд
527,Lüge::N,谎话,мӕнг
528,Lüge::N,谎话,гӕдыдзинад
529,Schaden::N,损失,зиан
530,Unglück::N,不幸,бæллæх
531,Schuld::N,过错,азым
532,Alter::N,年龄,кар
533,Schluss::N,结束,кæрон
534,Zeit::N,时间,рӕстӕг
535,Tag::N,天,бон
536,Morgen::N,早晨,райсом
537,Mittag::N,中午,æмбисбон
538,Abend::N,晚上,изӕр
539,Nacht::N,夜,ӕхсӕв
540,Woche::N,星期,къуыри
541,Monat::N,月,мӕй
542,Jahr::N,年,аз
543,Jahr::N,年,афӕдз
544,Frühling::N,春天,уалдзæг
545,Sommer::N,夏天,сӕрд
546,Herbst::N,秋天,фæззæг
547,Winter::N,冬天,зымӕг
548,Januar::N,一月,январь
549,Februar::N,二月,февраль
550,März::N,三月,мартъи
551,April::N,四月,апрель
552,Mai::N,五月,май
553,Juni::N,六月,июнь
554,Juli::N,七月,июль
555,August::N,八月,август
556,September::N,九月,сентябрь
557,Oktober::N,十月,октябрь
558,November::N,十一月,ноябрь
559,Dezember::N,十二月,декабрь
560,Montag::N,星期一,къуырисæр
561,Dienstag::N,星期二,дыццæг
562,Mittwoch::N,星期三,æртыццæг
563,Donnerstag::N,星期四,цыппæрæм
564,Freitag::N,星期五,майрæмбон
565,Samstag::N,星期六,сабат
566,Sonntag::N,星期日,хуыцаубон
567,groß::A,大,дынджыр
568,klein::A,小,гыццыл
569,lang::A,长,даргъ
570,kurz::A,短,цыбыр
571,breit::A,宽,фӕтӕн
572,schmal::A,细长的,нарӕг
573,schmal::A,细长的,уынгӕг
574,dicht::A,密,бæзджын
575,dicht::A,密,тар
576,dick[Gegenstand]::A,厚,сӕвджын
577,dünn::A,薄,тæнæг
578,fein::A,细小,лыстӕг
579,fest::A,固体,фидар
580,fest::A,固体,хъӕддых
581,flach::A,平坦,тъӕпӕн
582,glatt::A,光滑,лӕгъз
583,hart::A,硬,хъӕбӕр
584,weich::A,软,фӕлмӕн
585,rund::A,圆,тымбыл
586,spitz::A,尖,цыргъбырынкъ
587,spitz::A,尖,цыргъфындз
588,scharf::A,锋利,цыргъ
589,stumpf::A,钝,къуымых
590,schwer::A,重,уӕззау
591,schön::A,美丽,аив
592,schön::A,美丽,рӕсугъд
593,heiß::A,烫,тӕвд
594,warm::A,暖和,хъарм
595,kalt::A,冷,уазал
596,kühl::A,凉,сатæг
597,kühl::A,凉,уазалгомау
598,frisch::A,新鲜,сатæг
599,feucht::A,潮湿,уымӕл
600,nass::A,湿,хуылыдз
601,trocken::A,干,хус
602,voll::A,满,дзаг
603,voll::A,满,йедзаг 
604,leer::A,空,афтид
605,offen::A,敞开,гом
606,geschlossen::A,关闭,æхгæд
607,sauber::A,干净,сыгъдæг
608,schmutzig::A,肮脏,чъиллон
609,roh::A,生,хом
610,reif::A,成熟,рӕгъӕд
611,lecker::A,好吃,хӕрзад
612,süß::A,甜,адджын
613,bitter::A,苦,судзаг
614,sauer::A,酸,туаг
615,hell::A,亮,рухс
616,dunkel::A,阴暗,талынг
617,schwarz::A,黑,сау
618,weiß::A,白,урс
619,rot::A,红,сырх
620,gelb::A,黄,бур
621,blau::A,蓝,цъӕх
622,grün::A,绿,цъӕх
623,grün::A,绿,кӕрдӕгхуыз
624,grau::A,灰色,цъӕх
625,grau::A,灰色,фӕныкхуыз
626,bunt::A,五彩,хъулон
627,bunt::A,五彩,гæрæм
628,billig::A,便宜,аслам
629,teuer::A,贵,зынаргъ
630,wertvoll::A,贵重,зынаргъ
631,blind::A,瞎,куырм
632,taub::A,聋,къуырма
633,kräftig::A,强壮,домбай
634,kräftig::A,强壮,тыхджын
635,stark::A,强壮,тыхджын
636,schwach::A,弱,ӕнӕбон
637,fett::A,胖,нард
638,schlank::A,苗条,гуырвидыц
639,schlank::A,苗条,хæрзконд
640,schlank::A,苗条,рæхснæг
641,schlank::A,苗条,сагамад
642,hübsch::A,漂亮,аив
643,hübsch::A,漂亮,рӕсугъд
644,böse::A,邪恶,фыдзӕрдӕ
645,dumm::A,笨,ӕдылы
646,faul::A,懒惰,зивӕг
647,faul::A,懒惰,зивӕггӕнаг
648,fleißig::A,勤奋,æнæзивæг
649,fleißig::A,勤奋,æнувыд
650,geizig::A,吝啬,чъынды
651,geizig::A,吝啬,æлгъин
652,geizig::A,吝啬,мæрддзæст
653,klug::A,聪明,зондджын
654,geschickt::A,灵巧,хӕрзарӕхст
655,lieb::A,可爱,уарзон
656,lustig::A,快乐,хъӕлдзӕг
657,sanft::A,柔和,мынчын
658,hungrig::A,饥饿,ӕххормаг
659,krank::A,患病,нӕфӕразгӕ
660,nackt::A,裸体,бӕгънӕг
661,traurig::A,悲哀,ӕрхӕндӕг
662,lebendig::A,活,цардӕгас
663,gut::A,好,хорз
664,schlecht::A,坏,цауд
665,richtig::A,正确,раст
666,schlimm::A,糟糕,ӕвзӕр
667,wahr::A,真,ӕцӕг
668,alt::A,旧,зӕронд
669,neu::A,新,ног
670,ehemalig::A,以前,раздӕры
671,alt[Lebewesen]::A,老,ацӕргӕ
672,jung::A,年轻,ӕрыгон
673,arm::A,贫穷,мӕгуыр
674,reich::A,富裕,хъӕздыг
675,bekannt::A,出名,зонгӕ
676,berühmt::A,著名,номдзыд
677,fremd::A,陌生,æцæгæлон
678,verschieden::A,不同,æндæр æмæ æндæр
679,verschieden::A,不同,алы
680,verschieden::A,不同,алыхуызон
681,nah::A,近,хӕстӕг
682,fern::A,遥远,дард
683,fern::A,遥远,дӕрддаг
684,linker::A,左,галиу
685,rechter::A,右,рахиз
686,anderer::A,别的,иннӕ
687,anderer::A,别的,ӕндӕр
688,erster::A,第一,фыццаг
689,erster::A,第一,фыццӕгӕм
690,zweiter::A,第二,дыккаг
691,zweiter::A,第二,дыккæгæм
692,dritter::A,第三,æртыккаг
693,dritter::A,第三,æртыккæгæм
694,letzter::A,最后,фӕстаг
695,allein::ADV,单独,иунæг
696,auf einmal::ADV,同时,уайтагъд
697,auf einmal::ADV,同时,æвиппайды
698,auf einmal::ADV,同时,æваст
699,zusammen::ADV,一起,иумӕ
700,lange::ADV,许久,бирæ рæстæг
701,plötzlich::ADV,忽然,æвиппайды
702,plötzlich::ADV,忽然,æваст
703,sofort::ADV,立刻,уыцы сахат
704,sofort::ADV,立刻,уайтагъд
705,später::ADV,以后,фæстæдæр
706,jetzt::ADV,现在,ныр
707,heute::ADV,今天,абон
708,morgen::ADV,明天,райсом
709,bald::ADV,即将,тагъд
710,bald::ADV,即将,рæхджы
711,dann::ADV,然后,стæй
712,gestern::ADV,昨天,знон
713,einst::ADV,曾经,кӕддӕр
714,damals::ADV,当时,уæд
715,danach::ADV,随后,стæй
716,danach::ADV,随后,уый фæстæ
717,vorher::ADV,事先,раздæр
718,zuerst::ADV,首先,фыццаг
719,einmal::ADV,一次,иу хатт
720,manchmal::ADV,有时,хатт
721,oft::ADV,时常,арæх
722,immer::ADV,总是,ӕдзух
723,niemals::ADV,从未,никуы
724,niemals::ADV,从未,никæд
725,hier::ADV,这里,ам
726,hierhin::ADV,到这里,ардӕм
727,von hier::ADV,由此,ардыгæй
728,dort::ADV,那里,уым
729,dorthin::ADV,到那里,уырдӕм
730,geradeaus::ADV,一直往前,æргом
731,vorwärts::ADV,向前,размӕ
732,rückwärts::ADV,向后,фӕстӕмӕ
733,zurück::ADV,退后,фӕстӕмӕ
734,unten::ADV,下面,дæлæ
735,unten::ADV,下面,дæлейы
736,unten::ADV,下面,бынæй
737,hinab::ADV,向下,дӕлӕмӕ
738,hinab::ADV,向下,уырдыгмӕ
739,oben::ADV,上面,уӕле
740,hinauf::ADV,向上,уӕлӕмӕ
741,überall::ADV,到处,алыран
742,überall::ADV,到处,алкæм
743,überall::ADV,到处,кæмдæриддæр
744,nicht::ADV,不,нӕ
745,ein wenig::ADV,一点儿,чысыл
746,kaum::ADV,几乎不,цъус
747,sehr::ADV,很,тынг
748,sehr::ADV,很,иттӕг
749,so::ADV,如此,афтӕ
750,noch::ADV,还,ма
751,nur::ADV,只,канд
752,nur::ADV,只,ӕрмӕст
753,schon::ADV,已经,нырид
754,wieder::ADV,又,ногӕй
755,vor::PRP,在...面前,разы
756,hinter::PRP,在...背后,фӕстӕ
757,unter::PRP,在...下面,бын
758,durch::PRP,穿过,æхсæнты
759,neben::PRP,在...旁,цур
760,zwischen::PRP,在...之间,астӕу
761,wegen::PRP,由于,тыххай
762,dies::PRN,这,ай
763,das::PRN,那,уый
764,alles::PRN,一切,алцы
765,alles::PRN,一切,æппæтдæр
766,alles::PRN,一切,иууылдӕр
767,ich::PRN,我,æз
768,du::PRN,你,ды
769,er::PRN,他,уый
770,wir::PRN,我们,мах
771,ihr::PRN,你们,сымах
772,sie::PRN,她,уыдон
773,was::FPRN,什么,цы
774,wer::FPRN,谁,чи
