,Concept_ID,ku,cy
63,Mond::N,heyv,lleuad
64,Stern::N,stêrk,seren
65,Luft::N,ba,awyr
66,Wind::N,ba,gwynt
67,Welle::N,şewl,ton
68,Wasser::N,av,dŵr
69,Stein::N,kevir,carreg
70,Boden::N,herd,llawr
71,Erde::N,ax,pridd
72,Staub::N,toz,llwch
73,Rauch::N,dû,mwg
74,Funke::N,çirûşk,gwreichioni
75,Feuer::N,agir,tân
76,Licht::N,ronahî,golau
77,Schatten::N,sî,cysgod
78,Wetter::N,hewa,tywydd
79,Nebel::N,mij,niwl
80,Wolke::N,ewr,cwmwl
81,Regen::N,baran,glaw
82,Schnee::N,berf,ôd
83,Schnee::N,berf,eira
84,Eis::N,qeşa,iâ
85,Frost::N,xûsik,rhew
86,Kälte::N,serma,oerni
87,Kälte::N,serma,annwyd
88,Hitze::N,germayî,gwres
89,Raureif::N,şext,barrug
90,Regenbogen::N,heftreng,enfys
91,Donner::N,gire-gir,tyrfau
92,Strömung::N,şewl,cerrynt
93,Tropfen::N,dilop,dafn
94,Tropfen::N,dilop,diferyn
95,Schaum::N,kef,ewyn
96,Schmutz::N,gemar,baw
97,Schmutz::N,gemar,budreddi
98,See::N,gol,llyn
99,Sumpf::N,hezek,cors
100,Moor::N,mafêl,rhos
101,Wiese::N,sûrik,dôl
102,Wald::N,çiya,coedwig
103,Wald::N,daristan,coedwig
104,Hügel::N,gir,bryn
105,Anhöhe::N,sere gir,bryn
106,Berg::N,kaş,mynydd
107,Gipfel::N,sere gir,copa
108,Höhle::N,şikeft,ogof
109,Abhang::N,kaş,llethr
110,Quelle::N,kanî,tarddiad
111,Quelle::N,kanî,ffynhonnell
112,Bach::N,çem,nant
113,Bach::N,çem,afonig
114,Bach::N,çem,cornant
115,Fluss::N,çem,afon
116,Fluss::N,rûbar,afon
117,Ufer::N,kevî,glan
118,Küste::N,berav,traeth
119,Küste::N,berav,arfordir
120,Festland::N,bejahî,tir
121,Meer::N,behr,môr
122,Bucht::N,derav,bae
123,Insel::N,girav,ynys
124,Blume::N,kulînk,blodyn
125,Gras::N,giha,glaswellt
126,Wurzel::N,reh,gwreiddyn
127,Baum::N,dar,coeden
128,Stamm::N,bavik,colfen
129,Stamm::N,bavik,boncyff
130,Rinde::N,qaqil,rhisgl
131,Ast::N,gulî,cangen
132,Zweig::N,şax,cainc
133,Zweig::N,şax,cangen
134,Blatt::N,pel,deilen
135,Birke::N,dara sipî,bedwen
136,Kiefer[Baum]::N,dara bî,pinwydden
137,Weide[Baum]::N,dara belalûk,helygen
138,Tanne::N,merx,ffynidwydden
139,Horn::N,strô,corn
140,Feder::N,pîrtîk,plufyn
141,Fell::N,heyar,ffwr
142,Flügel::N,per,adain
143,Klaue::N,napîk,crafanc
144,Kralle::N,dinik,ewin
145,Kralle::N,dirnax,ewin
146,Schwanz::N,dûv,cwt
147,Schwanz::N,dûv,cynffon
148,Ei::N,hêk,wy
149,Nest::N,hêlîn,nyth
150,Bau::N,avahî,ffau
151,Tier::N,heywan,anifail
152,Herde::N,hoz,praidd
153,Herde::N,hoz,diadell
154,Kuh::N,çêlek,buwch
155,Bulle::N,ga,tarw
156,Pferd::N,hesp,ceffyl
157,Schaf::N,mîh,dafad
158,Schwein::N,beraz,mochyn
159,Hund::N,seh,ci
160,Katze::N,pişîk,cath
161,Bär::N,hirç,arth
162,Eichhörnchen::N,pilûr,gwiwer
163,Elch::N,pazkovî,elc
164,Fuchs::N,rovî,cadno
165,Hase::N,kîroşk,ysgyfarnog
166,Maus::N,mişk,llygoden
167,Wolf::N,gur,blaidd
168,Vogel::N,çûk,aderyn
169,Schwarm::N,lufik,haid
170,Huhn::N,mirîşk,cyw
171,Hahn::N,dîk,ceiliog
172,Gans::N,qaz,gŵydd
173,Adler::N,eylo,eryr
174,Ente::N,werdek,hwyad
175,Eule::N,bûm,tylluan
176,Eule::N,kund,tylluan
177,Kranich::N,quling,garan
178,Kranich::N,quling,crychydd
179,Krähe::N,qijik,brân
180,Kuckuck::N,pepûk,cog
181,Kuckuck::N,pepûk,cwcw
182,Schwan::N,qû,alarch
183,Fisch::N,masî,pysgod
184,Barsch::N,okûn,draenog
185,Hecht::N,mesîyê lûf,penhwyad
186,Schlange[Tier]::N,mar,neidr
187,Wurm::N,kurm,abwydyn
188,Wurm::N,kurm,pryf genwair
189,Spinne::N,pîrê,cor
190,Spinne::N,pîrê,pryf copyn
191,Ameise::N,mîro,morgrugyn
192,Ameise::N,gêrîk,morgrugyn
193,Laus::N,spi,lleuen
194,Mücke::N,mêş,gwybedyn
195,Fliege::N,mêş,cleren
196,Schmetterling::N,perperîk,glöyn byw
197,Schmetterling::N,perperîk,iâr fach yr haf
198,Beere::N,hirç,aeronen
199,Apfel::N,sêv,afal
200,Pilz::N,bîrov,madarch
201,Zwiebel::N,pîvaz,nionyn
202,Zwiebel::N,pîvaz,winwnsyn
203,Saat::N,tov,had
204,Korn::N,dexl,grawn
205,Heu::N,sap,gwair
206,Schale::N,qaşik,croen
207,Schale::N,qaşik,plisgyn
208,Grube::N,çahl,pwll
209,Grube::N,çahl,pydew
210,Falle::N,dafik,magl
211,Schlinge::N,dahf,cwlwm rhedeg
212,Spur::N,rêç,ôl
213,Asche::N,xweli,lludw
214,Dreck::N,gemarî,baw
215,Dreck::N,gemarî,budreddi
216,Eisen::N,hesing,haearn
217,Gold::N,zêr,aur
218,Silber::N,zîv,arian
219,Kohle::N,komir,glo
220,Glas::N,qedeh,gwydr
221,Lehm::N,kelpîç,clai
222,Sand::N,qûm,tywod
223,Mensch::N,mirov,dyn
224,Mann::N,mêr,dyn
225,Frau::N,jin,merch
226,Frau::N,jin,gwraig
227,Kind::N,zarok,plentyn
228,Junge::N,kur,hogyn
229,Junge::N,kur,bachgen
230,Mädchen::N,keç,merch
231,Mädchen::N,keç,geneth
232,Mädchen::N,keçik,merch
233,Mädchen::N,keçik,geneth
234,Familie::N,malbat,teulu
235,Familie::N,malbat,tylwyth
236,Großvater::N,bapîr,taid
237,Großvater::N,bapîr,tad-cu
238,Großmutter::N,pîrik,nain
239,Großmutter::N,pîrik,mam-gu
240,Eltern::N,bavudê,rhieni
241,Vater::N,bav,tad
242,Mutter::N,dê,mam
243,Mutter::N,dayik,mam
244,Sohn::N,kur,mab
245,Tochter::N,keç,merch
246,Bruder::N,bira,brawd
247,Schwester::N,xweh,chwaer
248,Onkel::N,am,ewythr
249,Onkel::N,xal,ewythr
250,Tante::N,metik,modryb
251,Tante::N,xaltîk,modryb
252,Ehemann::N,mêr,gŵr
253,Ehefrau::N,kulfet,gwraig
254,Freude::N,kêfxweşî,gorfoledd
255,Gelächter::N,pîrqînî,chwerthin
256,Glück::N,bext,hapusrwydd
257,Kummer::N,derd,galar
258,Wunsch::N,daxwaz,dymuniad
259,Wunsch::N,xwestek,dymuniad
260,Lust::N,şewq,chwant
261,Geist::N,aqil,ysbryd
262,Gedanke::N,fikir,meddwl
263,Gedächtnis::N,aqil,cof
264,Verstand::N,fêm,meddwl
265,Sinn::N,aqil,ystyr
266,Grund::N,asas,achos
267,Grund::N,asas,rheswm
268,Wahrheit::N,rastî,gwir
269,Wahrheit::N,rastî,gwirionedd
270,Gespräch::N,guftûgo,sgwrs
271,Märchen::N,çirok,chwedl werin
272,Erzählung::N,çirok,stori
273,Erzählung::N,vegotin,stori
274,Nachricht::N,nûçe,neges
275,Neuigkeit::N,hewal,newydd
276,Name::N,nav,enw
277,Name::N,paşnav,enw
278,Rätsel::N,tiştonek,pos
279,Rede::N,gotar,araith
280,Rede::N,axavtin,araith
281,Sprache::N,ziman,iaith
282,Stimme::N,pejn,llais
283,Wort::N,gotin,gair
284,Zeichen::N,şanek,arwydd
285,Ruf::N,hawar,galwad
286,Lärm::N,xarbalix,trwst
287,Laut::N,deng,sain
288,Laut::N,hês,sain
289,Ton::N,awaz,tôn
290,Lied::N,sitran,cân
291,Ruhe::N,rihetî,tawelwch
292,Leute::N,xelk,pobl
293,Volk::N,xelk,pobl
294,Arbeit::N,xebat,gwaith
295,Gast::N,mêvan,gwestai
296,Geschenk::N,diyarî,rhodd
297,Geschenk::N,diyarî,anrheg
298,Spiel::N,lîstik,chwarae
299,Gesellschaft::N,komal,cwmni
300,Hilfe::N,alîkarî,cymorth
301,Freund::N,heval,cyfaill
302,Kamerad::N,heval,cydymaith
303,Angelegenheit::N,pirsgirêk,pwnc
304,Anzahl::N,çend,cyfrif
305,Art::N,çeh,bath
306,Stück::N,lib,darn
307,Stück::N,parçe,darn
308,Teil::N,parçe,rhan
309,Hälfte::N,nîvî,hanner
310,Kreis::N,çemil,cylch
311,Kreuz::N,xaç,croes
312,Linie::N,xezik,llinell
313,Strich::N,xezik,strôc
314,Strich::N,xezik,trawiad
315,Abstand::N,dûrahî,bwlch
316,Abstand::N,dûrahî,pellter
317,Entfernung::N,dûrahî,pellter
318,Gegend::N,dever,cylch
319,Platz::N,çih,lle
320,Ort::N,dever,lle
321,Seite::N,rûpel,ochr
322,Mitte::N,nav,canol
323,Mitte::N,nabênê,canol
324,Gegenstand::N,tişt,eitem
325,Sache::N,tişt,peth
326,Rand::N,kevî,cwr
327,Rand::N,kevî,ymyl
328,Kante::N,kevî,min
329,Kante::N,kevî,ymyl
330,Ecke::N,qunç,cornel
331,Spitze::N,derzî,blaen
332,Ende::N,talî,pen
333,Loch::N,qul,twll
334,Winkel::N,kurnîşk,congl
335,Muster::N,desen,patrwm
336,Größe::N,mezinî,maint
337,Größe::N,mezinî,maintioli
338,Länge::N,dirêjahî,hyd
339,Höhe::N,bilindayî,uchder
340,Gewicht::N,giranî,pwysau
341,Menge::N,qas,swm
342,Menge::N,qas,maint
343,Haufen::N,lod,pentwr
344,Reihe::N,rêz,rhes
345,Boot::N,kelek,cwch
346,Ruder::N,bêrik,rhwyf
347,Schlitten::N,xîjik,sled
348,Schlitten::N,xîjik,car llusg
349,Ski::N,lakan,sgi
350,Lagerfeuer::N,agir,coelcerth
351,Last::N,bar,llwyth
352,Gang::N,fîtêz,tro
353,Schritt::N,gav,cam
354,Norden::N,bakur,gogledd
355,Süden::N,başur,de
356,Westen::N,rojava,gorllewin
357,Osten::N,rojhilat,dwyrain
358,Holz::N,dep,pren
359,Brett::N,dep,bwrdd
360,Brett::N,dep,astell
361,Platte::N,dep,llech
362,Stütze::N,destek,ateg
363,Stütze::N,destek,cynhalydd
364,Stange::N,sing,polyn
365,Stock::N,çam,ffon
366,Stock::N,çam,brigyn
367,Stab::N,qat,ffon
368,Rohr::N,borî,pibell
369,Haus::N,mal,tŷ
370,Haus::N,xanî,tŷ
371,Heim::N,mal,cartref
372,Ofen::N,sobe,stof
373,Fußboden::N,binpê,llawr
374,Tisch::N,mase,bwrdd
375,Stuhl::N,kursî,cadair
376,Wiege::N,derguş,crud
377,Bett::N,qerewêle,gwely
378,Regal::N,rêbaz,silff
379,Kiste::N,sindoq,bocs
380,Kiste::N,sindoq,blwch
381,Fenster::N,çam,ffenestr
382,Fenster::N,şibeke,ffenestr
383,Tür::N,derî,drws
384,Tor::N,derge,porth
385,Zaun::N,hejik,ffens
386,Dach::N,sere xanî,to
387,Leiter::N,pêling,ysgol
388,Besen::N,melkes,ysgub
389,Spaten::N,mer,rhaw
390,Schaufel::N,bêr,rhaw
391,Gabel::N,çetel,fforc
392,Löffel::N,kevçî,llwy
393,Messer::N,kêr,cyllell
394,Nagel::N,bizmar,hoel
395,Netz::N,tor,gwe
396,Netz::N,tor,rhwyd
397,Haken::N,çenqel,bach
398,Griff::N,destî,carn
399,Schloss::N,qonax,clo
400,Bild::N,dimen,llun
401,Bild::N,dimen,pictiwr
402,Figur::N,figûr,ffigur
403,Puppe::N,bûk,dol
404,Beutel::N,kîsik,cwd
405,Bündel::N,pêçek,bwndel
406,Bündel::N,pêçek,coflaid
407,Tasche::N,bêrîk,cod
408,Eimer::N,dewl,bwced
409,Eimer::N,dewl,cunnog
410,Deckel::N,devik,caead
411,Geschirr::N,ferax,llestri
412,Sack::N,tûr,sach
413,Tasse::N,kada,cwpan
414,Topf::N,beroş,pot
415,Topf::N,beroş,crochan
416,Kessel::N,şîril,tegell
417,Essen::N,xwarin,pryd o fwyd
418,Nahrung::N,xwarin,bwyd
419,Speise::N,xwarin,saig
420,Fleisch::N,goşt,cig
421,Getreide::N,zad,ŷd
422,Getreide::N,zad,llafur
423,Brei::N,hewdêl,uwd
424,Brot::N,,bara
425,Scheibe::N,parçe,tafell
426,Fett::N,rûn,saim
427,Fett::N,rûn,braster
428,Butter::N,rûn,ymenyn
429,Öl::N,rûn,olew
430,Salz::N,xwe,halen
431,Suppe::N,şorbe,cawl
432,Honig::N,hingiv,mêl
433,Milch::N,şîr,llaeth
434,Milch::N,şîr,llefrith
435,Tee::N,çay,te
436,Leder::N,çerm,lledr
437,Wolle::N,herî,gwlân
438,Stoff::N,paç,lliain
439,Stoff::N,paç,brethyn
440,Nadel::N,derzî,nodwydd
441,Faden::N,ta,edau
442,Faden::N,ta,edefyn
443,Knopf::N,bişkok,botwm
444,Knoten::N,girêk,cwlwm
445,Farbe::N,boyax,paent
446,Kleidung::N,çil,dillad
447,Kleidung::N,çil,gwisgoedd
448,Hemd::N,qutik,crys
449,Hemd::N,miltan,crys
450,Kragen::N,stûvang,coler
451,Ärmel::N,hûçik,llawes
452,Hose::N,şewel,trowsus
453,Gürtel::N,qayiş,gwregys
454,Mütze::N,fîno,cap
455,Schuh::N,şêkal,esgid
456,Stiefel::N,gizme,botasen
457,Stiefel::N,çizme,botasen
458,Ring::N,xelek,modrwy
459,Band::N,band,rhuban
460,Kamm::N,şeh,crib
461,Spiegel::N,eynik,drych
462,Riemen::N,qayiş,strap
463,Schnur::N,doxin,llinyn
464,Leine::N,şirît,tennyn
465,Decke::N,bataniye,blanced
466,Decke::N,bataniye,gwrthban
467,Kissen::N,balgî,clustog
468,Kissen::N,balgî,gobennydd
469,Tuch::N,şar,sgarff
470,Handtuch::N,dezmal,tywel
471,Handtuch::N,dezmal,lliain sychu
472,Kraft::N,hêz,grym
473,Kraft::N,qewet,grym
474,Stärke::N,xurtî,nerth
475,Stärke::N,xurtî,cryfder
476,Gesundheit::N,nojdarî,iechyd
477,Krankheit::N,nexweşî,afiechyd
478,Krankheit::N,nexweşî,anhwylder
479,Schmerz::N,êş,poen
480,Schmerz::N,êş,gwayw
481,Wunde::N,kul,clwyf
482,Fieber::N,ta,twymyn
483,Arznei::N,derman,meddyginiaeth
484,Brücke::N,kopî,pont
485,Brunnen::N,çal,ffynnon
486,Brunnen::N,kani,ffynnon
487,Weide::N,beyar,porfa
488,Pfad::N,xaçirek,llwybr
489,Weg::N,rê,ffordd
490,Straße::N,rê,heol
491,Straße::N,rê,ffordd
492,Dorf::N,gund,pentref
493,Stadt::N,baçar,tref
494,Brief::N,name,llythyr
495,Buch::N,kitêb,llyfr
496,Buch::N,pirtûk,llyfr
497,Buchstabe::N,herf,llythyren
498,Zeitung::N,rojname,papur newydd
499,Leben::N,jiyan,bywyd
500,Tod::N,mirin,marwolaeth
501,Grab::N,mezel,bedd
502,Kirche::N,gilyas,eglwys
503,Sünde::N,guneh,pechod
504,Gott::N,xwedê,duw
505,Arbeiter::N,hîşçî,gweithiwr
506,Chef::N,bêg,pennaeth
507,Meister::N,hoste,meistr
508,Arzt::N,doktor,meddyg
509,Lehrer::N,mamoste,athro
510,Geld::N,pere,pres
511,Geld::N,pere,arian
512,Geschäft::N,firoşgeh,busnes
513,Laden::N,dikan,siop
514,Preis::N,buha,pris
515,Ware::N,tişt,nwydd
516,Nutzen::N,fêde,elw
517,Nutzen::N,fêde,budd
518,Reichtum::N,serwet,cyfoeth
519,Welt::N,dinya,byd
520,Land::N,welat,gwlad
521,Staat::N,dewlet,gwladwriaeth
522,König::N,şah,brenin
523,König::N,qral,brenin
524,Macht::N,qewet,grym
525,Macht::N,qewet,awdurdod
526,Macht::N,destihilat,grym
527,Macht::N,destihilat,awdurdod
528,Grenze::N,kevî,ffin
529,Grenze::N,kevî,goror
530,Krieg::N,çeng,rhyfel
531,Krieg::N,sêwaş,rhyfel
532,Feind::N,dijmin,gelyn
533,Gewalt::N,zor,ffyrnigrwydd
534,Kampf::N,şer,brwydr
535,Bogen[Waffe]::N,kêvan,bwa
536,Pfeil::N,çîrik,saeth
537,Gewehr::N,tifing,dryll
538,Fehler::N,şaşî,gwall
539,Fehler::N,şaşî,camgymeriad
540,Lüge::N,derew,celwydd
541,Lüge::N,derew,anwiredd
542,Schaden::N,xisar,niwed
543,Schaden::N,xisar,difrod
544,Unglück::N,bêbextî,anffawd
545,Schuld::N,suç,bai
546,Alter::N,temen,oed
547,Schluss::N,girtin,diwedd
548,Zeit::N,çax,amser
549,Tag::N,roj,dydd
550,Tag::N,roj,diwrnod
551,Morgen::N,sibeh,bore
552,Mittag::N,nîro,nawn
553,Abend::N,êvar,noswaith
554,Nacht::N,şev,nos
555,Woche::N,heftî,wythnos
556,Monat::N,meh,mis
557,Jahr::N,sal,blwyddyn
558,Frühling::N,bihar,gwanwyn
559,Sommer::N,havîn,haf
560,Herbst::N,payîz,hydref
561,Winter::N,zistan,gaeaf
562,Januar::N,çile,Ionawr
563,Februar::N,sibat,Chwefror
564,März::N,adar,Mawrth
565,April::N,nîsan,Ebrill
566,Mai::N,gûlan,Mai
567,Juni::N,hezîran,Mehefin
568,Juli::N,tîmeh,Gorffennaf
569,August::N,tebax,Awst
570,September::N,îlon,Medi
571,Oktober::N,çotmeh,Hydref
572,November::N,mijdar,Tachwedd
573,Dezember::N,kanûn,Rhagfyr
574,Montag::N,duşemb,dydd Llun
575,Dienstag::N,sêşem,dydd Mawrth
576,Mittwoch::N,çarşemb,dydd Mercher
577,Donnerstag::N,pêşemb,dydd Iau
578,Freitag::N,în,dydd Gwener
579,Samstag::N,şemî,dydd Sadwrn
580,Sonntag::N,yekşemb,dydd Sul
581,groß::A,mezin,mawr
582,klein::A,çûçik,bach
583,lang::A,dirêj,hir
584,kurz::A,kin,byr
585,kurz::A,kin,cwta
586,breit::A,fireh,llydan
587,schmal::A,tenik,cul
588,dicht::A,gir,dwys
589,dick[Gegenstand]::A,şîşman,trwchus
590,dünn::A,zirav,tenau
591,fein::A,tenik,main
592,fest::A,saxlem,cadarn
593,flach::A,pahn,gwastad
594,glatt::A,dûz,llyfn
595,glatt::A,şayîk,llyfn
596,hart::A,hişk,caled
597,weich::A,nerm,meddal
598,rund::A,gilover,crwn
599,spitz::A,pîj,pigfain
600,scharf::A,tûj,miniog
601,stumpf::A,ne tûj,pŵl
602,schwer::A,giran,trwm
603,schön::A,xweş,teg
604,schön::A,xweş,hardd
605,schön::A,xweş,prydferth
606,schön::A,xweşik,teg
607,schön::A,xweşik,hardd
608,schön::A,xweşik,prydferth
609,heiß::A,kelandî,poeth
610,warm::A,germ,twym
611,warm::A,germ,cynnes
612,kalt::A,sar,oer
613,kühl::A,jemîrî,oeraidd
614,frisch::A,ter,iach
615,feucht::A,şil,llaith
616,nass::A,şilek,gwlyb
617,trocken::A,zuwa,sych
618,voll::A,tijî,llawn
619,leer::A,vala,gwag
620,offen::A,vekirî,agored
621,geschlossen::A,asê,caead
622,geschlossen::A,asê,caeëdig
623,sauber::A,pakij,glân
624,schmutzig::A,lewitî,budr
625,schmutzig::A,lewitî,brwnt
626,roh::A,xav,amrwd
627,reif::A,gihaştî,aeddfed
628,lecker::A,xweş,blasus
629,lecker::A,xweş,danteithiol
630,süß::A,şîrîn,melys
631,bitter::A,tahl,chwerw
632,sauer::A,tirş,sur
633,hell::A,ronî,disglair
634,dunkel::A,tarî,tywyll
635,schwarz::A,reş,du
636,weiß::A,sipî,gwyn
637,rot::A,sor,coch
638,gelb::A,zer,melyn
639,blau::A,şîn,glas
640,grün::A,şîn,gwyrdd
641,grau::A,gewr,llwyd
642,bunt::A,rengîn,lliwgar
643,billig::A,erzan,rhad
644,teuer::A,biha,drud
645,wertvoll::A,hêja,gwerthfawr
646,wertvoll::A,giranbiha,gwerthfawr
647,blind::A,kor,dall
648,taub::A,kerr,byddar
649,kräftig::A,gir,nerthol
650,kräftig::A,gir,grymus
651,kräftig::A,xurt,nerthol
652,kräftig::A,xurt,grymus
653,stark::A,xurt,cryf
654,stark::A,xurt,cadarn
655,schwach::A,kesad,gwan
656,fett::A,qelew,tew
657,schlank::A,zirav,main
658,hübsch::A,xweşik,tlws
659,böse::A,xerab,drwg
660,böse::A,aciz,drwg
661,dumm::A,gêj,twp
662,faul::A,têmbêl,diog
663,fleißig::A,jêhatî,dyfal
664,geizig::A,destgirtî,crintach
665,geizig::A,destgirtî,cybyddlyd
666,klug::A,baqil,deallus
667,geschickt::A,zîrek,medrus
668,geschickt::A,zîrek,deheuig
669,geschickt::A,ziring,medrus
670,geschickt::A,ziring,deheuig
671,lieb::A,delal,hoff
672,lieb::A,delal,annwyl
673,lustig::A,kêfxweş,llon
674,sanft::A,nazenîn,mwyn
675,hungrig::A,birçî,newynog
676,krank::A,nexweş,sâl
677,krank::A,nexweş,gwael
678,nackt::A,rût,noeth
679,nackt::A,tazî,noeth
680,traurig::A,xemgîn,trist
681,lebendig::A,bisaxî,yn fyw
682,gut::A,baş,da
683,schlecht::A,xerab,drwg
684,schlecht::A,xerab,gwael
685,richtig::A,rast,cywir
686,richtig::A,saxlem,cywir
687,schlimm::A,nebaş,enbyd
688,wahr::A,rast,gwir
689,alt::A,pîr,hen
690,alt::A,kevn,hen
691,neu::A,nû,newydd
692,ehemalig::A,kevnar,blaenorol
693,ehemalig::A,peşidar,blaenorol
694,alt[Lebewesen]::A,pîr,oedrannus
695,jung::A,xort,ifanc
696,arm::A,feqîr,tlawd
697,arm::A,desteng,tlawd
698,reich::A,dewlemend,cyfoethog
699,bekannt::A,naskirî,cynefin
700,bekannt::A,naskirî,cyfarwydd
701,berühmt::A,navdar,enwog
702,fremd::A,xerîb,estron
703,verschieden::A,çîhê,gwahanol
704,nah::A,nêzîk,agos
705,fern::A,dûr,pell
706,linker::A,çepê,aswy
707,linker::A,çepê,chwith
708,rechter::A,rastê,de
709,rechter::A,rastê,deau
710,anderer::A,yê din,arall
711,erster::A,yekemîn,cyntaf
712,zweiter::A,duda,ail
713,dritter::A,sisêya,trydydd
714,letzter::A,paşîn,olaf
715,allein::ADV,tenê,unig
716,allein::ADV,tenê,ar ei ben ei hun
717,auf einmal::ADV,jar kê,ar yr un pryd
718,zusammen::ADV,tev,ynghyd
719,zusammen::ADV,tev,gyda'i gilydd
720,zusammen::ADV,bi hev re,ynghyd
721,zusammen::ADV,bi hev re,gyda'i gilydd
722,lange::ADV,dirêj,amser hir
723,plötzlich::ADV,ji nişkave,yn sydyn
724,sofort::ADV,yekser,ar unwaith
725,später::ADV,paşiyê,yn ddiweddarach
726,jetzt::ADV,nuha,yn awr
727,heute::ADV,îro,heddiw
728,morgen::ADV,sibeh,yfory
729,bald::ADV,nêzîk,yn fuan
730,bald::ADV,nêzîk,gyda hyn
731,dann::ADV,paşê,yna
732,dann::ADV,paşê,y pryd hwnnw
733,gestern::ADV,do,ddoe
734,einst::ADV,jar ke,gynt
735,damals::ADV,hîngî,ar y pryd
736,damals::ADV,hîngî,bryd hynny
737,danach::ADV,piştra,wedyn
738,vorher::ADV,pîşî,o'r blaen
739,zuerst::ADV,bere,yn gyntaf
740,einmal::ADV,çarik,unwaith
741,manchmal::ADV,çarna,weithiau
742,manchmal::ADV,çarna,ar brydiau
743,oft::ADV,gelek çaran,yn aml
744,oft::ADV,gelek çaran,yn fynych
745,immer::ADV,daîm,bob amser
746,niemals::ADV,tu çar,ni ... byth
747,niemals::ADV,tu çar,ni ... erioed
748,hier::ADV,li vir,yma
749,hierhin::ADV,vir,hyd yma
750,von hier::ADV,ji vir,oddi yma
751,dort::ADV,li wê derê,acw
752,dorthin::ADV,wêda,tuag yno
753,geradeaus::ADV,rastê rast,syth ymlaen
754,vorwärts::ADV,ber bi pêş,ymlaen
755,rückwärts::ADV,paşpê,yn ôl
756,zurück::ADV,paşdo,yn ôl
757,zurück::ADV,paşvê,yn ôl
758,unten::ADV,jêrî,isod
759,unten::ADV,jêrî,oddi tanodd
760,hinab::ADV,berjêr,i lawr
761,hinab::ADV,berjêr,i waered
762,oben::ADV,banî,fry
763,hinauf::ADV,banî,i fyny
764,hinauf::ADV,banî,i'r lan
765,überall::ADV,li her derê,ym mhobman
766,nicht::ADV,ne,ni
767,nicht::ADV,ne,nid
768,nicht::ADV,nîn,ni
769,nicht::ADV,nîn,nid
770,nicht::ADV,tine,ni
771,nicht::ADV,tine,nid
772,ein wenig::ADV,hebkî,tipyn
773,ein wenig::ADV,hebkî,ychydig
774,kaum::ADV,tema,prin
775,kaum::ADV,himangi,prin
776,sehr::ADV,gelek,iawn
777,so::ADV,weha,fel
778,so::ADV,weha,felly
779,noch::ADV,hêj,eto
780,noch::ADV,dîsa,eto
781,nur::ADV,tenê,yn unig
782,nur::ADV,bes,yn unig
783,schon::ADV,hew,eisoes
784,schon::ADV,hew,yn barod
785,wieder::ADV,jar din,drachefn
786,wieder::ADV,dîsa,drachefn
787,vergebens::ADV,deya çun,yn ofer
788,vergebens::ADV,îfleh bûn,yn ofer
789,vor::PRP,li ber,o flaen
790,hinter::PRP,li pişt,ar ôl
791,unter::PRP,li bin,islaw
792,durch::PRP,kura,trwy
793,neben::PRP,li ba,ar bwys
794,zwischen::PRP,nabeyne,rhwng
795,zwischen::PRP,nabeyne,cydrhwng
796,zwischen::PRP,di nav...da,rhwng
797,zwischen::PRP,di nav...da,cydrhwng
798,wegen::PRP,ji bo,o achos
799,wegen::PRP,ji bo,oherwydd
