,Concept_ID,be,da
118,Bucht::N,бухта,bugt
119,Insel::N,востраў,ø
120,Blume::N,кветка,blomst
121,Gras::N,трава,græs
122,Wurzel::N,корань,rod
123,Baum::N,дрэва,træ
124,Stamm::N,ствол,stamme
125,Rinde::N,кара,bark
126,Ast::N,сук,gren
127,Zweig::N,галіна,kvist
128,Blatt::N,ліст,blad
129,Birke::N,бяроза,birk
130,Kiefer[Baum]::N,хвоя,fyrretræ
131,Kiefer[Baum]::N,сасна,fyrretræ
132,Weide[Baum]::N,вярба,piletræ
133,Tanne::N,яліна,gran
134,Horn::N,рог,horn
135,Feder::N,пяро,fjer
136,Fell::N,шкура,skind
137,Flügel::N,крыло,vinge
138,Klaue::N,кіпцюр,klov
139,Kralle::N,лапа,klo
140,Schwanz::N,хвост,hale
141,Ei::N,яйка,æg
142,Nest::N,гняздо,rede
143,Bau::N,нара,bo
144,Tier::N,жывёла,dyr
145,Herde::N,статак,flok
146,Kuh::N,карова,ko
147,Bulle::N,бык,tyr
148,Pferd::N,конь,hest
149,Schaf::N,авечка,får
150,Schwein::N,свіння,gris
151,Hund::N,сабака,hund
152,Katze::N,кошка,kat
153,Bär::N,мядзведзь,bjørn
154,Eichhörnchen::N,вавёрка,egern
155,Elch::N,лось,elg
156,Fuchs::N,ліса,ræv
157,Hase::N,заяц,hare
158,Maus::N,мыш,mus
159,Wolf::N,воўк,ulv
160,Vogel::N,птах,fugl
161,Vogel::N,птушка,fugl
162,Schwarm::N,чарада,sværm
163,Huhn::N,курыца,høne
164,Hahn::N,певень,hane
165,Gans::N,гусь,gås
166,Adler::N,арол,ørn
167,Ente::N,качка,and
168,Eule::N,сава,ugle
169,Kranich::N,жораў,trane
170,Kranich::N,журавель,trane
171,Krähe::N,варона,krage
172,Kuckuck::N,зязюля,gøg
173,Schwan::N,лебедзь,svane
174,Fisch::N,рыба,fisk
175,Barsch::N,акунь,aborre
176,Hecht::N,шчупак,gedde
177,Schlange[Tier]::N,змяя,slange
178,Wurm::N,чарвяк,orm
179,Spinne::N,павук,edderkop
180,Ameise::N,мурашка,myre
181,Laus::N,вош,lus
182,Mücke::N,камар,myg
183,Fliege::N,муха,flue
184,Schmetterling::N,матыль,sommerfugl
185,Beere::N,ягада,bær
186,Apfel::N,яблык,æble
187,Pilz::N,грыб,svamp
188,Zwiebel::N,цыбуля,løg
189,Saat::N,семя,sæd
190,Korn::N,зерне,korn
191,Heu::N,сена,hø
192,Schale::N,шалупінне,skræl
193,Grube::N,яма,grav
194,Falle::N,пастка,fælde
195,Schlinge::N,сіло,snare
196,Spur::N,след,spor
197,Asche::N,попел,aske
198,Dreck::N,бруд,snavs
199,Eisen::N,жалеза,jern
200,Gold::N,золата,guld
201,Silber::N,сребра,sølv
202,Kohle::N,вугаль,kul
203,Glas::N,шкло,glas
204,Lehm::N,гліна,ler
205,Sand::N,пясок,sand
206,Mensch::N,чалавек,mennesge
207,Mann::N,мужчына,mand
208,Frau::N,жанчына,kvinde
209,Kind::N,дзіця,barn
210,Junge::N,хлопчык,dreng
211,Mädchen::N,дзяўчынка,pige
212,Familie::N,сямʼя,familie
213,Großvater::N,дзядуля,bedstefar
214,Großmutter::N,бабуля,bedstemor
215,Eltern::N,бацькі,forældre
216,Vater::N,бацька,far
217,Mutter::N,маці,mor
218,Sohn::N,сын,søn
219,Tochter::N,дачка,datter
220,Bruder::N,брат,bror
221,Schwester::N,сястра,søster
222,Onkel::N,дзядзька,onkel
223,Tante::N,цётка,tante
224,Ehemann::N,муж,ægtemand
225,Ehefrau::N,жонка,hustru
226,Freude::N,радасць,glæde
227,Gelächter::N,смех,latter
228,Glück::N,шчасце,lykke
229,Kummer::N,гора,sorg
230,Wunsch::N,жаданне,ønske
231,Lust::N,цяга,lyst
232,Geist::N,дух,ånd
233,Gedanke::N,думка,tanke
234,Gedächtnis::N,памяць,hukommelse
235,Verstand::N,розум,forstand
236,Sinn::N,сэнс,mening
237,Sinn::N,сэнс,betydning
238,Grund::N,зачэпка,grund
239,Wahrheit::N,праўда,sandhed
240,Gespräch::N,размова,samtale
241,Märchen::N,казка,eventyr
242,Erzählung::N,расказ,fortælling
243,Erzählung::N,апавяданне,fortælling
244,Nachricht::N,вестка,efterretning
245,Nachricht::N,паведамленне,efterretning
246,Neuigkeit::N,навіна,nyhed
247,Name::N,імя,navn
248,Rätsel::N,загадка,gåde
249,Rede::N,прамова,tale
250,Sprache::N,мова,sprog
251,Stimme::N,голас,stemme
252,Wort::N,слова,ord
253,Zeichen::N,знак,tegn
254,Ruf::N,кліч,råb
255,Lärm::N,шум,larm
256,Laut::N,гук,lyd
257,Ton::N,гучанне,tone
258,Lied::N,песня,sang
259,Ruhe::N,спакой,ro
260,Ruhe::N,спакой,hvile
261,Leute::N,людзі,folk
262,Leute::N,людзі,mennesker
263,Volk::N,народ,folk
264,Arbeit::N,праца,arbejde
265,Arbeit::N,работа,arbejde
266,Gast::N,госць,gæst
267,Geschenk::N,падарунак,gave
268,Spiel::N,гульня,leg
269,Gesellschaft::N,таварыства,selskab
270,Hilfe::N,дапамога,hjælp
271,Freund::N,друг,ven
272,Freund::N,сябар,ven
273,Kamerad::N,прыяцель,kammerat
274,Angelegenheit::N,справа,sag
275,Angelegenheit::N,справа,anliggende
276,Anzahl::N,колькасць,antal
277,Art::N,від,art
278,Stück::N,кусок,stykke
279,Stück::N,кавалак,stykke
280,Teil::N,частка,del
281,Hälfte::N,палова,halvdel
282,Hälfte::N,палавіна,halvdel
283,Kreis::N,круг,cirkel
284,Kreuz::N,крыж,kors
285,Kreuz::N,крыж,kryds
286,Linie::N,лінія,linie
287,Strich::N,рыса,streg
288,Abstand::N,прамежак,afstand
289,Entfernung::N,адлегласць,afstand
290,Gegend::N,мясцовасць,egn
291,Platz::N,месца,plads
292,Ort::N,месца,sted
293,Seite::N,бок,side
294,Mitte::N,сярэдзіна,midte
295,Gegenstand::N,прадмет,genstand
296,Sache::N,рэч,sag
297,Rand::N,край,rand
298,Kante::N,руб,kant
299,Kante::N,кант,kant
300,Ecke::N,вугал,hjørne
301,Spitze::N,кончык,spids
302,Ende::N,канец,ende
303,Loch::N,дзірка,hul
304,Winkel::N,вугал,vinkel
305,Muster::N,узор,mønster
306,Größe::N,памер,størrelse
307,Länge::N,даўжыня,længde
308,Höhe::N,вышыня,højde
309,Gewicht::N,вага,vægt
310,Menge::N,колькасць,mængde
311,Haufen::N,куча,bunke
312,Reihe::N,рад,række
313,Boot::N,лодка,båd
314,Ruder::N,вясло,åre
315,Schlitten::N,сані,kælk
316,Schlitten::N,сані,slæde
317,Ski::N,лыжа,ski
318,Lagerfeuer::N,вогнішча,lejrbål
319,Last::N,цяжар,last
320,Last::N,цяжар,byrde
321,Gang::N,ход,gang
322,Schritt::N,шаг,skridt
323,Schritt::N,крок,skridt
324,Norden::N,поўнач,nord
325,Süden::N,поўдзень,syd
326,Westen::N,захад,vest
327,Osten::N,усход,øst
328,Holz::N,дрэва,træ
329,Holz::N,драўніна,træ
330,Brett::N,дошка,bræt
331,Platte::N,пліта,plade
332,Stütze::N,падпорка,støtte
333,Stange::N,жэрдка,stang
334,Stock::N,палка,stok
335,Stab::N,шост,stav
336,Rohr::N,труба,rør
337,Haus::N,дом,hus
338,Heim::N,дом,hjem
339,Heim::N,хата,hjem
340,Ofen::N,печ,ovn
341,Fußboden::N,падлога,gulv
342,Tisch::N,стол,bord
343,Stuhl::N,стул,stol
344,Stuhl::N,крэсла,stol
345,Wiege::N,калыска,vugge
346,Bett::N,ложак,seng
347,Bett::N,пасцель,seng
348,Regal::N,паліца,reol
349,Kiste::N,скрынка,kasse
350,Fenster::N,акно,vindue
351,Tür::N,дзверы,dør
352,Tor::N,вароты,port
353,Zaun::N,агароджа,stakit
354,Dach::N,дах,tag
355,Leiter::N,лесвіца,stige
356,Besen::N,мятла,kost
357,Spaten::N,лапата,spade
358,Spaten::N,жалязняк,spade
359,Schaufel::N,шуфлік,skovl
360,Schaufel::N,лапатка,skovl
361,Gabel::N,відэлец,gaffel
362,Löffel::N,лыжка,ske
363,Messer::N,нож,kniv
364,Nagel::N,цвік,søm
365,Netz::N,сетка,net
366,Haken::N,крук,krog
367,Griff::N,ручка,tag
368,Griff::N,ручка,håndtag
369,Schloss::N,замок,lås
370,Bild::N,карціна,billede
371,Figur::N,фігура,figur
372,Puppe::N,лялька,dukke
373,Beutel::N,мяшок,pose
374,Bündel::N,вязка,bylt
375,Bündel::N,вязка,bundt
376,Tasche::N,торба,taske
377,Eimer::N,вядро,spand
378,Deckel::N,накрыўка,låg
379,Geschirr::N,пасуда,husgeråd
380,Sack::N,мех,sæk
381,Tasse::N,кубак,kop
382,Topf::N,каструля,gryde
383,Kessel::N,кацёл,kedel
384,Essen::N,ежа,måltid
385,Nahrung::N,харч,mad
386,Nahrung::N,харч,næring
387,Speise::N,страва,ret
388,Fleisch::N,мяса,kød
389,Getreide::N,збожжа,korn
390,Brei::N,каша,grød
391,Brot::N,хлеб,brød
392,Scheibe::N,луста,skive
393,Scheibe::N,скібка,skive
394,Fett::N,тлушч,fedt
395,Butter::N,масла,smør
396,Öl::N,алей,olie
397,Salz::N,соль,salt
398,Suppe::N,суп,suppe
399,Honig::N,мёд,honning
400,Milch::N,малако,mælk
401,Tee::N,чай,te
402,Tee::N,гарбата,te
403,Leder::N,скура,skind
404,Wolle::N,воўна,uld
405,Stoff::N,тканіна,stof
406,Nadel::N,іголка,nål
407,Faden::N,нітка,tråd
408,Knopf::N,гузік,knap
409,Knoten::N,вузел,knude
410,Farbe::N,фарба,farve
411,Kleidung::N,адзенне,påklædning
412,Hemd::N,кашуля,skjorte
413,Kragen::N,каўнер,krave
414,Ärmel::N,рукаў,ærme
415,Hose::N,штаны,bukser
416,Gürtel::N,пояс,bælte
417,Mütze::N,шапка,hue
418,Schuh::N,чаравік,sko
419,Stiefel::N,бот,støvle
420,Ring::N,кольца,ring
421,Band::N,стужка,bånd
422,Kamm::N,расчоска,kam
423,Spiegel::N,люстра,spejl
424,Riemen::N,рэмень,rem
425,Schnur::N,вяроўка,snor
426,Leine::N,павадок,snor
427,Decke::N,коўдра,tæppe
428,Kissen::N,падушка,pude
429,Tuch::N,хустка,sjaltørklæde
430,Handtuch::N,ручнік,håndklæde
431,Kraft::N,сіла,kraft
432,Stärke::N,моц,styrke
433,Gesundheit::N,здароўе,sundhed
434,Krankheit::N,хвароба,sygdom
435,Schmerz::N,боль,smerte
436,Wunde::N,рана,sår
437,Fieber::N,гарачка,feber
438,Fieber::N,ліхаманка,feber
439,Arznei::N,лекі,medicin
440,Arznei::N,лекі,lægemiddel
441,Brücke::N,мост,bro
442,Brunnen::N,калодзеж,brønd
443,Weide::N,паша,græsgang
444,Pfad::N,сцежка,sti
445,Weg::N,шлях,vej
446,Weg::N,дарога,vej
447,Straße::N,вуліца,gade
448,Dorf::N,вёска,landsby
449,Stadt::N,горад,by
450,Brief::N,ліст,brev
451,Brief::N,пісьмо,brev
452,Buch::N,кніга,bog
453,Buchstabe::N,літара,bogstav
454,Zeitung::N,газета,avis
455,Leben::N,жыццё,liv
456,Tod::N,смерць,død
457,Grab::N,магіла,grav
458,Kirche::N,касцёл,kirke
459,Kirche::N,царква,kirke
460,Sünde::N,грэх,synd
461,Gott::N,бог,gud
462,Arbeiter::N,рабочы,arbejder
463,Chef::N,начальнік,chef
464,Meister::N,майстар,mester
465,Arzt::N,урач,læge
466,Lehrer::N,настаўнік,lærer
467,Geld::N,грошы,penge
468,Geschäft::N,заняцце,forretning
469,Laden::N,крама,butik
470,Laden::N,крама,forretning
471,Laden::N,магазін,butik
472,Laden::N,магазін,forretning
473,Preis::N,цана,pris
474,Ware::N,тавар,vare
475,Nutzen::N,выгада,nytte
476,Reichtum::N,багацце,rigdom
477,Welt::N,свет,verden
478,Land::N,краіна,land
479,Staat::N,дзяржава,stat
480,König::N,кароль,konge
481,Macht::N,улада,magt
482,Grenze::N,граніца,grænse
483,Krieg::N,вайна,krig
484,Feind::N,вораг,fjende
485,Gewalt::N,насілле,vold
486,Kampf::N,барацьба,kamp
487,Bogen[Waffe]::N,лук,bue
488,Pfeil::N,страла,pil
489,Gewehr::N,ружжо,gevær
490,Fehler::N,памылка,fejl
491,Lüge::N,хлусня,løgn
492,Schaden::N,шкода,skade
493,Unglück::N,ліха,uheld
494,Unglück::N,ліха,ulykke
495,Unglück::N,бядота,uheld
496,Unglück::N,бядота,ulykke
497,Schuld::N,віна,skyld
498,Alter::N,узрост,alder
499,Schluss::N,канец,slut
500,Schluss::N,канец,slutning
501,Zeit::N,час,tid
502,Tag::N,дзень,dag
503,Morgen::N,ранак,morgen
504,Morgen::N,раніца,morgen
505,Mittag::N,паўдня,middag
506,Mittag::N,поўдзень,middag
507,Abend::N,вечар,aften
508,Nacht::N,ноч,nat
509,Woche::N,тыдзень,uge
510,Monat::N,месяц,måned
511,Jahr::N,год,år
512,Frühling::N,вясна,forår
513,Sommer::N,лета,sommer
514,Herbst::N,восень,efterår
515,Winter::N,зіма,vinter
516,Januar::N,студзень,januar
517,Februar::N,люты,februar
518,März::N,сакавік,marts
519,April::N,красавік,april
520,Mai::N,май,maj
521,Mai::N,травень,maj
522,Juni::N,чэрвень,juni
523,Juli::N,ліпень,juli
524,August::N,жнівень,august
525,September::N,верасень,september
526,Oktober::N,кастрычнік,oktober
527,November::N,лістапад,november
528,Dezember::N,снежань,december
529,Montag::N,панядзелак,mandag
530,Dienstag::N,аўторак,tirsdag
531,Mittwoch::N,серада,onsdag
532,Donnerstag::N,чацвер,torsdag
533,Freitag::N,пятніца,fredag
534,Samstag::N,субота,lørdag
535,Sonntag::N,нядзеля,søndag
536,groß::A,вялікі,stor
537,klein::A,маленькі,lille
538,lang::A,доўгі,lang
539,kurz::A,кароткі,kort
540,breit::A,шырокі,bred
541,schmal::A,вузкі,smal
542,dicht::A,густы,tæt
543,dick[Gegenstand]::A,тоўсты,tyk
544,dünn::A,тонкі,tynd
545,fein::A,тонкі,fin
546,fest::A,моцны,fast
547,flach::A,плоскі,flad
548,glatt::A,гладкі,glat
549,hart::A,цвёрды,hård
550,weich::A,мяккі,blød
551,rund::A,круглы,rund
552,spitz::A,спічасты,spids
553,spitz::A,востраканцовы,spids
554,scharf::A,востры,skarp
555,stumpf::A,тупы,sløv
556,stumpf::A,тупы,stump
557,schwer::A,цяжкі,tung
558,schön::A,прыгожы,skøn
559,heiß::A,гарачы,hed
560,warm::A,цёплы,varm
561,kalt::A,холадны,kold
562,kühl::A,халаднаваты,kølig
563,frisch::A,свежы,frisk
564,feucht::A,вільготны,fugtig
565,nass::A,мокры,våd
566,trocken::A,сухі,tør
567,voll::A,поўны,fuld
568,leer::A,пусты,tom
569,offen::A,адкрыты,åben
570,offen::A,адчынены,åben
571,geschlossen::A,закрыты,lukket
572,geschlossen::A,зачынены,lukket
573,sauber::A,чысты,ren
574,schmutzig::A,брудны,snavset
575,roh::A,сыры,rå
576,reif::A,спелы,moden
577,lecker::A,смачны,lækker
578,süß::A,салодкі,sød
579,bitter::A,горкі,bitter
580,sauer::A,кіслы,sur
581,hell::A,светлы,lys
582,dunkel::A,цёмны,mørk
583,schwarz::A,чорны,sort
584,weiß::A,белы,hvid
585,rot::A,чырвоны,rød
586,gelb::A,жоўты,gul
587,blau::A,сіні,blå
588,grün::A,зялёны,grøn
589,grau::A,шэры,grå
590,bunt::A,пяресты,broget
591,billig::A,танны,billig
592,teuer::A,дарагі,dyr
593,wertvoll::A,цэнны,værdifuld
594,wertvoll::A,каштоўны,værdifuld
595,blind::A,сляпы,blind
596,taub::A,глухі,døv
597,kräftig::A,магутны,kraftig
598,stark::A,сільны,stærk
599,schwach::A,слабы,svag
600,fett::A,тлусты,fed
601,schlank::A,стройны,slank
602,hübsch::A,чароўны,køn
603,böse::A,злы,ond
604,böse::A,злы,slem
605,dumm::A,дурны,dum
606,faul::A,лянівы,doven
607,fleißig::A,руплівы,flittig
608,geizig::A,прагны,gerrig
609,klug::A,разумны,klog
610,geschickt::A,умелы,dygtig
611,geschickt::A,умелы,behændig
612,lieb::A,мілы,rar
613,lustig::A,вясёлы,lystig
614,sanft::A,ласкавы,blid
615,hungrig::A,галодны,sulten
616,krank::A,хворы,syg
617,nackt::A,голы,nøgen
618,traurig::A,сумны,bedrøvet
619,lebendig::A,жывы,levende
620,gut::A,добры,god
621,schlecht::A,кепскі,dårlig
622,richtig::A,правільны,rigtig
623,schlimm::A,агідны,slem
624,wahr::A,сапраўдны,sand
625,alt::A,стары,gammel
626,neu::A,новы,ny
627,ehemalig::A,былы,forhenværende
628,alt[Lebewesen]::A,стары,gammel
629,jung::A,малады,ung
630,arm::A,бедны,fattig
631,reich::A,багаты,rig
632,bekannt::A,знаёмы,kendt
633,berühmt::A,славуты,berømt
634,fremd::A,чужы,fremmed
635,verschieden::A,розны,forskellig
636,nah::A,блізкі,nær
637,fern::A,далёкі,fjern
638,linker::A,левы,venstre
639,rechter::A,правы,højre
640,anderer::A,іншы,anden
641,anderer::A,другі,anden
642,erster::A,першы,første
643,zweiter::A,другі,anden
644,dritter::A,трэці,tredje
645,letzter::A,апошні,sidste
646,allein::ADV,сам,alene
647,allein::ADV,адзін,alene
648,auf einmal::ADV,адразу,på én gang
649,zusammen::ADV,разам,sammen
650,lange::ADV,доўга,længe
651,plötzlich::ADV,раптам,pludselig
652,sofort::ADV,зараз,straks
653,später::ADV,пазней,senere
654,jetzt::ADV,цяпер,nu
655,heute::ADV,сёння,i dag
656,morgen::ADV,заўтра,i morgen
657,bald::ADV,хутка,snart
658,bald::ADV,неўзабаве,snart
659,dann::ADV,потым,så
660,gestern::ADV,учора,i går
661,einst::ADV,аднойчы,engang
662,damals::ADV,тады,dengang
663,danach::ADV,затым,derefter
664,vorher::ADV,раней,før
665,vorher::ADV,раней,forud
666,zuerst::ADV,спярша,først
667,zuerst::ADV,спачатку,først
668,einmal::ADV,адзін раз,en gang
669,manchmal::ADV,часам,sommetider
670,oft::ADV,часта,ofte
671,immer::ADV,заўсёды,altid
672,niemals::ADV,ніколі,aldrig
673,hier::ADV,тут,her
674,hierhin::ADV,сюды,hid
675,hierhin::ADV,сюды,herhen
676,von hier::ADV,адсюль,herfra
677,von hier::ADV,адгэтуль,herfra
678,dort::ADV,там,der
679,dorthin::ADV,туды,derhen
680,geradeaus::ADV,прама,lige ud
681,vorwärts::ADV,наперад,fremad
682,rückwärts::ADV,назад,baglæns
683,zurück::ADV,назад,tilbage
684,unten::ADV,унізе,nede
685,unten::ADV,унізе,forneden
686,hinab::ADV,уніз,ned
687,hinab::ADV,уніз,nedad
688,oben::ADV,угары,oppe
689,oben::ADV,угары,ovenpå
690,oben::ADV,наверсе,oppe
691,oben::ADV,наверсе,ovenpå
692,hinauf::ADV,угару,op
693,hinauf::ADV,угару,opad
694,überall::ADV,усюды,overalt
695,nicht::ADV,не,ikke
696,ein wenig::ADV,трошкі,lidt
697,kaum::ADV,ледзьве,knap
698,kaum::ADV,ледзьве,næppe
699,sehr::ADV,вельмі,meget
700,so::ADV,так,så
701,noch::ADV,яшчэ,endnu
702,nur::ADV,толькі,kun
703,nur::ADV,толькі,bare
704,schon::ADV,ужо,alt
705,schon::ADV,ужо,allerede
706,wieder::ADV,зноў,igen
707,vergebens::ADV,дарма,forgæves
708,vergebens::ADV,дарэмна,forgæves
709,vor::PRP,перад,foran
710,vor::PRP,перад,uden for
711,hinter::PRP,за,bag
712,hinter::PRP,за,bagved
713,hinter::PRP,ззаду,bag
714,hinter::PRP,ззаду,bagved
715,unter::PRP,пад,under
716,durch::PRP,праз,gennem
717,durch::PRP,праз,igennem
718,neben::PRP,каля,ved siden af
719,zwischen::PRP,між,mellem
720,zwischen::PRP,паміж,mellem
721,wegen::PRP,з-за,på grund af
722,dies::PRN,гэта,dette
723,das::PRN,тое,det
724,alles::PRN,усё,alt
725,ich::PRN,я,jeg
726,du::PRN,ты,du
727,er::PRN,ён,han
728,wir::PRN,мы,vi
729,ihr::PRN,вы,I
730,sie::PRN,яны,de
731,was::FPRN,што,hvad
732,wer::FPRN,хто,hvem
733,wo::FADV,дзе,hvor
734,wohin::FADV,куды,hvorhen
735,wie::FADV,як,hvordan
736,warum::FADV,чаму,hvorfor
737,wieviel::FNUM,колькі,hvor meget
738,eins::NUM,адзін,én
739,zwei::NUM,два,to
740,drei::NUM,тры,tre
741,vier::NUM,чатыры,fire
742,fünf::NUM,пяць,fem
743,sechs::NUM,шесць,seks
744,sieben::NUM,сем,syv
745,acht::NUM,восем,otte
746,neun::NUM,дзевяць,ni
747,zehn::NUM,дзесяць,ti
748,elf::NUM,адзінаццаць,elleve
749,zwölf::NUM,дванаццаць,tolv
750,zwanzig::NUM,дваццаць,tyve
751,dreißig::NUM,трыццаць,tredive
752,vierzig::NUM,сорак,fyrre
753,vierzig::NUM,сорак,fyrretyve
754,fünfzig::NUM,пядзесят,halvtreds
755,sechzig::NUM,шесдзесят,tres
756,siebzig::NUM,семдзесят,halvfjerds
757,achtzig::NUM,восемдзесят,firs
758,neunzig::NUM,дзевяноста,halvfems
759,hundert::NUM,сто,hundrede
760,tausend::NUM,тысяча,tusind
761,und::CNJ,і,og
762,und::CNJ,ды,og
763,oder::CNJ,або,eller
764,stehen::V,стаяць,stå
765,sitzen::V,сядзець,sidde
766,liegen::V,ляжаць,ligge
767,hängen::V,вісець,hænge
768,werden::V,стаць,blive
769,werden::V,зрабіцца,blive
770,passieren::V,трапіцца,ske
771,passieren::V,трапіцца,hænde
772,beginnen::V,пачацца,begynde
773,enden::V,кончыцца,ende
774,wechseln::V,мяняцца,veksle
775,aufgehen[Sonne]::V,узысці,gå op
776,aufgehen[Sonne]::V,узысці,stå op
777,untergehen[Sonne]::V,зайсці,gå ned
778,scheinen[Sonne]::V,свяціць,skinne
779,donnern::V,грымець,tordne
780,wehen::V,дзьмуць,blæse
781,strömen::V,ліцца,strømme
782,fließen::V,цячы,flyde
783,sich drehen::V,круціцца,dreje sig
784,sich drehen::V,варочацца,dreje sig
785,schwanken::V,хістацца,vakle
786,schwingen::V,гайдацца,svinge
787,schwingen::V,калыхацца,svinge
788,fallen::V,падаць,falde
789,brennen::V,гарэць,brænde
790,rauchen::V,дымець,ryge
791,regnen::V,дажджыць,regne
792,gefrieren::V,замерзнуць,fryse
793,tauen::V,раставаць,tø
794,schmelzen::V,плавіцца,smelte
795,trocknen::V,сохнуць,tørre
796,sieden::V,кіпець,koge
797,faulen::V,гнісці,rådne
798,verfaulen::V,згнісці,rådne
799,reißen::V,ірвацца,briste
800,versinken::V,тануць,synke
801,versinken::V,тануць,synke ned
802,vergehen::V,праходзіць,forløbe
803,erscheinen::V,зʼявіцца,vise sig
804,verschwinden::V,знікнуць,forsvinde
805,sinken::V,спадаць,synke
806,abnehmen::V,паменшыцца,aftage
807,zunehmen::V,павялічвацца,tiltage
808,steigen::V,паднімацца,stige
809,wachsen::V,расці,gro
810,wachsen::V,расці,vokse
811,glänzen::V,блішчаць,glinse
812,funkeln::V,бліскаць,tindre
813,lärmen::V,шумець,larme
814,läuten::V,званіць,ringe
815,klingeln::V,званіць,ringe
816,klirren::V,бразгаць,klirre
817,brausen::V,бушаваць,bruse
818,rauschen::V,шастаць,suse
819,klingen::V,гучаць,lyde
820,klingen::V,гучаць,klinge
821,bellen::V,брахаць,gø
822,heulen::V,выць,hyle
823,blasen::V,дзьмухнуць,blæse
824,pfeifen::V,свістаць,fløjte
825,schreien::V,крычаць,skrige
826,stöhnen::V,стагнаць,stønne
827,zittern::V,дрыжаць,dirre
828,zittern::V,дрыжаць,skælve
829,leben::V,жыць,leve
830,geboren werden::V,нарадзіцца,fødes
831,atmen::V,дыхаць,ånde
832,trinken::V,піць,drikke
833,essen::V,есці,spise
834,schlucken::V,глытаць,synke
835,müde werden::V,стаміцца,blive træt
836,einschlafen::V,заснуць,falde i søvn
837,schlafen::V,спаць,sove
