,Concept_ID,ce,ko
117,Insel::N,гӏайре,섬
118,Blume::N,зезаг,꽃
119,Gras::N,буц,풀
120,Wurzel::N,орам,뿌리
121,Baum::N,дитт,나무
122,Stamm::N,гӏад,대
123,Stamm::N,тайпа,대
124,Rinde::N,кевстиг,나무껍질
125,Ast::N,га,가지
126,Zweig::N,га,가지
127,Blatt::N,гӏа,잎
128,Birke::N,дакх,자작나무
129,Kiefer[Baum]::N,бага,소나무
130,Weide[Baum]::N,дак,쉬양버들
131,Tanne::N,база,전나무
132,Horn::N,маӏа,뿔
133,Feder::N,пелаг,깃털
134,Fell::N,цӏока,피혁모피
135,Flügel::N,тӏам,날개
136,Klaue::N,мӏара,갈고리 발톺
137,Kralle::N,тlод,발툭
138,Schwanz::N,цӏога,꼬리
139,Ei::N,xӏoa,알
140,Nest::N,бен,보금자리
141,Bau::N,lуьрг,굴
142,Tier::N,дийнат,짐승
143,Herde::N,жа,가축의떼
144,Kuh::N,етт,암소
145,Bulle::N,сту,황소
146,Pferd::N,говр,말
147,Schaf::N,жий,양
148,Schaf::N,уьстагӏ,양
149,Schwein::N,хьакха,돼지
150,Hund::N,жӏаьла,개
151,Katze::N,цициг,고양이
152,Bär::N,ча,콤
153,Eichhörnchen::N,тарсал,다람쥐
154,Elch::N,сай,고라니
155,Fuchs::N,цхьогал,여우
156,Hase::N,пхьагал,토끼
157,Maus::N,дахка,쥐
158,Wolf::N,борз,늑대
159,Vogel::N,олхазар,새
160,Huhn::N,котам,암탉
161,Hahn::N,нӏаьна,수탉
162,Hahn::N,боргӏал,수탉
163,Gans::N,гӏаз,거위
164,Adler::N,aьрзу,수리
165,Ente::N,бад,오리
166,Eule::N,бухӏа,부엉이
167,Kranich::N,гӏаргӏули,두루미
168,Krähe::N,къиг,까마귀
169,Kuckuck::N,aттйокх,뻐꾸기
170,Schwan::N,гӏургӏаз,배조
171,Fisch::N,чӏара,물고기
172,Barsch::N,окунь,농어
173,Hecht::N,гӏазкхийн чӏара,에속스
174,Schlange[Tier]::N,лаьхьа,뱀
175,Wurm::N,нӏаьна,벌레
176,Spinne::N,гезг,거미
177,Ameise::N,зингат,개미
178,Laus::N,меза,이
179,Laus::N,гӏениг,이
180,Mücke::N,чуьрк,모기
181,Fliege::N,моза,날기
182,Schmetterling::N,полла,나비
183,Beere::N,цӏазам,장과
184,Apfel::N,ӏаж,사과
185,Pilz::N,жӏаьлин нускал,고방이
186,Zwiebel::N,xох,양파
187,Saat::N,чlу,씨
188,Korn::N,буьртиг,알맹이
189,Heu::N,йол,건초
190,Schale::N,пардо,피상
191,Grube::N,ор,
192,Falle::N,кӏело,함정
193,Spur::N,лар,발지국
194,Asche::N,чим,재
195,Dreck::N,мода,똥
196,Dreck::N,мода,오물
197,Eisen::N,эчиг,쇠
198,Eisen::N,эчиг,철
199,Gold::N,деши,항금
200,Silber::N,дети,은
201,Kohle::N,кӏора,슻
202,Glas::N,aнгали,유리
203,Lehm::N,поппар,찰흙
204,Sand::N,гӏум,모래
205,Mensch::N,адам,사람
206,Mann::N,майра,남자
207,Frau::N,зуда,여자
208,Kind::N,бер,아이
209,Junge::N,жимха,소녁
210,Mädchen::N,жима йоӏ,소녀
211,Familie::N,доьзал,가족
212,Großvater::N,ненада,할아버지
213,Großmutter::N,денана,할머니
214,Eltern::N,да-нана,어버오
215,Vater::N,да,아버지
216,Mutter::N,нана,어머니
217,Sohn::N,кӏант,아들
218,Tochter::N,йоӏ,딸기
219,Bruder::N,ваша,형제
220,Schwester::N,йиша,누이
221,Onkel::N,деваша,백부
222,Tante::N,дейиша,아주머니
223,Ehemann::N,майра,남편
224,Ehefrau::N,зуда,아내
225,Freude::N,самукъа,기쁨
226,Freude::N,хазахетар,기쁨
227,Gelächter::N,белам,웃음
228,Glück::N,ирс,즐거움
229,Kummer::N,бала,슬픔
230,Wunsch::N,лаам,소망
231,Lust::N,лаам,
232,Geist::N,са,할기
233,Gedanke::N,ойла,상념
234,Gedächtnis::N,диццадалар,기억
235,Verstand::N,хьекъал,분별
236,Verstand::N,хьекъал,지능
237,Sinn::N,маьӏна,센스
238,Grund::N,бахьана,까닭
239,Wahrheit::N,бакъдерг,참
240,Wahrheit::N,бакъдерг,진실
241,Gespräch::N,къамел,대화
242,Märchen::N,туьйра,동화
243,Erzählung::N,дийцар,이야기
244,Nachricht::N,хаам,
245,Neuigkeit::N,керланиг,뉴스
246,Name::N,цӏе,이름
247,Rätsel::N,хӏетал-метал,수수께끼
248,Rede::N,къамел,연설
249,Sprache::N,мотт,말
250,Stimme::N,aз,목소리
251,Wort::N,дош,낱말
252,Zeichen::N,билгало,신호
253,Ruf::N,кхайкхар,부름
254,Lärm::N,гӏовгӏа,소동
255,Laut::N,аз,음성
256,Ton::N,aз,목소리
257,Lied::N,илли,노래
258,Ruhe::N,тийналла,쉼
259,Leute::N,нах,사람들
260,Volk::N,халкъ,국중
261,Arbeit::N,болх,근로
262,Arbeit::N,болх,너무
263,Gast::N,хьаша,손님
264,Geschenk::N,совгӏат,행하
265,Spiel::N,ловзар,무리
266,Gesellschaft::N,юкъаралла,교제
267,Hilfe::N,гӏо,거들음
268,Hilfe::N,гӏо,보좌
269,Freund::N,доттагl,친구
270,Kamerad::N,накъост,동실자
271,Angelegenheit::N,гӏуллакх,용무
272,Anzahl::N,терахь,어떤
273,Anzahl::N,терахь,수
274,Stück::N,юьхк,일부분
275,Teil::N,дакъа,몱
276,Teil::N,дакъа,구훠
277,Hälfte::N,ах,2분의
278,Kreis::N,го,고리
279,Kreuz::N,жӏара,열십자
280,Linie::N,сиз,선
281,Strich::N,сиз,스침
282,Abstand::N,юкъ,거리
283,Gegend::N,мeттиг,곳
284,Gegend::N,мeттиг,부금
285,Platz::N,майда,장소
286,Ort::N,меттиг,장소
287,Seite::N,aгӏo,옆면
288,Mitte::N,юкъ,궁간
289,Gegenstand::N,хӏума,항목
290,Sache::N,хӏума,뭉에
291,Rand::N,йист,가
292,Kante::N,йист,귀퉁
293,Ecke::N,са,구석
294,Spitze::N,ралла,끝
295,Spitze::N,ралла,참단
296,Ende::N,юьхьиг,말당
297,Loch::N,ӏуьрг,빙옷
298,Winkel::N,са,각도
299,Muster::N,дагар,본
300,Muster::N,дагар,견복
301,Muster::N,тӏамар,본
302,Muster::N,тӏамар,견복
303,Größe::N,барам,신장
304,Länge::N,йохалла,길이긺
305,Höhe::N,локхалла,높이
306,Gewicht::N,йозалла,추
307,Menge::N,дукхалла,수양
308,Haufen::N,сал,퇴적
309,Haufen::N,оьла,퇴적
310,Reihe::N,рагӏ,열
311,Reihe::N,могӏа,열
312,Boot::N,кема,보트
313,Ruder::N,пийсиг,노
314,Schlitten::N,салаз,썰매
315,Ski::N,когсалаз,스키
316,Lagerfeuer::N,цӏе,캠프의 모닥불
317,Last::N,дукъ,무거운짐
318,Gang::N,лелар,걸음
319,Schritt::N,гӏулч,보조
320,Norden::N,къилбаседе,북쪽 
321,Süden::N,къилбе,남쪽
322,Westen::N,малхбузе,서쪽
323,Osten::N,малхбале,동쪽
324,Holz::N,дечиг,목재
325,Brett::N,у,마루널
326,Platte::N,у,탤
327,Platte::N,у,금속판
328,Stütze::N,гӏopтоp,버팀목
329,Stange::N,гӏуркх,장대
330,Stock::N,ӏаса,막대기
331,Stab::N,гӏаж,작대기
332,Rohr::N,биргӏа,갈대
333,Haus::N,цӏа,집
334,Heim::N,кхерч,집
335,Ofen::N,кхерч,아궁이
336,Fußboden::N,цӏенкъа,마루
337,Tisch::N,шун,탁자
338,Stuhl::N,гӏант,의자
339,Wiege::N,ага,발상지
340,Bett::N,маьнга,침대
341,Regal::N,терхи,서가
342,Kiste::N,яьшка,짐궤
343,Fenster::N,кор,눔
344,Tür::N,неӏ,문
345,Tor::N,ков,대문
346,Zaun::N,керт,담장
347,Dach::N,тхов,지붕
348,Leiter::N,лами,사닥다리
349,Besen::N,нуй,비
350,Spaten::N,бел,가래
351,Schaufel::N,аьшкал,삽
352,Gabel::N,мӏара,갈래
353,Löffel::N,ӏайг,숟가락
354,Messer::N,урс,나이프
355,Nagel::N,хьостам,발툽
356,Netz::N,бой,그물
357,Haken::N,мӏара,갈고리
358,Schloss::N,чӏега,자물쇠
359,Bild::N,сурт,그림
360,Puppe::N,тайниг,인형
361,Beutel::N,гали,클
362,Bündel::N,кочар,자근다발
363,Tasche::N,тӏоьрмиг,가방
364,Eimer::N,чийлик,동이
365,Deckel::N,негӏар,뚜껑
366,Geschirr::N,пхьегӏа,식시
367,Sack::N,гали,조갑
368,Tasse::N,кад,차잔
369,Topf::N,яй,단지
370,Kessel::N,яй,주전자
371,Essen::N,юург,먹기
372,Nahrung::N,кхача,식료
373,Speise::N,юург,음식물
374,Fleisch::N,жижиг,고기
375,Getreide::N,буьртиг,곡물
376,Brei::N,xудар,젤리
377,Brot::N,бепиг,빵
378,Brot::N,кхаллар,빵
379,Scheibe::N,цастар,원반
380,Fett::N,мохь,기름
381,Butter::N,налха,버터
382,Öl::N,даьтта,올리브유
383,Salz::N,туьха,소금
384,Suppe::N,чорпа,국
385,Suppe::N,чорпа,수프
386,Honig::N,моз,감미
387,Milch::N,шура,유즙
388,Tee::N,чай,차
389,Leder::N,цӏока,가죽
390,Wolle::N,тӏapгӏa,양털
391,Stoff::N,кӏади,패료
392,Nadel::N,маха,바늘
393,Faden::N,тай,콘실
394,Knopf::N,нуьйда,단추
395,Knoten::N,шад,곁절
396,Farbe::N,сир,색
397,Farbe::N,басар,색
398,Kleidung::N,бедар,옷입기
399,Hemd::N,коч,속옷
400,Kragen::N,кач,깃
401,Ärmel::N,пхьош,소매
402,Hose::N,хеча,바지
403,Gürtel::N,доьхка,밴드
404,Mütze::N,куй,모자
405,Schuh::N,мача,구두
406,Stiefel::N,этка,장화
407,Ring::N,чӏуг,고리
408,Band::N,лента,리본
409,Kamm::N,ехк,빗
410,Spiegel::N,куьзга,거울
411,Riemen::N,доьхка,가죽끈
412,Schnur::N,муш,밧줄
413,Leine::N,кочатосу доьхка,고삐줄
414,Decke::N,юргӏа,이부자리
415,Kissen::N,гIайба,깔개
416,Tuch::N,исхар,천
417,Handtuch::N,гата,수건
418,Kraft::N,гӏора,세력
419,Stärke::N,гӏап,힘
420,Gesundheit::N,могашалла,위생
421,Krankheit::N,цамгар,병
422,Schmerz::N,лазар,아픔고통
423,Wunde::N,чов,상처
424,Fieber::N,xорша,열별
425,Arznei::N,молха,약
426,Brücke::N,тӏай,교량
427,Brunnen::N,гӏу,원천
428,Weide::N,дак,목장
429,Pfad::N,тача,좁은길
430,Weg::N,некъ,길
431,Straße::N,урам,길
432,Dorf::N,юрт,촌
433,Dorf::N,юрт,촌락
434,Stadt::N,гӏала,도시
435,Brief::N,кехат,서한
436,Buch::N,жайна,책
437,Buchstabe::N,элп,문자
438,Zeitung::N,газет,신문
439,Leben::N,дахар,삶
440,Tod::N,далар,죽음
441,Tod::N,ӏожалла,죽음
442,Grab::N,каш,무덤
443,Kirche::N,килс,교회
444,Sünde::N,къа,부정
445,Gott::N,дела,하느님
446,Arbeiter::N,белхало,일하는사람
447,Chef::N,хьаькам,사장
448,Meister::N,говзанча,명인
449,Meister::N,говзанча,대가
450,Arzt::N,лор,의사
451,Lehrer::N,хьехархо,교사
452,Geld::N,aхча,돈
453,Geschäft::N,туька,일
454,Laden::N,туька,가게
455,Preis::N,мах,가격
456,Ware::N,хlума,상품
457,Nutzen::N,пайда,이익
458,Reichtum::N,хьал,많음
459,Welt::N,дуьне,세상
460,Land::N,мохк,지방
461,Staat::N,пачхьалкх,국가
462,König::N,паччахь,국왕
463,Macht::N,ӏедал,힘
464,Grenze::N,доза,국경
465,Krieg::N,тӏом,전쟁
466,Feind::N,мостагӏ,적
467,Gewalt::N,гӏело,권력
468,Kampf::N,къийсам,전투
469,Pfeil::N,пха,화살
470,Gewehr::N,топ,무기
471,Fehler::N,гӏалат,오류
472,Lüge::N,аьшпаш,거짓말
473,Schaden::N,зен,손상
474,Unglück::N,бала,불행
475,Schuld::N,бехк,부채
476,Alter::N,хан,연령
477,Schluss::N,чакхе,마감
478,Zeit::N,хан,때
479,Zeit::N,хан,시간
480,Tag::N,де,하루
481,Morgen::N,ӏуьйре,이침
482,Mittag::N,делкъе,대낮
483,Abend::N,суьйре,저녁
484,Nacht::N,буьйса,밤
485,Woche::N,кӏира,근무일
486,Monat::N,бутт,달
487,Jahr::N,шо,해
488,Frühling::N,бӏаьсте,봄
489,Sommer::N,аьхке,여름
490,Herbst::N,гуьйре,가을
491,Winter::N,ӏа,겨울
492,Januar::N,январь,일월
493,Februar::N,февраль,이월
494,März::N,март,삼월
495,April::N,апрель,사월
496,Mai::N,май,오월
497,Juni::N,июнь,유월
498,Juli::N,июль,칠월
499,August::N,август,팔월
500,September::N,сентябрь,구월
501,Oktober::N,октябрь,시월
502,November::N,ноябрь,십일월
503,Dezember::N,декабрь,십이월
504,Montag::N,оршот,월요일
505,Dienstag::N,шинара,화요일
506,Mittwoch::N,кхаара,수요일
507,Donnerstag::N,еара,모교일
508,Freitag::N,пӏераска,그묘일
509,Samstag::N,шот,토요일
510,Sonntag::N,кӏиранде,일요일
511,groß::A,доккха,큰
512,klein::A,кегий,자근
513,lang::A,еха,긴
514,kurz::A,доца,짧은
515,breit::A,шуьйра,넓은
516,schmal::A,готта,좁은
517,dicht::A,луьста,농밀한
518,dick[Gegenstand]::A,стомма,두꺼운
519,dünn::A,дуткъа,얇은
520,fein::A,ховха,미세한
521,fest::A,чӏогӏа,굳은
522,flach::A,чӏапа,얕은
523,glatt::A,шера,반들반들한
524,hart::A,чӏогӏa,굳은
525,weich::A,кӏеда,연한
526,rund::A,горга,둥근
527,spitz::A,ира,뾰족한
528,scharf::A,ира,날카로운
529,stumpf::A,аьртa,무딘
530,schwer::A,деза,무거운
531,schön::A,хаза,멋진
532,heiß::A,довха,뜨거운
533,warm::A,довха,따뜻한
534,kalt::A,шийла,찬
535,kühl::A,шийла,서늘한
536,frisch::A,керла,신선한
537,feucht::A,тӏуьна,축축한
538,nass::A,тӏеда,젖은
539,trocken::A,eкъа,마른
540,voll::A,дуьзна,완전한
541,leer::A,яьсса,빈
542,offen::A,диллина,열린
543,geschlossen::A,дӏакъевлина,닫힌
544,geschlossen::A,дӏачӏагӏдина,닫힌
545,sauber::A,цӏена,깨끗한
546,schmutzig::A,боьха,더러운
547,roh::A,буьйда,날게잇의
548,reif::A,хилла,이근
549,lecker::A,чоме,맛있는
550,süß::A,мерза,단
551,bitter::A,къаьхьа,찌르는듯한
552,sauer::A,муьста,산성의
553,hell::A,сирла,밝은
554,dunkel::A,бодане,어두운
555,schwarz::A,ӏаьржа,검은
556,weiß::A,кӏайн,하얀
557,rot::A,цӏен,붉은
558,gelb::A,можа,황색
559,blau::A,сийна,푸른
560,grün::A,баьццара,녹색의
561,grau::A,cира,회색의
562,grau::A,мокха,회색의
563,bunt::A,къорза,알록달록한
564,billig::A,дораха,싼
565,teuer::A,деза,값비산
566,wertvoll::A,мехала,가치가많은
567,blind::A,бӏаьрзе,눈먼
568,taub::A,къора,무감간한
569,kräftig::A,нуьцкъала,강장한
570,stark::A,зоьртала,강한
571,stark::A,нуьцкъала,강한
572,schwach::A,гӏорасиза,약한
573,fett::A,дерстана,실찐
574,schlank::A,куц долу,호리호리한
575,hübsch::A,хаза,예쁜
576,böse::A,вон,나쁜
577,dumm::A,сонта,어리석은
578,faul::A,мало ен,너덜너덜한
579,fleißig::A,тӏера,근면한
580,geizig::A,пис,인색한
581,geizig::A,сутара,인색한
582,klug::A,хьекъале,
583,geschickt::A,тӏахъаьлла,교묘한
584,lieb::A,хьоме,친애하는
585,lustig::A,самукъане,유쾌한
586,sanft::A,кlеда,온화한
587,hungrig::A,меца,배고픈
588,krank::A,цомгуш долу,병든
589,nackt::A,дерзана,벌거벗은
590,traurig::A,самукъане воцу,슬픈
591,lebendig::A,дийна,살아있는
592,gut::A,дика,좋은
593,schlecht::A,вон,나쁜
594,richtig::A,нийса,바른
595,schlimm::A,вон,못된
596,wahr::A,бакъдолу,참된
597,alt::A,къена,늙은
598,neu::A,керла,새
599,ehemalig::A,хилла,전의
600,alt[Lebewesen]::A,къена,낡은
601,jung::A,къона,젊은
602,arm::A,къен,가난한
603,reich::A,хьоле,풍부한
604,bekannt::A,девзаш долу,저명한
605,berühmt::A,цӏеяхана,유명한
606,fremd::A,нехан,타처이
607,verschieden::A,тайп-тайпанара,따른
608,nah::A,гергара,가까운
609,fern::A,гена,먼
610,fern::A,генара,먼
611,linker::A,аьрру,왼쭉의
612,rechter::A,аьтту,오른쪽의
613,anderer::A,кхин,다른
614,erster::A,хьалхара,첫째
615,zweiter::A,шолгIа,둘째
616,dritter::A,кхоалгӏа,셋째
617,letzter::A,тӏаьххьара,의후자의
618,allein::ADV,цхьаъ,훌로
619,auf einmal::ADV,цу сохьтта,갑자기
620,zusammen::ADV,цхьана,모아서
621,lange::ADV,дукха,오래
622,plötzlich::ADV,цIеххьана,둘연한
623,sofort::ADV,цу сохьтта,즉시
624,später::ADV,тӏаьхьо,보다늦은
625,jetzt::ADV,хӏинца,목하
626,heute::ADV,тахана,오늘
627,morgen::ADV,кхана,내일
628,bald::ADV,кеста,곱
629,dann::ADV,тӏаккха,그경우에
630,gestern::ADV,селхана,어제
631,einst::ADV,цкъа,옛날에
632,damals::ADV,хӏетахьь,그때에
633,danach::ADV,тӏаккха,그 뒤에
634,vorher::ADV,хьалхa,미리
635,zuerst::ADV,хьалха,최초로
636,einmal::ADV,цкъа,한번
637,manchmal::ADV,цкъаццкъа,땓대로
638,oft::ADV,кест-кеста,땓대로
639,immer::ADV,даим,늘
640,niemals::ADV,цкъа а,결코...(하지)않다
641,hier::ADV,кхузахь,여기
642,hierhin::ADV,кхуза,여기로
643,von hier::ADV,кхузара,
644,dort::ADV,цигахь,거기
645,dorthin::ADV,цига,저기예
646,geradeaus::ADV,нийса дӏа,곧장
647,vorwärts::ADV,хьалха,앞으로
648,rückwärts::ADV,юха,뒤로
649,zurück::ADV,юха,제자리로
650,unten::ADV,лахахь,아래에
651,hinab::ADV,охьа,아래쪽으로
652,oben::ADV,лакхахь,위에
653,hinauf::ADV,хьала,위쪽으로
654,überall::ADV,массанхьа,도처에
655,nicht::ADV,ца,안
656,ein wenig::ADV,кӏеззиг,적음
657,kaum::ADV,халла,가의
658,sehr::ADV,вуно,자주
659,noch::ADV,кхин,아직
660,nur::ADV,бен ...ца,다만
661,schon::ADV,хӏинцале,이미
662,wieder::ADV,юха а,다시
663,vergebens::ADV,эрна,헛되이
664,vor::PRP,хьалха,앞에
665,hinter::PRP,тӏехьа,뒤에
666,unter::PRP,кIелахь,잍에
667,durch::PRP,чекх,통고하여
668,neben::PRP,юххе,와나란히
669,zwischen::PRP,юккъехь,의사이로
670,wegen::PRP,дуьхьа,때문에
671,dies::PRN,и,이
672,dies::PRN,иза,이
673,das::PRN,и,저
674,das::PRN,иза,저
675,alles::PRN,дерриг,모든것
676,ich::PRN,cо,나
677,du::PRN,хьо,너
678,er::PRN,и,그
679,er::PRN,иза,그
680,wir::PRN,тхо,우리
681,wir::PRN,вай,우리
682,ihr::PRN,шу,너희들
683,sie::PRN,уьш,그들
684,was::FPRN,хӏун,뭣
685,wer::FPRN,мила,누구
686,wo::FADV,мичaхь,어디
687,wohin::FADV,мича,어디로
688,wie::FADV,муха,어떻게
689,warum::FADV,хӏунда,왜
690,wieviel::FNUM,мел,얼마만큰
691,wieviel::FNUM,маса,얼마만큰
692,eins::NUM,цхьаъ,하나
693,zwei::NUM,шиъ,둘
694,drei::NUM,кхоъ,셋
695,vier::NUM,диъ,넷
696,fünf::NUM,пхиъ,다섯
697,sechs::NUM,ялх,여섯
698,sieben::NUM,ворхӏ,일곱
699,acht::NUM,бархӏ,여덟
700,neun::NUM,исс,아홉
701,zehn::NUM,итт,열
702,elf::NUM,цхьайтта,열하나
703,zwölf::NUM,шийтта,열둘
704,zwanzig::NUM,ткъа,스물
705,dreißig::NUM,ткъе итт,서름
706,vierzig::NUM,шовзткъа,마흔
707,fünfzig::NUM,шовзткъе итт,숸
708,sechzig::NUM,кхузткъа,에순
709,siebzig::NUM,кхузткъе итт,일흔
710,achtzig::NUM,дезткъа,여든
711,neunzig::NUM,дезткъе итт,아흔
712,hundert::NUM,бӏе,백
713,tausend::NUM,эзар,천
714,und::CNJ,a,와
715,oder::CNJ,я,아니면
716,stehen::V,латта,서다
717,sitzen::V,хиъна ӏан,앉다
718,liegen::V,ӏилла,눕다
719,hängen::V,кхаза,달다
720,werden::V,хила,되다
721,passieren::V,хила,지장옶다
722,beginnen::V,доло,시작되다
723,enden::V,дӏадерза,큳내다
724,wechseln::V,хийца,병경하다
725,aufgehen[Sonne]::V,кхета,뜨다
726,untergehen[Sonne]::V,чубуза,지다
727,scheinen[Sonne]::V,серло яла,빛나다
728,donnern::V,къекъа,천둥치다
729,wehen::V,хьекха,풀다
730,strömen::V,эха,흐르다
731,fließen::V,охьаэха,흐르다
732,sich drehen::V,хьийза,돌다
733,schwanken::V,леста,동요하다
734,schwingen::V,лесто,흔들다
735,fallen::V,охьакхета,떨어지다
736,brennen::V,дага,타다
737,rauchen::V,оза,김이나다
738,regnen::V,догlа догlу,비가오다
739,gefrieren::V,гӏоро,얼다
740,tauen::V,даша,녹다
741,schmelzen::V,лала,녹다
742,trocknen::V,дакъо,홈치다
743,sieden::V,кхехка,끓다
744,faulen::V,дахкадала,부패하다
745,verfaulen::V,дахкадала,썩다
746,reißen::V,хеда,지바찢다
747,versinken::V,хичудаха,가라앉다
748,vergehen::V,дlаэха,지나가다
749,erscheinen::V,схьадала,나타나다
750,erscheinen::V,ӏоттадала,나타나다
751,verschwinden::V,къайладала,사라지다
752,sinken::V,лахдала,가라앉다
753,zunehmen::V,лакхадала,증가하다
754,steigen::V,хьаладала,상승하다
755,wachsen::V,кхиа,생기하다
756,glänzen::V,лепа,뛰오나다
757,funkeln::V,къега,불티가잍어나다
758,lärmen::V,гӏовгӏаян,떠들다
759,läuten::V,детта,울시다
760,klingeln::V,дека,초닌총을울리다
761,klirren::V,дека,탁탁울리다
762,brausen::V,хьаьдда даха,쏴쏴소리내다
763,rauschen::V,леста,솨솨
764,klingen::V,дека,반향하다
765,bellen::V,лета,짖다
766,heulen::V,угӏа,포효하다
767,blasen::V,хӏуп баха,불다
768,pfeifen::V,шок етта,피리를불다
769,schreien::V,мохь бетта,절규하다
770,stöhnen::V,узарш дан,신음하다
771,zittern::V,дега,저뉼하다
772,leben::V,даха,살다
773,geboren werden::V,хила,태어난
774,atmen::V,садеӏа,숨쉬다
775,trinken::V,мала,마시다
776,essen::V,кхалла,먹다
777,schlucken::V,къурдбан,들이켜다
778,müde werden::V,кӏаддала,
779,einschlafen::V,наб кхета,잠들다
780,schlafen::V,вижа,자다
781,schlafen::V,наб ян,자다
782,schlafen::V,дижина хила,자다
783,aufwachen::V,самадала,눈트다
784,aufstehen::V,гӏатта,서다
785,sich erholen::V,садаӏа,회복하다
786,krank werden::V,цомгуш хила,
787,krank sein::V,цомгуш хила,
788,schmerzen::V,лаза,아프다
789,schmerzen::V,ӏийжа,아프다
790,husten::V,йовхарш етта,잔기침하다
791,genesen::V,тадала,낫다
792,sterben::V,дала,죽다
793,umkommen::V,хӏаллакхила,못쓰게되다
794,sich bewegen::V,лела,움직이다
795,sich rühren::V,меттахъхьен,움직이다
796,sich erheben::V,хьалагlатта,이러서다
797,sich setzen::V,хаа,앉히다
798,hinfallen::V,дожа,넘어지다
799,hinfallen::V,охьакхета,넘어지다
800,laufen::V,вада,걷다
801,laufen::V,хьада,걷다
802,schreiten::V,болар дан,보행하다
803,schreiten::V,ког баккха,보행하다
804,spazierengehen::V,доладала,산보하다
805,eilen::V,сихдала,서둘다
