,Concept_ID,cv,lv
106,Sehne::N,шӑнӑр,вез
107,Sehne::N,шӑнӑр,dzīsla
108,Knochen::N,шӑмӑ,лы
109,Knochen::N,шӑмӑ,kauls
110,Gehirn::N,миме,вем
111,Gehirn::N,миме,smadzenes
112,Herz::N,чӗре,сьӧлӧм
113,Herz::N,чӗре,sirds
114,Magen::N,хырӑмлӑх,кынӧм
115,Magen::N,хырӑмлӑх,kuņģis
116,Leber::N,пӗвер,мус
117,Leber::N,пӗвер,aknas
118,Atem::N,сывлав,лов
119,Atem::N,сывлав,elpa
120,Hunger::N,выҫлӑх,тшыг
121,Hunger::N,выҫлӑх,bads
122,Hunger::N,выҫлӑх,izsalkums
123,Träne::N,куҫҫуль,синва
124,Träne::N,куҫҫуль,asara
125,Geschmack::N,техӗм,кӧр
126,Geschmack::N,техӗм,чӧсмӧс
127,Geschmack::N,техӗм,garša
128,Geruch::N,шӑршӑ,зын
129,Geruch::N,шӑршӑ,дук
130,Geruch::N,шӑршӑ,smaka
131,Schlaf::N,ыйхӑ,узьӧм
132,Schlaf::N,ыйхӑ,miegs
133,Traum::N,тӗлӗк,вӧт
134,Traum::N,тӗлӗк,вӧтасьӧм
135,Traum::N,тӗлӗк,sapnis
136,Himmel::N,пӗлӗт,енэж
137,Himmel::N,пӗлӗт,debess
138,Sonne::N,хӗвел,шонді
139,Sonne::N,хӗвел,saule
140,Mond::N,уйӑх,тӧлысь
141,Mond::N,уйӑх,mēness
142,Stern::N,ҫӑлтӑр,кодзув
143,Stern::N,ҫӑлтӑр,zvaigzne
144,Luft::N,сывлӑш,сынӧд
145,Luft::N,сывлӑш,gaiss
146,Wind::N,ҫил,тӧв
147,Wind::N,ҫил,vējš
148,Welle::N,хум,гы
149,Welle::N,хум,vilnis
150,Wasser::N,шыв,ва
151,Wasser::N,шыв,ūdens
152,Wasser::N,шыв-шур,ва
153,Wasser::N,шыв-шур,ūdens
154,Stein::N,чул,из
155,Stein::N,чул,akmens
156,Boden::N,тӑпра,му
157,Boden::N,тӑпра,augsne
158,Erde::N,ҫӗр,му
159,Erde::N,ҫӗр,му-ва
160,Erde::N,ҫӗр,zeme
161,Staub::N,тусан,бус
162,Staub::N,тусан,putekļi
163,Rauch::N,тӗтӗм,тшын
164,Rauch::N,тӗтӗм,dūmi
165,Funke::N,хӗм,кинь
166,Funke::N,хӗм,би кинь
167,Funke::N,хӗм,dzirkstele
168,Feuer::N,вут,би
169,Feuer::N,вут,uguns
170,Feuer::N,ҫулӑм,би
171,Feuer::N,ҫулӑм,uguns
172,Licht::N,ҫутӑ,югӧр
173,Licht::N,ҫутӑ,gaisma
174,Schatten::N,сулхӑн,вуджӧр
175,Schatten::N,сулхӑн,ēna
176,Wetter::N,ҫанталӑк,поводдя
177,Wetter::N,ҫанталӑк,laiks
178,Nebel::N,тӗтре,ру
179,Nebel::N,тӗтре,онь
180,Nebel::N,тӗтре,migla
181,Wolke::N,пӗлӗт,кымӧр
182,Wolke::N,пӗлӗт,mākonis
183,Regen::N,ҫумӑр,зэр
184,Regen::N,ҫумӑр,lietus
185,Schnee::N,юр,лым
186,Schnee::N,юр,sniegs
187,Eis::N,пӑр,йи
188,Eis::N,пӑр,ledus
189,Frost::N,сивӗ,кӧдзыд
190,Frost::N,сивӗ,sals
191,Kälte::N,сивӗ,кӧдзыд
192,Kälte::N,сивӗ,saltums
193,Kälte::N,сивӗ,aukstums
194,Hitze::N,вӗри,пӧсь
195,Hitze::N,вӗри,гожӧд
196,Hitze::N,вӗри,karstums
197,Hitze::N,шӑрӑх,пӧсь
198,Hitze::N,шӑрӑх,гожӧд
199,Hitze::N,шӑрӑх,karstums
200,Raureif::N,пас,пуж
201,Raureif::N,пас,гыӧр
202,Raureif::N,пас,sarma
203,Regenbogen::N,асамат кӗперӗ,ӧшкамӧшка
204,Regenbogen::N,асамат кӗперӗ,varavīksne
205,Donner::N,аслати,гым
206,Donner::N,аслати,pērkons
207,Strömung::N,юхӑ,ва ныр
208,Strömung::N,юхӑ,визувтӧм
209,Strömung::N,юхӑ,straume
210,Strömung::N,юхӑ,strāvojums
211,Tropfen::N,тумлам,войт
212,Tropfen::N,тумлам,lāse
213,Schaum::N,кӑпӑк,быг
214,Schaum::N,кӑпӑк,быгзьӧм
215,Schaum::N,кӑпӑк,putas
216,Schmutz::N,пылчӑк,няйт
217,Schmutz::N,пылчӑк,dubļi
218,See::N,кӳлӗ,ты
219,See::N,кӳлӗ,ezers
220,Sumpf::N,шур,гыбад
221,Sumpf::N,шур,кад
222,Sumpf::N,шур,dumbrājs
223,Sumpf::N,шур,staignājs
224,Sumpf::N,шурлӑх,гыбад
225,Sumpf::N,шурлӑх,кад
226,Sumpf::N,шурлӑх,dumbrājs
227,Sumpf::N,шурлӑх,staignājs
228,Moor::N,торфлӑ шурлӑх,нюр
229,Moor::N,торфлӑ шурлӑх,purvs
230,Moor::N,торфлӑ шурлӑх,muklājs
231,Wiese::N,улӑх,видз
232,Wiese::N,улӑх,pļava
233,Wiese::N,ҫаран,видз
234,Wiese::N,ҫаран,pļava
235,Wald::N,вӑрман,вӧр
236,Wald::N,вӑрман,mežs
237,Hügel::N,сӑрт,дзиб
238,Hügel::N,сӑрт,мыльк
239,Hügel::N,сӑрт,нӧрыс
240,Hügel::N,сӑрт,paugurs
241,Hügel::N,тӗмеске,дзиб
242,Hügel::N,тӗмеске,мыльк
243,Hügel::N,тӗмеске,нӧрыс
244,Hügel::N,тӗмеске,paugurs
245,Anhöhe::N,сӑрт,мыльк
246,Anhöhe::N,сӑрт,нӧрыс
247,Anhöhe::N,сӑрт,paugurs
248,Berg::N,ту,чой
249,Berg::N,ту,керӧс
250,Berg::N,ту,kalns
251,Gipfel::N,тӳпе,чук
252,Gipfel::N,тӳпе,virsotne
253,Höhle::N,ҫӗр хӑвӑлӗ,рудӧг
254,Höhle::N,ҫӗр хӑвӑлӗ,ala
255,Abhang::N,тӑвайкки,ньывк
256,Abhang::N,тӑвайкки,бокша
257,Abhang::N,тӑвайкки,nogāze
258,Quelle::N,ҫӑл куҫ,ӧшмӧс
259,Quelle::N,ҫӑл куҫ,avots
260,Bach::N,пӗчӗк шыв,шор
261,Bach::N,пӗчӗк шыв,urga
262,Bach::N,пӗчӗк шыв,strauts
263,Fluss::N,юхан шыв,ю
264,Fluss::N,юхан шыв,upe
265,Ufer::N,ҫыран,вадор
266,Ufer::N,ҫыран,krasts
267,Küste::N,тинӗс ҫыранӗ,вадор
268,Küste::N,тинӗс ҫыранӗ,piekraste
269,Festland::N,тип ҫӗр,му
270,Festland::N,тип ҫӗр,sauszeme
271,Meer::N,тинӗс,саридз
272,Meer::N,тинӗс,jūra
273,Bucht::N,тинӗс кукӑрӗ,куръя
274,Bucht::N,тинӗс кукӑрӗ,līcis
275,Insel::N,утрав,ді
276,Insel::N,утрав,sala
277,Blume::N,чечек,дзоридз
278,Blume::N,чечек,puķe
279,Blume::N,чечек,zieds
280,Gras::N,курӑк,турун
281,Gras::N,курӑк,zāle
282,Wurzel::N,тымар,вуж
283,Wurzel::N,тымар,sakne
284,Baum::N,йывӑҫ,пу
285,Baum::N,йывӑҫ,koks
286,Stamm::N,вулӑ,пучер
287,Stamm::N,вулӑ,stumbrs
288,Rinde::N,хуйӑр,кырсь
289,Rinde::N,хуйӑр,miza
290,Ast::N,турат,ув
291,Ast::N,турат,zars
292,Zweig::N,турат,вож
293,Zweig::N,турат,nozare
294,Blatt::N,ҫулҫӑ,кор
295,Blatt::N,ҫулҫӑ,lapa
296,Birke::N,хурӑн,кыдз
297,Birke::N,хурӑн,bērzs
298,Kiefer[Baum]::N,хыр,пожӧм
299,Kiefer[Baum]::N,хыр,priede
300,Weide[Baum]::N,хӑва,бадь
301,Weide[Baum]::N,хӑва,kārkls
302,Tanne::N,чӑрӑш,коз
303,Tanne::N,чӑрӑш,egle
304,Horn::N,мӑйрака,сюр
305,Horn::N,мӑйрака,rags
306,Feder::N,тӗк,гӧн
307,Feder::N,тӗк,тывборд
308,Feder::N,тӗк,spalva
309,Fell::N,ҫӑм,ку
310,Fell::N,ҫӑм,āda
311,Flügel::N,ҫунат,борд
312,Flügel::N,ҫунат,spārns
313,Klaue::N,чӗрне,гыж
314,Klaue::N,чӗрне,nags
315,Kralle::N,ура,гыж
316,Kralle::N,ура,nags
317,Schwanz::N,хӳре,бӧж
318,Schwanz::N,хӳре,ļipa
319,Ei::N,ҫӑмарта,кольк
320,Ei::N,ҫӑмарта,ola
321,Nest::N,йӑва,поз
322,Nest::N,йӑва,ligzda
323,Bau::N,йӗнӗ,горс
324,Bau::N,йӗнӗ,пырмӧс
325,Bau::N,йӗнӗ,гу
326,Bau::N,йӗнӗ,ala
327,Tier::N,выльӑх,пемӧс
328,Tier::N,выльӑх,dzīvnieks
329,Herde::N,кӗтӳ,стада
330,Herde::N,кӗтӳ,кельӧб
331,Herde::N,кӗтӳ,ganāmpulks
332,Kuh::N,ӗне,мӧс
333,Kuh::N,ӗне,govs
334,Bulle::N,вӑкӑр,ӧш
335,Bulle::N,вӑкӑр,bullis
336,Pferd::N,лаша,вӧв
337,Pferd::N,лаша,zirgs
338,Schaf::N,сурӑх,ыж
339,Schaf::N,сурӑх,aita
340,Schwein::N,сысна,порсь
341,Schwein::N,сысна,cūka
342,Hund::N,йытӑ,пон
343,Hund::N,йытӑ,suns
344,Katze::N,кушак,кань
345,Katze::N,кушак,kaķis
346,Bär::N,упа,ош
347,Bär::N,упа,lācis
348,Eichhörnchen::N,пакша,ур
349,Eichhörnchen::N,пакша,vāvere
350,Elch::N,пӑши,йӧра
351,Elch::N,пӑши,alnis
352,Fuchs::N,тилӗ,руч
353,Fuchs::N,тилӗ,lapsa
354,Hase::N,куян,кӧч
355,Hase::N,куян,zaķis
356,Hase::N,мулкач,кӧч
357,Hase::N,мулкач,zaķis
358,Maus::N,шӑши,шыр
359,Maus::N,шӑши,pele
360,Wolf::N,кашкӑр,кӧин
361,Wolf::N,кашкӑр,vilks
362,Vogel::N,кайӑк,кай
363,Vogel::N,кайӑк,лэбач
364,Vogel::N,кайӑк,putns
365,Vogel::N,вӗҫен кайӑк,кай
366,Vogel::N,вӗҫен кайӑк,лэбач
367,Vogel::N,вӗҫен кайӑк,putns
368,Schwarm::N,ушкӑн,чукӧр
369,Schwarm::N,ушкӑн,spiets
370,Huhn::N,чӑх,курӧг
371,Huhn::N,чӑх,vista
372,Huhn::N,чӑхӑ,курӧг
373,Huhn::N,чӑхӑ,vista
374,Hahn::N,автан,петук
375,Hahn::N,автан,gailis
376,Gans::N,хур,дзодзӧг
377,Gans::N,хур,zoss
378,Adler::N,ӑмӑрт кайӑк,кутш
379,Adler::N,ӑмӑрт кайӑк,ērglis
380,Ente::N,кӑвакал,утка
381,Ente::N,кӑвакал,pīle
382,Eule::N,тӑмана,сюзь
383,Eule::N,тӑмана,pūce
384,Kranich::N,тӑрна,тури
385,Kranich::N,тӑрна,dzērve
386,Krähe::N,ула курак,рака
387,Krähe::N,ула курак,vārna
388,Kuckuck::N,куккук,кӧк
389,Kuckuck::N,куккук,dzeguze
390,Schwan::N,акӑш,юсь
391,Schwan::N,акӑш,gulbis
392,Fisch::N,пулӑ,чери
393,Fisch::N,пулӑ,zivs
394,Barsch::N,уланкӑ,ёкыш
395,Barsch::N,уланкӑ,asaris
396,Hecht::N,ҫӑрттан,сир
397,Hecht::N,ҫӑрттан,līdaka
398,Schlange[Tier]::N,ҫӗлен,кый
399,Schlange[Tier]::N,ҫӗлен,čūska
400,Wurm::N,ӑман,номыр
401,Wurm::N,ӑман,tārps
402,Spinne::N,эрешмен,черань
403,Spinne::N,эрешмен,zirneklis
404,Ameise::N,кӑткӑ,кодзувкот
405,Ameise::N,кӑткӑ,skudra
406,Laus::N,пыйтӑ,той
407,Laus::N,пыйтӑ,uts
408,Mücke::N,вӑрӑм туна,ном
409,Mücke::N,вӑрӑм туна,ods
410,Fliege::N,шӑна,гут
411,Fliege::N,шӑна,muša
412,Schmetterling::N,лӗпӗш,бобув
413,Schmetterling::N,лӗпӗш,tauriņš
414,Beere::N,ҫырла,тусь
415,Beere::N,ҫырла,вотӧс
416,Beere::N,ҫырла,oga
417,Apfel::N,улма,яблӧг
418,Apfel::N,улма,ābols
419,Apfel::N,пан улми,яблӧг
420,Apfel::N,пан улми,ābols
421,Pilz::N,кӑмпа,тшак
422,Pilz::N,кӑмпа,sēne
423,Zwiebel::N,сухан,луккок
424,Zwiebel::N,сухан,йӧнгыль
425,Zwiebel::N,сухан,sīpols
426,Saat::N,вӑрӑ,тусь
427,Saat::N,вӑрӑ,кӧйдыс
428,Saat::N,вӑрӑ,sēkla
429,Korn::N,тӗшӗ,тусь
430,Korn::N,тӗшӗ,grauds
431,Korn::N,пӗрчӗ,тусь
432,Korn::N,пӗрчӗ,grauds
433,Heu::N,утӑ,турун
434,Heu::N,утӑ,siens
435,Schale::N,хупӑ,кор
436,Schale::N,хупӑ,čaula
437,Schale::N,хупӑ,čaumala
438,Grube::N,шӑтӑк,гу
439,Grube::N,шӑтӑк,bedre
440,Falle::N,тапӑ,лэч
441,Falle::N,тапӑ,slazds
442,Falle::N,тапӑ,lamatas
443,Falle::N,капкӑн,лэч
444,Falle::N,капкӑн,slazds
445,Falle::N,капкӑн,lamatas
446,Schlinge::N,йӑлӑ,лэч
447,Schlinge::N,йӑлӑ,cilpa
448,Spur::N,йӗр,туй
449,Spur::N,йӗр,pēda
450,Asche::N,кӗл,пӧм
451,Asche::N,кӗл,pelni
452,Dreck::N,пылчӑк,няйт
453,Dreck::N,пылчӑк,dubļi
454,Eisen::N,тимӗр,кӧрт
455,Eisen::N,тимӗр,dzelzs
456,Gold::N,ылтӑн,зарни
457,Gold::N,ылтӑн,zelts
458,Silber::N,кӗмӗл,эзысь
459,Silber::N,кӗмӗл,sudrabs
460,Kohle::N,кӑмрӑк,шом
461,Kohle::N,кӑмрӑк,ogle
462,Glas::N,кӗленче,стеклӧ
463,Glas::N,кӗленче,stikls
464,Lehm::N,тӑм,сёй
465,Lehm::N,тӑм,māls
466,Sand::N,хӑйӑр,лыа
467,Sand::N,хӑйӑр,smiltis
468,Mensch::N,ҫын,морт
469,Mensch::N,ҫын,cilvēks
470,Mensch::N,этем,морт
471,Mensch::N,этем,cilvēks
472,Mann::N,ар,аймӧрт
473,Mann::N,ар,мужичӧй
474,Mann::N,ар,vīrietis
475,Frau::N,хӗрарӑм,ань
476,Frau::N,хӗрарӑм,нывбаба
477,Frau::N,хӗрарӑм,sieviete
478,Kind::N,ача,кага
479,Kind::N,ача,bērns
480,Junge::N,ача,пи
481,Junge::N,ача,zēns
482,Junge::N,ача,puika
483,Junge::N,ача,puisis
484,Junge::N,ар ҫын ача,пи
485,Junge::N,ар ҫын ача,zēns
486,Junge::N,ар ҫын ача,puika
487,Junge::N,ар ҫын ача,puisis
488,Mädchen::N,хӗр ача,ныв
489,Mädchen::N,хӗр ача,meiča
490,Mädchen::N,хӗр ача,skuķis
491,Mädchen::N,хӗр ача,meitene
492,Familie::N,ҫемье,семья
493,Familie::N,ҫемье,ģimene
494,Familie::N,кил-йыш,семья
495,Familie::N,кил-йыш,ģimene
496,Großvater::N,кукаҫи,пӧль
497,Großvater::N,кукаҫи,vecaistēvs
498,Großmutter::N,кукамай,баб
499,Großmutter::N,кукамай,vecāmāte
500,Eltern::N,аҫа-ама,ай-мам
501,Eltern::N,аҫа-ама,бать-мам
502,Eltern::N,аҫа-ама,vecāki
503,Vater::N,атте,бать
504,Vater::N,атте,ай
505,Vater::N,атте,tēvs
506,Mutter::N,анне,мам
507,Mutter::N,анне,māte
508,Sohn::N,ывӑл,пи
509,Sohn::N,ывӑл,dēls
510,Tochter::N,хӗр,ныв
511,Tochter::N,хӗр,meita
512,Bruder::N,ар тӑван,вок
513,Bruder::N,ар тӑван,brālis
514,Schwester::N,аппа,чой
515,Schwester::N,аппа,māsa
516,Schwester::N,йӑмӑк,чой
517,Schwester::N,йӑмӑк,māsa
518,Onkel::N,мучи,дядь
519,Onkel::N,мучи,tēvocis
520,Onkel::N,пичче,дядь
521,Onkel::N,пичче,tēvocis
522,Tante::N,аппа,тьӧт
523,Tante::N,аппа,tante
524,Ehemann::N,упӑшка,верӧс
525,Ehemann::N,упӑшка,vīrs
526,Ehefrau::N,арӑм,гӧтыр
527,Ehefrau::N,арӑм,sieva
528,Freude::N,савӑнӑҫ,радлун
529,Freude::N,савӑнӑҫ,prieks
530,Freude::N,хаваслӑх,радлун
531,Freude::N,хаваслӑх,prieks
532,Gelächter::N,кулӑ,серам
533,Gelächter::N,кулӑ,smiekli
534,Glück::N,телей,шуд
535,Glück::N,телей,laime
536,Glück::N,ӑраскал,шуд
537,Glück::N,ӑраскал,laime
538,Kummer::N,хурлӑх,шог
539,Kummer::N,хурлӑх,bēdas
540,Kummer::N,хурлӑх,raizes
541,Wunsch::N,ӗмӗт,кӧсйӧм
542,Wunsch::N,ӗмӗт,vēlme
543,Wunsch::N,ӗмӗт,vēlējums
544,Wunsch::N,кӑмӑл,кӧсйӧм
545,Wunsch::N,кӑмӑл,vēlme
546,Wunsch::N,кӑмӑл,vēlējums
547,Lust::N,кӑмӑл,кыскӧм
548,Lust::N,кӑмӑл,радейтӧм
549,Lust::N,кӑмӑл,kāre
550,Geist::N,чун-чӗм,лов
551,Geist::N,чун-чӗм,gars
552,Geist::N,ыр-усал,лов
553,Geist::N,ыр-усал,gars
554,Geist::N,чун хавалӗ,лов
555,Geist::N,чун хавалӗ,gars
556,Gedanke::N,шухӑш,мӧвп
557,Gedanke::N,шухӑш,doma
558,Gedächtnis::N,ас,паметь
559,Gedächtnis::N,ас,atmiņa
560,Verstand::N,ӑс,вежӧр
561,Verstand::N,ӑс,prāts
562,Verstand::N,ӑс-тӑн,вежӧр
563,Verstand::N,ӑс-тӑн,prāts
564,Verstand::N,ӑс-хакӑл,вежӧр
565,Verstand::N,ӑс-хакӑл,prāts
566,Sinn::N,тупсӑм,мог
567,Sinn::N,тупсӑм,вежӧртас
568,Sinn::N,тупсӑм,nozīme
569,Sinn::N,пӗлтерӗш,мог
570,Sinn::N,пӗлтерӗш,вежӧртас
571,Sinn::N,пӗлтерӗш,nozīme
572,Grund::N,сӑлтав,помка
573,Grund::N,сӑлтав,pamats
574,Grund::N,сӑлтав,iemesls
575,Wahrheit::N,чӑнлӑх,збыль
576,Wahrheit::N,чӑнлӑх,збыльтор
577,Wahrheit::N,чӑнлӑх,taisnība
578,Wahrheit::N,чӑнлӑх,patiesība
579,Gespräch::N,калаҫу,сёрни
580,Gespräch::N,калаҫу,saruna
581,Märchen::N,юмах,мойд
582,Märchen::N,юмах,pasaka
583,Erzählung::N,акалав,висьт
584,Erzählung::N,акалав,stāsts
585,Erzählung::N,акалав,nostāsts
586,Erzählung::N,каласа пани,висьт
587,Erzählung::N,каласа пани,stāsts
588,Erzählung::N,каласа пани,nostāsts
589,Nachricht::N,хыпар,юӧртӧм
590,Nachricht::N,хыпар,ziņa
591,Neuigkeit::N,ҫӗнӗ хыпар,выльтор
592,Neuigkeit::N,ҫӗнӗ хыпар,jaunums
593,Name::N,ят,ним
594,Name::N,ят,vārds
595,Rätsel::N,сутмалли юмах,нӧдкыв
596,Rätsel::N,сутмалли юмах,mīkla
597,Rede::N,сӑмах,сёрни
598,Rede::N,сӑмах,runa
599,Sprache::N,чӗлхе,кыв
600,Sprache::N,чӗлхе,valoda
601,Stimme::N,сасӑ,гӧлӧс
602,Stimme::N,сасӑ,вом шы
603,Stimme::N,сасӑ,balss
604,Wort::N,сӑмах,кыв
605,Wort::N,сӑмах,vārds
606,Zeichen::N,паллӑ,пас
607,Zeichen::N,паллӑ,zīme
608,Ruf::N,йыхрав,чукӧстчӧм
609,Ruf::N,йыхрав,корӧм
610,Ruf::N,йыхрав,sauciens
611,Ruf::N,чӗнӳ,чукӧстчӧм
612,Ruf::N,чӗнӳ,корӧм
613,Ruf::N,чӗнӳ,sauciens
614,Lärm::N,шав,шы
615,Lärm::N,шав,зык
616,Lärm::N,шав,зычитӧм
617,Lärm::N,шав,troksnis
618,Laut::N,сасӑ,шы
619,Laut::N,сасӑ,skaņa
620,Ton::N,сасӑ,шы
621,Ton::N,сасӑ,tonis
622,Lied::N,юрӑ,сьылан
623,Lied::N,юрӑ,сьыланкыв
624,Lied::N,юрӑ,dziesma
625,Ruhe::N,канӑҫлӑх,чӧв
626,Ruhe::N,канӑҫлӑх,miers
627,Ruhe::N,лӑпкӑлӑх,чӧв
628,Ruhe::N,лӑпкӑлӑх,miers
629,Leute::N,ҫамрӑксем,йӧз
630,Leute::N,ҫамрӑксем,войтыр
631,Leute::N,ҫамрӑксем,ļaudis
632,Leute::N,ҫамрӑксем,cilvēki
633,Leute::N,ҫамрӑк ҫынсем,йӧз
634,Leute::N,ҫамрӑк ҫынсем,войтыр
635,Leute::N,ҫамрӑк ҫынсем,ļaudis
636,Leute::N,ҫамрӑк ҫынсем,cilvēki
637,Volk::N,халӑх,йӧз
638,Volk::N,халӑх,войтыр
639,Volk::N,халӑх,tauta
640,Arbeit::N,ӗҫхӗл,удж
641,Arbeit::N,ӗҫхӗл,darbs
642,Arbeit::N,ӗҫлев,удж
643,Arbeit::N,ӗҫлев,darbs
644,Gast::N,хӑна,гӧсть
645,Gast::N,хӑна,viešņa
646,Gast::N,хӑна,ciemiņš
647,Geschenk::N,парне,козин
648,Geschenk::N,парне,dāvana
649,Geschenk::N,кучченеҫ,козин
650,Geschenk::N,кучченеҫ,dāvana
651,Spiel::N,вӑйӑ,ворсан
652,Spiel::N,вӑйӑ,rotaļa
653,Gesellschaft::N,общество,котыр
654,Gesellschaft::N,общество,biedrība
655,Gesellschaft::N,общество,kompānija
656,Hilfe::N,пулӑшу,отсӧг
657,Hilfe::N,пулӑшу,palīdzība
658,Freund::N,тус,ёрт
659,Freund::N,тус,draugs
660,Kamerad::N,юлташ,ёрт
661,Kamerad::N,юлташ,biedrs
662,Kamerad::N,тус,ёрт
663,Kamerad::N,тус,biedrs
664,Angelegenheit::N,ӗҫ,мог
665,Angelegenheit::N,ӗҫ,делӧ
666,Angelegenheit::N,ӗҫ,darīšana
667,Anzahl::N,йыш,лыд
668,Anzahl::N,йыш,тшӧт
669,Anzahl::N,йыш,skaits
670,Anzahl::N,йыш,daudzums
671,Anzahl::N,хисеп,лыд
672,Anzahl::N,хисеп,тшӧт
673,Anzahl::N,хисеп,skaits
674,Anzahl::N,хисеп,daudzums
675,Art::N,тӗс,сикас
676,Art::N,тӗс,suga
677,Art::N,тӗс,šķira
678,Stück::N,татӑк,тор
679,Stück::N,татӑк,gabals
680,Teil::N,пай,юкӧн
681,Teil::N,пай,daļa
682,Hälfte::N,ҫурӑ,пӧв
683,Hälfte::N,ҫурӑ,джын
684,Hälfte::N,ҫурӑ,puse
685,Kreis::N,ункӑ,кытш
686,Kreis::N,ункӑ,aplis
687,Kreis::N,ункӑ,riņķis
688,Kreis::N,ҫавракӑш,кытш
689,Kreis::N,ҫавракӑш,aplis
690,Kreis::N,ҫавракӑш,riņķis
691,Kreuz::N,хӗрес,перна
692,Kreuz::N,хӗрес,крест
693,Kreuz::N,хӗрес,krusts
694,Linie::N,йӗр,визь
695,Linie::N,йӗр,līnija
696,Strich::N,йӗр,визь
697,Strich::N,йӗр,svītra
698,Abstand::N,хушӑ,кост
699,Abstand::N,хушӑ,коласт
700,Abstand::N,хушӑ,atstarpe
701,Entfernung::N,хушӑ,ылна
702,Entfernung::N,хушӑ,attālums
703,Entfernung::N,хушӑ,atstatums
