,Concept_ID,bn,ja
171,Laus::N,উকুন,虱
172,Mücke::N,মশা,蚊
173,Fliege::N,মাছি,蝿
174,Schmetterling::N,প্রজাপতি,蝶
175,Beere::N,বেরি,漿果
176,Apfel::N,আপেল,林檎
177,Pilz::N,ছত্রক,茸
178,Zwiebel::N,পিয়াজ,玉葱
179,Saat::N,বীজ,種
180,Korn::N,শস্য,粒
181,Heu::N,খড়,干し草
182,Schale::N,খোসা,皮
183,Grube::N,গর্ত,穴
184,Falle::N,ফাঁদ,わな
185,Schlinge::N,পাশ,輪
186,Spur::N,চিহ্ন,跡
187,Asche::N,ভস্ম,灰
188,Dreck::N,ময়লা,泥
189,Eisen::N,লোহা,鉄
190,Gold::N,স্বর্ণ,金
191,Silber::N,রৌপ্য,銀
192,Kohle::N,অঙ্গার,炭
193,Glas::N,কাচ,ガラス
194,Lehm::N,মৃত্তিকা,ローム
195,Sand::N,বালি,砂
196,Mensch::N,নর,人
197,Mensch::N,মানুষ,人
198,Mann::N,মানুষ,男
199,Mann::N,মানুষ,男性
200,Frau::N,নারী,女
201,Frau::N,নারী,女性
202,Kind::N,বাচ্চা,子
203,Kind::N,বাচ্চা,子供
204,Junge::N,ছেলে,男の子
205,Mädchen::N,মেয়ে,女の子
206,Familie::N,পরিবার,家族
207,Großvater::N,মাতামহ,祖父
208,Großvater::N,মাতামহ,おじいさん
209,Großmutter::N,মাতামহী,祖母
210,Großmutter::N,মাতামহী,おばあさん
211,Eltern::N,মাতাপিতা,親
212,Eltern::N,মাতাপিতা,両親
213,Vater::N,পিতা,父
214,Vater::N,পিতা,お父さん
215,Mutter::N,মাতা,母
216,Mutter::N,মাতা,お母さん
217,Sohn::N,ছেলে,息子
218,Sohn::N,ছেলে,息子さん
219,Tochter::N,মেয়ে,娘
220,Tochter::N,মেয়ে,お嬢さん
221,Bruder::N,দাদা,弟
222,Schwester::N,বোন,妹
223,Schwester::N,দিদি,妹
224,Onkel::N,মামা,伯父
225,Onkel::N,মামা,伯父さん
226,Tante::N,মাসী,叔母
227,Tante::N,মাসী,叔母さん
228,Ehemann::N,স্বামী,夫
229,Ehemann::N,স্বামী,主人
230,Ehefrau::N,পত্নী,妻
231,Ehefrau::N,পত্নী,奥さん
232,Freude::N,উল্লাস,喜び
233,Gelächter::N,হাসি,笑い
234,Glück::N,সুখ,幸せ
235,Kummer::N,দুঃখ,悩み
236,Wunsch::N,আকাঙ্ক্ষা,希望
237,Lust::N,বাসনা,気
238,Geist::N,আত্না,精神
239,Gedanke::N,চিন্তা,考え
240,Gedächtnis::N,স্মরণশক্তি,記憶
241,Verstand::N,মন,理解力
242,Sinn::N,পদার্থ,意味
243,Grund::N,কারণ,理由
244,Wahrheit::N,সত্য,真実
245,Gespräch::N,কথাবার্তা,会話
246,Märchen::N,রূপকথা,童話
247,Erzählung::N,গল্প,物語
248,Nachricht::N,তথ্য,報告
249,Neuigkeit::N,খবরাখবর,ニュース
250,Name::N,নাম,名前
251,Rätsel::N,ধাঁধা,謎
252,Rede::N,বক্তৃতা,演説
253,Sprache::N,ভাষা,言語
254,Stimme::N,স্বর,声
255,Wort::N,শব্দ,言葉
256,Zeichen::N,প্রতীক,記号
257,Ruf::N,ডাক,呼び声
258,Lärm::N,হৈচৈ,騒音
259,Laut::N,ধ্বনি,音
260,Ton::N,স্বর,音
261,Lied::N,গান,歌
262,Ruhe::N,শান্তি,静けさ
263,Leute::N,প্রজাপুঞ্জ,人々
264,Volk::N,জাতি,民族
265,Arbeit::N,চাকরি,仕事
266,Gast::N,অতিথি,客
267,Geschenk::N,উপহার,贈り物
268,Spiel::N,খেলা,遊び
269,Gesellschaft::N,সঙ্গিগণ,社会
270,Hilfe::N,সাহায্য,援助
271,Freund::N,বন্ধু,友達
272,Kamerad::N,সঙ্গী,同志
273,Angelegenheit::N,বিষয়,件
274,Anzahl::N,পরিমাণ,数
275,Art::N,রকম,種類
276,Stück::N,টুকরো,部分
277,Teil::N,অংশ,部分
278,Hälfte::N,অর্ধেক,半分
279,Kreis::N,বৃত্ত,円
280,Kreuz::N,ক্রুশ,十字
281,Linie::N,রেখা,線
282,Strich::N,কষি,線
283,Abstand::N,ফাঁক,距離
284,Entfernung::N,ব্যবধান,距離
285,Gegend::N,ক্ষেত্র,辺
286,Gegend::N,ক্ষেত্র,地域
287,Platz::N,জায়গা,ゆとり
288,Ort::N,স্থান,所
289,Ort::N,স্থান,場所
290,Seite::N,পার্শ্ব,横
291,Mitte::N,মধ্য,真ん中
292,Gegenstand::N,জিনিস,物件
293,Sache::N,বস্তু,物
294,Rand::N,কানা,端
295,Kante::N,ধার,縁
296,Ecke::N,কোণ,角
297,Spitze::N,ডগা,先頭
298,Ende::N,প্রান্ত,端
299,Loch::N,গর্ত,穴
300,Winkel::N,কোণ,片隅
301,Muster::N,নমুন্,模様
302,Größe::N,আয়তন,大きさ
303,Länge::N,দৈর্ঘ্য,長さ
304,Höhe::N,উচ্চতা,高さ
305,Gewicht::N,ওজন,重さ
306,Menge::N,পরিমাণ,量
307,Haufen::N,পুঞ্জ,堆積
308,Reihe::N,শ্রেণী,並び
309,Boot::N,নৌকা,ボート
310,Ruder::N,দাঁড়,オール
311,Schlitten::N,স্নেজ্-গাড়ি,そり
312,Ski::N,শী,スキー
313,Lagerfeuer::N,অগ্নি,篝火
314,Last::N,বোঝা,荷物
315,Gang::N,হণ্টন,歩み
316,Schritt::N,পদ,歩
317,Norden::N,উত্তরদিক্,北
318,Süden::N,দক্ষিণদিক,南
319,Westen::N,পশ্চিমদিক্,西
320,Osten::N,পূর্বদিক,東
321,Holz::N,কাঠ,木
322,Holz::N,কাঠ,木材
323,Brett::N,তক্তা,板
324,Platte::N,ফলক,盤
325,Stütze::N,নাগদণ্ড,支柱
326,Stange::N,দণ্ড,棒
327,Stock::N,ছড়ি,杖
328,Stab::N,যষ্টি,棒
329,Rohr::N,নল,管
330,Haus::N,ঘর,家
331,Heim::N,বাসা,家
332,Ofen::N,স্টোভ্,ストーブ
333,Fußboden::N,গহতল,床
334,Tisch::N,মেজ,机
335,Tisch::N,টেবিল,机
336,Stuhl::N,চেয়ার,椅子
337,Stuhl::N,কেদারা,椅子
338,Wiege::N,দোলনা,揺籃
339,Bett::N,শয্যা,ベッド
340,Regal::N,তাক,棚
341,Kiste::N,বাক্স,箱
342,Fenster::N,জানালা,窓
343,Tür::N,দ্বার,戸
344,Tür::N,দ্বার,ドア
345,Tor::N,দ্বার,門
346,Zaun::N,বেড়া,垣根
347,Dach::N,ছাদ,屋根
348,Leiter::N,মই,梯子
349,Besen::N,গুল্মবিশেষ,ほうき
350,Spaten::N,কোদাল,スコップ
351,Schaufel::N,বেলচা,シャベル
352,Gabel::N,কাঁটা,フォーク
353,Löffel::N,চামচ,スプーン
354,Messer::N,ছুরি,ナイフ
355,Nagel::N,পেরেক,釘
356,Netz::N,জাল,網
357,Haken::N,কাচি,鉤
358,Haken::N,কাচি,フック
359,Griff::N,হাতল,取っ手
360,Schloss::N,তালা,錠
361,Bild::N,ছবি,絵
362,Bild::N,চিত্র,絵
363,Figur::N,আকার,像
364,Puppe::N,পুতুল,人形
365,Beutel::N,বটুয়া,袋
366,Bündel::N,আঁটি,束
367,Bündel::N,আঁটি,包み
368,Tasche::N,থলি,かばん
369,Eimer::N,বাল্তি,バケツ
370,Deckel::N,আবরণ,蓋
371,Geschirr::N,থালা-বাসন,食器
372,Sack::N,বস্তা,袋
373,Tasse::N,কাপ,カップ
374,Topf::N,পাত্র,鍋
375,Kessel::N,কেটলি,釜
376,Essen::N,আহার,食事
377,Nahrung::N,খাদ্য,食物
378,Speise::N,খাদ্য,料理
379,Fleisch::N,মাংস,肉
380,Getreide::N,শস্য,麦
381,Getreide::N,শস্য,穀物
382,Brei::N,মণ্ড,粥
383,Brot::N,রুটি,パン
384,Scheibe::N,ফালি,枚
385,Scheibe::N,ফালি,切れ
386,Fett::N,মেদ,脂肪
387,Butter::N,মাখন,バター
388,Öl::N,তৈল,油
389,Salz::N,নুন,塩
390,Suppe::N,শুরুয়া,スープ
391,Honig::N,মধু,蜂蜜
392,Milch::N,দুধ,牛乳
393,Tee::N,চা,茶
394,Tee::N,চা,お茶
395,Leder::N,পাকা চামড়া,革
396,Wolle::N,পশম,毛糸
397,Stoff::N,বস্ত্র,布
398,Nadel::N,সুচ,針
399,Faden::N,সূত্র,糸
400,Knopf::N,বোতাম,ボタン
401,Knoten::N,গিঁট,結び目
402,Farbe::N,রং,ペンキ
403,Kleidung::N,কাপড়,衣服
404,Hemd::N,শার্ট,シャツ
405,Kragen::N,গলবন্ধ,襟
406,Ärmel::N,আস্তিন্,袖
407,Hose::N,ট্রাউজার,ズボン
408,Gürtel::N,কটিবন্ধ,帯
409,Gürtel::N,কটিবন্ধ,ベルト
410,Mütze::N,টুপি,帽子
411,Schuh::N,জুতো,靴
412,Stiefel::N,বুট,ブーツ
413,Ring::N,আংটি,輪
414,Band::N,ফিতা,リボン
415,Kamm::N,চিরুনি,櫛
416,Spiegel::N,আয়না,鏡
417,Riemen::N,চাবুক,緒
418,Schnur::N,দড়ি,紐
419,Leine::N,শিকল,綱
420,Decke::N,কম্বল,掛け布団
421,Kissen::N,উপাধান,枕
422,Tuch::N,বস্ত্র,スカーフ
423,Handtuch::N,তোয়ালে,タオル
424,Kraft::N,জোর,力
425,Stärke::N,শক্তি,強さ
426,Gesundheit::N,স্বাস্থ্য,健康
427,Krankheit::N,অসুখ,病気
428,Krankheit::N,ব্যামো,病気
429,Schmerz::N,যন্ত্রণা,痛み
430,Wunde::N,ক্ষত,傷
431,Fieber::N,জ্বর,熱
432,Arznei::N,ঔষধ,薬
433,Brücke::N,সেতু,橋
434,Brunnen::N,কূপ,井戸
435,Weide::N,পশুচারণভূমি,牧場
436,Pfad::N,পথ,小路
437,Weg::N,পথ,道
438,Straße::N,রাস্তা,街道
439,Dorf::N,গ্রাম,村
440,Stadt::N,শহর,町
441,Stadt::N,শহর,都市
442,Brief::N,চিঠি,手紙
443,Buch::N,বই,本
444,Buchstabe::N,অক্ষর,文字
445,Zeitung::N,সংবাদপত্র,新聞
446,Leben::N,জীবন,生活
447,Tod::N,মৃত্যু,死
448,Grab::N,কবর,墓
449,Kirche::N,গির্জা,教会
450,Sünde::N,পাপ,罪
451,Gott::N,দেবতা,神
452,Arbeiter::N,শ্রমিক,労働者
453,Chef::N,নেতা,上司
454,Meister::N,ব্যক্তি,達人
455,Meister::N,ব্যক্তি,マイスター
456,Arzt::N,চিকিৎসক,医者
457,Lehrer::N,অধ্যাপক,先生
458,Geld::N,মুদ্রা,金
459,Geld::N,টাকাপয়সা,金
460,Geschäft::N,ব্যস্ততা,取り引き
461,Laden::N,দোকান,店
462,Preis::N,মূল্য,値段
463,Ware::N,পণ্যদ্রব্য,商品
464,Nutzen::N,সুবিধা,利益
465,Reichtum::N,ধনদৌলত,豊かさ
466,Welt::N,জগৎ,世界
467,Land::N,খেত,国
468,Staat::N,রাষ্ট্র,国家
469,König::N,রাজা,国王
470,Macht::N,প্রভাব,権力
471,Grenze::N,সীমা,国境
472,Krieg::N,যুদ্ধ,戦争
473,Feind::N,শত্রু,敵
474,Gewalt::N,জোর,暴力
475,Kampf::N,লড়াই,戦い
476,Bogen[Waffe]::N,ধনুক,弓
477,Pfeil::N,বাণ,矢
478,Gewehr::N,বন্দুক,銃
479,Fehler::N,ভুল,間違い
480,Lüge::N,মিথ্যা,嘘
481,Schaden::N,ক্ষতি,損害
482,Unglück::N,দুর্ভাগ্য,不幸
483,Schuld::N,অপরাধ,罪
484,Alter::N,আয়ু,年
485,Alter::N,আয়ু,年齢
486,Schluss::N,শেষ,終わり
487,Zeit::N,সময়,時
488,Zeit::N,সময়,時間
489,Tag::N,দিন,日
490,Morgen::N,সকাল,朝
491,Mittag::N,মধ্যাহু,昼
492,Abend::N,সন্ধ্যা,晩
493,Abend::N,সন্ধ্যা,夕方
494,Nacht::N,রাত্রি,夜
495,Woche::N,সপ্তাহ,週
496,Monat::N,মাস,月
497,Jahr::N,সৌরবর্ষ,年
498,Frühling::N,বসন্তকাল,春
499,Sommer::N,গ্রীষ্মকাল,夏
500,Herbst::N,শরংঋতু,秋
501,Winter::N,শীতকাল,冬
502,Januar::N,জানুয়ারী,一月
503,Februar::N,ফেব্রুয়ারী,二月
504,März::N,মার্চ,三月
505,April::N,এপ্রিল,四月
506,Mai::N,মে,五月
507,Juni::N,জুন,六月
508,Juli::N,জুলাই,七月
509,August::N,অগাস্ট,八月
510,September::N,সেপ্টেম্বর,九月
511,Oktober::N,অক্টোবর,十月
512,November::N,নভেম্বর,十一月
513,Dezember::N,ডিসেম্বর,十二月
514,Montag::N,সোমবার,月曜日
515,Dienstag::N,মঙ্গলবার,火曜日
516,Mittwoch::N,বুধবার,水曜日
517,Donnerstag::N,বৃহম্পতিবার,木曜日
518,Freitag::N,শুক্রবার,金曜日
519,Samstag::N,শনিবার,土曜日
520,Sonntag::N,রবিবার,日曜日
521,groß::A,বৃহৎ,大きい
522,klein::A,ছোট,小さい
523,lang::A,দীর্ঘ,長い
524,kurz::A,খর্ব,短い
525,kurz::A,হ্রস্ব,短い
526,breit::A,চওড়া,広い
527,schmal::A,সরু,狭い
528,dicht::A,ঘন,密な
529,dick[Gegenstand]::A,পুরু,厚い
530,dünn::A,কৃশ,薄い
531,fein::A,সূক্ষ্ম,細い
532,fest::A,দৃঢ়,硬い
533,flach::A,সমতল,平らな
534,glatt::A,মসৃণ,滑らかな
535,hart::A,শক্ত,堅い
536,weich::A,নরম,柔らかい
537,rund::A,গোলাকার,丸い
538,spitz::A,তীক্ষ্ন,尖った
539,scharf::A,শাণিত,鋭い
540,stumpf::A,ভোঁতা,鈍い
541,schwer::A,ভারী,重い
542,schön::A,সুন্দর,綺麗な
543,heiß::A,গরম,熱い
544,warm::A,ঈষদুষ্ণ,温かい
545,kalt::A,ঠাণ্ডা,寒い
546,kalt::A,ঠাণ্ডা,冷たい
547,kühl::A,শীতল,涼しい
548,frisch::A,তাজা,ひんやりした
549,feucht::A,ভিজা,湿った
550,nass::A,ভিজা,濡れた
551,trocken::A,শুষ্ক,乾いた
552,voll::A,পূর্ণ,いっぱいの
553,leer::A,খালি,空の
554,offen::A,খোলা,開いた
555,geschlossen::A,বন্ধ,閉まった
556,sauber::A,নির্মল,清潔な
557,schmutzig::A,নোংরা,汚い
558,roh::A,কাঁচা,生の
559,reif::A,পাকা,熟した
560,lecker::A,সুস্বাদ,美味しい
561,süß::A,মিষ্ট,甘い
562,bitter::A,তিক্ত,苦い
563,sauer::A,টক,酸っぱい
564,hell::A,উজ্জ্বল,明るい
565,dunkel::A,অন্ধকারময়,暗い
566,schwarz::A,কালো,黒い
567,weiß::A,সাদা,白い
568,rot::A,লাল,赤い
569,gelb::A,হলদে,黄色い
570,blau::A,নীল,青い
571,grün::A,সবুজ,緑の
572,grau::A,ছাই-রঙা,灰色の
573,bunt::A,রঙিন,色取り取りの
574,billig::A,সস্তা,安い
575,teuer::A,আক্রা,高い
576,wertvoll::A,মহার্ঘ,貴重な
577,blind::A,কানা,盲目の
578,taub::A,বধির,耳が聞こえない
579,kräftig::A,বিশাল,強力な
580,stark::A,শক্তিশালী,強い
581,schwach::A,দুর্বল,弱い
582,fett::A,মোটা,太った
583,schlank::A,কৃশ,ほっそりした
584,hübsch::A,সুন্দর,素敵な
585,böse::A,খারাপ,悪い
586,dumm::A,মূর্খ,馬鹿な
587,faul::A,শ্রমবিমুখ,怠惰な
588,fleißig::A,পরিশ্রমী,勤勉な
589,geizig::A,ব্যয়কুণ্ঠ,けちな
590,klug::A,দক্ষ,賢い
591,klug::A,দক্ষ,頭のいい
592,geschickt::A,পটু,器用な
593,lieb::A,প্রেয়,愛らしい
594,lustig::A,প্রফুল্ল,楽しい
595,sanft::A,নম্র,温和な
596,hungrig::A,ক্ষুধার্ত,空腹の
597,krank::A,অসুস্থ,病気の
598,nackt::A,উলঙ্গ,裸の
599,traurig::A,দুঃখিত,悲しい
600,lebendig::A,জীবিত,生きた
601,gut::A,ভালো,良い
602,schlecht::A,মন্দ,悪い
603,schlecht::A,মন্দ,駄目な
604,richtig::A,ঠিক,正しい
605,schlimm::A,কদর্য,ひどい
606,wahr::A,বাস্তব,本当の
607,alt::A,পুরাতন,古い
608,neu::A,নব,新しい
609,neu::A,নূতন,新しい
610,ehemalig::A,পূর্বকালীন,以前の
611,alt[Lebewesen]::A,বৃদ্ধ,年を取った
612,jung::A,তরুণ,若い
613,arm::A,ক্ষুদ্র,貧乏な
614,reich::A,ধনবান্,裕福な
615,bekannt::A,সুপরিচিত,有名な
616,berühmt::A,বিখ্যাত,有名な
617,fremd::A,বিদেশি,見知らぬ
618,verschieden::A,বিসদৃশ,色々な
619,nah::A,নিকটবতী,近い
620,fern::A,দুরবতী,遠い
621,linker::A,বাম,左の
622,rechter::A,ডান,右の
623,rechter::A,ডাইন,右の
624,anderer::A,অন্যতর,別の
625,erster::A,প্রথম,一番目
626,zweiter::A,দ্বিতীয়,二番目
627,dritter::A,তৃতীয়,三番目
628,letzter::A,সর্বশেষ,最後の
629,allein::ADV,একক,一人で
630,auf einmal::ADV,জলদি,同時に
631,zusammen::ADV,একসঙ্গে,一緒に
632,lange::ADV,লম্বা,長い間
633,plötzlich::ADV,হঠাৎ,急に
634,sofort::ADV,মুহ্ণর্তমধ্যে,すぐに
635,später::ADV,পশ্চাতে,後で
636,jetzt::ADV,এখন,今
637,heute::ADV,আজ,今日
638,morgen::ADV,আগামিকাল,明日
639,bald::ADV,অস্পকালমধ্যে,間もなく
640,dann::ADV,তখন,それから
641,gestern::ADV,গতকাল,昨日
642,einst::ADV,একবার মাত্র,過去に
643,damals::ADV,তখন,あの時
644,danach::ADV,পরে,その後で
645,vorher::ADV,আগে,以前に
646,zuerst::ADV,আগে,まず
647,zuerst::ADV,আগে,最初に
648,einmal::ADV,একবার,一回
649,manchmal::ADV,কখনও কখনও,時々
650,oft::ADV,ঘনঘন,よく
651,immer::ADV,সর্বদা,いつも
652,niemals::ADV,কখলও নহে,一度も...ない
653,hier::ADV,এখানে,こちら
654,hierhin::ADV,এখানে,ここへ
655,hierhin::ADV,এখানে,こちらへ
656,von hier::ADV,ত্রই স্তান হইতে,ここから
657,dort::ADV,ওখানে,そちら
658,dorthin::ADV,ওখানে,そこへ
659,dorthin::ADV,ওখানে,そちらへ
660,geradeaus::ADV,অগ্রগামী,真っ直ぐに
661,vorwärts::ADV,সন্মুখিকে,前へ
662,rückwärts::ADV,খিরিয়া,後ろへ
663,zurück::ADV,পিঠ,後ろへ
664,unten::ADV,নীচে,下に
665,hinab::ADV,নিম্নগামী,下へ
666,oben::ADV,উপরে,上に
667,hinauf::ADV,উচ্চতর অংশে,上へ
668,überall::ADV,সর্বত্র,どこでも
669,nicht::ADV,না,ない
670,ein wenig::ADV,অল্প,少し
671,ein wenig::ADV,অল্প,ちょっと
672,kaum::ADV,কষ্টসহকাবে,ほとんど～ない
673,sehr::ADV,খুব,とても
674,so::ADV,তত,こう
675,noch::ADV,এখন পর্যস্ত,まだ
676,nur::ADV,শুধু,～だけ
677,schon::ADV,ইতঃপুর্বে,もう
678,wieder::ADV,আবার,再び
679,vergebens::ADV,বিফলে,無駄に
680,vor::PRP,সম্মুখে,前に
681,hinter::PRP,পশ্চাতে,後ろに
682,unter::PRP,নীচে,下に
683,durch::PRP,দ্বারা,通して
684,neben::PRP,কাছে,横に
685,zwischen::PRP,মধ্যে,間に
686,wegen::PRP,জন্য,為に
687,wegen::PRP,জন্য,せいで
688,dies::PRN,এটা,これ
689,das::PRN,ওটা,それ
690,alles::PRN,সব,全部
691,ich::PRN,আমি,私
692,du::PRN,তুমি,あなた
693,er::PRN,উনি,彼
694,wir::PRN,আমরা,私達
695,ihr::PRN,তোমরা,あなた達
696,sie::PRN,তারা,彼ら
697,was::FPRN,কি,何
698,wer::FPRN,কে,誰
699,wer::FPRN,কে,どなた
700,wo::FADV,কোথায়,どこ
701,wo::FADV,কোথায়,どこに
702,wohin::FADV,কোথায়,どこへ
703,wie::FADV,কেমন,どう
704,warum::FADV,কেন,何故
705,warum::FADV,কেন,どうして
706,wieviel::FNUM,কত,どのくらい
707,eins::NUM,অক,一
708,zwei::NUM,দুই,二
709,zwei::NUM,দুই,二つ
710,drei::NUM,তিন,三
711,drei::NUM,তিন,三つ
712,vier::NUM,চার,四
713,vier::NUM,চার,四つ
714,fünf::NUM,পাঁচ,五
715,fünf::NUM,পাঁচ,五つ
716,sechs::NUM,ছয়,六
717,sechs::NUM,ছয়,六つ
718,sieben::NUM,সাত,七
719,sieben::NUM,সাত,七つ
720,acht::NUM,আট,八
721,acht::NUM,আট,八つ
722,neun::NUM,নয়,九
723,neun::NUM,নয়,九つ
724,zehn::NUM,দশ,十
725,elf::NUM,এগারো,十一
726,zwölf::NUM,দ্বাদশ,十二
727,zwanzig::NUM,বিশ,二十
728,dreißig::NUM,ত্রিশ,三十
729,vierzig::NUM,চল্লিশ,四十
730,fünfzig::NUM,পঞ্চাশ,五十
731,sechzig::NUM,ষাট,六十
732,siebzig::NUM,সত্তর,七十
733,achtzig::NUM,আশি,八十
734,neunzig::NUM,নব্বুই,九十
735,hundert::NUM,শত,百
736,tausend::NUM,হাজার,千
737,und::CNJ,আর,-と
