,Concept_ID,ps,mdf
286,Gedanke::N,فکر,мяль
287,Gedächtnis::N,یاد,прявий
288,Gedächtnis::N,حافظه,прявий
289,Verstand::N,عقل,прявий
290,Verstand::N,شعور,прявий
291,Sinn::N,معنی,ён
292,Grund::N,علت,туфта́л
293,Grund::N,اساس,туфта́л
294,Wahrheit::N,حقیقت,ви́де
295,Wahrheit::N,حقیقت,видеши́
296,Gespräch::N,مرکه,корхтама
297,Gespräch::N,خبرې اترې,корхтама
298,Märchen::N,افسانه,ёфкс
299,Erzählung::N,قصه,азкс
300,Erzählung::N,کیسه,азкс
301,Nachricht::N,خبر,куля́
302,Neuigkeit::N,نوی خبر,куля́
303,Name::N,نوم,лем
304,Rätsel::N,کیسۍ,со́дама ёфкс
305,Rätsel::N,چیستان,со́дама ёфкс
306,Rede::N,وینا,вал
307,Rede::N,وینا,корхтама
308,Sprache::N,ژبه,кяль
309,Stimme::N,غږ,вайгяль
310,Stimme::N,اواز,вайгяль
311,Wort::N,لغت,вал
312,Wort::N,کلمه,вал
313,Zeichen::N,نښه,тя́ште
314,Zeichen::N,نښه,тя́штькс
315,Zeichen::N,اشاره,тя́ште
316,Zeichen::N,اشاره,тя́штькс
317,Ruf::N,ږغ,тердема
318,Ruf::N,بلنه,тердема
319,Lärm::N,غالمغال,гайф
320,Lärm::N,غالمغال,жалакодома
321,Laut::N,ږغ,вайгяль
322,Ton::N,اواز,вайгяль
323,Lied::N,غزله,мора
324,Lied::N,سندره,мора
325,Ruhe::N,ارامي,сетьме
326,Leute::N,خلک,ломатть
327,Volk::N,ولس,наро́д
328,Arbeit::N,کار,тев
329,Gast::N,مېلمه,и́нжи
330,Gast::N,مېلمه,ко́нак
331,Geschenk::N,تحفه,казне
332,Geschenk::N,سوغات,казне
333,Spiel::N,لوبه,налхкома
334,Spiel::N,لوبه,налхксема
335,Gesellschaft::N,ډله,кружок
336,Hilfe::N,کومک,лездома
337,Hilfe::N,مرسته,лездома
338,Freund::N,ملګری,я́лга
339,Kamerad::N,انډيوال,я́лга
340,Angelegenheit::N,موضوع,тев
341,Anzahl::N,شمېر,лувкс
342,Anzahl::N,تعداد,лувкс
343,Art::N,ډول,вид
344,Stück::N,ټوټه,пакш
345,Teil::N,برخه,часть
346,Teil::N,برخه,пялькс
347,Hälfte::N,نیم,пяле
348,Kreis::N,دایره,шаркс
349,Kreuz::N,صلیب,крёз
350,Linie::N,خط,межа
351,Linie::N,خط,китькс
352,Linie::N,لیکه,межа
353,Linie::N,لیکه,китькс
354,Strich::N,کرښه,межа
355,Abstand::N,فاصله,ётка
356,Entfernung::N,واټن,ётка
357,Gegend::N,سیمه,ва́ста
358,Gegend::N,سیمه,перьфпя́ль
359,Gegend::N,منطقه,ва́ста
360,Gegend::N,منطقه,перьфпя́ль
361,Platz::N,ځای,ва́ста
362,Ort::N,ځای,ва́ста
363,Seite::N,مخ,пяле
364,Seite::N,اړخ,пяле
365,Mitte::N,وسط,кучка́
366,Mitte::N,مینځ,кучка́
367,Gegenstand::N,شی,веща
368,Sache::N,شی,тев
369,Sache::N,شی,веща
370,Sache::N,څيز,тев
371,Sache::N,څيز,веща
372,Rand::N,څنډه,пе
373,Rand::N,کناره,пе
374,Kante::N,اړخ,и́рдез
375,Ecke::N,ګوټ,ужа
376,Spitze::N,څوکه,пря
377,Ende::N,څوکه,пе
378,Loch::N,سوری,варя
379,Winkel::N,کنج,ужа
380,Winkel::N,کوتی,ужа
381,Muster::N,نمونه,сёрма
382,Größe::N,قد,серь
383,Größe::N,لويوالی,серь
384,Länge::N,طول,кува́лма
385,Länge::N,اوږد والی,кува́лма
386,Höhe::N,جګوالی,серь
387,Gewicht::N,وزن,сталма
388,Menge::N,اندازه,лувкс
389,Haufen::N,کوټه,мар
390,Reihe::N,صف,ряд
391,Reihe::N,کتار,ряд
392,Boot::N,قايق,венеж
393,Ruder::N,چپه,миле
394,Schlitten::N,ښویېدونی,ну́рда
395,Ski::N,سکي,сокс
396,Lagerfeuer::N,اور,то́лмар
397,Last::N,بار,канкс
398,Last::N,بار,сталма
399,Last::N,پېټی,канкс
400,Last::N,پېټی,сталма
401,Gang::N,تګ,молема
402,Schritt::N,ګام,аськолкс
403,Norden::N,شمال,якшама шире
404,Süden::N,سوېل,ля́мбе ши́ре
405,Westen::N,لوېدېځ,ши валгома шире
406,Osten::N,شرق,шинь стяма шире
407,Osten::N,ختیځ,шинь стяма шире
408,Holz::N,لرګی,вирь
409,Holz::N,لرګی,шуфта
410,Brett::N,تخته,лавця
411,Platte::N,تخته,плита́
412,Stütze::N,تکیوان,неже
413,Stange::N,ډاګه,олга
414,Stock::N,لرګی,байдек
415,Stab::N,چيخله,олгоня
416,Rohr::N,نل,турама
417,Haus::N,کور,куд
418,Heim::N,کور,куд
419,Ofen::N,تودنۍ,пянакуд
420,Fußboden::N,غولی,кия́кс
421,Tisch::N,مېز,шра
422,Tisch::N,مېز,моркш
423,Stuhl::N,چوکۍ,стул
424,Wiege::N,زانګو,нюря́м
425,Bett::N,کټ,ацам
426,Bett::N,چپرکټ,ацам
427,Regal::N,تاخچۍ,лавцяланга
428,Kiste::N,صندوق,парга
429,Fenster::N,کړکۍ,валмья
430,Tür::N,دروازه,кенкш
431,Tor::N,دروازه,ортат
432,Zaun::N,کټاره,перяфкс
433,Dach::N,بام,кудпря
434,Leiter::N,زينه,куцема
435,Besen::N,جارو,тяльме
436,Spaten::N,یوم,ка́йме
437,Schaufel::N,بېلچه,ко́поня
438,Schaufel::N,بېلچه,ця́рдом
439,Gabel::N,پنجه,ця́нгоня
440,Löffel::N,کاشوغه,куцю
441,Messer::N,چاقو,пеель
442,Nagel::N,ميخ,эска
443,Netz::N,جال,
444,Haken::N,څنګک,кя́чказ
445,Griff::N,لاستی,недь
446,Griff::N,لاستی,кунда́мка
447,Schloss::N,کلپ,замо́к
448,Bild::N,رسم,карти́на
449,Figur::N,قدوقامت,ронга-понда
450,Puppe::N,ګوډۍ,ня́ка
451,Beutel::N,کڅوړه,кяскав
452,Bündel::N,دسته,кярьме
453,Tasche::N,بکس,кошяльня
454,Tasche::N,توبره,кошяльня
455,Eimer::N,سطل,ве́дарка
456,Deckel::N,سرپوښ,тавадкс
457,Deckel::N,سرپوښ,вельхкс
458,Geschirr::N,لوښی,кядьге
459,Sack::N,جوال,кяскав
460,Tasse::N,پیاله,ша́ваня
461,Topf::N,دېګی,кавозь
462,Kessel::N,دېګ,сргавозь
463,Essen::N,خوراک,ярхцама
464,Nahrung::N,خوراک,ярхцампяль
465,Speise::N,خواړه,ярхцама
466,Fleisch::N,غوښه,пал
467,Fleisch::N,غوښه,сиволь
468,Getreide::N,غله,сёра
469,Brei::N,اوګره,ям
470,Brot::N,ډوډۍ,кши
471,Scheibe::N,مړۍ,кочам
472,Fett::N,غوړي,куя́
473,Butter::N,کوچ,вай
474,Öl::N,تېل,вай
475,Salz::N,مالګه,сал
476,Suppe::N,شوربا,шонгарям
477,Suppe::N,شوربا,коршампяль
478,Honig::N,شات,медь
479,Milch::N,شوده,лофца
480,Tee::N,چای,чай
481,Leder::N,څرمن,кедь
482,Wolle::N,پشم,пона
483,Stoff::N,ټوټه,котф
484,Nadel::N,ستن,салмокс
485,Faden::N,تار,сюре
486,Knopf::N,تڼۍ,пуня
487,Knopf::N,تکمه,пуня
488,Knoten::N,غوټه,сюлма
489,Farbe::N,رنګ,архтомбяль
490,Kleidung::N,کالي,щам
491,Hemd::N,کميس,па́нар
492,Kragen::N,غاړه,сиве
493,Ärmel::N,لستوڼی,ожа
494,Hose::N,پطلون,понкст
495,Gürtel::N,کمربند,каркс
496,Mütze::N,خولۍ,вазь
497,Schuh::N,بوټ,башма́к
498,Stiefel::N,موزه,кя́ме
499,Ring::N,ګوته,суркс
500,Band::N,فيته,керькс
501,Band::N,فيته,лента
502,Kamm::N,ګمنځ,сюрьхцем
503,Spiegel::N,ایینه,ванома
504,Spiegel::N,هنداره,ванома
505,Riemen::N,تسمه,шнань каркс
506,Schnur::N,مزی,пикс
507,Schnur::N,مزی,карькскя
508,Leine::N,رسۍ,вядьме
509,Decke::N,بړستن,вельхкс
510,Kissen::N,بالښت,тоду
511,Tuch::N,ټیکری,руця́
512,Handtuch::N,دسمال,на́рдама
513,Kraft::N,زور,вий
514,Kraft::N,توان,вий
515,Stärke::N,قوت,вииши
516,Gesundheit::N,صحت,шумбраши́
517,Gesundheit::N,روغتیا,шумбраши́
518,Krankheit::N,مرض,урма́
519,Krankheit::N,مرض,сярядема
520,Krankheit::N,ناروغي,урма́
521,Krankheit::N,ناروغي,сярядема
522,Schmerz::N,درد,маряма
523,Wunde::N,ټپ,керф
524,Wunde::N,زخم,керф
525,Fieber::N,تبه,маштыкс
526,Arznei::N,دوا,надо́бья
527,Arznei::N,دوا,пъчка́фтома
528,Arznei::N,دارو,надо́бья
529,Arznei::N,دارو,пъчка́фтома
530,Brücke::N,پول,седь
531,Brunnen::N,څاه,эши
532,Brunnen::N,کوهی,эши
533,Weide::N,وله,ванома васта
534,Pfad::N,تړه,ян
535,Pfad::N,تړه,киня́
536,Weg::N,لیار,ки
537,Straße::N,سړک,ки
538,Dorf::N,کلی,веле
539,Stadt::N,ښار,ош
540,Brief::N,لیک,сёрма
541,Brief::N,مکتوب,сёрма
542,Buch::N,کتاب,книга
543,Buchstabe::N,حرف,бу́ква
544,Buchstabe::N,توری,бу́ква
545,Zeitung::N,اخبار,газе́та
546,Leben::N,ژوند,эряф
547,Leben::N,ژوند,эряма
548,Tod::N,مرګ,кулома́
549,Tod::N,مړینه,кулома́
550,Grab::N,قبر,калма
551,Grab::N,ډورۍ,калма
552,Kirche::N,کلیسا,це́рькав
553,Sünde::N,ګناه,пежеть
554,Sünde::N,ګناه,муворкс
555,Gott::N,خدای,шкай
556,Arbeiter::N,کاریګر,трудендай
557,Arbeiter::N,کاریګر,работник
558,Chef::N,آمر,азор
559,Chef::N,آمر,оцюня
560,Meister::N,استاد,мастяр
561,Arzt::N,طبیب,врач
562,Arzt::N,طبیب,доктор
563,Arzt::N,ډاکټر,врач
564,Arzt::N,ډاکټر,доктор
565,Lehrer::N,معلم,учи́тель
566,Lehrer::N,ښوونکی,учи́тель
567,Geld::N,پیسې,ярмакт
568,Geschäft::N,سوداګري,ладяфкс
569,Geschäft::N,سوداګري,ладяф тев
570,Laden::N,دکان,ла́вка
571,Laden::N,مغازه,ла́вка
572,Preis::N,بیه,питне
573,Ware::N,مال,миф
574,Ware::N,مال,ра́маф
575,Nutzen::N,ګټه,пара
576,Nutzen::N,ګټه,лезкс
577,Reichtum::N,شتمني,ко́зяши
578,Welt::N,نړۍ,свет
579,Welt::N,دنیا,свет
580,Land::N,هېواد,мастор
581,Staat::N,دولت,государства
582,König::N,باچا,король
583,König::N,پادشاه,король
584,Macht::N,قدرت,азорондама
585,Macht::N,قدرت,азорксши
586,Grenze::N,حد,ёткаян
587,Grenze::N,سرحد,ёткаян
588,Krieg::N,جګړه,война́
589,Feind::N,دښمن,душман
590,Feind::N,دښمن,каршек тюри
591,Gewalt::N,زور,наругама
592,Gewalt::N,تشدد,наругама
593,Kampf::N,جنګ,тюрема́
594,Kampf::N,مبارزه,тюрема́
595,Bogen[Waffe]::N,لیندۍ,нал
596,Pfeil::N,غشی,нал
597,Gewehr::N,ټوپک,винто́вка
598,Fehler::N,خطا,эльбядькс
599,Fehler::N,غلطي,эльбядькс
600,Lüge::N,دروغ,васькафнема
601,Schaden::N,زیان,зия́н
602,Schaden::N,تاوان,зия́н
603,Unglück::N,بدبختي,зия́н
604,Schuld::N,ګناه,муворши
605,Alter::N,منګ,эряф кизот
606,Alter::N,منګ,эряфонь пинге
607,Schluss::N,اخر,пе
608,Zeit::N,وخت,пинге
609,Tag::N,ورځ,ши
610,Morgen::N,سبا,шобдава
611,Morgen::N,سهار,шобдава
612,Mittag::N,غرمه,шикучка
613,Abend::N,ماښام,иля́дь
614,Nacht::N,شپه,ве
615,Woche::N,اونۍ,недя́ля
616,Monat::N,مياشت,ков
617,Jahr::N,کال,киза
618,Frühling::N,پسرلی,тунда́
619,Sommer::N,دوبی,киза
620,Herbst::N,منی,сёксе
621,Herbst::N,خزان,сёксе
622,Winter::N,ژمی,тяла
623,Januar::N,جنوري,кельмеков
624,Februar::N,فبروري,уфайков
625,März::N,مارچ,марайков
626,April::N,اپریل,шудиков
627,Mai::N,مې,панжиков
628,Juni::N,جون,лямбеков
629,Juli::N,جولای,псиков
630,August::N,اګست,сёроньков
631,September::N,سپټامبر,тюжягов
632,Oktober::N,اکتوبر,кельмазаков
633,November::N,نومبر,эйндамков
634,Dezember::N,دسمبر,кучкаков
635,Montag::N,دوشنبه,одговши
636,Dienstag::N,سه شنبه,ша́вши
637,Mittwoch::N,چارشنبه,вержи
638,Donnerstag::N,پنجشنبه,шува́ланя
639,Freitag::N,جمعه,пя́денця
640,Samstag::N,خالي,ёткши
641,Sonntag::N,یکشنبه,таргоши
642,groß::A,لوی,оцю
643,klein::A,وړوکی,ёмла
644,lang::A,اوړد,кува́ка
645,kurz::A,لنډ,нюрьхкя́ня
646,breit::A,پراخه,кели
647,schmal::A,تنګ,тяйня
648,dicht::A,ګڼ,сиде
649,dicht::A,ګڼ,туста
650,dick[Gegenstand]::A,پنډ,эчке
651,dünn::A,نری,шува́ня
652,fein::A,نازک,шува́ня
653,fest::A,کلک,кеме
654,fest::A,ټینګ,кеме
655,flach::A,هوار,лапш
656,glatt::A,ښوی,вадяв
657,glatt::A,ښوی,такор
658,hart::A,کلک,калгода
659,weich::A,نرم,ляпе
660,weich::A,پوست,ляпе
661,rund::A,ګرد,кру́глай
662,spitz::A,تېره,ботаз
663,spitz::A,تېره,оржа
664,scharf::A,تېز,оржа
665,scharf::A,تېره,оржа
666,stumpf::A,پڅ,ношка
667,schwer::A,دروند,стака
668,schön::A,ښکلی,мазы
669,heiß::A,تود,пси
670,warm::A,تود,лямбе
671,kalt::A,ېخ,кельме
672,kalt::A,سوړ,кельме
673,kühl::A,ېخ,эше
674,kühl::A,سوړ,эше
675,frisch::A,تازه,свежай
676,feucht::A,مرطوب,летьке
677,nass::A,لوند,начка
678,trocken::A,وچ,коське
679,voll::A,ډک,пяшксе
680,leer::A,خالی,шава
681,offen::A,خلاص,панжада
682,offen::A,خلاص,виде
683,offen::A,پرانیستی,панжада
684,offen::A,پرانیستی,виде
685,geschlossen::A,تړلی,пякстаф
686,geschlossen::A,تړلی,сёлгф
687,sauber::A,پاک,ару
688,schmutzig::A,چټل,рда́зу
689,schmutzig::A,چټل,пя́ндра
690,roh::A,خام,верок
691,reif::A,پوخ,ке́нерьф
692,reif::A,رسېدلی,ке́нерьф
693,lecker::A,خوندور,танцти
694,lecker::A,مزه دار,танцти
695,süß::A,خوږ,ламбама
696,süß::A,شیرین,ламбама
697,bitter::A,تریخ,сяпи
698,sauer::A,ټاک,шапама
699,sauer::A,تريو,шапама
700,hell::A,روڼ,валда
701,hell::A,روښان,валда
702,dunkel::A,تیاره,шобда
703,schwarz::A,تور,равжа
704,weiß::A,سپين,акша
705,rot::A,سور,якстерь
706,gelb::A,زېړ,тюжя́
707,blau::A,شین,сенем
708,blau::A,اسماني رنګه,сенем
709,grün::A,زرغون,пиже
710,grün::A,زرغون,сянгяря
711,grau::A,خړ,уле
712,bunt::A,رنګارنګ,сёрмав
713,billig::A,ارزان,у́цез
714,billig::A,ارزان,аф пи́тни
715,teuer::A,ګران,пи́тни
716,wertvoll::A,قیمتي,питни
717,blind::A,ړوند,сокор
718,taub::A,کوڼ,пярав
719,kräftig::A,قوی,пяк вии
720,stark::A,قوی,вии
721,stark::A,تکړه,вии
722,schwach::A,ضعیف,лафча
723,schwach::A,کمزوری,лафча
724,fett::A,چاغ,куя́
725,schlank::A,خوش اندام,виде ронга
726,hübsch::A,ښکلی,мазы
727,hübsch::A,ښایسته,мазы
728,böse::A,شریر,кяжи
729,böse::A,قهرناک,кяжи
730,dumm::A,احمق,аф ёню
731,dumm::A,احمق,шава пря
732,faul::A,لټ,нола
733,faul::A,تنبل,нола
734,fleißig::A,زحمت کښ,ку́лхцонды
735,geizig::A,بخیل,кирьжя
736,geizig::A,بخیل,жаднай
737,klug::A,عاقل,ёню
738,klug::A,عاقل,пря́ви
739,klug::A,هوښیار,ёню
740,klug::A,هوښیار,пря́ви
741,geschickt::A,ماهر,маштозь тиф
742,lieb::A,عزیز,цебярь
743,lieb::A,محبوب,цебярь
744,lustig::A,خوشحال,ра́хси
745,sanft::A,پوست,сетьме
746,sanft::A,ملایم,сетьме
747,hungrig::A,وږی,вача
748,hungrig::A,وږی,вачеда
749,krank::A,مريض,сяряди
750,krank::A,ناروغ,сяряди
751,nackt::A,لوڅ,штада
752,nackt::A,لوڅ,кърхтапа
753,traurig::A,غمجن,ла́жнай
754,lebendig::A,ژوندی,эряй
755,gut::A,ښه,пара
756,gut::A,ښه,цебярь
757,schlecht::A,بد,кальдяв
758,schlecht::A,خراب,кальдяв
759,richtig::A,سم,виде
760,richtig::A,صحیح,виде
761,schlimm::A,بد,кальдяв
762,schlimm::A,مخوف,кальдяв
763,wahr::A,واقعي,афкуксонь
764,alt::A,زوړ,ташта
765,neu::A,نوی,од
766,ehemalig::A,پخوانی,и́нгольдень
767,alt[Lebewesen]::A,زوړ,сире
768,jung::A,ځوان,од
769,arm::A,غریب,а́шу
770,arm::A,بې وزله,а́шу
771,reich::A,شتمن,козя
772,reich::A,دولتمند,козя
773,bekannt::A,اشنا,содаф
774,berühmt::A,مشهور,содавикс
