,Concept_ID,uz,kl
181,Kranich::N,turna,qorlorfik
182,Krähe::N,qarg'a,tuluatsiaq
183,Kuckuck::N,kakku,kukkooq
184,Schwan::N,oqkush,qussuk
185,Fisch::N,baliq,aalisagaq
186,Barsch::N,olabug'a,
187,Hecht::N,cho'rtan,
188,Schlange[Tier]::N,ilon,pulateriarsuk
189,Schlange[Tier]::N,ilon,pulateriaarsuk
190,Wurm::N,qurt,
191,Spinne::N,o'rgimchak,aasiaq
192,Spinne::N,o'rgimchak,nissavaarsuk
193,Ameise::N,chumoli,uniaaluk
194,Laus::N,bit,kumak
195,Mücke::N,chivin,ippernaq
196,Fliege::N,pashsha,ippernaq
197,Schmetterling::N,kapalak,paluaq
198,Schmetterling::N,kapalak,pakkaluaq
199,Schmetterling::N,kapalak,utsuppaluaq
200,Schmetterling::N,kapalak,taqaleqisaaq
201,Beere::N,meva,paarmaq
202,Beere::N,meva,paarngaq
203,Apfel::N,olma,iipili
204,Pilz::N,qo'ziqorin,anngiusaq
205,Zwiebel::N,piyoz,uanitsoq
206,Saat::N,äkin,naatsiiassaq
207,Korn::N,zarra,maannineq
208,Heu::N,xashak,
209,Schale::N,po'choq,niutsivik
210,Schale::N,po'choq,ilulissaq qaartussaq
211,Grube::N,co'ra,itersaq
212,Falle::N,qopqon,pualavoq
213,Schlinge::N,sirtmoq,orseq
214,Schlinge::N,sirtmoq,norloq
215,Spur::N,iz,tumaa
216,Asche::N,kul,arsat
217,Dreck::N,kir,minguk
218,Eisen::N,temir,savimineq
219,Eisen::N,temir,saffiugassaq
220,Gold::N,tilla,kuulti
221,Silber::N,kumush,siilviuvoq
222,Kohle::N,ko'mir,aamarsuit aamaruutissat
223,Glas::N,oyna,igalaaq
224,Glas::N,oyna,imertarfik
225,Glas::N,oyna,igalaamineq
226,Lehm::N,loy,marraq
227,Sand::N,qum,sioqqat
228,Mensch::N,odam,inuk
229,Mensch::N,odam,silamiu
230,Mann::N,ärkak,angut
231,Frau::N,ayol,arnaq
232,Kind::N,bola,meeraq
233,Kind::N,kichkintoy,meeraq
234,Junge::N,bola,nukappiaraq
235,Mädchen::N,qiz,arnannguaq
236,Familie::N,oila,ilaqutakka
237,Familie::N,oila,ilaqutariit
238,Großvater::N,buva,aatak
239,Großvater::N,katta ota,aatak
240,Großmutter::N,buvi,aanaq
241,Großmutter::N,katta oyi,aanaq
242,Eltern::N,ota-ona,angajoqqaat
243,Vater::N,ota,ataata
244,Vater::N,ota,ataataq
245,Mutter::N,ona,anaana
246,Sohn::N,o'g'il,erneq
247,Tochter::N,qiz,panik
248,Bruder::N,og'a,ani
249,Bruder::N,og'a,aqqaluk
250,Bruder::N,og'a,qatanngut
251,Bruder::N,uka,ani
252,Bruder::N,uka,aqqaluk
253,Bruder::N,uka,qatanngut
254,Schwester::N,opa,naja
255,Schwester::N,opa,aleqa
256,Schwester::N,opa,qatanngut
257,Schwester::N,singil,naja
258,Schwester::N,singil,aleqa
259,Schwester::N,singil,qatanngut
260,Onkel::N,amaki,akkak
261,Tante::N,amma,aja
262,Tante::N,amma,ajak
263,Tante::N,amma,atsak
264,Tante::N,xola,aja
265,Tante::N,xola,ajak
266,Tante::N,xola,atsak
267,Ehemann::N,är,ui
268,Ehefrau::N,rafiqa,nuliaq
269,Freude::N,ayish,tipaatsussuseq
270,Gelächter::N,kulgi,illaq
271,Glück::N,saodat,usornaat
272,Glück::N,saodat,usornarsuseq
273,Kummer::N,g'am,
274,Wunsch::N,orzu,kissaat
275,Lust::N,rag'bat,illigussuseq
276,Lust::N,rag'bat,piummaseq
277,Geist::N,ruh,anerneq
278,Geist::N,ruh,toornaq
279,Gedanke::N,fikr,isumassaq
280,Gedächtnis::N,äs,eqqaamannissuseq
281,Verstand::N,aql,isuma
282,Verstand::N,aql,sianissut
283,Verstand::N,aql,misigissut
284,Verstand::N,aql,sianissuseq
285,Verstand::N,aql,silaqassuseq
286,Sinn::N,ma'ni,isuma
287,Grund::N,sabab,patsit
288,Wahrheit::N,haq,sallusuissut
289,Gespräch::N,gap,
290,Märchen::N,ärtak,oqalualaarut
291,Märchen::N,ärtak,oqaluasaaq
292,Erzählung::N,rivoyat,oqaluttuaq
293,Nachricht::N,xabar,oqaassut
294,Nachricht::N,xabar,oqqersuut
295,Neuigkeit::N,yangilik,tusarnartaq
296,Name::N,ot,ateq
297,Rätsel::N,topishmoq,nalorsitsaarut
298,Rede::N,nutq,oqaluuseq
299,Sprache::N,til,oqaatsit
300,Stimme::N,ovoz,erinaq
301,Stimme::N,ovoz,qarluuseq
302,Wort::N,so'z,oqaasii
303,Zeichen::N,alomat,nalunaaqqut
304,Ruf::N,chaqiriq,qaaqqussut
305,Lärm::N,taraq,perpaluk
306,Laut::N,tovush,torsukattak
307,Ton::N,un,erinaq
308,Lied::N,ashula,taalliaq
309,Lied::N,ashula,erinarsuut
310,Ruhe::N,tinchlik,qatsunganeq
311,Leute::N,xaloyiq,inuiak
312,Leute::N,xaloyiq,inuiaqatigiit
313,Volk::N,xalq,inuiaat
314,Arbeit::N,ish,suliaq
315,Gast::N,mehmon,qaaqqusaq
316,Geschenk::N,hadya,pajugut
317,Spiel::N,o'yin,
318,Gesellschaft::N,jamiyat,
319,Hilfe::N,yordam,annertoqqut
320,Freund::N,do'st,tiliaq
321,Freund::N,do'st,ikinngut
322,Kamerad::N,yo'ldosh,tiliaq
323,Kamerad::N,yo'ldosh,ikinngut
324,Angelegenheit::N,daxl,
325,Anzahl::N,son,
326,Art::N,tur,ileqquuseq
327,Stück::N,parcha,nakkaalaniku
328,Teil::N,bo'lak,tassiaasat
329,Hälfte::N,yarim,affaq
330,Kreis::N,aylana,kaajaluinneq or kaajaluitsoq
331,Kreuz::N,xoch,sanningasulik
332,Linie::N,liniya,tittaq
333,Linie::N,liniya,titarneq
334,Strich::N,chiziq,
335,Abstand::N,oralik,aku
336,Abstand::N,oralik,ikiaq
337,Entfernung::N,uzoqlik,asi
338,Gegend::N,yer,nuna
339,Platz::N,oralig,ini
340,Platz::N,oralig,inissaq
341,Ort::N,joy,sumiiffik
342,Seite::N,yon,saneraq
343,Mitte::N,o'rta,qiteq
344,Gegenstand::N,ashyo,
345,Sache::N,buyum,pigisaq
346,Rand::N,chek,sini
347,Rand::N,chek,akerfineq
348,Kante::N,tig',akerfineq
349,Ecke::N,burchak,teqeqqoq
350,Ecke::N,burchak,tikeqqoq
351,Spitze::N,uch,inngik
352,Ende::N,oxir,isu
353,Loch::N,teshik,putu
354,Winkel::N,go'sha,teqeqqorissaat
355,Muster::N,nusha,ilisserut
356,Größe::N,kattalik,angissuseq
357,Länge::N,uzunlik,takissuseq
358,Höhe::N,yuksaklik,
359,Gewicht::N,solmoq,oqimaalutaq
360,Menge::N,miqdor,amerlassuseq
361,Haufen::N,uyum,eqimattat
362,Reihe::N,saf,allunaasaq
363,Boot::N,qayiq,qajaq
364,Boot::N,qayiq,angallat
365,Boot::N,qayiq,umiatsiaq
366,Ruder::N,äshkak,iput
367,Schlitten::N,chana,qamutit
368,Schlitten::N,chana,qimusseq
369,Ski::N,chang'i,ataarut
370,Lagerfeuer::N,gulxan,
371,Last::N,yuk,nammagaq
372,Gang::N,yurish,
373,Schritt::N,qadam,allorneq
374,Norden::N,shimol,avannaq
375,Süden::N,janub,qava
376,Süden::N,janub,kujat
377,Süden::N,janub,kujataa
378,Westen::N,g'arb,kitaa
379,Osten::N,sharq,kangi
380,Holz::N,yog'och,qisuk
381,Brett::N,taxta,salliligaq
382,Platte::N,tabaqa,qaateq
383,Stütze::N,tayanchi,ajagutaq
384,Stütze::N,tayanchi,ajaagutaq
385,Stange::N,qo'noq,kaaviffik
386,Stock::N,tayoq,ajaappissat
387,Stab::N,gavron,ajaappissat
388,Rohr::N,tarnov,sullulik
389,Haus::N,uy,illu
390,Heim::N,makon,
391,Ofen::N,pechka,kissarsuut
392,Fußboden::N,pol,nateq
393,Tisch::N,mosa,allattarfik
394,Stuhl::N,o'rindiq,issiavik
395,Stuhl::N,o'rindiq,issiaffik
396,Wiege::N,beshik,uaasoq
397,Bett::N,yotoq,nallavik
398,Regal::N,tokcha,ilisivik
399,Kiste::N,sandiq,sakissat
400,Kiste::N,sandiq,illerfiusaq
401,Fenster::N,deraza,aki
402,Fenster::N,deraza,igalaaq
403,Tür::N,äshik,matu
404,Tor::N,darvoza,isaaffik
405,Zaun::N,panjara,saputit
406,Dach::N,tom,qaliaq
407,Leiter::N,narvon,tummeqqat
408,Leiter::N,narvon,majuartarfiit
409,Besen::N,supurgi,saligutit
410,Spaten::N,bel,nivaataq
411,Schaufel::N,kurak,nivaataq
412,Gabel::N,bilka,qilluaq
413,Gabel::N,bilka,ajassaatit
414,Löffel::N,qoshiq,alussaat
415,Messer::N,pichoq,savik
416,Nagel::N,mix,kukik
417,Netz::N,to'r,anguffaseq
418,Haken::N,ilgak,nissik
419,Haken::N,ilgak,qarsorsaq
420,Haken::N,ilgak,qarsorsartoq
421,Griff::N,sop,ipi
422,Griff::N,tutqich,ipi
423,Schloss::N,qulf,illussaarsuaq
424,Bild::N,rasm,assiliaq
425,Figur::N,shakl,kisitsit
426,Puppe::N,ko'g'irchoq,inuusaq
427,Beutel::N,to'rva,
428,Bündel::N,bog'lam,qilertaq
429,Tasche::N,kissa,pooqattaq
430,Eimer::N,chelak,
431,Deckel::N,qopqoq,matu
432,Geschirr::N,idish,anut
433,Sack::N,qop,
434,Tasse::N,piyola,tiitorfik
435,Tasse::N,piyola,tiitorfiup ilorlia
436,Topf::N,tuvak,qoqqoq
437,Kessel::N,qozon,uunnaavik
438,Essen::N,tomoq,igaaq
439,Nahrung::N,emak,neqissaq
440,Speise::N,taom,nerisassat
441,Fleisch::N,go'sht,neqi
442,Getreide::N,g'alla,maannineq
443,Brei::N,bo'tqa,
444,Brot::N,non,iffit
445,Brot::N,non,iffiaq
446,Scheibe::N,disk,igalaassiaq
447,Fett::N,moy,tarnutissaq
448,Fett::N,moy,tarnutissiaq
449,Butter::N,yog',punneq
450,Öl::N,moy,uulia
451,Salz::N,tuz,taratsut
452,Suppe::N,sho'rva,qajoq
453,Honig::N,asal,tungusunnitsuut
454,Milch::N,sut,immuk
455,Tee::N,choy,tii
456,Tee::N,choy,teeq
457,Leder::N,charm,
458,Wolle::N,jun,nuersagassiaq
459,Stoff::N,mato,milliaq
460,Stoff::N,mato,qarlissiaq
461,Nadel::N,igna,meqqut
462,Faden::N,ip,ujalussiaq
463,Knopf::N,tugma,attat
464,Knoten::N,tugun,akeroq
465,Knoten::N,tugun,qilerneq
466,Farbe::N,bo'yok,qalipaat
467,Kleidung::N,kiyim,atisat
468,Kleidung::N,kiyim,annoraaq
469,Hemd::N,ko'ylak,ilupaaq
470,Kragen::N,yoqa,qungasiinnaq
471,Ärmel::N,yeng,aaq
472,Hose::N,shim,qarliit
473,Gürtel::N,tasma,qiterut
474,Gürtel::N,tasma,unngersaq
475,Mütze::N,shapka,nasaq
476,Schuh::N,but,skuu
477,Schuh::N,but,ikernuk
478,Schuh::N,but,ateraasaq
479,Stiefel::N,botinka,kamik
480,Ring::N,yuzuk,assammiu
481,Band::N,rishta,qilerutissiaq
482,Kamm::N,taroq,illaagutit
483,Kamm::N,taroq,illaajaatit pl.
484,Spiegel::N,ko'zgu,tarrarsuut
485,Riemen::N,qayish,allunaaq
486,Schnur::N,bog'ich,kujaaq
487,Schnur::N,bog'ich,allunaasaq
488,Leine::N,etak,aleq
489,Decke::N,odyol,qipik
490,Kissen::N,yostiq,akit
491,Tuch::N,gazlama,qarlissiaq
492,Handtuch::N,sochiq,allarut
493,Handtuch::N,sochiq,allarterut
494,Kraft::N,kuch,pissak
495,Stärke::N,quvvat,qerattarsaat
496,Gesundheit::N,sog'lik,peqqisusseq
497,Krankheit::N,kasallik,nappaat
498,Schmerz::N,og'riq,anniaat
499,Wunde::N,yara,iki
500,Fieber::N,bezgak,nappaat qanimanartoq
501,Arznei::N,dori,imigassaq
502,Brücke::N,ko'prik,ikaartarfik
503,Brunnen::N,buloq,tissaluttuliaq
504,Weide::N,yaylov,masarsuk
505,Pfad::N,dorojka,aqqut
506,Weg::N,yo'l,aggerfik
507,Straße::N,ko'cha,aqqusineq
508,Dorf::N,ovul,nunaqarfik
509,Stadt::N,shahar,illorpaat
510,Stadt::N,shahar,illorpalik
511,Brief::N,maktub,allagarsiaq
512,Buch::N,kitob,atuakkat
513,Buch::N,kitob,mappersagaq
514,Buchstabe::N,harf,naqinneq
515,Zeitung::N,gazet,aviisi
516,Leben::N,hayot,inuussuseq
517,Tod::N,o'lim,toqu
518,Tod::N,o'lim,toquneq
519,Grab::N,go'r,iliveq
520,Grab::N,go'r,illissat
521,Kirche::N,cherkov,oqaluffik
522,Sünde::N,gunoh,ajorti
523,Gott::N,olloh,
524,Arbeiter::N,ishchi,sulisoq
525,Chef::N,rais,ittoqut
526,Meister::N,usta,naalagaq
527,Arzt::N,hakim,katsorsaasoq
528,Lehrer::N,muallim,ilinniartitsisoq
529,Geld::N,pul,aningaasat
530,Geschäft::N,savdo,niuertarfik
531,Laden::N,do'kon,niuertarfik
532,Preis::N,baho,aki
533,Ware::N,mol,qaliata pii
534,Ware::N,mol,nioqqutissaq
535,Nutzen::N,foyda,iluaqut
536,Reichtum::N,boylik,
537,Welt::N,olam,nunarsuaq
538,Land::N,o'lka,nuna
539,Staat::N,davlat,
540,König::N,qirol,kunngi
541,Macht::N,iqtidor,pissaassuseq
542,Grenze::N,chegara,killik
543,Krieg::N,harb,sorsunneq
544,Feind::N,dushman,akeraq
545,Feind::N,dushman,akerartorti
546,Feind::N,dushman,qinngarsuisoq
547,Gewalt::N,zo'rlik,
548,Kampf::N,kurash,sorsunneq
549,Bogen[Waffe]::N,yoy,
550,Pfeil::N,o'q,qalugiusaq
551,Gewehr::N,vintovka,aallaat
552,Fehler::N,xato,kukkuneq
553,Fehler::N,xato,paarlaappaa
554,Lüge::N,yolg'on,
555,Schaden::N,ziyon,
556,Unglück::N,balo,perluut
557,Schuld::N,ayb,akiitsugaq
558,Schuld::N,ayb,akiligassaq
559,Alter::N,yosh,utoqqaq
560,Schluss::N,tamom,isu
561,Zeit::N,vaqt,ulloq
562,Zeit::N,vaqt,akuttoqatigiinneq
563,Tag::N,kun,ulloq
564,Morgen::N,saboh,ullaaq
565,Mittag::N,kun tushlik,ulloqeqqa
566,Abend::N,oqshom,unnuk
567,Nacht::N,tun,unnuaq
568,Woche::N,hafta,sapaatip akunnera
569,Monat::N,oy,qaammat
570,Jahr::N,yil,ukioq
571,Frühling::N,bahor,upernaaq
572,Sommer::N,yoz,aasaq
573,Herbst::N,kuz,ukiaq
574,Herbst::N,xazon,ukiaq
575,Winter::N,qish,ukioq
576,Januar::N,yanvar',siulleeq
577,Januar::N,yanvar',qaammaliaq
578,Februar::N,fevral',aarlaat
579,März::N,mart,marsi
580,März::N,mart,martsi
581,April::N,aprel',
582,Mai::N,may,maaji
583,Juni::N,iyun',juuni
584,Juli::N,iyul',juuli
585,August::N,avgust,aggusti
586,September::N,sentyabr',septembari
587,Oktober::N,oktyabr',oktobari
588,November::N,noyabr',novembari
589,Dezember::N,dekabr',detsembari
590,Montag::N,dushanba,ataasinngortoq
591,Dienstag::N,seshanba,marlunngorneq
592,Mittwoch::N,chorshanba,pingasunngorneq
593,Donnerstag::N,payshanba,sisamanngorneq
594,Freitag::N,juma,tallimanngorneq
595,Samstag::N,shanba,arfininngorneq
596,Sonntag::N,yakshanba,sapaat
597,Sonntag::N,yakshanba,sapaati
598,groß::A,buyuk,angivoq
599,klein::A,kichik,mikivoq
600,lang::A,uzun,takisooq
601,kurz::A,qisqa,naatsoq
602,breit::A,keng,silippoq
603,schmal::A,änsiz,amitsoq
604,dicht::A,quyuq,torsusooq
605,dick[Gegenstand]::A,qalin,issuvoq
606,dick[Gegenstand]::A,qalin,issusooq
607,dünn::A,ingichka,amitsoq
608,fein::A,mayin,mamarpoq
609,fest::A,qattiq,tangeqarpoq
610,flach::A,yalpoq,nalimmappoq
611,glatt::A,tekis,quasak
612,hart::A,qattiq,mattusooq
613,hart::A,qattiq,manngerpoq
614,hart::A,qattiq,titeqquluppoq
615,weich::A,yumshoq,nerumaarpoq
616,rund::A,yumaloq,ammallorippoq
617,spitz::A,uchli,qummukujooq
618,scharf::A,keskir,ipippoq
619,stumpf::A,to'mtoq,anngerpoq
620,schwer::A,salmoqli,oqimaappoq
621,schön::A,go'zal,kusanarpoq
622,heiß::A,qiziq,kiappoq
623,warm::A,issiq,oqorpoq
624,kalt::A,sovuq,issippoq
625,kühl::A,salqin,pueqqortippoq
626,frisch::A,toza,
627,feucht::A,namli,isugutavoq
628,feucht::A,namli,qaasernarpoq
629,nass::A,nam,imerorpoq
630,trocken::A,quruq,panerpoq
631,voll::A,to'la,ulikkaarpoq
632,leer::A,puch,imaattuarpoq
633,offen::A,ochiq,ammavoq
634,geschlossen::A,berk,matuvoq
635,sauber::A,ozoda,eqqippoq
636,sauber::A,ozoda,sukuluippoq
637,sauber::A,ozoda,ipeqanngilaq
638,schmutzig::A,kir,tapappoq
639,schmutzig::A,kir,minguppoq
640,roh::A,xom,aapavoq
641,reif::A,pishiq,qaarulerpoq
642,lecker::A,shirin,
643,süß::A,shirin,tungusunnippoq
644,bitter::A,achchiq,qasilippoq
645,sauer::A,achchiq,
646,hell::A,yorug',qaamavoq
647,dunkel::A,qorong'i,qernerpoq
648,schwarz::A,qora,qernerpoq
649,weiß::A,oq,qaqorpoq
650,rot::A,qizil,aappaluppoq
651,gelb::A,sariq,sungaarpoq
652,blau::A,zangori,tungujorpoq
653,grün::A,yashil,qorsooqqippoq
654,grau::A,bo'z,qaserpoq
655,bunt::A,ola,
656,billig::A,arzon,akikippoq
657,teuer::A,qimmat,
658,wertvoll::A,qimmat,erlinnarpoq
659,blind::A,ko'r,tappiippoq
660,blind::A,ko'r,isigisaqanngilaq
661,taub::A,garang,tusilarpoq
662,kräftig::A,kuchli,pissaq
663,kräftig::A,kuchli,pissarsuaq
664,stark::A,quvvatli,sanngivoq
665,schwach::A,kuchsiz,nakuippoq
666,fett::A,semiz,pualavoq
667,schlank::A,ingichka,tuappoq
668,hübsch::A,ko'rkam,aatsialaq
669,böse::A,yovuz,ajorpoq
670,dumm::A,aqlsiz,taqajak
671,dumm::A,aqlsiz,sikkilluppoq
672,dumm::A,aqlsiz,qaatusimasaqanngilaq
673,faul::A,ärinchak,eqiasuppoq
674,faul::A,ärinchak,eqiattortuvoq
675,fleißig::A,ishchan,eqiasuippoq
676,geizig::A,qurumsoq,iasilaarpoq
677,geizig::A,qurumsoq,tukkuippoq
678,klug::A,oqil,mallak
679,klug::A,oqil,ittanneq
680,klug::A,oqil,kutaappoq
681,klug::A,oqil,kuttaappoq
682,klug::A,oqil,qarasagippoq
683,geschickt::A,äpchil,
684,lieb::A,aziz,akisooq
685,lustig::A,chaqchaq,piikulavoq
686,sanft::A,asta,isumagippoq
687,hungrig::A,och,kaappoq
688,hungrig::A,och,perlilerpoq
689,krank::A,kasal,napparsimavoq
690,nackt::A,yalang,
691,traurig::A,xafa,aliasuppoq
692,lebendig::A,hayotiy,uumavoq
693,gut::A,soz,ajunngilaq
694,schlecht::A,yomon,sualuppoq
695,richtig::A,rost,iluarpoq
696,schlimm::A,yovuz,amiilaarnarpoq
697,wahr::A,haqiqiy,ilumoorpoq
698,alt::A,äski,pisoqaq
699,neu::A,yangi,nutaavoq
700,ehemalig::A,sobiq,
701,alt[Lebewesen]::A,qari,utoqqaq
702,jung::A,navqiron,inuusuppoq
703,jung::A,navqiron,kingulliarsuk
704,arm::A,abgor,piillasoq
705,arm::A,abgor,piitsuuvoq
706,reich::A,boy,pisuuvoq
707,bekannt::A,ma'lum,
708,berühmt::A,mashhur,tusaamasaq
709,fremd::A,yot,ajasoornarpoq
710,verschieden::A,turli,allatut
711,verschieden::A,turli,tamalaat
712,nah::A,yaqindagi,qanippoq
713,fern::A,uzoq,ungasippoq
714,linker::A,so'l,saamerleq
715,rechter::A,o'ng,innarluissut
716,anderer::A,boshqa,
717,erster::A,birinchi,siulleq
718,zweiter::A,ikkinchi,qataatsup tullia
719,dritter::A,uchinchi,pingajorarterut
720,letzter::A,oxirgi,kingulleq
721,allein::ADV,o'zicha,kisimiippoq
722,auf einmal::ADV,varakay,tassanngaannaq
723,zusammen::ADV,barobar,attaasa
724,zusammen::ADV,barobar,attarmik
725,lange::ADV,uzoq,akuni
726,plötzlich::ADV,qo'qqisdan,tassanngaannaq
727,sofort::ADV,darrov,erniinnaq
728,später::ADV,so'ngra,kingorna
729,jetzt::ADV,hozirgina,maanna
730,jetzt::ADV,hozirgina,massakkut
731,heute::ADV,bugun,ullumi
732,morgen::ADV,ärta,aqagu
733,bald::ADV,toz,erniinnaq
734,dann::ADV,keyin,taava
735,gestern::ADV,kecha,ippassaq
736,einst::ADV,avvallari,ataatsimik
737,einst::ADV,avvallari,ilaanni
738,damals::ADV,ugal,taamani
739,damals::ADV,ugal,taamanikkut
740,damals::ADV,ugal,taassumuunakkut
741,danach::ADV,so'ngra,taava
742,vorher::ADV,avval,siornagut
743,zuerst::ADV,avval,
