,Concept_ID,be,uk
75,Rauch::N,дым,дим
76,Funke::N,іскра,іскра
77,Feuer::N,агонь,вогонь
78,Licht::N,святло,світло
79,Schatten::N,цень,тінь
80,Wetter::N,пагода,погода
81,Wetter::N,надворʼе,погода
82,Nebel::N,туман,туман
83,Wolke::N,воблака,хмара
84,Regen::N,дождж,дощ
85,Schnee::N,снег,сніг
86,Eis::N,лёд,лід
87,Frost::N,мароз,мороз
88,Kälte::N,холад,холод
89,Hitze::N,спёка,жар
90,Raureif::N,іней,іній
91,Regenbogen::N,вясёлка,райдуга
92,Donner::N,гром,грім
93,Strömung::N,цячэнне,струмина
94,Tropfen::N,кропля,крапля
95,Schaum::N,пена,піна
96,Schmutz::N,гразь,бруд
97,See::N,возера,озеро
98,Sumpf::N,багна,драговина
99,Moor::N,балота,болото
100,Wiese::N,луг,луг
101,Wiese::N,луг,лука
102,Wald::N,лес,ліс
103,Hügel::N,узгорак,горб
104,Anhöhe::N,узвышша,височина
105,Berg::N,гара,гора
106,Gipfel::N,вяршыня,вершина
107,Höhle::N,пячора,печера
108,Abhang::N,схіл,схил
109,Quelle::N,крыніца,джерело
110,Bach::N,ручай,струмок
111,Fluss::N,рака,річка
112,Ufer::N,бераг,берег
113,Küste::N,узбярэжжа,узбережжя
114,Festland::N,суша,суша
115,Meer::N,мора,море
116,Bucht::N,бухта,бухта
117,Bucht::N,бухта,затока
118,Insel::N,востраў,острів
119,Blume::N,кветка,квітка
120,Gras::N,трава,трава
121,Wurzel::N,корань,корінь
122,Baum::N,дрэва,дерево
123,Stamm::N,ствол,стовбур
124,Rinde::N,кара,кора
125,Ast::N,сук,гілка
126,Zweig::N,галіна,галузь
127,Blatt::N,ліст,лист
128,Birke::N,бяроза,береза
129,Kiefer[Baum]::N,хвоя,сосна
130,Kiefer[Baum]::N,сасна,сосна
131,Weide[Baum]::N,вярба,верба
132,Tanne::N,яліна,ялиця
133,Horn::N,рог,ріг
134,Feder::N,пяро,перо
135,Fell::N,шкура,хутро
136,Flügel::N,крыло,крило
137,Klaue::N,кіпцюр,кіготь
138,Kralle::N,лапа,лапа
139,Schwanz::N,хвост,хвіст
140,Ei::N,яйка,яйце
141,Nest::N,гняздо,гніздо
142,Bau::N,нара,лігво
143,Tier::N,жывёла,тварина
144,Herde::N,статак,стадо
145,Kuh::N,карова,корова
146,Bulle::N,бык,бик
147,Bulle::N,бык,бугай
148,Pferd::N,конь,кінь
149,Schaf::N,авечка,вівця
150,Schwein::N,свіння,свиня
151,Hund::N,сабака,собака
152,Katze::N,кошка,кішка
153,Bär::N,мядзведзь,ведмідь
154,Eichhörnchen::N,вавёрка,білка
155,Elch::N,лось,лось
156,Fuchs::N,ліса,лисиця
157,Hase::N,заяц,заєць
158,Maus::N,мыш,миша
159,Wolf::N,воўк,вовк
160,Vogel::N,птах,птах
161,Vogel::N,птушка,птах
162,Schwarm::N,чарада,зграя
163,Huhn::N,курыца,курка
164,Hahn::N,певень,півень
165,Gans::N,гусь,гуска
166,Adler::N,арол,орел
167,Ente::N,качка,качка
168,Eule::N,сава,сова
169,Kranich::N,жораў,журавель
170,Kranich::N,журавель,журавель
171,Krähe::N,варона,ворона
172,Kuckuck::N,зязюля,зозуля
173,Schwan::N,лебедзь,лебідь
174,Fisch::N,рыба,риба
175,Barsch::N,акунь,окунь
176,Hecht::N,шчупак,щука
177,Schlange[Tier]::N,змяя,змія
178,Wurm::N,чарвяк,черв’як
179,Spinne::N,павук,павук
180,Ameise::N,мурашка,мурашка
181,Laus::N,вош,воша
182,Mücke::N,камар,комар
183,Fliege::N,муха,муха
184,Schmetterling::N,матыль,метелик
185,Beere::N,ягада,ягода
186,Apfel::N,яблык,яблуко
187,Pilz::N,грыб,гриб
188,Zwiebel::N,цыбуля,цибуля
189,Saat::N,семя,сім’я
190,Korn::N,зерне,зерно
191,Heu::N,сена,сіно
192,Schale::N,шалупінне,шкірка
193,Grube::N,яма,яма
194,Falle::N,пастка,пастка
195,Schlinge::N,сіло,петля
196,Spur::N,след,слід
197,Asche::N,попел,зола
198,Asche::N,попел,попіл
199,Dreck::N,бруд,бруд
200,Eisen::N,жалеза,залізо
201,Gold::N,золата,золото
202,Silber::N,сребра,срібло
203,Kohle::N,вугаль,вугілля
204,Glas::N,шкло,скло
205,Lehm::N,гліна,глина
206,Sand::N,пясок,пісок
207,Mensch::N,чалавек,людина
208,Mann::N,мужчына,чоловік
209,Frau::N,жанчына,жінка
210,Kind::N,дзіця,дитина
211,Junge::N,хлопчык,хлопець
212,Mädchen::N,дзяўчынка,дівчина
213,Familie::N,сямʼя,сім’я
214,Familie::N,сямʼя,родина
215,Großvater::N,дзядуля,дідусь
216,Großmutter::N,бабуля,бабуся
217,Eltern::N,бацькі,батьки
218,Vater::N,бацька,батько
219,Mutter::N,маці,мати
220,Sohn::N,сын,син
221,Tochter::N,дачка,дочка
222,Bruder::N,брат,брат
223,Schwester::N,сястра,сестра
224,Onkel::N,дзядзька,дядько
225,Tante::N,цётка,тітка
226,Ehemann::N,муж,чоловік
227,Ehefrau::N,жонка,жінка
228,Ehefrau::N,жонка,дружина
229,Freude::N,радасць,радощі
230,Gelächter::N,смех,сміх
231,Glück::N,шчасце,щастя
232,Kummer::N,гора,горе
233,Wunsch::N,жаданне,бажання
234,Lust::N,цяга,бажання
235,Geist::N,дух,дух
236,Gedanke::N,думка,думка
237,Gedächtnis::N,памяць,пам’ять
238,Verstand::N,розум,розум
239,Sinn::N,сэнс,зміст
240,Sinn::N,сэнс,значення
241,Grund::N,зачэпка,причина
242,Wahrheit::N,праўда,правда
243,Gespräch::N,размова,розмова
244,Märchen::N,казка,байка
245,Erzählung::N,расказ,повість
246,Erzählung::N,расказ,оповідання
247,Erzählung::N,апавяданне,повість
248,Erzählung::N,апавяданне,оповідання
249,Nachricht::N,вестка,повідомлення
250,Nachricht::N,паведамленне,повідомлення
251,Neuigkeit::N,навіна,новина
252,Name::N,імя,ім’я
253,Rätsel::N,загадка,загадка
254,Rede::N,прамова,промова
255,Sprache::N,мова,мова
256,Stimme::N,голас,голос
257,Wort::N,слова,слово
258,Zeichen::N,знак,знак
259,Ruf::N,кліч,оклик
260,Lärm::N,шум,шум
261,Laut::N,гук,звук
262,Ton::N,гучанне,тон
263,Lied::N,песня,пісня
264,Ruhe::N,спакой,спокій
265,Leute::N,людзі,люди
266,Volk::N,народ,народ
267,Arbeit::N,праца,робота
268,Arbeit::N,работа,робота
269,Gast::N,госць,гість
270,Geschenk::N,падарунак,подарунок
271,Spiel::N,гульня,гра
272,Gesellschaft::N,таварыства,товариство
273,Hilfe::N,дапамога,допомога
274,Freund::N,друг,друг
275,Freund::N,друг,приятель
276,Freund::N,сябар,друг
277,Freund::N,сябар,приятель
278,Kamerad::N,прыяцель,товариш
279,Angelegenheit::N,справа,справа
280,Anzahl::N,колькасць,число
281,Art::N,від,рід
282,Stück::N,кусок,кусок
283,Stück::N,кавалак,кусок
284,Teil::N,частка,частина
285,Hälfte::N,палова,половина
286,Hälfte::N,палавіна,половина
287,Kreis::N,круг,круг
288,Kreis::N,круг,коло
289,Kreuz::N,крыж,хрест
290,Linie::N,лінія,лінія
291,Strich::N,рыса,штрих
292,Abstand::N,прамежак,проміжок
293,Entfernung::N,адлегласць,відстань
294,Gegend::N,мясцовасць,місцевість
295,Platz::N,месца,площа
296,Ort::N,месца,місце
297,Seite::N,бок,сторона
298,Mitte::N,сярэдзіна,середина
299,Gegenstand::N,прадмет,предмет
300,Sache::N,рэч,річ
301,Rand::N,край,край
302,Kante::N,руб,ребро
303,Kante::N,кант,ребро
304,Ecke::N,вугал,ріг
305,Spitze::N,кончык,кінчик
306,Ende::N,канец,кінець
307,Loch::N,дзірка,діра
308,Winkel::N,вугал,куток
309,Muster::N,узор,узор
310,Größe::N,памер,розмір
311,Länge::N,даўжыня,довжина
312,Höhe::N,вышыня,висота
313,Gewicht::N,вага,вага
314,Menge::N,колькасць,кількість
315,Haufen::N,куча,купа
316,Reihe::N,рад,ряд
317,Boot::N,лодка,човен
318,Ruder::N,вясло,весло
319,Schlitten::N,сані,сани
320,Ski::N,лыжа,лижа
321,Lagerfeuer::N,вогнішча,вогнище
322,Last::N,цяжар,тягар
323,Last::N,цяжар,вантаж
324,Gang::N,ход,хід
325,Schritt::N,шаг,крок
326,Schritt::N,крок,крок
327,Norden::N,поўнач,північ
328,Süden::N,поўдзень,південь
329,Westen::N,захад,захід
330,Osten::N,усход,схід
331,Holz::N,дрэва,дрова
332,Holz::N,драўніна,дрова
333,Brett::N,дошка,дошка
334,Platte::N,пліта,плита
335,Stütze::N,падпорка,підпірка
336,Stange::N,жэрдка,жердина
337,Stock::N,палка,палиця
338,Stab::N,шост,палиця
339,Rohr::N,труба,труба
340,Haus::N,дом,дім
341,Haus::N,дом,хата
342,Heim::N,дом,житло
343,Heim::N,хата,житло
344,Ofen::N,печ,піч
345,Fußboden::N,падлога,підлога
346,Tisch::N,стол,стіл
347,Stuhl::N,стул,стілець
348,Stuhl::N,крэсла,стілець
349,Wiege::N,калыска,колиска
350,Bett::N,ложак,ліжко
351,Bett::N,ложак,постіль
352,Bett::N,пасцель,ліжко
353,Bett::N,пасцель,постіль
354,Regal::N,паліца,полиця
355,Kiste::N,скрынка,ящик
356,Fenster::N,акно,вікно
357,Tür::N,дзверы,двері
358,Tor::N,вароты,ворота
359,Zaun::N,агароджа,паркан
360,Zaun::N,агароджа,огорожа
361,Dach::N,дах,дах
362,Leiter::N,лесвіца,драбина
363,Besen::N,мятла,мітла
364,Spaten::N,лапата,заступ
365,Spaten::N,жалязняк,заступ
366,Schaufel::N,шуфлік,совок
367,Schaufel::N,шуфлік,лопата
368,Schaufel::N,лапатка,совок
369,Schaufel::N,лапатка,лопата
370,Gabel::N,відэлец,виделка
371,Löffel::N,лыжка,ложка
372,Messer::N,нож,ніж
373,Nagel::N,цвік,цвях
374,Netz::N,сетка,сіть
375,Haken::N,крук,крюк
376,Griff::N,ручка,ручка
377,Griff::N,ручка,держак
378,Schloss::N,замок,замок
379,Bild::N,карціна,картина
380,Figur::N,фігура,фігура
381,Puppe::N,лялька,лялька
382,Beutel::N,мяшок,мішечок
383,Beutel::N,мяшок,торбинка
384,Bündel::N,вязка,в’язка
385,Tasche::N,торба,сумка
386,Eimer::N,вядро,відро
387,Deckel::N,накрыўка,кришка
388,Geschirr::N,пасуда,посуд
389,Sack::N,мех,мішок
390,Tasse::N,кубак,чашка
391,Topf::N,каструля,горщик
392,Kessel::N,кацёл,котел
393,Essen::N,ежа,їжа
394,Nahrung::N,харч,харч
395,Speise::N,страва,страва
396,Fleisch::N,мяса,м’ясо
397,Getreide::N,збожжа,хліб
398,Getreide::N,збожжа,збіжжя
399,Brei::N,каша,каша
400,Brot::N,хлеб,хліб
401,Scheibe::N,луста,скибочка
402,Scheibe::N,скібка,скибочка
403,Fett::N,тлушч,жир
404,Butter::N,масла,масло
405,Öl::N,алей,олія
406,Salz::N,соль,сіль
407,Suppe::N,суп,суп
408,Honig::N,мёд,мед
409,Milch::N,малако,молоко
410,Tee::N,чай,чай
411,Tee::N,гарбата,чай
412,Leder::N,скура,шкіра
413,Wolle::N,воўна,шерсть
414,Stoff::N,тканіна,тканина
415,Nadel::N,іголка,голка
416,Faden::N,нітка,нитка
417,Knopf::N,гузік,ґудзик
418,Knoten::N,вузел,вузол
419,Farbe::N,фарба,фарба
420,Kleidung::N,адзенне,одяг
421,Kleidung::N,адзенне,убрання
422,Hemd::N,кашуля,сорочка
423,Kragen::N,каўнер,комір
424,Ärmel::N,рукаў,рукав
425,Hose::N,штаны,брюки
426,Gürtel::N,пояс,пояс
427,Mütze::N,шапка,шапка
428,Schuh::N,чаравік,ботинок
429,Stiefel::N,бот,чобіт
430,Ring::N,кольца,кільце
431,Band::N,стужка,стрічка
432,Kamm::N,расчоска,гребінець
433,Spiegel::N,люстра,дзеркало
434,Riemen::N,рэмень,ремінь
435,Schnur::N,вяроўка,вірьовка
436,Leine::N,павадок,шворка
437,Decke::N,коўдра,ковдра
438,Kissen::N,падушка,подушка
439,Tuch::N,хустка,хустка
440,Handtuch::N,ручнік,рушник
441,Kraft::N,сіла,сила
442,Stärke::N,моц,сила
443,Gesundheit::N,здароўе,здоров’я
444,Krankheit::N,хвароба,хвороба
445,Schmerz::N,боль,біль
446,Wunde::N,рана,рана
447,Fieber::N,гарачка,гарячка
448,Fieber::N,ліхаманка,гарячка
449,Arznei::N,лекі,ліки
450,Brücke::N,мост,міст
451,Brunnen::N,калодзеж,колодязь
452,Weide::N,паша,пасовище
453,Pfad::N,сцежка,стежка
454,Weg::N,шлях,шлях
455,Weg::N,шлях,дорога
456,Weg::N,дарога,шлях
457,Weg::N,дарога,дорога
458,Straße::N,вуліца,вулиця
459,Dorf::N,вёска,село
460,Stadt::N,горад,місто
461,Brief::N,ліст,лист
462,Brief::N,пісьмо,лист
463,Buch::N,кніга,книга
464,Buch::N,кніга,книжка
465,Buchstabe::N,літара,буква
466,Buchstabe::N,літара,літера
467,Zeitung::N,газета,газета
468,Leben::N,жыццё,життя
469,Tod::N,смерць,смерть
470,Grab::N,магіла,могила
471,Kirche::N,касцёл,церква
472,Kirche::N,царква,церква
473,Sünde::N,грэх,гріх
474,Gott::N,бог,бог
475,Arbeiter::N,рабочы,робітник
476,Chef::N,начальнік,хазяїн
477,Meister::N,майстар,умілець
478,Arzt::N,урач,лікар
479,Lehrer::N,настаўнік,вчитель
480,Geld::N,грошы,гроші
481,Geschäft::N,заняцце,заняття
482,Laden::N,крама,магазин
483,Laden::N,крама,крамниця
484,Laden::N,магазін,магазин
485,Laden::N,магазін,крамниця
486,Preis::N,цана,ціна
487,Ware::N,тавар,товар
488,Nutzen::N,выгада,вигода
489,Nutzen::N,выгада,користь
490,Reichtum::N,багацце,багатство
491,Welt::N,свет,світ
492,Land::N,краіна,країна
493,Staat::N,дзяржава,держава
494,König::N,кароль,король
495,Macht::N,улада,влада
496,Grenze::N,граніца,кордон
497,Krieg::N,вайна,війна
498,Feind::N,вораг,ворог
499,Gewalt::N,насілле,насильство
500,Kampf::N,барацьба,бій
501,Kampf::N,барацьба,боротьба
502,Bogen[Waffe]::N,лук,лук
503,Pfeil::N,страла,стріла
504,Gewehr::N,ружжо,рушниця
505,Gewehr::N,ружжо,гвинтівка
506,Fehler::N,памылка,помилка
507,Lüge::N,хлусня,брехня
508,Schaden::N,шкода,шкода
509,Schaden::N,шкода,збиток
510,Unglück::N,ліха,нещастя
511,Unglück::N,бядота,нещастя
512,Schuld::N,віна,провина
513,Alter::N,узрост,вік
514,Alter::N,узрост,літа
515,Schluss::N,канец,кінець
516,Zeit::N,час,час
517,Tag::N,дзень,день
518,Morgen::N,ранак,ранок
519,Morgen::N,раніца,ранок
520,Mittag::N,паўдня,південь
521,Mittag::N,поўдзень,південь
522,Abend::N,вечар,вечір
523,Nacht::N,ноч,ніч
524,Woche::N,тыдзень,тиждень
525,Monat::N,месяц,місяць
526,Jahr::N,год,рік
527,Frühling::N,вясна,весна
528,Sommer::N,лета,літо
529,Herbst::N,восень,осінь
530,Winter::N,зіма,зима
531,Januar::N,студзень,січень
532,Februar::N,люты,лютий
533,März::N,сакавік,березень
534,April::N,красавік,квітень
535,Mai::N,май,травень
536,Mai::N,травень,травень
537,Juni::N,чэрвень,червень
538,Juli::N,ліпень,липень
539,August::N,жнівень,серпень
540,September::N,верасень,вересень
541,Oktober::N,кастрычнік,жовтень
542,November::N,лістапад,листопад
543,Dezember::N,снежань,грудень
544,Montag::N,панядзелак,понеділок
545,Dienstag::N,аўторак,вівторок
546,Mittwoch::N,серада,середа
547,Donnerstag::N,чацвер,четвер
548,Freitag::N,пятніца,п’ятниця
549,Samstag::N,субота,субота
550,Sonntag::N,нядзеля,неділя
551,groß::A,вялікі,великий
552,klein::A,маленькі,малий
553,klein::A,маленькі,маленький
554,lang::A,доўгі,довгий
555,kurz::A,кароткі,короткий
556,breit::A,шырокі,широкий
557,schmal::A,вузкі,вузький
558,dicht::A,густы,густий
559,dick[Gegenstand]::A,тоўсты,товстий
560,dünn::A,тонкі,тонкий
561,fein::A,тонкі,дрібний
562,fest::A,моцны,міцний
563,flach::A,плоскі,плоский
564,glatt::A,гладкі,рівний
565,glatt::A,гладкі,гладенький
566,hart::A,цвёрды,твердий
567,weich::A,мяккі,м’який
568,rund::A,круглы,круглий
569,spitz::A,спічасты,гострокінцевий
570,spitz::A,востраканцовы,гострокінцевий
571,scharf::A,востры,гострий
572,stumpf::A,тупы,тупий
573,schwer::A,цяжкі,важкий
574,schön::A,прыгожы,вродливий
575,heiß::A,гарачы,жаркий
576,heiß::A,гарачы,гарячий
577,warm::A,цёплы,теплий
578,kalt::A,холадны,холодний
579,kühl::A,халаднаваты,прохолодний
580,frisch::A,свежы,свіжий
581,feucht::A,вільготны,вогкий
582,nass::A,мокры,мокрий
583,trocken::A,сухі,сухий
584,voll::A,поўны,повний
585,leer::A,пусты,пустий
586,offen::A,адкрыты,відкритий
587,offen::A,адчынены,відкритий
588,geschlossen::A,закрыты,закритий
589,geschlossen::A,закрыты,зачинений
590,geschlossen::A,зачынены,закритий
591,geschlossen::A,зачынены,зачинений
592,sauber::A,чысты,чистий
593,sauber::A,чысты,охайний
594,schmutzig::A,брудны,брудний
595,roh::A,сыры,сирий
596,reif::A,спелы,зрілий
597,lecker::A,смачны,смачний
598,süß::A,салодкі,солодкий
599,bitter::A,горкі,гіркий
600,sauer::A,кіслы,кислий
601,hell::A,светлы,світлий
602,dunkel::A,цёмны,темний
603,schwarz::A,чорны,чорний
604,weiß::A,белы,сивий
605,rot::A,чырвоны,червоний
606,gelb::A,жоўты,жовтий
607,blau::A,сіні,синій
608,grün::A,зялёны,зелений
609,grau::A,шэры,сірий
610,bunt::A,пяресты,барвистий
611,billig::A,танны,дешевий
612,teuer::A,дарагі,дорогий
613,wertvoll::A,цэнны,цінний
614,wertvoll::A,каштоўны,цінний
615,blind::A,сляпы,сліпий
616,taub::A,глухі,глухий
617,kräftig::A,магутны,могутній
618,stark::A,сільны,сильний
619,schwach::A,слабы,слабкий
620,fett::A,тлусты,жирний
621,fett::A,тлусты,товстий
622,schlank::A,стройны,тонкий
623,schlank::A,стройны,стрункий
624,hübsch::A,чароўны,чарівний
625,böse::A,злы,злий
626,böse::A,злы,лихий
627,dumm::A,дурны,дурний
628,faul::A,лянівы,ледачий
629,fleißig::A,руплівы,старанний
630,geizig::A,прагны,скупий
631,klug::A,разумны,мудрий
632,klug::A,разумны,розумний
633,geschickt::A,умелы,умілий
634,lieb::A,мілы,милий
635,lustig::A,вясёлы,веселий
636,sanft::A,ласкавы,лагідний
637,hungrig::A,галодны,голодний
638,krank::A,хворы,слабий
639,nackt::A,голы,голий
640,traurig::A,сумны,сумний
641,lebendig::A,жывы,живий
642,gut::A,добры,добрий
643,schlecht::A,кепскі,поганий
644,schlecht::A,кепскі,кепський
645,richtig::A,правільны,правильний
646,schlimm::A,агідны,бридкий
647,wahr::A,сапраўдны,справжній
648,alt::A,стары,старий
649,neu::A,новы,новий
650,ehemalig::A,былы,колишній
651,alt[Lebewesen]::A,стары,старий
652,jung::A,малады,молодий
653,arm::A,бедны,бідний
654,reich::A,багаты,багатий
655,bekannt::A,знаёмы,знайомий
656,berühmt::A,славуты,славетний
657,fremd::A,чужы,чужий
658,verschieden::A,розны,різний
659,nah::A,блізкі,близький
660,fern::A,далёкі,далекий
661,linker::A,левы,лівий
662,rechter::A,правы,правий
663,anderer::A,іншы,інакший
664,anderer::A,другі,інакший
665,erster::A,першы,перший
666,zweiter::A,другі,другий
667,dritter::A,трэці,третій
668,letzter::A,апошні,останній
669,allein::ADV,сам,сам
670,allein::ADV,сам,один
671,allein::ADV,адзін,сам
672,allein::ADV,адзін,один
673,auf einmal::ADV,адразу,відразу
674,zusammen::ADV,разам,разом
675,zusammen::ADV,разам,спільно
676,lange::ADV,доўга,довго
677,plötzlich::ADV,раптам,раптом
678,sofort::ADV,зараз,зараз
679,später::ADV,пазней,пізніше
680,jetzt::ADV,цяпер,тепер
681,heute::ADV,сёння,сьогодні
682,morgen::ADV,заўтра,завтра
683,bald::ADV,хутка,незабаром
684,bald::ADV,неўзабаве,незабаром
685,dann::ADV,потым,потім
686,gestern::ADV,учора,вчора
687,einst::ADV,аднойчы,колись
688,damals::ADV,тады,тоді
689,danach::ADV,затым,згодом
690,vorher::ADV,раней,раніше
691,zuerst::ADV,спярша,спершу
692,zuerst::ADV,спярша,спочатку
693,zuerst::ADV,спачатку,спершу
694,zuerst::ADV,спачатку,спочатку
695,einmal::ADV,адзін раз,один раз
696,manchmal::ADV,часам,іноді
697,manchmal::ADV,часам,інколи
698,oft::ADV,часта,часто
699,immer::ADV,заўсёды,завжди
700,niemals::ADV,ніколі,ніколи
701,hier::ADV,тут,тут
702,hierhin::ADV,сюды,сюди
703,von hier::ADV,адсюль,звідси
704,von hier::ADV,адгэтуль,звідси
705,dort::ADV,там,там
706,dorthin::ADV,туды,туди
707,geradeaus::ADV,прама,прямо
708,vorwärts::ADV,наперад,вперед
709,rückwärts::ADV,назад,назад
710,zurück::ADV,назад,назад
711,unten::ADV,унізе,внизу
712,hinab::ADV,уніз,вниз
713,oben::ADV,угары,вгорі
714,oben::ADV,наверсе,вгорі
715,hinauf::ADV,угару,вгору
716,überall::ADV,усюды,скрізь
717,nicht::ADV,не,не
718,ein wenig::ADV,трошкі,трохи
719,ein wenig::ADV,трошкі,небагато
720,kaum::ADV,ледзьве,ледве
721,sehr::ADV,вельмі,дуже
722,so::ADV,так,так
723,noch::ADV,яшчэ,ще
724,nur::ADV,толькі,лише
725,nur::ADV,толькі,тільки
726,schon::ADV,ужо,вже
727,wieder::ADV,зноў,знову
728,vergebens::ADV,дарма,дарма
729,vergebens::ADV,дарэмна,дарма
730,vor::PRP,перад,перед
731,hinter::PRP,за,ззаду
732,hinter::PRP,за,позаду
733,hinter::PRP,ззаду,ззаду
734,hinter::PRP,ззаду,позаду
735,unter::PRP,пад,під
736,durch::PRP,праз,крізь
737,neben::PRP,каля,біля
738,zwischen::PRP,між,між
739,zwischen::PRP,паміж,між
740,wegen::PRP,з-за,з-за
741,wegen::PRP,з-за,через
742,dies::PRN,гэта,це
743,das::PRN,тое,то
744,alles::PRN,усё,все
745,ich::PRN,я,я
746,du::PRN,ты,ти
747,er::PRN,ён,він
748,wir::PRN,мы,ми
749,ihr::PRN,вы,ви
750,sie::PRN,яны,вони
751,was::FPRN,што,що
752,wer::FPRN,хто,хто
753,wo::FADV,дзе,де
754,wohin::FADV,куды,куди
755,wie::FADV,як,як
756,warum::FADV,чаму,чому
757,wieviel::FNUM,колькі,скільки
758,eins::NUM,адзін,один
759,zwei::NUM,два,два
760,drei::NUM,тры,три
761,vier::NUM,чатыры,чотири
762,fünf::NUM,пяць,п’ять
763,sechs::NUM,шесць,шість
764,sieben::NUM,сем,сім
765,acht::NUM,восем,вісім
766,neun::NUM,дзевяць,дев’ять
767,zehn::NUM,дзесяць,десять
768,elf::NUM,адзінаццаць,одинадцять
769,zwölf::NUM,дванаццаць,дванадцять
770,zwanzig::NUM,дваццаць,двадцять
771,dreißig::NUM,трыццаць,тридцять
772,vierzig::NUM,сорак,сорок
773,fünfzig::NUM,пядзесят,п’ятдесят
774,sechzig::NUM,шесдзесят,шістдесят
775,siebzig::NUM,семдзесят,сімдесят
776,achtzig::NUM,восемдзесят,вісімдесят
777,neunzig::NUM,дзевяноста,дев’яносто
778,hundert::NUM,сто,сто
779,tausend::NUM,тысяча,тисяча
780,und::CNJ,і,і
781,und::CNJ,ды,і
782,oder::CNJ,або,або
783,stehen::V,стаяць,стояти
784,sitzen::V,сядзець,сидіти
785,liegen::V,ляжаць,лежати
786,hängen::V,вісець,висіти
787,werden::V,стаць,стати
788,werden::V,стаць,робитися
789,werden::V,зрабіцца,стати
790,werden::V,зрабіцца,робитися
791,passieren::V,трапіцца,трапитися
792,beginnen::V,пачацца,початися
793,enden::V,кончыцца,кінчитися
794,wechseln::V,мяняцца,мінятися
795,aufgehen[Sonne]::V,узысці,зійти
796,untergehen[Sonne]::V,зайсці,зайти
797,scheinen[Sonne]::V,свяціць,світити
798,donnern::V,грымець,гриміти
799,wehen::V,дзьмуць,віяти
800,strömen::V,ліцца,литися
801,fließen::V,цячы,текти
802,sich drehen::V,круціцца,обертатися
803,sich drehen::V,варочацца,обертатися
804,schwanken::V,хістацца,коливатися
805,schwingen::V,гайдацца,хитатися
806,schwingen::V,гайдацца,гойдатися
807,schwingen::V,калыхацца,хитатися
808,schwingen::V,калыхацца,гойдатися
809,fallen::V,падаць,падати
810,brennen::V,гарэць,горіти
811,rauchen::V,дымець,диміти
812,regnen::V,дажджыць,дощити
813,gefrieren::V,замерзнуць,змерзнути
814,tauen::V,раставаць,танути
815,schmelzen::V,плавіцца,плавитися
816,trocknen::V,сохнуць,сохнути
817,sieden::V,кіпець,кипіти
818,faulen::V,гнісці,гнити
819,verfaulen::V,згнісці,згнити
820,reißen::V,ірвацца,рватися
821,versinken::V,тануць,тонути
822,vergehen::V,праходзіць,проходити
823,erscheinen::V,зʼявіцца,з’явитися
824,verschwinden::V,знікнуць,щезнути
825,verschwinden::V,знікнуць,зникнути
