,Concept_ID,zh,nl
111,Ufer::N,岸,oever
112,Küste::N,海岸,kust
113,Festland::N,大陆,vasteland
114,Meer::N,海,zee
115,Bucht::N,海湾,baai
116,Bucht::N,海湾,inham
117,Insel::N,岛,eiland
118,Blume::N,花,bloem
119,Gras::N,草,gras
120,Wurzel::N,根,wortel
121,Baum::N,树,boom
122,Stamm::N,树干,stam
123,Rinde::N,树皮,schors
124,Ast::N,树枝,tak
125,Zweig::N,树枝,twijg
126,Blatt::N,叶子,blad
127,Birke::N,桦木,berk
128,Kiefer[Baum]::N,松树,den
129,Weide[Baum]::N,柳树,wilg
130,Tanne::N,冷杉,spar
131,Horn::N,角,hoorn
132,Feder::N,羽毛,veer
133,Feder::N,羽毛,pluim
134,Fell::N,皮毛,vel
135,Flügel::N,翅膀,vleugel
136,Klaue::N,爪子,klauw
137,Kralle::N,爪子,klauw
138,Schwanz::N,尾巴,staart
139,Ei::N,蛋,ei
140,Nest::N,巢,nest
141,Bau::N,穴,hol
142,Tier::N,动物,dier
143,Herde::N,群,kudde
144,Kuh::N,母牛,koe
145,Bulle::N,公牛,stier
146,Pferd::N,马,paard
147,Schaf::N,羊,schaap
148,Schwein::N,猪,varken
149,Hund::N,狗,hond
150,Katze::N,猫,kat
151,Bär::N,熊,beer
152,Eichhörnchen::N,松鼠,eekhoorntje
153,Elch::N,麋鹿,eland
154,Fuchs::N,狐狸,vos
155,Hase::N,兔子,haas
156,Maus::N,老鼠,muis
157,Wolf::N,狼,wolf
158,Vogel::N,鸟,vogel
159,Schwarm::N,群,zwerm
160,Huhn::N,鸡,kip
161,Huhn::N,鸡,hoen
162,Hahn::N,公鸡,haan
163,Gans::N,鹅,gans
164,Adler::N,鹰,arend
165,Ente::N,鸭,eend
166,Eule::N,猫头鹰,uil
167,Kranich::N,鹤,kraanvogel
168,Krähe::N,乌鸦,kraai
169,Kuckuck::N,布谷鸟,koekoek
170,Schwan::N,天鹅,zwaan
171,Fisch::N,鱼,vis
172,Barsch::N,鲈鱼,baars
173,Hecht::N,狗鱼,snoek
174,Schlange[Tier]::N,蛇,slang
175,Wurm::N,蠕虫,worm
176,Spinne::N,蜘蛛,spin
177,Ameise::N,蚂蚁,mier
178,Laus::N,虱子,luis
179,Mücke::N,蚊子,mug
180,Fliege::N,苍蝇,vlieg
181,Schmetterling::N,蝴蝶,vlinder
182,Beere::N,将果,bes
183,Apfel::N,苹果,appel
184,Pilz::N,蘑菇,paddestoel
185,Zwiebel::N,洋葱,ui
186,Saat::N,种子,zaad
187,Korn::N,谷粒,graan
188,Korn::N,谷粒,korrel
189,Heu::N,干草,hooi
190,Schale::N,壳,schil
191,Grube::N,坑,kuil
192,Falle::N,圈套,val
193,Schlinge::N,活扣,strop
194,Spur::N,踪迹,spoor
195,Asche::N,灰烬,as
196,Dreck::N,污垢,drek
197,Eisen::N,铁,ijzer
198,Gold::N,金子,goud
199,Silber::N,银,zilver
200,Kohle::N,煤,kool
201,Glas::N,玻璃,glas
202,Lehm::N,粘土,klei
203,Sand::N,沙,zand
204,Mensch::N,人,mens
205,Mann::N,男子,man
206,Frau::N,妇女,vrouw
207,Kind::N,小孩,kind
208,Junge::N,男孩,jongen
209,Mädchen::N,女孩,meisje
210,Familie::N,家庭,gezin
211,Familie::N,家庭,familie
212,Großvater::N,祖父,grootvader
213,Großmutter::N,祖母,grootmoeder
214,Eltern::N,父母,ouders
215,Vater::N,父亲,vader
216,Mutter::N,母亲,moeder
217,Sohn::N,儿子,zoon
218,Tochter::N,女儿,dochter
219,Bruder::N,兄弟,broer
220,Bruder::N,兄弟,broeder
221,Schwester::N,姐妹,zus
222,Schwester::N,姐妹,zuster
223,Onkel::N,伯父,oom
224,Tante::N,阿姨,tante
225,Ehemann::N,丈夫,echtgenoot
226,Ehefrau::N,妻子,echtgenote
227,Freude::N,愉快,vreugde
228,Gelächter::N,大笑,gelach
229,Glück::N,运气,geluk
230,Kummer::N,苦恼,verdriet
231,Wunsch::N,愿望,wens
232,Wunsch::N,愿望,verlangen
233,Lust::N,乐趣,zin
234,Lust::N,乐趣,lust
235,Geist::N,精神,geest
236,Gedanke::N,思想,gedachte
237,Gedächtnis::N,记性,geheugen
238,Verstand::N,理智,verstand
239,Sinn::N,感觉,betekenis
240,Grund::N,理由,reden
241,Wahrheit::N,真理,waarheid
242,Gespräch::N,谈话,gesprek
243,Märchen::N,童话,sprookje
244,Erzählung::N,故事,verhaal
245,Nachricht::N,消息,tijding
246,Neuigkeit::N,新闻,nieuws
247,Neuigkeit::N,新闻,nieuwtje
248,Name::N,名字,naam
249,Rätsel::N,谜语,raadsel
250,Rede::N,讲话,rede
251,Sprache::N,语言,taal
252,Stimme::N,声音,stem
253,Wort::N,词,woord
254,Zeichen::N,标记,teken
255,Ruf::N,呼喊,roep
256,Lärm::N,噪音,lawaai
257,Laut::N,响声,klank
258,Laut::N,响声,geluid
259,Ton::N,声音,toon
260,Ton::N,声音,klank
261,Lied::N,歌曲,lied
262,Ruhe::N,安静,rust
263,Ruhe::N,安静,stilte
264,Leute::N,人们,lui
265,Leute::N,人们,mensen
266,Volk::N,人民,volk
267,Arbeit::N,劳动,werk
268,Arbeit::N,劳动,arbeid
269,Gast::N,客人,gast
270,Geschenk::N,礼物,cadeau
271,Geschenk::N,礼物,geschenk
272,Spiel::N,游戏,spel
273,Gesellschaft::N,陪同,gezelschap
274,Hilfe::N,帮助,hulp
275,Freund::N,朋友,vriend
276,Kamerad::N,同志,maat
277,Kamerad::N,同志,metgezel
278,Angelegenheit::N,事情,zaak
279,Angelegenheit::N,事情,aangelegenheid
280,Anzahl::N,数目,tal
281,Anzahl::N,数目,aantal
282,Art::N,种类,slag
283,Art::N,种类,soort
284,Stück::N,块,stuk
285,Teil::N,部分,deel
286,Hälfte::N,一半,helft
287,Kreis::N,圆,kring
288,Kreis::N,圆,cirkel
289,Kreuz::N,十字架,kruis
290,Linie::N,线条,lijn
291,Strich::N,划,haal
292,Strich::N,划,streep
293,Abstand::N,距离,afstand
294,Entfernung::N,距离,afstand
295,Gegend::N,地区,streek
296,Platz::N,场所,ruimte
297,Ort::N,地点,oord
298,Ort::N,地点,plaats
299,Seite::N,面,zij
300,Seite::N,面,kant
301,Seite::N,面,zijde
302,Mitte::N,中间,midden
303,Gegenstand::N,物品,voorwerp
304,Sache::N,物,zaak
305,Rand::N,边,rand
306,Rand::N,边,boord
307,Kante::N,棱,kant
308,Ecke::N,角,hoek
309,Spitze::N,尖,punt
310,Spitze::N,尖,spits
311,Ende::N,结尾,einde
312,Ende::N,结尾,uiteinde
313,Loch::N,洞,gat
314,Winkel::N,角度,hoek
315,Muster::N,模型,dessin
316,Muster::N,模型,patroon
317,Größe::N,大小,grootte
318,Länge::N,长度,lengte
319,Höhe::N,高度,hoogte
320,Gewicht::N,重量,gewicht
321,Menge::N,数量,hoeveelheid
322,Haufen::N,堆,hoop
323,Reihe::N,行,rij
324,Reihe::N,行,reeks
325,Boot::N,小船,boot
326,Ruder::N,奖,roeiriem
327,Schlitten::N,雪橇,slee
328,Schlitten::N,雪橇,slede
329,Ski::N,雪板,ski
330,Lagerfeuer::N,营火,kampvuur
331,Last::N,负担,last
332,Last::N,负担,vracht
333,Gang::N,行走,wandeling
334,Schritt::N,步伐,stap
335,Schritt::N,步伐,schrede
336,Norden::N,北,noorden
337,Süden::N,南,zuiden
338,Westen::N,西,westen
339,Osten::N,东,oosten
340,Holz::N,木材,hout
341,Brett::N,木板,plank
342,Platte::N,平板,plaat
343,Stütze::N,支架,stut
344,Stütze::N,支架,steun
345,Stange::N,杆,stang
346,Stock::N,棒,stok
347,Stab::N,棍,staf
348,Rohr::N,管子,pijp
349,Haus::N,房屋,huis
350,Heim::N,家,tehuis
351,Ofen::N,炉子,kachel
352,Fußboden::N,地板,vloer
353,Tisch::N,桌子,tafel
354,Stuhl::N,椅子,stoel
355,Wiege::N,摇蓝,wieg
356,Bett::N,床,bed
357,Regal::N,架子,rek
358,Kiste::N,箱子,kist
359,Fenster::N,窗户,raam
360,Fenster::N,窗户,venster
361,Tür::N,门,deur
362,Tor::N,大门,poort
363,Zaun::N,篱笆,omheining
364,Dach::N,屋顶,dak
365,Leiter::N,梯子,ladder
366,Besen::N,扫帚,bezem
367,Spaten::N,铁锹,schop
368,Schaufel::N,铁锹,schep
369,Gabel::N,叉,vork
370,Löffel::N,食匙,lepel
371,Messer::N,刀,mes
372,Nagel::N,钉子,spijker
373,Netz::N,网,net
374,Haken::N,钩子,haak
375,Griff::N,把柄,handvat
376,Schloss::N,锁,slot
377,Bild::N,图画,beeld
378,Figur::N,人像,figuur
379,Puppe::N,娃娃,pop
380,Beutel::N,袋子,zak
381,Beutel::N,袋子,buidel
382,Bündel::N,捆,pak
383,Bündel::N,捆,bundel
384,Tasche::N,手提包,tas
385,Eimer::N,桶,emmer
386,Deckel::N,盖子,deksel
387,Geschirr::N,餐具,vaatwerk
388,Sack::N,袋子,zak
389,Tasse::N,杯子,kop
390,Topf::N,锅,pan
391,Kessel::N,水壶,ketel
392,Essen::N,进餐,eten
393,Nahrung::N,食物,voedsel
394,Speise::N,菜肴,spijs
395,Fleisch::N,肉,vlees
396,Getreide::N,谷物,graan
397,Brei::N,粥,pap
398,Brei::N,粥,brij
399,Brot::N,面包,brood
400,Scheibe::N,片,plak
401,Scheibe::N,片,snede
402,Fett::N,脂肪,vet
403,Butter::N,黄油,boter
404,Öl::N,油,olie
405,Salz::N,盐,zout
406,Suppe::N,汤,soep
407,Honig::N,蜂蜜,honing
408,Milch::N,奶,melk
409,Tee::N,茶,thee
410,Leder::N,皮革,leer
411,Leder::N,皮革,leder
412,Wolle::N,毛线,wol
413,Stoff::N,织物,stof
414,Nadel::N,针,naald
415,Faden::N,线,draad
416,Knopf::N,纽扣,knoop
417,Knoten::N,结,knoop
418,Farbe::N,颜色,verf
419,Kleidung::N,衣服,kledij
420,Kleidung::N,衣服,kleding
421,Hemd::N,衬衫,hemd
422,Kragen::N,领子,kraag
423,Ärmel::N,袖子,mouw
424,Hose::N,裤子,broek
425,Hose::N,裤子,pantalon
426,Gürtel::N,腰带,riem
427,Gürtel::N,腰带,gordel
428,Mütze::N,帽子,muts
429,Schuh::N,鞋,schoen
430,Stiefel::N,靴子,laars
431,Ring::N,戒指,ring
432,Band::N,带子,lint
433,Kamm::N,梳子,kam
434,Spiegel::N,镜子,spiegel
435,Riemen::N,皮带,riem
436,Schnur::N,绳子,koord
437,Leine::N,皮带,lijn
438,Decke::N,被子,deken
439,Kissen::N,软垫,kussen
440,Tuch::N,巾,doek
441,Handtuch::N,手巾,handdoek
442,Kraft::N,力,kracht
443,Stärke::N,力量,sterkte
444,Gesundheit::N,健康,gezondheid
445,Krankheit::N,病,ziekte
446,Schmerz::N,痛,pijn
447,Wunde::N,伤口,wond
448,Fieber::N,发烧,koorts
449,Arznei::N,药,medicament
450,Arznei::N,药,geneesmiddel
451,Brücke::N,桥,brug
452,Brunnen::N,井,put
453,Brunnen::N,井,bron
454,Weide::N,牧场,wei
455,Weide::N,牧场,weide
456,Pfad::N,小路,pad
457,Weg::N,路,weg
458,Straße::N,街,baan
459,Straße::N,街,straat
460,Dorf::N,村庄,dorp
461,Stadt::N,城市,stad
462,Brief::N,信,brief
463,Buch::N,书,boek
464,Buchstabe::N,字母,letter
465,Zeitung::N,报纸,krant
466,Zeitung::N,报纸,dagblad
467,Leben::N,生命,leven
468,Tod::N,死亡,dood
469,Grab::N,坟墓,graf
470,Kirche::N,教堂,kerk
471,Sünde::N,罪,zonde
472,Gott::N,上帝,god
473,Arbeiter::N,工人,arbeider
474,Chef::N,上司,chef
475,Meister::N,师傅,meester
476,Arzt::N,医生,arts
477,Arzt::N,医生,dokter
478,Lehrer::N,教师,leraar
479,Lehrer::N,教师,onderwijzer
480,Geld::N,钱,geld
481,Geschäft::N,交易,zaak
482,Laden::N,商店,winkel
483,Preis::N,价格,prijs
484,Ware::N,商品,waar
485,Nutzen::N,好处,nut
486,Nutzen::N,好处,voordeel
487,Reichtum::N,财富,rijkdom
488,Welt::N,世界,wereld
489,Land::N,国家,land
490,Staat::N,国家,staat
491,König::N,国王,koning
492,Macht::N,权力,macht
493,Grenze::N,边界,grens
494,Krieg::N,战争,oorlog
495,Feind::N,敌人,vijand
496,Gewalt::N,暴力,geweld
497,Kampf::N,战斗,strijd
498,Kampf::N,战斗,gevecht
499,Bogen[Waffe]::N,弓,boog
500,Pfeil::N,箭,pijl
501,Gewehr::N,枪,geweer
502,Fehler::N,错误,fout
503,Lüge::N,谎话,leugen
504,Schaden::N,损失,schade
505,Unglück::N,不幸,tegenspoed
506,Schuld::N,过错,schuld
507,Alter::N,年龄,leeftijd
508,Schluss::N,结束,slot
509,Zeit::N,时间,tijd
510,Tag::N,天,dag
511,Morgen::N,早晨,morgen
512,Morgen::N,早晨,ochtend
513,Mittag::N,中午,middag
514,Abend::N,晚上,avond
515,Nacht::N,夜,nacht
516,Woche::N,星期,week
517,Monat::N,月,maand
518,Jahr::N,年,jaar
519,Frühling::N,春天,lente
520,Frühling::N,春天,voorjaar
521,Sommer::N,夏天,zomer
522,Herbst::N,秋天,herfst
523,Winter::N,冬天,winter
524,Januar::N,一月,januari
525,Februar::N,二月,februari
526,März::N,三月,maart
527,April::N,四月,april
528,Mai::N,五月,mei
529,Juni::N,六月,juni
530,Juli::N,七月,juli
531,August::N,八月,augustus
532,September::N,九月,september
533,Oktober::N,十月,oktober
534,November::N,十一月,november
535,Dezember::N,十二月,december
536,Montag::N,星期一,maandag
537,Dienstag::N,星期二,dinsdag
538,Mittwoch::N,星期三,woensdag
539,Donnerstag::N,星期四,donderdag
540,Freitag::N,星期五,vrijdag
541,Samstag::N,星期六,zaterdag
542,Sonntag::N,星期日,zondag
543,groß::A,大,groot
544,klein::A,小,klein
545,lang::A,长,lang
546,kurz::A,短,kort
547,breit::A,宽,breed
548,schmal::A,细长的,smal
549,dicht::A,密,dicht
550,dick[Gegenstand]::A,厚,dik
551,dünn::A,薄,dun
552,fein::A,细小,fijn
553,fest::A,固体,vast
554,flach::A,平坦,plat
555,glatt::A,光滑,glad
556,hart::A,硬,hard
557,weich::A,软,week
558,rund::A,圆,rond
559,spitz::A,尖,spits
560,spitz::A,尖,puntig
561,scharf::A,锋利,scherp
562,stumpf::A,钝,stomp
563,schwer::A,重,zwaar
564,schön::A,美丽,mooi
565,schön::A,美丽,fraai
566,heiß::A,烫,heet
567,warm::A,暖和,warm
568,kalt::A,冷,koud
569,kühl::A,凉,koel
570,frisch::A,新鲜,fris
571,feucht::A,潮湿,vochtig
572,nass::A,湿,nat
573,trocken::A,干,droog
574,voll::A,满,vol
575,leer::A,空,leeg
576,offen::A,敞开,open
577,geschlossen::A,关闭,gesloten
578,sauber::A,干净,net
579,sauber::A,干净,schoon
580,schmutzig::A,肮脏,vuil
581,roh::A,生,rauw
582,reif::A,成熟,rijp
583,lecker::A,好吃,lekker
584,süß::A,甜,zoet
585,bitter::A,苦,bitter
586,sauer::A,酸,zuur
587,hell::A,亮,licht
588,hell::A,亮,helder
589,dunkel::A,阴暗,donker
590,schwarz::A,黑,zwart
591,weiß::A,白,wit
592,rot::A,红,rood
593,gelb::A,黄,geel
594,blau::A,蓝,blauw
595,grün::A,绿,groen
596,grau::A,灰色,grijs
597,bunt::A,五彩,bont
598,billig::A,便宜,goedkoop
599,teuer::A,贵,duur
600,wertvoll::A,贵重,kostbaar
601,wertvoll::A,贵重,waardevol
602,blind::A,瞎,blind
603,taub::A,聋,doof
604,kräftig::A,强壮,krachtig
605,stark::A,强壮,sterk
606,schwach::A,弱,zwak
607,fett::A,胖,vet
608,schlank::A,苗条,slank
609,hübsch::A,漂亮,leuk
610,böse::A,邪恶,kwaad
611,dumm::A,笨,dom
612,faul::A,懒惰,lui
613,fleißig::A,勤奋,vlijtig
614,geizig::A,吝啬,gierig
615,klug::A,聪明,slim
616,klug::A,聪明,schrander
617,klug::A,聪明,verstandig
618,geschickt::A,灵巧,handig
619,geschickt::A,灵巧,vaardig
620,lieb::A,可爱,lief
621,lustig::A,快乐,vrolijk
622,sanft::A,柔和,zacht
623,hungrig::A,饥饿,hongerig
624,krank::A,患病,ziek
625,nackt::A,裸体,naakt
626,traurig::A,悲哀,treurig
627,traurig::A,悲哀,bedroefd
628,lebendig::A,活,levend
629,gut::A,好,goed
630,schlecht::A,坏,slecht
631,richtig::A,正确,juist
632,schlimm::A,糟糕,erg
633,schlimm::A,糟糕,kwaad
634,wahr::A,真,waar
635,alt::A,旧,oud
636,neu::A,新,nieuw
637,ehemalig::A,以前,voormalig
638,alt[Lebewesen]::A,老,oud
639,jung::A,年轻,jong
640,arm::A,贫穷,arm
641,reich::A,富裕,rijk
642,bekannt::A,出名,bekend
643,berühmt::A,著名,beroemd
644,fremd::A,陌生,vreemd
645,verschieden::A,不同,verscheiden
646,verschieden::A,不同,verschillend
647,nah::A,近,nabij
648,nah::A,近,nabijgelegen
649,fern::A,遥远,ver
650,linker::A,左,linker
651,rechter::A,右,rechter
652,anderer::A,别的,andere
653,erster::A,第一,eerste
654,zweiter::A,第二,tweede
655,dritter::A,第三,derde
656,letzter::A,最后,laatste
657,allein::ADV,单独,alleen
658,auf einmal::ADV,同时,ineens
659,auf einmal::ADV,同时,tegelijk
660,zusammen::ADV,一起,samen
661,zusammen::ADV,一起,bijeen
662,lange::ADV,许久,lang
663,plötzlich::ADV,忽然,eensklaps
664,plötzlich::ADV,忽然,plotsklaps
665,sofort::ADV,立刻,terstond
666,sofort::ADV,立刻,aanstonds
667,sofort::ADV,立刻,onmiddelijk
668,später::ADV,以后,later
669,jetzt::ADV,现在,nu
670,jetzt::ADV,现在,nou
671,jetzt::ADV,现在,thans
672,heute::ADV,今天,heden
673,heute::ADV,今天,vandaag
674,morgen::ADV,明天,morgen
675,bald::ADV,即将,gauw
676,bald::ADV,即将,weldra
677,dann::ADV,然后,dan
678,dann::ADV,然后,toen
679,gestern::ADV,昨天,gisteren
680,einst::ADV,曾经,eens
681,damals::ADV,当时,toen
682,damals::ADV,当时,destijds
683,danach::ADV,随后,daarna
684,vorher::ADV,事先,vooraf
685,vorher::ADV,事先,van tevoren
686,zuerst::ADV,首先,eerst
687,zuerst::ADV,首先,het eerst
688,einmal::ADV,一次,eens
689,einmal::ADV,一次,eenmaal
690,manchmal::ADV,有时,soms
691,oft::ADV,时常,vaak
692,oft::ADV,时常,dikwijls
693,immer::ADV,总是,altijd
694,niemals::ADV,从未,nooit
695,hier::ADV,这里,hier
696,hierhin::ADV,到这里,hierheen
697,von hier::ADV,由此,van hier
698,von hier::ADV,由此,hiervandaan
699,dort::ADV,那里,daar
700,dort::ADV,那里,ginds
701,dorthin::ADV,到那里,daarheen
702,geradeaus::ADV,一直往前,rechtuit
703,geradeaus::ADV,一直往前,rechtdoor
704,vorwärts::ADV,向前,vooruit
705,vorwärts::ADV,向前,voorwaarts
706,rückwärts::ADV,向后,achteruit
707,rückwärts::ADV,向后,achterwaarts
708,zurück::ADV,退后,terug
709,unten::ADV,下面,beneden
710,unten::ADV,下面,onderaan
711,hinab::ADV,向下,omlaag
712,hinab::ADV,向下,naar beneden
713,oben::ADV,上面,boven
714,hinauf::ADV,向上,omhoog
715,hinauf::ADV,向上,naar boven
716,überall::ADV,到处,alom
717,überall::ADV,到处,overal
718,nicht::ADV,不,niet
719,ein wenig::ADV,一点儿,wat
720,kaum::ADV,几乎不,amper
721,kaum::ADV,几乎不,nauwelijks
722,sehr::ADV,很,erg
723,sehr::ADV,很,zeer
724,so::ADV,如此,zo
725,noch::ADV,还,nog
726,nur::ADV,只,maar
727,nur::ADV,只,alleen
728,schon::ADV,已经,al
729,schon::ADV,已经,reeds
730,wieder::ADV,又,weer
731,wieder::ADV,又,terug
732,vor::PRP,在...面前,voor
733,hinter::PRP,在...背后,achter
734,unter::PRP,在...下面,onder
735,unter::PRP,在...下面,beneden
736,durch::PRP,穿过,door
737,neben::PRP,在...旁,naast
738,zwischen::PRP,在...之间,tussen
739,wegen::PRP,由于,wegens
740,wegen::PRP,由于,vanwege
741,dies::PRN,这,dit
742,das::PRN,那,dat
743,alles::PRN,一切,alles
744,ich::PRN,我,ik
745,du::PRN,你,je
746,du::PRN,你,jij
747,er::PRN,他,hij
748,wir::PRN,我们,we
749,wir::PRN,我们,wij
750,ihr::PRN,你们,jullie
751,sie::PRN,她,ze
752,sie::PRN,她,zij
753,was::FPRN,什么,wat
754,wer::FPRN,谁,wie
755,wo::FADV,哪里,waar
756,wohin::FADV,去哪里,waarheen
757,wie::FADV,怎么,hoe
758,warum::FADV,为什么,waarom
759,wieviel::FNUM,多少,hoeveel
760,eins::NUM,一,één
761,zwei::NUM,二,twee
762,drei::NUM,三,drie
763,vier::NUM,四,vier
764,fünf::NUM,五,vijf
765,sechs::NUM,六,zes
766,sieben::NUM,七,zeven
767,acht::NUM,八,acht
768,neun::NUM,九,negen
769,zehn::NUM,十,tien
770,elf::NUM,十一,elf
771,zwölf::NUM,十二,twaalf
772,zwanzig::NUM,二十,twintig
773,dreißig::NUM,三十,dertig
774,vierzig::NUM,四十,veertig
775,fünfzig::NUM,五十,vijftig
776,sechzig::NUM,六十,zestig
777,siebzig::NUM,七十,zeventig
778,achtzig::NUM,八十,tachtig
779,neunzig::NUM,九十,negentig
780,hundert::NUM,百,honderd
781,tausend::NUM,千,duizend
782,und::CNJ,和,en
783,oder::CNJ,或者,of
784,stehen::V,站,staan
785,sitzen::V,坐,zitten
786,liegen::V,躺着,liggen
787,hängen::V,挂着,hangen
788,werden::V,成为,worden
789,passieren::V,发生,gebeuren
790,beginnen::V,开始,beginnen
791,enden::V,终止,eindigen
792,wechseln::V,变迁,wijzigen
793,wechseln::V,变迁,veranderen
794,aufgehen[Sonne]::V,升起,opgaan
795,untergehen[Sonne]::V,下落,ondergaan
796,scheinen[Sonne]::V,照射,schijnen
797,donnern::V,打雷,donderen
798,wehen::V,飘扬,waaien
799,strömen::V,流,stromen
800,fließen::V,流动,vloeien
801,sich drehen::V,转动,draaien
802,sich drehen::V,转动,zich draaien
803,schwanken::V,摇摆,wankelen
804,schwingen::V,摇,zwieren
805,fallen::V,坠落,vallen
806,brennen::V,燃烧,branden
807,rauchen::V,冒烟,roken
808,regnen::V,下雨,regenen
809,gefrieren::V,结冰,bevriezen
810,tauen::V,融化,dooien
811,schmelzen::V,溶化,smelten
812,trocknen::V,变干,drogen
813,sieden::V,煮,koken
814,sieden::V,煮,zieden
815,faulen::V,腐烂,rotten
816,verfaulen::V,腐烂,verrotten
817,reißen::V,撕,scheuren
818,versinken::V,下沉,verzinken
819,vergehen::V,流逝,vergaan
820,erscheinen::V,出现,opdagen
821,erscheinen::V,出现,verschijnen
822,verschwinden::V,消失,verdwijnen
823,sinken::V,下降,zinken
824,abnehmen::V,减少,afnemen
825,abnehmen::V,减少,verminderen
826,zunehmen::V,增加,toenemen
827,steigen::V,上升,stijgen
828,steigen::V,上升,omhooggaan
829,wachsen::V,生长,groeien
830,glänzen::V,发光,glanzen
831,glänzen::V,发光,schitteren
832,funkeln::V,闪烁,fonkelen
833,lärmen::V,吵闹,lawaai maken
834,läuten::V,响,luiden
835,klingeln::V,按铃,bellen
836,brausen::V,疾驶,bruisen
837,klingen::V,听起来,klinken
838,bellen::V,吠,blaffen
839,heulen::V,嗥,huilen
840,blasen::V,吹,blazen
841,pfeifen::V,吹口哨,fluiten
842,schreien::V,叫喊,gillen
843,schreien::V,叫喊,schreeuwen
844,stöhnen::V,呻吟,steunen
845,zittern::V,颤抖,beven
846,zittern::V,颤抖,sidderen
847,leben::V,生存,leven
848,geboren werden::V,出生,geboren worden
849,atmen::V,呼吸,ademen
850,trinken::V,喝,drinken
851,essen::V,吃,eten
852,schlucken::V,咽,slikken
853,müde werden::V,疲倦,moe worden
854,einschlafen::V,入睡,inslapen
855,schlafen::V,睡觉,slapen
856,aufwachen::V,睡醒,ontwaken
857,aufwachen::V,睡醒,wakker worden
858,aufstehen::V,起床,opstaan
859,sich erholen::V,休养,zich ontspannen
860,krank werden::V,生病,ziek worden
861,krank sein::V,生病,ziek zijn
862,schmerzen::V,疼痛,pijn doen
863,husten::V,咳,hoesten
