,Concept_ID,es,es
237,Glas::N,vidrio,cristal
238,Glas::N,cristal,vidrio
239,Glas::N,cristal,cristal
240,Lehm::N,barro,barro
241,Sand::N,arena,arena
242,Mensch::N,hombre,hombre
243,Mensch::N,hombre,ser humano
244,Mensch::N,ser humano,hombre
245,Mensch::N,ser humano,ser humano
246,Mann::N,hombre,hombre
247,Frau::N,mujer,mujer
248,Kind::N,niño,niño
249,Junge::N,chico,chico
250,Junge::N,chico,muchacho
251,Junge::N,muchacho,chico
252,Junge::N,muchacho,muchacho
253,Mädchen::N,chica,chica
254,Mädchen::N,chica,muchacha
255,Mädchen::N,muchacha,chica
256,Mädchen::N,muchacha,muchacha
257,Familie::N,familia,familia
258,Großvater::N,abuelo,abuelo
259,Großmutter::N,abuela,abuela
260,Eltern::N,padres,padres
261,Vater::N,padre,padre
262,Mutter::N,madre,madre
263,Sohn::N,hijo,hijo
264,Tochter::N,hija,hija
265,Bruder::N,hermano,hermano
266,Schwester::N,hermana,hermana
267,Onkel::N,tío,tío
268,Tante::N,tía,tía
269,Ehemann::N,esposo,esposo
270,Ehefrau::N,esposa,esposa
271,Freude::N,placer,placer
272,Freude::N,placer,alegría
273,Freude::N,alegría,placer
274,Freude::N,alegría,alegría
275,Gelächter::N,risa,risa
276,Gelächter::N,risa,carcajada
277,Gelächter::N,carcajada,risa
278,Gelächter::N,carcajada,carcajada
279,Glück::N,felicidad,felicidad
280,Kummer::N,pena,pena
281,Wunsch::N,deseo,deseo
282,Lust::N,ganas,ganas
283,Geist::N,mente,mente
284,Geist::N,mente,espíritu
285,Geist::N,espíritu,mente
286,Geist::N,espíritu,espíritu
287,Gedanke::N,idea,idea
288,Gedanke::N,idea,pensamiento
289,Gedanke::N,pensamiento,idea
290,Gedanke::N,pensamiento,pensamiento
291,Gedächtnis::N,memoria,memoria
292,Verstand::N,razón,razón
293,Verstand::N,razón,entendimiento
294,Verstand::N,entendimiento,razón
295,Verstand::N,entendimiento,entendimiento
296,Sinn::N,sentido,sentido
297,Sinn::N,sentido,significado
298,Sinn::N,significado,sentido
299,Sinn::N,significado,significado
300,Grund::N,causa,causa
301,Wahrheit::N,verdad,verdad
302,Gespräch::N,conversación,conversación
303,Märchen::N,cuento,cuento
304,Erzählung::N,cuento,cuento
305,Erzählung::N,cuento,narración
306,Erzählung::N,narración,cuento
307,Erzählung::N,narración,narración
308,Nachricht::N,mensaje,mensaje
309,Neuigkeit::N,noticia,noticia
310,Name::N,nombre,nombre
311,Rätsel::N,acertijo,acertijo
312,Rätsel::N,acertijo,adivinanza
313,Rätsel::N,adivinanza,acertijo
314,Rätsel::N,adivinanza,adivinanza
315,Rede::N,discurso,discurso
316,Sprache::N,lengua,lengua
317,Stimme::N,voz,voz
318,Wort::N,palabra,palabra
319,Zeichen::N,señal,señal
320,Ruf::N,llamada,llamada
321,Lärm::N,ruido,ruido
322,Lärm::N,ruido,barullo
323,Lärm::N,barullo,ruido
324,Lärm::N,barullo,barullo
325,Laut::N,sonido,sonido
326,Ton::N,tono,tono
327,Lied::N,canción,canción
328,Ruhe::N,calma,calma
329,Ruhe::N,calma,silencio
330,Ruhe::N,silencio,calma
331,Ruhe::N,silencio,silencio
332,Leute::N,gente,gente
333,Volk::N,pueblo,pueblo
334,Arbeit::N,trabajo,trabajo
335,Gast::N,huésped,huésped
336,Gast::N,huésped,invitado
337,Gast::N,invitado,huésped
338,Gast::N,invitado,invitado
339,Geschenk::N,regalo,regalo
340,Spiel::N,juego,juego
341,Gesellschaft::N,compañía,compañía
342,Hilfe::N,ayuda,ayuda
343,Hilfe::N,ayuda,socorro
344,Hilfe::N,socorro,ayuda
345,Hilfe::N,socorro,socorro
346,Freund::N,amigo,amigo
347,Kamerad::N,camarada,camarada
348,Kamerad::N,camarada,compañero
349,Kamerad::N,compañero,camarada
350,Kamerad::N,compañero,compañero
351,Angelegenheit::N,asunto,asunto
352,Anzahl::N,cantidad,cantidad
353,Art::N,tipo,tipo
354,Art::N,tipo,clase
355,Art::N,clase,tipo
356,Art::N,clase,clase
357,Stück::N,pieza,pieza
358,Teil::N,parte,parte
359,Hälfte::N,mitad,mitad
360,Kreis::N,círculo,círculo
361,Kreuz::N,cruz,cruz
362,Linie::N,línea,línea
363,Strich::N,raya,raya
364,Strich::N,raya,trazo
365,Strich::N,trazo,raya
366,Strich::N,trazo,trazo
367,Abstand::N,distancia,distancia
368,Entfernung::N,distancia,distancia
369,Gegend::N,región,región
370,Gegend::N,región,comarca
371,Gegend::N,comarca,región
372,Gegend::N,comarca,comarca
373,Platz::N,espacio,espacio
374,Ort::N,sitio,sitio
375,Seite::N,lado,lado
376,Seite::N,lado,costado
377,Seite::N,costado,lado
378,Seite::N,costado,costado
379,Mitte::N,medio,medio
380,Mitte::N,medio,centro
381,Mitte::N,centro,medio
382,Mitte::N,centro,centro
383,Gegenstand::N,objeto,objeto
384,Sache::N,cosa,cosa
385,Rand::N,borde,borde
386,Kante::N,borde,borde
387,Ecke::N,esquina,esquina
388,Spitze::N,punta,punta
389,Ende::N,cabo,cabo
390,Ende::N,cabo,extremo
391,Ende::N,extremo,cabo
392,Ende::N,extremo,extremo
393,Loch::N,agujero,agujero
394,Loch::N,agujero,abertura
395,Loch::N,abertura,agujero
396,Loch::N,abertura,abertura
397,Winkel::N,ángulo,ángulo
398,Muster::N,dibujo,dibujo
399,Größe::N,tamaño,tamaño
400,Länge::N,longitud,longitud
401,Höhe::N,altura,altura
402,Höhe::N,altura,altitud
403,Höhe::N,altitud,altura
404,Höhe::N,altitud,altitud
405,Gewicht::N,peso,peso
406,Menge::N,cantidad,cantidad
407,Haufen::N,montón,montón
408,Reihe::N,fila,fila
409,Boot::N,bote,bote
410,Boot::N,bote,barca
411,Boot::N,barca,bote
412,Boot::N,barca,barca
413,Ruder::N,remo,remo
414,Schlitten::N,trineo,trineo
415,Ski::N,esquí,esquí
416,Lagerfeuer::N,hoguera,hoguera
417,Last::N,carga,carga
418,Gang::N,marcha,marcha
419,Schritt::N,paso,paso
420,Norden::N,norte,norte
421,Süden::N,sur,sur
422,Westen::N,oeste,oeste
423,Osten::N,este,este
424,Holz::N,madera,madera
425,Brett::N,tabla,tabla
426,Platte::N,placa,placa
427,Platte::N,placa,plancha
428,Platte::N,plancha,placa
429,Platte::N,plancha,plancha
430,Stütze::N,sostén,sostén
431,Stütze::N,sostén,soporte
432,Stütze::N,soporte,sostén
433,Stütze::N,soporte,soporte
434,Stange::N,vara,vara
435,Stange::N,vara,percha
436,Stange::N,percha,vara
437,Stange::N,percha,percha
438,Stock::N,palo,palo
439,Stock::N,palo,bastón
440,Stock::N,bastón,palo
441,Stock::N,bastón,bastón
442,Stab::N,vara,vara
443,Stab::N,vara,bastón
444,Stab::N,bastón,vara
445,Stab::N,bastón,bastón
446,Rohr::N,tubo,tubo
447,Haus::N,casa,casa
448,Heim::N,hogar,hogar
449,Ofen::N,estufa,estufa
450,Fußboden::N,suelo,suelo
451,Tisch::N,mesa,mesa
452,Stuhl::N,silla,silla
453,Wiege::N,cuna,cuna
454,Bett::N,cama,cama
455,Regal::N,estantería,estantería
456,Kiste::N,caja,caja
457,Fenster::N,ventana,ventana
458,Tür::N,puerta,puerta
459,Tor::N,puerta,puerta
460,Zaun::N,valla,valla
461,Zaun::N,valla,cercado
462,Zaun::N,cercado,valla
463,Zaun::N,cercado,cercado
464,Dach::N,techo,techo
465,Dach::N,techo,tejado
466,Dach::N,tejado,techo
467,Dach::N,tejado,tejado
468,Leiter::N,escalera,escalera
469,Besen::N,escoba,escoba
470,Spaten::N,pala,pala
471,Schaufel::N,pala,pala
472,Schaufel::N,pala,paleta
473,Schaufel::N,paleta,pala
474,Schaufel::N,paleta,paleta
475,Gabel::N,tenedor,tenedor
476,Löffel::N,cuchara,cuchara
477,Messer::N,cuchillo,cuchillo
478,Nagel::N,clavo,clavo
479,Netz::N,red,red
480,Haken::N,gancho,gancho
481,Haken::N,gancho,corchete
482,Haken::N,corchete,gancho
483,Haken::N,corchete,corchete
484,Griff::N,asa,asa
485,Griff::N,asa,mango
486,Griff::N,mango,asa
487,Griff::N,mango,mango
488,Schloss::N,cerradura,cerradura
489,Bild::N,imagen,imagen
490,Figur::N,figura,figura
491,Puppe::N,muñeca,muñeca
492,Beutel::N,bolsa,bolsa
493,Bündel::N,haz,haz
494,Tasche::N,bolso,bolso
495,Eimer::N,cubo,cubo
496,Deckel::N,tapa,tapa
497,Deckel::N,tapa,tapadera
498,Deckel::N,tapadera,tapa
499,Deckel::N,tapadera,tapadera
500,Geschirr::N,vajilla,vajilla
501,Sack::N,saco,saco
502,Tasse::N,taza,taza
503,Topf::N,olla,olla
504,Topf::N,olla,marmita
505,Topf::N,marmita,olla
506,Topf::N,marmita,marmita
507,Kessel::N,caldera,caldera
508,Essen::N,comida,comida
509,Nahrung::N,alimento,alimento
510,Speise::N,plato,plato
511,Fleisch::N,carne,carne
512,Getreide::N,cereales,cereales
513,Brei::N,puré,puré
514,Brei::N,puré,papilla
515,Brei::N,papilla,puré
516,Brei::N,papilla,papilla
517,Brot::N,pan,pan
518,Scheibe::N,lonja,lonja
519,Scheibe::N,lonja,rebanada
520,Scheibe::N,rebanada,lonja
521,Scheibe::N,rebanada,rebanada
522,Fett::N,grasa,grasa
523,Butter::N,mantequilla,mantequilla
524,Öl::N,aceite,aceite
525,Salz::N,sal,sal
526,Suppe::N,sopa,sopa
527,Honig::N,miel,miel
528,Milch::N,leche,leche
529,Tee::N,té,té
530,Leder::N,cuero,cuero
531,Wolle::N,lana,lana
532,Stoff::N,tela,tela
533,Stoff::N,tela,tejido
534,Stoff::N,tejido,tela
535,Stoff::N,tejido,tejido
536,Nadel::N,aguja,aguja
537,Faden::N,hilo,hilo
538,Knopf::N,botón,botón
539,Knoten::N,nudo,nudo
540,Farbe::N,pintura,pintura
541,Kleidung::N,ropa,ropa
542,Kleidung::N,ropa,vestidos
543,Kleidung::N,vestidos,ropa
544,Kleidung::N,vestidos,vestidos
545,Hemd::N,camisa,camisa
546,Kragen::N,cuello,cuello
547,Ärmel::N,manga,manga
548,Hose::N,pantalón,pantalón
549,Gürtel::N,cinturón,cinturón
550,Mütze::N,gorro,gorro
551,Schuh::N,zapato,zapato
552,Stiefel::N,bota,bota
553,Ring::N,anillo,anillo
554,Band::N,cinta,cinta
555,Kamm::N,peine,peine
556,Spiegel::N,espejo,espejo
557,Riemen::N,correa,correa
558,Schnur::N,cuerda,cuerda
559,Leine::N,correa,correa
560,Decke::N,manta,manta
561,Kissen::N,almohada,almohada
562,Tuch::N,pañuelo,pañuelo
563,Handtuch::N,toalla,toalla
564,Kraft::N,fuerza,fuerza
565,Stärke::N,fuerza,fuerza
566,Gesundheit::N,salud,salud
567,Krankheit::N,enfermedad,enfermedad
568,Schmerz::N,dolor,dolor
569,Wunde::N,llaga,llaga
570,Wunde::N,llaga,herida
571,Wunde::N,herida,llaga
572,Wunde::N,herida,herida
573,Fieber::N,fiebre,fiebre
574,Arznei::N,medicina,medicina
575,Arznei::N,medicina,medicamento
576,Arznei::N,medicamento,medicina
577,Arznei::N,medicamento,medicamento
578,Brücke::N,puente,puente
579,Brunnen::N,pozo,pozo
580,Weide::N,pasto,pasto
581,Pfad::N,sendero,sendero
582,Weg::N,camino,camino
583,Straße::N,vía,vía
584,Straße::N,vía,carretera
585,Straße::N,carretera,vía
586,Straße::N,carretera,carretera
587,Dorf::N,aldea,aldea
588,Dorf::N,aldea,pueblo
589,Dorf::N,pueblo,aldea
590,Dorf::N,pueblo,pueblo
591,Stadt::N,ciudad,ciudad
592,Brief::N,carta,carta
593,Buch::N,libro,libro
594,Buchstabe::N,letra,letra
595,Buchstabe::N,letra,carácter
596,Buchstabe::N,carácter,letra
597,Buchstabe::N,carácter,carácter
598,Zeitung::N,diario,diario
599,Zeitung::N,diario,periódico
600,Zeitung::N,periódico,diario
601,Zeitung::N,periódico,periódico
602,Leben::N,vida,vida
603,Tod::N,muerte,muerte
604,Grab::N,tumba,tumba
605,Grab::N,tumba,sepulcro
606,Grab::N,sepulcro,tumba
607,Grab::N,sepulcro,sepulcro
608,Kirche::N,iglesia,iglesia
609,Sünde::N,pecado,pecado
610,Gott::N,dios,dios
611,Arbeiter::N,obrero,obrero
612,Arbeiter::N,obrero,trabajador
613,Arbeiter::N,trabajador,obrero
614,Arbeiter::N,trabajador,trabajador
615,Chef::N,jefe,jefe
616,Meister::N,maestro,maestro
617,Arzt::N,médico,médico
618,Lehrer::N,profesor,profesor
619,Geld::N,dinero,dinero
620,Geschäft::N,negocio,negocio
621,Laden::N,tienda,tienda
622,Preis::N,precio,precio
623,Ware::N,mercancía,mercancía
624,Nutzen::N,provecho,provecho
625,Reichtum::N,riqueza,riqueza
626,Welt::N,mundo,mundo
627,Land::N,país,país
628,Staat::N,Estado,Estado
629,König::N,rey,rey
630,Macht::N,poder,poder
631,Macht::N,poder,potencia
632,Macht::N,potencia,poder
633,Macht::N,potencia,potencia
634,Grenze::N,frontera,frontera
635,Krieg::N,guerra,guerra
636,Feind::N,enemigo,enemigo
637,Gewalt::N,violencia,violencia
638,Kampf::N,lucha,lucha
639,Kampf::N,lucha,combate
640,Kampf::N,combate,lucha
641,Kampf::N,combate,combate
642,Bogen[Waffe]::N,arco,arco
643,Pfeil::N,flecha,flecha
644,Gewehr::N,fusil,fusil
645,Gewehr::N,fusil,escopeta
646,Gewehr::N,escopeta,fusil
647,Gewehr::N,escopeta,escopeta
648,Fehler::N,error,error
649,Lüge::N,mentira,mentira
650,Schaden::N,daño,daño
651,Unglück::N,desgracia,desgracia
652,Schuld::N,culpa,culpa
653,Alter::N,edad,edad
654,Schluss::N,fin,fin
655,Schluss::N,fin,final
656,Schluss::N,final,fin
657,Schluss::N,final,final
658,Zeit::N,tiempo,tiempo
659,Tag::N,día,día
660,Morgen::N,mañana,mañana
661,Mittag::N,mediodía,mediodía
662,Abend::N,noche,noche
663,Nacht::N,noche,noche
664,Woche::N,semana,semana
665,Monat::N,mes,mes
666,Jahr::N,año,año
667,Frühling::N,primavera,primavera
668,Sommer::N,verano,verano
669,Herbst::N,otoño,otoño
670,Winter::N,invierno,invierno
671,Januar::N,enero,enero
672,Februar::N,febrero,febrero
673,März::N,marzo,marzo
674,April::N,abril,abril
675,Mai::N,mayo,mayo
676,Juni::N,junio,junio
677,Juli::N,julio,julio
678,August::N,agosto,agosto
679,September::N,septiembre,septiembre
680,Oktober::N,octubre,octubre
681,November::N,noviembre,noviembre
682,Dezember::N,diciembre,diciembre
683,Montag::N,lunes,lunes
684,Dienstag::N,martes,martes
685,Mittwoch::N,miércoles,miércoles
686,Donnerstag::N,jueves,jueves
687,Freitag::N,viernes,viernes
688,Samstag::N,sábado,sábado
689,Sonntag::N,domingo,domingo
690,groß::A,grande,grande
691,klein::A,pequeño,pequeño
692,lang::A,largo,largo
693,kurz::A,corto,corto
694,breit::A,ancho,ancho
695,schmal::A,estrecho,estrecho
696,dicht::A,denso,denso
697,dick[Gegenstand]::A,grueso,grueso
698,dünn::A,fino,fino
699,dünn::A,fino,delgado
700,dünn::A,delgado,fino
701,dünn::A,delgado,delgado
702,fein::A,fino,fino
703,fein::A,fino,delicado
704,fein::A,delicado,fino
705,fein::A,delicado,delicado
706,fest::A,firme,firme
707,fest::A,firme,sólido
708,fest::A,sólido,firme
709,fest::A,sólido,sólido
710,flach::A,plano,plano
711,glatt::A,liso,liso
712,hart::A,duro,duro
713,weich::A,muelle,muelle
714,rund::A,redondo,redondo
715,spitz::A,agudo,agudo
716,spitz::A,agudo,apuntado
717,spitz::A,apuntado,agudo
718,spitz::A,apuntado,apuntado
719,scharf::A,agudo,agudo
720,scharf::A,agudo,afilado
721,scharf::A,afilado,agudo
722,scharf::A,afilado,afilado
723,stumpf::A,sin filo,sin filo
724,schwer::A,pesado,pesado
725,schön::A,bello,bello
726,schön::A,bello,hermoso
727,schön::A,hermoso,bello
728,schön::A,hermoso,hermoso
729,heiß::A,caluroso,caluroso
730,warm::A,cálido,cálido
731,warm::A,cálido,caliente
732,warm::A,caliente,cálido
733,warm::A,caliente,caliente
734,kalt::A,frío,frío
735,kühl::A,fresco,fresco
736,frisch::A,fresco,fresco
737,feucht::A,húmedo,húmedo
738,nass::A,mojado,mojado
739,trocken::A,seco,seco
740,voll::A,lleno,lleno
741,leer::A,vacío,vacío
742,offen::A,abierto,abierto
743,geschlossen::A,cerrado,cerrado
744,sauber::A,limpio,limpio
745,schmutzig::A,sucio,sucio
746,roh::A,crudo,crudo
747,reif::A,maduro,maduro
748,lecker::A,rico,rico
749,lecker::A,rico,sabroso
750,lecker::A,sabroso,rico
751,lecker::A,sabroso,sabroso
752,süß::A,dulce,dulce
753,bitter::A,amargo,amargo
754,sauer::A,agrio,agrio
755,hell::A,claro,claro
756,dunkel::A,oscuro,oscuro
757,schwarz::A,negro,negro
758,weiß::A,blanco,blanco
759,rot::A,rojo,rojo
760,gelb::A,amarillo,amarillo
761,blau::A,azul,azul
762,grün::A,verde,verde
763,grau::A,gris,gris
764,bunt::A,multicolor,multicolor
765,billig::A,barato,barato
766,teuer::A,caro,caro
767,wertvoll::A,valioso,valioso
768,wertvoll::A,valioso,precioso
769,wertvoll::A,precioso,valioso
770,wertvoll::A,precioso,precioso
771,blind::A,ciego,ciego
772,taub::A,sordo,sordo
773,kräftig::A,fuerte,fuerte
774,stark::A,fuerte,fuerte
775,stark::A,fuerte,vigoroso
776,stark::A,vigoroso,fuerte
777,stark::A,vigoroso,vigoroso
778,schwach::A,débil,débil
779,fett::A,obeso,obeso
780,schlank::A,esbelto,esbelto
781,hübsch::A,mono,mono
782,hübsch::A,mono,guapo
783,hübsch::A,guapo,mono
784,hübsch::A,guapo,guapo
785,böse::A,malo,malo
786,dumm::A,tonto,tonto
787,dumm::A,tonto,estúpido
788,dumm::A,estúpido,tonto
789,dumm::A,estúpido,estúpido
790,faul::A,vago,vago
791,faul::A,vago,perezoso
792,faul::A,perezoso,vago
793,faul::A,perezoso,perezoso
794,fleißig::A,aplicado,aplicado
795,fleißig::A,aplicado,diligente
796,fleißig::A,diligente,aplicado
797,fleißig::A,diligente,diligente
798,geizig::A,avaro,avaro
799,klug::A,sensato,sensato
800,klug::A,sensato,inteligente
801,klug::A,inteligente,sensato
802,klug::A,inteligente,inteligente
803,geschickt::A,hábil,hábil
804,lieb::A,querido,querido
805,lustig::A,alegre,alegre
806,sanft::A,suave,suave
807,hungrig::A,hambriento,hambriento
808,krank::A,enfermo,enfermo
809,nackt::A,desnudo,desnudo
810,traurig::A,triste,triste
811,lebendig::A,vivo,vivo
812,lebendig::A,vivo,viviente
813,lebendig::A,viviente,vivo
814,lebendig::A,viviente,viviente
815,gut::A,bueno,bueno
816,schlecht::A,malo,malo
817,richtig::A,justo,justo
818,richtig::A,justo,correcto
819,richtig::A,correcto,justo
820,richtig::A,correcto,correcto
821,schlimm::A,malo,malo
822,schlimm::A,malo,grave
823,schlimm::A,grave,malo
824,schlimm::A,grave,grave
825,wahr::A,verídico,verídico
826,wahr::A,verídico,verdadero
827,wahr::A,verdadero,verídico
828,wahr::A,verdadero,verdadero
829,alt::A,viejo,viejo
830,neu::A,nuevo,nuevo
831,ehemalig::A,antiguo,antiguo
832,alt[Lebewesen]::A,viejo,viejo
833,jung::A,joven,joven
834,arm::A,pobre,pobre
835,reich::A,rico,rico
836,bekannt::A,conocido,conocido
837,berühmt::A,famoso,famoso
838,berühmt::A,famoso,célebre
839,berühmt::A,célebre,famoso
840,berühmt::A,célebre,célebre
841,fremd::A,extraño,extraño
842,verschieden::A,diverso,diverso
843,verschieden::A,diverso,distinto
844,verschieden::A,diverso,diferente
845,verschieden::A,distinto,diverso
846,verschieden::A,distinto,distinto
847,verschieden::A,distinto,diferente
848,verschieden::A,diferente,diverso
849,verschieden::A,diferente,distinto
850,verschieden::A,diferente,diferente
851,nah::A,cercano,cercano
852,fern::A,lejano,lejano
