,Concept_ID,xal,ja
171,Hecht::N,цурх,川魳
172,Schlange[Tier]::N,моһа,蛇
173,Wurm::N,өтн,虫
174,Spinne::N,аралҗн,蜘蛛
175,Ameise::N,шорһлҗн,蟻
176,Laus::N,бөөсн,虱
177,Mücke::N,бөкүн,蚊
178,Fliege::N,батхн,蝿
179,Schmetterling::N,эрвәкә,蝶
180,Beere::N,бөөлҗрһн,漿果
181,Apfel::N,альмн,林檎
182,Pilz::N,теңгрин ки,茸
183,Zwiebel::N,мәңгрснә толһа,玉葱
184,Saat::N,буудян экн,種
185,Korn::N,экн,粒
186,Heu::N,өвсн,干し草
187,Schale::N,хальсн,皮
188,Grube::N,нүкн,穴
189,Falle::N,урх,わな
190,Falle::N,хавх,わな
191,Schlinge::N,бүтү,輪
192,Spur::N,мөр,跡
193,Asche::N,үмсн,灰
194,Dreck::N,бальчг,泥
195,Eisen::N,төмр,鉄
196,Gold::N,алтн,金
197,Silber::N,мөңгн,銀
198,Silber::N,цаһан мөңгн,銀
199,Kohle::N,нүүрсн,炭
200,Glas::N,шил,ガラス
201,Lehm::N,шавр,ローム
202,Sand::N,элсн,砂
203,Mensch::N,күн,人
204,Mensch::N,күмн,人
205,Mann::N,эр,男
206,Mann::N,эр,男性
207,Frau::N,күүкд күн,女
208,Frau::N,күүкд күн,女性
209,Kind::N,үрн,子
210,Kind::N,үрн,子供
211,Junge::N,көвүн,男の子
212,Mädchen::N,бичкн күүкн,女の子
213,Familie::N,бүл,家族
214,Großvater::N,өвк эцк,祖父
215,Großvater::N,өвк эцк,おじいさん
216,Großvater::N,наһц эцк,祖父
217,Großvater::N,наһц эцк,おじいさん
218,Großmutter::N,эмг эк,祖母
219,Großmutter::N,эмг эк,おばあさん
220,Großmutter::N,наһц эк,祖母
221,Großmutter::N,наһц эк,おばあさん
222,Eltern::N,эк эцк хойр,親
223,Eltern::N,эк эцк хойр,両親
224,Vater::N,эцк,父
225,Vater::N,эцк,お父さん
226,Mutter::N,эк,母
227,Mutter::N,эк,お母さん
228,Sohn::N,көвүн,息子
229,Sohn::N,көвүн,息子さん
230,Tochter::N,күүкн,娘
231,Tochter::N,күүкн,お嬢さん
232,Bruder::N,дү көвүн,弟
233,Schwester::N,эгч,妹
234,Schwester::N,дү күүкн,妹
235,Onkel::N,авһ,伯父
236,Onkel::N,авһ,伯父さん
237,Onkel::N,наһцх,伯父
238,Onkel::N,наһцх,伯父さん
239,Tante::N,наһц эгч,叔母
240,Tante::N,наһц эгч,叔母さん
241,Ehemann::N,залу,夫
242,Ehemann::N,залу,主人
243,Ehefrau::N,гергн,妻
244,Ehefrau::N,гергн,奥さん
245,Freude::N,байр,喜び
246,Gelächter::N,инәдн,笑い
247,Glück::N,җирһл,幸せ
248,Glück::N,сәәхн җирһл,幸せ
249,Kummer::N,зовлң,悩み
250,Wunsch::N,дурн,希望
251,Lust::N,җилвтлһн,気
252,Geist::N,зөрг,精神
253,Gedanke::N,ухан,考え
254,Gedächtnis::N,чееҗин тодлвр,記憶
255,Verstand::N,ухан,理解力
256,Sinn::N,учр-утх,意味
257,Grund::N,учр,理由
258,Grund::N,шалтан,理由
259,Wahrheit::N,үнн,真実
260,Gespräch::N,күүндвүр,会話
261,Märchen::N,тууль,童話
262,Erzählung::N,келвр,物語
263,Nachricht::N,медүллһн,報告
264,Neuigkeit::N,зәңг,ニュース
265,Name::N,нерн,名前
266,Rätsel::N,тәәлвртә тууль,謎
267,Rede::N,келлһн,演説
268,Sprache::N,келн,言語
269,Stimme::N,дун,声
270,Wort::N,үг,言葉
271,Zeichen::N,темдг,記号
272,Ruf::N,дуудлһн,呼び声
273,Lärm::N,шууган,騒音
274,Laut::N,ә,音
275,Ton::N,дун,音
276,Lied::N,дун,歌
277,Ruhe::N,амулң,静けさ
278,Leute::N,әмтн,人々
279,Volk::N,улс,民族
280,Arbeit::N,көдлмш,仕事
281,Gast::N,гиич,客
282,Geschenk::N,белг,贈り物
283,Spiel::N,наадн,遊び
284,Gesellschaft::N,олн,社会
285,Hilfe::N,нөкд,援助
286,Freund::N,иньг,友達
287,Kamerad::N,үр,同志
288,Angelegenheit::N,керг,件
289,Anzahl::N,то,数
290,Art::N,зүүл,種類
291,Stück::N,хусг,部分
292,Teil::N,хүв,部分
293,Hälfte::N,өрәл,半分
294,Kreis::N,төгрг,円
295,Kreuz::N,кирс,十字
296,Linie::N,зурасн,線
297,Strich::N,татасн,線
298,Abstand::N,зә,距離
299,Entfernung::N,һазр,距離
300,Gegend::N,һазр,辺
301,Gegend::N,һазр,地域
302,Platz::N,зә,ゆとり
303,Ort::N,бәәрн,所
304,Ort::N,бәәрн,場所
305,Seite::N,тал,横
306,Seite::N,хаҗу,横
307,Seite::N,хәврһ,横
308,Mitte::N,дунд,真ん中
309,Gegenstand::N,юмн,物件
310,Sache::N,юмн,物
311,Rand::N,зах,端
312,Kante::N,ирмәг,縁
313,Ecke::N,өнцг,角
314,Spitze::N,үзүр,先頭
315,Ende::N,үзүр,端
316,Loch::N,хаһрха,穴
317,Winkel::N,булң,片隅
318,Muster::N,намч,模様
319,Größe::N,кемҗән,大きさ
320,Länge::N,ут,長さ
321,Höhe::N,өндр,高さ
322,Gewicht::N,күнд,重さ
323,Gewicht::N,чиңнүр,重さ
324,Menge::N,ик,量
325,Haufen::N,ова,堆積
326,Reihe::N,зерг,並び
327,Reihe::N,зерглән,並び
328,Boot::N,оңһц,ボート
329,Ruder::N,хәәв,オール
330,Schlitten::N,цан,そり
331,Ski::N,лыҗ,スキー
332,Lagerfeuer::N,костёр,篝火
333,Last::N,күнд,荷物
334,Gang::N,йовлһн,歩み
335,Schritt::N,ишкм,歩
336,Norden::N,ар үзг,北
337,Süden::N,өмн,南
338,Süden::N,өмн үзг,南
339,Westen::N,барун,西
340,Westen::N,барун үзг,西
341,Osten::N,зүн,東
342,Osten::N,зүн үзг,東
343,Holz::N,модн,木
344,Holz::N,модн,木材
345,Brett::N,харһа,板
346,Platte::N,хавтха чолун,盤
347,Stütze::N,тулг,支柱
348,Stange::N,уньн,棒
349,Stock::N,модн,杖
350,Stab::N,шуург,棒
351,Rohr::N,турва,管
352,Haus::N,гер,家
353,Heim::N,гер-бул,家
354,Ofen::N,беш,ストーブ
355,Fußboden::N,девскр,床
356,Tisch::N,ширә,机
357,Stuhl::N,стул,椅子
358,Wiege::N,өлгә,揺籃
359,Wiege::N,дүүҗң,揺籃
360,Bett::N,орн,ベッド
361,Bett::N,орндг,ベッド
362,Regal::N,таг,棚
363,Regal::N,тәвц,棚
364,Kiste::N,яршг,箱
365,Fenster::N,терз,窓
366,Tür::N,үүдн,戸
367,Tür::N,үүдн,ドア
368,Tor::N,үүдн,門
369,Tor::N,өргн үүдн,門
370,Tor::N,хашан үүдн,門
371,Zaun::N,хаша,垣根
372,Dach::N,деевр,屋根
373,Leiter::N,шат,梯子
374,Leiter::N,давшур,梯子
375,Besen::N,сәвүр,ほうき
376,Spaten::N,күрз,スコップ
377,Schaufel::N,совг,シャベル
378,Gabel::N,серә,フォーク
379,Löffel::N,ухр,スプーン
380,Messer::N,утх,ナイフ
381,Nagel::N,хадасн,釘
382,Netz::N,гөлм,網
383,Haken::N,дегә,鉤
384,Haken::N,дегә,フック
385,Griff::N,иш,取っ手
386,Griff::N,бәрүл,取っ手
387,Schloss::N,оньс,錠
388,Bild::N,зург,絵
389,Figur::N,фигур,像
390,Puppe::N,наадһа,人形
391,Beutel::N,мишг,袋
392,Bündel::N,багла,束
393,Bündel::N,багла,包み
394,Bündel::N,боодһа,束
395,Bündel::N,боодһа,包み
396,Tasche::N,сумк,かばん
397,Eimer::N,суулһ,バケツ
398,Deckel::N,бүркәсн,蓋
399,Geschirr::N,сав,食器
400,Geschirr::N,сав-сарх,食器
401,Sack::N,мишг,袋
402,Tasse::N,ааһ,カップ
403,Topf::N,кастрюль,鍋
404,Kessel::N,хәәсн,釜
405,Essen::N,зоогллһн,食事
406,Nahrung::N,теҗәл,食物
407,Speise::N,хот,料理
408,Fleisch::N,махн,肉
409,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,麦
410,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,穀物
411,Brei::N,хаш,粥
412,Brot::N,өдмг,パン
413,Scheibe::N,зүсм,枚
414,Scheibe::N,зүсм,切れ
415,Fett::N,өөкн,脂肪
416,Butter::N,тосн,バター
417,Öl::N,тосн,油
418,Salz::N,давсн,塩
419,Suppe::N,шөлн,スープ
420,Honig::N,бал,蜂蜜
421,Milch::N,үсн,牛乳
422,Tee::N,цә,茶
423,Tee::N,цә,お茶
424,Leder::N,арсн,革
425,Wolle::N,утцн,毛糸
426,Wolle::N,эд,毛糸
427,Stoff::N,эд,布
428,Nadel::N,зүн,針
429,Faden::N,утцн,糸
430,Knopf::N,товч,ボタン
431,Knoten::N,зәңгдә,結び目
432,Farbe::N,будг,ペンキ
433,Kleidung::N,хувцн,衣服
434,Kleidung::N,хувц-хунр,衣服
435,Hemd::N,киилг,シャツ
436,Kragen::N,зах,襟
437,Ärmel::N,ханцн,袖
438,Hose::N,шалвур,ズボン
439,Gürtel::N,бүс,帯
440,Gürtel::N,бүс,ベルト
441,Mütze::N,махла,帽子
442,Schuh::N,башмгуд,靴
443,Stiefel::N,һосн,ブーツ
444,Ring::N,билцг,輪
445,Band::N,лент,リボン
446,Kamm::N,сам,櫛
447,Spiegel::N,толь,鏡
448,Riemen::N,бүс,緒
449,Schnur::N,деесн,紐
450,Leine::N,бурнтг,綱
451,Leine::N,нохан көтлвр,綱
452,Decke::N,көнҗл,掛け布団
453,Kissen::N,дер,枕
454,Tuch::N,альчур,スカーフ
455,Handtuch::N,полотенц,タオル
456,Handtuch::N,һар-нүүрин альчур,タオル
457,Kraft::N,күчн,力
458,Stärke::N,чидл,強さ
459,Gesundheit::N,эрүл-менд,健康
460,Krankheit::N,өвчн,病気
461,Schmerz::N,өвдлһн,痛み
462,Wunde::N,шав,傷
463,Fieber::N,безг,熱
464,Arznei::N,эм,薬
465,Brücke::N,тагт,橋
466,Brunnen::N,худг,井戸
467,Weide::N,малын идг,牧場
468,Pfad::N,цувг,小路
469,Weg::N,хаалһ,道
470,Straße::N,зам,街道
471,Dorf::N,хотн,村
472,Stadt::N,балһсн,町
473,Stadt::N,балһсн,都市
474,Brief::N,бичг,手紙
475,Buch::N,дегтр,本
476,Buchstabe::N,үзг,文字
477,Zeitung::N,газет,新聞
478,Leben::N,җирһл,生活
479,Tod::N,үкл,死
480,Tod::N,өңгрлһн,死
481,Grab::N,оршалһна нүкн,墓
482,Kirche::N,чонҗ,教会
483,Sünde::N,нүл,罪
484,Sünde::N,килнц,罪
485,Gott::N,бурхн,神
486,Arbeiter::N,көдлмшч,労働者
487,Chef::N,толһач,上司
488,Meister::N,урн,達人
489,Meister::N,урн,マイスター
490,Arzt::N,эмч,医者
491,Lehrer::N,багш,先生
492,Geld::N,мөңгн,金
493,Geschäft::N,көдлмш,取り引き
494,Laden::N,лавк,店
495,Preis::N,үн,値段
496,Ware::N,эд-тавр,商品
497,Nutzen::N,олз,利益
498,Reichtum::N,зөөр,豊かさ
499,Welt::N,орчлң,世界
500,Welt::N,делкә,世界
501,Land::N,орн-нутг,国
502,Staat::N,государств,国家
503,König::N,хан,国王
504,Macht::N,йосн,権力
505,Grenze::N,меҗә,国境
506,Krieg::N,дән,戦争
507,Feind::N,дәәсн,敵
508,Gewalt::N,күч һарһлһн,暴力
509,Kampf::N,ноолдан,戦い
510,Kampf::N,бәрлдлһн,戦い
511,Bogen[Waffe]::N,саадг,弓
512,Pfeil::N,сумн,矢
513,Gewehr::N,бу,銃
514,Fehler::N,алдг,間違い
515,Lüge::N,худл,嘘
516,Schaden::N,хорлт,損害
517,Unglück::N,гүрм,不幸
518,Schuld::N,гем,罪
519,Schuld::N,буру,罪
520,Alter::N,насн,年
521,Alter::N,насн,年齢
522,Schluss::N,чилгч,終わり
523,Zeit::N,цаг,時
524,Zeit::N,цаг,時間
525,Tag::N,өдр,日
526,Morgen::N,өрүн,朝
527,Mittag::N,үд,昼
528,Abend::N,асхн,晩
529,Abend::N,асхн,夕方
530,Nacht::N,сө,夜
531,Woche::N,долан хонг,週
532,Monat::N,сар,月
533,Jahr::N,җил,年
534,Frühling::N,хавр,春
535,Sommer::N,зун,夏
536,Herbst::N,намр,秋
537,Winter::N,үвл,冬
538,Januar::N,январь,一月
539,Februar::N,февраль,二月
540,März::N,март,三月
541,März::N,моһа сар,三月
542,April::N,апрель,四月
543,Mai::N,май,五月
544,Juni::N,июнь,六月
545,Juni::N,мөчн сар,六月
546,Juli::N,июль,七月
547,August::N,август,八月
548,September::N,һаха сар,九月
549,Oktober::N,октябрь,十月
550,November::N,ноябрь,十一月
551,November::N,үкр сар,十一月
552,Dezember::N,бар сар,十二月
553,Montag::N,понедельник,月曜日
554,Dienstag::N,вторник,火曜日
555,Mittwoch::N,среда,水曜日
556,Mittwoch::N,үлмҗ өдр,水曜日
557,Donnerstag::N,четверг,木曜日
558,Donnerstag::N,пүрвә өдр,木曜日
559,Freitag::N,пятниц,金曜日
560,Samstag::N,суббот,土曜日
561,Sonntag::N,нарн өдр,日曜日
562,Sonntag::N,воскресень,日曜日
563,groß::A,ик,大きい
564,klein::A,бичкн,小さい
565,lang::A,ут,長い
566,kurz::A,оһтр,短い
567,breit::A,өргн,広い
568,schmal::A,уутьхн,狭い
569,dicht::A,нигт,密な
570,dick[Gegenstand]::A,зузан,厚い
571,dünn::A,нимгн,薄い
572,fein::A,нәрхн,細い
573,fest::A,бат,硬い
574,flach::A,хавтха,平らな
575,glatt::A,тегш,滑らかな
576,glatt::A,тиньгр,滑らかな
577,hart::A,хату,堅い
578,weich::A,җөөлн,柔らかい
579,weich::A,җөөлкн,柔らかい
580,rund::A,төгрг,丸い
581,spitz::A,шовһр,尖った
582,scharf::A,хурц,鋭い
583,stumpf::A,мука,鈍い
584,schwer::A,күнд,重い
585,schön::A,сәәхн,綺麗な
586,heiß::A,халун,熱い
587,warm::A,дулан,温かい
588,kalt::A,киитн,寒い
589,kalt::A,киитн,冷たい
590,kühl::A,серүн,涼しい
591,frisch::A,серүн,ひんやりした
592,feucht::A,чиигтә,湿った
593,nass::A,чиигтә,濡れた
594,trocken::A,хагсу,乾いた
595,voll::A,дүүрң,いっぱいの
596,leer::A,сул,空の
597,leer::A,хоосн,空の
598,offen::A,секәтә,開いた
599,geschlossen::A,хаалһата,閉まった
600,sauber::A,цевр,清潔な
601,schmutzig::A,киртә,汚い
602,roh::A,түүкә,生の
603,reif::A,болсн,熟した
604,lecker::A,әмтәхн,美味しい
605,süß::A,әмтәхн,甘い
606,bitter::A,һашун,苦い
607,bitter::A,һашута,苦い
608,sauer::A,ишклң,酸っぱい
609,hell::A,герлтә,明るい
610,dunkel::A,харңһу,暗い
611,schwarz::A,хар,黒い
612,weiß::A,цаһан,白い
613,rot::A,улан,赤い
614,gelb::A,шар,黄色い
615,blau::A,көк,青い
616,grün::A,көк,緑の
617,grau::A,бор,灰色の
618,bunt::A,алг,色取り取りの
619,bunt::A,эрәтә,色取り取りの
620,billig::A,кимд,安い
621,teuer::A,үнтә,高い
622,wertvoll::A,үнтә,貴重な
623,wertvoll::A,эрднь,貴重な
624,blind::A,сохр,盲目の
625,taub::A,дүлә,耳が聞こえない
626,kräftig::A,күчтә,強力な
627,stark::A,чаңһ,強い
628,schwach::A,күчн тату,弱い
629,fett::A,тарһн,太った
630,schlank::A,эццн,ほっそりした
631,hübsch::A,көркхн,素敵な
632,böse::A,уурта,悪い
633,dumm::A,тенг,馬鹿な
634,faul::A,залху,怠惰な
635,fleißig::A,кинән,勤勉な
636,fleißig::A,кинмһә,勤勉な
637,geizig::A,ховдг,けちな
638,klug::A,ухата,賢い
639,klug::A,ухата,頭のいい
640,geschickt::A,чадмг,器用な
641,lieb::A,эңкр,愛らしい
642,lustig::A,сергмҗтә,楽しい
643,lustig::A,җирһлтә,楽しい
644,sanft::A,номһн,温和な
645,hungrig::A,өлн,空腹の
646,hungrig::A,харһнсн,空腹の
647,krank::A,өвчтә,病気の
648,krank::A,шалтгта,病気の
649,nackt::A,нүцкн,裸の
650,traurig::A,һундлта,悲しい
651,lebendig::A,әмд,生きた
652,gut::A,сән,良い
653,schlecht::A,му,悪い
654,schlecht::A,му,駄目な
655,richtig::A,зөвтә,正しい
656,schlimm::A,җигшүртә,ひどい
657,wahr::A,үнн,本当の
658,wahr::A,мөн,本当の
659,alt::A,хуучн,古い
660,neu::A,шин,新しい
661,ehemalig::A,хуучн,以前の
662,alt[Lebewesen]::A,көгшн,年を取った
663,jung::A,баһ,若い
664,arm::A,угатя,貧乏な
665,reich::A,байн,裕福な
666,bekannt::A,таньл,有名な
667,bekannt::A,таньдг,有名な
668,berühmt::A,туурсн,有名な
669,fremd::A,күүнә,見知らぬ
670,verschieden::A,әдл биш,色々な
671,verschieden::A,йилһәтә,色々な
672,nah::A,өөрхн,近い
673,fern::A,хол,遠い
674,linker::A,зүн,左の
675,rechter::A,барун,右の
676,anderer::A,талдан,別の
677,erster::A,негдгч,一番目
678,zweiter::A,хойрдгч,二番目
679,dritter::A,һурвдгч,三番目
680,letzter::A,отхн,最後の
681,allein::ADV,һанцарн,一人で
682,auf einmal::ADV,нег дәкҗ,同時に
683,zusammen::ADV,хамдан,一緒に
684,lange::ADV,удан,長い間
685,plötzlich::ADV,генткн,急に
686,sofort::ADV,дарунь,すぐに
687,später::ADV,сүүлд,後で
688,jetzt::ADV,ода,今
689,heute::ADV,эндр,今日
690,morgen::ADV,маңһдур,明日
691,bald::ADV,дарунь,間もなく
692,dann::ADV,дәкәд,それから
693,gestern::ADV,өцклдүр,昨日
694,einst::ADV,нег саамд,過去に
695,damals::ADV,тиигхд,あの時
696,danach::ADV,тегәд,その後で
697,vorher::ADV,урд,以前に
698,zuerst::ADV,түрүләд,まず
699,zuerst::ADV,түрүләд,最初に
700,einmal::ADV,нег дәкҗ,一回
701,manchmal::ADV,зәрмдән,時々
702,oft::ADV,хара биш,よく
703,oft::ADV,хатяр биш,よく
704,oft::ADV,дару-дарунь,よく
705,immer::ADV,оньдинд,いつも
706,niemals::ADV,кезә чмгн биш,一度も...ない
707,hier::ADV,энд,こちら
708,hier::ADV,энүнд,こちら
709,hierhin::ADV,нааран,ここへ
710,hierhin::ADV,нааран,こちらへ
711,von hier::ADV,эндәс,ここから
712,dort::ADV,тенд,そちら
713,dorthin::ADV,тиигән,そこへ
714,dorthin::ADV,тиигән,そちらへ
715,geradeaus::ADV,шуд,真っ直ぐに
716,vorwärts::ADV,уралан,前へ
717,rückwärts::ADV,гедргән,後ろへ
718,zurück::ADV,хәрү,後ろへ
719,unten::ADV,дор,下に
720,hinab::ADV,дор,下へ
721,hinab::ADV,доракшан,下へ
722,oben::ADV,деер,上に
723,hinauf::ADV,өөдән,上へ
724,hinauf::ADV,деер,上へ
725,überall::ADV,альд болв чигн,どこでも
726,nicht::ADV,эс,ない
727,nicht::ADV,биш,ない
728,nicht::ADV,бичә,ない
729,ein wenig::ADV,баахн,少し
730,ein wenig::ADV,баахн,ちょっと
731,ein wenig::ADV,баахнар,少し
732,ein wenig::ADV,баахнар,ちょっと
733,kaum::ADV,әрә,ほとんど～ない
734,sehr::ADV,йир,とても
735,so::ADV,иигҗ,こう
736,noch::ADV,ода чигн,まだ
737,nur::ADV,һанцхн,～だけ
738,schon::ADV,одх,もう
739,wieder::ADV,бас,再び
740,vergebens::ADV,киидән,無駄に
741,vor::PRP,урд,前に
742,hinter::PRP,ца,後ろに
743,unter::PRP,дор,下に
744,durch::PRP,ивт,通して
745,durch::PRP,дундаһур,通して
746,neben::PRP,хаҗуд,横に
747,zwischen::PRP,хоорнд,間に
748,wegen::PRP,көлтә,為に
749,wegen::PRP,көлтә,せいで
750,wegen::PRP,деерәс,為に
751,wegen::PRP,деерәс,せいで
752,dies::PRN,эн,これ
753,das::PRN,тер,それ
754,alles::PRN,цуһар,全部
755,ich::PRN,би,私
756,du::PRN,чи,あなた
757,er::PRN,тер,彼
758,wir::PRN,мадн,私達
759,ihr::PRN,та,あなた達
760,sie::PRN,тедн,彼ら
761,was::FPRN,юн,何
762,wer::FPRN,кен,誰
763,wer::FPRN,кен,どなた
764,wo::FADV,хама,どこ
765,wo::FADV,хама,どこに
766,wohin::FADV,хамаран,どこへ
767,wie::FADV,яһҗ,どう
768,wie::FADV,яһад,どう
769,warum::FADV,юңгад,何故
770,warum::FADV,юңгад,どうして
771,wieviel::FNUM,кедү,どのくらい
772,eins::NUM,негн,一
773,zwei::NUM,хойр,二
774,zwei::NUM,хойр,二つ
775,drei::NUM,һурвн,三
776,drei::NUM,һурвн,三つ
777,vier::NUM,дөрвн,四
778,vier::NUM,дөрвн,四つ
779,fünf::NUM,тавн,五
780,fünf::NUM,тавн,五つ
781,sechs::NUM,зурһан,六
782,sechs::NUM,зурһан,六つ
783,sieben::NUM,долан,七
784,sieben::NUM,долан,七つ
785,acht::NUM,нәәмн,八
786,acht::NUM,нәәмн,八つ
787,neun::NUM,йисн,九
788,neun::NUM,йисн,九つ
789,zehn::NUM,арвн,十
790,elf::NUM,арвн негн,十一
791,zwölf::NUM,арвн хойр,十二
792,zwanzig::NUM,хөрн,二十
793,dreißig::NUM,һучн,三十
794,vierzig::NUM,дөчн,四十
795,fünfzig::NUM,тәвн,五十
796,sechzig::NUM,җирн,六十
797,siebzig::NUM,далн,七十
798,achtzig::NUM,найн,八十
799,neunzig::NUM,йирн,九十
800,hundert::NUM,зун,百
801,tausend::NUM,миңһн,千
802,und::CNJ,болн,-と
803,und::CNJ,болн,そして
804,oder::CNJ,эс гиҗ,或いは
805,oder::CNJ,эс гихлә,或いは
806,stehen::V,зогсх,立っている
807,sitzen::V,суух,座っている
808,liegen::V,кевтх,横になっている
809,hängen::V,өлгәтә бәәх,掛かっている
810,werden::V,болх,なる
811,passieren::V,болх,起こる
812,beginnen::V,эклх,始まる
813,enden::V,төгсх,終わる
814,wechseln::V,хүврх,変わる
