,Concept_ID,hr,hr
73,Geruch::N,njuh,miris
74,Geruch::N,miris,njuh
75,Geruch::N,miris,miris
76,Schlaf::N,san,san
77,Traum::N,san,san
78,Himmel::N,nebo,nebo
79,Sonne::N,sunce,sunce
80,Mond::N,mjesec,mjesec
81,Stern::N,zvijezda,zvijezda
82,Luft::N,zrak,zrak
83,Wind::N,vjetar,vjetar
84,Welle::N,val,val
85,Welle::N,val,talas
86,Welle::N,talas,val
87,Welle::N,talas,talas
88,Wasser::N,voda,voda
89,Stein::N,kamen,kamen
90,Boden::N,tlo,tlo
91,Boden::N,tlo,zemlja
92,Boden::N,zemlja,tlo
93,Boden::N,zemlja,zemlja
94,Erde::N,zemlja,zemlja
95,Staub::N,prah,prah
96,Staub::N,prah,prašina
97,Staub::N,prašina,prah
98,Staub::N,prašina,prašina
99,Rauch::N,dim,dim
100,Funke::N,iskra,iskra
101,Funke::N,iskra,varnica
102,Funke::N,varnica,iskra
103,Funke::N,varnica,varnica
104,Feuer::N,vatra,vatra
105,Licht::N,svjetlo,svjetlo
106,Schatten::N,hlad,hlad
107,Schatten::N,hlad,sjena
108,Schatten::N,sjena,hlad
109,Schatten::N,sjena,sjena
110,Wetter::N,vrijeme,vrijeme
111,Nebel::N,magla,magla
112,Wolke::N,oblak,oblak
113,Regen::N,kiša,kiša
114,Schnee::N,snijeg,snijeg
115,Eis::N,led,led
116,Frost::N,mraz,mraz
117,Kälte::N,studen,studen
118,Kälte::N,studen,hladnoća
119,Kälte::N,hladnoća,studen
120,Kälte::N,hladnoća,hladnoća
121,Hitze::N,vrućina,vrućina
122,Raureif::N,inje,inje
123,Regenbogen::N,duga,duga
124,Donner::N,grom,grom
125,Donner::N,grom,grmljavina
126,Donner::N,grmljavina,grom
127,Donner::N,grmljavina,grmljavina
128,Strömung::N,struja,struja
129,Strömung::N,struja,strujanje
130,Strömung::N,strujanje,struja
131,Strömung::N,strujanje,strujanje
132,Tropfen::N,kap,kap
133,Tropfen::N,kap,kaplja
134,Tropfen::N,kaplja,kap
135,Tropfen::N,kaplja,kaplja
136,Schaum::N,pjena,pjena
137,Schmutz::N,nečistoća,nečistoća
138,Schmutz::N,nečistoća,prljavština
139,Schmutz::N,prljavština,nečistoća
140,Schmutz::N,prljavština,prljavština
141,See::N,jezero,jezero
142,Sumpf::N,bara,bara
143,Moor::N,močvara,močvara
144,Wiese::N,livada,livada
145,Wald::N,šuma,šuma
146,Hügel::N,brijeg,brijeg
147,Hügel::N,brijeg,brežuljak
148,Hügel::N,brežuljak,brijeg
149,Hügel::N,brežuljak,brežuljak
150,Anhöhe::N,uzvišica,uzvišica
151,Berg::N,brdo,brdo
152,Gipfel::N,vrh,vrh
153,Höhle::N,pećina,pećina
154,Höhle::N,pećina,spilja
155,Höhle::N,spilja,pećina
156,Höhle::N,spilja,spilja
157,Abhang::N,obronak,obronak
158,Abhang::N,obronak,nizbrdica
159,Abhang::N,nizbrdica,obronak
160,Abhang::N,nizbrdica,nizbrdica
161,Quelle::N,izvor,izvor
162,Quelle::N,izvor,vrelo
163,Quelle::N,vrelo,izvor
164,Quelle::N,vrelo,vrelo
165,Bach::N,potok,potok
166,Fluss::N,rijeka,rijeka
167,Ufer::N,obala,obala
168,Küste::N,obala,obala
169,Küste::N,obala,morska obala
170,Küste::N,morska obala,obala
171,Küste::N,morska obala,morska obala
172,Festland::N,kopno,kopno
173,Meer::N,more,more
174,Bucht::N,zaliv,zaliv
175,Insel::N,ada,ada
176,Insel::N,ada,otok
177,Insel::N,otok,ada
178,Insel::N,otok,otok
179,Blume::N,cvijet,cvijet
180,Gras::N,trava,trava
181,Wurzel::N,korijen,korijen
182,Baum::N,drvo,drvo
183,Baum::N,drvo,stablo
184,Baum::N,stablo,drvo
185,Baum::N,stablo,stablo
186,Stamm::N,deblo,deblo
187,Stamm::N,deblo,stablo
188,Stamm::N,stablo,deblo
189,Stamm::N,stablo,stablo
190,Rinde::N,kora,kora
191,Ast::N,grana,grana
192,Zweig::N,grana,grana
193,Blatt::N,list,list
194,Birke::N,breza,breza
195,Kiefer[Baum]::N,bor,bor
196,Weide[Baum]::N,iva,iva
197,Weide[Baum]::N,iva,vŕba
198,Weide[Baum]::N,vŕba,iva
199,Weide[Baum]::N,vŕba,vŕba
200,Tanne::N,jela,jela
201,Horn::N,rog,rog
202,Feder::N,pero,pero
203,Fell::N,koža,koža
204,Flügel::N,krilo,krilo
205,Klaue::N,papak,papak
206,Kralle::N,pandža,pandža
207,Schwanz::N,rep,rep
208,Ei::N,jaje,jaje
209,Nest::N,gnijezdo,gnijezdo
210,Bau::N,jazbina,jazbina
211,Tier::N,životinja,životinja
212,Herde::N,krdo,krdo
213,Herde::N,krdo,stado
214,Herde::N,stado,krdo
215,Herde::N,stado,stado
216,Kuh::N,krava,krava
217,Bulle::N,bik,bik
218,Pferd::N,konj,konj
219,Schaf::N,ovca,ovca
220,Schwein::N,svinja,svinja
221,Hund::N,pas,pas
222,Hund::N,pas,pseto
223,Hund::N,pseto,pas
224,Hund::N,pseto,pseto
225,Katze::N,mačka,mačka
226,Bär::N,medvjed,medvjed
227,Eichhörnchen::N,vjeverica,vjeverica
228,Elch::N,los,los
229,Fuchs::N,lisica,lisica
230,Hase::N,zec,zec
231,Maus::N,miš,miš
232,Wolf::N,vuk,vuk
233,Wolf::N,vuk,kurjak
234,Wolf::N,kurjak,vuk
235,Wolf::N,kurjak,kurjak
236,Vogel::N,ptica,ptica
237,Schwarm::N,roj,roj
238,Schwarm::N,roj,jato
239,Schwarm::N,jato,roj
240,Schwarm::N,jato,jato
241,Huhn::N,kokoš,kokoš
242,Hahn::N,kokot,kokot
243,Hahn::N,kokot,pijevac
244,Hahn::N,pijevac,kokot
245,Hahn::N,pijevac,pijevac
246,Gans::N,guska,guska
247,Adler::N,orao,orao
248,Ente::N,patka,patka
249,Eule::N,sova,sova
250,Kranich::N,ždral,ždral
251,Krähe::N,vrana,vrana
252,Kuckuck::N,kukavica,kukavica
253,Schwan::N,labud,labud
254,Fisch::N,riba,riba
255,Barsch::N,grgeč,grgeč
256,Hecht::N,štuka,štuka
257,Schlange[Tier]::N,guja,guja
258,Schlange[Tier]::N,guja,zmija
259,Schlange[Tier]::N,zmija,guja
260,Schlange[Tier]::N,zmija,zmija
261,Wurm::N,crv,crv
262,Spinne::N,pauk,pauk
263,Ameise::N,mrav,mrav
264,Laus::N,uš,uš
265,Mücke::N,komarac,komarac
266,Fliege::N,muha,muha
267,Schmetterling::N,leptir,leptir
268,Beere::N,boba,boba
269,Beere::N,boba,bobica
270,Beere::N,bobica,boba
271,Beere::N,bobica,bobica
272,Apfel::N,jabuka,jabuka
273,Pilz::N,pečurka,pečurka
274,Zwiebel::N,luk,luk
275,Zwiebel::N,luk,kapula
276,Zwiebel::N,kapula,luk
277,Zwiebel::N,kapula,kapula
278,Saat::N,sjemenje,sjemenje
279,Korn::N,zrno,zrno
280,Heu::N,sijeno,sijeno
281,Schale::N,kora,kora
282,Schale::N,kora,ljuska
283,Schale::N,ljuska,kora
284,Schale::N,ljuska,ljuska
285,Grube::N,jama,jama
286,Falle::N,zamka,zamka
287,Falle::N,zamka,klopka
288,Falle::N,klopka,zamka
289,Falle::N,klopka,klopka
290,Schlinge::N,uzao,uzao
291,Schlinge::N,uzao,petlja
292,Schlinge::N,petlja,uzao
293,Schlinge::N,petlja,petlja
294,Spur::N,trag,trag
295,Spur::N,trag,slijed
296,Spur::N,slijed,trag
297,Spur::N,slijed,slijed
298,Asche::N,pepeo,pepeo
299,Dreck::N,blato,blato
300,Eisen::N,željezo,željezo
301,Gold::N,zlato,zlato
302,Silber::N,srebro,srebro
303,Kohle::N,ugalj,ugalj
304,Kohle::N,ugalj,ugljen
305,Kohle::N,ugljen,ugalj
306,Kohle::N,ugljen,ugljen
307,Glas::N,staklo,staklo
308,Lehm::N,glina,glina
309,Lehm::N,glina,ilovača
310,Lehm::N,ilovača,glina
311,Lehm::N,ilovača,ilovača
312,Sand::N,pijesak,pijesak
313,Mensch::N,čovjek,čovjek
314,Mann::N,muškarac,muškarac
315,Frau::N,žena,žena
316,Kind::N,čedo,čedo
317,Kind::N,čedo,dijete
318,Kind::N,dijete,čedo
319,Kind::N,dijete,dijete
320,Junge::N,momče,momče
321,Junge::N,momče,dječak
322,Junge::N,dječak,momče
323,Junge::N,dječak,dječak
324,Mädchen::N,djevojka,djevojka
325,Mädchen::N,djevojka,djevojčica
326,Mädchen::N,djevojčica,djevojka
327,Mädchen::N,djevojčica,djevojčica
328,Familie::N,obitelj,obitelj
329,Familie::N,obitelj,porodica
330,Familie::N,porodica,obitelj
331,Familie::N,porodica,porodica
332,Großvater::N,djed,djed
333,Großmutter::N,baka,baka
334,Eltern::N,roditelji,roditelji
335,Vater::N,otac,otac
336,Mutter::N,majka,majka
337,Sohn::N,sin,sin
338,Tochter::N,kći,kći
339,Tochter::N,kći,kćerka
340,Tochter::N,kćerka,kći
341,Tochter::N,kćerka,kćerka
342,Bruder::N,brat,brat
343,Schwester::N,sestra,sestra
344,Onkel::N,čika,čika
345,Onkel::N,čika,ujak
346,Onkel::N,ujak,čika
347,Onkel::N,ujak,ujak
348,Tante::N,ujna,ujna
349,Tante::N,ujna,tetka
350,Tante::N,tetka,ujna
351,Tante::N,tetka,tetka
352,Ehemann::N,muž,muž
353,Ehemann::N,muž,suprug
354,Ehemann::N,suprug,muž
355,Ehemann::N,suprug,suprug
356,Ehefrau::N,žena,žena
357,Ehefrau::N,žena,supruga
358,Ehefrau::N,supruga,žena
359,Ehefrau::N,supruga,supruga
360,Freude::N,radost,radost
361,Gelächter::N,grohot,grohot
362,Glück::N,sreća,sreća
363,Kummer::N,jad,jad
364,Kummer::N,jad,briga
365,Kummer::N,briga,jad
366,Kummer::N,briga,briga
367,Wunsch::N,želja,želja
368,Lust::N,volja,volja
369,Geist::N,duh,duh
370,Gedanke::N,misao,misao
371,Gedächtnis::N,pamćenje,pamćenje
372,Verstand::N,um,um
373,Verstand::N,um,razum
374,Verstand::N,razum,um
375,Verstand::N,razum,razum
376,Sinn::N,smisao,smisao
377,Sinn::N,smisao,značenje
378,Sinn::N,značenje,smisao
379,Sinn::N,značenje,značenje
380,Grund::N,razlog,razlog
381,Wahrheit::N,istina,istina
382,Gespräch::N,razgovor,razgovor
383,Märchen::N,bajka,bajka
384,Erzählung::N,priča,priča
385,Erzählung::N,priča,pripovijest
386,Erzählung::N,pripovijest,priča
387,Erzählung::N,pripovijest,pripovijest
388,Nachricht::N,vijest,vijest
389,Neuigkeit::N,novost,novost
390,Name::N,ime,ime
391,Rätsel::N,zagonetka,zagonetka
392,Rede::N,govor,govor
393,Rede::N,govor,besjeda
394,Rede::N,besjeda,govor
395,Rede::N,besjeda,besjeda
396,Sprache::N,jezik,jezik
397,Stimme::N,glas,glas
398,Wort::N,riječ,riječ
399,Zeichen::N,znak,znak
400,Ruf::N,povik,povik
401,Ruf::N,povik,poklik
402,Ruf::N,poklik,povik
403,Ruf::N,poklik,poklik
404,Lärm::N,buka,buka
405,Lärm::N,buka,galama
406,Lärm::N,galama,buka
407,Lärm::N,galama,galama
408,Laut::N,zvuk,zvuk
409,Ton::N,ton,ton
410,Lied::N,pjesma,pjesma
411,Ruhe::N,tišina,tišina
412,Ruhe::N,tišina,počinak
413,Ruhe::N,počinak,tišina
414,Ruhe::N,počinak,počinak
415,Leute::N,ljudi,ljudi
416,Volk::N,puk,puk
417,Volk::N,puk,narod
418,Volk::N,narod,puk
419,Volk::N,narod,narod
420,Arbeit::N,rad,rad
421,Arbeit::N,rad,posao
422,Arbeit::N,posao,rad
423,Arbeit::N,posao,posao
424,Gast::N,gost,gost
425,Geschenk::N,dar,dar
426,Geschenk::N,dar,poklon
427,Geschenk::N,poklon,dar
428,Geschenk::N,poklon,poklon
429,Spiel::N,igra,igra
430,Gesellschaft::N,društvo,društvo
431,Gesellschaft::N,društvo,kompanija
432,Gesellschaft::N,kompanija,društvo
433,Gesellschaft::N,kompanija,kompanija
434,Hilfe::N,pomoć,pomoć
435,Freund::N,prijatelj,prijatelj
436,Kamerad::N,drug,drug
437,Kamerad::N,drug,drugar
438,Kamerad::N,drugar,drug
439,Kamerad::N,drugar,drugar
440,Angelegenheit::N,posao,posao
441,Anzahl::N,broj,broj
442,Anzahl::N,broj,brojnost
443,Anzahl::N,brojnost,broj
444,Anzahl::N,brojnost,brojnost
445,Art::N,vid,vid
446,Art::N,vid,vrst
447,Art::N,vrst,vid
448,Art::N,vrst,vrst
449,Stück::N,komad,komad
450,Teil::N,dio,dio
451,Hälfte::N,polovina,polovina
452,Kreis::N,krug,krug
453,Kreuz::N,križ,križ
454,Linie::N,crta,crta
455,Strich::N,crta,crta
456,Abstand::N,razmak,razmak
457,Abstand::N,razmak,odstojanje
458,Abstand::N,odstojanje,razmak
459,Abstand::N,odstojanje,odstojanje
460,Entfernung::N,udaljenost,udaljenost
461,Gegend::N,kraj,kraj
462,Gegend::N,kraj,predeo
463,Gegend::N,predeo,kraj
464,Gegend::N,predeo,predeo
465,Platz::N,mjesto,mjesto
466,Ort::N,mjesto,mjesto
467,Seite::N,bok,bok
468,Seite::N,bok,strana
469,Seite::N,strana,bok
470,Seite::N,strana,strana
471,Mitte::N,sredina,sredina
472,Gegenstand::N,predmet,predmet
473,Sache::N,posao,posao
474,Rand::N,rub,rub
475,Rand::N,rub,kraj
476,Rand::N,kraj,rub
477,Rand::N,kraj,kraj
478,Kante::N,brid,brid
479,Kante::N,brid,ivica
480,Kante::N,ivica,brid
481,Kante::N,ivica,ivica
482,Ecke::N,ugao,ugao
483,Spitze::N,vrh,vrh
484,Spitze::N,vrh,šiljak
485,Spitze::N,šiljak,vrh
486,Spitze::N,šiljak,šiljak
487,Ende::N,konac,konac
488,Loch::N,rupa,rupa
489,Winkel::N,kut,kut
490,Winkel::N,kut,ugao
491,Winkel::N,ugao,kut
492,Winkel::N,ugao,ugao
493,Muster::N,uzor,uzor
494,Größe::N,veličina,veličina
495,Länge::N,duljina,duljina
496,Höhe::N,visina,visina
497,Gewicht::N,težina,težina
498,Menge::N,mnoštvo,mnoštvo
499,Menge::N,mnoštvo,količina
500,Menge::N,količina,mnoštvo
501,Menge::N,količina,količina
502,Haufen::N,hrpa,hrpa
503,Haufen::N,hrpa,gomila
504,Haufen::N,gomila,hrpa
505,Haufen::N,gomila,gomila
506,Reihe::N,red,red
507,Boot::N,čun,čun
508,Boot::N,čun,čamac
509,Boot::N,čamac,čun
510,Boot::N,čamac,čamac
511,Ruder::N,veslo,veslo
512,Schlitten::N,saone,saone
513,Ski::N,ski,ski
514,Ski::N,ski,smučka
515,Ski::N,smučka,ski
516,Ski::N,smučka,smučka
517,Lagerfeuer::N,logorska vatra,logorska vatra
518,Last::N,tovar,tovar
519,Gang::N,hod,hod
520,Schritt::N,korak,korak
521,Norden::N,sjever,sjever
522,Süden::N,jug,jug
523,Westen::N,zapad,zapad
524,Osten::N,istok,istok
525,Holz::N,drvo,drvo
526,Brett::N,daska,daska
527,Platte::N,ploča,ploča
528,Stütze::N,potpora,potpora
529,Stange::N,motka,motka
530,Stock::N,štap,štap
531,Stock::N,štap,palica
532,Stock::N,palica,štap
533,Stock::N,palica,palica
534,Stab::N,štap,štap
535,Stab::N,štap,šipka
536,Stab::N,šipka,štap
537,Stab::N,šipka,šipka
538,Rohr::N,cijev,cijev
539,Haus::N,kuća,kuća
540,Heim::N,dom,dom
541,Ofen::N,peć,peć
542,Fußboden::N,pod,pod
543,Tisch::N,stol,stol
544,Tisch::N,stol,trpeza
545,Tisch::N,trpeza,stol
546,Tisch::N,trpeza,trpeza
547,Stuhl::N,stolac,stolac
548,Stuhl::N,stolac,stolica
549,Stuhl::N,stolica,stolac
550,Stuhl::N,stolica,stolica
551,Wiege::N,kolijevka,kolijevka
552,Bett::N,krevet,krevet
553,Bett::N,krevet,postelja
554,Bett::N,postelja,krevet
555,Bett::N,postelja,postelja
556,Regal::N,polica,polica
557,Kiste::N,sanduk,sanduk
558,Fenster::N,prozor,prozor
559,Tür::N,vrata,vrata
560,Tor::N,vrata,vrata
561,Tor::N,vrata,kapija
562,Tor::N,kapija,vrata
563,Tor::N,kapija,kapija
564,Zaun::N,plot,plot
565,Zaun::N,plot,ograda
566,Zaun::N,ograda,plot
567,Zaun::N,ograda,ograda
568,Dach::N,krov,krov
569,Leiter::N,ljestve,ljestve
570,Leiter::N,ljestve,ljestvice
571,Leiter::N,ljestvice,ljestve
572,Leiter::N,ljestvice,ljestvice
573,Besen::N,metla,metla
574,Spaten::N,ašov,ašov
575,Schaufel::N,lopata,lopata
576,Gabel::N,viljuška,viljuška
577,Löffel::N,žlica,žlica
578,Messer::N,nož,nož
579,Nagel::N,čavao,čavao
580,Netz::N,mreža,mreža
581,Haken::N,kuka,kuka
582,Griff::N,držak,držak
583,Griff::N,držak,ručica
584,Griff::N,ručica,držak
585,Griff::N,ručica,ručica
586,Schloss::N,brava,brava
587,Bild::N,slika,slika
588,Figur::N,figura,figura
589,Puppe::N,lutka,lutka
590,Beutel::N,kesa,kesa
591,Bündel::N,snop,snop
592,Bündel::N,snop,svežanj
593,Bündel::N,svežanj,snop
594,Bündel::N,svežanj,svežanj
595,Tasche::N,torba,torba
596,Tasche::N,torba,taška
597,Tasche::N,taška,torba
598,Tasche::N,taška,taška
599,Eimer::N,kabao,kabao
600,Deckel::N,poklopac,poklopac
601,Geschirr::N,suđe,suđe
602,Geschirr::N,suđe,posuđe
603,Geschirr::N,posuđe,suđe
604,Geschirr::N,posuđe,posuđe
605,Sack::N,džak,džak
606,Sack::N,džak,vreća
607,Sack::N,vreća,džak
608,Sack::N,vreća,vreća
609,Tasse::N,šalica,šalica
610,Topf::N,lonac,lonac
611,Kessel::N,kazan,kazan
612,Essen::N,obrok,obrok
613,Nahrung::N,hrana,hrana
614,Speise::N,jelo,jelo
615,Fleisch::N,meso,meso
616,Getreide::N,žito,žito
617,Getreide::N,žito,žitarice
618,Getreide::N,žitarice,žito
619,Getreide::N,žitarice,žitarice
620,Brei::N,kaša,kaša
621,Brot::N,kruh,kruh
622,Scheibe::N,kriška,kriška
623,Fett::N,mast,mast
624,Fett::N,mast,salo
625,Fett::N,salo,mast
626,Fett::N,salo,salo
627,Butter::N,buter,buter
628,Butter::N,buter,maslac
629,Butter::N,maslac,buter
630,Butter::N,maslac,maslac
631,Öl::N,ulje,ulje
632,Salz::N,sol,sol
633,Suppe::N,supa,supa
634,Honig::N,med,med
635,Milch::N,mlijeko,mlijeko
636,Tee::N,čaj,čaj
637,Leder::N,koža,koža
638,Wolle::N,vuna,vuna
639,Stoff::N,štof,štof
640,Stoff::N,štof,tkanina
641,Stoff::N,tkanina,štof
642,Stoff::N,tkanina,tkanina
643,Nadel::N,igla,igla
644,Faden::N,nit,nit
645,Faden::N,nit,konac
646,Faden::N,konac,nit
647,Faden::N,konac,konac
648,Knopf::N,dugme,dugme
649,Knoten::N,čvor,čvor
650,Knoten::N,čvor,uzao
651,Knoten::N,uzao,čvor
652,Knoten::N,uzao,uzao
653,Farbe::N,farba,farba
654,Kleidung::N,odjeća,odjeća
655,Hemd::N,košulja,košulja
656,Kragen::N,ovratnik,ovratnik
657,Ärmel::N,rukav,rukav
658,Hose::N,hlače,hlače
659,Gürtel::N,pas,pas
660,Gürtel::N,pas,pojas
661,Gürtel::N,pojas,pas
662,Gürtel::N,pojas,pojas
663,Mütze::N,kapa,kapa
664,Schuh::N,cipela,cipela
665,Stiefel::N,čizma,čizma
666,Ring::N,prsten,prsten
667,Band::N,vrpca,vrpca
668,Kamm::N,češalj,češalj
669,Spiegel::N,zrcalo,zrcalo
670,Spiegel::N,zrcalo,ogledalo
671,Spiegel::N,ogledalo,zrcalo
672,Spiegel::N,ogledalo,ogledalo
673,Riemen::N,kaiš,kaiš
674,Riemen::N,kaiš,remen
675,Riemen::N,remen,kaiš
676,Riemen::N,remen,remen
677,Schnur::N,vrpca,vrpca
678,Leine::N,uzica,uzica
679,Decke::N,ćebe,ćebe
680,Decke::N,ćebe,pokrivač
681,Decke::N,pokrivač,ćebe
682,Decke::N,pokrivač,pokrivač
683,Kissen::N,jastuk,jastuk
684,Tuch::N,rubac,rubac
685,Tuch::N,rubac,marama
686,Tuch::N,marama,rubac
687,Tuch::N,marama,marama
688,Handtuch::N,ručnik,ručnik
689,Kraft::N,snaga,snaga
690,Stärke::N,jakost,jakost
691,Gesundheit::N,zdravlje,zdravlje
692,Krankheit::N,bolest,bolest
693,Schmerz::N,bol,bol
694,Wunde::N,rana,rana
695,Fieber::N,groznica,groznica
696,Arznei::N,lijek,lijek
697,Brücke::N,most,most
698,Brücke::N,most,ćuprija
699,Brücke::N,ćuprija,most
700,Brücke::N,ćuprija,ćuprija
701,Brunnen::N,bunar,bunar
702,Brunnen::N,bunar,zdenac
703,Brunnen::N,zdenac,bunar
704,Brunnen::N,zdenac,zdenac
705,Weide::N,paša,paša
706,Weide::N,paša,pašnjak
707,Weide::N,pašnjak,paša
708,Weide::N,pašnjak,pašnjak
709,Pfad::N,staza,staza
710,Weg::N,put,put
711,Straße::N,drum,drum
712,Straße::N,drum,cesta
713,Straße::N,cesta,drum
714,Straße::N,cesta,cesta
715,Dorf::N,selo,selo
716,Stadt::N,grad,grad
717,Stadt::N,grad,varoš
718,Stadt::N,varoš,grad
719,Stadt::N,varoš,varoš
720,Brief::N,list,list
721,Brief::N,list,pismo
722,Brief::N,pismo,list
723,Brief::N,pismo,pismo
724,Buch::N,knjiga,knjiga
725,Buchstabe::N,slovo,slovo
726,Zeitung::N,novine,novine
727,Leben::N,život,život
728,Tod::N,smrt,smrt
729,Grab::N,raka,raka
730,Kirche::N,crkva,crkva
731,Sünde::N,grijeh,grijeh
732,Gott::N,bog,bog
733,Arbeiter::N,radnik,radnik
734,Chef::N,šef,šef
735,Meister::N,majstor,majstor
736,Arzt::N,liječnik,liječnik
737,Lehrer::N,učitelj,učitelj
738,Geld::N,novac,novac
739,Geschäft::N,posao,posao
740,Geschäft::N,posao,trgovina
741,Geschäft::N,trgovina,posao
742,Geschäft::N,trgovina,trgovina
743,Laden::N,dućan,dućan
744,Preis::N,cijena,cijena
745,Ware::N,roba,roba
746,Nutzen::N,korist,korist
747,Reichtum::N,bogatstvo,bogatstvo
748,Welt::N,svijet,svijet
749,Land::N,zemlja,zemlja
750,Staat::N,država,država
751,König::N,kralj,kralj
752,Macht::N,moć,moć
753,Macht::N,moć,vlast
754,Macht::N,vlast,moć
755,Macht::N,vlast,vlast
756,Grenze::N,granica,granica
757,Krieg::N,rat,rat
758,Feind::N,neprijatelj,neprijatelj
759,Gewalt::N,sila,sila
760,Gewalt::N,sila,nasilje
761,Gewalt::N,nasilje,sila
762,Gewalt::N,nasilje,nasilje
763,Kampf::N,boj,boj
764,Kampf::N,boj,borba
765,Kampf::N,borba,boj
766,Kampf::N,borba,borba
767,Bogen[Waffe]::N,luk,luk
768,Pfeil::N,strijela,strijela
769,Gewehr::N,puška,puška
770,Fehler::N,pogreška,pogreška
771,Fehler::N,pogreška,griješka
772,Fehler::N,griješka,pogreška
773,Fehler::N,griješka,griješka
774,Lüge::N,laž,laž
775,Schaden::N,šteta,šteta
776,Unglück::N,nesreća,nesreća
777,Schuld::N,krivnja,krivnja
778,Alter::N,dob,dob
779,Schluss::N,kraj,kraj
780,Schluss::N,kraj,konac
781,Schluss::N,konac,kraj
782,Schluss::N,konac,konac
783,Zeit::N,doba,doba
784,Zeit::N,doba,vrijeme
785,Zeit::N,vrijeme,doba
786,Zeit::N,vrijeme,vrijeme
787,Tag::N,dan,dan
788,Morgen::N,jutro,jutro
789,Mittag::N,podne,podne
790,Abend::N,veče,veče
791,Abend::N,veče,večer
792,Abend::N,večer,veče
793,Abend::N,večer,večer
794,Nacht::N,noć,noć
795,Woche::N,sedmica,sedmica
796,Monat::N,mjesec,mjesec
797,Jahr::N,godina,godina
798,Frühling::N,proljeće,proljeće
799,Sommer::N,ljeto,ljeto
800,Herbst::N,jesen,jesen
801,Winter::N,zima,zima
802,Januar::N,januar,januar
803,Januar::N,januar,siječanj
804,Januar::N,siječanj,januar
805,Januar::N,siječanj,siječanj
806,Februar::N,veljača,veljača
807,Februar::N,veljača,februar
808,Februar::N,februar,veljača
809,Februar::N,februar,februar
810,März::N,mart,mart
811,März::N,mart,ožujak
812,März::N,ožujak,mart
813,März::N,ožujak,ožujak
814,April::N,april,april
815,April::N,april,travanj
816,April::N,travanj,april
817,April::N,travanj,travanj
818,Mai::N,maj,maj
819,Mai::N,maj,svibanj
820,Mai::N,svibanj,maj
821,Mai::N,svibanj,svibanj
822,Juni::N,juni,juni
823,Juni::N,juni,lipanj
824,Juni::N,lipanj,juni
825,Juni::N,lipanj,lipanj
826,Juli::N,juli,juli
827,Juli::N,juli,srpanj
828,Juli::N,srpanj,juli
829,Juli::N,srpanj,srpanj
830,August::N,august,august
831,August::N,august,kolovoz
832,August::N,kolovoz,august
833,August::N,kolovoz,kolovoz
834,September::N,rujan,rujan
835,September::N,rujan,septembar
836,September::N,septembar,rujan
837,September::N,septembar,septembar
838,Oktober::N,oktobar,oktobar
839,Oktober::N,oktobar,listopad
840,Oktober::N,listopad,oktobar
841,Oktober::N,listopad,listopad
842,November::N,studeni,studeni
843,November::N,studeni,novembar
844,November::N,novembar,studeni
