,Concept_ID,hr,no
250,Kohle::N,ugalj,kull
251,Kohle::N,ugljen,kol
252,Kohle::N,ugljen,kull
253,Glas::N,staklo,glass
254,Lehm::N,glina,leire
255,Lehm::N,ilovača,leire
256,Sand::N,pijesak,sand
257,Mensch::N,čovjek,menneske
258,Mann::N,muškarac,mann
259,Frau::N,žena,kvinne
260,Kind::N,čedo,barn
261,Kind::N,dijete,barn
262,Junge::N,momče,gutt
263,Junge::N,dječak,gutt
264,Mädchen::N,djevojka,pike
265,Mädchen::N,djevojka,jente
266,Mädchen::N,djevojčica,pike
267,Mädchen::N,djevojčica,jente
268,Familie::N,obitelj,familie
269,Familie::N,porodica,familie
270,Großvater::N,djed,bestefar
271,Großmutter::N,baka,bestemor
272,Eltern::N,roditelji,foreldre
273,Vater::N,otac,far
274,Mutter::N,majka,mor
275,Sohn::N,sin,sønn
276,Tochter::N,kći,datter
277,Tochter::N,kćerka,datter
278,Bruder::N,brat,bror
279,Schwester::N,sestra,søster
280,Onkel::N,čika,onkel
281,Onkel::N,ujak,onkel
282,Tante::N,ujna,tante
283,Tante::N,tetka,tante
284,Ehemann::N,muž,ektemann
285,Ehemann::N,suprug,ektemann
286,Ehefrau::N,žena,hustru
287,Ehefrau::N,supruga,hustru
288,Freude::N,radost,glede
289,Gelächter::N,grohot,latter
290,Glück::N,sreća,lykke
291,Kummer::N,jad,sorg
292,Kummer::N,briga,sorg
293,Wunsch::N,želja,ønske
294,Lust::N,volja,lyst
295,Geist::N,duh,ånd
296,Gedanke::N,misao,tanke
297,Gedächtnis::N,pamćenje,minne
298,Gedächtnis::N,pamćenje,hukommelse
299,Verstand::N,um,forstand
300,Verstand::N,razum,forstand
301,Sinn::N,smisao,mening
302,Sinn::N,smisao,betydning
303,Sinn::N,značenje,mening
304,Sinn::N,značenje,betydning
305,Grund::N,razlog,grunn
306,Wahrheit::N,istina,sannhet
307,Gespräch::N,razgovor,samtale
308,Märchen::N,bajka,eventyr
309,Erzählung::N,priča,fortelling
310,Erzählung::N,pripovijest,fortelling
311,Nachricht::N,vijest,melding
312,Neuigkeit::N,novost,nyhet
313,Name::N,ime,navn
314,Rätsel::N,zagonetka,gåte
315,Rede::N,govor,tale
316,Rede::N,besjeda,tale
317,Sprache::N,jezik,språk
318,Stimme::N,glas,stemme
319,Wort::N,riječ,ord
320,Zeichen::N,znak,tegn
321,Ruf::N,povik,rop
322,Ruf::N,poklik,rop
323,Lärm::N,buka,bråk
324,Lärm::N,galama,bråk
325,Laut::N,zvuk,lyd
326,Ton::N,ton,tone
327,Lied::N,pjesma,vise
328,Ruhe::N,tišina,ro
329,Ruhe::N,počinak,ro
330,Leute::N,ljudi,folk
331,Volk::N,puk,folk
332,Volk::N,narod,folk
333,Arbeit::N,rad,arbeid
334,Arbeit::N,posao,arbeid
335,Gast::N,gost,gjest
336,Geschenk::N,dar,gave
337,Geschenk::N,poklon,gave
338,Spiel::N,igra,lek
339,Spiel::N,igra,spill
340,Gesellschaft::N,društvo,selskap
341,Gesellschaft::N,kompanija,selskap
342,Hilfe::N,pomoć,hjelp
343,Freund::N,prijatelj,venn
344,Kamerad::N,drug,kamerat
345,Kamerad::N,drugar,kamerat
346,Angelegenheit::N,posao,sak
347,Angelegenheit::N,posao,anliggende
348,Anzahl::N,broj,antall
349,Anzahl::N,brojnost,antall
350,Art::N,vid,art
351,Art::N,vid,slag
352,Art::N,vrst,art
353,Art::N,vrst,slag
354,Stück::N,komad,stykke
355,Teil::N,dio,del
356,Hälfte::N,polovina,halvdel
357,Kreis::N,krug,ring
358,Kreis::N,krug,sirkel
359,Kreuz::N,križ,kors
360,Kreuz::N,križ,kryss
361,Linie::N,crta,linje
362,Strich::N,crta,strek
363,Abstand::N,razmak,avstand
364,Abstand::N,odstojanje,avstand
365,Entfernung::N,udaljenost,avstand
366,Gegend::N,kraj,strøk
367,Gegend::N,predeo,strøk
368,Platz::N,mjesto,plass
369,Ort::N,mjesto,sted
370,Seite::N,bok,side
371,Seite::N,strana,side
372,Mitte::N,sredina,midte
373,Gegenstand::N,predmet,gjenstand
374,Sache::N,posao,sak
375,Rand::N,rub,rand
376,Rand::N,kraj,rand
377,Kante::N,brid,kant
378,Kante::N,ivica,kant
379,Ecke::N,ugao,hjørne
380,Spitze::N,vrh,spiss
381,Spitze::N,šiljak,spiss
382,Ende::N,konac,ende
383,Loch::N,rupa,hull
384,Winkel::N,kut,vinkel
385,Winkel::N,ugao,vinkel
386,Muster::N,uzor,mønster
387,Größe::N,veličina,størrelse
388,Länge::N,duljina,lengde
389,Höhe::N,visina,høyde
390,Gewicht::N,težina,vekt
391,Menge::N,mnoštvo,mengde
392,Menge::N,količina,mengde
393,Haufen::N,hrpa,haug
394,Haufen::N,hrpa,bunke
395,Haufen::N,gomila,haug
396,Haufen::N,gomila,bunke
397,Reihe::N,red,rekke
398,Boot::N,čun,båt
399,Boot::N,čamac,båt
400,Ruder::N,veslo,åre
401,Schlitten::N,saone,slede
402,Schlitten::N,saone,kjelke
403,Ski::N,ski,ski
404,Ski::N,smučka,ski
405,Lagerfeuer::N,logorska vatra,leirbål
406,Last::N,tovar,bør
407,Last::N,tovar,last
408,Gang::N,hod,gang
409,Schritt::N,korak,steg
410,Schritt::N,korak,skritt
411,Norden::N,sjever,nord
412,Süden::N,jug,sør
413,Westen::N,zapad,vest
414,Osten::N,istok,øst
415,Holz::N,drvo,tre
416,Brett::N,daska,fjøl
417,Brett::N,daska,brett
418,Platte::N,ploča,plate
419,Stütze::N,potpora,støtte
420,Stange::N,motka,stang
421,Stock::N,štap,pinne
422,Stock::N,palica,pinne
423,Stab::N,štap,stav
424,Stab::N,štap,kjepp
425,Stab::N,šipka,stav
426,Stab::N,šipka,kjepp
427,Rohr::N,cijev,rør
428,Haus::N,kuća,hus
429,Heim::N,dom,hjem
430,Ofen::N,peć,ovn
431,Fußboden::N,pod,gulv
432,Tisch::N,stol,bord
433,Tisch::N,trpeza,bord
434,Stuhl::N,stolac,stol
435,Stuhl::N,stolica,stol
436,Wiege::N,kolijevka,vogge
437,Bett::N,krevet,seng
438,Bett::N,postelja,seng
439,Regal::N,polica,reol
440,Regal::N,polica,hylle
441,Kiste::N,sanduk,kasse
442,Fenster::N,prozor,vindu
443,Tür::N,vrata,dør
444,Tor::N,vrata,port
445,Tor::N,kapija,port
446,Zaun::N,plot,gjerde
447,Zaun::N,ograda,gjerde
448,Dach::N,krov,tak
449,Leiter::N,ljestve,stige
450,Leiter::N,ljestvice,stige
451,Besen::N,metla,kost
452,Spaten::N,ašov,spade
453,Schaufel::N,lopata,skuffe
454,Gabel::N,viljuška,gaffel
455,Löffel::N,žlica,skje
456,Messer::N,nož,kniv
457,Nagel::N,čavao,spiker
458,Netz::N,mreža,nett
459,Haken::N,kuka,krok
460,Griff::N,držak,tak
461,Griff::N,držak,håndtak
462,Griff::N,ručica,tak
463,Griff::N,ručica,håndtak
464,Schloss::N,brava,lås
465,Bild::N,slika,bilde
466,Figur::N,figura,figur
467,Puppe::N,lutka,dukke
468,Beutel::N,kesa,pose
469,Bündel::N,snop,bylt
470,Bündel::N,svežanj,bylt
471,Tasche::N,torba,veske
472,Tasche::N,taška,veske
473,Eimer::N,kabao,bøtte
474,Deckel::N,poklopac,lokk
475,Geschirr::N,suđe,kjøkkentøy
476,Geschirr::N,posuđe,kjøkkentøy
477,Sack::N,džak,sekk
478,Sack::N,vreća,sekk
479,Tasse::N,šalica,kopp
480,Topf::N,lonac,gryte
481,Kessel::N,kazan,kjele
482,Essen::N,obrok,mål
483,Nahrung::N,hrana,mat
484,Nahrung::N,hrana,næring
485,Speise::N,jelo,matrett
486,Fleisch::N,meso,kjøtt
487,Getreide::N,žito,korn
488,Getreide::N,žitarice,korn
489,Brei::N,kaša,grøt
490,Brot::N,kruh,brød
491,Scheibe::N,kriška,skive
492,Fett::N,mast,fett
493,Fett::N,salo,fett
494,Butter::N,buter,smør
495,Butter::N,maslac,smør
496,Öl::N,ulje,olje
497,Salz::N,sol,salt
498,Suppe::N,supa,suppe
499,Honig::N,med,honning
500,Milch::N,mlijeko,melk
501,Tee::N,čaj,te
502,Leder::N,koža,lær
503,Leder::N,koža,skinn
504,Wolle::N,vuna,ull
505,Stoff::N,štof,tøy
506,Stoff::N,štof,stoff
507,Stoff::N,tkanina,tøy
508,Stoff::N,tkanina,stoff
509,Nadel::N,igla,nål
510,Faden::N,nit,tråd
511,Faden::N,konac,tråd
512,Knopf::N,dugme,knapp
513,Knoten::N,čvor,knute
514,Knoten::N,uzao,knute
515,Farbe::N,farba,farge
516,Kleidung::N,odjeća,påkledning
517,Hemd::N,košulja,skjorte
518,Kragen::N,ovratnik,krage
519,Ärmel::N,rukav,erme
520,Hose::N,hlače,bukse
521,Gürtel::N,pas,belte
522,Gürtel::N,pojas,belte
523,Mütze::N,kapa,lue
524,Schuh::N,cipela,sko
525,Stiefel::N,čizma,støvel
526,Ring::N,prsten,ring
527,Band::N,vrpca,band
528,Kamm::N,češalj,kam
529,Spiegel::N,zrcalo,speil
530,Spiegel::N,ogledalo,speil
531,Riemen::N,kaiš,rem
532,Riemen::N,remen,rem
533,Schnur::N,vrpca,snor
534,Leine::N,uzica,line
535,Decke::N,ćebe,teppe
536,Decke::N,pokrivač,teppe
537,Kissen::N,jastuk,pute
538,Tuch::N,rubac,tøy
539,Tuch::N,marama,tøy
540,Handtuch::N,ručnik,håndkle
541,Kraft::N,snaga,kraft
542,Stärke::N,jakost,styrke
543,Gesundheit::N,zdravlje,helse
544,Gesundheit::N,zdravlje,sunnhet
545,Krankheit::N,bolest,syke
546,Krankheit::N,bolest,sykdom
547,Schmerz::N,bol,smerte
548,Wunde::N,rana,sår
549,Fieber::N,groznica,feber
550,Arznei::N,lijek,medisin
551,Arznei::N,lijek,legemiddel
552,Brücke::N,most,bro
553,Brücke::N,ćuprija,bro
554,Brunnen::N,bunar,brønn
555,Brunnen::N,zdenac,brønn
556,Weide::N,paša,beite
557,Weide::N,pašnjak,beite
558,Pfad::N,staza,sti
559,Weg::N,put,vei
560,Straße::N,drum,gate
561,Straße::N,cesta,gate
562,Dorf::N,selo,landsby
563,Stadt::N,grad,by
564,Stadt::N,varoš,by
565,Brief::N,list,brev
566,Brief::N,pismo,brev
567,Buch::N,knjiga,bok
568,Buchstabe::N,slovo,bokstav
569,Zeitung::N,novine,avis
570,Leben::N,život,liv
571,Tod::N,smrt,død
572,Grab::N,raka,grav
573,Kirche::N,crkva,kirke
574,Sünde::N,grijeh,synd
575,Gott::N,bog,gud
576,Arbeiter::N,radnik,arbeider
577,Chef::N,šef,sjef
578,Meister::N,majstor,mester
579,Arzt::N,liječnik,lege
580,Lehrer::N,učitelj,lærer
581,Geld::N,novac,penger
582,Geschäft::N,posao,forretning
583,Geschäft::N,trgovina,forretning
584,Laden::N,dućan,butikk
585,Preis::N,cijena,pris
586,Ware::N,roba,vare
587,Nutzen::N,korist,nytte
588,Reichtum::N,bogatstvo,rikdom
589,Welt::N,svijet,verden
590,Land::N,zemlja,land
591,Staat::N,država,stat
592,König::N,kralj,konge
593,Macht::N,moć,makt
594,Macht::N,vlast,makt
595,Grenze::N,granica,grense
596,Krieg::N,rat,krig
597,Feind::N,neprijatelj,fiende
598,Gewalt::N,sila,vold
599,Gewalt::N,nasilje,vold
600,Kampf::N,boj,kamp
601,Kampf::N,borba,kamp
602,Bogen[Waffe]::N,luk,bue
603,Pfeil::N,strijela,pil
604,Gewehr::N,puška,gevær
605,Fehler::N,pogreška,feil
606,Fehler::N,griješka,feil
607,Lüge::N,laž,løgn
608,Schaden::N,šteta,skade
609,Unglück::N,nesreća,uhell
610,Schuld::N,krivnja,skyld
611,Alter::N,dob,alder
612,Schluss::N,kraj,slutt
613,Schluss::N,konac,slutt
614,Zeit::N,doba,tid
615,Zeit::N,vrijeme,tid
616,Tag::N,dan,dag
617,Morgen::N,jutro,morgen
618,Mittag::N,podne,middag
619,Abend::N,veče,aften
620,Abend::N,večer,aften
621,Nacht::N,noć,natt
622,Woche::N,sedmica,uke
623,Monat::N,mjesec,måned
624,Jahr::N,godina,år
625,Frühling::N,proljeće,vår
626,Sommer::N,ljeto,sommer
627,Herbst::N,jesen,høst
628,Winter::N,zima,vinter
629,Januar::N,januar,januar
630,Januar::N,siječanj,januar
631,Februar::N,veljača,februar
632,Februar::N,februar,februar
633,März::N,mart,mars
634,März::N,ožujak,mars
635,April::N,april,april
636,April::N,travanj,april
637,Mai::N,maj,mai
638,Mai::N,svibanj,mai
639,Juni::N,juni,juni
640,Juni::N,lipanj,juni
641,Juli::N,juli,juli
642,Juli::N,srpanj,juli
643,August::N,august,august
644,August::N,kolovoz,august
645,September::N,rujan,september
646,September::N,septembar,september
647,Oktober::N,oktobar,oktober
648,Oktober::N,listopad,oktober
649,November::N,studeni,november
650,November::N,novembar,november
651,Dezember::N,prosinac,desember
652,Montag::N,ponedjeljak,mandag
653,Montag::N,ponedjeljnik,mandag
654,Dienstag::N,utorak,tirsdag
655,Dienstag::N,utornik,tirsdag
656,Mittwoch::N,srijeda,onsdag
657,Donnerstag::N,četvrtak,torsdag
658,Freitag::N,petak,fredag
659,Samstag::N,subota,lørdag
660,Sonntag::N,nedjelja,søndag
661,groß::A,velik,stor
662,klein::A,mali,liten
663,klein::A,malen,liten
664,lang::A,dug,lang
665,lang::A,dugačak,lang
666,kurz::A,kratak,kort
667,breit::A,širok,bred
668,schmal::A,uski,smal
669,schmal::A,uzak,smal
670,dicht::A,gust,tett
671,dick[Gegenstand]::A,debeo,tykk
672,dünn::A,tanak,tynn
673,fein::A,fin,fin
674,fein::A,tanak,fin
675,fest::A,čvrst,fast
676,flach::A,ravan,flat
677,flach::A,plosnat,flat
678,glatt::A,gladak,glatt
679,hart::A,tvrd,hard
680,weich::A,mek,myk
681,weich::A,mek,bløt
682,weich::A,mekan,myk
683,weich::A,mekan,bløt
684,rund::A,okrugao,rund
685,spitz::A,oštar,spiss
686,spitz::A,šiljast,spiss
687,scharf::A,oštar,kvass
688,scharf::A,bridak,kvass
689,stumpf::A,tup,stubb
690,schwer::A,težak,tung
691,schön::A,krasan,pen
692,schön::A,krasan,vakker
693,heiß::A,vruć,het
694,warm::A,topao,varm
695,kalt::A,hladan,kald
696,kühl::A,hladan,kjølig
697,frisch::A,svjež,fersk
698,feucht::A,vlažan,fuktig
699,nass::A,mokar,våt
700,trocken::A,suh,tørr
701,voll::A,pun,full
702,leer::A,prazan,tom
703,offen::A,otvoren,åpen
704,geschlossen::A,zatvoren,lukket
705,sauber::A,čist,ren
706,schmutzig::A,nečist,skitten
707,schmutzig::A,blatan,skitten
708,roh::A,sirov,rå
709,reif::A,zreo,moden
710,lecker::A,tečan,lekker
711,lecker::A,ukusan,lekker
712,süß::A,sladak,søt
713,bitter::A,gorak,besk
714,bitter::A,gorak,bitter
715,sauer::A,kiseo,sur
716,hell::A,vedar,lys
717,hell::A,svijetao,lys
718,dunkel::A,taman,mørk
719,schwarz::A,crn,svart
720,weiß::A,bio,hvit
721,weiß::A,bijel,hvit
722,rot::A,crven,rød
723,gelb::A,žut,gul
724,blau::A,plav,blå
725,blau::A,modar,blå
726,grün::A,zelen,grønn
727,grau::A,siv,grå
728,bunt::A,šaren,broket
729,billig::A,jeftin,billig
730,teuer::A,skup,dyr
731,wertvoll::A,vrijedan,verdifull
732,wertvoll::A,dragocjen,verdifull
733,blind::A,slijep,blind
734,taub::A,gluh,døv
735,kräftig::A,snažan,kraftig
736,stark::A,jak,sterk
737,stark::A,snažan,sterk
738,schwach::A,slab,svak
739,fett::A,pretio,fet
740,schlank::A,vitak,slank
741,hübsch::A,zgodan,pen
742,böse::A,zao,slem
743,böse::A,opak,slem
744,dumm::A,glup,dum
745,faul::A,lijen,lat
746,faul::A,lijen,doven
747,fleißig::A,radin,flittig
748,fleißig::A,marljiv,flittig
749,geizig::A,škrt,gjerrig
750,klug::A,razborit,klok
751,geschickt::A,vješt,hendig
752,geschickt::A,vješt,skikket
753,lieb::A,drag,kjær
754,lieb::A,drag,snill
755,lustig::A,veseo,morsom
756,sanft::A,blag,blid
757,hungrig::A,gladan,sulten
758,krank::A,bolestan,syk
759,nackt::A,nag,naken
760,traurig::A,tužan,sørgmodig
761,traurig::A,žalostan,sørgmodig
762,lebendig::A,živ,levende
763,gut::A,dobar,god
764,schlecht::A,loš,dårlig
765,schlecht::A,rđav,dårlig
766,richtig::A,tačan,riktig
767,richtig::A,ispravan,riktig
768,schlimm::A,zao,slem
769,schlimm::A,zločest,slem
770,wahr::A,istinit,sann
771,alt::A,star,gammel
772,neu::A,nov,ny
773,ehemalig::A,bivši,forhenværende
774,alt[Lebewesen]::A,star,gammel
775,jung::A,mlad,ung
776,arm::A,ubog,fattig
777,arm::A,siromašan,fattig
778,reich::A,bogat,rik
779,bekannt::A,poznat,kjent
780,berühmt::A,čuven,berømt
781,berühmt::A,slavan,berømt
782,fremd::A,tuđ,fremmed
783,fremd::A,stran,fremmed
784,verschieden::A,razan,forskjellig
785,verschieden::A,različan,forskjellig
786,nah::A,blizak,nær
787,fern::A,dalek,fjern
788,fern::A,daljnji,fjern
789,linker::A,lijevi,venstre
790,rechter::A,desni,høyre
791,anderer::A,drugi,annen
792,anderer::A,drugačiji,annen
793,erster::A,prvi,første
794,zweiter::A,drugi,annen
795,dritter::A,treći,tredje
796,letzter::A,zadnji,sist
797,allein::ADV,sam,alene
798,auf einmal::ADV,istodobno,med ett
799,zusammen::ADV,skupa,sammen
800,zusammen::ADV,zajedno,sammen
801,lange::ADV,dugo,lenge
802,plötzlich::ADV,naglo,plutselig
803,plötzlich::ADV,iznenada,plutselig
804,sofort::ADV,odmah,straks
805,später::ADV,kasnije,senere
806,jetzt::ADV,sad,nå
807,jetzt::ADV,sada,nå
808,heute::ADV,danas,i dag
809,morgen::ADV,sutra,i morgen
810,bald::ADV,skoro,snart
811,bald::ADV,doskora,snart
812,dann::ADV,zatim,så
813,gestern::ADV,juče,i går
814,gestern::ADV,jučer,i går
815,einst::ADV,negda,engang
816,einst::ADV,nekada,engang
817,damals::ADV,tada,den gang
818,damals::ADV,onda,den gang
819,danach::ADV,poslije,deretter
820,danach::ADV,nakon toga,deretter
821,vorher::ADV,prije,før
822,vorher::ADV,prije,i forveien
823,vorher::ADV,prije toga,før
824,vorher::ADV,prije toga,i forveien
825,zuerst::ADV,prvo,først
826,zuerst::ADV,najprije,først
827,einmal::ADV,jednom,en gang
828,einmal::ADV,jedanput,en gang
829,manchmal::ADV,katkad,somme tider
830,manchmal::ADV,katkada,somme tider
831,oft::ADV,često,ofte
832,immer::ADV,vazda,alltid
833,immer::ADV,uvijek,alltid
834,niemals::ADV,nikad,aldri
835,niemals::ADV,nikada,aldri
836,hier::ADV,tu,her
837,hier::ADV,ovdje,her
838,hierhin::ADV,amo,hit
839,hierhin::ADV,ovamo,hit
840,von hier::ADV,odavde,herfra
841,dort::ADV,ondje,der
842,dorthin::ADV,onamo,dit
843,geradeaus::ADV,ravno,rett fram
844,vorwärts::ADV,naprijed,fram
845,vorwärts::ADV,naprijed,framover
846,rückwärts::ADV,natrag,baklengs
847,zurück::ADV,nazad,tilbake
848,zurück::ADV,natrag,tilbake
849,unten::ADV,dolje,nede
850,hinab::ADV,nizbrdo,ned
851,hinab::ADV,nizbrdo,nedover
852,oben::ADV,gore,oppe
853,oben::ADV,gore,ovenpå
854,hinauf::ADV,uzbrdo,opp
855,hinauf::ADV,uzbrdo,oppover
856,überall::ADV,svuda,overalt
857,überall::ADV,svagdje,overalt
858,nicht::ADV,ne,ikke
