,Concept_ID,ko,sah
784,faulen::V,부패하다,сытый
785,verfaulen::V,썩다,сытыйан_хаал
786,reißen::V,지바찢다,хайыт
787,reißen::V,지바찢다,быһытталан
788,versinken::V,가라앉다,тимир
789,versinken::V,가라앉다,батылын
790,vergehen::V,지나가다,дьай
791,erscheinen::V,나타나다,көһүн
792,verschwinden::V,사라지다,сүт
793,sinken::V,가라앉다,намтаа
794,abnehmen::V,떼어내다,аччаа
795,zunehmen::V,증가하다,элбээ
796,steigen::V,상승하다,үрдээ
797,wachsen::V,생기하다,үүн
798,glänzen::V,뛰오나다,кылбай
799,funkeln::V,불티가잍어나다,күлүмнээ
800,funkeln::V,불티가잍어나다,күлүмүрдээ
801,lärmen::V,떠들다,тыаһаа
802,läuten::V,울시다,собуоннаа
803,klingeln::V,초닌총을울리다,линкинээ
804,klirren::V,탁탁울리다,айгырат
805,brausen::V,쏴쏴소리내다,сирилээ
806,rauschen::V,솨솨,суугунаа
807,klingen::V,반향하다,доргуй
808,bellen::V,짖다,үр
809,heulen::V,포효하다,улуй
810,blasen::V,불다,үр
811,pfeifen::V,피리를불다,иһиир
812,schreien::V,절규하다,кылан
813,schreien::V,절규하다,хаһыытаа
814,stöhnen::V,신음하다,ынчыктаа
815,zittern::V,저뉼하다,титирээ
816,zittern::V,저뉼하다,дьигиһий
817,leben::V,살다,олор
818,geboren werden::V,태어난,төрөө
819,atmen::V,숨쉬다,тыын
820,trinken::V,마시다,ис
821,essen::V,먹다,аһаа
822,schlucken::V,들이켜다,ыйыһын
823,einschlafen::V,잠들다,утуйан хаал
824,schlafen::V,자다,утуй
825,schlafen::V,자다,утуйа сыт
826,aufwachen::V,눈트다,уһугун
827,aufstehen::V,서다,тур
828,sich erholen::V,회복하다,сынньан
829,schmerzen::V,아프다,ыарыт
830,husten::V,잔기침하다,сөтөлүн
831,genesen::V,낫다,көн
832,sterben::V,죽다,өл
833,umkommen::V,못쓰게되다,өл
834,umkommen::V,못쓰게되다,оҕут
835,sich bewegen::V,움직이다,хамсаа
836,sich rühren::V,움직이다,хамсаа
837,sich erheben::V,이러서다,тур
838,sich setzen::V,앉히다,олор
839,hinfallen::V,넘어지다,оҕут
840,laufen::V,걷다,хаам
841,schreiten::V,보행하다,атыллаа
842,spazierengehen::V,산보하다,дьаарбай
843,eilen::V,서둘다,тиэтэй
844,sich beeilen::V,서둘게하다,ыксаа
845,sausen::V,서들러 떠나다,элээр
846,rennen::V,달리다,сүүрэкэлээ
847,springen::V,도약하다,ой
848,springen::V,도약하다,ыстан
849,klettern::V,갑겨오르다,ытын
850,schaukeln::V,흔들리게하다,эйэҥнээ
851,schaukeln::V,흔들리게하다,биэрэҥнээ
852,kriechen::V,기다,сыыл
853,schwimmen::V,헤엄치다,уһун
854,schwimmen::V,헤엄치다,харбаа
855,tauchen::V,잠기다,умус
856,rudern::V,물을헤치다,эрт
857,fahren::V,가다,айаннаа
858,fahren::V,나르다,айаннаа
859,fliegen::V,날다,көт
860,gehen::V,가다,бар
861,weggehen::V,팔리다,бар
862,abfahren::V,출발하다,бар
863,anhalten::V,멈추다,тохтоо
864,hineingehen::V,(그리로)가다,киир
865,eintreten::V,들러가다,киир
866,kommen::V,오다,кэл
867,ankommen::V,고챀하다,кэл
868,ankommen::V,고챀하다,тиий
869,zurückkommen::V,보기,төнүн
870,bleiben::V,체류,хаал
871,warten::V,기다리다,көһүт
872,erwarten::V,기대하다,күүт
873,erwarten::V,기대하다,көһүт
874,suchen::V,찾다,ирдээ
875,suchen::V,찾다,көрдөө
876,suchen::V,구하다,ирдээ
877,suchen::V,구하다,көрдөө
878,finden::V,찾아내다,бул
879,versuchen::V,시험하다,сорун
880,vorbereiten::V,재비하다,бэлэмнээ
881,lieben::V,사랑하다,таптаа
882,mögen::V,줗아하다,сөбүл
883,lachen::V,웃다,күл
884,rühren::V,건드리다,долгут
885,weinen::V,울다,ытаа
886,schimpfen::V,꾸짖다,үөҕүс
887,sich ärgern::V,화를내게 하다,кыыһыр
888,sich ärgern::V,화를내게 하다,кыйахан
889,sich fürchten::V,두려원하다,куттан
890,sich fürchten::V,두려원하다,дьиксин
891,fürchten::V,두려원하다,дьиксин
892,fürchten::V,두려원하다,куттан
893,fliehen::V,도망치다,күрээ
894,flüchten::V,도주하다,күрээ
895,sehen::V,보다,көр
896,anschauen::V,바라보다,көр
897,ansehen::V,바라보다,көр
898,hören::V,듣다,бил
899,hören::V,듣다,иһит
900,zuhören::V,듣다,иһит
901,probieren::V,시식하다,боруобалаан көр
902,probieren::V,시식하다,амсайан көр
903,riechen::V,내새를맡다,сытырҕаа
904,fühlen::V,느끼다,бил
905,scheinen::V,...것같다,көһүн
906,zu sehen sein::V,보이는,көһүн
907,vernehmen::V,듣다,иһит
908,vernehmen::V,들어서일다,иһит
909,frieren::V,춥다,тоҥ
910,frieren::V,춥다,үлүй
911,tun::V,하다,гын
912,können::V,할주릴다,кыай
913,wollen::V,바라다,баҕар
914,anfangen::V,시작하다,саҕалаа
915,beenden::V,다하다,бүтэр
916,aufhören::V,그만두다,уурай
917,gelingen::V,성국하다,сатан
918,geraten::V,잘되어가다,баар буолан биэр
919,geraten::V,잘되어가다,баар буола тус
920,geraten::V,잘되어가다,буолан таҕыс
921,öffnen::V,열다,ас
922,schließen::V,추측하다,сап
923,schließen::V,추측하다,хатаа
924,stellen::V,세우다,уур
925,stellen::V,세우다,туруор
926,setzen::V,놓다,туруор
927,setzen::V,놓다,уур
928,legen::V,눕히다,уур
929,berühren::V,대다,тыыт
930,berühren::V,대다,таарый
931,verbinden::V,옝열하다,кэлгий
932,bedecken::V,덮다,бүрүй
933,aufhängen::V,매달다,ыйаа
934,anzünden::V,점화하다,умат
935,aufheben::V,위로올리다,өрө тарт
936,zurücklassen::V,튀에남기다,бырах
937,verlieren::V,잃다,сүтэр
938,fallen lassen::V,떨어뜨리다,түһэр
939,fallen lassen::V,떨어뜨리다,мүлчү тут
940,machen::V,하다,оҥор
941,machen::V,하다,оҥоһун
942,herstellen::V,제조하다,оҥор
943,bauen::V,짓다,тут
944,reparieren::V,수셩자다,абырахтаа
945,verbessern::V,정정하다,тупсар
946,ändern::V,바꾸다,уларыт
947,graben::V,파다,хас
948,beugen::V,구부리다,бокут
949,beugen::V,구부리다,токурут
950,beugen::V,구부리다,бүк баттаа
951,biegen::V,굽히다,иэх
952,biegen::V,굽히다,өҕүлүннэр
953,drehen::V,회전,эргит
954,drehen::V,회전,эргичит
955,wenden::V,회전시키다,эргилин
956,umdrehen::V,회전시키다,түҥнэр
957,heben::V,일으아키다,көтөх
958,hochheben::V,틀어올리다,таһаар
959,ergreifen::V,잡다,тут
960,halten::V,잡다,тут
961,drücken::V,누르다,ык
962,schieben::V,밀다,ас
963,kratzen::V,긁다,кыһыы
964,lecken::V,핥다,салаа
965,beißen::V,물다,ытыр
966,abschneiden::V,귾어내다,быс
967,abschneiden::V,귾어내다,быһан ыл
968,abschneiden::V,귾어내다,быһа баттаа
969,binden::V,매다,кэлгий
970,stecken::V,찌르다,батары ас
971,brechen::V,금,тоһут
972,klopfen::V,치다,тоҥсуй
973,hauen::V,때리다,оҕус
974,kleben::V,들러붙다,силимнээ
975,reiben::V,문지르다,аал
976,streichen::V,쓰다듬다,сыбаа
977,schleifen::V,갈다,чочуй
978,schneiden::V,베다,быс
979,rütteln::V,흔들다,иэҕэҥнэт
980,schütteln::V,흔들다,сахсый
981,schwenken::V,흔들다,дайбаа
982,schütten::V,따르다,кут
983,füllen::V,담다,толор
984,einwickeln::V,싸다,суулаа
985,tragen::V,지우다,ит
986,schleppen::V,끌다,сос
987,ziehen::V,당기다,тарт
988,aufbewahren::V,간직하다,уур
989,aufbewahren::V,간직하다,харай
990,werfen::V,던지다,бырах
991,fangen::V,밥다,хап
992,packen::V,쥐다,тут
993,verstecken::V,숨기다,саһыар
994,teilen::V,나누다,үллэр
995,schicken::V,보내다,ыыт
996,bringen::V,가겨,аҕал
997,hinzufügen::V,부가하다,эп
998,bekommen::V,얻다,ыл
999,bekommen::V,얻다,булун
1000,erhalten::V,지니다,ыл
1001,nehmen::V,잡다,ыл
1002,wählen::V,선거하다,быыбардаа
1003,auswählen::V,선출하다,тал
1004,bewahren::V,저장보종,харай
1005,behindern::V,훼방하다,мэһэйдээ
1006,verderben::V,못쓰게 되다,буорту гын
1007,beschädigen::V,상하게하다,алдьат
1008,zerbrechen::V,깨뜨리다,үлтүрүт
1009,zerreißen::V,잡아쫓다,хайыта тарт
1010,zerstören::V,파괴하다,алдьат
1011,verbrennen::V,소실하다,уоттаа
1012,geben::V,주다,биэр
1013,reichen::V,내일다,аҕал
1014,schenken::V,주다,бэлэхтээ
1015,versprechen::V,약속하다,эрэннэр
1016,wünschen::V,바라다,баҕар
1017,loben::V,칭찬하다,хайҕаа
1018,küssen::V,키스하다,уураа
1019,wiegen::V,어르다,бигээ
1020,zudecken::V,뚜꺼을하다,сап
1021,zudecken::V,뚜꺼을하다,бүрүй
1022,wecken::V,깨우다,уһугуннар
1023,zeigen::V,보이다,көрдөр
1024,führen::V,가게하다,салай
1025,lehren::V,가르치다,үөрэт
1026,unterrichten::V,가르지다,үөрэт
1027,aufziehen::V,사육하다,иит
1028,leiten::V,이끌다,салай
1029,antreiben::V,몰다,кыһай
1030,lassen::V,내버려두다,күһэй
1031,einladen::V,초청하다,ыҥыр
1032,vereinigen::V,하나로하다,холбоо
1033,vereinigen::V,하나로하다,түм
1034,besuchen::V,방문하다,сырыт
1035,besuchen::V,방문하다,билсэ сырыт
1036,treffen::V,만나다,көрүс
1037,sich versammeln::V,조립하다,мүһүн
1038,sich versammeln::V,조립하다,түмүс
1039,spielen::V,눌다,оонньоо
1040,singen::V,노래하다,ыллаа
1041,tanzen::V,춤추하다,үҥкүүлээ
1042,sich trennen::V,가르다,араҕыс
1043,verlassen::V,버림받은,хааллар
1044,retten::V,구조하다,өрүһүй
1045,bewachen::V,치키다,араҥаччылаа
1046,schützen::V,보호하다,көмүскээ
1047,verteidigen::V,막다,көмүскээ
1048,sich schlagen::V,치다,охсус
1049,schießen::V,쏘다,ытыалаа
1050,siegen::V,이기다,хот
1051,siegen::V,이기다,кыай
1052,ärgern::V,성을내게하다,кыыһырт
1053,schlagen::V,치다,оҕус
1054,treten::V,디디다,тэп
1055,stechen::V,찌르다,кэй
1056,stoßen::V,찌르다,кэп
1057,stoßen::V,찌르다,үтүрүй
1058,stehlen::V,훔치다,уор
1059,stören::V,움직이다,мэһэйдээ
1060,belästigen::V,괴롭히다,батар
1061,verbergen::V,숨기다,кистээ
1062,täuschen::V,속이다,албыннаа
1063,betrügen::V,속이다,албыннаа
1064,töten::V,죽이다,өлөр
1065,wohnen::V,실다,олор
1066,arbeiten::V,일하다,үлэлээ
1067,sammeln::V,모으다,мус
1068,sammeln::V,모으다,хомуй
1069,pflücken::V,꿔다,үргээ
1070,jagen::V,사냥하다,бултаа
1071,fischen::V,고기를잡다,балыктаа
1072,fassen::V,움켜쥐다,тут
1073,hüten::V,망보다,манаа
1074,treiben::V,몰아세우다,үүр
1075,anbinden::V,묶다,баай
1076,füttern::V,사료를주다,аһат
1077,melken::V,젖을짜다,ыа
1078,hacken::V,자르다,кэрт
1079,gießen::V,물을대다,сиигирт
1080,reifen::V,성숙하다,бус
1081,zubereiten::V,조제하다,бэлэмнээ
1082,kochen::V,요리하다,буһар
1083,backen::V,쿱다,буһар
1084,braten::V,굽다,хооруй
1085,braten::V,굽다,ыһаарылаа
1086,braten::V,굽다,соркуойдаа
1087,umrühren::V,교반하다,былаа
1088,stricken::V,뜨개질하다,өр
1089,nähen::V,꿰매다,иистэн
1090,färben::V,채색하다,кырааскалаа
1091,reinigen::V,청소하다,ыраастаа
1092,waschen::V,씻다,сууй
1093,abwischen::V,닦다,сот
1094,spülen::V,씻다,сайҕаа
1095,fegen::V,소체하다,сиппий
1096,kehren::V,청소하다,харбаа
1097,baden::V,감다,сөтүөлээ
1098,sich waschen::V,모믈 씻다,суун
1099,ausziehen::V,벗다,уһул
1100,anziehen::V,끌어움직이다,кэтэрт
1101,kämmen::V,빗다,тараа
1102,schmücken::V,치레하다,симээ
1103,sagen::V,말하다,диэ
1104,sprechen::V,말하다,эт
1105,sprechen::V,말하다,саҥар
1106,reden::V,이야기하다,кэпсэт
1107,fragen::V,질문하다,ыйыт
1108,bitten::V,원하다,көрдөс
1109,erzählen::V,이야기하다,кэпсээ
1110,erzählen::V,이야기하다,сэһэргээ
1111,mitteilen::V,이야기하다,биллэр
1112,nennen::V,부르다,ааттаа
1113,rufen::V,불러내다,ыҥыр
1114,prahlen::V,자랑하다,чабылан
1115,prahlen::V,자랑하다,киһиргээ
1116,übersetzen::V,번역하다,тылбаастаа
1117,denken::V,생각하다,санаа
1118,denken::V,생각하다,толкуйдаа
1119,glauben::V,믿다,итэҕэй
1120,bemerken::V,인자하다,бэлиэтээ
1121,erkennen::V,인식하다,бил
1122,begreifen::V,파악하다,өйдөө
1123,verstehen::V,이해하다,өйдөө
1124,lernen::V,배우다,үөрэн
1125,wissen::V,알다,бил
1126,sich erinnern an::V,상기하다,аҕын
1127,vergessen::V,잊다,умун
1128,messen::V,측정하다,кэмнээ
1129,messen::V,측정하다,кээмэйдээ
1130,zählen::V,세다,аах
1131,rechnen::V,게산하다,аах
1132,lesen::V,읽다,аах
1133,malen::V,그리다,уруһуйдаа
1134,zeichnen::V,소묘하다,уруһуйдаа
1135,schreiben::V,쓰다,суруй
1136,besitzen::V,소유하다,баһылаа
1137,kaufen::V,사다,атыылас
1138,verkaufen::V,팔다,атыылаа
1139,bezahlen::V,지불하다,төлөө
1140,zahlen::V,치르다,төлөө
1141,beherrschen::V,지배하다,баһылаа
1142,ertragen::V,참다,тулуй
1143,Raureif::N,,кырыа
1144,Grube::N,,дьаама
1145,Lust::N,,баҕа
1146,Nachricht::N,,биллэриллии
1147,klug::A,,өйдөөх
1148,von hier::ADV,,мантан
1149,müde werden::V,,сылай
1150,krank werden::V,,ыарый
1151,krank sein::V,,ыарый
1152,krank sein::V,,ыарыт
1153,abreißen::V,,быһа тарт
1154,abreißen::V,,туура тарт
1155,sich anziehen::V,,таҥын
1156,sich unterhalten::V,,кэпсэт
