,Concept_ID,la,bn
123,Wurzel::N,radix,শিকড়
124,Baum::N,arbor,গাছ
125,Stamm::N,truncus,স্কন্ধ
126,Rinde::N,cortex,বল্কল
127,Ast::N,ramus,শাখা
128,Zweig::N,ramus,ডাল
129,Blatt::N,folium,পর্ণ
130,Birke::N,betulla,ভুর্জ
131,Kiefer[Baum]::N,pinus,পাইন গাছ
132,Weide[Baum]::N,salix,উইলো
133,Tanne::N,abies,দেবদারূ গাছ
134,Horn::N,cornu,শিং
135,Feder::N,penna,পালক
136,Fell::N,pellis,রোম
137,Flügel::N,ala,ডানা
138,Klaue::N,unguis,নখর
139,Kralle::N,unguis,নখর
140,Schwanz::N,cauda,লেজ
141,Ei::N,ovum,ডিম
142,Nest::N,nidus,কুলায়
143,Bau::N,cavum,ডেরা
144,Bau::N,latibulum,ডেরা
145,Tier::N,bestia,জন্তু
146,Herde::N,grex,ঝাঁক
147,Kuh::N,vacca,গোরু
148,Bulle::N,taurus,বৃষ
149,Pferd::N,equus,ঘোড়া
150,Schaf::N,ovis,ভেড়া
151,Schwein::N,sus,শূকর
152,Schwein::N,porcus,শূকর
153,Hund::N,canis,কুকুর
154,Katze::N,felis,বেড়াল
155,Bär::N,ursus,ভল্লুক
156,Eichhörnchen::N,sciurus,কাঠবিড়াল
157,Elch::N,alces,হরিণবিশেষ
158,Fuchs::N,vulpes,পাঁতিশিয়াল
159,Hase::N,lepus,শশক
160,Maus::N,mus,নেংটি ইঁদুর
161,Wolf::N,lupus,নেকড়ে
162,Vogel::N,avis,পক্ষী
163,Schwarm::N,examen,ঝাঁক
164,Huhn::N,gallina,মোরগ
165,Hahn::N,gallus,কুক্কুট
166,Gans::N,anser,হংসী
167,Adler::N,aquila,ইগল
168,Ente::N,anas,হংসী
169,Eule::N,ulula,পেচক
170,Eule::N,noctua,পেচক
171,Kranich::N,grus,সারস
172,Krähe::N,cornix,কাক
173,Kuckuck::N,cuculus,কোকিল
174,Schwan::N,olor,মরাল
175,Schwan::N,cycnus,মরাল
176,Fisch::N,piscis,মাছ
177,Barsch::N,perca,মৎন্যবিশেষ
178,Hecht::N,esox,বানমাছ
179,Schlange[Tier]::N,serpens,সর্প
180,Wurm::N,vermis,কীট
181,Spinne::N,aranea,মাকড়সা
182,Ameise::N,formica,পিপীলিকা
183,Laus::N,pediculus,উকুন
184,Mücke::N,culex,মশা
185,Fliege::N,musca,মাছি
186,Schmetterling::N,papilio,প্রজাপতি
187,Beere::N,baca,বেরি
188,Apfel::N,malum,আপেল
189,Pilz::N,fungus,ছত্রক
190,Zwiebel::N,cepa,পিয়াজ
191,Saat::N,seges,বীজ
192,Korn::N,granum,শস্য
193,Heu::N,faenum,খড়
194,Schale::N,putamen,খোসা
195,Grube::N,fovea,গর্ত
196,Falle::N,pedica,ফাঁদ
197,Schlinge::N,laqueus,পাশ
198,Spur::N,vestigium,চিহ্ন
199,Asche::N,cinis,ভস্ম
200,Dreck::N,lutum,ময়লা
201,Eisen::N,ferrum,লোহা
202,Gold::N,aurum,স্বর্ণ
203,Silber::N,argentum,রৌপ্য
204,Kohle::N,carbo,অঙ্গার
205,Glas::N,vitrum,কাচ
206,Lehm::N,lutum,মৃত্তিকা
207,Sand::N,arena,বালি
208,Mensch::N,homo,নর
209,Mensch::N,homo,মানুষ
210,Mann::N,vir,মানুষ
211,Frau::N,mulier,নারী
212,Kind::N,puer,বাচ্চা
213,Kind::N,infans,বাচ্চা
214,Junge::N,puer,ছেলে
215,Mädchen::N,puella,মেয়ে
216,Familie::N,familia,পরিবার
217,Großvater::N,avus,মাতামহ
218,Großmutter::N,avia,মাতামহী
219,Eltern::N,parentes,মাতাপিতা
220,Vater::N,pater,পিতা
221,Mutter::N,mater,মাতা
222,Sohn::N,filius,ছেলে
223,Tochter::N,filia,মেয়ে
224,Bruder::N,frater,দাদা
225,Schwester::N,soror,বোন
226,Schwester::N,soror,দিদি
227,Onkel::N,patruus,মামা
228,Onkel::N,avunculus,মামা
229,Tante::N,amita,মাসী
230,Ehemann::N,maritus,স্বামী
231,Ehefrau::N,uxor,পত্নী
232,Freude::N,gaudium,উল্লাস
233,Freude::N,laetitia,উল্লাস
234,Gelächter::N,risus,হাসি
235,Glück::N,felicitas,সুখ
236,Kummer::N,aegritudo,দুঃখ
237,Wunsch::N,voluntas,আকাঙ্ক্ষা
238,Wunsch::N,desiderium,আকাঙ্ক্ষা
239,Lust::N,libido,বাসনা
240,Lust::N,voluptas,বাসনা
241,Geist::N,mens,আত্না
242,Geist::N,animus,আত্না
243,Gedanke::N,sententia,চিন্তা
244,Gedächtnis::N,memoria,স্মরণশক্তি
245,Verstand::N,ratio,মন
246,Verstand::N,ingenium,মন
247,Sinn::N,sensus,পদার্থ
248,Grund::N,causa,কারণ
249,Wahrheit::N,veritas,সত্য
250,Gespräch::N,sermo,কথাবার্তা
251,Märchen::N,fabula,রূপকথা
252,Erzählung::N,fabula,গল্প
253,Erzählung::N,narratio,গল্প
254,Nachricht::N,nuntius,তথ্য
255,Neuigkeit::N,novitas,খবরাখবর
256,Name::N,nomen,নাম
257,Rätsel::N,aenigma,ধাঁধা
258,Rede::N,oratio,বক্তৃতা
259,Sprache::N,lingua,ভাষা
260,Stimme::N,vox,স্বর
261,Wort::N,verbum,শব্দ
262,Wort::N,vocabulum,শব্দ
263,Zeichen::N,signum,প্রতীক
264,Ruf::N,clamor,ডাক
265,Lärm::N,strepitus,হৈচৈ
266,Laut::N,sonus,ধ্বনি
267,Ton::N,sonus,স্বর
268,Lied::N,carmen,গান
269,Ruhe::N,quies,শান্তি
270,Leute::N,homines,প্রজাপুঞ্জ
271,Volk::N,populus,জাতি
272,Arbeit::N,labor,চাকরি
273,Gast::N,hospes,অতিথি
274,Gast::N,conviva,অতিথি
275,Geschenk::N,munus,উপহার
276,Spiel::N,ludus,খেলা
277,Gesellschaft::N,societas,সঙ্গিগণ
278,Hilfe::N,auxilium,সাহায্য
279,Hilfe::N,subsidium,সাহায্য
280,Freund::N,amicus,বন্ধু
281,Kamerad::N,socius,সঙ্গী
282,Angelegenheit::N,res,বিষয়
283,Anzahl::N,numerus,পরিমাণ
284,Art::N,genus,রকম
285,Stück::N,frustum,টুকরো
286,Stück::N,fragmentum,টুকরো
287,Teil::N,pars,অংশ
288,Hälfte::N,dimidium,অর্ধেক
289,Kreis::N,orbis,বৃত্ত
290,Kreis::N,circus,বৃত্ত
291,Kreuz::N,crux,ক্রুশ
292,Linie::N,linea,রেখা
293,Strich::N,lineamentum,কষি
294,Abstand::N,intervallum,ফাঁক
295,Entfernung::N,spatium,ব্যবধান
296,Gegend::N,loca,ক্ষেত্র
297,Gegend::N,regio,ক্ষেত্র
298,Platz::N,locus,জায়গা
299,Ort::N,locus,স্থান
300,Seite::N,latus,পার্শ্ব
301,Mitte::N,medium,মধ্য
302,Gegenstand::N,res,জিনিস
303,Sache::N,res,বস্তু
304,Rand::N,margo,কানা
305,Kante::N,angulus,ধার
306,Ecke::N,angulus,কোণ
307,Spitze::N,cacumen,ডগা
308,Ende::N,caput,প্রান্ত
309,Loch::N,foramen,গর্ত
310,Winkel::N,angulus,কোণ
311,Muster::N,exemplum,নমুন্
312,Größe::N,magnitudo,আয়তন
313,Länge::N,longitudo,দৈর্ঘ্য
314,Höhe::N,altitudo,উচ্চতা
315,Gewicht::N,pondus,ওজন
316,Menge::N,copia,পরিমাণ
317,Haufen::N,acervus,পুঞ্জ
318,Reihe::N,ordo,শ্রেণী
319,Boot::N,navicula,নৌকা
320,Ruder::N,remus,দাঁড়
321,Schlitten::N,sclodia,স্নেজ্-গাড়ি
322,Ski::N,narta,শী
323,Lagerfeuer::N,ignis,অগ্নি
324,Last::N,onus,বোঝা
325,Gang::N,cursus,হণ্টন
326,Schritt::N,gradus,পদ
327,Norden::N,septentriones,উত্তরদিক্
328,Süden::N,meridies,দক্ষিণদিক
329,Westen::N,occidens,পশ্চিমদিক্
330,Osten::N,oriens,পূর্বদিক
331,Holz::N,lignum,কাঠ
332,Brett::N,tabula,তক্তা
333,Platte::N,lamina,ফলক
334,Stütze::N,adminiculum,নাগদণ্ড
335,Stange::N,pertica,দণ্ড
336,Stock::N,baculum,ছড়ি
337,Stab::N,scipio,যষ্টি
338,Rohr::N,tubus,নল
339,Haus::N,aedes,ঘর
340,Heim::N,domicilium,বাসা
341,Ofen::N,fornax,স্টোভ্
342,Fußboden::N,solum,গহতল
343,Tisch::N,mensa,মেজ
344,Tisch::N,mensa,টেবিল
345,Stuhl::N,sella,চেয়ার
346,Stuhl::N,sella,কেদারা
347,Wiege::N,cunae,দোলনা
348,Bett::N,lectus,শয্যা
349,Regal::N,foruli,তাক
350,Kiste::N,cista,বাক্স
351,Fenster::N,fenestra,জানালা
352,Tür::N,ianua,দ্বার
353,Tor::N,porta,দ্বার
354,Zaun::N,saepes,বেড়া
355,Dach::N,tectum,ছাদ
356,Leiter::N,scalae,মই
357,Besen::N,scopae,গুল্মবিশেষ
358,Spaten::N,pala,কোদাল
359,Schaufel::N,pala,বেলচা
360,Gabel::N,fuscinula,কাঁটা
361,Löffel::N,coclear,চামচ
362,Messer::N,culter,ছুরি
363,Nagel::N,clavus,পেরেক
364,Netz::N,rete,জাল
365,Haken::N,hamus,কাচি
366,Griff::N,manubrium,হাতল
367,Schloss::N,claustra,তালা
368,Bild::N,tabula,ছবি
369,Bild::N,tabula,চিত্র
370,Bild::N,pictura,ছবি
371,Bild::N,pictura,চিত্র
372,Figur::N,statunculum,আকার
373,Puppe::N,pupa,পুতুল
374,Beutel::N,sacculus,বটুয়া
375,Bündel::N,fascis,আঁটি
376,Tasche::N,sacculus,থলি
377,Eimer::N,situla,বাল্তি
378,Deckel::N,operculum,আবরণ
379,Geschirr::N,vasa,থালা-বাসন
380,Sack::N,saccus,বস্তা
381,Tasse::N,pocillum,কাপ
382,Topf::N,olla,পাত্র
383,Kessel::N,aenum,কেটলি
384,Essen::N,cena,আহার
385,Nahrung::N,cibus,খাদ্য
386,Nahrung::N,alimenta,খাদ্য
387,Speise::N,cibus,খাদ্য
388,Fleisch::N,caro,মাংস
389,Getreide::N,frumentum,শস্য
390,Brei::N,puls,মণ্ড
391,Brot::N,panis,রুটি
392,Scheibe::N,frustum,ফালি
393,Fett::N,pingue,মেদ
394,Butter::N,butȳrum,মাখন
395,Öl::N,oleum,তৈল
396,Salz::N,sal,নুন
397,Suppe::N,ius,শুরুয়া
398,Honig::N,mel,মধু
399,Milch::N,lac,দুধ
400,Tee::N,thea,চা
401,Leder::N,corium,পাকা চামড়া
402,Wolle::N,lana,পশম
403,Stoff::N,textum,বস্ত্র
404,Nadel::N,acus,সুচ
405,Faden::N,filum,সূত্র
406,Knopf::N,bulla,বোতাম
407,Knoten::N,nodus,গিঁট
408,Farbe::N,pigmentum,রং
409,Kleidung::N,vestimenta,কাপড়
410,Hemd::N,tunica,শার্ট
411,Kragen::N,collare,গলবন্ধ
412,Ärmel::N,manica,আস্তিন্
413,Hose::N,bracae,ট্রাউজার
414,Gürtel::N,cingulum,কটিবন্ধ
415,Mütze::N,pilleus,টুপি
416,Schuh::N,calceus,জুতো
417,Stiefel::N,pero,বুট
418,Stiefel::N,caliga,বুট
419,Ring::N,anulus,আংটি
420,Band::N,redimiculum,ফিতা
421,Kamm::N,pecten,চিরুনি
422,Spiegel::N,speculum,আয়না
423,Riemen::N,lorum,চাবুক
424,Schnur::N,linum,দড়ি
425,Leine::N,retinaculum,শিকল
426,Decke::N,lodix,কম্বল
427,Kissen::N,pulvinus,উপাধান
428,Tuch::N,velum,বস্ত্র
429,Handtuch::N,mantele,তোয়ালে
430,Kraft::N,vis,জোর
431,Stärke::N,robur,শক্তি
432,Gesundheit::N,valetudo,স্বাস্থ্য
433,Krankheit::N,morbus,অসুখ
434,Krankheit::N,morbus,ব্যামো
435,Schmerz::N,dolor,যন্ত্রণা
436,Wunde::N,vulnus,ক্ষত
437,Fieber::N,febris,জ্বর
438,Arznei::N,remedium,ঔষধ
439,Brücke::N,pons,সেতু
440,Brunnen::N,puteus,কূপ
441,Weide::N,pascua,পশুচারণভূমি
442,Pfad::N,semita,পথ
443,Weg::N,iter,পথ
444,Straße::N,via,রাস্তা
445,Dorf::N,vicus,গ্রাম
446,Stadt::N,urbs,শহর
447,Stadt::N,oppidum,শহর
448,Brief::N,epistula,চিঠি
449,Buch::N,liber,বই
450,Buchstabe::N,littera,অক্ষর
451,Zeitung::N,diurnum,সংবাদপত্র
452,Leben::N,vita,জীবন
453,Tod::N,mors,মৃত্যু
454,Grab::N,sepulcrum,কবর
455,Kirche::N,ecclesia,গির্জা
456,Sünde::N,peccatum,পাপ
457,Gott::N,deus,দেবতা
458,Arbeiter::N,operarius,শ্রমিক
459,Chef::N,praefectus,নেতা
460,Meister::N,magister,ব্যক্তি
461,Arzt::N,medicus,চিকিৎসক
462,Lehrer::N,magister,অধ্যাপক
463,Geld::N,aes,মুদ্রা
464,Geld::N,aes,টাকাপয়সা
465,Geld::N,pecunia,মুদ্রা
466,Geld::N,pecunia,টাকাপয়সা
467,Geschäft::N,negotium,ব্যস্ততা
468,Laden::N,taberna,দোকান
469,Preis::N,pretium,মূল্য
470,Ware::N,merx,পণ্যদ্রব্য
471,Nutzen::N,utilitas,সুবিধা
472,Reichtum::N,opes,ধনদৌলত
473,Reichtum::N,divitiae,ধনদৌলত
474,Welt::N,mundus,জগৎ
475,Land::N,terra,খেত
476,Staat::N,res publica,রাষ্ট্র
477,König::N,rex,রাজা
478,Macht::N,potestas,প্রভাব
479,Grenze::N,limes,সীমা
480,Krieg::N,bellum,যুদ্ধ
481,Feind::N,inimicus,শত্রু
482,Gewalt::N,vis,জোর
483,Kampf::N,pugna,লড়াই
484,Bogen[Waffe]::N,arcus,ধনুক
485,Pfeil::N,sagitta,বাণ
486,Gewehr::N,sclopetum,বন্দুক
487,Fehler::N,error,ভুল
488,Lüge::N,mendacium,মিথ্যা
489,Schaden::N,damnum,ক্ষতি
490,Schaden::N,detrimentum,ক্ষতি
491,Unglück::N,miseria,দুর্ভাগ্য
492,Unglück::N,calamitas,দুর্ভাগ্য
493,Schuld::N,culpa,অপরাধ
494,Alter::N,aetas,আয়ু
495,Schluss::N,finis,শেষ
496,Zeit::N,tempus,সময়
497,Tag::N,dies,দিন
498,Morgen::N,mane,সকাল
499,Mittag::N,meridies,মধ্যাহু
500,Abend::N,vesper,সন্ধ্যা
501,Nacht::N,nox,রাত্রি
502,Woche::N,septimana,সপ্তাহ
503,Monat::N,mensis,মাস
504,Jahr::N,annus,সৌরবর্ষ
505,Frühling::N,ver,বসন্তকাল
506,Sommer::N,aestas,গ্রীষ্মকাল
507,Herbst::N,autumnus,শরংঋতু
508,Winter::N,hiems,শীতকাল
509,Januar::N,Ianuarius,জানুয়ারী
510,Februar::N,Februarius,ফেব্রুয়ারী
511,März::N,Martius,মার্চ
512,April::N,Aprilis,এপ্রিল
513,Mai::N,Maius,মে
514,Juni::N,Iunius,জুন
515,Juli::N,Iulius,জুলাই
516,August::N,Augustus,অগাস্ট
517,September::N,September,সেপ্টেম্বর
518,Oktober::N,Octobris,অক্টোবর
519,November::N,Novembris,নভেম্বর
520,Dezember::N,December,ডিসেম্বর
521,Montag::N,dies lunae,সোমবার
522,Dienstag::N,dies Martis ,মঙ্গলবার
523,Mittwoch::N,dies Mercurii,বুধবার
524,Donnerstag::N,dies Iovis,বৃহম্পতিবার
525,Freitag::N,dies Veneris,শুক্রবার
526,Samstag::N,dies Saturni,শনিবার
527,Sonntag::N,dominicus,রবিবার
528,Sonntag::N,dies solis,রবিবার
529,groß::A,magnus,বৃহৎ
530,klein::A,parvus,ছোট
531,lang::A,longus,দীর্ঘ
532,kurz::A,brevis,খর্ব
533,kurz::A,brevis,হ্রস্ব
534,breit::A,latus,চওড়া
535,schmal::A,angustus,সরু
536,dicht::A,densus,ঘন
537,dick[Gegenstand]::A,crassus,পুরু
538,dünn::A,tenuis,কৃশ
539,fein::A,subtilis,সূক্ষ্ম
540,fest::A,solidus,দৃঢ়
541,fest::A,stabilis,দৃঢ়
542,flach::A,planus,সমতল
543,glatt::A,levis,মসৃণ
544,hart::A,durus,শক্ত
545,weich::A,mollis,নরম
546,rund::A,rotundus,গোলাকার
547,spitz::A,acutus,তীক্ষ্ন
548,scharf::A,acer,শাণিত
549,stumpf::A,hebes,ভোঁতা
550,schwer::A,gravis,ভারী
551,schön::A,pulcher,সুন্দর
552,schön::A,formosus,সুন্দর
553,heiß::A,fervidus,গরম
554,warm::A,calidus,ঈষদুষ্ণ
555,kalt::A,frigidus,ঠাণ্ডা
556,kühl::A,frigidus,শীতল
557,frisch::A,recens,তাজা
558,feucht::A,umidus,ভিজা
559,nass::A,madidus,ভিজা
560,trocken::A,aridus,শুষ্ক
561,voll::A,plenus,পূর্ণ
562,leer::A,vacuus,খালি
563,offen::A,apertus,খোলা
564,geschlossen::A,clausus,বন্ধ
565,sauber::A,lautus,নির্মল
566,schmutzig::A,sordidus,নোংরা
567,roh::A,crudus,কাঁচা
568,reif::A,maturus,পাকা
569,lecker::A,delicatus,সুস্বাদ
570,süß::A,dulcis,মিষ্ট
571,bitter::A,amarus,তিক্ত
572,bitter::A,acerbus,তিক্ত
573,sauer::A,acidus,টক
574,hell::A,clarus,উজ্জ্বল
575,dunkel::A,obscurus,অন্ধকারময়
576,schwarz::A,niger,কালো
577,weiß::A,albus,সাদা
578,rot::A,ruber,লাল
579,gelb::A,flavus,হলদে
580,blau::A,caeruleus,নীল
581,grün::A,viridis,সবুজ
582,grau::A,canus,ছাই-রঙা
583,bunt::A,varius,রঙিন
584,billig::A,vilis,সস্তা
585,teuer::A,carus,আক্রা
586,wertvoll::A,pretiosus,মহার্ঘ
587,blind::A,caecus,কানা
588,taub::A,surdus,বধির
589,kräftig::A,robustus,বিশাল
590,stark::A,firmus,শক্তিশালী
591,stark::A,validus,শক্তিশালী
592,schwach::A,debilis,দুর্বল
593,schwach::A,infirmus,দুর্বল
594,fett::A,crassus,মোটা
595,schlank::A,procerus,কৃশ
596,hübsch::A,pulcher,সুন্দর
597,böse::A,improbus,খারাপ
598,dumm::A,stultus,মূর্খ
599,dumm::A,stupidus,মূর্খ
600,faul::A,piger,শ্রমবিমুখ
601,fleißig::A,sedulus,পরিশ্রমী
602,geizig::A,avarus,ব্যয়কুণ্ঠ
603,klug::A,prudens,দক্ষ
604,geschickt::A,sollers,পটু
605,lieb::A,carus,প্রেয়
606,lustig::A,iocosus,প্রফুল্ল
607,sanft::A,clemens,নম্র
608,hungrig::A,impastus,ক্ষুধার্ত
609,krank::A,aeger,অসুস্থ
610,nackt::A,nudus,উলঙ্গ
611,traurig::A,maestus,দুঃখিত
612,lebendig::A,vivus,জীবিত
613,gut::A,bonus,ভালো
614,schlecht::A,malus,মন্দ
615,richtig::A,rectus,ঠিক
616,schlimm::A,malus,কদর্য
617,wahr::A,verus,বাস্তব
618,alt::A,antiquus,পুরাতন
619,neu::A,novus,নব
620,neu::A,novus,নূতন
621,ehemalig::A,pristinus,পূর্বকালীন
622,alt[Lebewesen]::A,vetus,বৃদ্ধ
623,jung::A,iuvenis,তরুণ
624,arm::A,pauper,ক্ষুদ্র
625,reich::A,dives,ধনবান্
626,bekannt::A,notus,সুপরিচিত
627,berühmt::A,celeber,বিখ্যাত
628,berühmt::A,illustris,বিখ্যাত
629,fremd::A,peregrinus,বিদেশি
630,verschieden::A,varius,বিসদৃশ
631,nah::A,propinquus,নিকটবতী
632,fern::A,longinquus,দুরবতী
633,linker::A,sinister,বাম
634,rechter::A,dexter,ডান
635,rechter::A,dexter,ডাইন
636,anderer::A,alius,অন্যতর
637,erster::A,primus,প্রথম
638,zweiter::A,secundus,দ্বিতীয়
639,dritter::A,tertius,তৃতীয়
640,letzter::A,ultimus,সর্বশেষ
641,allein::ADV,solum,একক
642,auf einmal::ADV,simul,জলদি
643,zusammen::ADV,una,একসঙ্গে
644,lange::ADV,diu,লম্বা
645,plötzlich::ADV,subito,হঠাৎ
646,plötzlich::ADV,repente,হঠাৎ
647,sofort::ADV,statim,মুহ্ণর্তমধ্যে
648,später::ADV,postea,পশ্চাতে
649,jetzt::ADV,nunc,এখন
650,heute::ADV,hodie,আজ
651,morgen::ADV,cras,আগামিকাল
652,bald::ADV,mox,অস্পকালমধ্যে
653,dann::ADV,deinde,তখন
654,gestern::ADV,heri,গতকাল
655,einst::ADV,olim,একবার মাত্র
656,damals::ADV,tum,তখন
657,danach::ADV,postea,পরে
658,vorher::ADV,antea,আগে
659,zuerst::ADV,primo,আগে
660,einmal::ADV,semel,একবার
661,manchmal::ADV,interdum,কখনও কখনও
662,oft::ADV,saepe,ঘনঘন
663,immer::ADV,semper,সর্বদা
664,niemals::ADV,numquam,কখলও নহে
665,hier::ADV,hic,এখানে
666,hierhin::ADV,huc,এখানে
667,von hier::ADV,hinc,ত্রই স্তান হইতে
668,dort::ADV,ibi,ওখানে
669,dorthin::ADV,eo,ওখানে
670,geradeaus::ADV,recte,অগ্রগামী
671,vorwärts::ADV,porro,সন্মুখিকে
672,rückwärts::ADV,retro,খিরিয়া
673,zurück::ADV,retro,পিঠ
674,unten::ADV,infra,নীচে
675,hinab::ADV,pessum,নিম্নগামী
676,oben::ADV,supra,উপরে
677,hinauf::ADV,sursum,উচ্চতর অংশে
678,überall::ADV,ubique,সর্বত্র
679,nicht::ADV,non,না
680,ein wenig::ADV,paulum,অল্প
681,kaum::ADV,vix,কষ্টসহকাবে
682,kaum::ADV,aegre,কষ্টসহকাবে
683,sehr::ADV,valde,খুব
684,sehr::ADV,magnopere,খুব
685,so::ADV,ita,তত
686,noch::ADV,etiam,এখন পর্যস্ত
687,nur::ADV,solum,শুধু
688,nur::ADV,tantum,শুধু
689,schon::ADV,iam,ইতঃপুর্বে
690,wieder::ADV,rursus,আবার
691,vergebens::ADV,frustra,বিফলে
692,vor::PRP,ante,সম্মুখে
693,hinter::PRP,post,পশ্চাতে
694,unter::PRP,sub,নীচে
695,durch::PRP,per,দ্বারা
696,neben::PRP,iuxta,কাছে
697,zwischen::PRP,inter,মধ্যে
698,wegen::PRP,propter,জন্য
699,dies::PRN,hoc,এটা
700,das::PRN,id,ওটা
701,alles::PRN,omnia,সব
702,ich::PRN,ego,আমি
703,du::PRN,tu,তুমি
704,er::PRN,is,উনি
705,er::PRN,ille,উনি
706,wir::PRN,nos,আমরা
707,ihr::PRN,vos,তোমরা
708,sie::PRN,ii,তারা
709,sie::PRN,illi,তারা
710,was::FPRN,quid,কি
711,wer::FPRN,quis,কে
712,wo::FADV,ubi,কোথায়
713,wohin::FADV,quo,কোথায়
714,wie::FADV,quomodo,কেমন
715,warum::FADV,cur,কেন
716,wieviel::FNUM,quantum,কত
717,eins::NUM,unus,অক
718,zwei::NUM,duo,দুই
719,drei::NUM,tres,তিন
720,vier::NUM,quattuor,চার
721,fünf::NUM,quinque,পাঁচ
722,sechs::NUM,sex,ছয়
723,sieben::NUM,septem,সাত
724,acht::NUM,octo,আট
