,Concept_ID,ku,de
90,Schaum::N,kef,Schaum
91,Schmutz::N,gemar,Schmutz
92,See::N,gol,See
93,Sumpf::N,hezek,Sumpf
94,Moor::N,mafêl,Moor
95,Wiese::N,sûrik,Wiese
96,Wald::N,çiya,Wald
97,Wald::N,daristan,Wald
98,Hügel::N,gir,Hügel
99,Anhöhe::N,sere gir,Anhöhe
100,Berg::N,kaş,Berg
101,Gipfel::N,sere gir,Gipfel
102,Höhle::N,şikeft,Höhle
103,Abhang::N,kaş,Abhang
104,Quelle::N,kanî,Quelle
105,Bach::N,çem,Bach
106,Fluss::N,çem,Fluss
107,Fluss::N,rûbar,Fluss
108,Ufer::N,kevî,Ufer
109,Küste::N,berav,Küste
110,Festland::N,bejahî,Festland
111,Meer::N,behr,Meer
112,Bucht::N,derav,Bucht
113,Insel::N,girav,Insel
114,Blume::N,kulînk,Blume
115,Gras::N,giha,Gras
116,Wurzel::N,reh,Wurzel
117,Baum::N,dar,Baum
118,Stamm::N,bavik,Stamm
119,Rinde::N,qaqil,Rinde
120,Ast::N,gulî,Ast
121,Zweig::N,şax,Zweig
122,Blatt::N,pel,Blatt
123,Birke::N,dara sipî,Birke
124,Kiefer[Baum]::N,dara bî,Kiefer
125,Weide[Baum]::N,dara belalûk,Weide
126,Tanne::N,merx,Tanne
127,Horn::N,strô,Horn
128,Feder::N,pîrtîk,Feder
129,Fell::N,heyar,Fell
130,Flügel::N,per,Flügel
131,Klaue::N,napîk,Klaue
132,Kralle::N,dinik,Kralle
133,Kralle::N,dirnax,Kralle
134,Schwanz::N,dûv,Schwanz
135,Ei::N,hêk,Ei
136,Nest::N,hêlîn,Nest
137,Bau::N,avahî,Bau
138,Tier::N,heywan,Tier
139,Herde::N,hoz,Herde
140,Kuh::N,çêlek,Kuh
141,Bulle::N,ga,Bulle
142,Pferd::N,hesp,Pferd
143,Schaf::N,mîh,Schaf
144,Schwein::N,beraz,Schwein
145,Hund::N,seh,Hund
146,Katze::N,pişîk,Katze
147,Bär::N,hirç,Bär
148,Eichhörnchen::N,pilûr,Eichhörnchen
149,Elch::N,pazkovî,Elch
150,Fuchs::N,rovî,Fuchs
151,Hase::N,kîroşk,Hase
152,Maus::N,mişk,Maus
153,Wolf::N,gur,Wolf
154,Vogel::N,çûk,Vogel
155,Schwarm::N,lufik,Schwarm
156,Huhn::N,mirîşk,Huhn
157,Hahn::N,dîk,Hahn
158,Gans::N,qaz,Gans
159,Adler::N,eylo,Adler
160,Ente::N,werdek,Ente
161,Eule::N,bûm,Eule
162,Eule::N,kund,Eule
163,Kranich::N,quling,Kranich
164,Krähe::N,qijik,Krähe
165,Kuckuck::N,pepûk,Kuckuck
166,Schwan::N,qû,Schwan
167,Fisch::N,masî,Fisch
168,Barsch::N,okûn,Barsch
169,Hecht::N,mesîyê lûf,Hecht
170,Schlange[Tier]::N,mar,Schlange
171,Wurm::N,kurm,Wurm
172,Spinne::N,pîrê,Spinne
173,Ameise::N,mîro,Ameise
174,Ameise::N,gêrîk,Ameise
175,Laus::N,spi,Laus
176,Mücke::N,mêş,Mücke
177,Fliege::N,mêş,Fliege
178,Schmetterling::N,perperîk,Schmetterling
179,Beere::N,hirç,Beere
180,Apfel::N,sêv,Apfel
181,Pilz::N,bîrov,Pilz
182,Zwiebel::N,pîvaz,Zwiebel
183,Saat::N,tov,Saat
184,Korn::N,dexl,Korn
185,Heu::N,sap,Heu
186,Schale::N,qaşik,Schale
187,Grube::N,çahl,Grube
188,Falle::N,dafik,Falle
189,Schlinge::N,dahf,Schlinge
190,Spur::N,rêç,Spur
191,Asche::N,xweli,Asche
192,Dreck::N,gemarî,Dreck
193,Eisen::N,hesing,Eisen
194,Gold::N,zêr,Gold
195,Silber::N,zîv,Silber
196,Kohle::N,komir,Kohle
197,Glas::N,qedeh,Glas
198,Lehm::N,kelpîç,Lehm
199,Sand::N,qûm,Sand
200,Mensch::N,mirov,Mensch
201,Mann::N,mêr,Mann
202,Frau::N,jin,Frau
203,Kind::N,zarok,Kind
204,Junge::N,kur,Junge
205,Mädchen::N,keç,Mädchen
206,Mädchen::N,keçik,Mädchen
207,Familie::N,malbat,Familie
208,Großvater::N,bapîr,Großvater
209,Großmutter::N,pîrik,Großmutter
210,Eltern::N,bavudê,Eltern
211,Vater::N,bav,Vater
212,Mutter::N,dê,Mutter
213,Mutter::N,dayik,Mutter
214,Sohn::N,kur,Sohn
215,Tochter::N,keç,Tochter
216,Bruder::N,bira,Bruder
217,Schwester::N,xweh,Schwester
218,Onkel::N,am,Onkel
219,Onkel::N,xal,Onkel
220,Tante::N,metik,Tante
221,Tante::N,xaltîk,Tante
222,Ehemann::N,mêr,Ehemann
223,Ehefrau::N,kulfet,Ehefrau
224,Freude::N,kêfxweşî,Freude
225,Gelächter::N,pîrqînî,Gelächter
226,Glück::N,bext,Glück
227,Kummer::N,derd,Kummer
228,Wunsch::N,daxwaz,Wunsch
229,Wunsch::N,xwestek,Wunsch
230,Lust::N,şewq,Lust
231,Geist::N,aqil,Geist
232,Gedanke::N,fikir,Gedanke
233,Gedächtnis::N,aqil,Gedächtnis
234,Verstand::N,fêm,Verstand
235,Sinn::N,aqil,Sinn
236,Grund::N,asas,Grund
237,Wahrheit::N,rastî,Wahrheit
238,Gespräch::N,guftûgo,Gespräch
239,Märchen::N,çirok,Märchen
240,Erzählung::N,çirok,Erzählung
241,Erzählung::N,vegotin,Erzählung
242,Nachricht::N,nûçe,Nachricht
243,Neuigkeit::N,hewal,Neuigkeit
244,Name::N,nav,Name
245,Name::N,paşnav,Name
246,Rätsel::N,tiştonek,Rätsel
247,Rede::N,gotar,Rede
248,Rede::N,axavtin,Rede
249,Sprache::N,ziman,Sprache
250,Stimme::N,pejn,Stimme
251,Wort::N,gotin,Wort
252,Zeichen::N,şanek,Zeichen
253,Ruf::N,hawar,Ruf
254,Lärm::N,xarbalix,Lärm
255,Laut::N,deng,Laut
256,Laut::N,hês,Laut
257,Ton::N,awaz,Ton
258,Lied::N,sitran,Lied
259,Ruhe::N,rihetî,Ruhe
260,Leute::N,xelk,Leute
261,Volk::N,xelk,Volk
262,Arbeit::N,xebat,Arbeit
263,Gast::N,mêvan,Gast
264,Geschenk::N,diyarî,Geschenk
265,Spiel::N,lîstik,Spiel
266,Gesellschaft::N,komal,Gesellschaft
267,Hilfe::N,alîkarî,Hilfe
268,Freund::N,heval,Freund
269,Kamerad::N,heval,Kamerad
270,Angelegenheit::N,pirsgirêk,Angelegenheit
271,Anzahl::N,çend,Anzahl
272,Art::N,çeh,Art
273,Stück::N,lib,Stück
274,Stück::N,parçe,Stück
275,Teil::N,parçe,Teil
276,Hälfte::N,nîvî,Hälfte
277,Kreis::N,çemil,Kreis
278,Kreuz::N,xaç,Kreuz
279,Linie::N,xezik,Linie
280,Strich::N,xezik,Strich
281,Abstand::N,dûrahî,Abstand
282,Entfernung::N,dûrahî,Entfernung
283,Gegend::N,dever,Gegend
284,Platz::N,çih,Platz
285,Ort::N,dever,Ort
286,Seite::N,rûpel,Seite
287,Mitte::N,nav,Mitte
288,Mitte::N,nabênê,Mitte
289,Gegenstand::N,tişt,Gegenstand
290,Sache::N,tişt,Sache
291,Rand::N,kevî,Rand
292,Kante::N,kevî,Kante
293,Ecke::N,qunç,Ecke
294,Spitze::N,derzî,Spitze
295,Ende::N,talî,Ende
296,Loch::N,qul,Loch
297,Winkel::N,kurnîşk,Winkel
298,Muster::N,desen,Muster
299,Größe::N,mezinî,Größe
300,Länge::N,dirêjahî,Länge
301,Höhe::N,bilindayî,Höhe
302,Gewicht::N,giranî,Gewicht
303,Menge::N,qas,Menge
304,Haufen::N,lod,Haufen
305,Reihe::N,rêz,Reihe
306,Boot::N,kelek,Boot
307,Ruder::N,bêrik,Ruder
308,Schlitten::N,xîjik,Schlitten
309,Ski::N,lakan,Ski
310,Lagerfeuer::N,agir,Lagerfeuer
311,Last::N,bar,Last
312,Gang::N,fîtêz,Gang
313,Schritt::N,gav,Schritt
314,Norden::N,bakur,Norden
315,Süden::N,başur,Süden
316,Westen::N,rojava,Westen
317,Osten::N,rojhilat,Osten
318,Holz::N,dep,Holz
319,Brett::N,dep,Brett
320,Platte::N,dep,Platte
321,Stütze::N,destek,Stütze
322,Stange::N,sing,Stange
323,Stock::N,çam,Stock
324,Stab::N,qat,Stab
325,Rohr::N,borî,Rohr
326,Haus::N,mal,Haus
327,Haus::N,xanî,Haus
328,Heim::N,mal,Heim
329,Ofen::N,sobe,Ofen
330,Fußboden::N,binpê,Fußboden
331,Tisch::N,mase,Tisch
332,Stuhl::N,kursî,Stuhl
333,Wiege::N,derguş,Wiege
334,Bett::N,qerewêle,Bett
335,Regal::N,rêbaz,Regal
336,Kiste::N,sindoq,Kiste
337,Fenster::N,çam,Fenster
338,Fenster::N,şibeke,Fenster
339,Tür::N,derî,Tür
340,Tor::N,derge,Tor
341,Zaun::N,hejik,Zaun
342,Dach::N,sere xanî,Dach
343,Leiter::N,pêling,Leiter
344,Besen::N,melkes,Besen
345,Spaten::N,mer,Spaten
346,Schaufel::N,bêr,Schaufel
347,Gabel::N,çetel,Gabel
348,Löffel::N,kevçî,Löffel
349,Messer::N,kêr,Messer
350,Nagel::N,bizmar,Nagel
351,Netz::N,tor,Netz
352,Haken::N,çenqel,Haken
353,Griff::N,destî,Griff
354,Schloss::N,qonax,Schloss
355,Bild::N,dimen,Bild
356,Figur::N,figûr,Figur
357,Puppe::N,bûk,Puppe
358,Beutel::N,kîsik,Beutel
359,Bündel::N,pêçek,Bündel
360,Tasche::N,bêrîk,Tasche
361,Eimer::N,dewl,Eimer
362,Deckel::N,devik,Deckel
363,Geschirr::N,ferax,Geschirr
364,Sack::N,tûr,Sack
365,Tasse::N,kada,Tasse
366,Topf::N,beroş,Topf
367,Kessel::N,şîril,Kessel
368,Essen::N,xwarin,Essen
369,Nahrung::N,xwarin,Nahrung
370,Speise::N,xwarin,Speise
371,Fleisch::N,goşt,Fleisch
372,Getreide::N,zad,Getreide
373,Brei::N,hewdêl,Brei
374,Brot::N,,Brot
375,Scheibe::N,parçe,Scheibe
376,Fett::N,rûn,Fett
377,Butter::N,rûn,Butter
378,Öl::N,rûn,Öl
379,Salz::N,xwe,Salz
380,Suppe::N,şorbe,Suppe
381,Honig::N,hingiv,Honig
382,Milch::N,şîr,Milch
383,Tee::N,çay,Tee
384,Leder::N,çerm,Leder
385,Wolle::N,herî,Wolle
386,Stoff::N,paç,Stoff
387,Nadel::N,derzî,Nadel
388,Faden::N,ta,Faden
389,Knopf::N,bişkok,Knopf
390,Knoten::N,girêk,Knoten
391,Farbe::N,boyax,Farbe
392,Kleidung::N,çil,Kleidung
393,Hemd::N,qutik,Hemd
394,Hemd::N,miltan,Hemd
395,Kragen::N,stûvang,Kragen
396,Ärmel::N,hûçik,Ärmel
397,Hose::N,şewel,Hose
398,Gürtel::N,qayiş,Gürtel
399,Mütze::N,fîno,Mütze
400,Schuh::N,şêkal,Schuh
401,Stiefel::N,gizme,Stiefel
402,Stiefel::N,çizme,Stiefel
403,Ring::N,xelek,Ring
404,Band::N,band,Band
405,Kamm::N,şeh,Kamm
406,Spiegel::N,eynik,Spiegel
407,Riemen::N,qayiş,Riemen
408,Schnur::N,doxin,Schnur
409,Leine::N,şirît,Leine
410,Decke::N,bataniye,Decke
411,Kissen::N,balgî,Kissen
412,Tuch::N,şar,Tuch
413,Handtuch::N,dezmal,Handtuch
414,Kraft::N,hêz,Kraft
415,Kraft::N,qewet,Kraft
416,Stärke::N,xurtî,Stärke
417,Gesundheit::N,nojdarî,Gesundheit
418,Krankheit::N,nexweşî,Krankheit
419,Schmerz::N,êş,Schmerz
420,Wunde::N,kul,Wunde
421,Fieber::N,ta,Fieber
422,Arznei::N,derman,Arznei
423,Brücke::N,kopî,Brücke
424,Brunnen::N,çal,Brunnen
425,Brunnen::N,kani,Brunnen
426,Weide::N,beyar,Weide
427,Pfad::N,xaçirek,Pfad
428,Weg::N,rê,Weg
429,Straße::N,rê,Straße
430,Dorf::N,gund,Dorf
431,Stadt::N,baçar,Stadt
432,Brief::N,name,Brief
433,Buch::N,kitêb,Buch
434,Buch::N,pirtûk,Buch
435,Buchstabe::N,herf,Buchstabe
436,Zeitung::N,rojname,Zeitung
437,Leben::N,jiyan,Leben
438,Tod::N,mirin,Tod
439,Grab::N,mezel,Grab
440,Kirche::N,gilyas,Kirche
441,Sünde::N,guneh,Sünde
442,Gott::N,xwedê,Gott
443,Arbeiter::N,hîşçî,Arbeiter
444,Chef::N,bêg,Chef
445,Meister::N,hoste,Meister
446,Arzt::N,doktor,Arzt
447,Lehrer::N,mamoste,Lehrer
448,Geld::N,pere,Geld
449,Geschäft::N,firoşgeh,Geschäft
450,Laden::N,dikan,Laden
451,Preis::N,buha,Preis
452,Ware::N,tişt,Ware
453,Nutzen::N,fêde,Nutzen
454,Reichtum::N,serwet,Reichtum
455,Welt::N,dinya,Welt
456,Land::N,welat,Land
457,Staat::N,dewlet,Staat
458,König::N,şah,König
459,König::N,qral,König
460,Macht::N,qewet,Macht
461,Macht::N,destihilat,Macht
462,Grenze::N,kevî,Grenze
463,Krieg::N,çeng,Krieg
464,Krieg::N,sêwaş,Krieg
465,Feind::N,dijmin,Feind
466,Gewalt::N,zor,Gewalt
467,Kampf::N,şer,Kampf
468,Bogen[Waffe]::N,kêvan,Bogen
469,Pfeil::N,çîrik,Pfeil
470,Gewehr::N,tifing,Gewehr
471,Fehler::N,şaşî,Fehler
472,Lüge::N,derew,Lüge
473,Schaden::N,xisar,Schaden
474,Unglück::N,bêbextî,Unglück
475,Schuld::N,suç,Schuld
476,Alter::N,temen,Alter
477,Schluss::N,girtin,Schluss
478,Zeit::N,çax,Zeit
479,Tag::N,roj,Tag
480,Morgen::N,sibeh,Morgen
481,Mittag::N,nîro,Mittag
482,Abend::N,êvar,Abend
483,Nacht::N,şev,Nacht
484,Woche::N,heftî,Woche
485,Monat::N,meh,Monat
486,Jahr::N,sal,Jahr
487,Frühling::N,bihar,Frühling
488,Sommer::N,havîn,Sommer
489,Herbst::N,payîz,Herbst
490,Winter::N,zistan,Winter
491,Januar::N,çile,Januar
492,Februar::N,sibat,Februar
493,März::N,adar,März
494,April::N,nîsan,April
495,Mai::N,gûlan,Mai
496,Juni::N,hezîran,Juni
497,Juli::N,tîmeh,Juli
498,August::N,tebax,August
499,September::N,îlon,September
500,Oktober::N,çotmeh,Oktober
501,November::N,mijdar,November
502,Dezember::N,kanûn,Dezember
503,Montag::N,duşemb,Montag
504,Dienstag::N,sêşem,Dienstag
505,Mittwoch::N,çarşemb,Mittwoch
506,Donnerstag::N,pêşemb,Donnerstag
507,Freitag::N,în,Freitag
508,Samstag::N,şemî,Samstag
509,Sonntag::N,yekşemb,Sonntag
510,groß::A,mezin,groß
511,klein::A,çûçik,klein
512,lang::A,dirêj,lang
513,kurz::A,kin,kurz
514,breit::A,fireh,breit
515,schmal::A,tenik,schmal
516,dicht::A,gir,dicht
517,dick[Gegenstand]::A,şîşman,dick
518,dünn::A,zirav,dünn
519,fein::A,tenik,fein
520,fest::A,saxlem,fest
521,flach::A,pahn,flach
522,glatt::A,dûz,glatt
523,glatt::A,şayîk,glatt
524,hart::A,hişk,hart
525,weich::A,nerm,weich
526,rund::A,gilover,rund
527,spitz::A,pîj,spitz
528,scharf::A,tûj,scharf
529,stumpf::A,ne tûj,stumpf
530,schwer::A,giran,schwer
531,schön::A,xweş,schön
532,schön::A,xweşik,schön
533,heiß::A,kelandî,heiß
534,warm::A,germ,warm
535,kalt::A,sar,kalt
536,kühl::A,jemîrî,kühl
537,frisch::A,ter,frisch
538,feucht::A,şil,feucht
539,nass::A,şilek,nass
540,trocken::A,zuwa,trocken
541,voll::A,tijî,voll
542,leer::A,vala,leer
543,offen::A,vekirî,offen
544,geschlossen::A,asê,geschlossen
545,sauber::A,pakij,sauber
546,schmutzig::A,lewitî,schmutzig
547,roh::A,xav,roh
548,reif::A,gihaştî,reif
549,lecker::A,xweş,lecker
550,süß::A,şîrîn,süß
551,bitter::A,tahl,bitter
552,sauer::A,tirş,sauer
553,hell::A,ronî,hell
554,dunkel::A,tarî,dunkel
555,schwarz::A,reş,schwarz
556,weiß::A,sipî,weiß
557,rot::A,sor,rot
558,gelb::A,zer,gelb
559,blau::A,şîn,blau
560,grün::A,şîn,grün
561,grau::A,gewr,grau
562,bunt::A,rengîn,bunt
563,billig::A,erzan,billig
564,teuer::A,biha,teuer
565,wertvoll::A,hêja,wertvoll
566,wertvoll::A,giranbiha,wertvoll
567,blind::A,kor,blind
568,taub::A,kerr,taub
569,kräftig::A,gir,kräftig
570,kräftig::A,xurt,kräftig
571,stark::A,xurt,stark
572,schwach::A,kesad,schwach
573,fett::A,qelew,fett
574,schlank::A,zirav,schlank
575,hübsch::A,xweşik,hübsch
576,böse::A,xerab,böse
577,böse::A,aciz,böse
578,dumm::A,gêj,dumm
579,faul::A,têmbêl,faul
580,fleißig::A,jêhatî,fleißig
581,geizig::A,destgirtî,geizig
582,klug::A,baqil,klug
583,geschickt::A,zîrek,geschickt
584,geschickt::A,ziring,geschickt
585,lieb::A,delal,lieb
586,lustig::A,kêfxweş,lustig
587,sanft::A,nazenîn,sanft
588,hungrig::A,birçî,hungrig
589,krank::A,nexweş,krank
590,nackt::A,rût,nackt
591,nackt::A,tazî,nackt
592,traurig::A,xemgîn,traurig
593,lebendig::A,bisaxî,lebendig
594,gut::A,baş,gut
595,schlecht::A,xerab,schlecht
596,richtig::A,rast,richtig
597,richtig::A,saxlem,richtig
598,schlimm::A,nebaş,schlimm
599,wahr::A,rast,wahr
600,alt::A,pîr,alt
601,alt::A,kevn,alt
602,neu::A,nû,neu
603,ehemalig::A,kevnar,ehemalig
604,ehemalig::A,peşidar,ehemalig
605,alt[Lebewesen]::A,pîr,alt
606,jung::A,xort,jung
607,arm::A,feqîr,arm
608,arm::A,desteng,arm
609,reich::A,dewlemend,reich
610,bekannt::A,naskirî,bekannt
611,berühmt::A,navdar,berühmt
612,fremd::A,xerîb,fremd
613,verschieden::A,çîhê,verschieden
614,nah::A,nêzîk,nah
615,fern::A,dûr,fern
616,linker::A,çepê,linker
617,rechter::A,rastê,rechter
618,anderer::A,yê din,anderer
619,erster::A,yekemîn,erster
620,zweiter::A,duda,zweiter
621,dritter::A,sisêya,dritter
622,letzter::A,paşîn,letzter
623,allein::ADV,tenê,allein
624,auf einmal::ADV,jar kê,auf einmal
625,zusammen::ADV,tev,zusammen
626,zusammen::ADV,bi hev re,zusammen
627,lange::ADV,dirêj,lange
628,plötzlich::ADV,ji nişkave,plötzlich
629,sofort::ADV,yekser,sofort
630,später::ADV,paşiyê,später
631,jetzt::ADV,nuha,jetzt
632,heute::ADV,îro,heute
633,morgen::ADV,sibeh,morgen
634,bald::ADV,nêzîk,bald
635,dann::ADV,paşê,dann
636,gestern::ADV,do,gestern
637,einst::ADV,jar ke,einst
638,damals::ADV,hîngî,damals
639,danach::ADV,piştra,danach
640,vorher::ADV,pîşî,vorher
641,zuerst::ADV,bere,zuerst
642,einmal::ADV,çarik,einmal
643,manchmal::ADV,çarna,manchmal
644,oft::ADV,gelek çaran,oft
645,immer::ADV,daîm,immer
646,niemals::ADV,tu çar,niemals
647,hier::ADV,li vir,hier
648,hierhin::ADV,vir,hierhin
649,von hier::ADV,ji vir,von hier
650,dort::ADV,li wê derê,dort
651,dorthin::ADV,wêda,dorthin
652,geradeaus::ADV,rastê rast,geradeaus
653,vorwärts::ADV,ber bi pêş,vorwärts
654,rückwärts::ADV,paşpê,rückwärts
655,zurück::ADV,paşdo,zurück
656,zurück::ADV,paşvê,zurück
657,unten::ADV,jêrî,unten
658,hinab::ADV,berjêr,hinab
659,oben::ADV,banî,oben
660,hinauf::ADV,banî,hinauf
661,überall::ADV,li her derê,überall
662,nicht::ADV,ne,nicht
663,nicht::ADV,nîn,nicht
664,nicht::ADV,tine,nicht
665,ein wenig::ADV,hebkî,ein wenig
666,kaum::ADV,tema,kaum
667,kaum::ADV,himangi,kaum
668,sehr::ADV,gelek,sehr
669,so::ADV,weha,so
670,noch::ADV,hêj,noch
671,noch::ADV,dîsa,noch
672,nur::ADV,tenê,nur
673,nur::ADV,bes,nur
674,schon::ADV,hew,schon
675,wieder::ADV,jar din,wieder
676,wieder::ADV,dîsa,wieder
677,vergebens::ADV,deya çun,vergebens
678,vergebens::ADV,îfleh bûn,vergebens
679,vor::PRP,li ber,vor
680,hinter::PRP,li pişt,hinter
681,unter::PRP,li bin,unter
682,durch::PRP,kura,durch
683,neben::PRP,li ba,neben
684,zwischen::PRP,nabeyne,zwischen
685,zwischen::PRP,di nav...da,zwischen
686,wegen::PRP,ji bo,wegen
687,wegen::PRP,ji ber,wegen
688,dies::PRN,ev,dies
689,das::PRN,ev,das
690,alles::PRN,hemû,alles
691,ich::PRN,ez,ich
692,du::PRN,tu,du
693,er::PRN,wî,er
694,wir::PRN,êm,wir
695,ihr::PRN,hûn,ihr
696,sie::PRN,we,sie
697,was::FPRN,çi,was
698,wer::FPRN,ki,wer
699,wo::FADV,li ku dere,wo
700,wohin::FADV,li ku dere,wohin
701,wie::FADV,çawa,wie
702,warum::FADV,çima,warum
703,wieviel::FNUM,çend,wieviel
704,eins::NUM,yek,eins
705,zwei::NUM,didu,zwei
706,drei::NUM,sisê,drei
707,vier::NUM,çar,vier
708,fünf::NUM,penç,fünf
709,sechs::NUM,şeş,sechs
710,sieben::NUM,heft,sieben
711,acht::NUM,heşt,acht
712,neun::NUM,neh,neun
713,zehn::NUM,deh,zehn
714,elf::NUM,yazdeh,elf
715,zwölf::NUM,diwazdeh,zwölf
716,zwanzig::NUM,bîst,zwanzig
717,dreißig::NUM,sih,dreißig
718,vierzig::NUM,çil,vierzig
719,fünfzig::NUM,pençi,fünfzig
720,sechzig::NUM,şêst,sechzig
721,siebzig::NUM,heftê,siebzig
722,achtzig::NUM,heştê,achtzig
723,neunzig::NUM,nod,neunzig
724,hundert::NUM,sêd,hundert
725,tausend::NUM,hezar,tausend
726,und::CNJ,û,und
727,oder::CNJ,an,oder
728,oder::CNJ,yan,oder
729,stehen::V,sekinîn,stehen
730,sitzen::V,rûniştin,sitzen
731,liegen::V,paldan,liegen
732,hängen::V,darve kirin,hängen
733,werden::V,bûn,werden
734,passieren::V,hatin holê,passieren
735,passieren::V,hatin serê kesî,passieren
736,beginnen::V,li dest pêkirin,beginnen
737,enden::V,xalas bû,enden
738,wechseln::V,guherandin,wechseln
739,wechseln::V,dêgiş kirin,wechseln
740,aufgehen[Sonne]::V,hilatin,aufgehen
741,untergehen[Sonne]::V,çun ava,untergehen
742,scheinen[Sonne]::V,şewk de,scheinen
743,donnern::V,gire-gir,donnern
744,wehen::V,ba le de,wehen
745,strömen::V,xwe girtin,strömen
746,fließen::V,herikîn,fließen
747,sich drehen::V,xwe zivirandin,sich drehen
748,schwanken::V,hejandin,schwanken
749,schwingen::V,libakirin,schwingen
750,fallen::V,ketin,fallen
751,brennen::V,şewitîn,brennen
752,rauchen::V,kişandin,rauchen
753,regnen::V,bahran tê,regnen
754,gefrieren::V,qefilandin,gefrieren
755,tauen::V,helandin,tauen
756,schmelzen::V,helandin,schmelzen
757,trocknen::V,zuwabûn,trocknen
758,sieden::V,kelîn,sieden
759,faulen::V,xerabûn,faulen
760,verfaulen::V,xerabûn,verfaulen
761,reißen::V,jêkirin,reißen
762,versinken::V,xerq bûn,versinken
763,vergehen::V,derbas bûn,vergehen
764,erscheinen::V,peyda bûn,erscheinen
765,verschwinden::V,wendabûn,verschwinden
766,sinken::V,noq bûn,sinken
767,abnehmen::V,kêm bûn,abnehmen
768,zunehmen::V,qelew bûn,zunehmen
769,steigen::V,hildan,steigen
770,wachsen::V,mezin bûn,wachsen
771,glänzen::V,biriqîn,glänzen
772,funkeln::V,çikisîn,funkeln
773,lärmen::V,guşîn,lärmen
774,läuten::V,lê de,läuten
775,klingeln::V,sîl dan,klingeln
776,klingeln::V,ringerin,klingeln
777,klirren::V,zingzing hat,klirren
778,brausen::V,guşîn,brausen
779,rauschen::V,guşîn,rauschen
780,klingen::V,deng pe ketin,klingen
781,bellen::V,kewtîn,bellen
782,heulen::V,ûrîn,heulen
783,blasen::V,puf kirin,blasen
784,pfeifen::V,fîkandin,pfeifen
785,schreien::V,qîrîn,schreien
786,stöhnen::V,nalîn,stöhnen
787,zittern::V,hejîn,zittern
788,leben::V,jihîn,leben
789,geboren werden::V,hatin dinyê,geboren werden
790,geboren werden::V,bûn,geboren werden
791,atmen::V,hilmijîn,atmen
792,trinken::V,vexwarin,trinken
