,Concept_ID,ro,el
264,Mädchen::N,fată,κορίτσι
265,Familie::N,familie,οικογένεια
266,Großvater::N,bunic,παππούς
267,Großvater::N,tată mare,παππούς
268,Großmutter::N,bunică,γιαγιά
269,Großmutter::N,mamă mare,γιαγιά
270,Eltern::N,părinți,γονείς
271,Vater::N,tată,πατέρας
272,Vater::N,părinte,πατέρας
273,Mutter::N,mamă,μητέρα
274,Sohn::N,fiu,γιος
275,Sohn::N,fecior,γιος
276,Tochter::N,fiică,κόρη
277,Bruder::N,frate,αδελφός
278,Schwester::N,soră,αδελφή
279,Onkel::N,unchi,θείος
280,Tante::N,mătușă,θεία
281,Ehemann::N,soț,σύζυγος
282,Ehemann::N,bărbat,σύζυγος
283,Ehefrau::N,soție,σύζυγος
284,Freude::N,bucurie,χαρά
285,Gelächter::N,râset,γέλια
286,Glück::N,fericire,ευτυχία
287,Kummer::N,mâhnire,έγνοια
288,Wunsch::N,dorință,επιθυμία
289,Wunsch::N,deziderat,επιθυμία
290,Lust::N,poftă,όρεξη
291,Lust::N,înclinare,όρεξη
292,Geist::N,duh,πνέυμα
293,Geist::N,minte,πνέυμα
294,Geist::N,suflet,πνέυμα
295,Gedanke::N,gând,σκέψη
296,Gedanke::N,cuget,σκέψη
297,Gedächtnis::N,memorie,μνήμη
298,Verstand::N,minte,νους
299,Verstand::N,intelect,νους
300,Sinn::N,sens,νόημα
301,Sinn::N,înțeles,νόημα
302,Grund::N,cauză,λόγος
303,Grund::N,pricină,λόγος
304,Wahrheit::N,adevăr,αλήθεια
305,Gespräch::N,convorbire,συνομιλία
306,Gespräch::N,conversație,συνομιλία
307,Märchen::N,basm,παραμύθι
308,Märchen::N,poveste,παραμύθι
309,Erzählung::N,poveste,διήγημα
310,Nachricht::N,veste,είδηση
311,Neuigkeit::N,noutate,νέο
312,Neuigkeit::N,actualitate,νέο
313,Name::N,nume,όνομα
314,Rätsel::N,ghicitoare,αίνιγμα
315,Rede::N,discurs,λόγος
316,Rede::N,discurs,ομιλία
317,Sprache::N,limbă,γλώσσα
318,Sprache::N,limbaj,γλώσσα
319,Stimme::N,glas,φωνή
320,Wort::N,cuvânt,λέξη
321,Zeichen::N,semn,σημείο
322,Zeichen::N,semnal,σημείο
323,Ruf::N,chemare,κραυγή
324,Lärm::N,zgomot,θόρυβος
325,Lärm::N,tărăboi,θόρυβος
326,Laut::N,sunet,ήχος
327,Ton::N,ton,ήχος
328,Ton::N,ton,τόνος
329,Lied::N,cântec,τραγούδι
330,Ruhe::N,odihnă,ησυχία
331,Ruhe::N,liniște,ησυχία
332,Leute::N,lume,κόσμος
333,Leute::N,lume,άνθρωποι
334,Leute::N,oameni,κόσμος
335,Leute::N,oameni,άνθρωποι
336,Volk::N,popor,λαός
337,Volk::N,națiune,λαός
338,Arbeit::N,lucru,εργασία
339,Gast::N,musafir,επισκέπτης
340,Geschenk::N,dar,δώρο
341,Geschenk::N,cadou,δώρο
342,Spiel::N,joc,παιχνίδι
343,Gesellschaft::N,societate,κοινωνία
344,Hilfe::N,ajutor,βοήθεια
345,Freund::N,amic,φίλος
346,Freund::N,prieten,φίλος
347,Kamerad::N,tovarăș,σύντροφος
348,Angelegenheit::N,afacere,υπόθεση
349,Anzahl::N,număr,αριθμός
350,Anzahl::N,cantitate,αριθμός
351,Art::N,fel,είδος
352,Art::N,specie,είδος
353,Stück::N,bucată,κομμάτι
354,Teil::N,parte,μέρος
355,Teil::N,porție,μέρος
356,Hälfte::N,jumătate,μισό
357,Kreis::N,cerc,κύκλος
358,Kreuz::N,cruce,σταυρός
359,Linie::N,linie,γραμμή
360,Strich::N,linie,γραμμή
361,Strich::N,trăsătură,γραμμή
362,Abstand::N,distanță,απόσταση
363,Abstand::N,depărtare,απόσταση
364,Entfernung::N,distanță,απόσταση
365,Entfernung::N,depărtare,απόσταση
366,Gegend::N,regiune,περιοχή
367,Gegend::N,regiune,τοποθεσία
368,Platz::N,loc,χώρος
369,Ort::N,loc,τόπος
370,Seite::N,latură,πλευρά
371,Mitte::N,centru,μέση
372,Gegenstand::N,obiect,αντικείμενο
373,Sache::N,lucru,πράγμα
374,Sache::N,chestie,πράγμα
375,Rand::N,bordură,άκρη
376,Rand::N,bordură,χείλος
377,Kante::N,muchie,άκρη
378,Kante::N,bordură,άκρη
379,Ecke::N,colț,γωνιά
380,Spitze::N,vârf,μύτη
381,Spitze::N,creștet,μύτη
382,Ende::N,capăt,άκρη
383,Loch::N,gaură,τρύπα
384,Winkel::N,colț,γωνία
385,Muster::N,desen,σχέδιο
386,Größe::N,mărime,μέγεθος
387,Länge::N,lungime,μήκος
388,Höhe::N,înălțime,ύψος
389,Gewicht::N,greutate,βάρος
390,Menge::N,cantitate,ποσότητα
391,Haufen::N,grămadă,σωρός
392,Reihe::N,șir,αράδα
393,Reihe::N,rând,αράδα
394,Boot::N,barcă,βάρκα
395,Boot::N,luntre,βάρκα
396,Ruder::N,vâslă,κουπί
397,Ruder::N,lopată,κουπί
398,Schlitten::N,sanie,έλκηθρο
399,Ski::N,schi,σκι
400,Lagerfeuer::N,foc de tabără,φωτιά
401,Last::N,povară,φορτίο
402,Last::N,sarcină,φορτίο
403,Gang::N,mers,δρόμος
404,Gang::N,umblet,δρόμος
405,Schritt::N,pas,βήμα
406,Norden::N,nord,βορράς
407,Norden::N,miazănoapte,βορράς
408,Süden::N,sud,νότος
409,Süden::N,miazăzi,νότος
410,Westen::N,apus,δύση
411,Osten::N,est,ανατολή
412,Osten::N,răsărit,ανατολή
413,Holz::N,lemn,ξύλο
414,Brett::N,scândură,σανίδι
415,Platte::N,placă,πλάκα
416,Stütze::N,proptea,στήριγμα
417,Stange::N,bară,ραβδί
418,Stange::N,bară,κοντός
419,Stange::N,prăjină,ραβδί
420,Stange::N,prăjină,κοντός
421,Stock::N,băț,ξύλο
422,Stock::N,băț,μπαστούνι
423,Stock::N,baston,ξύλο
424,Stock::N,baston,μπαστούνι
425,Stab::N,baston,ραβδί
426,Stab::N,prăjină,ραβδί
427,Rohr::N,tub,σωλήνας
428,Rohr::N,țeavă,σωλήνας
429,Haus::N,casă,σπίτι
430,Heim::N,casă,σπίτι
431,Heim::N,cămin,σπίτι
432,Ofen::N,sobă,σόμπα
433,Ofen::N,sobă,θερμάστρα
434,Fußboden::N,podea,πάτωμα
435,Fußboden::N,dușumea,πάτωμα
436,Tisch::N,masă,τραπέζι
437,Stuhl::N,scaun,καρέκλα
438,Wiege::N,leagăn,κούνια
439,Bett::N,pat,κρεβάτι
440,Regal::N,rafturi,ράφι
441,Kiste::N,ladă,κιβώτιο
442,Kiste::N,cutie,κιβώτιο
443,Fenster::N,fereastră,παράθυρο
444,Tür::N,ușă,πόρτα
445,Tor::N,poartă,πύλη
446,Zaun::N,gard,φράχτης
447,Dach::N,acoperiș,στέγη
448,Leiter::N,scară,σκάλα
449,Leiter::N,scară,κλίμακα
450,Besen::N,mătură,σκούπα
451,Spaten::N,cazma,φτυάρι
452,Spaten::N,hârleț,φτυάρι
453,Schaufel::N,lopată,φτυάρι
454,Gabel::N,furculiță,πιρούνι
455,Löffel::N,lingură,κουτάλι
456,Messer::N,cuțit,μαχαίρι
457,Nagel::N,cui,καρφί
458,Netz::N,plasă,δίχτυ
459,Haken::N,cârlig,γάντζος
460,Haken::N,cârlig,αγκίστρι
461,Griff::N,mâner,λαβή
462,Schloss::N,lacăt,κλειδαριά
463,Bild::N,tablou,εικόνα
464,Bild::N,imagine,εικόνα
465,Figur::N,chip,ανάστημα
466,Figur::N,figură,ανάστημα
467,Puppe::N,păpușă,κούκλα
468,Beutel::N,pungă,πουγγί
469,Beutel::N,săculeț,πουγγί
470,Bündel::N,mănunchi,δεμάτι
471,Tasche::N,geantă,τσάντα
472,Eimer::N,găleată,κουβάς
473,Deckel::N,capac,καπάκι
474,Geschirr::N,vase,σκεύη
475,Geschirr::N,tacâmuri,σκεύη
476,Sack::N,sac,σάκος
477,Tasse::N,ceașcă,φλιτζάνι
478,Topf::N,oală,χύτρα
479,Kessel::N,cazan,καζάνι
480,Kessel::N,căldare,καζάνι
481,Essen::N,mâncare,φαγητό
482,Nahrung::N,hrană,τροφή
483,Nahrung::N,aliment,τροφή
484,Speise::N,bucate,φαγητό
485,Speise::N,fel de bucate,φαγητό
486,Fleisch::N,carne,κρέας
487,Getreide::N,cereale,σιτάρι
488,Brei::N,pireu,χυλός
489,Brot::N,pâine,ψωμί
490,Brot::N,pâine,άρτος
491,Scheibe::N,felie,φέτα
492,Scheibe::N,bucată,φέτα
493,Fett::N,untură,πάχος
494,Fett::N,grăsime,πάχος
495,Butter::N,unt,βούτυρο
496,Öl::N,ulei,λάδι
497,Salz::N,sare,αλάτι
498,Suppe::N,supă,σούπα
499,Suppe::N,ciorbă,σούπα
500,Honig::N,miere,μέλι
501,Milch::N,lapte,γάλα
502,Tee::N,ceai,τσάι
503,Leder::N,piele,πετσί
504,Wolle::N,lână,μαλλί
505,Stoff::N,stofă,ύφασμα
506,Nadel::N,ac,βελόνα
507,Faden::N,ață,κλωστή
508,Knopf::N,buton,κουμπί
509,Knoten::N,nod,κόμπος
510,Farbe::N,vopsea,μπογιά
511,Kleidung::N,haine,ρούχα
512,Kleidung::N,haine,ενδυμασία
513,Kleidung::N,îmbrăcăminte,ρούχα
514,Kleidung::N,îmbrăcăminte,ενδυμασία
515,Hemd::N,cămașă,πουκάμισο
516,Kragen::N,guler,κολάρο
517,Ärmel::N,mânecă,μανίκι
518,Hose::N,pantaloni,πανταλόνι
519,Gürtel::N,cordon,ζώνη
520,Mütze::N,șapcă,σκούφος
521,Schuh::N,gheată,παπούτσι
522,Stiefel::N,cizmă,μπότα
523,Ring::N,inel,δαχτυλίδι
524,Ring::N,verigă,δαχτυλίδι
525,Band::N,panglică,κορδέλα
526,Band::N,șiret,κορδέλα
527,Kamm::N,pieptene,χτένα
528,Spiegel::N,oglindă,καθρέφτης
529,Riemen::N,curea,λουρί
530,Schnur::N,funie,κορδόνι
531,Schnur::N,sfoară,κορδόνι
532,Leine::N,lesă,σχοινί
533,Leine::N,curea,σχοινί
534,Decke::N,pătură,κουβέρτα
535,Kissen::N,pernă,μαξιλάρι
536,Tuch::N,batic,πανί
537,Tuch::N,batic,μαντήλι
538,Handtuch::N,prosop,πετσέτα
539,Handtuch::N,ștergar,πετσέτα
540,Kraft::N,forță,δύναμη
541,Kraft::N,putere,δύναμη
542,Stärke::N,tărie,ισχύς
543,Stärke::N,tărie,δύναμη
544,Stärke::N,vigoare,ισχύς
545,Stärke::N,vigoare,δύναμη
546,Gesundheit::N,sănătate,υγεία
547,Krankheit::N,boală,αρρώστια
548,Krankheit::N,maladie,αρρώστια
549,Schmerz::N,durere,πόνος
550,Wunde::N,rană,πληγή
551,Fieber::N,febră,πυρετός
552,Arznei::N,leac,φάρμακο
553,Arznei::N,medicament,φάρμακο
554,Brücke::N,pod,γέφυρα
555,Brücke::N,punte,γέφυρα
556,Brunnen::N,puț,πηγάδι
557,Weide::N,izlaz,βοσκή
558,Weide::N,pășune,βοσκή
559,Pfad::N,cărare,μονοπάτι
560,Weg::N,drum,δρόμος
561,Straße::N,cale,οδός
562,Straße::N,cale,δρόμος
563,Straße::N,stradă,οδός
564,Straße::N,stradă,δρόμος
565,Dorf::N,sat,χωριό
566,Stadt::N,oraș,πόλη
567,Brief::N,scrisoare,γράμμα
568,Brief::N,scrisoare,επιστολή
569,Buch::N,carte,βιβλίο
570,Buchstabe::N,literă,γράμμα
571,Buchstabe::N,caracter,γράμμα
572,Zeitung::N,ziar,εφημερίδα
573,Zeitung::N,gazetă,εφημερίδα
574,Leben::N,viață,ζωή
575,Leben::N,viață,βίος
576,Tod::N,moarte,θάνατος
577,Grab::N,groapă,τάφος
578,Grab::N,mormânt,τάφος
579,Kirche::N,biserică,εκκλησία
580,Sünde::N,păcat,αμαρτία
581,Gott::N,zeu,θεός
582,Arbeiter::N,muncitor,εργάτης
583,Chef::N,șef,προϊστάμενος
584,Meister::N,meșter,μάστορας
585,Meister::N,meșter,αρχιτεχνίτης
586,Meister::N,maestru,μάστορας
587,Meister::N,maestru,αρχιτεχνίτης
588,Arzt::N,medic,γιατρός
589,Arzt::N,doctor,γιατρός
590,Lehrer::N,profesor,δάσκαλος
591,Lehrer::N,învățător,δάσκαλος
592,Geld::N,bani,λεφτά
593,Geld::N,bani,χρήματα
594,Geld::N,parale,λεφτά
595,Geld::N,parale,χρήματα
596,Geschäft::N,treabă,συναλλαγή
597,Geschäft::N,afacere,συναλλαγή
598,Laden::N,magazin,μαγαζί
599,Laden::N,magazin,κατάστημα
600,Laden::N,prăvălie,μαγαζί
601,Laden::N,prăvălie,κατάστημα
602,Preis::N,preț,τιμή
603,Ware::N,marfă,εμπόρευμα
604,Nutzen::N,folos,όφελος
605,Nutzen::N,profit,όφελος
606,Reichtum::N,avuție,πλούτος
607,Reichtum::N,bogăție,πλούτος
608,Welt::N,lume,κόσμος
609,Land::N,țară,χώρα
610,Staat::N,stat,κράτος
611,Staat::N,stat,πολιτεία
612,König::N,rege,βασιλιάς
613,Macht::N,putere,εξουσία
614,Macht::N,putință,εξουσία
615,Grenze::N,hotar,σύνορα
616,Grenze::N,graniță,σύνορα
617,Grenze::N,frontieră,σύνορα
618,Krieg::N,război,πόλεμος
619,Feind::N,dușman,εχθρός
620,Gewalt::N,violență,βία
621,Kampf::N,luptă,αγώνας
622,Bogen[Waffe]::N,arc,τόξο
623,Pfeil::N,săgeată,σαΐτα
624,Gewehr::N,armă,τουφέκι
625,Gewehr::N,pușcă,τουφέκι
626,Fehler::N,eroare,λάθος
627,Fehler::N,eroare,σφάλμα
628,Fehler::N,greșeală,λάθος
629,Fehler::N,greșeală,σφάλμα
630,Lüge::N,minciună,ψέμα
631,Lüge::N,minciună,ψεύδος
632,Schaden::N,daună,ζημία
633,Schaden::N,pagubă,ζημία
634,Unglück::N,nenorocire,δυστυχία
635,Schuld::N,vină,ενοχή
636,Schuld::N,vină,φταίξιμο
637,Alter::N,etate,ηλικία
638,Alter::N,vârstă,ηλικία
639,Schluss::N,sfârșit,τέλος
640,Zeit::N,timp,χρόνος
641,Zeit::N,vreme,χρόνος
642,Tag::N,zi,μέρα
643,Tag::N,zi,ημέρα
644,Morgen::N,dimineață,πρωί
645,Mittag::N,prânz,μεσημέρι
646,Mittag::N,amiază,μεσημέρι
647,Abend::N,seară,βράδυ
648,Nacht::N,noapte,νύχτα
649,Woche::N,săptămână,εβδομάδα
650,Monat::N,lună,μήνας
651,Jahr::N,an,έτος
652,Jahr::N,an,χρόνος
653,Frühling::N,primăvară,άνοιξη
654,Sommer::N,vară,καλοκαίρι
655,Herbst::N,toamnă,φθινόπωρο
656,Winter::N,iarnă,χειμώνας
657,Januar::N,ianuarie,Ιανουάριος
658,Februar::N,februarie,Φεβρουάριος
659,März::N,martie,Μάρτιος
660,April::N,aprilie,Απρίλιος
661,Mai::N,mai,Μάιος
662,Juni::N,iunie,Ιούνιος
663,Juli::N,iulie,Ιούλιος
664,August::N,august,Αύγουστος
665,September::N,septembrie,Σεπτέμβριος
666,Oktober::N,octombrie,Οκτώβριος
667,November::N,noiembrie,Νοέμβριος
668,Dezember::N,decembrie,Δεκέμβριος
669,Montag::N,luni,Δευτέρα
670,Dienstag::N,marți,Τρίτη
671,Mittwoch::N,miercuri,Τετάρτη
672,Donnerstag::N,joi,Πέμπτη
673,Freitag::N,vineri,Παρασκευή
674,Samstag::N,sâmbătă,Σάββατο
675,Sonntag::N,duminică,Κυριακή
676,groß::A,mare,μεγάλος
677,klein::A,mic,μικρός
678,lang::A,lung,μακρύς
679,kurz::A,scurt,κοντός
680,breit::A,lat,φαρδύς
681,breit::A,larg,φαρδύς
682,schmal::A,strâmt,στενός
683,dicht::A,des,πυκνός
684,dick[Gegenstand]::A,gros,παχύς
685,dick[Gegenstand]::A,gros,χοντρός
686,dünn::A,subțire,ψιλός
687,dünn::A,subțire,λεπτός
688,fein::A,fin,ψιλός
689,fein::A,subțire,ψιλός
690,fest::A,tare,στερεός
691,fest::A,solid,στερεός
692,flach::A,șes,επίπεδος
693,flach::A,plan,επίπεδος
694,glatt::A,lins,λείος
695,glatt::A,lins,ομαλός
696,hart::A,dur,σκληρός
697,weich::A,moale,μαλακός
698,rund::A,rotund,στρογγυλός
699,rund::A,circular,στρογγυλός
700,spitz::A,ascuțit,μυτερός
701,scharf::A,tăios,κοφτερός
702,scharf::A,ascuțit,κοφτερός
703,stumpf::A,tocit,αμβλύς
704,schwer::A,greu,βαρύς
705,schön::A,frumos,ωραίος
706,schön::A,frumos,όμορφος
707,heiß::A,cald,ζεστός
708,heiß::A,fierbinte,ζεστός
709,warm::A,cald,θερμός
710,warm::A,fierbinte,θερμός
711,kalt::A,rece,κρύος
712,kalt::A,rece,ψυχρός
713,kühl::A,rece,δροσερός
714,kühl::A,răcoros,δροσερός
715,frisch::A,răcoros,νωπός
716,frisch::A,răcoros,φρέσκος
717,frisch::A,proaspăt,νωπός
718,frisch::A,proaspăt,φρέσκος
719,feucht::A,umed,υγρός
720,feucht::A,jilav,υγρός
721,nass::A,ud,βρεγμένος
722,trocken::A,sec,ξηρός
723,trocken::A,sec,στεγνός
724,trocken::A,uscat,ξηρός
725,trocken::A,uscat,στεγνός
726,voll::A,plin,γεμάτος
727,leer::A,gol,άδειος
728,offen::A,deschis,ανοιχτός
729,geschlossen::A,închis,κλειστός
730,sauber::A,curat,καθαρός
731,schmutzig::A,murdar,βρώμικος
732,schmutzig::A,murdar,λερωμένος
733,roh::A,crud,ωμός
734,reif::A,copt,ώριμος
735,lecker::A,gustos,νόστιμος
736,süß::A,dulce,γλυκός
737,bitter::A,amar,πικρός
738,sauer::A,acru,ξινός
739,hell::A,clar,φωτεινός
740,hell::A,luminos,φωτεινός
741,dunkel::A,obscur,σκοτεινός
742,dunkel::A,întunecos,σκοτεινός
743,schwarz::A,negru,μαύρος
744,schwarz::A,negru,μελανός
