,Concept_ID,ro,el
1431,glauben::V,crede,πιστεύω
1432,bemerken::V,observa,παρατηρώ
1433,erkennen::V,cunoaște,αναγνωρίζω
1434,erkennen::V,recunoaște,αναγνωρίζω
1435,begreifen::V,pricepe,καταλαβαίνω
1436,begreifen::V,înțelege,καταλαβαίνω
1437,verstehen::V,înțelege,ακούω
1438,lernen::V,învăța,μαθαίνω
1439,wissen::V,ști,ξέρω
1440,sich erinnern an::V,a-și aminti de,θυμάμαι
1441,vergessen::V,uita,ξεχνώ
1442,messen::V,măsura,μετρώ
1443,zählen::V,număra,μετρώ
1444,rechnen::V,calcula,λογαριάζω
1445,lesen::V,citi,διαβάζω
1446,malen::V,picta,ζωγραφίζω
1447,zeichnen::V,desena,σχεδιάζω
1448,schreiben::V,scrie,γράφω
1449,besitzen::V,avea,κατέχω
1450,besitzen::V,poseda,κατέχω
1451,kaufen::V,cumpăra,αγοράζω
1452,verkaufen::V,vinde,πουλώ
1453,bezahlen::V,plăti,πληρώνω
1454,bezahlen::V,achita,πληρώνω
1455,zahlen::V,plăti,πληρώνω
1456,beherrschen::V,stăpâni,κυριαρχώ
1457,ertragen::V,răbda,βαστώ
1458,ertragen::V,răbda,αντέχω
1459,ertragen::V,suporta,βαστώ
1460,ertragen::V,suporta,αντέχω
