,Concept_ID,kl,ce
377,Dach::N,qaliaq,тхов
378,Leiter::N,tummeqqat,лами
379,Leiter::N,majuartarfiit,лами
380,Besen::N,saligutit,нуй
381,Spaten::N,nivaataq,бел
382,Schaufel::N,nivaataq,аьшкал
383,Gabel::N,qilluaq,мӏара
384,Gabel::N,ajassaatit,мӏара
385,Löffel::N,alussaat,ӏайг
386,Messer::N,savik,урс
387,Nagel::N,kukik,хьостам
388,Netz::N,anguffaseq,бой
389,Haken::N,nissik,мӏара
390,Haken::N,qarsorsaq,мӏара
391,Haken::N,qarsorsartoq,мӏара
392,Griff::N,ipi,
393,Schloss::N,illussaarsuaq,чӏега
394,Bild::N,assiliaq,сурт
395,Figur::N,kisitsit,
396,Puppe::N,inuusaq,тайниг
397,Bündel::N,qilertaq,кочар
398,Tasche::N,pooqattaq,тӏоьрмиг
399,Deckel::N,matu,негӏар
400,Geschirr::N,anut,пхьегӏа
401,Tasse::N,tiitorfik,кад
402,Tasse::N,tiitorfiup ilorlia,кад
403,Topf::N,qoqqoq,яй
404,Kessel::N,uunnaavik,яй
405,Essen::N,igaaq,юург
406,Nahrung::N,neqissaq,кхача
407,Speise::N,nerisassat,юург
408,Fleisch::N,neqi,жижиг
409,Getreide::N,maannineq,буьртиг
410,Brot::N,iffit,бепиг
411,Brot::N,iffit,кхаллар
412,Brot::N,iffiaq,бепиг
413,Brot::N,iffiaq,кхаллар
414,Scheibe::N,igalaassiaq,цастар
415,Fett::N,tarnutissaq,мохь
416,Fett::N,tarnutissiaq,мохь
417,Butter::N,punneq,налха
418,Öl::N,uulia,даьтта
419,Salz::N,taratsut,туьха
420,Suppe::N,qajoq,чорпа
421,Honig::N,tungusunnitsuut,моз
422,Milch::N,immuk,шура
423,Tee::N,tii,чай
424,Tee::N,teeq,чай
425,Wolle::N,nuersagassiaq,тӏapгӏa
426,Stoff::N,milliaq,кӏади
427,Stoff::N,qarlissiaq,кӏади
428,Nadel::N,meqqut,маха
429,Faden::N,ujalussiaq,тай
430,Knopf::N,attat,нуьйда
431,Knoten::N,akeroq,шад
432,Knoten::N,qilerneq,шад
433,Farbe::N,qalipaat,сир
434,Farbe::N,qalipaat,басар
435,Kleidung::N,atisat,бедар
436,Kleidung::N,annoraaq,бедар
437,Hemd::N,ilupaaq,коч
438,Kragen::N,qungasiinnaq,кач
439,Ärmel::N,aaq,пхьош
440,Hose::N,qarliit,хеча
441,Gürtel::N,qiterut,доьхка
442,Gürtel::N,unngersaq,доьхка
443,Mütze::N,nasaq,куй
444,Schuh::N,skuu,мача
445,Schuh::N,ikernuk,мача
446,Schuh::N,ateraasaq,мача
447,Stiefel::N,kamik,этка
448,Ring::N,assammiu,чӏуг
449,Band::N,qilerutissiaq,лента
450,Kamm::N,illaagutit,ехк
451,Kamm::N,illaajaatit pl.,ехк
452,Spiegel::N,tarrarsuut,куьзга
453,Riemen::N,allunaaq,доьхка
454,Schnur::N,kujaaq,муш
455,Schnur::N,allunaasaq,муш
456,Leine::N,aleq,кочатосу доьхка
457,Decke::N,qipik,юргӏа
458,Kissen::N,akit,гIайба
459,Tuch::N,qarlissiaq,исхар
460,Handtuch::N,allarut,гата
461,Handtuch::N,allarterut,гата
462,Kraft::N,pissak,гӏора
463,Stärke::N,qerattarsaat,гӏап
464,Gesundheit::N,peqqisusseq,могашалла
465,Krankheit::N,nappaat,цамгар
466,Schmerz::N,anniaat,лазар
467,Wunde::N,iki,чов
468,Fieber::N,nappaat qanimanartoq,xорша
469,Arznei::N,imigassaq,молха
470,Brücke::N,ikaartarfik,тӏай
471,Brunnen::N,tissaluttuliaq,гӏу
472,Weide::N,masarsuk,дак
473,Pfad::N,aqqut,тача
474,Weg::N,aggerfik,некъ
475,Straße::N,aqqusineq,урам
476,Dorf::N,nunaqarfik,юрт
477,Stadt::N,illorpaat,гӏала
478,Stadt::N,illorpalik,гӏала
479,Brief::N,allagarsiaq,кехат
480,Buch::N,atuakkat,жайна
481,Buch::N,mappersagaq,жайна
482,Buchstabe::N,naqinneq,элп
483,Zeitung::N,aviisi,газет
484,Leben::N,inuussuseq,дахар
485,Tod::N,toqu,далар
486,Tod::N,toqu,ӏожалла
487,Tod::N,toquneq,далар
488,Tod::N,toquneq,ӏожалла
489,Grab::N,iliveq,каш
490,Grab::N,illissat,каш
491,Kirche::N,oqaluffik,килс
492,Sünde::N,ajorti,къа
493,Arbeiter::N,sulisoq,белхало
494,Chef::N,ittoqut,хьаькам
495,Meister::N,naalagaq,говзанча
496,Arzt::N,katsorsaasoq,лор
497,Lehrer::N,ilinniartitsisoq,хьехархо
498,Geld::N,aningaasat,aхча
499,Geschäft::N,niuertarfik,туька
500,Laden::N,niuertarfik,туька
501,Preis::N,aki,мах
502,Ware::N,qaliata pii,хlума
503,Ware::N,nioqqutissaq,хlума
504,Nutzen::N,iluaqut,пайда
505,Welt::N,nunarsuaq,дуьне
506,Land::N,nuna,мохк
507,König::N,kunngi,паччахь
508,Macht::N,pissaassuseq,ӏедал
509,Grenze::N,killik,доза
510,Krieg::N,sorsunneq,тӏом
511,Feind::N,akeraq,мостагӏ
512,Feind::N,akerartorti,мостагӏ
513,Feind::N,qinngarsuisoq,мостагӏ
514,Kampf::N,sorsunneq,къийсам
515,Pfeil::N,qalugiusaq,пха
516,Gewehr::N,aallaat,топ
517,Fehler::N,kukkuneq,гӏалат
518,Fehler::N,paarlaappaa,гӏалат
519,Unglück::N,perluut,бала
520,Schuld::N,akiitsugaq,бехк
521,Schuld::N,akiligassaq,бехк
522,Alter::N,utoqqaq,хан
523,Schluss::N,isu,чакхе
524,Zeit::N,ulloq,хан
525,Zeit::N,akuttoqatigiinneq,хан
526,Tag::N,ulloq,де
527,Morgen::N,ullaaq,ӏуьйре
528,Mittag::N,ulloqeqqa,делкъе
529,Abend::N,unnuk,суьйре
530,Nacht::N,unnuaq,буьйса
531,Woche::N,sapaatip akunnera,кӏира
532,Monat::N,qaammat,бутт
533,Jahr::N,ukioq,шо
534,Frühling::N,upernaaq,бӏаьсте
535,Sommer::N,aasaq,аьхке
536,Herbst::N,ukiaq,гуьйре
537,Winter::N,ukioq,ӏа
538,Januar::N,siulleeq,январь
539,Januar::N,qaammaliaq,январь
540,Februar::N,aarlaat,февраль
541,März::N,marsi,март
542,März::N,martsi,март
543,Mai::N,maaji,май
544,Juni::N,juuni,июнь
545,Juli::N,juuli,июль
546,August::N,aggusti,август
547,September::N,septembari,сентябрь
548,Oktober::N,oktobari,октябрь
549,November::N,novembari,ноябрь
550,Dezember::N,detsembari,декабрь
551,Montag::N,ataasinngortoq,оршот
552,Dienstag::N,marlunngorneq,шинара
553,Mittwoch::N,pingasunngorneq,кхаара
554,Donnerstag::N,sisamanngorneq,еара
555,Freitag::N,tallimanngorneq,пӏераска
556,Samstag::N,arfininngorneq,шот
557,Sonntag::N,sapaat,кӏиранде
558,Sonntag::N,sapaati,кӏиранде
559,groß::A,angivoq,доккха
560,klein::A,mikivoq,кегий
561,lang::A,takisooq,еха
562,kurz::A,naatsoq,доца
563,breit::A,silippoq,шуьйра
564,schmal::A,amitsoq,готта
565,dicht::A,torsusooq,луьста
566,dick[Gegenstand]::A,issuvoq,стомма
567,dick[Gegenstand]::A,issusooq,стомма
568,dünn::A,amitsoq,дуткъа
569,fein::A,mamarpoq,ховха
570,fest::A,tangeqarpoq,чӏогӏа
571,flach::A,nalimmappoq,чӏапа
572,glatt::A,quasak,шера
573,hart::A,mattusooq,чӏогӏa
574,hart::A,manngerpoq,чӏогӏa
575,hart::A,titeqquluppoq,чӏогӏa
576,weich::A,nerumaarpoq,кӏеда
577,rund::A,ammallorippoq,горга
578,spitz::A,qummukujooq,ира
579,scharf::A,ipippoq,ира
580,stumpf::A,anngerpoq,аьртa
581,schwer::A,oqimaappoq,деза
582,schön::A,kusanarpoq,хаза
583,heiß::A,kiappoq,довха
584,warm::A,oqorpoq,довха
585,kalt::A,issippoq,шийла
586,kühl::A,pueqqortippoq,шийла
587,feucht::A,isugutavoq,тӏуьна
588,feucht::A,qaasernarpoq,тӏуьна
589,nass::A,imerorpoq,тӏеда
590,trocken::A,panerpoq,eкъа
591,voll::A,ulikkaarpoq,дуьзна
592,leer::A,imaattuarpoq,яьсса
593,offen::A,ammavoq,диллина
594,geschlossen::A,matuvoq,дӏакъевлина
595,geschlossen::A,matuvoq,дӏачӏагӏдина
596,sauber::A,eqqippoq,цӏена
597,sauber::A,sukuluippoq,цӏена
598,sauber::A,ipeqanngilaq,цӏена
599,schmutzig::A,tapappoq,боьха
600,schmutzig::A,minguppoq,боьха
601,roh::A,aapavoq,буьйда
602,reif::A,qaarulerpoq,хилла
603,süß::A,tungusunnippoq,мерза
604,bitter::A,qasilippoq,къаьхьа
605,hell::A,qaamavoq,сирла
606,dunkel::A,qernerpoq,бодане
607,schwarz::A,qernerpoq,ӏаьржа
608,weiß::A,qaqorpoq,кӏайн
609,rot::A,aappaluppoq,цӏен
610,gelb::A,sungaarpoq,можа
611,blau::A,tungujorpoq,сийна
612,grün::A,qorsooqqippoq,баьццара
613,grau::A,qaserpoq,cира
614,grau::A,qaserpoq,мокха
615,billig::A,akikippoq,дораха
616,wertvoll::A,erlinnarpoq,мехала
617,blind::A,tappiippoq,бӏаьрзе
618,blind::A,isigisaqanngilaq,бӏаьрзе
619,taub::A,tusilarpoq,къора
620,kräftig::A,pissaq,нуьцкъала
621,kräftig::A,pissarsuaq,нуьцкъала
622,stark::A,sanngivoq,зоьртала
623,stark::A,sanngivoq,нуьцкъала
624,schwach::A,nakuippoq,гӏорасиза
625,fett::A,pualavoq,дерстана
626,schlank::A,tuappoq,куц долу
627,hübsch::A,aatsialaq,хаза
628,böse::A,ajorpoq,вон
629,dumm::A,taqajak,сонта
630,dumm::A,sikkilluppoq,сонта
631,dumm::A,qaatusimasaqanngilaq,сонта
632,faul::A,eqiasuppoq,мало ен
633,faul::A,eqiattortuvoq,мало ен
634,fleißig::A,eqiasuippoq,тӏера
635,geizig::A,iasilaarpoq,пис
636,geizig::A,iasilaarpoq,сутара
637,geizig::A,tukkuippoq,пис
638,geizig::A,tukkuippoq,сутара
639,klug::A,mallak,хьекъале
640,klug::A,ittanneq,хьекъале
641,klug::A,kutaappoq,хьекъале
642,klug::A,kuttaappoq,хьекъале
643,klug::A,qarasagippoq,хьекъале
644,lieb::A,akisooq,хьоме
645,lustig::A,piikulavoq,самукъане
646,sanft::A,isumagippoq,кlеда
647,hungrig::A,kaappoq,меца
648,hungrig::A,perlilerpoq,меца
649,krank::A,napparsimavoq,цомгуш долу
650,traurig::A,aliasuppoq,самукъане воцу
651,lebendig::A,uumavoq,дийна
652,gut::A,ajunngilaq,дика
653,schlecht::A,sualuppoq,вон
654,richtig::A,iluarpoq,нийса
655,schlimm::A,amiilaarnarpoq,вон
656,wahr::A,ilumoorpoq,бакъдолу
657,alt::A,pisoqaq,къена
658,neu::A,nutaavoq,керла
659,alt[Lebewesen]::A,utoqqaq,къена
660,jung::A,inuusuppoq,къона
661,jung::A,kingulliarsuk,къона
662,arm::A,piillasoq,къен
663,arm::A,piitsuuvoq,къен
664,reich::A,pisuuvoq,хьоле
665,berühmt::A,tusaamasaq,цӏеяхана
666,fremd::A,ajasoornarpoq,нехан
667,verschieden::A,allatut,тайп-тайпанара
668,verschieden::A,tamalaat,тайп-тайпанара
669,nah::A,qanippoq,гергара
670,fern::A,ungasippoq,гена
671,fern::A,ungasippoq,генара
672,linker::A,saamerleq,аьрру
673,rechter::A,innarluissut,аьтту
674,erster::A,siulleq,хьалхара
675,zweiter::A,qataatsup tullia,шолгIа
676,dritter::A,pingajorarterut,кхоалгӏа
677,letzter::A,kingulleq,тӏаьххьара
678,allein::ADV,kisimiippoq,цхьаъ
679,auf einmal::ADV,tassanngaannaq,цу сохьтта
680,zusammen::ADV,attaasa,цхьана
681,zusammen::ADV,attarmik,цхьана
682,lange::ADV,akuni,дукха
683,plötzlich::ADV,tassanngaannaq,цIеххьана
684,sofort::ADV,erniinnaq,цу сохьтта
685,später::ADV,kingorna,тӏаьхьо
686,jetzt::ADV,maanna,хӏинца
687,jetzt::ADV,massakkut,хӏинца
688,heute::ADV,ullumi,тахана
689,morgen::ADV,aqagu,кхана
690,bald::ADV,erniinnaq,кеста
691,dann::ADV,taava,тӏаккха
692,gestern::ADV,ippassaq,селхана
693,einst::ADV,ataatsimik,цкъа
694,einst::ADV,ilaanni,цкъа
695,damals::ADV,taamani,хӏетахьь
696,damals::ADV,taamanikkut,хӏетахьь
697,damals::ADV,taassumuunakkut,хӏетахьь
698,danach::ADV,taava,тӏаккха
699,vorher::ADV,siornagut,хьалхa
700,einmal::ADV,ilaanni,цкъа
701,einmal::ADV,ataatsimik,цкъа
702,manchmal::ADV,qaqutigu,цкъаццкъа
703,manchmal::ADV,qaqutigut,цкъаццкъа
704,oft::ADV,akulikitsumik,кест-кеста
705,immer::ADV,tamatigut,даим
706,hier::ADV,maani,кхузахь
707,hierhin::ADV,maani,кхуза
708,dorthin::ADV,ikuuna,цига
709,geradeaus::ADV,narlumut,нийса дӏа
710,vorwärts::ADV,pilangavoc,хьалха
711,rückwärts::ADV,kingumut,юха
712,rückwärts::ADV,tunumut or tunummut,юха
713,zurück::ADV,kingumut,юха
714,zurück::ADV,tunumut or tunummut,юха
715,unten::ADV,kana,лахахь
716,hinab::ADV,qiviu,охьа
717,überall::ADV,tamaginni,массанхьа
718,überall::ADV,tamani tamaani,массанхьа
