,Concept_ID,hu,os
75,Welle::N,hullám,уылӕн
76,Wasser::N,víz,дон
77,Stein::N,kő,дур
78,Boden::N,föld,зӕхх
79,Boden::N,talaj,зӕхх
80,Erde::N,föld,сыджыт
81,Staub::N,por,рыг
82,Rauch::N,füst,фӕздӕг
83,Funke::N,szikra,цӕхӕр
84,Feuer::N,tűz,зынг
85,Licht::N,fény,рухс
86,Schatten::N,árnyék,аууон
87,Wetter::N,idő,боныхъӕд
88,Wetter::N,időjárás,боныхъӕд
89,Nebel::N,köd,мигъ
90,Wolke::N,felhő,ӕврагъ
91,Regen::N,eső,уарын
92,Schnee::N,hó,мит
93,Eis::N,jég,их
94,Frost::N,fagy,ихæн
95,Kälte::N,hideg,уазал
96,Hitze::N,hő,ӕнтӕф
97,Hitze::N,hőség,ӕнтӕф
98,Raureif::N,zúzmara,халас
99,Regenbogen::N,szivárvány,арвырон
100,Regenbogen::N,szivárvány,арвырдын
101,Donner::N,dörgés,æрвнæрын
102,Donner::N,mennydörgés,æрвнæрын
103,Strömung::N,áramlat,цыд
104,Tropfen::N,csepp,æртах
105,Schaum::N,hab,фынк
106,Schaum::N,tajték,фынк
107,Schmutz::N,piszok,цъыф
108,See::N,tó,цад
109,Sumpf::N,mocsár,цъыфдзаст
110,Moor::N,láp,цъыфдзаст
111,Wiese::N,rét,уыгӕрдӕн
112,Wiese::N,mező,уыгӕрдӕн
113,Wald::N,erdő,хъӕд
114,Hügel::N,domb,обау
115,Hügel::N,domb,къуыбыр
116,Anhöhe::N,magaslat,уæлвæз
117,Anhöhe::N,magaslat,уæлхох
118,Berg::N,hegy,хох
119,Gipfel::N,csúcs,цъупп
120,Höhle::N,barlang,лӕгӕт
121,Abhang::N,lejtő,къул
122,Quelle::N,forrás,суадон
123,Bach::N,patak,мӕсчъыдон
124,Fluss::N,folyó,дон
125,Fluss::N,folyó,цӕугӕдон
126,Ufer::N,part,был
127,Küste::N,tengerpart,донбыл
128,Festland::N,szárazföld,сурзæхх
129,Meer::N,tenger,денджыз
130,Bucht::N,öböl,донбакæлæн
131,Insel::N,sziget,сакъадах
132,Blume::N,virág,дидинӕг
133,Gras::N,fű,кӕрдӕг
134,Wurzel::N,gyökér,уидаг
135,Baum::N,fa,бӕлас
136,Stamm::N,tő,хӕтӕл
137,Stamm::N,törzs,хӕтӕл
138,Rinde::N,kéreg,цъар
139,Ast::N,ág,арх
140,Zweig::N,gally,къалиу
141,Blatt::N,levél,сыф
142,Birke::N,nyír,бæрз
143,Kiefer[Baum]::N,fenyő,нӕзы
144,Weide[Baum]::N,fűz,хӕрис
145,Tanne::N,fenyő,наз
146,Horn::N,szarv,сыкъа
147,Feder::N,toll,сис
148,Fell::N,szőr,царм
149,Fell::N,bunda,царм
150,Flügel::N,szárny,базыр
151,Klaue::N,köröm,ных
152,Kralle::N,karom,дзӕмбы
153,Schwanz::N,farok,къӕдзил
154,Ei::N,tojás,айк
155,Nest::N,fészek,ахстон
156,Bau::N,odú,хуынкъ
157,Tier::N,állat,сырд
158,Tier::N,állat,цӕрӕгой
159,Herde::N,nyáj,дзуг
160,Herde::N,nyáj,рӕгъау
161,Herde::N,csorda,дзуг
162,Herde::N,csorda,рӕгъау
163,Kuh::N,tehén,хъуг
164,Bulle::N,bika,гал
165,Pferd::N,ló,бӕх
166,Schaf::N,juh,фыс
167,Schaf::N,birka,фыс
168,Schwein::N,sertés,хуы
169,Hund::N,eb,куыдз
170,Hund::N,kutya,куыдз
171,Katze::N,macska,гӕды
172,Bär::N,medve,арс
173,Eichhörnchen::N,mókus,æхсæрæг
174,Elch::N,jávorszarvas,цæгатаг саг
175,Fuchs::N,róka,рувас
176,Hase::N,nyúl,тæрхъус
177,Maus::N,egér,мыст
178,Wolf::N,farkas,бирӕгъ
179,Vogel::N,madár,цъиу
180,Vogel::N,madár,маргъ
181,Schwarm::N,raj,бал
182,Huhn::N,tyúk,карк
183,Hahn::N,kakas,уасӕг
184,Gans::N,lúd,хъаз
185,Gans::N,liba,хъаз
186,Adler::N,sas,цӕргӕс
187,Ente::N,kacsa,ацц
188,Eule::N,bagoly, уыг
189,Eule::N,bagoly,сидахъ
190,Kranich::N,daru,зырнæг
191,Kranich::N,daru,хърихъупп
192,Krähe::N,varjú,халон
193,Kuckuck::N,kakukk,гаккук
194,Schwan::N,hattyú,доныхъаз
195,Fisch::N,hal,кӕсаг
196,Barsch::N,sügér,окунь
197,Hecht::N,csuka,хихор кӕсаг
198,Schlange[Tier]::N,kígyó,калм
199,Wurm::N,kukac,зулкъ
200,Wurm::N,kukac,къуыдыргалм
201,Spinne::N,pók,хӕлуарӕг
202,Ameise::N,hangya,мæлдзыг
203,Laus::N,tetű,сыст
204,Mücke::N,szúnyog,къогъо
205,Fliege::N,légy,бындз
206,Schmetterling::N,lepke,гæлæбу
207,Schmetterling::N,pillangó,гæлæбу
208,Beere::N,bogyó,гагадыргъ
209,Apfel::N,alma,фӕткъуы
210,Pilz::N,gomba,зокъо
211,Pilz::N,gomba,къозо
212,Zwiebel::N,hagyma,хъӕдындз
213,Saat::N,vetőmag,тауинаг
214,Saat::N,vetőmag,мыггаг
215,Korn::N,mag,мыггаг
216,Korn::N,mag,тауинаг
217,Korn::N,szem,мыггаг
218,Korn::N,szem,тауинаг
219,Heu::N,széna,хос
220,Schale::N,héj,цъар
221,Grube::N,verem,урм
222,Grube::N,verem,къахт
223,Grube::N,verem,дзыхъхъ
224,Falle::N,csapda,цъысым
225,Falle::N,csapda,къӕппӕг
226,Schlinge::N,tőr,цасм
227,Spur::N,nyom,фæд
228,Asche::N,hamu,фӕнык
229,Asche::N,hamu,ӕртхутӕг
230,Dreck::N,sár,цъыф
231,Dreck::N,piszok,цъыф
232,Eisen::N,vas,ӕфсӕйнаг
233,Gold::N,arany,сыгъзӕрин
234,Silber::N,ezüst,ӕвзист
235,Kohle::N,szén,ӕвзалы
236,Glas::N,üveg,авг
237,Lehm::N,agyag,ӕлыг
238,Lehm::N,vályog,ӕлыг
239,Sand::N,homok,змис
240,Mensch::N,ember,лӕг
241,Mensch::N,ember,адӕймаг
242,Mensch::N,ember,удгоймаг
243,Mann::N,úr,лӕг
244,Mann::N,úr,нӕлгоймаг
245,Mann::N,férfi,лӕг
246,Mann::N,férfi,нӕлгоймаг
247,Frau::N,nő,сылгоймаг
248,Frau::N,asszony,сылгоймаг
249,Kind::N,gyerek,сывӕллон
250,Kind::N,gyermek,сывӕллон
251,Junge::N,fiú,лӕппу
252,Mädchen::N,lány,чызг
253,Familie::N,család,бинонтæ
254,Großvater::N,nagyapa,фыдыфыд
255,Großvater::N,nagyapa,мадыфыд
256,Großmutter::N,nagyanya,фыды мад
257,Großmutter::N,nagyanya,мады мад
258,Eltern::N,szülők,ныййарджытæ
259,Vater::N,apa,фыд
260,Vater::N,atya,фыд
261,Mutter::N,anya,мад
262,Sohn::N,fiú,фырт
263,Tochter::N,lány,чызг
264,Bruder::N,fivér,ӕфсымӕр
265,Bruder::N,testvér,ӕфсымӕр
266,Schwester::N,nővér,хо
267,Schwester::N,lánytestvér,хо
268,Onkel::N,nagybácsi,фыдыфсымӕр
269,Tante::N,nagynéni,мадыхо
270,Ehemann::N,férj,мой
271,Ehefrau::N,feleség,ус
272,Freude::N,öröm,цин
273,Freude::N,öröm,циндзинад
274,Gelächter::N,nevetés,худын
275,Gelächter::N,nevetés,худт
276,Gelächter::N,nevetés,худæг
277,Gelächter::N,hahotázás,худын
278,Gelächter::N,hahotázás,худт
279,Gelächter::N,hahotázás,худæг
280,Glück::N,boldogság,амонд
281,Kummer::N,bánat,хъыг
282,Wunsch::N,óhaj,бӕллиц
283,Lust::N,kedv,монц
284,Geist::N,elme,уд
285,Geist::N,szellem,уд
286,Gedanke::N,gondolat,хъуыды
287,Gedächtnis::N,emlékezet,мысæн
288,Gedächtnis::N,emlékezet,мысын
289,Gedächtnis::N,emlékezet,зæрдылдарын
290,Verstand::N,ész,зонд
291,Verstand::N,értelem,зонд
292,Sinn::N,értelem,нысаниуæг
293,Grund::N,ok,ӕфсон
294,Grund::N,alap,ӕфсон
295,Wahrheit::N,igaz,æцæг
296,Wahrheit::N,igazság,æцæг
297,Gespräch::N,beszélgetés,ныхас
298,Märchen::N,mese,аргъау
299,Erzählung::N,elbeszélés,радзырд
300,Nachricht::N,hír,уац
301,Nachricht::N,híradás,уац
302,Neuigkeit::N,újság,хабар
303,Name::N,név,ном
304,Rätsel::N,rejtvény,уыци-уыци
305,Rätsel::N,rejtvény,базон-базон
306,Rede::N,beszéd,раныхас
307,Rede::N,szónoklat,раныхас
308,Sprache::N,nyelv,ӕвзаг
309,Stimme::N,hang,хъӕлӕс
310,Wort::N,szó,дзырд
311,Zeichen::N,jel,нысан
312,Ruf::N,kiáltás,сидт
313,Lärm::N,zaj,уынæр
314,Laut::N,hang,зӕл
315,Laut::N,hang,мыр
316,Ton::N,hang,мыр
317,Lied::N,dal,зарӕг
318,Lied::N,ének,зарӕг
319,Ruhe::N,csend,æнцой
320,Ruhe::N,nyugalom,æнцой
321,Leute::N,emberek,адӕм
322,Volk::N,nép,адӕм
323,Arbeit::N,dolog,фӕллой
324,Gast::N,vendég,уазӕг
325,Geschenk::N,ajándék,хуын
326,Spiel::N,játék,хъазт
327,Gesellschaft::N,társaság,дзыллæ
328,Gesellschaft::N,társaság,æхсæнад
329,Hilfe::N,segítség,æххуыс
330,Hilfe::N,segítség,ахъаз
331,Freund::N,barát,лымӕн
332,Kamerad::N,társ,ӕмбал
333,Angelegenheit::N,ügy,хъуыддаг
334,Anzahl::N,szám,бӕрц
335,Art::N,faj,хуыз
336,Art::N,faj,хуызад
337,Art::N,fajta,хуыз
338,Art::N,fajta,хуызад
339,Stück::N,darab,кæрдих
340,Stück::N,darab,комдзаг
341,Teil::N,rész,хай
342,Hälfte::N,fél,æрдæг
343,Hälfte::N,fél,æмбис
344,Kreis::N,kör,зиллакк
345,Kreuz::N,kereszt,дзуар
346,Linie::N,vonal,хахх
347,Strich::N,vonás,хахх
348,Abstand::N,köz,æхсæнуат
349,Entfernung::N,távolság,дæрддзæг
350,Entfernung::N,távolság,дардцæг
351,Gegend::N,táj,ран
352,Gegend::N,vidék,ран
353,Platz::N,hely,бууат
354,Ort::N,hely,ран
355,Ort::N,hely,бынат
356,Seite::N,fél,фахс
357,Seite::N,oldal,фахс
358,Mitte::N,közép,астӕу
359,Gegenstand::N,tárgy,дзаума
360,Sache::N,dolog,дзаума
361,Rand::N,szél,кӕрон
362,Rand::N,perem,кӕрон
363,Rand::N,szegély,кӕрон
364,Kante::N,él,фӕрск
365,Ecke::N,sarok,тигъ
366,Ecke::N,sarok,фисын
367,Ecke::N,szöglet,тигъ
368,Ecke::N,szöglet,фисын
369,Spitze::N,csúcs,бырынкъ
370,Ende::N,vég,кӕрон
371,Loch::N,lyuk,хуынкъ
372,Winkel::N,szög,къуым
373,Muster::N,minta,нывæфтыд
374,Muster::N,minta,кæдзист
375,Größe::N,nagyság,ас
376,Länge::N,hossz,дӕргъ
377,Länge::N,hosszúság,дӕргъ
378,Höhe::N,magasság,бæрзонд
379,Höhe::N,magasság,бæрзæнд
380,Höhe::N,magasság,бæрзонддзинад
381,Gewicht::N,súly,уӕз
382,Menge::N,sokaság,бӕрц
383,Menge::N,mennyiség,бӕрц
384,Haufen::N,halom,кӕри
385,Reihe::N,sor,рӕнхъ
386,Boot::N,csónak,чема
387,Ruder::N,evező,къохар
388,Schlitten::N,szánkó,дзоныгъ
389,Ski::N,sí,къахдзоныгътæ
390,Ski::N,sí,лыжæтæ
391,Lagerfeuer::N,tábortűz,арт
392,Last::N,teher,уаргъ
393,Gang::N,járás,цыд
394,Schritt::N,lépés,санчъех
395,Schritt::N,lépés,къахдзӕф
396,Norden::N,észak,цæгат
397,Süden::N,dél,хуссар
398,Westen::N,nyugat,ныгуылæн
399,Osten::N,kelet,скæсæн
400,Holz::N,fa,хъӕдӕрмӕг
401,Brett::N,deszka,фæйнæг
402,Platte::N,lap,къӕй
403,Platte::N,lemez,къӕй
404,Stütze::N,támasz,быцæу
405,Stütze::N,támaszték,быцæу
406,Stange::N,rúd,хъил
407,Stange::N,pózna,хъил
408,Stock::N,pálca,лӕдзӕг
409,Stab::N,bot,хъил
410,Rohr::N,cső,хӕтӕл
411,Haus::N,ház,хӕдзар
412,Heim::N,otthon,къона
413,Ofen::N,kályha,пец
414,Fußboden::N,padló,астӕрд
415,Tisch::N,asztal,стъол
416,Stuhl::N,szék,бандон
417,Wiege::N,bölcső,авдæн
418,Bett::N,ágy,сынтӕг
419,Regal::N,polc,тӕрхӕг
420,Regal::N,polc,уӕлвӕйнӕг
421,Regal::N,állvány,тӕрхӕг
422,Regal::N,állvány,уӕлвӕйнӕг
423,Kiste::N,láda,асыкк
424,Fenster::N,ablak,рудзынг
425,Fenster::N,ablak,фæрссаг
426,Tür::N,ajtó,дуар
427,Tor::N,kapu,кулдуар
428,Zaun::N,kerítés,æмбонд
429,Zaun::N,kerítés,быру
430,Zaun::N,kerítés,гæрæн
431,Dach::N,tető,уӕлхӕдзар
432,Leiter::N,létra,асин
433,Besen::N,seprű,уисой
434,Spaten::N,ásó,бел
435,Schaufel::N,lapát,æвгæнæн
436,Schaufel::N,lapát,кæфой
437,Gabel::N,villa,вилкæ
438,Löffel::N,kanál,уидыг
439,Messer::N,kés,кард
440,Nagel::N,szeg,зӕгӕл
441,Netz::N,háló,хыз
442,Haken::N,kampó,хæдз
443,Haken::N,kampó,хæбырæгъ
444,Griff::N,nyél,фистон
445,Griff::N,fogantyú,фистон
446,Schloss::N,zár,гуыдыр
447,Bild::N,kép,ныв
448,Figur::N,alak,кæрдгæныв
449,Puppe::N,bábu,чындз
450,Beutel::N,zacskó,дзӕкъул
451,Bündel::N,köteg,баст
452,Tasche::N,táska,хызын
453,Tasche::N,táska,дзæкъул
454,Eimer::N,vödör,къæрта
455,Eimer::N,vödör,чъыбыла
456,Eimer::N,vödör,ведра
457,Deckel::N,fedő,сæр
458,Deckel::N,fedő,æмбæрзæн
459,Deckel::N,fedél,сæр
460,Deckel::N,fedél,æмбæрзæн
461,Geschirr::N,edény,мигæнæн
462,Geschirr::N,edény,мигæнæнтæ
463,Sack::N,zsák,голлаг
464,Tasse::N,csésze,пиала
465,Tasse::N,csésze,къус
466,Topf::N,fazék,аг
467,Topf::N,fazék,чысыл аг
468,Kessel::N,üst,аг
469,Kessel::N,bogrács,аг
470,Essen::N,evés,хӕрд
471,Essen::N,étkezés,хӕрд
472,Nahrung::N,ennivaló,хойраг
473,Speise::N,étel,хӕринаг
474,Fleisch::N,hús,дзидза
475,Fleisch::N,hús,фыдызгъӕл
476,Getreide::N,gabona,халсар
477,Brei::N,pép,кас
478,Brei::N,kása,кас
479,Brot::N,kenyér,дзул
480,Scheibe::N,szelet,къӕбӕр
481,Fett::N,háj,сой
482,Fett::N,zsír,сой
483,Butter::N,vaj,нӕлхӕ
484,Öl::N,olaj,зети
485,Salz::N,só,цӕхх
486,Suppe::N,leves,бас
487,Honig::N,méz,мыд
488,Milch::N,tej,ӕхсыр
489,Tee::N,tea,цай
490,Leder::N,bőr,мæскуы
491,Wolle::N,gyapjú,фӕсмын
492,Stoff::N,szövet,хъуымац
493,Nadel::N,tű,судзин
494,Faden::N,fonál,ӕндах
495,Knopf::N,gomb,цӕппӕр
496,Knoten::N,csomó,ӕлхынцъ
497,Farbe::N,szín,ахорæн
498,Farbe::N,festék,ахорæн
499,Kleidung::N,ruha,дарӕс
500,Kleidung::N,ruházat,дарӕс
501,Hemd::N,ing,хӕдон
502,Kragen::N,gallér,æфцæггот
503,Ärmel::N,ujj,дыс
504,Hose::N,gatya,хæлаф
505,Hose::N,gatya,æддаг хæлаф
506,Hose::N,gatya,салбар
507,Hose::N,nadrág,хæлаф
508,Hose::N,nadrág,æддаг хæлаф
509,Hose::N,nadrág,салбар
510,Gürtel::N,öv,рон
511,Mütze::N,sapka,худ
512,Schuh::N,cipő,басмахъ
513,Stiefel::N,csizma,цырыхъхъ
514,Ring::N,gyűrű,къухдарӕн
515,Band::N,szalag,лент
516,Kamm::N,fésű,сӕрвасӕн
517,Spiegel::N,tükör,айдæн
518,Spiegel::N,tükör,кæсæн
519,Riemen::N,szíj,гӕрз
520,Schnur::N,zsinór,бӕндӕн
521,Leine::N,póráz,
522,Decke::N,takaró,хъӕццул
523,Kissen::N,párna,баз
524,Tuch::N,kendő,кæлмæрзæн
525,Tuch::N,kendő,кæрдæн
526,Handtuch::N,törülköző,хисæрфæн
527,Kraft::N,erő,тых
528,Kraft::N,erő,хъомыс
529,Stärke::N,erő,тых
530,Stärke::N,erő,æхсар
531,Stärke::N,erősség,тых
532,Stärke::N,erősség,æхсар
533,Gesundheit::N,egészség,æнæниздзинад
534,Krankheit::N,kór,низ
535,Krankheit::N,kór,рын
536,Krankheit::N,betegség,низ
537,Krankheit::N,betegség,рын
538,Schmerz::N,fájdalom,рис
539,Wunde::N,seb,цӕф
540,Fieber::N,láz,ризӕг
541,Fieber::N,láz,тӕфсӕг
542,Arznei::N,orvosság,хос
543,Arznei::N,gyógyszer,хос
544,Brücke::N,híd,хид
545,Brunnen::N,kút,цъай
546,Weide::N,legelő,хизæн
547,Weide::N,legelő,хизæнуат
548,Weide::N,legelő,сæрвæт
549,Pfad::N,ösvény,къахвæндаг
550,Pfad::N,ösvény,къахвæд
551,Weg::N,út,фӕндаг
552,Straße::N,út,фӕндаг
553,Dorf::N,falu,хъӕу
554,Stadt::N,város,сахар
555,Brief::N,levél,фыстӕг
556,Buch::N,könyv,чиныг
557,Buchstabe::N,betű,дамгъӕ
558,Zeitung::N,újság,газет
559,Zeitung::N,hírlap,газет
560,Leben::N,élet,цард
561,Leben::N,élet,цӕрӕнбон
562,Tod::N,halál,мæлæт
563,Tod::N,halál,адзал
564,Grab::N,sír,ингӕн
565,Kirche::N,templom,аргъуан
566,Sünde::N,bűn,тæригъæд
567,Sünde::N,vétek,тæригъæд
568,Gott::N,isten,хуыцау
569,Arbeiter::N,munkás,кусæг
570,Chef::N,főnök,ӕмцег
571,Meister::N,mester,мастер
572,Meister::N,mester,дæсны
573,Arzt::N,orvos,хосгæнæг
574,Arzt::N,orvos,дохтыр
575,Lehrer::N,tanár,ахуыргæнæг
576,Lehrer::N,tanító,ахуыргæнæг
577,Geld::N,pénz,ӕхца
578,Geschäft::N,üzlet,бизнес
579,Geschäft::N,üzlet,хъуыддаг
580,Laden::N,bolt,дукани
581,Preis::N,ár,аргъ
582,Ware::N,áru,базайраг
583,Nutzen::N,haszon,пайда
584,Reichtum::N,gazdagság,хъæздыгдзинад
585,Reichtum::N,gazdagság,исбон
586,Reichtum::N,gazdagság,мулк
587,Welt::N,világ,дуне
588,Land::N,ország,бӕстӕ
589,Staat::N,állam,паддзахад
590,König::N,király,къарол
591,Macht::N,hatalom,хицаудзинад
592,Grenze::N,határ,арӕн
593,Krieg::N,háború,хӕст
594,Feind::N,ellenség,знаг
595,Feind::N,ellenség,фыдгул
596,Feind::N,ellenség,фыдзæрдæ
597,Feind::N,ellenség,сон
598,Gewalt::N,erőszak,тыхми
599,Gewalt::N,erőszak,тыхдзинад
600,Kampf::N,harc,хæст
601,Kampf::N,harc,хъæбысæйхæст
602,Kampf::N,harc,тох
603,Bogen[Waffe]::N,íj,ӕрдын
604,Pfeil::N,nyíl,фат
605,Gewehr::N,puska,топп
606,Gewehr::N,fegyver,топп
607,Fehler::N,hiba,рӕдыд
608,Lüge::N,hazugság,мӕнг
609,Lüge::N,hazugság,гӕдыдзинад
610,Schaden::N,kár,зиан
611,Unglück::N,csapás,бæллæх
612,Unglück::N,balszerencse,бæллæх
613,Schuld::N,bűn,азым
614,Alter::N,kor,кар
615,Schluss::N,vég,кæрон
616,Schluss::N,befejezés,кæрон
617,Zeit::N,idő,рӕстӕг
618,Tag::N,nap,бон
619,Morgen::N,reggel,райсом
620,Mittag::N,dél,æмбисбон
621,Abend::N,este,изӕр
622,Nacht::N,éj,ӕхсӕв
623,Nacht::N,éjszaka,ӕхсӕв
624,Woche::N,hét,къуыри
625,Monat::N,hó,мӕй
626,Monat::N,hónap,мӕй
627,Jahr::N,év,аз
628,Jahr::N,év,афӕдз
629,Frühling::N,tavasz,уалдзæг
630,Sommer::N,nyár,сӕрд
631,Herbst::N,ősz,фæззæг
632,Winter::N,tél,зымӕг
633,Januar::N,január,январь
634,Februar::N,február,февраль
635,März::N,március,мартъи
636,April::N,április,апрель
637,Mai::N,május,май
638,Juni::N,június,июнь
639,Juli::N,július,июль
640,August::N,augusztus,август
641,September::N,szeptember,сентябрь
642,Oktober::N,október,октябрь
643,November::N,november,ноябрь
644,Dezember::N,december,декабрь
645,Montag::N,hétfő,къуырисæр
646,Dienstag::N,kedd,дыццæг
647,Mittwoch::N,szerda,æртыццæг
648,Donnerstag::N,csütörtök,цыппæрæм
649,Freitag::N,péntek,майрæмбон
650,Samstag::N,szombat,сабат
651,Sonntag::N,vasárnap,хуыцаубон
652,groß::A,nagy,дынджыр
653,klein::A,pici,гыццыл
654,klein::A,kicsi,гыццыл
655,lang::A,hosszú,даргъ
656,kurz::A,rövid,цыбыр
657,breit::A,széles,фӕтӕн
658,schmal::A,keskeny,нарӕг
659,schmal::A,keskeny,уынгӕг
660,dicht::A,sűrű,бæзджын
661,dicht::A,sűrű,тар
662,dick[Gegenstand]::A,vastag,сӕвджын
663,dünn::A,vékony,тæнæг
664,fein::A,vékony,лыстӕг
665,fest::A,szilárd,фидар
666,fest::A,szilárd,хъӕддых
667,flach::A,sík,тъӕпӕн
668,flach::A,lapos,тъӕпӕн
669,glatt::A,sima,лӕгъз
670,hart::A,kemény,хъӕбӕр
671,weich::A,puha,фӕлмӕн
672,rund::A,kerek,тымбыл
673,spitz::A,hegyes,цыргъбырынкъ
674,spitz::A,hegyes,цыргъфындз
675,scharf::A,éles,цыргъ
676,stumpf::A,tompa,къуымых
677,stumpf::A,életlen,къуымых
678,schwer::A,nehéz,уӕззау
679,schwer::A,súlyos,уӕззау
680,schön::A,szép,аив
681,schön::A,szép,рӕсугъд
682,heiß::A,forró,тӕвд
683,warm::A,meleg,хъарм
684,kalt::A,hideg,уазал
685,kühl::A,hűs,сатæг
686,kühl::A,hűs,уазалгомау
687,kühl::A,hűvös,сатæг
688,kühl::A,hűvös,уазалгомау
689,frisch::A,üde,сатæг
690,frisch::A,friss,сатæг
691,feucht::A,nedves,уымӕл
692,nass::A,vizes,хуылыдз
693,trocken::A,száraz,хус
694,voll::A,telt,дзаг
695,voll::A,telt,йедзаг 
696,leer::A,üres,афтид
697,offen::A,nyílt,гом
698,offen::A,nyitott,гом
699,geschlossen::A,zárt,æхгæд
700,geschlossen::A,csukott,æхгæд
701,sauber::A,tiszta,сыгъдæг
702,schmutzig::A,piszkos,чъиллон
703,schmutzig::A,szennyes,чъиллон
704,roh::A,nyers,хом
705,reif::A,érett,рӕгъӕд
706,lecker::A,finom,хӕрзад
707,süß::A,édes,адджын
708,bitter::A,keserű,судзаг
709,sauer::A,savanyú,туаг
710,hell::A,világos,рухс
711,dunkel::A,sötét,талынг
712,schwarz::A,fekete,сау
713,weiß::A,fehér,урс
714,rot::A,vörös,сырх
715,gelb::A,sárga,бур
716,blau::A,kék,цъӕх
717,grün::A,zöld,цъӕх
718,grün::A,zöld,кӕрдӕгхуыз
719,grau::A,ősz,цъӕх
720,grau::A,ősz,фӕныкхуыз
721,grau::A,szürke,цъӕх
722,grau::A,szürke,фӕныкхуыз
723,bunt::A,tarka,хъулон
724,bunt::A,tarka,гæрæм
725,bunt::A,színes,хъулон
726,bunt::A,színes,гæрæм
727,billig::A,olcsó,аслам
728,teuer::A,drága,зынаргъ
729,wertvoll::A,értékes,зынаргъ
730,blind::A,vak,куырм
731,taub::A,süket,къуырма
732,kräftig::A,erős,домбай
733,kräftig::A,erős,тыхджын
734,stark::A,erős,тыхджын
735,schwach::A,gyenge,ӕнӕбон
736,schwach::A,erőtlen,ӕнӕбон
737,fett::A,hájas,нард
738,schlank::A,karcsú,гуырвидыц
739,schlank::A,karcsú,хæрзконд
740,schlank::A,karcsú,рæхснæг
741,schlank::A,karcsú,сагамад
742,hübsch::A,csinos,аив
743,hübsch::A,csinos,рӕсугъд
744,böse::A,rossz,фыдзӕрдӕ
745,böse::A,gonosz,фыдзӕрдӕ
746,dumm::A,buta,ӕдылы
747,dumm::A,ostoba,ӕдылы
748,faul::A,lusta,зивӕг
749,faul::A,lusta,зивӕггӕнаг
750,fleißig::A,szorgalmas,æнæзивæг
751,fleißig::A,szorgalmas,æнувыд
752,geizig::A,fukar,чъынды
753,geizig::A,fukar,æлгъин
754,geizig::A,fukar,мæрддзæст
755,geizig::A,fösvény,чъынды
756,geizig::A,fösvény,æлгъин
757,geizig::A,fösvény,мæрддзæст
758,klug::A,okos,зондджын
759,klug::A,eszes,зондджын
760,geschickt::A,ügyes,хӕрзарӕхст
761,lieb::A,drága,уарзон
762,lieb::A,kedves,уарзон
763,lustig::A,víg,хъӕлдзӕг
764,lustig::A,vidám,хъӕлдзӕг
