,Concept_ID,he,es
384,Tor::N,שער,puerta
385,Zaun::N,גדר,valla
386,Zaun::N,גדר,cercado
387,Dach::N,גג,techo
388,Dach::N,גג,tejado
389,Leiter::N,סלם,escalera
390,Besen::N,מטאטא,escoba
391,Spaten::N,את,pala
392,Schaufel::N,את,pala
393,Schaufel::N,את,paleta
394,Gabel::N,מזלג,tenedor
395,Löffel::N,כף,cuchara
396,Messer::N,סכין,cuchillo
397,Nagel::N,מסמר,clavo
398,Netz::N,רשת,red
399,Haken::N,וו,gancho
400,Haken::N,וו,corchete
401,Haken::N,קרס,gancho
402,Haken::N,קרס,corchete
403,Griff::N,ידית,asa
404,Griff::N,ידית,mango
405,Schloss::N,מנעול,cerradura
406,Bild::N,תמונה,imagen
407,Figur::N,פסל,figura
408,Puppe::N,בבה,muñeca
409,Beutel::N,שק,bolsa
410,Bündel::N,צרור,haz
411,Tasche::N,שקית,bolso
412,Eimer::N,דלי,cubo
413,Deckel::N,מכסה,tapa
414,Deckel::N,מכסה,tapadera
415,Geschirr::N,כלים,vajilla
416,Sack::N,שק,saco
417,Tasse::N,ספל,taza
418,Topf::N,סיר,olla
419,Topf::N,סיר,marmita
420,Kessel::N,קנקן,caldera
421,Essen::N,אכל,comida
422,Essen::N,ארוחה,comida
423,Nahrung::N,הזנה,alimento
424,Nahrung::N,תזונה,alimento
425,Speise::N,מאכל,plato
426,Speise::N,ארוחה,plato
427,Fleisch::N,בשר,carne
428,Getreide::N,דגן,cereales
429,Brei::N,מחית,puré
430,Brei::N,מחית,papilla
431,Brot::N,לחם,pan
432,Scheibe::N,עגול,lonja
433,Scheibe::N,עגול,rebanada
434,Scheibe::N,פרוסה,lonja
435,Scheibe::N,פרוסה,rebanada
436,Fett::N,שמן,grasa
437,Butter::N,חמאה,mantequilla
438,Öl::N,שמן,aceite
439,Salz::N,מלח,sal
440,Suppe::N,מרק,sopa
441,Honig::N,דבש,miel
442,Milch::N,חלב,leche
443,Tee::N,תה,té
444,Leder::N,עור,cuero
445,Wolle::N,צמר,lana
446,Stoff::N,בד,tela
447,Stoff::N,בד,tejido
448,Stoff::N,אריג,tela
449,Stoff::N,אריג,tejido
450,Nadel::N,מחט,aguja
451,Faden::N,חוט,hilo
452,Knopf::N,כפתור,botón
453,Knoten::N,קשר,nudo
454,Farbe::N,צבע,pintura
455,Kleidung::N,בגדים,ropa
456,Kleidung::N,בגדים,vestidos
457,Hemd::N,חלצה,camisa
458,Kragen::N,צוארון,cuello
459,Ärmel::N,שרוול,manga
460,Hose::N,מכנסים,pantalón
461,Gürtel::N,חגורה,cinturón
462,Mütze::N,כובע,gorro
463,Schuh::N,נעל,zapato
464,Stiefel::N,מגף,bota
465,Ring::N,טבעת,anillo
466,Band::N,סרט,cinta
467,Kamm::N,מסרק,peine
468,Spiegel::N,מראה,espejo
469,Riemen::N,רצועה,correa
470,Schnur::N,חבל,cuerda
471,Leine::N,מושכות,correa
472,Decke::N,שמיכה,manta
473,Kissen::N,כרית,almohada
474,Tuch::N,צעיף,pañuelo
475,Handtuch::N,מגבת,toalla
476,Kraft::N,כוח,fuerza
477,Stärke::N,און,fuerza
478,Gesundheit::N,בריאות,salud
479,Krankheit::N,מחלה,enfermedad
480,Schmerz::N,כאב,dolor
481,Wunde::N,פציעה,llaga
482,Wunde::N,פציעה,herida
483,Fieber::N,חם,fiebre
484,Arznei::N,תרופה,medicina
485,Arznei::N,תרופה,medicamento
486,Brücke::N,גשר,puente
487,Brunnen::N,באר,pozo
488,Weide::N,אחו,pasto
489,Weide::N,מרעה,pasto
490,Pfad::N,שביל,sendero
491,Pfad::N,מדרכה,sendero
492,Weg::N,דרך,camino
493,Straße::N,כביש,vía
494,Straße::N,כביש,carretera
495,Dorf::N,כפר,aldea
496,Dorf::N,כפר,pueblo
497,Stadt::N,עיר,ciudad
498,Brief::N,מכתב,carta
499,Buch::N,ספר,libro
500,Buchstabe::N,אות,letra
501,Buchstabe::N,אות,carácter
502,Zeitung::N,עתון,diario
503,Zeitung::N,עתון,periódico
504,Leben::N,חיים,vida
505,Tod::N,מות,muerte
506,Grab::N,קבר,tumba
507,Grab::N,קבר,sepulcro
508,Kirche::N,כנסיה,iglesia
509,Sünde::N,חטא,pecado
510,Gott::N,אל,dios
511,Arbeiter::N,פועל,obrero
512,Arbeiter::N,פועל,trabajador
513,Chef::N,ראש,jefe
514,Chef::N,מנהל,jefe
515,Meister::N,ממחה,maestro
516,Arzt::N,רופא,médico
517,Lehrer::N,מורה,profesor
518,Geld::N,כסף,dinero
519,Geschäft::N,עסקה,negocio
520,Laden::N,חנות,tienda
521,Preis::N,מחיר,precio
522,Ware::N,סחורה,mercancía
523,Nutzen::N,תועלת,provecho
524,Reichtum::N,עשר,riqueza
525,Welt::N,עולם,mundo
526,Land::N,ארץ,país
527,Staat::N,מדינה,Estado
528,König::N,מלך,rey
529,Macht::N,כוח,poder
530,Macht::N,כוח,potencia
531,Grenze::N,גבול,frontera
532,Krieg::N,מלחמה,guerra
533,Feind::N,אויב,enemigo
534,Gewalt::N,אלימות,violencia
535,Kampf::N,קרב,lucha
536,Kampf::N,קרב,combate
537,Kampf::N,לחימה,lucha
538,Kampf::N,לחימה,combate
539,Bogen[Waffe]::N,קשת,arco
540,Pfeil::N,חץ,flecha
541,Gewehr::N,רובה,fusil
542,Gewehr::N,רובה,escopeta
543,Fehler::N,טעות,error
544,Lüge::N,שקר,mentira
545,Schaden::N,נזק,daño
546,Unglück::N,מזל רע,desgracia
547,Schuld::N,אשמה,culpa
548,Alter::N,גיל,edad
549,Schluss::N,סיום,fin
550,Schluss::N,סיום,final
551,Zeit::N,זמן,tiempo
552,Tag::N,יום,día
553,Morgen::N,בקר,mañana
554,Mittag::N,צהרים,mediodía
555,Abend::N,ערב,noche
556,Nacht::N,לילה,noche
557,Woche::N,שבוע,semana
558,Monat::N,חדש,mes
559,Jahr::N,שנה,año
560,Frühling::N,אביב,primavera
561,Sommer::N,קיץ,verano
562,Herbst::N,סתו,otoño
563,Winter::N,חרף,invierno
564,Januar::N,ינואר,enero
565,Februar::N,פברואר,febrero
566,März::N,מרץ,marzo
567,April::N,אפריל,abril
568,Mai::N,מאי,mayo
569,Juni::N,יוני,junio
570,Juli::N,יולי,julio
571,August::N,אוגוסט,agosto
572,September::N,ספטמבר,septiembre
573,Oktober::N,אוקטובר,octubre
574,November::N,נובמבר,noviembre
575,Dezember::N,דצמבר,diciembre
576,Montag::N,יום שני,lunes
577,Dienstag::N,יום שלישי,martes
578,Mittwoch::N,יום רביעי,miércoles
579,Donnerstag::N,יום חמישי,jueves
580,Freitag::N,יום ששי,viernes
581,Samstag::N,יום שבת,sábado
582,Sonntag::N,יום ראשון,domingo
583,groß::A,גדול,grande
584,klein::A,קטן,pequeño
585,lang::A,ארך,largo
586,kurz::A,קצר,corto
587,breit::A,רחב,ancho
588,schmal::A,צר,estrecho
589,dicht::A,צפוף,denso
590,dick[Gegenstand]::A,עבה,grueso
591,dünn::A,דק,fino
592,dünn::A,דק,delgado
593,fein::A,מעדן,fino
594,fein::A,מעדן,delicado
595,fest::A,מוצק,firme
596,fest::A,מוצק,sólido
597,flach::A,שטוח,plano
598,glatt::A,חלק,liso
599,hart::A,קשיח,duro
600,weich::A,רך,muelle
601,rund::A,עגל,redondo
602,spitz::A,חד,agudo
603,spitz::A,חד,apuntado
604,scharf::A,חד,agudo
605,scharf::A,חד,afilado
606,stumpf::A,קהה,sin filo
607,schwer::A,כבד,pesado
608,schön::A,יפה,bello
609,schön::A,יפה,hermoso
610,heiß::A,חם,caluroso
611,warm::A,חם,cálido
612,warm::A,חם,caliente
613,kalt::A,קר,frío
614,kühl::A,צונן,fresco
615,frisch::A,טרי,fresco
616,feucht::A,לח,húmedo
617,nass::A,רטוב,mojado
618,trocken::A,יבש,seco
619,voll::A,מלא,lleno
620,leer::A,ריק,vacío
621,offen::A,פתוח,abierto
622,geschlossen::A,סגור,cerrado
623,sauber::A,נקי,limpio
624,schmutzig::A,מלכלך,sucio
625,roh::A,חי,crudo
626,reif::A,בשל,maduro
627,lecker::A,טעים,rico
628,lecker::A,טעים,sabroso
629,süß::A,מתוק,dulce
630,bitter::A,מר,amargo
631,sauer::A,חמוץ,agrio
632,hell::A,בהיר,claro
633,dunkel::A,עמום,oscuro
634,schwarz::A,שחר,negro
635,weiß::A,לבן,blanco
636,rot::A,אדם,rojo
637,gelb::A,צהב,amarillo
638,blau::A,כחל,azul
639,grün::A,ירק,verde
640,grau::A,אפר,gris
641,bunt::A,צבעוני,multicolor
642,billig::A,זול,barato
643,teuer::A,יקר,caro
644,wertvoll::A,יקר ערך,valioso
645,wertvoll::A,יקר ערך,precioso
646,blind::A,עור,ciego
647,taub::A,חרש,sordo
648,kräftig::A,חסן,fuerte
649,stark::A,חזק,fuerte
650,stark::A,חזק,vigoroso
651,schwach::A,חלש,débil
652,fett::A,שמן,obeso
653,schlank::A,רזה,esbelto
654,hübsch::A,יפה תאר,mono
655,hübsch::A,יפה תאר,guapo
656,böse::A,רשע,malo
657,dumm::A,טפש,tonto
658,dumm::A,טפש,estúpido
659,faul::A,עצלן,vago
660,faul::A,עצלן,perezoso
661,fleißig::A,חרוץ,aplicado
662,fleißig::A,חרוץ,diligente
663,geizig::A,קמצן,avaro
664,klug::A,נבון,sensato
665,klug::A,נבון,inteligente
666,klug::A,פקח,sensato
667,klug::A,פקח,inteligente
668,geschickt::A,מימן,hábil
669,lieb::A,יקר,querido
670,lieb::A,אהוב,querido
671,lustig::A,עליז,alegre
672,sanft::A,עדין,suave
673,hungrig::A,רעב,hambriento
674,krank::A,חולה,enfermo
675,nackt::A,ערום,desnudo
676,traurig::A,עצוב,triste
677,lebendig::A,חי,vivo
678,lebendig::A,חי,viviente
679,gut::A,טוב,bueno
680,schlecht::A,גרוע,malo
681,richtig::A,נכון,justo
682,richtig::A,נכון,correcto
683,schlimm::A,רע,malo
684,schlimm::A,רע,grave
685,wahr::A,אמתי,verídico
686,wahr::A,אמתי,verdadero
687,alt::A,ישן,viejo
688,neu::A,חדש,nuevo
689,ehemalig::A,לשעבר,antiguo
690,alt[Lebewesen]::A,זקן,viejo
691,jung::A,צעיר,joven
692,arm::A,עני,pobre
693,reich::A,עשיר,rico
694,bekannt::A,ידוע,conocido
695,berühmt::A,מפרסם,famoso
696,berühmt::A,מפרסם,célebre
697,fremd::A,זר,extraño
698,verschieden::A,שונה,diverso
699,verschieden::A,שונה,distinto
700,verschieden::A,שונה,diferente
701,nah::A,קרוב,cercano
702,fern::A,רחוק,lejano
703,linker::A,שמאלי,izquierdo
704,rechter::A,ימין,derecho
705,anderer::A,אחר,otro
706,erster::A,ראשון,primero
707,zweiter::A,שני,segundo
708,dritter::A,שלישי,tercero
709,letzter::A,אחרון,último
710,allein::ADV,לבד,a solo
711,auf einmal::ADV,בו-זמנית,de una vez
712,zusammen::ADV,ביחד,juntos
713,lange::ADV,הרבה זמן,mucho tiempo
714,plötzlich::ADV,לפתע,de repente
715,plötzlich::ADV,פתאום,de repente
716,sofort::ADV,מיד,en seguida
717,später::ADV,לאחר זמן,más tarde
718,später::ADV,יותר מאחר,más tarde
719,jetzt::ADV,עכשיו,ahora
720,heute::ADV,היום,hoy
721,morgen::ADV,מחר,mañana
722,bald::ADV,בקרוב,pronto
723,bald::ADV,בקרוב,en breve
724,dann::ADV,אחר-כך,luego
725,dann::ADV,אחר-כך,entonces
726,gestern::ADV,אתמול,ayer
727,einst::ADV,לפנים,antaño
728,damals::ADV,אז,entonces
729,danach::ADV,אחר-כך,después
730,vorher::ADV,לפני זה,antes
731,zuerst::ADV,קדם,primero
732,einmal::ADV,פעם,una vez
733,manchmal::ADV,לפעמים,a veces
734,oft::ADV,לעתים קרובות,a menudo
735,oft::ADV,לעתים קרובות,con frecuencia
736,immer::ADV,תמיד,siempre
737,niemals::ADV,אף פעם,jamás
738,hier::ADV,כאן,aquí
739,hierhin::ADV,פה,acá
740,von hier::ADV,מפה,desde aquí
741,dort::ADV,שם,ahí
742,dort::ADV,שם,allí
743,dorthin::ADV,שם,allí
744,dorthin::ADV,שם,hacia allí
745,geradeaus::ADV,ישר,todo derecho
746,vorwärts::ADV,קדימה,adelante
747,rückwärts::ADV,לאחור,hacia atrás
748,zurück::ADV,בחזרה,atrás
749,zurück::ADV,אחורנית,atrás
750,unten::ADV,למטה,abajo
751,hinab::ADV,למטה,hacia abajo
752,oben::ADV,מעל,arriba
753,oben::ADV,למעלה,arriba
754,hinauf::ADV,למעלה,hacia arriba
755,überall::ADV,בכל מקום,por todas partes
756,nicht::ADV,לא,no
757,ein wenig::ADV,קצת,un poco
758,kaum::ADV,בקשי,apenas
759,sehr::ADV,מאוד,muy
760,sehr::ADV,מאוד,mucho
761,so::ADV,כך,tan
762,so::ADV,ככה,tan
763,noch::ADV,עוד,aún
764,noch::ADV,עוד,todavía
765,noch::ADV,עדין,aún
766,noch::ADV,עדין,todavía
767,nur::ADV,רק,solamente
768,schon::ADV,כבר,ya
769,wieder::ADV,שוב,de nuevo
770,vergebens::ADV,לריק,en vano
771,vergebens::ADV,לשוא,en vano
772,vor::PRP,מול,antes de
773,vor::PRP,מול,delante de
774,hinter::PRP,מאחורי,tras
775,hinter::PRP,מאחורי,detrás de
776,unter::PRP,מתחת,bajo
777,unter::PRP,מתחת,debajo de
778,durch::PRP,דרך,por
779,durch::PRP,דרך,a través de
780,neben::PRP,ליד,al lado de
781,neben::PRP,על-יד,al lado de
782,zwischen::PRP,בין,entre
783,wegen::PRP,בשל,por
784,wegen::PRP,בשל,a causa de
785,wegen::PRP,בגלל,por
786,wegen::PRP,בגלל,a causa de
787,dies::PRN,זה,esto
788,das::PRN,זה,eso
789,das::PRN,זה,esto
790,alles::PRN,הכל,todo
791,ich::PRN,אני,yo
792,du::PRN,את,tú
793,du::PRN,אתה,tú
794,er::PRN,הוא,él
795,wir::PRN,אנחנו,nosotros
796,ihr::PRN,לה,vosotros
797,sie::PRN,הם,ellos
798,was::FPRN,מה,qué
799,wer::FPRN,מי,quién
800,wo::FADV,איפה,dónde
801,wohin::FADV,לאן,adónde
802,wohin::FADV,לאן,hacia dónde
803,wie::FADV,איך,cómo
804,warum::FADV,למה,por qué
805,wieviel::FNUM,כמה,cuánto
806,eins::NUM,אחד,uno
807,zwei::NUM,שתים,dos
808,drei::NUM,שלושה,tres
809,vier::NUM,ארבעה,cuatro
810,fünf::NUM,חמשה,cinco
811,sechs::NUM,ששה,seis
812,sieben::NUM,שבעה,siete
813,acht::NUM,שמונה,ocho
814,neun::NUM,תשעה,nueve
815,zehn::NUM,עשרה,diez
816,elf::NUM,אחת עשרה,once
817,zwölf::NUM,שתים עשרה,doce
818,zwanzig::NUM,עשרים,veinte
819,dreißig::NUM,שלושים,treinta
