,Concept_ID,it,ro
1601,rechnen::V,calcolare,calcula
1602,lesen::V,lèggere,citi
1603,malen::V,dipìngere,picta
1604,zeichnen::V,disegnare,desena
1605,schreiben::V,scrìvere,scrie
1606,besitzen::V,possedere,avea
1607,besitzen::V,possedere,poseda
1608,kaufen::V,comprare,cumpăra
1609,kaufen::V,acquistare,cumpăra
1610,verkaufen::V,vendere,vinde
1611,bezahlen::V,pagare,plăti
1612,bezahlen::V,pagare,achita
1613,zahlen::V,pagare,plăti
1614,beherrschen::V,dominare,stăpâni
1615,ertragen::V,sopportare,răbda
1616,ertragen::V,sopportare,suporta
