,Concept_ID,myv,mn
116,Sumpf::N,чей,балчиг
117,Moor::N,чей,хүлрийн намаг
118,Wiese::N,луга,нуга
119,Wald::N,вирь,ой
120,Hügel::N,губорь,болдог
121,Hügel::N,пандыне,болдог
122,Anhöhe::N,губорь,гүвээ
123,Anhöhe::N,пандыне,гүвээ
124,Berg::N,пандо,уул
125,Gipfel::N,пря,орой
126,Gipfel::N,пря,оргил
127,Höhle::N,пещера,агуй
128,Abhang::N,пандочама,хүр
129,Quelle::N,ушодкс,булаг
130,Bach::N,чудикерькс,горхи
131,Fluss::N,лей,гол
132,Fluss::N,лей,мөрөн
133,Ufer::N,чире,эрэг
134,Küste::N,лейчире,эрэг
135,Festland::N,мода,хуурай газар
136,Meer::N,моря,далай
137,Meer::N,моря,тэнгис
138,Bucht::N,усия,булан
139,Bucht::N,усия,далайн тохой
140,Insel::N,усия,арал
141,Blume::N,цеця,цэцэг
142,Gras::N,тикше,өвс
143,Gras::N,тикше,ногоо
144,Wurzel::N,юр,үндэс
145,Wurzel::N,ундокс,үндэс
146,Baum::N,чувто,мод
147,Stamm::N,рунго,иш
148,Stamm::N,рунго,гуалин
149,Rinde::N,суд,холтос
150,Rinde::N,керь,холтос
151,Ast::N,морго,гишүү
152,Zweig::N,тарад,салаа
153,Blatt::N,лопа,навч
154,Birke::N,килей,хус
155,Kiefer[Baum]::N,пиче,нарс
156,Weide[Baum]::N,каль,уд
157,Weide[Baum]::N,каль,бургас
158,Tanne::N,куз,гачуур
159,Horn::N,сюро,эвэр
160,Feder::N,толга,өд
161,Fell::N,пона,арьс
162,Flügel::N,сёлмо,жигүүр
163,Flügel::N,сёлмо,далавч
164,Klaue::N,кенже,савар
165,Klaue::N,кенже,хумс
166,Kralle::N,кенже,савар
167,Schwanz::N,пуло,сүүл
168,Ei::N,ал,өндөг
169,Nest::N,пизэ,үүр
170,Bau::N,варя,нүх
171,Bau::N,варя,элүү
172,Bau::N,пизе,нүх
173,Bau::N,пизе,элүү
174,Tier::N,ракша,амьтан
175,Tier::N,ракша,адгуус
176,Herde::N,стада,сүрэг
177,Kuh::N,скал,үнээ
178,Bulle::N,бука,бух
179,Pferd::N,лишме,морь
180,Pferd::N,лишме,адуу
181,Schaf::N,реве,хонь
182,Schwein::N,туво,гахай
183,Hund::N,пине,нохой
184,Hund::N,киска,нохой
185,Katze::N,псака,муур
186,Katze::N,псака,мигуй
187,Bär::N,овто,баавгай
188,Eichhörnchen::N,ур,хэрэм
189,Elch::N,сярдо,хандгай
190,Fuchs::N,ривезь,үнэг
191,Hase::N,нумоло,туулай
192,Maus::N,чеерь,хулгана
193,Wolf::N,верьгиз,чоно
194,Vogel::N,нармунь,шувуу
195,Schwarm::N,полк,сүрэг
196,Schwarm::N,стада,сүрэг
197,Huhn::N,сараз,тахиа
198,Hahn::N,атякш,эр тахиа
199,Gans::N,гала,галуу
200,Gans::N,мацей,галуу
201,Adler::N,куцькан,бүргэд
202,Adler::N,тумоатякш,бүргэд
203,Ente::N,яксярго,нугас
204,Eule::N,корж,ууль
205,Kranich::N,карго,тогоруу
206,Krähe::N,варака,хэрээ
207,Kuckuck::N,куко,хөхөө
208,Schwan::N,локсей,хун
209,Fisch::N,кал,загас
210,Barsch::N,окунь,алгана
211,Hecht::N,щука,цурхай
212,Schlange[Tier]::N,гуй,могой
213,Wurm::N,сукс,өт
214,Wurm::N,сукс,хорхой
215,Spinne::N,шанжав,аалз
216,Ameise::N,коткудав,шоргоолж
217,Laus::N,сий,бөөс
218,Mücke::N,сеське,шумуул
219,Fliege::N,карво,ялаа
220,Schmetterling::N,нимиляв,эрвээхэй
221,Beere::N,умарь,жимсгэнэ
222,Apfel::N,умарь,алим
223,Pilz::N,панго,мөөг
224,Zwiebel::N,чурька,сонгино
225,Saat::N,видьметь,тариа
226,Korn::N,сюро,үр
227,Korn::N,сюро,мөхлөг
228,Heu::N,тикше,өвс
229,Schale::N,кедь,хальс
230,Schale::N,ваткавкс,хальс
231,Grube::N,латко,алам
232,Grube::N,латко,нүх
233,Falle::N,тувор,хавх
234,Falle::N,тувор,занга
235,Falle::N,кундамка,хавх
236,Falle::N,кундамка,занга
237,Schlinge::N,килькш,урхи
238,Spur::N,челькс,мөр
239,Spur::N,пильгеки,мөр
240,Asche::N,кулов,үнс
241,Dreck::N,рудаз,хир
242,Eisen::N,кшни,төмөр
243,Gold::N,сырне,алт
244,Silber::N,сия,мөнгө
245,Kohle::N,сэдь,нүүрс
246,Kohle::N,уголия,нүүрс
247,Glas::N,сулика,шил
248,Lehm::N,сёвонь,шавар
249,Sand::N,човар,элс
250,Mensch::N,ломань,хүн
251,Mann::N,аля,эр
252,Mann::N,аля,эрэгтэй
253,Mann::N,цёраломань,эр
254,Mann::N,цёраломань,эрэгтэй
255,Frau::N,ава,эмэгтэй
256,Frau::N,ава,хатагтай
257,Kind::N,эйкакш,хүүхэд
258,Junge::N,цёрыне,хүү
259,Mädchen::N,тейтерне,охин
260,Mädchen::N,тейтерне,бүсгүй
261,Familie::N,семия,айл
262,Großvater::N,покштя,өвгөн аав
263,Großmutter::N,баба,эмэг эх
264,Großmutter::N,баба,эмгээ
265,Eltern::N,тетят-ават,эцэг эх
266,Vater::N,тетя,аав
267,Vater::N,тетя,эцэг
268,Mutter::N,ава,эх
269,Mutter::N,ава,ээж
270,Sohn::N,цёра,хүү
271,Tochter::N,тейтерь,охин
272,Bruder::N,леля,ах
273,Bruder::N,леля,дүү
274,Bruder::N,ялакс,ах
275,Bruder::N,ялакс,дүү
276,Schwester::N,сазор,эгч
277,Schwester::N,сазор,охин дүү
278,Onkel::N,леля,авга ах
279,Onkel::N,леля,нагац ах
280,Tante::N,патя,авга эгч
281,Tante::N,патя,нагац эгч
282,Ehemann::N,мирде,нөхөр
283,Ehefrau::N,ни,эхнэр
284,Ehefrau::N,ни,гэргий
285,Freude::N,кеняркс,баяр
286,Freude::N,кеняркс,баясгалан
287,Gelächter::N,ракамо,инээдэм
288,Gelächter::N,пейдема,инээдэм
289,Glück::N,уцяска,жаргалан
290,Kummer::N,рискс,гаслан
291,Kummer::N,мелявкс,гаслан
292,Wunsch::N,мель,ерөөл
293,Wunsch::N,бажамо,ерөөл
294,Lust::N,бажамо,дур
295,Lust::N,бажамо,хүсэл
296,Geist::N,ойме,оюун
297,Gedanke::N,мель,сэтгэл
298,Gedächtnis::N,мель,ой
299,Gedächtnis::N,мель,цээж
300,Verstand::N,прев,ухаан
301,Sinn::N,толк,утга
302,Sinn::N,смысла,утга
303,Grund::N,тувтал,учир
304,Wahrheit::N,видечи,үнэн
305,Gespräch::N,кортнема,яриа
306,Märchen::N,ёвкс,явган үлгэр
307,Erzählung::N,ёвтнема,тууж
308,Nachricht::N,куля,мэдээ
309,Neuigkeit::N,куля,сонин
310,Name::N,лем,нэр
311,Rätsel::N,содамоёвкс,оньсого
312,Rede::N,кортамо,хэлсэн үг
313,Sprache::N,кель,хэл
314,Stimme::N,ваигель,дуу
315,Wort::N,вал,үг
316,Zeichen::N,теште,тамга
317,Zeichen::N,теште,тэмдэг
318,Ruf::N,тердема,дуудлага
319,Lärm::N,шалнома,шуугиан
320,Lärm::N,шалнома,чимээ
321,Laut::N,вайгель,анир
322,Laut::N,вайгель,дуу
323,Ton::N,гайнема,авиа
324,Ton::N,гайнема,аялгуу
325,Lied::N,моро,дуу
326,Ruhe::N,оймамо,энх
327,Ruhe::N,оймамо,тайван
328,Leute::N,ломанть,хүмүүс
329,Volk::N,народ,улс
330,Arbeit::N,тев,ажил
331,Arbeit::N,тев,хөдөлмөр
332,Gast::N,инже,зочин
333,Gast::N,инже,айлчин
334,Geschenk::N,казне,бэлэг
335,Spiel::N,налксема,наадам
336,Spiel::N,налксема,тоглоом
337,Gesellschaft::N,община,хамт байх
338,Hilfe::N,лездамо,тусламж
339,Freund::N,оя,найз
340,Freund::N,оя,нөхөр
341,Freund::N,ялга,найз
342,Freund::N,ялга,нөхөр
343,Kamerad::N,оя,хань
344,Kamerad::N,оя,нөхөр
345,Kamerad::N,ялга,хань
346,Kamerad::N,ялга,нөхөр
347,Angelegenheit::N,тев,хэрэг
348,Anzahl::N,ламоксчи,тоо
349,Art::N,вид,төрөл
350,Art::N,вид,янз
351,Stück::N,пакш,хэсэг
352,Stück::N,пелькс,хэсэг
353,Teil::N,часть,хувь
354,Teil::N,часть,хэсэг
355,Teil::N,пелькс,хувь
356,Teil::N,пелькс,хэсэг
357,Hälfte::N,пель,хагас
358,Hälfte::N,пелькс,хагас
359,Kreis::N,кирькс,тойрог
360,Kreis::N,кирькс,хүрээ
361,Kreuz::N,крёст,загалмай
362,Linie::N,кикс,шугам
363,Strich::N,межа,зураас
364,Abstand::N,ютко,зай
365,Entfernung::N,ютко,зай
366,Entfernung::N,ютко,хол ойр
367,Gegend::N,тарка,хавь
368,Gegend::N,тарка,газар
369,Gegend::N,пертьпелькс,хавь
370,Gegend::N,пертьпелькс,газар
371,Platz::N,васолкс,зай
372,Platz::N,васолкс,завсар
373,Ort::N,тарка,газар
374,Ort::N,тарка,байр
375,Seite::N,ён,тал
376,Seite::N,ён,этгээд
377,Seite::N,чире,тал
378,Seite::N,чире,этгээд
379,Mitte::N,куншка,төв
380,Mitte::N,куншка,дунд
381,Gegenstand::N,предмет,юм
382,Sache::N,тев,үйл
383,Sache::N,тев,хэрэг
384,Sache::N,веща,үйл
385,Sache::N,веща,хэрэг
386,Rand::N,пе,зах
387,Rand::N,пе,хөвөө
388,Rand::N,чире,зах
389,Rand::N,чире,хөвөө
390,Kante::N,ирдез,ирмэг
391,Ecke::N,ужо,өнцөг
392,Spitze::N,пряне,үзүүр
393,Spitze::N,пе,үзүүр
394,Ende::N,пе,зах
395,Ende::N,пе,үзүүр
396,Loch::N,варя,цоорхой
397,Loch::N,варя,онгорхой
398,Winkel::N,ужо,өнцөг
399,Muster::N,сёрма,хээ
400,Muster::N,сёрма,угалз
401,Größe::N,сэрь,хэмжээ
402,Größe::N,покшолма,хэмжээ
403,Länge::N,кувалмо,урт
404,Höhe::N,сэрь,өндөр
405,Höhe::N,пандо,өндөр
406,Gewicht::N,сталмо,жин
407,Menge::N,лововкс,тоо
408,Haufen::N,мар,бөөн
409,Haufen::N,валявкс,бөөн
410,Reihe::N,ряд,эгнээ
411,Boot::N,венч,завь
412,Ruder::N,милё,сэлүүр
413,Schlitten::N,нурдт,чарга
414,Ski::N,сокс,цана
415,Lagerfeuer::N,толбандя,түүдэг
416,Last::N,сталмо,ачаа
417,Last::N,кандома,ачаа
418,Gang::N,молема,явдал
419,Gang::N,якамо,явдал
420,Schritt::N,эскелькс,алхам
421,Norden::N,якшамо ёнкс,умар
422,Süden::N,лембе ёнкс,урд
423,Süden::N,лембе ёнкс,өмнө
424,Westen::N,чивалгома,өрнө
425,Westen::N,чивалгома,баруун
426,Osten::N,чилисема,зүүн
427,Osten::N,чилисема,дорно
428,Holz::N,чувто,мод
429,Brett::N,лаз,банз
430,Platte::N,плита,хавтан
431,Stütze::N,неже,тулгуур
432,Stütze::N,неже,тулга
433,Stange::N,олга,сургааг
434,Stock::N,мандо,саваа
435,Stab::N,олога,таяг
436,Rohr::N,турба,хоолой
437,Haus::N,кудо,гэр
438,Haus::N,кудо,байшин
439,Heim::N,кудо,гэр
440,Ofen::N,каштомо,зуух
441,Ofen::N,каштомо,пийшин
442,Fußboden::N,киякс,шал
443,Tisch::N,столь,ширээ
444,Stuhl::N,стул,сандал
445,Wiege::N,лавсь,өлгий
446,Wiege::N,нурямот,өлгий
447,Bett::N,ацамо,ор
448,Regal::N,лався,тавиур
449,Regal::N,лавсяланго,тавиур
450,Kiste::N,горобия,авдар
451,Kiste::N,горобия,хайрцаг
452,Kiste::N,сундук,авдар
453,Kiste::N,сундук,хайрцаг
454,Fenster::N,вальма,гэгээвч
455,Tür::N,кенкш,үүд
456,Tür::N,кенкш,хаалга
457,Tor::N,ортат,хаалга
458,Zaun::N,пирявт,хашаа
459,Zaun::N,пирвякс,хашаа
460,Dach::N,кудопря,дээвэр
461,Leiter::N,кузтема,шат
462,Besen::N,тенсть,хамуур
463,Besen::N,тенсть,туужуу
464,Spaten::N,койме,хүрз
465,Schaufel::N,кече,хүрз
466,Schaufel::N,келей койме,хүрз
467,Gabel::N,сянгине,сэрээ
468,Löffel::N,пенч,халбага
469,Messer::N,пеель,хутга
470,Nagel::N,эске,хадаас
471,Netz::N,алтыма,өөш
472,Netz::N,алтыма,тор
473,Haken::N,кечказ,гох
474,Griff::N,кедне,иш
475,Griff::N,кедне,сэнж
476,Schloss::N,замок,цуурга
477,Schloss::N,замок,цоож
478,Schloss::N,панжома,цуурга
479,Schloss::N,панжома,цоож
480,Bild::N,картина,зураг
481,Figur::N,рунго,баримал
482,Puppe::N,няка,хүүхэлдэй
483,Beutel::N,кескав,агсаа
484,Beutel::N,кескав,уут
485,Bündel::N,керькс,боодол
486,Tasche::N,юдма,цүнх
487,Eimer::N,ведра,хөнөг
488,Eimer::N,ведра,хувин
489,Deckel::N,велькс,таг
490,Deckel::N,велькс,хавхаг
491,Geschirr::N,кедьге,сав суулга
492,Sack::N,кескав,шуудай
493,Tasse::N,чакш,аяга
494,Topf::N,кастрюля,тогоо
495,Kessel::N,котёл,тогоо
496,Essen::N,ярсамо,идээ
497,Nahrung::N,ярсамопель,хүнс
498,Speise::N,ярсамопель,идээ
499,Fleisch::N,сывель,мах
500,Getreide::N,сюро,будаа
501,Brei::N,каша,богшмол
502,Brei::N,каша,будаа
503,Brot::N,кши,талх
504,Scheibe::N,кочом,зүсэм
505,Scheibe::N,кочом,хэрчим
506,Scheibe::N,сускомо,зүсэм
507,Scheibe::N,сускомо,хэрчим
508,Fett::N,куя,өөх
509,Butter::N,ой,тос
510,Öl::N,ой,тос
511,Salz::N,сал,давс
512,Suppe::N,ям,шөл
513,Honig::N,медь,бал
514,Milch::N,ловсо,сүү
515,Tee::N,чай,цай
516,Leder::N,киське,арьс
517,Leder::N,киське,савхи
518,Wolle::N,пона,ноос
519,Wolle::N,пона,унгас
520,Stoff::N,коцт,бөс
521,Nadel::N,салмукс,зүү
522,Faden::N,суре,боолт
523,Faden::N,суре,утас
524,Knopf::N,пов,товч
525,Knoten::N,сюлмо,зангилаа
526,Farbe::N,артомапель,будаг
527,Kleidung::N,оршамот,хувцас
528,Hemd::N,панар,цамц
529,Kragen::N,сиве,зах заам
530,Ärmel::N,ожа,ханцуй
531,Hose::N,понкст,өмд
532,Gürtel::N,каркс,бүс
533,Mütze::N,чапка,малгай
534,Mütze::N,чапка,бүрх
535,Schuh::N,туфля,туфли
536,Stiefel::N,кем,гутал
537,Ring::N,суркс,бөгж
538,Band::N,лента,тууз
539,Kamm::N,сурсеме,сам
540,Spiegel::N,чавачамо,толь
541,Riemen::N,кшнань каркс,тасам
542,Riemen::N,кшнань каркс,сур
543,Schnur::N,пикс,татлага
544,Leine::N,ведьме,оосор
545,Decke::N,вельтямо,хөнжил
546,Decke::N,вельтямо,хучлага
547,Kissen::N,тодов,дэр
548,Tuch::N,паця,алчуур
549,Tuch::N,паця,даавуу
550,Handtuch::N,нардамо,алчуур
551,Kraft::N,вий,чадал
552,Kraft::N,вий,хүч
553,Stärke::N,виевчи,эрч
554,Stärke::N,виевчи,тэнхээ
555,Gesundheit::N,шумбрачи,бие
556,Gesundheit::N,шумбрачи,эрүүл мэнд
557,Krankheit::N,орма,эмгэг
558,Krankheit::N,сэредема,эмгэг
559,Schmerz::N,сэредькс,өвчин
560,Wunde::N,керявкс,шарх
561,Fieber::N,маштыкс,халуун
562,Arznei::N,ормаменькс,эм
563,Brücke::N,сэдь,гүүр
564,Brücke::N,мадамо,гүүр
565,Brunnen::N,лисьма,худаг
566,Weide::N,ракшань ванома тарка,бэлчээр
567,Pfad::N,ян,жим
568,Pfad::N,ян,зөрөг
569,Weg::N,ки,зам
570,Weg::N,ки,харгуй
571,Straße::N,ки,зам
572,Straße::N,ки,харгуй
573,Dorf::N,веле,тосгон
574,Dorf::N,веле,гацаа
575,Stadt::N,ош,хот
576,Brief::N,сёрма,захидал
577,Brief::N,сёрма,захиа
578,Buch::N,книга,ном
579,Buch::N,книга,бичиг
580,Buchstabe::N,буква,үсэг
581,Zeitung::N,газета,сонин
582,Leben::N,эрямо,амь
583,Leben::N,эрямо,амьдрал
584,Tod::N,кулома,үхэл
585,Grab::N,калмо,булш
586,Kirche::N,церькова,сүм
587,Sünde::N,чумочи,нүгэл
588,Sünde::N,чумочи,хилэнц
589,Gott::N,паз,бурхан
590,Arbeiter::N,робочей,ажилчин
591,Arbeiter::N,робочей,хөдөлмөрчин
592,Chef::N,прявт,дарга
593,Meister::N,кол тевень тенця,дархан
594,Arzt::N,врач,эмч
595,Lehrer::N,учитель,багш
596,Lehrer::N,тонавтыця,багш
597,Geld::N,ярмак,цаас
598,Geld::N,ярмак,мөнгө
599,Geschäft::N,ладязь тев,наймаа
600,Laden::N,лавка,дэлгүүр
601,Preis::N,питне,үнэ
602,Ware::N,миевкс,таваар
603,Ware::N,миевкс,бараа
604,Ware::N,рамавкс,таваар
605,Ware::N,рамавкс,бараа
606,Nutzen::N,паро,ашиг
607,Nutzen::N,лезэ,ашиг
608,Reichtum::N,сюпавчи,баялаг
609,Welt::N,мир,дэлхий
610,Welt::N,мир,орчлон
611,Welt::N,мастор ланго,дэлхий
612,Welt::N,мастор ланго,орчлон
613,Land::N,мастор,улс
614,Land::N,мастор,орон
615,Staat::N,государства,төр
616,Staat::N,государства,гүрэн
617,König::N,король,ван
618,Macht::N,азорксчи,засаг
619,Grenze::N,буен тешкс,хил
620,Krieg::N,война,дайн
621,Feind::N,душман,дайсан
622,Gewalt::N,нарьгамо,хүчирхэх
623,Kampf::N,тюрема,тэмцэл
624,Kampf::N,тюрема,байлдаан
625,Bogen[Waffe]::N,нал,нум
626,Pfeil::N,нал,годил
627,Pfeil::N,нал,сум
628,Gewehr::N,ружия,буу
629,Gewehr::N,винтовка,буу
630,Fehler::N,ильведькс,эндэл
631,Fehler::N,ильведькс,алдаа
632,Fehler::N,ильведевкс,эндэл
633,Fehler::N,ильведевкс,алдаа
634,Lüge::N,манчема,худал
635,Lüge::N,кенгелема,худал
636,Schaden::N,зыян,хор
637,Schaden::N,зыян,хөнөөл
638,Unglück::N,зыян,гай
639,Unglück::N,зыян,гамшиг
640,Schuld::N,чумочи,гэм
641,Schuld::N,чумочи,буруу
642,Alter::N,шка,нас
643,Schluss::N,пе,эцэс
644,Schluss::N,пе,төгсгөл
645,Zeit::N,шка,цаг
646,Zeit::N,пинге,цаг
647,Tag::N,чи,өдөр
648,Morgen::N,валске,өглөө
649,Mittag::N,чикуншка,үд
650,Abend::N,чокшнэ,үдэш
651,Nacht::N,ве,шөнө
652,Woche::N,недля,долоо хоног
653,Monat::N,ков,сар
654,Jahr::N,ие,жил
655,Frühling::N,тундо,хавар
656,Sommer::N,кизэ,зун
657,Herbst::N,сёксь,намар
658,Winter::N,теле,өвөл
659,Januar::N,якшамков,нэгдүгээр сар
660,Februar::N,февраль,хоёрдугаар сар
661,März::N,март,гуравдугаар сар
662,April::N,апрель,дөрөвдүгээр сар
663,Mai::N,май,тавдугаар сар
664,Juni::N,июнь,зургаадугаар сар
665,Juli::N,июль,долдугаар сар
666,August::N,август,наймдугаар сар
667,September::N,сентября,есдүгээр сар
668,Oktober::N,октября,аравдугаар сар
669,November::N,ноября,арван нэгдүгээр сар
670,Dezember::N,декабря,арван хоёрдугаар сар
671,Montag::N,пондельник,даваа
672,Dienstag::N,овторник,мягмар
673,Mittwoch::N,серёда,лхагва
674,Donnerstag::N,цетьверьг,пүрэв
675,Freitag::N,пеця,баасан
676,Samstag::N,субута,бямба
677,Samstag::N,шлямочи,бямба
678,Sonntag::N,недлячи,ням
679,groß::A,ине,их
680,groß::A,ине,том
681,groß::A,покш,их
682,groß::A,покш,том
683,klein::A,вишка,бага
684,klein::A,вишка,жаахан
685,lang::A,кувака,урт
686,kurz::A,нурькине,охор
687,kurz::A,нурькине,богино
688,breit::A,келей,өргөн
689,schmal::A,теине,уйтан
690,schmal::A,теине,нарийн
691,dicht::A,тусто,нягт
692,dicht::A,тусто,чигжүү
693,dick[Gegenstand]::A,эчке,зузаан
694,dünn::A,човине,нимгэн
695,fein::A,човине,нарийн
696,fest::A,кеме,бөх
697,fest::A,кеме,хатуу
698,flach::A,лапужа,хавтгай
699,glatt::A,валаня,цагаан
700,hart::A,калгодо,хатуу
701,weich::A,чевте,зөөлөн
702,rund::A,кеверь,дугуй
703,rund::A,кеверь,дугариг
704,spitz::A,пшти,шовх
705,spitz::A,пшти,шовгор
706,scharf::A,пшти,хурц
707,scharf::A,пшти,иртэй
708,stumpf::A,ношка,мохоо
709,schwer::A,стака,хүнд
710,schön::A,мазый,гуа
711,schön::A,мазый,сайхан
712,heiß::A,пси,халуун
713,warm::A,лембе,дулаан
714,kalt::A,якшамо,хүйтэн
715,kühl::A,экше,сэрүүн
716,frisch::A,свежа,эрүүл
717,frisch::A,свежа,жихүүн
718,feucht::A,летьке,чийгтэй
719,nass::A,начко,нойтон
720,trocken::A,коське,хатсан
721,voll::A,пешксе,дүүрэн
722,leer::A,чаво,хоосон
723,offen::A,панжадо,онгорхой
724,offen::A,виде,онгорхой
725,geschlossen::A,пекстазь,битүү
726,geschlossen::A,пекстазь,хаалтай
727,geschlossen::A,сёлгозь,битүү
728,geschlossen::A,сёлгозь,хаалтай
729,sauber::A,ванькс,цэвэр
730,sauber::A,ванькс,хиргүй
731,schmutzig::A,ливезев,бохир
732,schmutzig::A,ливезев,хиртэй
733,roh::A,верек,түүхий
734,reif::A,кенерезь,болсон
735,lecker::A,тантей,амттай
736,süß::A,ламбамо,амттай
737,süß::A,ламбамо,чихэрлэг
738,bitter::A,сэпей,гашуун
739,sauer::A,чапамо,эсгэлэн
740,hell::A,валдо,гэгээн
741,hell::A,валдо,гэрэлтэй
742,dunkel::A,чопода,бараан
743,dunkel::A,чопода,харанхуй
744,schwarz::A,раужо,хар
745,weiß::A,ашо,цагаан
746,rot::A,якстере,улаан
747,gelb::A,ожо,шар
748,blau::A,сэнь,хөх
749,blau::A,сэнь,цэнхэр
750,grün::A,пиже,ногоон
751,grau::A,шержев,орог
752,grau::A,шержев,саарал
753,bunt::A,сёрмав,эрээн
754,billig::A,аволь питней,хямд
755,teuer::A,питней,үнэтэй
756,wertvoll::A,питней,үнэт
757,blind::A,сокор,сохор
758,taub::A,амариця,чих хатуу
759,kräftig::A,пек виев,чийрэг
760,stark::A,виев,хүчтэй
761,stark::A,виев,чадалтай
762,schwach::A,лавшо,сул
763,fett::A,куя,тарган
764,fett::A,куя,голигор
765,schlank::A,виде ронга,голшиг
766,hübsch::A,мазый,сайхан
767,hübsch::A,мазый,хөөрхөн
768,böse::A,кежей,муу
769,böse::A,кежей,хортой
770,dumm::A,чавола,тэнэг
771,dumm::A,превтеме,тэнэг
772,faul::A,нузякс,залхуу
773,fleißig::A,мелень путыця,чармайлтгай
774,geizig::A,скупой,харамч
775,klug::A,превей,цэцэн
776,geschickt::A,маштозь теезь,дүйтэй
777,lieb::A,вадря,хайрт
778,lustig::A,весёла,цэнгэлтэй
779,sanft::A,сэтьме,наалинхай
780,hungrig::A,вачо,өлөн
781,hungrig::A,вачо,өлссөн
782,krank::A,сэредиця,өвчтэй
783,nackt::A,штапо,нүцгэн
784,traurig::A,нусманя,гунигт
785,lebendig::A,эриця,амьд
786,lebendig::A,эриця,амьтай
787,gut::A,паро,сайн
788,schlecht::A,берянь,муу
789,schlecht::A,берянь,өөдгүй
790,richtig::A,виде,зөв
