,Concept_ID,kn,sk
56,Himmel::N,ಬಾನು,nebo
57,Sonne::N,ಸೂರ್ಯ,slnko
58,Mond::N,ಚಂದ್ರ,mesiac
59,Stern::N,ಚುಕ್ಕಿ,hviezda
60,Luft::N,ವಾಯು,vzduch
61,Wind::N,ಗಾಳಿ,vietor
62,Welle::N,ಅಲೆ,vlna
63,Wasser::N,ನೀರು,voda
64,Stein::N,ಕಲ್ಲು,kameň
65,Boden::N,ನೆಲ,zem
66,Boden::N,ನೆಲ,pôda
67,Erde::N,ಭೂಮಿ,zem
68,Staub::N,ದೂಳು,prach
69,Rauch::N,ಹೊಗೆ,dym
70,Funke::N,ಕಿಡಿ,iskra
71,Feuer::N,ಬೆಂಕಿ,oheň
72,Licht::N,ಬೆಳಕು,svetlo
73,Schatten::N,ನೆರಳು,tieň
74,Wetter::N,ಹವ,počasie
75,Nebel::N,ಮಂಜು,hmla
76,Wolke::N,ಮೋಡ,oblak
77,Wolke::N,ಮೋಡ,mračno
78,Regen::N,ಮಳೆ,dážď
79,Schnee::N,ಹಿಮ,sneh
80,Eis::N,ಮಂಜುಗಡ್ಡೆ,ľad
81,Frost::N,ಮಂಜು,mráz
82,Kälte::N,ಹಿಮ,zima
83,Kälte::N,ಹಿಮ,chlad
84,Hitze::N,ಉಷ್ಣ,horúčava
85,Raureif::N,ಇಬ್ಬನಿ,srieň
86,Raureif::N,ಇಬ್ಬನಿ,inovať
87,Regenbogen::N,ಇಂದ್ರಚಾಪ,dúha
88,Donner::N,ಗುಡುಗು,hrom
89,Strömung::N,ಪ್ರವಾಹ,prúdenie
90,Tropfen::N,ತೊಟ್ಟು,kvapka
91,Schaum::N,ನೊರೆ,pena
92,Schmutz::N,ಕಸ,špina
93,Schmutz::N,ಕಸ,nečistota
94,See::N,ಸರೋವರ,jazero
95,Sumpf::N,ಜೌಗುಸ್ಥಳ,bahno
96,Moor::N,ಬಂಜರು ಭೂಮಿ,močiar
97,Wiese::N,ಹುಲ್ಲುಗಾವಲು,lúka
98,Wald::N,ಕಾಡು,les
99,Wald::N,ಕಾಡು,hora
100,Hügel::N,ಗುಡ್ಡೆ,vŕšok
101,Anhöhe::N,ದಿಬ್ಬ,výšina
102,Anhöhe::N,ದಿಬ್ಬ,vyvýšenina
103,Berg::N,ಮಲೆ,hora
104,Berg::N,ಪರ್ವತ,hora
105,Gipfel::N,ಶೃಂಗ,vrchol
106,Höhle::N,ಗುಹೆ,jaskyňa
107,Abhang::N,ಇಳಿಜಾರು,úbočie
108,Quelle::N,ಮೂಲ,prameň
109,Bach::N,ತೊರೆ,potok
110,Fluss::N,ನದಿ,rieka
111,Ufer::N,ತೀರ,breh
112,Küste::N,ದಂಡೆ,pobrežie
113,Festland::N,ಭೂಮಿ,pevnina
114,Meer::N,ಕಡಲು,more
115,Bucht::N,ಖಾರಿ,záliv
116,Bucht::N,ಖಾರಿ,zátoka
117,Insel::N,ದ್ವೀಪ,ostrov
118,Blume::N,ಸುಮ,kvet
119,Blume::N,ಸುಮ,kvetina
120,Gras::N,ಹುಲ್ಲು,tráva
121,Wurzel::N,ಬೇರು,koreň
122,Baum::N,ಮರ,strom
123,Stamm::N,ಕಾಂಡ,kmeň
124,Rinde::N,ತೂಗಟಿ,kôra
125,Ast::N,ಶಾಖೆ,konár
126,Zweig::N,ರೆಂಬೆ,vetva
127,Blatt::N,ಎಲೆ,list
128,Birke::N,ಬರ್ಚ್ ಮರ,breza
129,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,sosna
130,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,borovica
131,Weide[Baum]::N,ವಿಲೋಮರ,vŕba
132,Tanne::N,ಭದ್ರದಾರು,jedľa
133,Horn::N,ಕೊಂಬು,roh
134,Feder::N,ಪುಕ್ಕ,pero
135,Fell::N,ರೋಮ,koža
136,Fell::N,ರೋಮ,kožušina
137,Flügel::N,ರೆಕ್ಕೆ,krídlo
138,Klaue::N,ಪಂಜ,paznecht
139,Kralle::N,ಉಗುರು,pazúr
140,Schwanz::N,ಬಾಲ,chvost
141,Ei::N,ಮೊಟ್ಟೆ,vajce
142,Ei::N,ಮೊಟ್ಟೆ,vajíčko
143,Nest::N,ಗೂಡು,hniezdo
144,Bau::N,ಅಡಗುದಾಣ,nora
145,Tier::N,ಪ್ರಾಣಿ,zviera
146,Herde::N,ಗುಂಪು,stádo
147,Kuh::N,ಹಸು,krava
148,Bulle::N,ಗೂಳಿ,býk
149,Pferd::N,ಕುದುರೆ,kôň
150,Schaf::N,ಕುರಿ,ovca
151,Schwein::N,ಹಂದಿ,sviňa
152,Hund::N,ನಾಯಿ,pes
153,Katze::N,ಬೆಕ್ಕು,mačka
154,Bär::N,ಕರಡಿ,medveď
155,Eichhörnchen::N,ಉಡುತೆ,veverička
156,Elch::N,ಕಡವೆ,los
157,Fuchs::N,ನರಿ,líška
158,Hase::N,ಮೊಲ,zajac
159,Maus::N,ಇಲಿ,myš
160,Wolf::N,ತೋಳ,vlk
161,Vogel::N,ಪಕ್ಷಿ,vták
162,Schwarm::N,ಗುಂಪು,roj
163,Huhn::N,ಚಿಕ್,kurča
164,Huhn::N,ಚಿಕ್,sliepka
165,Hahn::N,ಹುಂಜ,kohút
166,Gans::N,ವರಟೆ,hus
167,Adler::N,ಗರುಡ,orol
168,Ente::N,ಬಾತು,kačka
169,Ente::N,ಬಾತು,kačica
170,Eule::N,ಗೂಬೆ,sova
171,Kranich::N,ಕೊಕ್ಕರ,žeriav
172,Krähe::N,ಕಾಗೆ,vrana
173,Kuckuck::N,ಕೋಗಿಲೆ,kukučka
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,labuť
175,Fisch::N,ಮೀನು,ryba
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,ostriež
177,Hecht::N,ಪೈಕ್ ಮೀನು,šťuka
178,Schlange[Tier]::N,ಹಾವು,had
179,Wurm::N,ಹುಳು,červ
180,Spinne::N,ಊರ್ಣನಾಭ,pavúk
181,Ameise::N,ಇರುವೆ,mravec
182,Laus::N,ಹೇನು,voš
183,Mücke::N,ಸೊಳ್ಳೆ,komár
184,Fliege::N,ನೊಣ,mucha
185,Schmetterling::N,ಪತಂಗ,motýľ
186,Beere::N,ನಯವಣ್ಣು,bobuľa
187,Apfel::N,ಸೇಬು,jablko
188,Pilz::N,ಅಣಬೆ,hríb
189,Zwiebel::N,ನೀರುಳ್ಳಿ,cibuľa
190,Saat::N,ಬಿತ್ತ,osivo
191,Korn::N,ಬೀಜ,zrno
192,Heu::N,ಕರಡ,seno
193,Schale::N,ಹೊಟ್ಟು,šupa
194,Schale::N,ಹೊಟ್ಟು,škrupina
195,Grube::N,ಗುಂಡಿ,jama
196,Falle::N,ಬೋನು,pasca
197,Falle::N,ಬೋನು,klepec
198,Schlinge::N,ಉರುಲು,slučka
199,Spur::N,ಜಾಡು,stopa
200,Asche::N,ಬೂದಿ,popol
201,Dreck::N,ಹೊಲಸು,kal
202,Dreck::N,ಹೊಲಸು,blato
203,Eisen::N,ಕಬ್ಬಿಣ,železo
204,Gold::N,ಚಿನ್ನ,zlato
205,Silber::N,ಬೆಳ್ಳಿ,striebro
206,Kohle::N,ಕಲ್ಲಿದ್ದಲು,uhlie
207,Glas::N,ಗಾಜು,sklo
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,íl
209,Lehm::N,ಜೇಡಿಮಣ್ಣು,hlina
210,Sand::N,ಮರಳು,piesok
211,Mensch::N,ಪುರುಷ,človek
212,Mann::N,ಆಳು,muž
213,Mann::N,ಆಳು,chlap
214,Frau::N,ಹೆಣ್ಣು,žena
215,Kind::N,ಮಗು,dieťa
216,Junge::N,ಹುಡುಗ,chlapec
217,Mädchen::N,ಹುಡುಗಿ,dievka
218,Familie::N,ಕುಟುಂಬ,rodina
219,Großvater::N,ಅಜ್ಜ,dedo
220,Großvater::N,ಅಜ್ಜ,starý otec
221,Großmutter::N,ಅಮ್ಮ,babička
222,Großmutter::N,ಅಮ್ಮ,stará mať
223,Eltern::N,ಹೆತ್ತವರು,rodičia
224,Vater::N,ತಂದೆ,otec
225,Mutter::N,ಅಮ್ಮ,mať
226,Mutter::N,ಅಮ್ಮ,matka
227,Sohn::N,ಮಗ ,syn
228,Tochter::N,ಮಗಳು,dcéra
229,Bruder::N,ತಮ್ಮ,brat
230,Schwester::N,ತಂಗಿ,sestra
231,Onkel::N,ಸೋದರಮಾವ,ujo
232,Onkel::N,ಸೋದರಮಾವ,strýko
233,Onkel::N,ದೊಡ್ಡಪ್ಪ,ujo
234,Onkel::N,ದೊಡ್ಡಪ್ಪ,strýko
235,Tante::N,ಚಿಕ್ಕಮ್ಮ,teta
236,Tante::N,ಚಿಕ್ಕಮ್ಮ,tetka
237,Ehemann::N,ಗಂಡ,muž
238,Ehemann::N,ಗಂಡ,manžel
239,Ehefrau::N,ಹೆಂಡತಿ,žena
240,Ehefrau::N,ಹೆಂಡತಿ,manželka
241,Freude::N,ನಲಿವು,radosť
242,Gelächter::N,ನಗೆ,smiech
243,Glück::N,ಆನಂದ,šťastie
244,Kummer::N,ದುಃಖ,žiaľ
245,Kummer::N,ದುಃಖ,zármutok
246,Wunsch::N,ಬಯಕೆ,prianie
247,Lust::N,ಇಷ್ಟ,chuť
248,Geist::N,ಆತ್ಮ,duch
249,Gedanke::N,ಯೋಚನೆ,myšlienka
250,Gedächtnis::N,ಸ್ಮರಣೆ,pamäť
251,Verstand::N,ಮನಸ್ಸು,rozum
252,Sinn::N,ಅರ್ಥ,zmysel
253,Grund::N,ಕಾರಣ,dôvod
254,Grund::N,ಕಾರಣ,príčina
255,Wahrheit::N,ಸತ್ಯ,pravda
256,Gespräch::N,ಸಂಭಾಷಣೆ,reč
257,Gespräch::N,ಸಂಭಾಷಣೆ,rozhovor
258,Märchen::N,ಸುಳ್ಳು ಕಥೆ,rozprávka
259,Erzählung::N,ಕಥೆ,poviedka
260,Nachricht::N,ಸಂದೇಶ,správa
261,Neuigkeit::N,ಸುದ್ದಿ,novinka
262,Name::N,ಹೆಸರು,meno
263,Rätsel::N,ಒಗಟು,záhada
264,Rätsel::N,ಒಗಟು,hádanka
265,Rede::N,ಮಾತು,reč
266,Sprache::N,ಭಾಷೆ,reč
267,Sprache::N,ಭಾಷೆ,jazyk
268,Stimme::N,ಧ್ವನಿ,hlas
269,Wort::N,ಮಾತು,slovo
270,Zeichen::N,ಗುರುತು,znak
271,Ruf::N,ಕೂಗು,volanie
272,Ruf::N,ಕೂಗು,zavolanie
273,Lärm::N,ಸದ್ದು,hluk
274,Lärm::N,ಸದ್ದು,hurhaj
275,Laut::N,ಶಬ್ದ,zvuk
276,Ton::N,ನಾದ,tón
277,Ton::N,ನಾದ,zvuk
278,Lied::N,ಗಾನ,pieseň
279,Ruhe::N,ಶಾಂತಿ,pokoj
280,Leute::N,ಮಂದಿ,ľudia
281,Volk::N,ಜನಾಂಗ,ľud
282,Volk::N,ಜನಾಂಗ,národ
283,Arbeit::N,ಕೆಲಸ,práca
284,Arbeit::N,ಕೆಲಸ,robota
285,Gast::N,ಅತಿಥಿ,hosť
286,Geschenk::N,ಕಾಣಿಕೆ,dar
287,Spiel::N,ಆಟ,hra
288,Gesellschaft::N,ಸಂಗ,spoločnosť
289,Hilfe::N,ಸಹಾಯ,pomoc
290,Freund::N,ಸ್ನೇಹಿತ,priateľ
291,Kamerad::N,ಜೊತೆಗಾರ,kamarát
292,Angelegenheit::N,ವಿಚಾರ,vec
293,Angelegenheit::N,ವಿಚಾರ,záležitosť
294,Anzahl::N,ಎಣಿಕೆ,počet
295,Anzahl::N,ಎಣಿಕೆ,množstvo
296,Art::N,ತರ,druh
297,Stück::N,ತುಂಡು,kus
298,Stück::N,ತುಂಡು,kúsok
299,Teil::N,ಭಾಗ,časť
300,Hälfte::N,ಅರ್ಧ,polka
301,Hälfte::N,ಅರ್ಧ,polovica
302,Kreis::N,ವೃತ್ತ,kruh
303,Kreuz::N,ಶಿಲುಬೆ,kríž
304,Linie::N,ರೀಖೆ,línia
305,Strich::N,ಗೀಟು,čiara
306,Abstand::N,ಅಂತರ,vzdialenosť
307,Entfernung::N,ದೂರ,vzdialenosť
308,Gegend::N,ವಿಸ್ತೀರ್ಣ,kraj
309,Gegend::N,ವಿಸ್ತೀರ್ಣ,krajina
310,Platz::N,ಅಂತರ,miesto
311,Ort::N,ಸ್ಥಳ,miesto
312,Seite::N,ಪಕ್ಷ,bok
313,Seite::N,ಪಕ್ಷ,strana
314,Mitte::N,ನಡು,stred
315,Gegenstand::N,ವಸ್ತು,predmet
316,Sache::N,ವಸ್ತು,vec
317,Rand::N,ಅಂಚು,kraj
318,Rand::N,ಅಂಚು,okraj
319,Kante::N,ಅಂಚು,hrana
320,Ecke::N,ಮೂಲೆ,roh
321,Spitze::N,ತುದಿ,hrot
322,Spitze::N,ತುದಿ,špička
323,Ende::N,ಕೊನೆ,koniec
324,Loch::N,ತೂತು,diera
325,Winkel::N,ಕೋನ,kút
326,Muster::N,ನಮೂನೆ,vzor
327,Muster::N,ನಮೂನೆ,vzorka
328,Größe::N,ಪ್ರಮಾಣ,veľkosť
329,Länge::N,ಉದ್ದ,dĺžka
330,Höhe::N,ಎತ್ತರ,výška
331,Gewicht::N,ತೂಕ,váha
332,Menge::N,ಮೊತ್ತ,množstvo
333,Haufen::N,ರಾಶಿ,hŕba
334,Reihe::N,ಸಾಲು,rad
335,Boot::N,ದೋಣಿ,čln
336,Ruder::N,ಹುಟ್ಟು,veslo
337,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sane
338,Ski::N,ಜಾರುಪಟ್ಟಿ,lyža
339,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,táborák
340,Last::N,ಹೊರೆ,ťarcha
341,Last::N,ಹೊರೆ,bremeno
342,Gang::N,ತಿರುಗಾಟ,chôdza
343,Schritt::N,ಹೆಜ್ಜೆ,krok
344,Norden::N,ಉತ್ತರ,sever
345,Süden::N,ದಕ್ಷಿಣ,juh
346,Westen::N,ಪಶ್ಚಿಮ,západ
347,Osten::N,ಮೂಡಲು,východ
348,Holz::N,ಚೌಬೀನೆ,drevo
349,Brett::N,ಹಲಗೆ,doska
350,Platte::N,ಹಲಗೆ,doska
351,Platte::N,ಹಲಗೆ,platňa
352,Stütze::N,ಆಸರೆ,opora
353,Stange::N,ಕಂಬ,tyč
354,Stock::N,ಕೋಲು,palica
355,Stab::N,ದೊಣ್ಣೆ,palica
356,Rohr::N,ನಳಿಕೆ,rúra
357,Haus::N,ಮನೆ,dom
358,Heim::N,ಗೃಹ,domov
359,Ofen::N,ಒಲೆ,pec
360,Ofen::N,ಒಲೆ,kachle
361,Fußboden::N,ನೆಲ,dlážka
362,Fußboden::N,ನೆಲ,podlaha
363,Tisch::N,ಮೇಜು,stôl
364,Stuhl::N,ಕುರ್ಚಿ,stolička
365,Wiege::N,ತೊಟ್ಟಿಲು,kolíska
366,Bett::N,ಹಾಸಿಗೆ,lôžko
367,Bett::N,ಹಾಸಿಗೆ,posteľ
368,Regal::N,ಬೀರು,regál
369,Regal::N,ಬೀರು,polica
370,Kiste::N,ಪಟ್ಟಿಗೆ,debna
371,Fenster::N,ಕಿಟಕಿ,okno
372,Fenster::N,ಕಿಟಕಿ,oblok
373,Tür::N,ಬಾಗಿಲು,dvere
374,Tor::N,ಹೆಬ್ಬಾಗಿಲು,vráta
375,Zaun::N,ಬೇಲಿ,plot
376,Zaun::N,ಬೇಲಿ,ohrada
377,Dach::N,ಮಾಳಿಗೆ,krov
378,Dach::N,ಮಾಳಿಗೆ,strecha
379,Leiter::N,ಏಣಿ,rebrík
380,Leiter::N,ಏಣಿ,rebrina
381,Besen::N,ಪೊರಕೆ,metla
382,Spaten::N,ಗುದ್ದಲಿ,rýľ
383,Schaufel::N,ಸನಿಕೆ,lopata
384,Gabel::N,ಕವಲು,vidlička
385,Löffel::N,ಚಮಚ,lyžica
386,Messer::N,ಚಾಕು,nôž
387,Nagel::N,ಆಣಿ,klinec
388,Netz::N,ಬಲೆ,sieť
389,Haken::N,ಕೊಂಡಿ,hák
390,Haken::N,ಕೊಂಡಿ,háčik
391,Griff::N,ಹಿಡಿ,rukoväť
392,Schloss::N,ವೀಗ,zámka
393,Bild::N,ಚಿತ್ರ,obraz
394,Figur::N,ಆಕಾರ,figúra
395,Puppe::N,ಗೊಂಬೆ,bábka
396,Puppe::N,ಗೊಂಬೆ,bábika
397,Beutel::N,ಸಂಚಿ,vrece
398,Beutel::N,ಸಂಚಿ,vrecko
399,Bündel::N,ಕಟ್ಟು,uzlík
400,Bündel::N,ಕಟ್ಟು,zväzok
401,Tasche::N,ಚೀಲ,taška
402,Tasche::N,ಚೀಲ,kabelka
403,Eimer::N,ಬಾನೆ,vedro
404,Deckel::N,ಮುಚ್ಚಳ,vrchnák
405,Deckel::N,ಮುಚ್ಚಳ,pokrývka
406,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,nádoba
407,Sack::N,ಮೂಟೆ,mech
408,Sack::N,ಮೂಟೆ,vrece
409,Tasse::N,ಬಟ್ಟಲು,šálka
410,Topf::N,ಮಡಕೆ,hrniec
411,Kessel::N,ಕೆಟಲ್,kotol
412,Essen::N,ಊಟ,jedlo
413,Nahrung::N,ಆಹಾರ,strava
414,Nahrung::N,ಆಹಾರ,potrava
415,Speise::N,ಊಟ,jedlo
416,Fleisch::N,ಮಾಂಸ,mäso
417,Getreide::N,ಧಾನ್ಯ,obilie
418,Brei::N,ಗಂಜಿ,kaša
419,Brot::N,ರೊಟ್ಟಿ,chlieb
420,Scheibe::N,ಹೋಳು,kotúč
421,Scheibe::N,ಹೋಳು,krajec
422,Fett::N,ಕೊಬ್ಬು,tuk
423,Fett::N,ಕೊಬ್ಬು,masť
424,Butter::N,ಬೆಣ್ಣೆ,maslo
425,Öl::N,ಎಣ್ಣೆ,olej
426,Salz::N,ಉಪ್ಪು,soľ
427,Suppe::N,ಎಸರು,polievka
428,Honig::N,ಮಧು,med
429,Milch::N,ಹಾಲು,mlieko
430,Tee::N,ಚಹ,čaj
431,Leder::N,ಚಕ್ಕಳ,koža
432,Wolle::N,ಉಣ್ಣೆ,vlna
433,Stoff::N,ಬಟ್ಟೆ,súkno
434,Nadel::N,ಸೂಜಿ,ihla
435,Faden::N,ದಾರ,niť
436,Faden::N,ದಾರ,vlákno
437,Knopf::N,ಗುಂಡು,gombík
438,Knoten::N,ಗಂಟು,uzol
439,Farbe::N,ಬಣ್ಣ,farba
440,Kleidung::N,ಅರಿವೆ,šaty
441,Kleidung::N,ಅರಿವೆ,šatstvo
442,Hemd::N,ಅಂಗಿ,košeľa
443,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,golier
444,Ärmel::N,ತೋಳು,rukáv
445,Hose::N,ಇಜಾರ,nohavice
446,Gürtel::N,ಬೆಲ್ಟು,pás
447,Gürtel::N,ಬೆಲ್ಟು,opasok
448,Mütze::N,ಟೋಪಿ,čiapka
449,Schuh::N,ಪಾದರಕ್ಷೆ,obuv
450,Schuh::N,ಪಾದರಕ್ಷೆ,topánka
451,Stiefel::N,ಬೂಟು,čižma
452,Ring::N,ಉಂಗುರ,prsteň
453,Band::N,ರಿಬ್ಬನ್,stuha
454,Kamm::N,ಹಣಿಗೆ,hrebeň
455,Spiegel::N,ಕನ್ನಡಿ,zrkadlo
456,Riemen::N,ಬಾರು,remeň
457,Schnur::N,ಹುರಿ,šnúra
458,Leine::N,ಹಗ್ಗ,vodidlo
459,Decke::N,ಕಂಬಳಿ,deka
460,Decke::N,ಕಂಬಳಿ,prikrývka
461,Kissen::N,ದಿಂಬು,poduška
462,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,šatka
463,Handtuch::N,ಚೌಕ,uterák
464,Kraft::N,ಬಲ,moc
465,Stärke::N,ಶಕ್ತಿ,sila
466,Gesundheit::N,ಆರೋಗ್ಯ,zdravie
467,Krankheit::N,ರೋಗ,nemoc
468,Krankheit::N,ರೋಗ,choroba
469,Schmerz::N,ನೋವು,bolesť
470,Wunde::N,ಗಾಯ,rana
471,Fieber::N,ಜ್ವರ,horúčka
472,Arznei::N,ಔಷಧ,liek
473,Brücke::N,ಸೇತುವೆ,most
474,Brunnen::N,ಬಾವಿ,studňa
475,Weide::N,ಗೋಮಾಳ,pastva
476,Pfad::N,ದಾರಿ,chodník
477,Weg::N,ಹಾದಿ,cesta
478,Straße::N,ರಸ್ತೆ,hradská
479,Dorf::N,ಹಳ್ಳಿ,dedina
480,Stadt::N,ಪಟ್ಟಣ,mesto
481,Brief::N,ಕಾಗದ,list
482,Buch::N,ಪುಸ್ತಕ,kniha
483,Buchstabe::N,ಅಕ್ಷರ,litera
484,Buchstabe::N,ಅಕ್ಷರ,písmeno
485,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,noviny
486,Leben::N,ಜೀವನ,život
487,Tod::N,ಮರಣ,smrť
488,Grab::N,ಗೋರಿ,hrob
489,Kirche::N,ಚರ್ಚು,kostol
490,Sünde::N,ಪಾಪ,hriech
491,Gott::N,ದೇವರು,boh
492,Arbeiter::N,ಕೆಲಸಗಾರ,robotník
493,Arbeiter::N,ಕೆಲಸಗಾರ,pracnovík
494,Chef::N,ದಣಿ,šéf
495,Chef::N,ದಣಿ,riaditeľ
496,Meister::N,ಶಿಕ್ಷಕ,majster
497,Arzt::N,ವೈದ್ಯ,lekár
498,Lehrer::N,ಉಪಾಧ್ಯಾಯ,učiteľ
499,Geld::N,ಹಣ,peniaze
500,Geschäft::N,ವಾಣಿಜ್ಯ,obchod
501,Laden::N,ಅಂಗಡಿ,obchod
502,Preis::N,ಬೆಲೆ,cena
503,Ware::N,ಸರಕು,tovar
504,Nutzen::N,ಲಾಭ,osoh
505,Nutzen::N,ಲಾಭ,úžitok
506,Reichtum::N,ಸಂಪತ್ತು,bohatstvo
507,Welt::N,ಭೂಲೋಕ,svet
508,Land::N,ದೇಶ,územie
509,Land::N,ದೇಶ,krajina
510,Staat::N,ರಾಜ್ಯ,štát
511,König::N,ರಾಜ,kráľ
512,Macht::N,ಅಧಿಕಾರ,moc
513,Macht::N,ಅಧಿಕಾರ,mocnosť
514,Grenze::N,ಗಡಿ,hranica
515,Krieg::N,ಯುದ್ಧ,vojna
516,Feind::N,ಶತ್ರು,nepriateľ
517,Gewalt::N,ಹಿಂಸೆ,násilie
518,Kampf::N,ಹೋರಾಟ,boj
519,Bogen[Waffe]::N,ಬಿಲ್ಲು,luk
520,Pfeil::N,ಅಂಬು,šíp
521,Pfeil::N,ಅಂಬು,strela
522,Gewehr::N,ಬಂದೂಕು,puška
523,Fehler::N,ತಪ್ಪು,omyl
524,Fehler::N,ತಪ್ಪು,chyba
525,Lüge::N,ಸುಳ್ಳು,lož
526,Schaden::N,ಹಾನಿ,ujma
527,Schaden::N,ಹಾನಿ,škoda
528,Unglück::N,ಅಪಾಯ,nešťastie
529,Schuld::N,ದೋಷ,vina
530,Schuld::N,ದೋಷ,previnenie
531,Alter::N,ಮುಪ್ಪು,vek
532,Schluss::N,ಮುಕ್ತಾಯ,záver
533,Schluss::N,ಮುಕ್ತಾಯ,koniec
534,Zeit::N,ಕಾಲ,čas
535,Tag::N,ದಿನ,deň
536,Morgen::N,ಮುಂಜಾನೆ,ráno
537,Mittag::N,ನಡುಹಗಲು,poludnie
538,Abend::N,ಸಂಜೆ,večer
539,Nacht::N,ರಾತ್ರಿ,noc
540,Woche::N,ವಾರ,týždeň
541,Monat::N,ತಿಂಗಳು,mesiac
542,Jahr::N,ಸಂವತ್ಸರ,rok
543,Frühling::N,ವಸಂತ,jar
544,Sommer::N,ಬಿಸಿಲುಕಾಲ,leto
545,Herbst::N,ಶರತ್ಕಾಲ,jeseň
546,Winter::N,ಚಳಿಗಾಲ,zima
547,Januar::N,ನಾಲ್ಚಳಿ,január
548,Februar::N,ಅಯ್ಚಳಿ,február
549,März::N,ಮೊಬ್ಬೇಸಿಗೆ,marec
550,April::N,ಇಬ್ಬೇಸಿಗೆ,apríl
551,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,máj
552,Juni::N,ಮೊಮ್ಮಳೆ,jún
553,Juli::N,ಇಮ್ಮಳೆ,júl
554,August::N,ಮುಮ್ಮಳೆ,august
555,September::N,ನಾಲ್ಮಳೆ,september
556,Oktober::N,ಮೊಚ್ಚಳಿ,október
557,November::N,ಇಚ್ಚಳಿ,november
558,Dezember::N,ಮುಚ್ಚಳಿ,december
559,Montag::N,ಸೋಮುವಾರ,pondelok
560,Dienstag::N,ಮಂಗಳವಾರ,utorok
561,Mittwoch::N,ಬುಧವಾರ,streda
562,Donnerstag::N,ಗುರುವಾರ,štvrtok
563,Freitag::N,ಶುಕ್ರವಾರ,piatok
564,Samstag::N,ಶನಿವಾರ,sobota
565,Sonntag::N,ಭಾನುವಾರ,nedeľa
566,groß::A,ದೊಡ್ಡ,veľký
567,klein::A,ಪುಟ್ಟ,malý
568,lang::A,ದೀರ್ಘ,dlhý
569,kurz::A,ಚಕ್ಕ,krátky
