,Concept_ID,br,nl
121,Wurzel::N,gwrizienn,wortel
122,Baum::N,gwezenn,boom
123,Stamm::N,kef,stam
124,Rinde::N,rusk,schors
125,Ast::N,barr,tak
126,Zweig::N,bod,twijg
127,Blatt::N,delienn,blad
128,Birke::N,bezvenn,berk
129,Kiefer[Baum]::N,pinenn,den
130,Weide[Baum]::N,halegenn,wilg
131,Tanne::N,sapenn,spar
132,Horn::N,korn,hoorn
133,Feder::N,pluñv,veer
134,Feder::N,pluñv,pluim
135,Fell::N,kreoñ,vel
136,Flügel::N,askell,vleugel
137,Klaue::N,skilf,klauw
138,Kralle::N,skilf,klauw
139,Schwanz::N,lost,staart
140,Ei::N,vi,ei
141,Nest::N,neizh,nest
142,Bau::N,douarenn,hol
143,Tier::N,loen,dier
144,Herde::N,tropell,kudde
145,Kuh::N,buoc'h,koe
146,Bulle::N,tarv,stier
147,Pferd::N,marc'h,paard
148,Schaf::N,dañvad,schaap
149,Schwein::N,pemoc'h,varken
150,Hund::N,ki,hond
151,Katze::N,kazh,kat
152,Bär::N,arzh,beer
153,Eichhörnchen::N,gwiñver,eekhoorntje
154,Elch::N,karv-dour,eland
155,Fuchs::N,louarn,vos
156,Hase::N,gad,haas
157,Maus::N,logodenn,muis
158,Wolf::N,bleiz,wolf
159,Vogel::N,labous,vogel
160,Schwarm::N,nijad,zwerm
161,Huhn::N,yar,kip
162,Huhn::N,yar,hoen
163,Hahn::N,kilhog,haan
164,Gans::N,gwazenn,gans
165,Adler::N,erer,arend
166,Ente::N,houad,eend
167,Eule::N,toud,uil
168,Kranich::N,garan,kraanvogel
169,Krähe::N,bran,kraai
170,Kuckuck::N,koukoug,koekoek
171,Schwan::N,alarc'h,zwaan
172,Fisch::N,pesk,vis
173,Barsch::N,brell,baars
174,Hecht::N,beked,snoek
175,Schlange[Tier]::N,naer,slang
176,Wurm::N,preñv,worm
177,Spinne::N,kevnidenn,spin
178,Ameise::N,merion,mier
179,Laus::N,laouenn,luis
180,Mücke::N,moustik,mug
181,Fliege::N,kelienenn,vlieg
182,Schmetterling::N,balafenn,vlinder
183,Beere::N,hog,bes
184,Apfel::N,aval,appel
185,Pilz::N,kabell-touseg,paddestoel
186,Zwiebel::N,ognonenn,ui
187,Saat::N,had,zaad
188,Korn::N,ed,graan
189,Korn::N,ed,korrel
190,Heu::N,foenn,hooi
191,Schale::N,peliadur,schil
192,Falle::N,pech,val
193,Schlinge::N,krouglas,strop
194,Asche::N,ludu,as
195,Dreck::N,fank,drek
196,Eisen::N,houarn,ijzer
197,Gold::N,aour,goud
198,Silber::N,arc'hant,zilver
199,Kohle::N,glaou,kool
200,Glas::N,gwer,glas
201,Sand::N,traezh,zand
202,Mensch::N,den,mens
203,Mann::N,den,man
204,Frau::N,maouez,vrouw
205,Kind::N,bugel,kind
206,Junge::N,paotr,jongen
207,Mädchen::N,plac'h,meisje
208,Familie::N,familh,gezin
209,Familie::N,familh,familie
210,Großvater::N,tad-kozh,grootvader
211,Großmutter::N,mamm-gozh,grootmoeder
212,Eltern::N,kerent,ouders
213,Vater::N,tad,vader
214,Mutter::N,mamm,moeder
215,Sohn::N,mab,zoon
216,Tochter::N,merc'h,dochter
217,Bruder::N,breur,broer
218,Bruder::N,breur,broeder
219,Schwester::N,c'hoar,zus
220,Schwester::N,c'hoar,zuster
221,Onkel::N,eontr,oom
222,Tante::N,moereb,tante
223,Ehemann::N,gwaz,echtgenoot
224,Ehefrau::N,gwreg,echtgenote
225,Freude::N,levenez,vreugde
226,Gelächter::N,c'hoarzherezh,gelach
227,Glück::N,chañs,geluk
228,Kummer::N,doan,verdriet
229,Wunsch::N,c'hoant,wens
230,Wunsch::N,c'hoant,verlangen
231,Lust::N,c'hoant,zin
232,Lust::N,c'hoant,lust
233,Geist::N,spered,geest
234,Gedanke::N,soñj,gedachte
235,Gedächtnis::N,eñvor,geheugen
236,Verstand::N,skiant,verstand
237,Sinn::N,ster,betekenis
238,Grund::N,kaoz,reden
239,Wahrheit::N,gwirionez,waarheid
240,Gespräch::N,kaozeadenn,gesprek
241,Märchen::N,kaoz korriganez,sprookje
242,Erzählung::N,kontadenn,verhaal
243,Nachricht::N,keloù,tijding
244,Neuigkeit::N,kelaouenn,nieuws
245,Neuigkeit::N,kelaouenn,nieuwtje
246,Name::N,anv,naam
247,Rätsel::N,divinatez,raadsel
248,Rede::N,diskour,rede
249,Sprache::N,yezh,taal
250,Stimme::N,mouezh,stem
251,Wort::N,ger,woord
252,Zeichen::N,sin,teken
253,Ruf::N,galv,roep
254,Lärm::N,trouz,lawaai
255,Ton::N,ton,toon
256,Ton::N,ton,klank
257,Lied::N,kanaouenn,lied
258,Ruhe::N,sioulded,rust
259,Ruhe::N,sioulded,stilte
260,Leute::N,tud,lui
261,Leute::N,tud,mensen
262,Volk::N,pobl,volk
263,Arbeit::N,labour,werk
264,Arbeit::N,labour,arbeid
265,Gast::N,kouviad,gast
266,Geschenk::N,prof,cadeau
267,Geschenk::N,prof,geschenk
268,Spiel::N,c'hoari,spel
269,Gesellschaft::N,kompagnunezh,gezelschap
270,Gesellschaft::N,kavandad,gezelschap
271,Hilfe::N,sikour,hulp
272,Freund::N,mignon,vriend
273,Kamerad::N,kamarad,maat
274,Kamerad::N,kamarad,metgezel
275,Angelegenheit::N,afer,zaak
276,Angelegenheit::N,afer,aangelegenheid
277,Anzahl::N,niver,tal
278,Anzahl::N,niver,aantal
279,Art::N,sort,slag
280,Art::N,sort,soort
281,Stück::N,tamm,stuk
282,Teil::N,pezh,deel
283,Hälfte::N,hanterenn,helft
284,Kreis::N,kelc'h,kring
285,Kreis::N,kelc'h,cirkel
286,Kreuz::N,kroaz,kruis
287,Linie::N,linenn,lijn
288,Strich::N,tenn,haal
289,Strich::N,tenn,streep
290,Abstand::N,distok,afstand
291,Entfernung::N,keid,afstand
292,Entfernung::N,kehid,afstand
293,Gegend::N,korn-bro,streek
294,Platz::N,plasenn,ruimte
295,Ort::N,lec'h,oord
296,Ort::N,lec'h,plaats
297,Seite::N,tu,zij
298,Seite::N,tu,kant
299,Seite::N,tu,zijde
300,Mitte::N,kreiz,midden
301,Gegenstand::N,tra,voorwerp
302,Sache::N,tra,zaak
303,Rand::N,kantenn,rand
304,Rand::N,kantenn,boord
305,Kante::N,kantenn,kant
306,Ecke::N,korn,hoek
307,Spitze::N,begell,punt
308,Spitze::N,begell,spits
309,Ende::N,dibenn,einde
310,Ende::N,dibenn,uiteinde
311,Loch::N,toull,gat
312,Muster::N,tresadenn,dessin
313,Muster::N,tresadenn,patroon
314,Größe::N,ment,grootte
315,Länge::N,hirder,lengte
316,Höhe::N,uhelder,hoogte
317,Gewicht::N,pouez,gewicht
318,Menge::N,bern,hoeveelheid
319,Haufen::N,bern,hoop
320,Reihe::N,steud,rij
321,Reihe::N,steud,reeks
322,Boot::N,bag,boot
323,Ruder::N,roeñv,roeiriem
324,Schlitten::N,trainell,slee
325,Schlitten::N,trainell,slede
326,Ski::N,ski,ski
327,Last::N,karg,last
328,Last::N,karg,vracht
329,Gang::N,kerzh,wandeling
330,Schritt::N,paz,stap
331,Schritt::N,paz,schrede
332,Norden::N,norzh,noorden
333,Norden::N,hanternoz,noorden
334,Süden::N,su,zuiden
335,Süden::N,kreisteiz,zuiden
336,Westen::N,kuzh-heol,westen
337,Osten::N,reter,oosten
338,Osten::N,sav-heol,oosten
339,Holz::N,koad,hout
340,Brett::N,plankenn,plank
341,Platte::N,plakenn,plaat
342,Stütze::N,harp,stut
343,Stütze::N,harp,steun
344,Stange::N,sparl,stang
345,Stock::N,bazh,stok
346,Stab::N,bazh,staf
347,Rohr::N,tub,pijp
348,Rohr::N,korz,pijp
349,Haus::N,ti,huis
350,Heim::N,kêr,tehuis
351,Ofen::N,forn,kachel
352,Fußboden::N,plañchod,vloer
353,Tisch::N,taol,tafel
354,Stuhl::N,kador,stoel
355,Wiege::N,kavell,wieg
356,Bett::N,gwele,bed
357,Regal::N,estajerenn,rek
358,Kiste::N,kased,kist
359,Fenster::N,prenestr,raam
360,Fenster::N,prenestr,venster
361,Tür::N,dor,deur
362,Tor::N,portal,poort
363,Zaun::N,sklotur,omheining
364,Dach::N,toenn,dak
365,Leiter::N,skeul,ladder
366,Besen::N,skubell,bezem
367,Spaten::N,pal,schop
368,Schaufel::N,pal,schep
369,Gabel::N,fourchetez,vork
370,Löffel::N,loa,lepel
371,Messer::N,kontell,mes
372,Nagel::N,tach,spijker
373,Netz::N,roued,net
374,Haken::N,krog,haak
375,Griff::N,kemer,handvat
376,Schloss::N,potenn,slot
377,Bild::N,skeudenn,beeld
378,Figur::N,skeud,figuur
379,Figur::N,figur,figuur
380,Puppe::N,merc'hodenn,pop
381,Beutel::N,sac'h,zak
382,Beutel::N,sac'h,buidel
383,Bündel::N,feskenn,pak
384,Bündel::N,feskenn,bundel
385,Tasche::N,sac'h,tas
386,Eimer::N,sailh,emmer
387,Deckel::N,pallenn,deksel
388,Geschirr::N,listriaj,vaatwerk
389,Sack::N,sac'h,zak
390,Tasse::N,tas,kop
391,Topf::N,pod,pan
392,Kessel::N,chaodouron,ketel
393,Essen::N,pred,eten
394,Nahrung::N,boued,voedsel
395,Speise::N,meuz,spijs
396,Fleisch::N,kig,vlees
397,Getreide::N,ed,graan
398,Brei::N,yod,pap
399,Brei::N,yod,brij
400,Brot::N,bara,brood
401,Scheibe::N,tailhenn,plak
402,Scheibe::N,tailhenn,snede
403,Fett::N,lard,vet
404,Butter::N,amann,boter
405,Öl::N,eoul,olie
406,Salz::N,holen,zout
407,Suppe::N,soubenn,soep
408,Honig::N,mel,honing
409,Milch::N,laezh,melk
410,Tee::N,te,thee
411,Leder::N,lêr,leer
412,Leder::N,lêr,leder
413,Wolle::N,gloan,wol
414,Stoff::N,danvez,stof
415,Nadel::N,nadoz,naald
416,Faden::N,neudenn,draad
417,Knopf::N,bouton,knoop
418,Knoten::N,skoulm,knoop
419,Farbe::N,liv,verf
420,Kleidung::N,dilhad,kledij
421,Kleidung::N,dilhad,kleding
422,Hemd::N,roc'hed,hemd
423,Kragen::N,gouzoug,kraag
424,Ärmel::N,milgin,mouw
425,Hose::N,bragoù,broek
426,Hose::N,bragoù,pantalon
427,Gürtel::N,gouriz,riem
428,Gürtel::N,gouriz,gordel
429,Mütze::N,boned,muts
430,Schuh::N,botez,schoen
431,Stiefel::N,botez,laars
432,Ring::N,gwalenn,ring
433,Band::N,bagad,lint
434,Kamm::N,krib,kam
435,Spiegel::N,melezour,spiegel
436,Riemen::N,lerenn,riem
437,Schnur::N,kordenn,koord
438,Leine::N,roll,lijn
439,Decke::N,golo,deken
440,Kissen::N,goubenner,kussen
441,Tuch::N,mezher,doek
442,Handtuch::N,toailhon,handdoek
443,Kraft::N,nerzh,kracht
444,Stärke::N,nerzhder,sterkte
445,Gesundheit::N,yec'hed,gezondheid
446,Krankheit::N,klañved,ziekte
447,Schmerz::N,poan,pijn
448,Schmerz::N,droug,pijn
449,Wunde::N,gloazadenn,wond
450,Fieber::N,terzhienn,koorts
451,Arznei::N,louzoù,medicament
452,Arznei::N,louzoù,geneesmiddel
453,Brücke::N,pont,brug
454,Brunnen::N,puñs,put
455,Brunnen::N,puñs,bron
456,Weide::N,prad,wei
457,Weide::N,prad,weide
458,Pfad::N,gwenodenn,pad
459,Weg::N,hent,weg
460,Straße::N,ru,baan
461,Straße::N,ru,straat
462,Straße::N,hent,baan
463,Straße::N,hent,straat
464,Dorf::N,kêr,dorp
465,Dorf::N,kêriadenn,dorp
466,Stadt::N,kêr,stad
467,Brief::N,lizher,brief
468,Buch::N,levr,boek
469,Buchstabe::N,lizherenn,letter
470,Zeitung::N,kazetenn,krant
471,Zeitung::N,kazetenn,dagblad
472,Leben::N,buhez,leven
473,Tod::N,marv,dood
474,Grab::N,bez,graf
475,Kirche::N,iliz,kerk
476,Sünde::N,pec'hed,zonde
477,Gott::N,doue,god
478,Arbeiter::N,labourer,arbeider
479,Arbeiter::N,micherour,arbeider
480,Chef::N,penn,chef
481,Meister::N,mestr,meester
482,Arzt::N,mezeg,arts
483,Arzt::N,mezeg,dokter
484,Arzt::N,medisin,arts
485,Arzt::N,medisin,dokter
486,Lehrer::N,skolaer,leraar
487,Lehrer::N,skolaer,onderwijzer
488,Lehrer::N,kelenner,leraar
489,Lehrer::N,kelenner,onderwijzer
490,Geld::N,arc'hant,geld
491,Geschäft::N,stal,zaak
492,Laden::N,stal,winkel
493,Preis::N,priz,prijs
494,Ware::N,marc'hadourezh,waar
495,Nutzen::N,gounidegezh,nut
496,Nutzen::N,gounidegezh,voordeel
497,Nutzen::N,lañs,nut
498,Nutzen::N,lañs,voordeel
499,Nutzen::N,profit,nut
500,Nutzen::N,profit,voordeel
501,Nutzen::N,spleit,nut
502,Nutzen::N,spleit,voordeel
503,Reichtum::N,pinvidigezh,rijkdom
504,Welt::N,douar,wereld
505,Land::N,bro,land
506,Staat::N,stad,staat
507,König::N,roue,koning
508,Macht::N,galloud,macht
509,Grenze::N,harzoù,grens
510,Krieg::N,brezel,oorlog
511,Feind::N,eneber,vijand
512,Gewalt::N,tâerder,geweld
513,Kampf::N,kann,strijd
514,Kampf::N,kann,gevecht
515,Bogen[Waffe]::N,gwareg,boog
516,Pfeil::N,saezh,pijl
517,Gewehr::N,fuzuilh,geweer
518,Fehler::N,fazi,fout
519,Lüge::N,gaou,leugen
520,Schaden::N,gwall,schade
521,Unglück::N,gwalleur,tegenspoed
522,Schuld::N,kablusted,schuld
523,Schuld::N,pec'hedigezh,schuld
524,Alter::N,oad,leeftijd
525,Schluss::N,diwezh,slot
526,Zeit::N,amzer,tijd
527,Tag::N,deizh,dag
528,Morgen::N,beure,morgen
529,Morgen::N,beure,ochtend
530,Morgen::N,mintin,morgen
531,Morgen::N,mintin,ochtend
532,Mittag::N,kreisteiz,middag
533,Abend::N,abardaez,avond
534,Nacht::N,noz,nacht
535,Woche::N,sizhun,week
536,Monat::N,miz,maand
537,Jahr::N,bloaz,jaar
538,Frühling::N,nevezamzer,lente
539,Frühling::N,nevezamzer,voorjaar
540,Sommer::N,hañv,zomer
541,Herbst::N,diskaramzer,herfst
542,Winter::N,goañv,winter
543,Januar::N,Genver,januari
544,Februar::N,C'hwevrer,februari
545,März::N,Meurzh,maart
546,April::N,Ebrel,april
547,Mai::N,Mae,mei
548,Juni::N,Mezheven,juni
549,Juli::N,Gouhere,juli
550,August::N,Eost,augustus
551,September::N,Gwengolo,september
552,Oktober::N,Here,oktober
553,November::N,Du,november
554,Dezember::N,Kerzu,december
555,Montag::N,Lun,maandag
556,Dienstag::N,Meurzh,dinsdag
557,Mittwoch::N,Merc'her,woensdag
558,Donnerstag::N,Yaou,donderdag
559,Freitag::N,Gwener,vrijdag
560,Samstag::N,Sadorn,zaterdag
561,Sonntag::N,Sul,zondag
562,groß::A,bras,groot
563,klein::A,bihan,klein
564,lang::A,hir,lang
565,kurz::A,berr,kort
566,breit::A,ledan,breed
567,schmal::A,strizh,smal
568,dicht::A,stank,dicht
569,dick[Gegenstand]::A,tev,dik
570,dünn::A,moan,dun
571,fein::A,munut,fijn
572,fest::A,start,vast
573,flach::A,plaen,plat
574,glatt::A,lintr,glad
575,glatt::A,levn,glad
576,hart::A,kalet,hard
577,weich::A,blot,week
578,rund::A,ront,rond
579,spitz::A,poentet,spits
580,spitz::A,poentet,puntig
581,scharf::A,dremm,scherp
582,stumpf::A,talsoc'h,stomp
583,schwer::A,pounner,zwaar
584,schön::A,kaer,mooi
585,schön::A,kaer,fraai
586,heiß::A,tomm,heet
587,warm::A,tomm,warm
588,kalt::A,yen,koud
589,kühl::A,yen,koel
590,frisch::A,fresk,fris
591,feucht::A,gleb,vochtig
592,nass::A,gleb,nat
593,trocken::A,sec'h,droog
594,voll::A,leun,vol
595,leer::A,goullo,leeg
596,offen::A,digor,open
597,geschlossen::A,serr,gesloten
598,sauber::A,naet,net
599,sauber::A,naet,schoon
600,schmutzig::A,lous,vuil
601,roh::A,kriz,rauw
602,reif::A,darev,rijp
603,lecker::A,lipous,lekker
604,lecker::A,saourus,lekker
605,süß::A,dous,zoet
606,bitter::A,c'hwerv,bitter
607,sauer::A,trenk,zuur
608,hell::A,sklaer,licht
609,hell::A,sklaer,helder
610,dunkel::A,teñval,donker
611,schwarz::A,du,zwart
612,weiß::A,gwenn,wit
613,rot::A,ruz,rood
614,gelb::A,melen,geel
615,blau::A,glas,blauw
616,grün::A,gwer,groen
617,grau::A,louet,grijs
618,bunt::A,liesliv,bont
619,billig::A,marc'had-mat,goedkoop
620,teuer::A,ker,duur
621,wertvoll::A,prizius,kostbaar
622,wertvoll::A,prizius,waardevol
623,blind::A,dall,blind
624,taub::A,bouzar,doof
625,kräftig::A,start,krachtig
626,stark::A,kreñv,sterk
627,schwach::A,gwan,zwak
628,fett::A,lard,vet
629,schlank::A,sinkl,slank
630,hübsch::A,koant,leuk
631,böse::A,gwall,kwaad
632,dumm::A,glep,dom
633,faul::A,lezirek,lui
634,fleißig::A,studius,vlijtig
635,geizig::A,tost,gierig
636,klug::A,speredek,slim
637,klug::A,speredek,schrander
638,klug::A,speredek,verstandig
639,geschickt::A,dornet,handig
640,geschickt::A,dornet,vaardig
641,lieb::A,koant,lief
642,lustig::A,laouen,vrolijk
643,sanft::A,flour,zacht
644,hungrig::A,marnaon,hongerig
645,krank::A,klañv,ziek
646,nackt::A,noazh,naakt
647,traurig::A,trist,treurig
648,traurig::A,trist,bedroefd
649,lebendig::A,bev,levend
650,gut::A,mad,goed
651,schlecht::A,fall,slecht
652,schlecht::A,gwall,slecht
653,richtig::A,reizh,juist
654,schlimm::A,gwall,erg
655,schlimm::A,gwall,kwaad
656,wahr::A,gwir,waar
657,alt::A,kozh,oud
658,neu::A,nevez,nieuw
659,ehemalig::A,kozh,voormalig
660,alt[Lebewesen]::A,kozh,oud
661,jung::A,yaouank,jong
662,arm::A,paour,arm
663,reich::A,pinvidik,rijk
664,bekannt::A,anavezet,bekend
665,berühmt::A,brudet,beroemd
666,fremd::A,dizanav,vreemd
667,verschieden::A,disheñel,verscheiden
668,verschieden::A,disheñel,verschillend
669,nah::A,nes,nabij
670,nah::A,nes,nabijgelegen
671,fern::A,diabell,ver
672,linker::A,kleiz,linker
673,rechter::A,dehoù,rechter
674,anderer::A,all,andere
675,erster::A,kentañ,eerste
676,zweiter::A,eil,tweede
677,dritter::A,trede,derde
678,letzter::A,diwezhañ,laatste
679,allein::ADV,e-unan,alleen
680,auf einmal::ADV,ar un dro,ineens
681,auf einmal::ADV,ar un dro,tegelijk
682,zusammen::ADV,asambles,samen
683,zusammen::ADV,asambles,bijeen
684,lange::ADV,pell,lang
685,plötzlich::ADV,en un taol,eensklaps
686,plötzlich::ADV,en un taol,plotsklaps
687,sofort::ADV,diouzhtu,terstond
688,sofort::ADV,diouzhtu,aanstonds
689,sofort::ADV,diouzhtu,onmiddelijk
690,später::ADV,diwezhatoc'h,later
691,jetzt::ADV,bremañ,nu
692,jetzt::ADV,bremañ,nou
693,jetzt::ADV,bremañ,thans
694,heute::ADV,hiziv,heden
695,heute::ADV,hiziv,vandaag
696,morgen::ADV,arc'hoazh,morgen
697,bald::ADV,hepdale,gauw
698,bald::ADV,hepdale,weldra
699,dann::ADV,a-c'houde,dan
700,dann::ADV,a-c'houde,toen
701,gestern::ADV,dec'h,gisteren
702,einst::ADV,gwechall,eens
703,damals::ADV,neuze,toen
704,damals::ADV,neuze,destijds
705,danach::ADV,goude,daarna
706,vorher::ADV,diagent,vooraf
707,vorher::ADV,diagent,van tevoren
708,zuerst::ADV,da gentañ,eerst
709,zuerst::ADV,da gentañ,het eerst
710,einmal::ADV,ur wech,eens
711,einmal::ADV,ur wech,eenmaal
712,manchmal::ADV,a-wechoù,soms
713,oft::ADV,alies,vaak
714,oft::ADV,alies,dikwijls
715,immer::ADV,atav,altijd
716,immer::ADV,bepred,altijd
717,niemals::ADV,gwech ebet,nooit
718,hier::ADV,amañ,hier
719,hierhin::ADV,dre amañ,hierheen
720,von hier::ADV,alemañ,van hier
721,von hier::ADV,alemañ,hiervandaan
722,dort::ADV,aze,daar
723,dort::ADV,aze,ginds
724,dort::ADV,ahont,daar
725,dort::ADV,ahont,ginds
726,dorthin::ADV,di,daarheen
727,dorthin::ADV,aze,daarheen
728,dorthin::ADV,ahont,daarheen
729,geradeaus::ADV,war-eeun,rechtuit
730,geradeaus::ADV,war-eeun,rechtdoor
731,vorwärts::ADV,war-raok,vooruit
732,vorwärts::ADV,war-raok,voorwaarts
733,rückwärts::ADV,war-lerc'h,achteruit
734,rückwärts::ADV,war-lerc'h,achterwaarts
735,zurück::ADV,war-dreñv,terug
736,unten::ADV,en traoñ,beneden
737,unten::ADV,en traoñ,onderaan
738,hinab::ADV,a-izel,omlaag
739,hinab::ADV,a-izel,naar beneden
740,oben::ADV,en nec'h,boven
741,hinauf::ADV,e-krec'h,omhoog
742,hinauf::ADV,e-krec'h,naar boven
743,überall::ADV,dre-holl,alom
744,überall::ADV,dre-holl,overal
745,nicht::ADV,ne ... ket,niet
746,ein wenig::ADV,un tammig,wat
747,kaum::ADV,a-boan,amper
748,kaum::ADV,a-boan,nauwelijks
749,sehr::ADV,-tre,erg
750,sehr::ADV,-tre,zeer
751,sehr::ADV,-kenañ,erg
752,sehr::ADV,-kenañ,zeer
753,so::ADV,evel-se,zo
754,noch::ADV,c'hoazh,nog
755,nur::ADV,hepken,maar
756,nur::ADV,hepken,alleen
757,schon::ADV,dija,al
758,schon::ADV,dija,reeds
759,wieder::ADV,adarre,weer
760,wieder::ADV,adarre,terug
761,vor::PRP,dirak,voor
762,hinter::PRP,a-drek,achter
763,hinter::PRP,a-dreñv,achter
764,unter::PRP,dindan,onder
765,unter::PRP,dindan,beneden
766,durch::PRP,dre,door
767,neben::PRP,e-kichen,naast
768,zwischen::PRP,etre,tussen
769,wegen::PRP,abalamour da,wegens
770,wegen::PRP,abalamour da,vanwege
771,dies::PRN,hemañ,dit
772,das::PRN,se,dat
773,das::PRN,hennezh,dat
774,alles::PRN,pep tra,alles
775,ich::PRN,me,ik
776,du::PRN,te,je
777,du::PRN,te,jij
778,er::PRN,eñ,hij
779,wir::PRN,ni,we
780,wir::PRN,ni,wij
781,ihr::PRN,c'hwi,jullie
782,sie::PRN,int,ze
783,sie::PRN,int,zij
784,was::FPRN,petra,wat
785,wer::FPRN,piv,wie
786,wo::FADV,pelec'h,waar
787,wohin::FADV,da belec'h,waarheen
788,wie::FADV,penaos,hoe
789,warum::FADV,perak,waarom
790,wieviel::FNUM,pet,hoeveel
791,eins::NUM,unan,één
792,zwei::NUM,daou,twee
793,drei::NUM,tri,drie
794,vier::NUM,pevar,vier
795,fünf::NUM,pemp,vijf
796,sechs::NUM,c'hwec'h,zes
797,sieben::NUM,seizh,zeven
798,acht::NUM,eizh,acht
799,neun::NUM,nav,negen
800,zehn::NUM,dek,tien
801,elf::NUM,unnek,elf
802,zwölf::NUM,daouzek,twaalf
803,zwanzig::NUM,ugent,twintig
804,dreißig::NUM,tregont,dertig
805,vierzig::NUM,daou-ugent,veertig
806,fünfzig::NUM,hanter-kant,vijftig
807,sechzig::NUM,tri-ugent,zestig
808,siebzig::NUM,dek ha tri-ugent,zeventig
809,achtzig::NUM,pevar-ugent,tachtig
810,neunzig::NUM,dek ha pevar-ugent,negentig
811,hundert::NUM,kant,honderd
812,tausend::NUM,mil,duizend
813,und::CNJ,ha,en
814,oder::CNJ,pe,of
815,stehen::V,bezañ a-sav,staan
816,sitzen::V,azezañ,zitten
817,sitzen::V,bezañ en e goazez,zitten
818,liegen::V,bezañ en e c'hourvez,liggen
819,hängen::V,krougañ,hangen
820,werden::V,dazonet,worden
821,passieren::V,c'hoarvezout,gebeuren
822,beginnen::V,stagañ,beginnen
