,Concept_ID,mrj,xal
55,Geschmack::N,тот,амтн
56,Geruch::N,пыш,үнр
57,Schlaf::N,ом,нөр
58,Traum::N,ом,зүүдн
59,Himmel::N,пӹлгом,теңгр
60,Sonne::N,кечӹ,нарн
61,Mond::N,тӹлзӹ,сар
62,Stern::N,шӹдӹр,одн
63,Luft::N,юж,аһар
64,Luft::N,воздух,аһар
65,Wind::N,мардеж,салькн
66,Welle::N,ко,дольган
67,Welle::N,коэ,дольган
68,Wasser::N,вӹд,усн
69,Stein::N,кӱ,чолун
70,Boden::N,рок,Һазр
71,Erde::N,свет,Һазр
72,Staub::N,пырак,тоосн
73,Rauch::N,шӹкш,утан
74,Funke::N,ип,очн
75,Funke::N,тылип,очн
76,Feuer::N,тыл,һал
77,Licht::N,соты,герл
78,Licht::N,валгыды,герл
79,Schatten::N,ӹмӹл,сүүдр
80,Wetter::N,игечӹ,теңгр
81,Nebel::N,тӹтӹрӓ,будн
82,Wolke::N,пӹл,үүлн
83,Regen::N,юр,хур
84,Schnee::N,лым,цасн
85,Eis::N,и,мөсн
86,Frost::N,ӱштӹ,киитн
87,Kälte::N,ӱштӹ,киитн
88,Hitze::N,шокшы,халун
89,Raureif::N,пöрш,цаң
90,Raureif::N,пöрш,кирү
91,Regenbogen::N,шанавӹл,солңһ
92,Donner::N,хӹдӹртӹш,оһтрһун дун
93,Strömung::N,йогы,урсхл
94,Tropfen::N,капльы,дусал
95,Tropfen::N,капльык,дусал
96,Schaum::N,шонг,көөсн
97,Schmutz::N,лявӹрӓ,кир
98,See::N,йӓр,нур
99,Sumpf::N,лӱкӹ,унул
100,Moor::N,куп,улм
101,Wiese::N,алык,хадлһн
102,Wald::N,шӹргӹ,ө-модн
103,Hügel::N,пӱгӹрикӓ,толһа
104,Anhöhe::N,кӱкшикӓ,хамр
105,Berg::N,кырык,уул
106,Gipfel::N,неркӓ,ора
107,Höhle::N,ы́раж,хадин көндә
108,Abhang::N,полом,ташу
109,Quelle::N,вӹдсӹнзӓ,булг
110,Bach::N,ӓнгӹр,һооҗур
111,Fluss::N,вӹд,һол
112,Ufer::N,сир,көвә
113,Küste::N,сир,көвә
114,Küste::N,сир,теңгсин көвә
115,Festland::N,мӱлӓндӹ,хүүрә һазр
116,Meer::N,тангыж,теңгс
117,Bucht::N,вӹдъял,цекә
118,Bucht::N,вӹдъял,теңгсин цекә
119,Insel::N,острок,арл
120,Blume::N,пеледӹш,цецг
121,Gras::N,шуды,ноһан
122,Wurzel::N,важ,уңг
123,Baum::N,пушӓнгӹ,модн
124,Stamm::N,пушӓнгӹ тӹнг,шилв
125,Stamm::N,пушӓнгӹ тӹнг,һол модн
126,Rinde::N,каргыж,көрсн
127,Ast::N,укш,ац
128,Zweig::N,укш,ац
129,Blatt::N,листӹ,хамтхасн
130,Birke::N,куги,хусм модн
131,Kiefer[Baum]::N,йӓктӹ,шар харһа
132,Weide[Baum]::N,уа,удн
133,Tanne::N,кож,җөөлн цаһан модн
134,Horn::N,шур,өвр
135,Feder::N,пын,өрвлг
136,Fell::N,кавашты,арсн
137,Flügel::N,шылдыр,җивр
138,Klaue::N,кӹч,хумсн
139,Kralle::N,лапа,тавг
140,Schwanz::N,пач,сүл
141,Ei::N,мыны,өндгн
142,Nest::N,пӹжӓш,үр
143,Bau::N,ыраж,нүкн
144,Tier::N,во́льык,мал
145,Herde::N,кӹтö,сүрг мал
146,Kuh::N,ышкал,үкр
147,Bulle::N,ӱшкӱж,бух
148,Pferd::N,имни,мөрн
149,Schaf::N,шарык,хөн
150,Schwein::N,сасна,һаха
151,Hund::N,пи,ноха
152,Katze::N,коти,мис
153,Bär::N,мöскӓ,аю
154,Eichhörnchen::N,ур,кермн
155,Elch::N,шарды,хандһа
156,Fuchs::N,рӹвӹж,арат
157,Hase::N,морен,туула
158,Maus::N,каля,хулһн
159,Wolf::N,пирӹ,чон
160,Vogel::N,кек,шовун
161,Schwarm::N,цуца,зел
162,Huhn::N,цӹвӹ,така
163,Hahn::N,ӓптӓн,эр така
164,Gans::N,комбы,һалун
165,Adler::N,кучкыж,һәрд
166,Ente::N,лыды,нуһсн
167,Eule::N,тымана,һурвлһ
168,Kranich::N,тырня,тоһрун
169,Kranich::N,тыртня,тоһрун
170,Krähe::N,лудыгарак,шаазһа
171,Kuckuck::N,куку,эргин хуцдг
172,Schwan::N,йӱксӹ,хун
173,Fisch::N,кол,заһсн
174,Barsch::N,алангы,шүрг
175,Hecht::N,нуж,цурх
176,Hecht::N,нужгол,цурх
177,Schlange[Tier]::N,кӹшкы,моһа
178,Wurm::N,шукш,өтн
179,Spinne::N,ӓнгӹремшӹ,аралҗн
180,Ameise::N,кыткы,шорһлҗн
181,Laus::N,ти,бөөсн
182,Mücke::N,кужнер,бөкүн
183,Mücke::N,кужынер,бөкүн
184,Fliege::N,шӹнгӓ,батхн
185,Schmetterling::N,лӹпӹ,эрвәкә
186,Beere::N,мöр,бөөлҗрһн
187,Apfel::N,олма,альмн
188,Pilz::N,понгы,теңгрин ки
189,Zwiebel::N,охыра,мәңгрснә толһа
190,Saat::N,нӱшмӹ,буудян экн
191,Saat::N,нӱшмӱ,буудян экн
192,Korn::N,пӹрцӹ,экн
193,Heu::N,шуды,өвсн
194,Schale::N,аваха,хальсн
195,Schale::N,карлангы,хальсн
196,Grube::N,йӓм,нүкн
197,Falle::N,лӱдӹ,урх
198,Falle::N,лӱдӹ,хавх
199,Falle::N,лӱдӹш,урх
200,Falle::N,лӱдӹш,хавх
201,Schlinge::N,онгы,бүтү
202,Spur::N,кишӓ,мөр
203,Asche::N,ломых,үмсн
204,Asche::N,ломпыж,үмсн
205,Dreck::N,лявӹрӓ,бальчг
206,Eisen::N,кӹртни,төмр
207,Gold::N,шöртни,алтн
208,Gold::N,шöртньӹ,алтн
209,Silber::N,ши,мөңгн
210,Silber::N,ши,цаһан мөңгн
211,Kohle::N,шӱ,нүүрсн
212,Glas::N,охоница,шил
213,Lehm::N,шун,шавр
214,Sand::N,ошма,элсн
215,Mensch::N,эдем,күн
216,Mensch::N,эдем,күмн
217,Mann::N,пӱэргӹ,эр
218,Frau::N,ӹдӹрӓмӓш,күүкд күн
219,Kind::N,ӓзӓ,үрн
220,Kind::N,шачшы,үрн
221,Junge::N,рвезӹ,көвүн
222,Junge::N,ӹрвезӹ,көвүн
223,Mädchen::N,ӹдӹрӓш,бичкн күүкн
224,Familie::N,йиш,бүл
225,Familie::N,семня,бүл
226,Großvater::N,тьоти,өвк эцк
227,Großvater::N,тьоти,наһц эцк
228,Großmutter::N,папа,эмг эк
229,Großmutter::N,папа,наһц эк
230,Eltern::N,ӓтя-ӓвӓ,эк эцк хойр
231,Vater::N,ӓтя,эцк
232,Mutter::N,ӓвӓ,эк
233,Sohn::N,эргӹ,көвүн
234,Tochter::N,ӹдӹр,күүкн
235,Bruder::N,ӹза,дү көвүн
236,Schwester::N,ӓкӓ,эгч
237,Schwester::N,ӓкӓ,дү күүкн
238,Onkel::N,кугуза,авһ
239,Onkel::N,кугуза,наһцх
240,Tante::N,куака,наһц эгч
241,Ehemann::N,мары,залу
242,Ehefrau::N,вӓтӹ,гергн
243,Freude::N,ӹвӹртӹмӓш,байр
244,Gelächter::N,ваштылмаш,инәдн
245,Glück::N,пиӓл,җирһл
246,Glück::N,пиӓл,сәәхн җирһл
247,Kummer::N,ясы,зовлң
248,Wunsch::N,охата,дурн
249,Wunsch::N,шанымаш,дурн
250,Lust::N,шӓр,җилвтлһн
251,Lust::N,охата,җилвтлһн
252,Lust::N,шанымаш,җилвтлһн
253,Geist::N,тух,зөрг
254,Gedanke::N,шанымаш,ухан
255,Gedächtnis::N,ӓш,чееҗин тодлвр
256,Verstand::N,ыш,ухан
257,Sinn::N,кын,учр-утх
258,Grund::N,вир,учр
259,Grund::N,вир,шалтан
260,Wahrheit::N,тöр,үнн
261,Gespräch::N,хытырымаш,күүндвүр
262,Märchen::N,ямак,тууль
263,Erzählung::N,шайыштмаш,келвр
264,Nachricht::N,увертӓрӹмӓш,медүллһн
265,Neuigkeit::N,увер,зәңг
266,Name::N,лӹм,нерн
267,Rätsel::N,тышты,тәәлвртә тууль
268,Rede::N,шая,келлһн
269,Rede::N,шамак,келлһн
270,Sprache::N,йӹлмӹ,келн
271,Stimme::N,юк,дун
272,Wort::N,шамак,үг
273,Zeichen::N,палӹ,темдг
274,Ruf::N,сӹгӹрӹмӓш,дуудлһн
275,Lärm::N,юкланымащ,шууган
276,Laut::N,юк,ә
277,Ton::N,юк,дун
278,Lied::N,мыры,дун
279,Ruhe::N,тыр,амулң
280,Leute::N,эдемвлӓ,әмтн
281,Volk::N,халык,улс
282,Arbeit::N,пӓшӓ,көдлмш
283,Gast::N,хына,гиич
284,Geschenk::N,подарка,белг
285,Spiel::N,мадыш,наадн
286,Gesellschaft::N,йӓл,олн
287,Gesellschaft::N,йӓлвлӓ,олн
288,Hilfe::N,палшык,нөкд
289,Freund::N,тӓнг,иньг
290,Kamerad::N,тос,үр
291,Angelegenheit::N,дела,керг
292,Angelegenheit::N,йела,керг
293,Angelegenheit::N,йыла,керг
294,Angelegenheit::N,пӓшӓ,керг
295,Anzahl::N,шот,то
296,Art::N,цӹре,зүүл
297,Stück::N,лаштык,хусг
298,Teil::N,пай,хүв
299,Teil::N,часть,хүв
300,Hälfte::N,пел,өрәл
301,Kreis::N,тӹртӹш,төгрг
302,Kreuz::N,крестӹ,кирс
303,Abstand::N,ло,зә
304,Entfernung::N,ло,һазр
305,Gegend::N,вӓр,һазр
306,Platz::N,вӓр,зә
307,Ort::N,вӓр,бәәрн
308,Seite::N,öрдӹж,тал
309,Seite::N,öрдӹж,хаҗу
310,Seite::N,öрдӹж,хәврһ
311,Mitte::N,ло,дунд
312,Gegenstand::N,хӓдӹр,юмн
313,Sache::N,хӓдӹр,юмн
314,Rand::N,шöр,зах
315,Kante::N,шöр,ирмәг
316,Ecke::N,лык,өнцг
317,Spitze::N,вуй,үзүр
318,Ende::N,вуй,үзүр
319,Ende::N,мычаш,үзүр
320,Loch::N,ыраж,хаһрха
321,Winkel::N,лык,булң
322,Muster::N,тӹрлец,намч
323,Größe::N,кӱкшӹц,кемҗән
324,Länge::N,кыт,ут
325,Höhe::N,кӱкшӹц,өндр
326,Gewicht::N,нелӹц,күнд
327,Gewicht::N,нелӹц,чиңнүр
328,Menge::N,шот,ик
329,Haufen::N,ара,ова
330,Reihe::N,ряд,зерг
331,Reihe::N,ряд,зерглән
332,Boot::N,пыш,оңһц
333,Ruder::N,вешлӓ,хәәв
334,Schlitten::N,тир,цан
335,Ski::N,ечӹ,лыҗ
336,Lagerfeuer::N,тыл,костёр
337,Last::N,нелӹц,күнд
338,Gang::N,ход,йовлһн
339,Schritt::N,ашкыл,ишкм
340,Norden::N,йыдпелвел,ар үзг
341,Süden::N,кечӹвӓлвел,өмн
342,Süden::N,кечӹвӓлвел,өмн үзг
343,Westen::N,кечӹ шӹцмӹ,барун
344,Westen::N,кечӹ шӹцмӹ,барун үзг
345,Osten::N,ирвел,зүн
346,Osten::N,ирвел,зүн үзг
347,Osten::N,кечӹ лӱлтмӹ,зүн
348,Osten::N,кечӹ лӱлтмӹ,зүн үзг
349,Holz::N,пушӓнгӹ,модн
350,Brett::N,ханга,харһа
351,Platte::N,плитӓ,хавтха чолун
352,Stütze::N,цӓрӓк,тулг
353,Stange::N,равы,уньн
354,Stange::N,намаш,уньн
355,Stock::N,панды,модн
356,Stab::N,равы,шуург
357,Rohr::N,пыч,турва
358,Haus::N,пöрт,гер
359,Heim::N,пöрт,гер-бул
360,Ofen::N,камака,беш
361,Fußboden::N,седӹрӓ,девскр
362,Tisch::N,стöл,ширә
363,Stuhl::N,пöкен,стул
364,Wiege::N,шипкӓ,өлгә
365,Wiege::N,шипкӓ,дүүҗң
366,Bett::N,койка,орн
367,Bett::N,койка,орндг
368,Bett::N,кравать,орн
369,Bett::N,кравать,орндг
370,Regal::N,полицӓ,таг
371,Regal::N,полицӓ,тәвц
372,Kiste::N,шӱ́ндӹк,яршг
373,Fenster::N,окня,терз
374,Tür::N,амаса,үүдн
375,Tor::N,хапка,үүдн
376,Tor::N,хапка,өргн үүдн
377,Tor::N,хапка,хашан үүдн
378,Zaun::N,забор,хаша
379,Dach::N,левӓш,деевр
380,Leiter::N,ташкалтыш,шат
381,Leiter::N,ташкалтыш,давшур
382,Besen::N,сало,сәвүр
383,Besen::N,салко,сәвүр
384,Spaten::N,кольмы,күрз
385,Schaufel::N,лоток,совг
386,Gabel::N,ви́лка,серә
387,Löffel::N,савала,ухр
388,Messer::N,кӹзӹ,утх
389,Nagel::N,пыда,хадасн
390,Netz::N,вӓпш,гөлм
391,Haken::N,крӱк,дегә
392,Haken::N,кагак,дегә
393,Griff::N,кычем,иш
394,Griff::N,кычем,бәрүл
395,Schloss::N,замок,оньс
396,Schloss::N,сыравач,оньс
397,Bild::N,картин,зург
398,Figur::N,кӓн,фигур
399,Puppe::N,поханя,наадһа
400,Beutel::N,мешӓк,мишг
401,Bündel::N,топ,багла
402,Bündel::N,топ,боодһа
403,Bündel::N,пидӹш,багла
404,Bündel::N,пидӹш,боодһа
405,Bündel::N,кӹлдӹш,багла
406,Bündel::N,кӹлдӹш,боодһа
407,Tasche::N,сумкы,сумк
408,Eimer::N,ведӹрӓ,суулһ
409,Deckel::N,комдыш,бүркәсн
410,Geschirr::N,ӓтӹ,сав
411,Geschirr::N,ӓтӹ,сав-сарх
412,Sack::N,мешӓк,мишг
413,Tasse::N,цӓшкӓ,ааһ
414,Topf::N,ми́ска,кастрюль
415,Kessel::N,пад,хәәсн
416,Essen::N,качкыш,зоогллһн
417,Essen::N,качкыш-йӱш,зоогллһн
418,Nahrung::N,качкыш,теҗәл
419,Nahrung::N,качкыш-йӱш,теҗәл
420,Speise::N,няня,хот
421,Fleisch::N,пай,махн
422,Getreide::N,киндӹ,хот болҗ эдлгддг цецгүдтә урһмл
423,Brei::N,шӹрӓш,хаш
424,Brot::N,сыкыр,өдмг
425,Scheibe::N,ламыт,зүсм
426,Scheibe::N,лаштык,зүсм
427,Fett::N,кая,өөкн
428,Butter::N,ӱ,тосн
429,Öl::N,ӱ,тосн
430,Salz::N,санзал,давсн
431,Suppe::N,лем,шөлн
432,Honig::N,мӱ,бал
433,Milch::N,шӹшер,үсн
434,Tee::N,чӓй,цә
435,Leder::N,шарга,арсн
436,Leder::N,кавашты,арсн
437,Wolle::N,миж,утцн
438,Wolle::N,миж,эд
439,Stoff::N,матер,эд
440,Stoff::N,матери,эд
441,Nadel::N,им,зүн
442,Faden::N,шӹртӹ,утцн
443,Knopf::N,полдыш,товч
444,Knoten::N,пӱкшем,зәңгдә
445,Farbe::N,чиӓ,будг
446,Farbe::N,крӓскӓ,будг
447,Kleidung::N,выргем,хувцн
448,Kleidung::N,выргем,хувц-хунр
449,Hemd::N,тыгыр,киилг
450,Kragen::N,шӱ,зах
451,Ärmel::N,шокш,ханцн
452,Hose::N,ялаш,шалвур
453,Gürtel::N,ӹштӹ,бүс
454,Mütze::N,упш,махла
455,Schuh::N,ту́фльы,башмгуд
456,Stiefel::N,кем,һосн
457,Ring::N,шӓргӓш,билцг
458,Band::N,лемтӓ,лент
459,Kamm::N,шерге,сам
460,Spiegel::N,тӹгӹр,толь
461,Riemen::N,прӓжӓ,бүс
462,Schnur::N,кӓндӹра,деесн
463,Leine::N,керем,бурнтг
464,Leine::N,керем,нохан көтлвр
465,Decke::N,одеял,көнҗл
466,Kissen::N,кӹпцӹк,дер
467,Tuch::N,савыц,альчур
468,Handtuch::N,шӹргӹсавыц,полотенц
469,Handtuch::N,шӹргӹсавыц,һар-нүүрин альчур
470,Handtuch::N,шӹргӹмсавыц,полотенц
471,Handtuch::N,шӹргӹмсавыц,һар-нүүрин альчур
472,Kraft::N,ви,күчн
473,Stärke::N,ви,чидл
474,Gesundheit::N,шу,эрүл-менд
475,Gesundheit::N,шулык,эрүл-менд
476,Krankheit::N,мыж,өвчн
477,Schmerz::N,карштыш,өвдлһн
478,Wunde::N,шушыр,шав
479,Fieber::N,ӱштӹмыж,безг
480,Arznei::N,лекӓрцӹ,эм
481,Brücke::N,кӹвер,тагт
482,Brunnen::N,вӹдсӹнзӓ,худг
483,Weide::N,ныр,малын идг
484,Pfad::N,ялгорны,цувг
485,Weg::N,корны,хаалһ
486,Straße::N,корны,зам
487,Dorf::N,сола,хотн
488,Stadt::N,города,балһсн
489,Brief::N,сирмӓш,бичг
490,Buch::N,книгӓ,дегтр
491,Buchstabe::N,буква́,үзг
492,Zeitung::N,газет,газет
493,Zeitung::N,кайзет,газет
494,Leben::N,житя,җирһл
495,Tod::N,смöрт,үкл
496,Tod::N,смöрт,өңгрлһн
497,Grab::N,шӹгер,оршалһна нүкн
498,Grab::N,мыгилӓ,оршалһна нүкн
499,Grab::N,шӹгерлӓ,оршалһна нүкн
500,Kirche::N,церкӹ,чонҗ
501,Sünde::N,сулык,нүл
502,Sünde::N,сулык,килнц
503,Gott::N,йымы,бурхн
504,Arbeiter::N,пӓшӓзӹ,көдлмшч
505,Chef::N,вуй,толһач
506,Meister::N,мастар,урн
507,Arzt::N,доктор,эмч
508,Lehrer::N,тымдышы,багш
509,Geld::N,окса,мөңгн
510,Geschäft::N,торге́йӹмӓш,көдлмш
511,Laden::N,лапка,лавк
512,Laden::N,магазин,лавк
513,Preis::N,ӓк,үн
514,Ware::N,товар,эд-тавр
515,Nutzen::N,пайда,олз
516,Reichtum::N,перке,зөөр
517,Welt::N,сӓндӓлӹк,орчлң
518,Welt::N,сӓндӓлӹк,делкә
519,Welt::N,свет,орчлң
520,Welt::N,свет,делкә
521,Land::N,сӓндӓлӹк,орн-нутг
522,Staat::N,кугижӓншӹ,государств
523,König::N,король,хан
524,Macht::N,власть,йосн
525,Grenze::N,пӹсмӓн,меҗә
526,Krieg::N,вырсы,дән
527,Feind::N,тышман,дәәсн
528,Gewalt::N,ви,күч һарһлһн
529,Kampf::N,кредӓлмӓш,ноолдан
530,Kampf::N,кредӓлмӓш,бәрлдлһн
531,Bogen[Waffe]::N,янгеж,саадг
532,Pfeil::N,пикш,сумн
533,Gewehr::N,пичӓл,бу
534,Fehler::N,самынь,алдг
535,Lüge::N,шая,худл
536,Schaden::N,вре́дӓ,хорлт
537,Unglück::N,пёда,гүрм
538,Unglück::N,тымаша,гүрм
539,Schuld::N,вуйнамат,гем
540,Schuld::N,вуйнамат,буру
541,Alter::N,иӓш,насн
542,Alter::N,игечӹ,насн
543,Schluss::N,пӹтӓртӹш,чилгч
544,Zeit::N,веремӓ,цаг
545,Tag::N,кечӹ,өдр
546,Morgen::N,ир,өрүн
547,Morgen::N,ирок,өрүн
548,Mittag::N,кечӹвӓл,үд
549,Abend::N,вады,асхн
550,Nacht::N,йыд,сө
551,Woche::N,ӓрня,долан хонг
552,Monat::N,тӹ́лзӹ,сар
553,Jahr::N,год,җил
554,Frühling::N,шошым,хавр
555,Sommer::N,кӓнгӹж,зун
556,Herbst::N,шӹжӹ,намр
557,Winter::N,тел,үвл
558,Winter::N,телӹ,үвл
559,Januar::N,январ,январь
560,Januar::N,январь,январь
561,Februar::N,февраль,февраль
562,März::N,март,март
563,März::N,март,моһа сар
564,April::N,апрель,апрель
565,Mai::N,май,май
566,Juni::N,июнь,июнь
567,Juni::N,июнь,мөчн сар
568,Juli::N,июль,июль
569,August::N,август,август
570,September::N,сентябрь,һаха сар
571,Oktober::N,октябрь,октябрь
572,November::N,ноябрь,ноябрь
573,November::N,ноябрь,үкр сар
574,Dezember::N,декавыр,бар сар
575,Montag::N,шачмы,понедельник
576,Dienstag::N,кышкыжмы,вторник
577,Mittwoch::N,вӹрчегӹ,среда
578,Mittwoch::N,вӹрчегӹ,үлмҗ өдр
579,Donnerstag::N,изӓрня,четверг
580,Donnerstag::N,изӓрня,пүрвә өдр
581,Freitag::N,когарня,пятниц
582,Samstag::N,кукшыгечӹ,суббот
583,Sonntag::N,рушӓрня,нарн өдр
584,Sonntag::N,рушӓрня,воскресень
585,groß::A,кого,ик
586,klein::A,изи,бичкн
587,lang::A,кужы,ут
588,kurz::A,кӹтӹк,оһтр
589,breit::A,кымда,өргн
590,schmal::A,ӓнгӹсӹр,уутьхн
591,dicht::A,шӹре,нигт
592,dick[Gegenstand]::A,кӹжгӹ,зузан
593,dünn::A,вӹцкӹж,нимгн
594,fein::A,пыльга,нәрхн
595,fest::A,цаткыды,бат
596,flach::A,тӓлякӓ,хавтха
597,glatt::A,ягылгы,тегш
598,glatt::A,ягылгы,тиньгр
599,hart::A,пингӹдӹ,хату
600,weich::A,пышкыды,җөөлн
601,weich::A,пышкыды,җөөлкн
602,rund::A,тӹртӹш,төгрг
603,spitz::A,кашар,шовһр
604,scharf::A,кашар,хурц
605,stumpf::A,нӹшкӹ,мука
606,schwer::A,нелӹ,күнд
607,schön::A,цевер,сәәхн
608,schön::A,олмыдшы,сәәхн
609,heiß::A,шокшы,халун
610,warm::A,шокшы,дулан
611,kalt::A,ӱштӹ,киитн
612,kühl::A,юалгы,серүн
613,kühl::A,йонгата,серүн
614,frisch::A,йонгата,серүн
615,feucht::A,ӹлӹкшӹ,чиигтә
616,feucht::A,вӹдӹжгӹ,чиигтә
617,nass::A,начкы,чиигтә
618,trocken::A,кукшы,хагсу
619,voll::A,темшӹ,дүүрң
620,voll::A,темыман,дүүрң
621,leer::A,йӓрӓ,сул
622,leer::A,йӓрӓ,хоосн
623,offen::A,виш,секәтә
624,geschlossen::A,чӱчмӹ,хаалһата
625,geschlossen::A,тӹкӹлӓлтшӹ,хаалһата
626,sauber::A,ире,цевр
627,schmutzig::A,шоран,киртә
628,schmutzig::A,лявӹрӓн,киртә
629,schmutzig::A,шорангшы,киртә
630,roh::A,пеле кӱшӹ,түүкә
631,reif::A,кӱшӹ,болсн
632,lecker::A,тотан,әмтәхн
633,süß::A,мӱӓн,әмтәхн
634,bitter::A,качы,һашун
635,bitter::A,качы,һашута
636,sauer::A,шапы,ишклң
637,hell::A,соты,герлтә
638,hell::A,валгыды,герлтә
639,dunkel::A,пӹц,харңһу
640,dunkel::A,пӹцкемӹш,харңһу
641,schwarz::A,шим,хар
642,weiß::A,ош,цаһан
643,weiß::A,ошы,цаһан
644,rot::A,якшаргы,улан
645,gelb::A,сар,шар
646,gelb::A,сары,шар
647,blau::A,симсӹ,көк
648,grün::A,ыжар,көк
649,grau::A,луды,бор
650,bunt::A,ала,алг
651,bunt::A,ала,эрәтә
652,billig::A,шулдаш,кимд
653,teuer::A,шергӹ,үнтә
654,teuer::A,шергӓкӓн,үнтә
655,wertvoll::A,ӓкӓн,үнтә
656,wertvoll::A,ӓкӓн,эрднь
657,blind::A,слöпöй,сохр
658,blind::A,сльöпöй,сохр
659,taub::A,тӱтӱк,дүлә
660,kräftig::A,виӓн,күчтә
661,stark::A,виӓн,чаңһ
662,schwach::A,шава,күчн тату
663,schwach::A,лӹпкӓ,күчн тату
664,schwach::A,слабка,күчн тату
665,fett::A,таза,тарһн
666,schlank::A,яштака,эццн
667,hübsch::A,сӹлнӹ,көркхн
668,hübsch::A,олмыдшы,көркхн
669,böse::A,шӹдӓн,уурта
670,dumm::A,окмак,тенг
671,faul::A,ялахай,залху
672,fleißig::A,пӓшам яратышы,кинән
673,fleißig::A,пӓшам яратышы,кинмһә
674,geizig::A,шык,ховдг
675,klug::A,ышан,ухата
676,geschickt::A,мастар,чадмг
677,lieb::A,тыри,эңкр
678,lustig::A,мындыр,сергмҗтә
679,lustig::A,мындыр,җирһлтә
680,lustig::A,сусу,сергмҗтә
681,lustig::A,сусу,җирһлтә
682,sanft::A,йӹвӹжӓ,номһн
683,hungrig::A,шужышы,өлн
684,hungrig::A,шужышы,харһнсн
685,krank::A,церлӹ,өвчтә
686,krank::A,церлӹ,шалтгта
687,krank::A,хворой,өвчтә
688,krank::A,хворой,шалтгта
689,nackt::A,цӓрӓ,нүцкн
690,traurig::A,сы́лыкан,һундлта
691,traurig::A,кымы́лдымы,һундлта
692,lebendig::A,живой,әмд
693,gut::A,яжо,сән
694,schlecht::A,уда,му
695,schlecht::A,худа,му
696,richtig::A,вургамла,зөвтә
697,schlimm::A,йӹрнык,җигшүртә
698,wahr::A,настоящий,үнн
699,wahr::A,настоящий,мөн
700,wahr::A,настояшый,үнн
701,wahr::A,настояшый,мөн
702,alt::A,шонгы,хуучн
703,neu::A,у,шин
704,ehemalig::A,тошты,хуучн
705,alt[Lebewesen]::A,ӹлалшӹ,көгшн
706,jung::A,нöргӹ,баһ
707,jung::A,молода,баһ
708,arm::A,укеӓн,угатя
709,reich::A,паян,байн
710,reich::A,пурлыкан,байн
711,bekannt::A,палӹмӹ,таньл
712,bekannt::A,палӹмӹ,таньдг
713,berühmt::A,лӹмлы,туурсн
714,fremd::A,эдемӹн,күүнә
715,verschieden::A,тӹрлӹ,әдл биш
716,verschieden::A,тӹрлӹ,йилһәтә
717,nah::A,лишӹл,өөрхн
718,fern::A,мӹндӹр,хол
719,linker::A,шалахай,зүн
720,rechter::A,вургамла,барун
721,anderer::A,вес,талдан
722,anderer::A,весӹ,талдан
723,erster::A,икшӹ,негдгч
724,erster::A,икӹмшӹ,негдгч
725,zweiter::A,кокшы,хойрдгч
726,dritter::A,кымшы,һурвдгч
727,letzter::A,остатка,отхн
728,allein::ADV,иктӹ,һанцарн
729,allein::ADV,иктӹт,һанцарн
730,auf einmal::ADV,тöрöк,нег дәкҗ
731,zusammen::ADV,икараш,хамдан
732,zusammen::ADV,цымырын,хамдан
733,lange::ADV,кужын,удан
734,plötzlich::ADV,трӱк,генткн
