,Concept_ID,ce,vep
86,Schnee::N,ло,lumi
87,Eis::N,ша,jä
88,Frost::N,шело,hala
89,Frost::N,шело,pakaine
90,Kälte::N,шело,vilu
91,Hitze::N,йовхо,räk
92,Raureif::N,йис,hüde
93,Regenbogen::N,стелаӏад,jumalanbembel'
94,Donner::N,ткъес,juru
95,Donner::N,ткъес,jumalanjuru
96,Strömung::N,дӏаэхар,joksmuz
97,Strömung::N,дӏасалелар,joksmuz
98,Tropfen::N,тӏадам,tilkuine
99,Schaum::N,чопа,vaht
100,Schmutz::N,хатт,redu
101,Schmutz::N,хатт,pačak
102,See::N,ӏам,järv
103,Sumpf::N,уьшал,so
104,Moor::N,уьшал,so
105,Wiese::N,бай,nit
106,Wald::N,хьун,mec
107,Hügel::N,гу,kukaz
108,Hügel::N,шу,kukaz
109,Hügel::N,барз,kukaz
110,Anhöhe::N,акъари,kukaz
111,Berg::N,лам,mägi
112,Gipfel::N,бохь,ladv
113,Höhle::N,хьех,mägionduz
114,Abhang::N,басе,paute
115,Quelle::N,шовда,lähte
116,Bach::N,татол,oja
117,Fluss::N,хи,jogi
118,Ufer::N,хийист,rand
119,Küste::N,йист,randišt
120,Festland::N,латта,kuivma
121,Meer::N,xӏорд,meri
122,Bucht::N,чож,laht
123,Insel::N,гӏайре,sar'
124,Blume::N,зезаг,änik
125,Gras::N,буц,hein
126,Wurzel::N,орам,jur'
127,Baum::N,дитт,pu
128,Stamm::N,гӏад,tüvi
129,Stamm::N,тайпа,tüvi
130,Rinde::N,кевстиг,kor'
131,Ast::N,га,oks
132,Zweig::N,га,oks
133,Zweig::N,га,barb
134,Blatt::N,гӏа,lehtez
135,Birke::N,дакх,koiv
136,Kiefer[Baum]::N,бага,pedai
137,Weide[Baum]::N,дак,raid
138,Tanne::N,база,kuz'
139,Horn::N,маӏа,sar'v
140,Feder::N,пелаг,höuneh
141,Fell::N,цӏока,nahk
142,Flügel::N,тӏам,suug
143,Klaue::N,мӏара,künz'
144,Kralle::N,тlод,künz'
145,Schwanz::N,цӏога,händ
146,Ei::N,xӏoa,muna
147,Nest::N,бен,peza
148,Bau::N,lуьрг,uru
149,Tier::N,дийнат,živat
150,Herde::N,жа,kogo
151,Kuh::N,етт,lehm
152,Bulle::N,сту,härg
153,Pferd::N,говр,hebo
154,Schaf::N,жий,lambaz
155,Schaf::N,уьстагӏ,lambaz
156,Schwein::N,хьакха,siga
157,Hund::N,жӏаьла,koir
158,Katze::N,цициг,kaži
159,Bär::N,ча,kondi
160,Eichhörnchen::N,тарсал,orav
161,Elch::N,сай,hirb'
162,Fuchs::N,цхьогал,reboi
163,Hase::N,пхьагал,jäniš
164,Maus::N,дахка,hir'
165,Wolf::N,борз,händikaz
166,Vogel::N,олхазар,lind
167,Huhn::N,котам,kana
168,Hahn::N,нӏаьна,kukoi
169,Hahn::N,боргӏал,kukoi
170,Gans::N,гӏаз,hanh'
171,Adler::N,aьрзу,orl
172,Ente::N,бад,sorz
173,Eule::N,бухӏа,hir'pulo
174,Kranich::N,гӏаргӏули,kurg
175,Krähe::N,къиг,variš
176,Kuckuck::N,aттйокх,kägi
177,Schwan::N,гӏургӏаз,joucen
178,Fisch::N,чӏара,kala
179,Barsch::N,окунь,ahven
180,Hecht::N,гӏазкхийн чӏара,haug'
181,Schlange[Tier]::N,лаьхьа,kü
182,Schlange[Tier]::N,лаьхьа,mado
183,Wurm::N,нӏаьна,mado
184,Spinne::N,гезг,hämähouk
185,Ameise::N,зингат,murahaine
186,Laus::N,меза,täi
187,Laus::N,гӏениг,täi
188,Mücke::N,чуьрк,säs'k
189,Fliege::N,моза,kärbhaine
190,Schmetterling::N,полла,lipkaine
191,Beere::N,цӏазам,marj
192,Apfel::N,ӏаж,jablok
193,Pilz::N,жӏаьлин нускал,sen'
194,Pilz::N,жӏаьлин нускал,babuk
195,Zwiebel::N,xох,lauk
196,Saat::N,чlу,semned
197,Korn::N,буьртиг,jüvä
198,Korn::N,буьртиг,vill'
199,Heu::N,йол,hein
200,Schale::N,пардо,kor'
201,Grube::N,ор,kop
202,Falle::N,кӏело,rida
203,Spur::N,лар,jäl'g
204,Asche::N,чим,tuhk
205,Dreck::N,мода,redu
206,Dreck::N,мода,pačak
207,Eisen::N,эчиг,raud
208,Gold::N,деши,kuld
209,Silber::N,дети,hobed
210,Kohle::N,кӏора,hil'
211,Glas::N,aнгали,stökol
212,Lehm::N,поппар,savi
213,Sand::N,гӏум,lete
214,Mensch::N,адам,mez'
215,Mensch::N,адам,ristit
216,Mann::N,майра,mez'
217,Frau::N,зуда,naine
218,Kind::N,бер,laps'
219,Junge::N,жимха,poig
220,Junge::N,жимха,prihaine
221,Mädchen::N,жима йоӏ,neičukaine
222,Familie::N,доьзал,kanz
223,Familie::N,доьзал,pereh
224,Großvater::N,ненада,ded
225,Großmutter::N,денана,bab
226,Eltern::N,да-нана,vanhembad
227,Eltern::N,да-нана,kazvatajad
228,Vater::N,да,tat
229,Mutter::N,нана,mam
230,Sohn::N,кӏант,poig
231,Tochter::N,йоӏ,tütär
232,Bruder::N,ваша,veik
233,Bruder::N,ваша,vell'
234,Schwester::N,йиша,čiža
235,Schwester::N,йиша,sizar
236,Onkel::N,деваша,däd'
237,Tante::N,дейиша,tädi
238,Ehemann::N,майра,mužik
239,Ehefrau::N,зуда,ak
240,Freude::N,самукъа,ilo
241,Freude::N,самукъа,ihastuz
242,Freude::N,хазахетар,ilo
243,Freude::N,хазахетар,ihastuz
244,Gelächter::N,белам,nagr
245,Glück::N,ирс,oza
246,Kummer::N,бала,gor'a
247,Wunsch::N,лаам,taht
248,Lust::N,лаам,himo
249,Geist::N,са,heng
250,Gedanke::N,ойла,meletuz
251,Gedächtnis::N,диццадалар,mušt
252,Verstand::N,хьекъал,mel'
253,Sinn::N,маьӏна,jüvä
254,Grund::N,бахьана,sü
255,Wahrheit::N,бакъдерг,tozi
256,Gespräch::N,къамел,lodu
257,Gespräch::N,къамел,pagin
258,Märchen::N,туьйра,sarn
259,Erzählung::N,дийцар,sanutez
260,Nachricht::N,хаам,tedotuz
261,Neuigkeit::N,керланиг,uzištuz
262,Name::N,цӏе,nimi
263,Rätsel::N,хӏетал-метал,ozoitez
264,Rede::N,къамел,pagin
265,Rede::N,къамел,sanad
266,Sprache::N,мотт,kel'
267,Stimme::N,aз,än'
268,Wort::N,дош,sana
269,Zeichen::N,билгало,znam
270,Ruf::N,кхайкхар,kida
271,Ruf::N,кхайкхар,kucund
272,Lärm::N,гӏовгӏа,judu
273,Laut::N,аз,kulund
274,Ton::N,aз,kulund
275,Lied::N,илли,pajo
276,Ruhe::N,тийналла,lebu
277,Leute::N,нах,rahvaz
278,Volk::N,халкъ,rahvaz
279,Arbeit::N,болх,tö
280,Arbeit::N,болх,rad
281,Gast::N,хьаша,adiv
282,Geschenk::N,совгӏат,lahj
283,Spiel::N,ловзар,vänd
284,Gesellschaft::N,юкъаралла,sebr
285,Hilfe::N,гӏо,abu
286,Freund::N,доттагl,sebranik
287,Kamerad::N,накъост,sebranik
288,Angelegenheit::N,гӏуллакх,azj
289,Anzahl::N,терахь,lugu
290,Stück::N,юьхк,pala
291,Stück::N,юьхк,supal
292,Teil::N,дакъа,pala
293,Hälfte::N,ах,pol'
294,Kreis::N,го,ümbruz
295,Kreis::N,го,kehkruz
296,Kreuz::N,жӏара,rist
297,Linie::N,сиз,pird
298,Strich::N,сиз,pird
299,Abstand::N,юкъ,keskust
300,Gegend::N,мeттиг,taho
301,Platz::N,майда,avaruz'
302,Ort::N,меттиг,koht
303,Seite::N,aгӏo,pol'
304,Seite::N,aгӏo,kül'g
305,Mitte::N,юкъ,kesk
306,Gegenstand::N,хӏума,kalu
307,Sache::N,хӏума,azj
308,Rand::N,йист,röun
309,Kante::N,йист,röun
310,Ecke::N,са,saum
311,Spitze::N,ралла,agjaine
312,Ende::N,юьхьиг,agj
313,Loch::N,ӏуьрг,reig
314,Winkel::N,са,čoga
315,Winkel::N,са,saum
316,Muster::N,дагар,kirjam
317,Muster::N,тӏамар,kirjam
318,Größe::N,барам,suruz'
319,Länge::N,йохалла,piduz
320,Höhe::N,локхалла,korktuz'
321,Gewicht::N,йозалла,jügu
322,Gewicht::N,йозалла,vedäduz
323,Menge::N,дукхалла,äjüz'
324,Haufen::N,сал,kogo
325,Haufen::N,оьла,kogo
326,Reihe::N,рагӏ,rivi
327,Reihe::N,могӏа,rivi
328,Boot::N,кема,veneh
329,Ruder::N,пийсиг,air
330,Schlitten::N,салаз,regi
331,Schlitten::N,салаз,regut
332,Ski::N,когсалаз,suks'
333,Lagerfeuer::N,цӏе,nodj
334,Lagerfeuer::N,цӏе,pažag
335,Last::N,дукъ,jüguz
336,Gang::N,лелар,astund
337,Schritt::N,гӏулч,hašk
338,Norden::N,къилбаседе,pohjoine
339,Süden::N,къилбе,suvi
340,Westen::N,малхбузе,päivlaskm
341,Osten::N,малхбале,päivnouzm
342,Holz::N,дечиг,pu
343,Brett::N,у,laud
344,Platte::N,у,keitim
345,Stütze::N,гӏopтоp,tugi
346,Stange::N,гӏуркх,arz'
347,Stock::N,ӏаса,kalu
348,Stab::N,гӏаж,seibaz
349,Rohr::N,биргӏа,torv
350,Haus::N,цӏа,pert'
351,Heim::N,кхерч,kodi
352,Ofen::N,кхерч,päč
353,Fußboden::N,цӏенкъа,lava
354,Tisch::N,шун,laud
355,Tisch::N,шун,stal'c
356,Stuhl::N,гӏант,ištim
357,Wiege::N,ага,kätte
358,Bett::N,маьнга,sija
359,Bett::N,маьнга,magaduzsija
360,Regal::N,терхи,palič
361,Kiste::N,яьшка,mülütim
362,Fenster::N,кор,ikun
363,Tür::N,неӏ,uks'
364,Tor::N,ков,verai
365,Zaun::N,керт,aid
366,Dach::N,тхов,katuz
367,Leiter::N,лами,pordhad
368,Besen::N,нуй,lud
369,Besen::N,нуй,vast
370,Spaten::N,бел,labid
371,Schaufel::N,аьшкал,labid
372,Gabel::N,мӏара,hangoine
373,Löffel::N,ӏайг,luzik
374,Messer::N,урс,veič
375,Nagel::N,хьостам,nagl
376,Netz::N,бой,verk
377,Haken::N,мӏара,kouk
378,Schloss::N,чӏега,lukkol
379,Bild::N,сурт,kuva
380,Puppe::N,тайниг,tätüine
381,Beutel::N,гали,havad
382,Bündel::N,кочар,toppaz
383,Bündel::N,кочар,käč
384,Tasche::N,тӏоьрмиг,sumk
385,Eimer::N,чийлик,vädr
386,Deckel::N,негӏар,katuz
387,Geschirr::N,пхьегӏа,astii
388,Sack::N,гали,havad
389,Tasse::N,кад,čašk
390,Topf::N,яй,pada
391,Kessel::N,яй,katil
392,Essen::N,юург,sönd
393,Nahrung::N,кхача,söm
394,Speise::N,юург,sömine
395,Fleisch::N,жижиг,liha
396,Getreide::N,буьртиг,vill'
397,Brei::N,xудар,pudr
398,Brot::N,бепиг,leib
399,Brot::N,кхаллар,leib
400,Scheibe::N,цастар,bibaleh
401,Scheibe::N,цастар,šlik
402,Fett::N,мохь,razv
403,Butter::N,налха,voi
404,Öl::N,даьтта,voi
405,Salz::N,туьха,sol
406,Suppe::N,чорпа,lem'
407,Suppe::N,чорпа,keitoz
408,Honig::N,моз,mezi
409,Milch::N,шура,maid
410,Tee::N,чай,čai
411,Leder::N,цӏока,nahk
412,Wolle::N,тӏapгӏa,vill
413,Stoff::N,кӏади,kangaz
414,Nadel::N,маха,negl
415,Faden::N,тай,nit'
416,Knopf::N,нуьйда,nübl'
417,Knoten::N,шад,sol'm
418,Farbe::N,сир,muju
419,Farbe::N,басар,muju
420,Kleidung::N,бедар,sobad
421,Hemd::N,коч,paid
422,Kragen::N,кач,kagluz
423,Ärmel::N,пхьош,hijam
424,Hose::N,хеча,štanad
425,Gürtel::N,доьхка,vö
426,Mütze::N,куй,šapuk
427,Schuh::N,мача,keng'
428,Stiefel::N,этка,sapug
429,Ring::N,чӏуг,rengaz
430,Band::N,лента,lentaine
431,Kamm::N,ехк,suga
432,Spiegel::N,куьзга,zerkol
433,Riemen::N,доьхка,vö
434,Schnur::N,муш,nor
435,Leine::N,кочатосу доьхка,talutimnor
436,Decke::N,юргӏа,sijakatuz
437,Kissen::N,гIайба,pöluz
438,Tuch::N,исхар,paik
439,Handtuch::N,гата,käzipaik
440,Kraft::N,гӏора,vägi
441,Stärke::N,гӏап,vahvuz'
442,Gesundheit::N,могашалла,tervhuz
443,Krankheit::N,цамгар,läžund
444,Schmerz::N,лазар,kibu
445,Wunde::N,чов,čapatez
446,Fieber::N,xорша,säru
447,Arznei::N,молха,zel'l'
448,Brücke::N,тӏай,sild
449,Brunnen::N,гӏу,kaiv
450,Weide::N,дак,omaluine
451,Pfad::N,тача,tehut
452,Weg::N,некъ,te
453,Straße::N,урам,te
454,Dorf::N,юрт,külä
455,Stadt::N,гӏала,lidn
456,Brief::N,кехат,kirjeine
457,Buch::N,жайна,kirj
458,Buchstabe::N,элп,kirjam
459,Zeitung::N,газет,lehtez
460,Leben::N,дахар,elo
461,Tod::N,далар,surm
462,Tod::N,ӏожалла,surm
463,Grab::N,каш,kaum
464,Kirche::N,килс,jumalanpert'
465,Sünde::N,къа,grähk
466,Gott::N,дела,jumal
467,Arbeiter::N,белхало,radnik
468,Chef::N,хьаькам,pämez'
469,Meister::N,говзанча,mastar
470,Arzt::N,лор,lekar'
471,Lehrer::N,хьехархо,opendai
472,Geld::N,aхча,rahad
473,Geschäft::N,туька,biznes
474,Laden::N,туька,lauk
475,Preis::N,мах,arv
476,Ware::N,хlума,tavar
477,Nutzen::N,пайда,liža
478,Reichtum::N,хьал,kodielo
479,Reichtum::N,хьал,kal'huz'
480,Welt::N,дуьне,mail'm
481,Land::N,мохк,ma
482,Staat::N,пачхьалкх,valdkund
483,König::N,паччахь,kunigaz
484,Macht::N,ӏедал,vald
485,Grenze::N,доза,röun
486,Krieg::N,тӏом,soda
487,Feind::N,мостагӏ,vihanik
488,Feind::N,мостагӏ,vastustai
489,Gewalt::N,гӏело,vägivald
490,Kampf::N,къийсам,tora
491,Pfeil::N,пха,nol
492,Gewehr::N,топ,oružj
493,Fehler::N,гӏалат,viga
494,Lüge::N,аьшпаш,kelastuz
495,Schaden::N,зен,pahuz'
496,Unglück::N,бала,bed
497,Unglück::N,бала,gor'a
498,Schuld::N,бехк,värhuz'
499,Alter::N,хан,igä
500,Schluss::N,чакхе,lop
501,Zeit::N,хан,aig
502,Tag::N,де,päiv
503,Morgen::N,ӏуьйре,homendez
504,Mittag::N,делкъе,keskpäiv
505,Abend::N,суьйре,eht
506,Nacht::N,буьйса,ö
507,Woche::N,кӏира,nedal'
508,Monat::N,бутт,ku
509,Jahr::N,шо,voz'
510,Frühling::N,бӏаьсте,keväz'
511,Sommer::N,аьхке,keza
512,Herbst::N,гуьйре,sügüz'
513,Winter::N,ӏа,tal'v
514,Januar::N,январь,viluku
515,Februar::N,февраль,uhoku
516,März::N,март,keväz'ku
517,April::N,апрель,sulaku
518,Mai::N,май,semendku
519,Juni::N,июнь,kezaku
520,Juli::N,июль,heinku
521,August::N,август,eloku
522,September::N,сентябрь,sügüz'ku
523,Oktober::N,октябрь,reduku
524,November::N,ноябрь,kül'mku
525,Dezember::N,декабрь,tal'vku
526,Montag::N,оршот,ezmärg
527,Dienstag::N,шинара,tožnarg
528,Mittwoch::N,кхаара,koumanz'päiv
529,Donnerstag::N,еара,nellänz'päiv
530,Freitag::N,пӏераска,pätnič
531,Freitag::N,пӏераска,videnz'päiv
532,Samstag::N,шот,sobat
533,Sonntag::N,кӏиранде,pühäpäiv
534,groß::A,доккха,sur'
535,groß::A,доккха,järed
536,klein::A,кегий,pen'
537,klein::A,кегий,pičuine
538,lang::A,еха,pit'k
539,kurz::A,доца,lühüd
540,breit::A,шуьйра,leved
541,schmal::A,готта,kaid
542,dicht::A,луьста,tihed
543,dick[Gegenstand]::A,стомма,paks
544,dünn::A,дуткъа,hoik
545,fein::A,ховха,hen
546,fest::A,чӏогӏа,luja
547,fest::A,чӏогӏа,ninev
548,flach::A,чӏапа,lapak
549,glatt::A,шера,siled
550,hart::A,чӏогӏa,kova
551,weich::A,кӏеда,pehmed
552,rund::A,горга,kehker
553,spitz::A,ира,nügu
554,spitz::A,ира,terav
555,scharf::A,ира,terav
556,stumpf::A,аьртa,tül'c
557,schwer::A,деза,jüged
558,schön::A,хаза,čoma
559,heiß::A,довха,räk
560,warm::A,довха,läm'
561,kalt::A,шийла,vilu
562,kühl::A,шийла,raibak
563,kühl::A,шийла,viluhk
564,frisch::A,керла,lahed
565,feucht::A,тӏуьна,neps
566,feucht::A,тӏуьна,toreh
567,nass::A,тӏеда,märg
568,trocken::A,eкъа,kuiv
569,voll::A,дуьзна,täuz'
570,leer::A,яьсса,joudai
571,offen::A,диллина,avoin
572,offen::A,диллина,avol'jaine
573,geschlossen::A,дӏакъевлина,saubaline
574,geschlossen::A,дӏачӏагӏдина,saubaline
575,sauber::A,цӏена,puhtaz
576,schmutzig::A,боьха,redukaz
577,roh::A,буьйда,rohk
578,roh::A,буьйда,toreh
579,reif::A,хилла,küps
580,lecker::A,чоме,magukaz
581,süß::A,мерза,maged
582,bitter::A,къаьхьа,karged
583,sauer::A,муьста,muiged
584,hell::A,сирла,kirkas
585,hell::A,сирла,valgei
586,dunkel::A,бодане,pimed
587,schwarz::A,ӏаьржа,must
588,weiß::A,кӏайн,vauged
589,rot::A,цӏен,rusked
590,gelb::A,можа,pakuine
591,blau::A,сийна,sinine
592,grün::A,баьццара,vihand
593,grau::A,cира,hahk
594,grau::A,мокха,hahk
595,bunt::A,къорза,kirjav
596,billig::A,дораха,odav
597,teuer::A,деза,kalliž
598,wertvoll::A,мехала,arvokas
599,blind::A,бӏаьрзе,soged
600,taub::A,къора,kurdiž
601,kräftig::A,нуьцкъала,vägev
602,stark::A,зоьртала,vahv
603,stark::A,зоьртала,vägekaz
604,stark::A,нуьцкъала,vahv
605,stark::A,нуьцкъала,vägekaz
606,schwach::A,гӏорасиза,väll'
607,fett::A,дерстана,razvakaz
608,schlank::A,куц долу,kapos
609,hübsch::A,хаза,čoma
610,böse::A,вон,äred
611,böse::A,вон,käred
612,dumm::A,сонта,el'getoi
613,faul::A,мало ен,lašk
614,fleißig::A,тӏера,radonnavedii
615,geizig::A,пис,ažlak
616,geizig::A,сутара,ažlak
617,klug::A,хьекъале,melev
618,klug::A,хьекъале,melekaz
619,geschickt::A,тӏахъаьлла,mahtokaz
620,lieb::A,хьоме,izo
621,lieb::A,хьоме,sula
622,lustig::A,самукъане,ilokaz
623,sanft::A,кlеда,laskav
624,hungrig::A,меца,näl'ghine
625,krank::A,цомгуш долу,läžui
626,nackt::A,дерзана,alastoi
627,traurig::A,самукъане воцу,opalahine
628,lebendig::A,дийна,eläb
629,gut::A,дика,hüvä
630,schlecht::A,вон,huba
631,richtig::A,нийса,oiged
632,schlimm::A,вон,paha
633,wahr::A,бакъдолу,todesine
634,alt::A,къена,vanh
635,neu::A,керла,uz'
636,ehemalig::A,хилла,edeline
637,alt[Lebewesen]::A,къена,ravaz
638,jung::A,къона,nor'
639,arm::A,къен,gol'l'
640,reich::A,хьоле,elokaz
641,bekannt::A,девзаш долу,tutab
642,berühmt::A,цӏеяхана,tetab
643,fremd::A,нехан,veraz
644,verschieden::A,тайп-тайпанара,erazvuitte
645,nah::A,гергара,läheline
646,fern::A,гена,edahaine
647,fern::A,генара,edahaine
648,linker::A,аьрру,hura
649,rechter::A,аьтту,oiged
650,anderer::A,кхин,toine
651,erster::A,хьалхара,ezmäine
652,zweiter::A,шолгIа,toine
653,dritter::A,кхоалгӏа,koumanz'
654,letzter::A,тӏаьххьара,jäl'gmäine
655,allein::ADV,цхьаъ,üksnäze
656,auf einmal::ADV,цу сохьтта,ühten aigan
657,zusammen::ADV,цхьана,ühtes
658,lange::ADV,дукха,hätken
659,plötzlich::ADV,цIеххьана,äkkid
660,sofort::ADV,цу сохьтта,kerdalaz
661,später::ADV,тӏаьхьо,möhemba
662,jetzt::ADV,хӏинца,nügüd'
663,heute::ADV,тахана,tämbei
664,morgen::ADV,кхана,homen
665,bald::ADV,кеста,pigai
666,dann::ADV,тӏаккха,sid'
667,gestern::ADV,селхана,eglai
668,einst::ADV,цкъа,ende
669,einst::ADV,цкъа,kerdan
670,damals::ADV,хӏетахьь,siloi
671,danach::ADV,тӏаккха,sid'
672,vorher::ADV,хьалхa,ende
673,zuerst::ADV,хьалха,ezmäi
674,einmal::ADV,цкъа,kerdan
675,manchmal::ADV,цкъаццкъа,erašti
676,oft::ADV,кест-кеста,paksus
677,immer::ADV,даим,kaiken
678,niemals::ADV,цкъа а,ei nikonz
679,hier::ADV,кхузахь,täs
680,hier::ADV,кхузахь,tägä
681,hierhin::ADV,кхуза,tänna
682,von hier::ADV,кхузара,täspäi
683,von hier::ADV,кхузара,sid'päi
684,dort::ADV,цигахь,sigä
685,dorthin::ADV,цига,sinna
686,dorthin::ADV,цига,nakkale
687,geradeaus::ADV,нийса дӏа,kohtha
688,vorwärts::ADV,хьалха,edehe
689,rückwärts::ADV,юха,sel'gin
690,zurück::ADV,юха,tagaze
691,unten::ADV,лахахь,alahan
692,hinab::ADV,охьа,alaz
693,hinab::ADV,охьа,alahaks
694,oben::ADV,лакхахь,ülähän
695,hinauf::ADV,хьала,ülez
696,hinauf::ADV,хьала,ülähäks
697,überall::ADV,массанхьа,kaikjal
698,nicht::ADV,ца,ei
699,ein wenig::ADV,кӏеззиг,vähän
700,kaum::ADV,халла,habi
701,sehr::ADV,вуно,lujas
702,noch::ADV,кхин,völ
703,nur::ADV,бен ...ца,järg
704,nur::ADV,бен ...ца,vaiše
705,schon::ADV,хӏинцале,jo
706,wieder::ADV,юха а,möst
707,vergebens::ADV,эрна,uhtei
708,vor::PRP,хьалха,edes
709,hinter::PRP,тӏехьа,taga
710,unter::PRP,кIелахь,al
711,durch::PRP,чекх,läbi
712,durch::PRP,чекх,kal't
713,neben::PRP,юххе,rindal
714,zwischen::PRP,юккъехь,keskes
715,wegen::PRP,дуьхьа,tagut
716,dies::PRN,и,nece
717,dies::PRN,иза,nece
718,das::PRN,и,se
719,das::PRN,иза,se
720,alles::PRN,дерриг,kaik
721,ich::PRN,cо,minä
722,du::PRN,хьо,sinä
723,er::PRN,и,hän
724,er::PRN,иза,hän
725,wir::PRN,тхо,mö
726,wir::PRN,вай,mö
727,ihr::PRN,шу,tö
728,sie::PRN,уьш,hö
729,was::FPRN,хӏун,mi
730,wer::FPRN,мила,ken
731,wo::FADV,мичaхь,kus
732,wohin::FADV,мича,kuna
733,wie::FADV,муха,kut
734,wie::FADV,муха,mit'
735,warum::FADV,хӏунда,mikš
736,wieviel::FNUM,мел,äjak
737,wieviel::FNUM,мел,kuverz'
738,wieviel::FNUM,маса,äjak
739,wieviel::FNUM,маса,kuverz'
740,eins::NUM,цхьаъ,üks'
741,zwei::NUM,шиъ,kaks'
742,drei::NUM,кхоъ,koume
743,vier::NUM,диъ,nel'l'
744,fünf::NUM,пхиъ,viž
745,sechs::NUM,ялх,kuz'
746,sieben::NUM,ворхӏ,seičeme
747,acht::NUM,бархӏ,kahesa
748,neun::NUM,исс,ühesa
749,zehn::NUM,итт,kümne
750,elf::NUM,цхьайтта,üks'toštkümne
751,zwölf::NUM,шийтта,kaks'toštkümne
752,zwanzig::NUM,ткъа,kaks'kümne
753,dreißig::NUM,ткъе итт,koumekümne
754,vierzig::NUM,шовзткъа,nel'l'kümne
755,fünfzig::NUM,шовзткъе итт,vižkümne
756,sechzig::NUM,кхузткъа,kuz'kümne
757,siebzig::NUM,кхузткъе итт,seičemekümne
758,achtzig::NUM,дезткъа,kahesakümne
759,neunzig::NUM,дезткъе итт,ühesakümne
760,hundert::NUM,бӏе,sada
761,tausend::NUM,эзар,tuha
762,und::CNJ,a,i
763,und::CNJ,a,da
764,oder::CNJ,я,vai
765,stehen::V,латта,seišta
766,sitzen::V,хиъна ӏан,ištta
767,liegen::V,ӏилла,venuda
768,hängen::V,кхаза,ripta
769,werden::V,хила,lindä
770,werden::V,хила,tehtas
771,passieren::V,хила,ozaitas
772,beginnen::V,доло,augotadas
773,enden::V,дӏадерза,loptas
774,wechseln::V,хийца,vajehtadas
775,aufgehen[Sonne]::V,кхета,nousta
776,untergehen[Sonne]::V,чубуза,lasktas
777,scheinen[Sonne]::V,серло яла,paštta
778,donnern::V,къекъа,juraita
779,wehen::V,хьекха,dölta
780,wehen::V,хьекха,puhuda
781,strömen::V,эха,valadas
782,fließen::V,охьаэха,valuda
783,sich drehen::V,хьийза,punotas
784,schwanken::V,леста,čibuda
785,schwingen::V,лесто,čibuda
786,fallen::V,охьакхета,langeta
787,brennen::V,дага,pallada
788,rauchen::V,оза,savustada
