,Concept_ID,lez,hu
235,Kind::N,аял,gyermek
236,Junge::N,гада,fiú
237,Mädchen::N,руш,lány
238,Familie::N,хзан,család
239,Familie::N,килфет,család
240,Großvater::N,чӏехи буба,nagyapa
241,Großmutter::N,чӏехи диде,nagyanya
242,Eltern::N,диде-буба,szülők
243,Vater::N,буба,apa
244,Vater::N,буба,atya
245,Mutter::N,диде,anya
246,Sohn::N,хва,fiú
247,Tochter::N,руш,lány
248,Bruder::N,стха,fivér
249,Bruder::N,стха,testvér
250,Schwester::N,вах,nővér
251,Schwester::N,вах,lánytestvér
252,Onkel::N,ими,nagybácsi
253,Onkel::N,халу,nagybácsi
254,Tante::N,эме,nagynéni
255,Tante::N,хала,nagynéni
256,Ehemann::N,гъуьл,férj
257,Ehefrau::N,паб,feleség
258,Freude::N,шадвал,öröm
259,Gelächter::N,хъвер,nevetés
260,Gelächter::N,хъвер,hahotázás
261,Glück::N,бахт,boldogság
262,Kummer::N,дерт,bánat
263,Kummer::N,хажалат,bánat
264,Wunsch::N,мурад,óhaj
265,Lust::N,гьевес,kedv
266,Geist::N,руьгь,elme
267,Geist::N,руьгь,szellem
268,Gedanke::N,фикир,gondolat
269,Verstand::N,акьул,ész
270,Verstand::N,акьул,értelem
271,Sinn::N,мана,értelem
272,Grund::N,себеб,ok
273,Grund::N,себеб,alap
274,Wahrheit::N,керчек,igaz
275,Wahrheit::N,керчек,igazság
276,Wahrheit::N,гьакъикъат,igaz
277,Wahrheit::N,гьакъикъат,igazság
278,Gespräch::N,ихтилат,beszélgetés
279,Märchen::N,мах,mese
280,Erzählung::N,кьиса,elbeszélés
281,Nachricht::N,хабар,hír
282,Nachricht::N,хабар,híradás
283,Neuigkeit::N,цӏийи хабар,újság
284,Name::N,тӏвар,név
285,Rätsel::N,мискӏал,rejtvény
286,Rede::N,рахун,beszéd
287,Rede::N,рахун,szónoklat
288,Sprache::N,чӏал,nyelv
289,Stimme::N,ван,hang
290,Wort::N,гаф,szó
291,Zeichen::N,ишара,jel
292,Ruf::N,эвер,kiáltás
293,Lärm::N,ван-сес,zaj
294,Laut::N,ван,hang
295,Laut::N,сес,hang
296,Ton::N,ван-сес,hang
297,Lied::N,мани,dal
298,Lied::N,мани,ének
299,Ruhe::N,ласвал,csend
300,Ruhe::N,ласвал,nyugalom
301,Ruhe::N,фаракъат,csend
302,Ruhe::N,фаракъат,nyugalom
303,Ruhe::N,асайиш,csend
304,Ruhe::N,асайиш,nyugalom
305,Leute::N,инсанар,emberek
306,Volk::N,халкь,nép
307,Arbeit::N,кӏвалах,dolog
308,Gast::N,мугьман,vendég
309,Geschenk::N,савкьат,ajándék
310,Spiel::N,къугъун,játék
311,Gesellschaft::N,жемят,társaság
312,Gesellschaft::N,общество,társaság
313,Hilfe::N,куьмек,segítség
314,Freund::N,дуст,barát
315,Kamerad::N,яр-дуст,társ
316,Angelegenheit::N,кар,ügy
317,Anzahl::N,сан,szám
318,Anzahl::N,кьадар,szám
319,Art::N,жуьре,faj
320,Art::N,жуьре,fajta
321,Stück::N,кӏус,darab
322,Teil::N,пай,rész
323,Hälfte::N,зур,fél
324,Hälfte::N,зур пай,fél
325,Kreis::N,круг,kör
326,Kreis::N,чкаяр,kör
327,Kreis::N,элкъвей цӏар,kör
328,Kreuz::N,хаш,kereszt
329,Linie::N,цӏар,vonal
330,Strich::N,цӏар,vonás
331,Abstand::N,ара,köz
332,Entfernung::N,мензил,távolság
333,Gegend::N,чка,táj
334,Gegend::N,чка,vidék
335,Platz::N,ара,hely
336,Ort::N,чка,hely
337,Seite::N,пад,fél
338,Seite::N,пад,oldal
339,Mitte::N,юкь,közép
340,Gegenstand::N,затӏ,tárgy
341,Sache::N,шей,dolog
342,Sache::N,затӏ,dolog
343,Rand::N,къерех,szél
344,Rand::N,къерех,perem
345,Rand::N,къерех,szegély
346,Kante::N,син,él
347,Ecke::N,пӏипӏ,sarok
348,Ecke::N,пӏипӏ,szöglet
349,Spitze::N,кӏвенкӏв,csúcs
350,Ende::N,кьил,vég
351,Loch::N,тӏеквен,lyuk
352,Winkel::N,пӏипӏ,szög
353,Muster::N,гишир,minta
354,Größe::N,кьадар,nagyság
355,Länge::N,яргъивал,hossz
356,Länge::N,яргъивал,hosszúság
357,Höhe::N,кьакьанвал,magasság
358,Gewicht::N,заланвал,súly
359,Menge::N,кьадар,sokaság
360,Menge::N,кьадар,mennyiség
361,Haufen::N,хара,halom
362,Reihe::N,жерге,sor
363,Boot::N,луьткве,csónak
364,Ruder::N,кьусу,evező
365,Schlitten::N,гъелерар,szánkó
366,Lagerfeuer::N,цӏай,tábortűz
367,Last::N,заланвал,teher
368,Gang::N,ериш,járás
369,Schritt::N,къадам,lépés
370,Norden::N,кефер,észak
371,Norden::N,кефер пад,észak
372,Süden::N,кьибле,dél
373,Westen::N,рагъакӏидай пад,nyugat
374,Osten::N,рагъэкъечӏдай пад,kelet
375,Holz::N,кӏарас,fa
376,Brett::N,кьул,deszka
377,Brett::N,тахта,deszka
378,Stütze::N,даях,támasz
379,Stütze::N,даях,támaszték
380,Stange::N,юрк,rúd
381,Stange::N,юрк,pózna
382,Stock::N,лаш,pálca
383,Stab::N,юрк,bot
384,Rohr::N,турба,cső
385,Haus::N,ужагъ,ház
386,Heim::N,кӏвал,otthon
387,Ofen::N,пич,kályha
388,Fußboden::N,кӏвалин ччил,padló
389,Tisch::N,стол,asztal
390,Stuhl::N,стул,szék
391,Wiege::N,кьеб,bölcső
392,Bett::N,тахт,ágy
393,Regal::N,кьацӏ,polc
394,Regal::N,кьацӏ,állvány
395,Kiste::N,ящик,láda
396,Fenster::N,дакӏар,ablak
397,Tür::N,рак,ajtó
398,Tor::N,варар,kapu
399,Zaun::N,пару,kerítés
400,Dach::N,къав,tető
401,Leiter::N,гурар,létra
402,Besen::N,таран кул,seprű
403,Spaten::N,ппер,ásó
404,Schaufel::N,хекендаз,lapát
405,Gabel::N,шиш,villa
406,Löffel::N,тӏур,kanál
407,Messer::N,чукӏул,kés
408,Nagel::N,мих,szeg
409,Netz::N,чил,háló
410,Haken::N,къармах,kampó
411,Griff::N,ттум,nyél
412,Griff::N,ттум,fogantyú
413,Schloss::N,куьлег,zár
414,Bild::N,шикил,kép
415,Bild::N,суьрет,kép
416,Figur::N,фигура,alak
417,Puppe::N,нини,bábu
418,Beutel::N,тагъар,zacskó
419,Bündel::N,галгам,köteg
420,Tasche::N,чанта,táska
421,Eimer::N,ведре,vödör
422,Deckel::N,кьил,fedő
423,Deckel::N,кьил,fedél
424,Deckel::N,къалпагъ,fedő
425,Deckel::N,къалпагъ,fedél
426,Geschirr::N,къаб-къажах,edény
427,Sack::N,чувал,zsák
428,Tasse::N,сукӏра,csésze
429,Topf::N,къажгъан,fazék
430,Kessel::N,къажгъан,üst
431,Kessel::N,къажгъан,bogrács
432,Essen::N,тӏуьн,evés
433,Essen::N,тӏуьн,étkezés
434,Nahrung::N,тӏуьн,ennivaló
435,Speise::N,хуьрек,étel
436,Fleisch::N,як,hús
437,Getreide::N,техил,gabona
438,Brei::N,хапӏа,pép
439,Brei::N,хапӏа,kása
440,Brei::N,хешил,pép
441,Brei::N,хешил,kása
442,Brot::N,фу,kenyér
443,Scheibe::N,чӏук,szelet
444,Fett::N,ягълу,háj
445,Fett::N,ягълу,zsír
446,Butter::N,гъери,vaj
447,Öl::N,ягълу,olaj
448,Salz::N,кьел,só
449,Suppe::N,суп,leves
450,Suppe::N,шурпа,leves
451,Honig::N,вирт,méz
452,Milch::N,нек,tej
453,Tee::N,чай,tea
454,Leder::N,тумаж,bőr
455,Wolle::N,йис,gyapjú
456,Stoff::N,парча,szövet
457,Nadel::N,раб,tű
458,Faden::N,гъал,fonál
459,Knopf::N,дуьгме,gomb
460,Knoten::N,тӏвал,csomó
461,Farbe::N,ранг,szín
462,Farbe::N,ранг,festék
463,Kleidung::N,партал,ruha
464,Kleidung::N,партал,ruházat
465,Hemd::N,перем,ing
466,Kragen::N,хев,gallér
467,Ärmel::N,хел,ujj
468,Hose::N,шалвар,gatya
469,Hose::N,шалвар,nadrág
470,Gürtel::N,чӏул,öv
471,Mütze::N,бармак,sapka
472,Mütze::N,бапӏах,sapka
473,Schuh::N,ботинка,cipő
474,Stiefel::N,чекме,csizma
475,Ring::N,тупӏал,gyűrű
476,Band::N,тасма,szalag
477,Kamm::N,регъ,fésű
478,Spiegel::N,гуьзгуь,tükör
479,Riemen::N,къайиш,szíj
480,Schnur::N,еб,zsinór
481,Decke::N,яргъан,takaró
482,Kissen::N,хъуьцуьган,párna
483,Tuch::N,шал,kendő
484,Handtuch::N,дасмал,törülköző
485,Kraft::N,гуж,erő
486,Stärke::N,къуват,erő
487,Stärke::N,къуват,erősség
488,Gesundheit::N,сагъвал,egészség
489,Krankheit::N,тӏал,kór
490,Krankheit::N,тӏал,betegség
491,Schmerz::N,тӏал,fájdalom
492,Schmerz::N,тӏарвал,fájdalom
493,Wunde::N,хер,seb
494,Fieber::N,ифин,láz
495,Arznei::N,дарман,orvosság
496,Arznei::N,дарман,gyógyszer
497,Brücke::N,муьгъ,híd
498,Brunnen::N,къуй,kút
499,Weide::N,уьруьш,legelő
500,Pfad::N,рехъ,ösvény
501,Weg::N,рехъ,út
502,Straße::N,рехъ,út
503,Dorf::N,хуьр,falu
504,Stadt::N,шегьер,város
505,Brief::N,кагъаз,levél
506,Buch::N,улуб,könyv
507,Buchstabe::N,гьарф,betű
508,Zeitung::N,газета,újság
509,Zeitung::N,газета,hírlap
510,Leben::N,уьмуьр,élet
511,Tod::N,кьиникь,halál
512,Grab::N,сур,sír
513,Kirche::N,килиса,templom
514,Sünde::N,гунагь,bűn
515,Sünde::N,гунагь,vétek
516,Gott::N,аллагь,isten
517,Arbeiter::N,фяле,munkás
518,Chef::N,гьаким,főnök
519,Meister::N,устӏар,mester
520,Arzt::N,доктор,orvos
521,Lehrer::N,муаллим,tanár
522,Lehrer::N,муаллим,tanító
523,Geld::N,пул,pénz
524,Laden::N,магазин,bolt
525,Preis::N,къимет,ár
526,Ware::N,мал,áru
527,Ware::N,товар,áru
528,Nutzen::N,хийир,haszon
529,Nutzen::N,менфят,haszon
530,Reichtum::N,девлет,gazdagság
531,Welt::N,дуьнья,világ
532,Land::N,уьлкве,ország
533,Staat::N,пачагьлугъ,állam
534,Staat::N,государство,állam
535,König::N,пачагь,király
536,Macht::N,власть,hatalom
537,Grenze::N,сергьят,határ
538,Krieg::N,дяве,háború
539,Feind::N,душман,ellenség
540,Gewalt::N,гуж,erőszak
541,Kampf::N,женг,harc
542,Bogen[Waffe]::N,чӏемерук,íj
543,Pfeil::N,хьел,nyíl
544,Gewehr::N,тфенг,puska
545,Gewehr::N,тфенг,fegyver
546,Fehler::N,гъалатӏ,hiba
547,Lüge::N,ттаб,hazugság
548,Schaden::N,зиян,kár
549,Schaden::N,зарар,kár
550,Unglück::N,бала,csapás
551,Unglück::N,бала,balszerencse
552,Unglück::N,бедбахтвал,csapás
553,Unglück::N,бедбахтвал,balszerencse
554,Schuld::N,тахсир,bűn
555,Alter::N,яш,kor
556,Schluss::N,эхир,vég
557,Schluss::N,эхир,befejezés
558,Zeit::N,вяде,idő
559,Tag::N,югъ,nap
560,Morgen::N,пакама,reggel
561,Mittag::N,нисин,dél
562,Abend::N,няни,este
563,Nacht::N,йиф,éj
564,Nacht::N,йиф,éjszaka
565,Woche::N,гьафте,hét
566,Monat::N,варз,hó
567,Monat::N,варз,hónap
568,Jahr::N,йис,év
569,Frühling::N,гатфар,tavasz
570,Sommer::N,гад,nyár
571,Herbst::N,зул,ősz
572,Winter::N,кьуьд,tél
573,Januar::N,январь,január
574,Februar::N,февраль,február
575,März::N,март,március
576,April::N,апрель,április
577,Mai::N,май,május
578,Juni::N,июнь,június
579,Juli::N,июль,július
580,August::N,август,augusztus
581,September::N,сентябрь,szeptember
582,Oktober::N,октябрь,október
583,November::N,ноябрь,november
584,Dezember::N,декабрь,december
585,Montag::N,ислен,hétfő
586,Dienstag::N,саласа,kedd
587,Mittwoch::N,арбе,szerda
588,Donnerstag::N,хемис югъ,csütörtök
589,Freitag::N,жуьмя,péntek
590,Freitag::N,жуьмя югъ,péntek
591,Samstag::N,киш,szombat
592,Sonntag::N,гьяд,vasárnap
593,groß::A,еке,nagy
594,groß::A,чӏехи,nagy
595,klein::A,гъвечӏи,pici
596,klein::A,гъвечӏи,kicsi
597,lang::A,яргъи,hosszú
598,kurz::A,куьруь,rövid
599,breit::A,гьяркьуь,széles
600,schmal::A,гуьтӏуь,keskeny
601,dicht::A,къалин,sűrű
602,dünn::A,кьелечӏ,vékony
603,fein::A,шуькӏуь,vékony
604,fest::A,кӏеви,szilárd
605,flach::A,кьулу,sík
606,flach::A,кьулу,lapos
607,glatt::A,цӏалцӏам,sima
608,hart::A,кӏеви,kemény
609,weich::A,хъуьтуьл,puha
610,rund::A,элкъвей,kerek
611,spitz::A,хци,hegyes
612,scharf::A,хци,éles
613,stumpf::A,къуьруь,tompa
614,stumpf::A,къуьруь,életlen
615,schwer::A,залан,nehéz
616,schwer::A,залан,súlyos
617,schön::A,иер,szép
618,heiß::A,кудай,forró
619,warm::A,чими,meleg
620,kalt::A,мекьи,hideg
621,kühl::A,къайи,hűs
622,kühl::A,къайи,hűvös
623,frisch::A,таза,üde
624,frisch::A,таза,friss
625,frisch::A,михьи,üde
626,frisch::A,михьи,friss
627,feucht::A,ламу,nedves
628,nass::A,кьежей,vizes
629,trocken::A,кьуру,száraz
630,voll::A,ацӏай,telt
631,leer::A,буш,üres
632,leer::A,ичӏи,üres
633,offen::A,ахъа,nyílt
634,offen::A,ахъа,nyitott
635,geschlossen::A,кӏеви,zárt
636,geschlossen::A,кӏеви,csukott
637,sauber::A,михьи,tiszta
638,schmutzig::A,чиркин,piszkos
639,schmutzig::A,чиркин,szennyes
640,schmutzig::A,кьацӏай,piszkos
641,schmutzig::A,кьацӏай,szennyes
642,roh::A,чиг,nyers
643,roh::A,ицӏи,nyers
644,reif::A,дигмиш хьайи,érett
645,lecker::A,дадлу,finom
646,süß::A,ширин,édes
647,bitter::A,туькьуьл,keserű
648,sauer::A,цуру,savanyú
649,hell::A,экуь,világos
650,dunkel::A,мичӏи,sötét
651,schwarz::A,чӏулав,fekete
652,weiß::A,лацу,fehér
653,rot::A,яру,vörös
654,gelb::A,хъипи,sárga
655,blau::A,вили,kék
656,grün::A,къацу,zöld
657,grau::A,рехи,ősz
658,grau::A,рехи,szürke
659,bunt::A,цӏару,tarka
660,bunt::A,цӏару,színes
661,bunt::A,яру-цӏару,tarka
662,bunt::A,яру-цӏару,színes
663,billig::A,ужуз,olcsó
664,teuer::A,багьа,drága
665,wertvoll::A,масан,értékes
666,blind::A,буьркьуь,vak
667,taub::A,биши,süket
668,kräftig::A,гужлу,erős
669,stark::A,къуватлу,erős
670,schwach::A,такьатсуз,gyenge
671,schwach::A,такьатсуз,erőtlen
672,fett::A,куьк,hájas
673,schlank::A,шумал,karcsú
674,hübsch::A,гуьрчег,csinos
675,böse::A,пис,rossz
676,böse::A,пис,gonosz
677,dumm::A,ахмакь,buta
678,dumm::A,ахмакь,ostoba
679,faul::A,тенпел,lusta
680,fleißig::A,сяй ийидай,szorgalmas
681,fleißig::A,сяйи ийидай,szorgalmas
682,geizig::A,мискьи,fukar
683,geizig::A,мискьи,fösvény
684,klug::A,акьуллу,okos
685,klug::A,акьуллу,eszes
686,geschickt::A,магьир,ügyes
687,lieb::A,играми,drága
688,lieb::A,играми,kedves
689,lustig::A,шад,víg
690,lustig::A,шад,vidám
691,sanft::A,назик,enyhe
692,sanft::A,милайим,enyhe
693,hungrig::A,гишин,éhes
694,krank::A,кефсуз,beteg
695,nackt::A,кьецӏил,csupasz
696,nackt::A,кьецӏил,meztelen
697,traurig::A,пашман,bús
698,traurig::A,пашман,szomorú
699,lebendig::A,ччан алай,élő
700,gut::A,хъсан,jó
701,gut::A,вижевай,jó
702,schlecht::A,пис,rossz
703,richtig::A,дуьз,helyes
704,schlimm::A,нифретлу,rossz
705,wahr::A,гьакъикъи,igaz
706,alt::A,эски,ó
707,alt::A,эски,régi
708,alt::A,куьгьне,ó
709,alt::A,куьгьне,régi
710,neu::A,цӏийи,új
711,ehemalig::A,виликан,volt
712,ehemalig::A,виликан,egykori
713,alt[Lebewesen]::A,кьуьзуь,öreg
714,jung::A,жегьил,fiatal
715,arm::A,кесиб,szegény
716,reich::A,девлетлу,gazdag
717,bekannt::A,чидай,ismert
718,bekannt::A,чидай,ismeretes
719,berühmt::A,машгьур,híres
720,fremd::A,ччара,idegen
721,verschieden::A,жуьреба-жуьре,különböző
722,nah::A,мукьвал,közeli
723,fern::A,яргъал,távoli
724,linker::A,чапла,bal
725,rechter::A,эрчӏи,jobb
726,anderer::A,маса,más
727,anderer::A,маса,másik
728,anderer::A,муькуь,más
729,anderer::A,муькуь,másik
730,erster::A,сад лагьай,első
731,zweiter::A,кьвед лагьай,második
732,dritter::A,пуд лагьай,harmadik
733,letzter::A,эхиримжи,utolsó
734,allein::ADV,кьилди,egyedül
735,zusammen::ADV,санал,együtt
736,zusammen::ADV,санал,összesen
737,lange::ADV,яргъалди,sokáig
738,lange::ADV,яргъалди,hosszan
739,plötzlich::ADV,садлагьана,hirtelen
740,plötzlich::ADV,садлагьана,egyszerre
741,sofort::ADV,гьасятда,rögtön
742,sofort::ADV,гьасятда,tüstént
743,später::ADV,гуьгъуьнлай,későn
744,jetzt::ADV,гила,most
745,heute::ADV,къе,ma
746,morgen::ADV,пака,holnap
747,bald::ADV,мукьва,majd
748,bald::ADV,мукьва,nemsokára
749,bald::ADV,мукьвара,majd
750,bald::ADV,мукьвара,nemsokára
751,dann::ADV,ахпа,akkor
752,gestern::ADV,накь,tegnap
753,einst::ADV,садра,hajdan
754,damals::ADV,а чӏавуз,akkor
755,damals::ADV,а чӏавуз,akkoriban
756,danach::ADV,ахпа,azután
757,vorher::ADV,вилик,előbb
758,zuerst::ADV,сифте,először
759,einmal::ADV,садра,egyszer
760,manchmal::ADV,гагь-гагь,néha
761,manchmal::ADV,гагь-гагь,olykor
762,oft::ADV,гзаф вахтара,sokszor
763,immer::ADV,гьамиша,mindig
764,niemals::ADV,са чӏавузни,sohasem
765,niemals::ADV,са вахтундани,sohasem
766,hier::ADV,ина,itt
767,hierhin::ADV,иниз,erre
768,von hier::ADV,инай,innen
769,dort::ADV,ана,ott
770,dorthin::ADV,аниз,oda
771,geradeaus::ADV,дуьз,egyenesen
772,vorwärts::ADV,вилик,előre
773,vorwärts::ADV,виликди,előre
774,rückwärts::ADV,кьулухъ,hátrafelé
775,unten::ADV,агъада,alul
776,hinab::ADV,агъуз,le
777,hinab::ADV,агъуз,lefelé
778,oben::ADV,винел,fenn
779,oben::ADV,винел,felül
780,hinauf::ADV,виниз,fel
781,hinauf::ADV,виниз,felfelé
782,überall::ADV,вирина,mindenütt
783,nicht::ADV,ваъ,nem
784,ein wenig::ADV,са тӏимил,egy kicsit
785,kaum::ADV,жизви,alig
786,sehr::ADV,лап,nagyon
787,so::ADV,икӏ,úgy
788,noch::ADV,гьеле,még
789,nur::ADV,анжах,csak
790,nur::ADV,анжах,csupán
791,schon::ADV,хъувуна,már
792,schon::ADV,мадни дардиз,már
793,schon::ADV,мадни гуьтӏуьз,már
794,schon::ADV,мадни гуьтӏуь я,már
795,vergebens::ADV,нагьакь,hiába
796,vergebens::ADV,нагьакьа,hiába
797,vor::PRP,вилик,előtt
798,hinter::PRP,кьулухъ,mögött
799,unter::PRP,кӏаник,alatt
800,durch::PRP,арадай,át
801,durch::PRP,арадай,keresztül
802,durch::PRP,-кай хкатна,át
803,durch::PRP,-кай хкатна,keresztül
804,neben::PRP,патав,mellett
