,Concept_ID,uz,lez
382,Geschirr::N,idish,къаб-къажах
383,Sack::N,qop,чувал
384,Tasse::N,piyola,сукӏра
385,Topf::N,tuvak,къажгъан
386,Kessel::N,qozon,къажгъан
387,Essen::N,tomoq,тӏуьн
388,Nahrung::N,emak,тӏуьн
389,Speise::N,taom,хуьрек
390,Fleisch::N,go'sht,як
391,Getreide::N,g'alla,техил
392,Brei::N,bo'tqa,хапӏа
393,Brei::N,bo'tqa,хешил
394,Brot::N,non,фу
395,Scheibe::N,disk,чӏук
396,Fett::N,moy,ягълу
397,Butter::N,yog',гъери
398,Öl::N,moy,ягълу
399,Salz::N,tuz,кьел
400,Suppe::N,sho'rva,суп
401,Suppe::N,sho'rva,шурпа
402,Honig::N,asal,вирт
403,Milch::N,sut,нек
404,Tee::N,choy,чай
405,Leder::N,charm,тумаж
406,Wolle::N,jun,йис
407,Stoff::N,mato,парча
408,Nadel::N,igna,раб
409,Faden::N,ip,гъал
410,Knopf::N,tugma,дуьгме
411,Knoten::N,tugun,тӏвал
412,Farbe::N,bo'yok,ранг
413,Kleidung::N,kiyim,партал
414,Hemd::N,ko'ylak,перем
415,Kragen::N,yoqa,хев
416,Ärmel::N,yeng,хел
417,Hose::N,shim,шалвар
418,Gürtel::N,tasma,чӏул
419,Mütze::N,shapka,бармак
420,Mütze::N,shapka,бапӏах
421,Schuh::N,but,ботинка
422,Stiefel::N,botinka,чекме
423,Ring::N,yuzuk,тупӏал
424,Band::N,rishta,тасма
425,Kamm::N,taroq,регъ
426,Spiegel::N,ko'zgu,гуьзгуь
427,Riemen::N,qayish,къайиш
428,Schnur::N,bog'ich,еб
429,Leine::N,etak,
430,Decke::N,odyol,яргъан
431,Kissen::N,yostiq,хъуьцуьган
432,Tuch::N,gazlama,шал
433,Handtuch::N,sochiq,дасмал
434,Kraft::N,kuch,гуж
435,Stärke::N,quvvat,къуват
436,Gesundheit::N,sog'lik,сагъвал
437,Krankheit::N,kasallik,тӏал
438,Schmerz::N,og'riq,тӏал
439,Schmerz::N,og'riq,тӏарвал
440,Wunde::N,yara,хер
441,Fieber::N,bezgak,ифин
442,Arznei::N,dori,дарман
443,Brücke::N,ko'prik,муьгъ
444,Brunnen::N,buloq,къуй
445,Weide::N,yaylov,уьруьш
446,Pfad::N,dorojka,рехъ
447,Weg::N,yo'l,рехъ
448,Straße::N,ko'cha,рехъ
449,Dorf::N,ovul,хуьр
450,Stadt::N,shahar,шегьер
451,Brief::N,maktub,кагъаз
452,Buch::N,kitob,улуб
453,Buchstabe::N,harf,гьарф
454,Zeitung::N,gazet,газета
455,Leben::N,hayot,уьмуьр
456,Tod::N,o'lim,кьиникь
457,Grab::N,go'r,сур
458,Kirche::N,cherkov,килиса
459,Sünde::N,gunoh,гунагь
460,Gott::N,olloh,аллагь
461,Arbeiter::N,ishchi,фяле
462,Chef::N,rais,гьаким
463,Meister::N,usta,устӏар
464,Arzt::N,hakim,доктор
465,Lehrer::N,muallim,муаллим
466,Geld::N,pul,пул
467,Geschäft::N,savdo,
468,Laden::N,do'kon,магазин
469,Preis::N,baho,къимет
470,Ware::N,mol,мал
471,Ware::N,mol,товар
472,Nutzen::N,foyda,хийир
473,Nutzen::N,foyda,менфят
474,Reichtum::N,boylik,девлет
475,Welt::N,olam,дуьнья
476,Land::N,o'lka,уьлкве
477,Staat::N,davlat,пачагьлугъ
478,Staat::N,davlat,государство
479,König::N,qirol,пачагь
480,Macht::N,iqtidor,власть
481,Grenze::N,chegara,сергьят
482,Krieg::N,harb,дяве
483,Feind::N,dushman,душман
484,Gewalt::N,zo'rlik,гуж
485,Kampf::N,kurash,женг
486,Bogen[Waffe]::N,yoy,чӏемерук
487,Pfeil::N,o'q,хьел
488,Gewehr::N,vintovka,тфенг
489,Fehler::N,xato,гъалатӏ
490,Lüge::N,yolg'on,ттаб
491,Schaden::N,ziyon,зиян
492,Schaden::N,ziyon,зарар
493,Unglück::N,balo,бала
494,Unglück::N,balo,бедбахтвал
495,Schuld::N,ayb,тахсир
496,Alter::N,yosh,яш
497,Schluss::N,tamom,эхир
498,Zeit::N,vaqt,вяде
499,Tag::N,kun,югъ
500,Morgen::N,saboh,пакама
501,Mittag::N,kun tushlik,нисин
502,Abend::N,oqshom,няни
503,Nacht::N,tun,йиф
504,Woche::N,hafta,гьафте
505,Monat::N,oy,варз
506,Jahr::N,yil,йис
507,Frühling::N,bahor,гатфар
508,Sommer::N,yoz,гад
509,Herbst::N,kuz,зул
510,Herbst::N,xazon,зул
511,Winter::N,qish,кьуьд
512,Januar::N,yanvar',январь
513,Februar::N,fevral',февраль
514,März::N,mart,март
515,April::N,aprel',апрель
516,Mai::N,may,май
517,Juni::N,iyun',июнь
518,Juli::N,iyul',июль
519,August::N,avgust,август
520,September::N,sentyabr',сентябрь
521,Oktober::N,oktyabr',октябрь
522,November::N,noyabr',ноябрь
523,Dezember::N,dekabr',декабрь
524,Montag::N,dushanba,ислен
525,Dienstag::N,seshanba,саласа
526,Mittwoch::N,chorshanba,арбе
527,Donnerstag::N,payshanba,хемис югъ
528,Freitag::N,juma,жуьмя
529,Freitag::N,juma,жуьмя югъ
530,Samstag::N,shanba,киш
531,Sonntag::N,yakshanba,гьяд
532,groß::A,buyuk,еке
533,groß::A,buyuk,чӏехи
534,klein::A,kichik,гъвечӏи
535,lang::A,uzun,яргъи
536,kurz::A,qisqa,куьруь
537,breit::A,keng,гьяркьуь
538,schmal::A,änsiz,гуьтӏуь
539,dicht::A,quyuq,къалин
540,dick[Gegenstand]::A,qalin,
541,dünn::A,ingichka,кьелечӏ
542,fein::A,mayin,шуькӏуь
543,fest::A,qattiq,кӏеви
544,flach::A,yalpoq,кьулу
545,glatt::A,tekis,цӏалцӏам
546,hart::A,qattiq,кӏеви
547,weich::A,yumshoq,хъуьтуьл
548,rund::A,yumaloq,элкъвей
549,spitz::A,uchli,хци
550,scharf::A,keskir,хци
551,stumpf::A,to'mtoq,къуьруь
552,schwer::A,salmoqli,залан
553,schön::A,go'zal,иер
554,heiß::A,qiziq,кудай
555,warm::A,issiq,чими
556,kalt::A,sovuq,мекьи
557,kühl::A,salqin,къайи
558,frisch::A,toza,таза
559,frisch::A,toza,михьи
560,feucht::A,namli,ламу
561,nass::A,nam,кьежей
562,trocken::A,quruq,кьуру
563,voll::A,to'la,ацӏай
564,leer::A,puch,буш
565,leer::A,puch,ичӏи
566,offen::A,ochiq,ахъа
567,geschlossen::A,berk,кӏеви
568,sauber::A,ozoda,михьи
569,schmutzig::A,kir,чиркин
570,schmutzig::A,kir,кьацӏай
571,roh::A,xom,чиг
572,roh::A,xom,ицӏи
573,reif::A,pishiq,дигмиш хьайи
574,lecker::A,shirin,дадлу
575,süß::A,shirin,ширин
576,bitter::A,achchiq,туькьуьл
577,sauer::A,achchiq,цуру
578,hell::A,yorug',экуь
579,dunkel::A,qorong'i,мичӏи
580,schwarz::A,qora,чӏулав
581,weiß::A,oq,лацу
582,rot::A,qizil,яру
583,gelb::A,sariq,хъипи
584,blau::A,zangori,вили
585,grün::A,yashil,къацу
586,grau::A,bo'z,рехи
587,bunt::A,ola,цӏару
588,bunt::A,ola,яру-цӏару
589,billig::A,arzon,ужуз
590,teuer::A,qimmat,багьа
591,wertvoll::A,qimmat,масан
592,blind::A,ko'r,буьркьуь
593,taub::A,garang,биши
594,kräftig::A,kuchli,гужлу
595,stark::A,quvvatli,къуватлу
596,schwach::A,kuchsiz,такьатсуз
597,fett::A,semiz,куьк
598,schlank::A,ingichka,шумал
599,hübsch::A,ko'rkam,гуьрчег
600,böse::A,yovuz,пис
601,dumm::A,aqlsiz,ахмакь
602,faul::A,ärinchak,тенпел
603,fleißig::A,ishchan,сяй ийидай
604,fleißig::A,ishchan,сяйи ийидай
605,geizig::A,qurumsoq,мискьи
606,klug::A,oqil,акьуллу
607,geschickt::A,äpchil,магьир
608,lieb::A,aziz,играми
609,lustig::A,chaqchaq,шад
610,sanft::A,asta,назик
611,sanft::A,asta,милайим
612,hungrig::A,och,гишин
613,krank::A,kasal,кефсуз
614,nackt::A,yalang,кьецӏил
615,traurig::A,xafa,пашман
616,lebendig::A,hayotiy,ччан алай
617,gut::A,soz,хъсан
618,gut::A,soz,вижевай
619,schlecht::A,yomon,пис
620,richtig::A,rost,дуьз
621,schlimm::A,yovuz,нифретлу
622,wahr::A,haqiqiy,гьакъикъи
623,alt::A,äski,эски
624,alt::A,äski,куьгьне
625,neu::A,yangi,цӏийи
626,ehemalig::A,sobiq,виликан
627,alt[Lebewesen]::A,qari,кьуьзуь
628,jung::A,navqiron,жегьил
629,arm::A,abgor,кесиб
630,reich::A,boy,девлетлу
631,bekannt::A,ma'lum,чидай
632,berühmt::A,mashhur,машгьур
633,fremd::A,yot,ччара
634,verschieden::A,turli,жуьреба-жуьре
635,nah::A,yaqindagi,мукьвал
636,fern::A,uzoq,яргъал
637,linker::A,so'l,чапла
638,rechter::A,o'ng,эрчӏи
639,anderer::A,boshqa,маса
640,anderer::A,boshqa,муькуь
641,erster::A,birinchi,сад лагьай
642,zweiter::A,ikkinchi,кьвед лагьай
643,dritter::A,uchinchi,пуд лагьай
644,letzter::A,oxirgi,эхиримжи
645,allein::ADV,o'zicha,кьилди
646,auf einmal::ADV,varakay,
647,zusammen::ADV,barobar,санал
648,lange::ADV,uzoq,яргъалди
649,plötzlich::ADV,qo'qqisdan,садлагьана
650,sofort::ADV,darrov,гьасятда
651,später::ADV,so'ngra,гуьгъуьнлай
652,jetzt::ADV,hozirgina,гила
653,heute::ADV,bugun,къе
654,morgen::ADV,ärta,пака
655,bald::ADV,toz,мукьва
656,bald::ADV,toz,мукьвара
657,dann::ADV,keyin,ахпа
658,gestern::ADV,kecha,накь
659,einst::ADV,avvallari,садра
660,damals::ADV,ugal,а чӏавуз
661,danach::ADV,so'ngra,ахпа
662,vorher::ADV,avval,вилик
663,zuerst::ADV,avval,сифте
664,einmal::ADV,bir marta,садра
665,manchmal::ADV,onda-sonda,гагь-гагь
666,oft::ADV,tez-tez,гзаф вахтара
667,immer::ADV,har vaqt,гьамиша
668,niemals::ADV,hargiz,са чӏавузни
669,niemals::ADV,hargiz,са вахтундани
670,hier::ADV,shu erda,ина
671,hierhin::ADV,beri,иниз
672,von hier::ADV,shu erdan,инай
673,dort::ADV,ana,ана
674,dorthin::ADV,u yerga,аниз
675,geradeaus::ADV,to'g'ri,дуьз
676,vorwärts::ADV,ilgari,вилик
677,vorwärts::ADV,ilgari,виликди
678,rückwärts::ADV,qoloq,кьулухъ
679,zurück::ADV,orqada,
680,unten::ADV,pastda,агъада
681,hinab::ADV,tubanga,агъуз
682,oben::ADV,ustida,винел
683,hinauf::ADV,yuqorida,виниз
684,überall::ADV,har erda,вирина
685,nicht::ADV,ämas,ваъ
686,ein wenig::ADV,biroz,са тӏимил
687,kaum::ADV,arang,жизви
688,sehr::ADV,ancha,лап
689,so::ADV,shunday,икӏ
690,noch::ADV,hali,гьеле
691,nur::ADV,yolg'iz,анжах
692,schon::ADV,endi,хъувуна
693,schon::ADV,endi,мадни дардиз
694,schon::ADV,endi,мадни гуьтӏуьз
695,schon::ADV,endi,мадни гуьтӏуь я
696,wieder::ADV,yana,
697,vergebens::ADV,bekorga,нагьакь
698,vergebens::ADV,bekorga,нагьакьа
699,vor::PRP,burun,вилик
700,hinter::PRP,ketida,кьулухъ
701,unter::PRP,ostida,кӏаник
702,durch::PRP,bo'ylab,арадай
703,durch::PRP,bo'ylab,-кай хкатна
704,neben::PRP,yonida,патав
705,neben::PRP,yonida,мукьув
706,zwischen::PRP,orada,ара
707,zwischen::PRP,orada,арада
708,wegen::PRP,sababli,гъиляй
709,dies::PRN,o'sha,и
710,dies::PRN,o'sha,им
711,das::PRN,narigi,а
712,das::PRN,narigi,ам
713,alles::PRN,har nima,вири
714,alles::PRN,har nima,михьиз
715,ich::PRN,men,за
716,ich::PRN,men,зун
717,du::PRN,sen,вун
718,er::PRN,u,ам
719,er::PRN,u,гьа
720,wir::PRN,biz,чун
721,ihr::PRN,siz,куьн
722,sie::PRN,ular,абур
723,was::FPRN,nima,вуч
724,wer::FPRN,kim,вуж
725,wo::FADV,qaerda,гьина
726,wohin::FADV,qayerga,гьиниз
727,wie::FADV,qanday,гьикӏ
728,warum::FADV,nega,вучиз
729,wieviel::FNUM,qancha,шумуд
730,eins::NUM,bir,са
731,zwei::NUM,ikki,кьвед
732,drei::NUM,uch,пуд
733,vier::NUM,to'rt,кьуд
734,fünf::NUM,besh,вад
735,sechs::NUM,olti,ругуд
736,sieben::NUM,etti,ирид
737,acht::NUM,sakkiz,муьжуьд
738,neun::NUM,to'qqiz,кӏуьд
739,zehn::NUM,o'n,цӏуд
740,elf::NUM,o'n bir,цӏусад
741,zwölf::NUM,o'n ikki,цӏикьвед
742,zwanzig::NUM,yigirma,къад
743,dreißig::NUM,o'ttiz,къанницӏуд
744,vierzig::NUM,qirq,яхцӏур
745,fünfzig::NUM,ällik,яхцӏурни цӏуд
746,sechzig::NUM,oltmish,пудкъад
747,siebzig::NUM,etmish,пудкъанни цӏуд
748,achtzig::NUM,sakson,кьудкъад
749,neunzig::NUM,to'qson,кьудкъанни цӏуд
750,hundert::NUM,yuz,виш
751,tausend::NUM,ming,агъзур
752,und::CNJ,va,ва
753,oder::CNJ,yo,я
754,stehen::V,turmoq,акъвазун
755,sitzen::V,o'tirmoq,ацукьун
756,liegen::V,yotmoq,къаткун
757,hängen::V,osilmoq,куьрс хьун
758,werden::V,bo'lmoq,хьун
759,passieren::V,bo'lib o'tmoq,хьун
760,beginnen::V,boshlanmoq,башламиш хьун
761,enden::V,bitmoq,куьтягь хьун
762,wechseln::V,o'zgarmoq,дегиш хьун
763,aufgehen[Sonne]::V,chiqmoq,экъечӏун
764,untergehen[Sonne]::V,botmoq,акӏун
765,scheinen[Sonne]::V,yaraqlamoq,ишигь гун
766,donnern::V,gulduramoq,къукърумар авун
767,wehen::V,elpimoq,
768,strömen::V,oqmoq,авахьун
769,fließen::V,oqmoq,авахьун
770,sich drehen::V,aylanmoq,элкъуьн
771,schwanken::V,qoqilmoq,юзун
772,schwingen::V,lopillamoq,галтад хьун
773,fallen::V,tushmoq,аватун
774,brennen::V,yonmoq,кун
775,brennen::V,yonmoq,ккун
