,Concept_ID,ja,ba
210,Junge::N,男の子,малай
211,Mädchen::N,女の子,ҡыҙ
212,Mädchen::N,女の子,ҡыҙыҡай
213,Familie::N,家族,ғаилә
214,Großvater::N,祖父,олатай
215,Großvater::N,おじいさん,олатай
216,Großmutter::N,祖母,әбәй
217,Großmutter::N,おばあさん,әбәй
218,Eltern::N,親,ата-әсә
219,Eltern::N,両親,ата-әсә
220,Vater::N,父,атай
221,Vater::N,お父さん,атай
222,Mutter::N,母,әсә
223,Mutter::N,お母さん,әсә
224,Sohn::N,息子,ул
225,Sohn::N,息子さん,ул
226,Tochter::N,娘,ҡыҙ
227,Tochter::N,お嬢さん,ҡыҙ
228,Bruder::N,弟,агай
229,Schwester::N,妹,алай
230,Schwester::N,妹,һеңле
231,Onkel::N,伯父,ағай
232,Onkel::N,伯父さん,ағай
233,Tante::N,叔母,апай
234,Tante::N,叔母さん,апай
235,Ehemann::N,夫,ир
236,Ehemann::N,主人,ир
237,Ehefrau::N,妻,ҡатын
238,Ehefrau::N,奥さん,ҡатын
239,Freude::N,喜び,шатлыҡ
240,Freude::N,喜び,ҡыуаныс
241,Gelächter::N,笑い,көлөү
242,Glück::N,幸せ,бәхет
243,Kummer::N,悩み,ҡайғы
244,Wunsch::N,希望,теләк
245,Lust::N,気,әүәҫлек
246,Geist::N,精神,аң
247,Geist::N,精神,рух
248,Gedanke::N,考え,уй
249,Gedanke::N,考え,фекер
250,Gedächtnis::N,記憶,хәтер
251,Verstand::N,理解力,аҡыл
252,Sinn::N,意味,мәғәня
253,Grund::N,理由,сәбәп
254,Wahrheit::N,真実,дөрөҫлөк
255,Gespräch::N,会話,әңгәмә
256,Märchen::N,童話,әкиәт
257,Erzählung::N,物語,хикәйә
258,Nachricht::N,報告,хәбәр
259,Neuigkeit::N,ニュース,яңылыҡ
260,Name::N,名前,исем
261,Rätsel::N,謎,йомаҡ
262,Rede::N,演説,телмәр
263,Sprache::N,言語,тел
264,Sprache::N,言語,телмәр
265,Stimme::N,声,тауыш
266,Wort::N,言葉,һүҙ
267,Zeichen::N,記号,билдә
268,Ruf::N,呼び声,саҡырыу
269,Lärm::N,騒音,шаулау
270,Laut::N,音,тауыш
271,Ton::N,音,яңғырау
272,Lied::N,歌,йыр
273,Ruhe::N,静けさ,ял
274,Ruhe::N,静けさ,тыныслыҡ
275,Leute::N,人々,кешеләр
276,Volk::N,民族,халҡ
277,Arbeit::N,仕事,эш
278,Gast::N,客,ҡунаҡ
279,Geschenk::N,贈り物,бүләк
280,Spiel::N,遊び,уйын
281,Gesellschaft::N,社会,йәмғиәт
282,Hilfe::N,援助,ярҙам
283,Freund::N,友達,дуҫ
284,Kamerad::N,同志,иптәш
285,Angelegenheit::N,件,әш
286,Anzahl::N,数,һан
287,Art::N,種類,төр
288,Stück::N,部分,киҫәк
289,Teil::N,部分,өлөш
290,Hälfte::N,半分,ярты
291,Kreis::N,円,түңәрәк
292,Kreuz::N,十字,тәре
293,Linie::N,線,һыҙыҡ
294,Strich::N,線,һыҙат
295,Abstand::N,距離,ара
296,Entfernung::N,距離,алыҫлыҡ
297,Gegend::N,辺,урын
298,Gegend::N,地域,урын
299,Platz::N,ゆとり,арауыҡ
300,Ort::N,所,ерҙәр
301,Ort::N,所,урындар
302,Ort::N,所,эш урыны
303,Ort::N,場所,ерҙәр
304,Ort::N,場所,урындар
305,Ort::N,場所,эш урыны
306,Seite::N,横,яҡ
307,Mitte::N,真ん中,урталыҡ
308,Gegenstand::N,物件,нәмә
309,Sache::N,物,нәмә
310,Sache::N,物,әйбер
311,Rand::N,端,сит
312,Kante::N,縁,ҡабырға
313,Kante::N,縁,ян
314,Ecke::N,角,мөйөш
315,Spitze::N,先頭,ос
316,Ende::N,端,аҙаҡ
317,Loch::N,穴,тишек
318,Winkel::N,片隅,мөйөш
319,Muster::N,模様,биҙәк
320,Größe::N,大きさ,ҙурлыҡ
321,Länge::N,長さ,оҙонлоҡ
322,Höhe::N,高さ,бейеклек
323,Gewicht::N,重さ,үлсәү
324,Menge::N,量,һан
325,Haufen::N,堆積,өйөм
326,Reihe::N,並び,рәт
327,Boot::N,ボート,кәмә
328,Ruder::N,オール,ишкәк
329,Schlitten::N,そり,сана
330,Ski::N,スキー,саңгы
331,Lagerfeuer::N,篝火,костер
332,Last::N,荷物,ауырлыҡ
333,Gang::N,歩み,барыу
334,Schritt::N,歩,аҙым
335,Norden::N,北,төньяҡ
336,Süden::N,南,көньяҡ
337,Westen::N,西,көнбайыш
338,Osten::N,東,көнсығыш
339,Holz::N,木,үағас
340,Holz::N,木材,үағас
341,Brett::N,板,таҡта
342,Platte::N,盤,плита
343,Stütze::N,支柱,терәк
344,Stange::N,棒,кәртә
345,Stock::N,杖,таяҡ
346,Stab::N,棒,ҡолға
347,Rohr::N,管,торба
348,Haus::N,家,өй
349,Haus::N,家,йорт
350,Heim::N,家,өй
351,Ofen::N,ストーブ,мейес
352,Fußboden::N,床,енес
353,Tisch::N,机,өҫтәл
354,Stuhl::N,椅子,ултырғыс
355,Wiege::N,揺籃,бишек
356,Bett::N,ベッド,карауат
357,Regal::N,棚,кәштә
358,Kiste::N,箱,йәшинк
359,Fenster::N,窓,тәҙрә
360,Tür::N,戸,ишек
361,Tür::N,ドア,ишек
362,Tor::N,門,ҡапҡа
363,Zaun::N,垣根,ҡойма
364,Dach::N,屋根,түбә
365,Dach::N,屋根,ҡыйыҡ
366,Leiter::N,梯子,баҫҡыс
367,Besen::N,ほうき,һепертке
368,Spaten::N,スコップ,көрәк
369,Schaufel::N,シャベル,көрәк
370,Gabel::N,フォーク,сәнске
371,Löffel::N,スプーン,ҡалаҡ
372,Messer::N,ナイフ,бысаҡ
373,Nagel::N,釘,сөй
374,Netz::N,網,ау
375,Haken::N,鉤,ыргаҡ
376,Haken::N,フック,ыргаҡ
377,Griff::N,取っ手,тотҡа
378,Schloss::N,錠,йоҙаҡ
379,Bild::N,絵,картина
380,Figur::N,像,һын
381,Puppe::N,人形,ҡурсаҡ
382,Beutel::N,袋,тоҡ
383,Bündel::N,束,төргәк
384,Bündel::N,包み,төргәк
385,Tasche::N,かばん,сумка
386,Eimer::N,バケツ,биҙрә
387,Deckel::N,蓋,ҡапҡас
388,Geschirr::N,食器,һауыт-һаба
389,Sack::N,袋,тоҡ
390,Tasse::N,カップ,сынаяҡ
391,Topf::N,鍋,кәстрүл
392,Kessel::N,釜,ҡаҙан
393,Essen::N,食事,ашау
394,Nahrung::N,食物,аҙыҡ
395,Speise::N,料理,аш
396,Fleisch::N,肉,ит
397,Getreide::N,麦,иген
398,Getreide::N,麦,ашлыҡ
399,Getreide::N,穀物,иген
400,Getreide::N,穀物,ашлыҡ
401,Brei::N,粥,бутҡа
402,Brot::N,パン,икмәк
403,Scheibe::N,枚,телем
404,Scheibe::N,切れ,телем
405,Fett::N,脂肪,май
406,Butter::N,バター,май
407,Öl::N,油,май буяуы
408,Salz::N,塩,тоҙ
409,Suppe::N,スープ,һурпа
410,Honig::N,蜂蜜,бал
411,Milch::N,牛乳,һөт
412,Tee::N,茶,сәй
413,Tee::N,お茶,сәй
414,Leder::N,革,күн
415,Wolle::N,毛糸,йөн
416,Stoff::N,布,туҡыма
417,Nadel::N,針,энә
418,Faden::N,糸,еп
419,Knopf::N,ボタン,төймә
420,Knoten::N,結び目,төйөн
421,Farbe::N,ペンキ,буяу
422,Kleidung::N,衣服,кейем
423,Hemd::N,シャツ,күлдәк
424,Kragen::N,襟,яға
425,Ärmel::N,袖,ең
426,Hose::N,ズボン,салбар
427,Gürtel::N,帯,ҡайыш
428,Gürtel::N,ベルト,ҡайыш
429,Mütze::N,帽子,бүрк
430,Schuh::N,靴,туфли
431,Stiefel::N,ブーツ,итек
432,Ring::N,輪,йөҙөк
433,Ring::N,輪,балдаҡ
434,Band::N,リボン,таҫма
435,Kamm::N,櫛,тараҡ
436,Spiegel::N,鏡,көзгө
437,Riemen::N,緒,ҡайыш
438,Schnur::N,紐,бау
439,Leine::N,綱,бау
440,Decke::N,掛け布団,одеяд
441,Kissen::N,枕,мендәр
442,Tuch::N,スカーフ,яулыҡ
443,Handtuch::N,タオル,таҫтамал
444,Kraft::N,力,көс
445,Stärke::N,強さ,көс
446,Gesundheit::N,健康,һаулыҡ
447,Krankheit::N,病気,сир
448,Krankheit::N,病気,ауырыу
449,Schmerz::N,痛み,һыҙлау
450,Schmerz::N,痛み,әрнеү
451,Wunde::N,傷,йәрәхәт
452,Fieber::N,熱,тапма
453,Fieber::N,熱,биҙгәк
454,Arznei::N,薬,дарыу
455,Brücke::N,橋,күпер
456,Brunnen::N,井戸,ҡоҙоҡ
457,Weide::N,牧場,көтөүлек
458,Pfad::N,小路,һуҡмаҡ
459,Weg::N,道,юл
460,Straße::N,街道,урам
461,Dorf::N,村,ауыл
462,Stadt::N,町,ҡала
463,Stadt::N,都市,ҡала
464,Brief::N,手紙,хат
465,Buch::N,本,китап
466,Buch::N,本,кенәгә
467,Buchstabe::N,文字,хәреф
468,Zeitung::N,新聞,гәзит
469,Leben::N,生活,йәшәү
470,Tod::N,死,үлем
471,Grab::N,墓,ҡәбер
472,Kirche::N,教会,сиркәү
473,Sünde::N,罪,гөнаһ
474,Gott::N,神,алла
475,Gott::N,神,хоҙай
476,Arbeiter::N,労働者,эшсе
477,Chef::N,上司,башлыҡ
478,Meister::N,達人,оҫта
479,Meister::N,マイスター,оҫта
480,Arzt::N,医者,врач
481,Lehrer::N,先生,уҡытыусы
482,Geld::N,金,аҡса
483,Geschäft::N,取り引き,эш
484,Laden::N,店,магазин
485,Preis::N,値段,хаҡ
486,Ware::N,商品,тауар
487,Nutzen::N,利益,файҙа
488,Reichtum::N,豊かさ,байлыҡ
489,Welt::N,世界,донъя
490,Land::N,国,ил
491,Staat::N,国家,дәүләт
492,König::N,国王,король
493,Macht::N,権力,власть
494,Grenze::N,国境,сик
495,Krieg::N,戦争,һуғыш
496,Feind::N,敵,йылан
497,Gewalt::N,暴力,көслөк
498,Kampf::N,戦い,көрәш
499,Bogen[Waffe]::N,弓,йәйә
500,Pfeil::N,矢,уҡ
501,Gewehr::N,銃,мылтыҡ
502,Fehler::N,間違い,хата
503,Lüge::N,嘘,ялған
504,Schaden::N,損害,зыян
505,Schaden::N,損害,зарар
506,Unglück::N,不幸,ҡаза
507,Schuld::N,罪,ғәйеп
508,Alter::N,年,йәш
509,Alter::N,年齢,йәш
510,Schluss::N,終わり,һуң
511,Schluss::N,終わり,аҙаҡ
512,Zeit::N,時,мәл
513,Zeit::N,時,заман
514,Zeit::N,時間,мәл
515,Zeit::N,時間,заман
516,Tag::N,日,көн
517,Morgen::N,朝,иртә
518,Morgen::N,朝,иртәнсәк
519,Mittag::N,昼,төш
520,Abend::N,晩,кис
521,Abend::N,夕方,кис
522,Nacht::N,夜,төн
523,Woche::N,週,аҙна
524,Monat::N,月,ай
525,Jahr::N,年,йыл
526,Frühling::N,春,яҙ
527,Sommer::N,夏,йәй
528,Herbst::N,秋,көз
529,Winter::N,冬,ҡыш
530,Januar::N,一月,ғинуар
531,Februar::N,二月,февраль
532,März::N,三月,март
533,April::N,四月,апрель
534,Mai::N,五月,май
535,Juni::N,六月,июнь
536,Juli::N,七月,июль
537,August::N,八月,август
538,September::N,九月,сентябрь
539,Oktober::N,十月,октябрь
540,November::N,十一月,ноябрь
541,Dezember::N,十二月,декабрь
542,Montag::N,月曜日,дүшәмбе
543,Dienstag::N,火曜日,шишәмбе
544,Mittwoch::N,水曜日,шаршамбы
545,Donnerstag::N,木曜日,кесаҙна
546,Freitag::N,金曜日,йома
547,Samstag::N,土曜日,шәмбе
548,Sonntag::N,日曜日,йәкшәмбе
549,groß::A,大きい,ҙур
550,klein::A,小さい,бәләкәс
551,lang::A,長い,оҙон
552,kurz::A,短い,ҡыҫҡа
553,breit::A,広い,киң
554,schmal::A,狭い,тар
555,dicht::A,密な,йыш
556,dicht::A,密な,ҡуйы
557,dick[Gegenstand]::A,厚い,ҡалын
558,dünn::A,薄い,йоҡа
559,dünn::A,薄い,нәҙек
560,fein::A,細い,нескә
561,fest::A,硬い,ныҡ
562,flach::A,平らな,яҫы
563,flach::A,平らな,ялпаҡ
564,glatt::A,滑らかな,шыма
565,hart::A,堅い,ҡаты
566,weich::A,柔らかい,йомшаҡ
567,rund::A,丸い,түңәрәк
568,spitz::A,尖った,осло түбәле
569,scharf::A,鋭い,үткер
570,stumpf::A,鈍い,утмәҫ
571,schwer::A,重い,ауыр
572,schön::A,綺麗な,матур
573,heiß::A,熱い,эҫе
574,warm::A,温かい,йылы
575,kalt::A,寒い,һыуыҡ
576,kalt::A,冷たい,һыуыҡ
577,kühl::A,涼しい,һалҡынса
578,frisch::A,ひんやりした,һалҡынса
579,feucht::A,湿った,еүеш
580,feucht::A,湿った,дымлы
581,nass::A,濡れた,еүеш
582,trocken::A,乾いた,кипкән
583,voll::A,いっぱいの,тулы
584,leer::A,空の,буш
585,offen::A,開いた,асыҡ
586,geschlossen::A,閉まった,ябыҡ
587,sauber::A,清潔な,таҙа
588,schmutzig::A,汚い,бысраҡ
589,roh::A,生の,сей
590,reif::A,熟した,өлгөрғән
591,lecker::A,美味しい,тәмле
592,süß::A,甘い,тямле
593,süß::A,甘い,тәм-том
594,bitter::A,苦い,әсе
595,sauer::A,酸っぱい,әсе
596,hell::A,明るい,яҡты
597,dunkel::A,暗い,ҡараңғы
598,schwarz::A,黒い,ҡара
599,weiß::A,白い,аҡ
600,rot::A,赤い,матур
601,rot::A,赤い,һылыу
602,rot::A,赤い,сибәр
603,gelb::A,黄色い,һары
604,blau::A,青い,күк
605,grün::A,緑の,йәшел
606,grau::A,灰色の,буҙ
607,bunt::A,色取り取りの,сыбар
608,bunt::A,色取り取りの,ала-ҡола
609,billig::A,安い,арзан
610,teuer::A,高い,ҡыйбатлы
611,wertvoll::A,貴重な,ҡиммәтле
612,blind::A,盲目の,һуҡыр
613,taub::A,耳が聞こえない,һаңғырау
614,kräftig::A,強力な,көслө
615,kräftig::A,強力な,ҡеүәтле
616,stark::A,強い,көслө
617,stark::A,強い,ҡеүәтле
618,schwach::A,弱い,көсһөҙ
619,fett::A,太った,һимеҙ
620,schlank::A,ほっそりした,зифа
621,hübsch::A,素敵な,матур
622,böse::A,悪い,асыулы
623,dumm::A,馬鹿な,иҫәр
624,faul::A,怠惰な,иренсәк
625,fleißig::A,勤勉な,тырыш
626,geizig::A,けちな,һаран
627,klug::A,賢い,аҡыллы
628,klug::A,頭のいい,аҡыллы
629,geschickt::A,器用な,оҫта
630,lieb::A,愛らしい,яғымлы
631,lustig::A,楽しい,күңелле
632,sanft::A,温和な,йыуаш
633,hungrig::A,空腹の,ас
634,krank::A,病気の,сирле
635,krank::A,病気の,ауырыу
636,nackt::A,裸の,яланғас
637,traurig::A,悲しい,яманһыу
638,lebendig::A,生きた,тере
639,lebendig::A,生きた,йәнле
640,gut::A,良い,яҡшы
641,schlecht::A,悪い,хөрт
642,schlecht::A,悪い,алама
643,schlecht::A,駄目な,хөрт
644,schlecht::A,駄目な,алама
645,richtig::A,正しい,дөрөҫ
646,schlimm::A,ひどい,хөрт
647,schlimm::A,ひどい,алама
648,wahr::A,本当の,дөрөҫ
649,alt::A,古い,иҫке
650,alt::A,古い,боронғо
651,neu::A,新しい,яңы
652,ehemalig::A,以前の,элекке
653,alt[Lebewesen]::A,年を取った,ҡарт
654,jung::A,若い,йәш
655,arm::A,貧乏な,фәҡир
656,reich::A,裕福な,бай
657,bekannt::A,有名な,таныш
658,berühmt::A,有名な,атаҡлы
659,berühmt::A,有名な,данлыҡлы
660,fremd::A,見知らぬ,ят
661,fremd::A,見知らぬ,сит
662,verschieden::A,色々な,төрлө
663,nah::A,近い,яҡын
664,fern::A,遠い,алыҫ
665,fern::A,遠い,йыраҡ
666,linker::A,左の,һул
667,rechter::A,右の,уң
668,anderer::A,別の,бутән
669,erster::A,一番目,тәүге
670,zweiter::A,二番目,икенсе
671,dritter::A,三番目,өсөнсө
672,letzter::A,最後の,һуңғы
673,allein::ADV,一人で,бер үҙе
674,allein::ADV,一人で,яңғыҙ
675,auf einmal::ADV,同時に,бер юлы
676,zusammen::ADV,一緒に,бергә
677,lange::ADV,長い間,оҙаҡ
678,plötzlich::ADV,急に,ҡапыл
679,sofort::ADV,すぐに,шунда уҡ
680,später::ADV,後で,һуңыраҡ
681,jetzt::ADV,今,хәҙер
682,heute::ADV,今日,бөгөн
683,morgen::ADV,明日,иртәгә
684,bald::ADV,間もなく,тиҙҙән
685,dann::ADV,それから,һуңынан
686,gestern::ADV,昨日,кисә
687,einst::ADV,過去に,ҡасандыр
688,einst::ADV,過去に,бер баҡыт
689,damals::ADV,あの時,ул саҡта
690,danach::ADV,その後で,һуңынан
691,vorher::ADV,以前に,элек
692,zuerst::ADV,まず,башта
693,zuerst::ADV,最初に,башта
694,einmal::ADV,一回,бер
695,manchmal::ADV,時々,ҡайһы берҙә
696,oft::ADV,よく,йыш
697,immer::ADV,いつも,һәр ҡасан
698,niemals::ADV,一度も...ない,бер ҡасан да
699,niemals::ADV,一度も...ない,бер ваҡытта ла
700,hier::ADV,こちら,бында
701,hierhin::ADV,ここへ,бында
702,hierhin::ADV,こちらへ,бында
703,von hier::ADV,ここから,бынан
704,von hier::ADV,ここから,ошонан
705,dort::ADV,そちら,шунда
706,dort::ADV,そちら,тегендә
707,dorthin::ADV,そこへ,шунда
708,dorthin::ADV,そこへ,тегеләй
709,dorthin::ADV,そちらへ,шунда
710,dorthin::ADV,そちらへ,тегеләй
711,geradeaus::ADV,真っ直ぐに,тура
712,vorwärts::ADV,前へ,алға
713,rückwärts::ADV,後ろへ,кирегә
714,zurück::ADV,後ろへ,кирегә
715,unten::ADV,下に,түбәндә
716,hinab::ADV,下へ,түбәнгә
717,oben::ADV,上に,юғарыла
718,hinauf::ADV,上へ,юғарыға
719,überall::ADV,どこでも,бөтә урында
720,nicht::ADV,ない,тугел
721,ein wenig::ADV,少し,аҙ
722,ein wenig::ADV,ちょっと,аҙ
723,kaum::ADV,ほとんど～ない,көскә
724,kaum::ADV,ほとんど～ない,саҡ-саҡ
725,sehr::ADV,とても,ифат
726,so::ADV,こう,шулай
727,noch::ADV,まだ,йәнә
728,nur::ADV,～だけ,бары
729,schon::ADV,もう,инде
730,wieder::ADV,再び,тағы
731,vergebens::ADV,無駄に,бушҡа
732,vor::PRP,前に,алдында
733,hinter::PRP,後ろに,артында
734,unter::PRP,下に,аҫтында
735,durch::PRP,通して,үтә
736,neben::PRP,横に,эргәһендә
737,zwischen::PRP,間に,араһында
738,wegen::PRP,為に,өсөн
739,wegen::PRP,為に,сәбәпле
740,wegen::PRP,せいで,өсөн
741,wegen::PRP,せいで,сәбәпле
742,dies::PRN,これ,был
743,dies::PRN,これ,ошо
744,das::PRN,それ,ул
745,alles::PRN,全部,бөтә
746,ich::PRN,私,мин
747,du::PRN,あなた,һин
748,er::PRN,彼,ул
749,wir::PRN,私達,беҙ
750,ihr::PRN,あなた達,һеҙ
751,sie::PRN,彼ら,улар
752,was::FPRN,何,ә
753,was::FPRN,何,ни
754,was::FPRN,何,нәмә
755,wer::FPRN,誰,ҡем
756,wer::FPRN,どなた,ҡем
757,wo::FADV,どこ,ҡайҙа
758,wo::FADV,どこに,ҡайҙа
759,wohin::FADV,どこへ,ҡайҙа
760,wie::FADV,どう,инидәй
761,warum::FADV,何故,ин өсөн
762,warum::FADV,どうして,ин өсөн
763,wieviel::FNUM,どのくらい,күпме
764,eins::NUM,一,бер
765,zwei::NUM,二,ике
766,zwei::NUM,二,икәү
767,zwei::NUM,二つ,ике
768,zwei::NUM,二つ,икәү
769,drei::NUM,三,өс
770,drei::NUM,三つ,өс
771,vier::NUM,四,дүрт
772,vier::NUM,四つ,дүрт
773,fünf::NUM,五,биш
774,fünf::NUM,五つ,биш
775,sechs::NUM,六,алты
776,sechs::NUM,六つ,алты
777,sieben::NUM,七,ете
778,sieben::NUM,七つ,ете
779,acht::NUM,八,һигеҙ
780,acht::NUM,八つ,һигеҙ
781,neun::NUM,九,туғыҙ
782,neun::NUM,九つ,туғыҙ
783,zehn::NUM,十,ун
784,elf::NUM,十一,ун бер
785,zwölf::NUM,十二,ун ике
786,zwanzig::NUM,二十,егерме
787,dreißig::NUM,三十,утыҙ
788,vierzig::NUM,四十,ҡырҡ
789,fünfzig::NUM,五十,илле
