,Concept_ID,da,uz
164,Fisch::N,fisk,baliq
165,Barsch::N,aborre,olabug'a
166,Hecht::N,gedde,cho'rtan
167,Schlange[Tier]::N,slange,ilon
168,Wurm::N,orm,qurt
169,Spinne::N,edderkop,o'rgimchak
170,Ameise::N,myre,chumoli
171,Laus::N,lus,bit
172,Mücke::N,myg,chivin
173,Fliege::N,flue,pashsha
174,Schmetterling::N,sommerfugl,kapalak
175,Beere::N,bær,meva
176,Apfel::N,æble,olma
177,Pilz::N,svamp,qo'ziqorin
178,Zwiebel::N,løg,piyoz
179,Saat::N,sæd,äkin
180,Korn::N,korn,zarra
181,Heu::N,hø,xashak
182,Schale::N,skræl,po'choq
183,Grube::N,grav,co'ra
184,Falle::N,fælde,qopqon
185,Schlinge::N,snare,sirtmoq
186,Spur::N,spor,iz
187,Asche::N,aske,kul
188,Dreck::N,snavs,kir
189,Eisen::N,jern,temir
190,Gold::N,guld,tilla
191,Silber::N,sølv,kumush
192,Kohle::N,kul,ko'mir
193,Glas::N,glas,oyna
194,Lehm::N,ler,loy
195,Sand::N,sand,qum
196,Mensch::N,mennesge,odam
197,Mann::N,mand,ärkak
198,Frau::N,kvinde,ayol
199,Kind::N,barn,bola
200,Kind::N,barn,kichkintoy
201,Junge::N,dreng,bola
202,Mädchen::N,pige,qiz
203,Familie::N,familie,oila
204,Großvater::N,bedstefar,buva
205,Großvater::N,bedstefar,katta ota
206,Großmutter::N,bedstemor,buvi
207,Großmutter::N,bedstemor,katta oyi
208,Eltern::N,forældre,ota-ona
209,Vater::N,far,ota
210,Mutter::N,mor,ona
211,Sohn::N,søn,o'g'il
212,Tochter::N,datter,qiz
213,Bruder::N,bror,og'a
214,Bruder::N,bror,uka
215,Schwester::N,søster,opa
216,Schwester::N,søster,singil
217,Onkel::N,onkel,amaki
218,Tante::N,tante,amma
219,Tante::N,tante,xola
220,Ehemann::N,ægtemand,är
221,Ehefrau::N,hustru,rafiqa
222,Freude::N,glæde,ayish
223,Gelächter::N,latter,kulgi
224,Glück::N,lykke,saodat
225,Kummer::N,sorg,g'am
226,Wunsch::N,ønske,orzu
227,Lust::N,lyst,rag'bat
228,Geist::N,ånd,ruh
229,Gedanke::N,tanke,fikr
230,Gedächtnis::N,hukommelse,äs
231,Verstand::N,forstand,aql
232,Sinn::N,mening,ma'ni
233,Sinn::N,betydning,ma'ni
234,Grund::N,grund,sabab
235,Wahrheit::N,sandhed,haq
236,Gespräch::N,samtale,gap
237,Märchen::N,eventyr,ärtak
238,Erzählung::N,fortælling,rivoyat
239,Nachricht::N,efterretning,xabar
240,Neuigkeit::N,nyhed,yangilik
241,Name::N,navn,ot
242,Rätsel::N,gåde,topishmoq
243,Rede::N,tale,nutq
244,Sprache::N,sprog,til
245,Stimme::N,stemme,ovoz
246,Wort::N,ord,so'z
247,Zeichen::N,tegn,alomat
248,Ruf::N,råb,chaqiriq
249,Lärm::N,larm,taraq
250,Laut::N,lyd,tovush
251,Ton::N,tone,un
252,Lied::N,sang,ashula
253,Ruhe::N,ro,tinchlik
254,Ruhe::N,hvile,tinchlik
255,Leute::N,folk,xaloyiq
256,Leute::N,mennesker,xaloyiq
257,Volk::N,folk,xalq
258,Arbeit::N,arbejde,ish
259,Gast::N,gæst,mehmon
260,Geschenk::N,gave,hadya
261,Spiel::N,leg,o'yin
262,Gesellschaft::N,selskab,jamiyat
263,Hilfe::N,hjælp,yordam
264,Freund::N,ven,do'st
265,Kamerad::N,kammerat,yo'ldosh
266,Angelegenheit::N,sag,daxl
267,Angelegenheit::N,anliggende,daxl
268,Anzahl::N,antal,son
269,Art::N,art,tur
270,Stück::N,stykke,parcha
271,Teil::N,del,bo'lak
272,Hälfte::N,halvdel,yarim
273,Kreis::N,cirkel,aylana
274,Kreuz::N,kors,xoch
275,Kreuz::N,kryds,xoch
276,Linie::N,linie,liniya
277,Strich::N,streg,chiziq
278,Abstand::N,afstand,oralik
279,Entfernung::N,afstand,uzoqlik
280,Gegend::N,egn,yer
281,Platz::N,plads,oralig
282,Ort::N,sted,joy
283,Seite::N,side,yon
284,Mitte::N,midte,o'rta
285,Gegenstand::N,genstand,ashyo
286,Sache::N,sag,buyum
287,Rand::N,rand,chek
288,Kante::N,kant,tig'
289,Ecke::N,hjørne,burchak
290,Spitze::N,spids,uch
291,Ende::N,ende,oxir
292,Loch::N,hul,teshik
293,Winkel::N,vinkel,go'sha
294,Muster::N,mønster,nusha
295,Größe::N,størrelse,kattalik
296,Länge::N,længde,uzunlik
297,Höhe::N,højde,yuksaklik
298,Gewicht::N,vægt,solmoq
299,Menge::N,mængde,miqdor
300,Haufen::N,bunke,uyum
301,Reihe::N,række,saf
302,Boot::N,båd,qayiq
303,Ruder::N,åre,äshkak
304,Schlitten::N,kælk,chana
305,Schlitten::N,slæde,chana
306,Ski::N,ski,chang'i
307,Lagerfeuer::N,lejrbål,gulxan
308,Last::N,last,yuk
309,Last::N,byrde,yuk
310,Gang::N,gang,yurish
311,Schritt::N,skridt,qadam
312,Norden::N,nord,shimol
313,Süden::N,syd,janub
314,Westen::N,vest,g'arb
315,Osten::N,øst,sharq
316,Holz::N,træ,yog'och
317,Brett::N,bræt,taxta
318,Platte::N,plade,tabaqa
319,Stütze::N,støtte,tayanchi
320,Stange::N,stang,qo'noq
321,Stock::N,stok,tayoq
322,Stab::N,stav,gavron
323,Rohr::N,rør,tarnov
324,Haus::N,hus,uy
325,Heim::N,hjem,makon
326,Ofen::N,ovn,pechka
327,Fußboden::N,gulv,pol
328,Tisch::N,bord,mosa
329,Stuhl::N,stol,o'rindiq
330,Wiege::N,vugge,beshik
331,Bett::N,seng,yotoq
332,Regal::N,reol,tokcha
333,Kiste::N,kasse,sandiq
334,Fenster::N,vindue,deraza
335,Tür::N,dør,äshik
336,Tor::N,port,darvoza
337,Zaun::N,stakit,panjara
338,Dach::N,tag,tom
339,Leiter::N,stige,narvon
340,Besen::N,kost,supurgi
341,Spaten::N,spade,bel
342,Schaufel::N,skovl,kurak
343,Gabel::N,gaffel,bilka
344,Löffel::N,ske,qoshiq
345,Messer::N,kniv,pichoq
346,Nagel::N,søm,mix
347,Netz::N,net,to'r
348,Haken::N,krog,ilgak
349,Griff::N,tag,sop
350,Griff::N,tag,tutqich
351,Griff::N,håndtag,sop
352,Griff::N,håndtag,tutqich
353,Schloss::N,lås,qulf
354,Bild::N,billede,rasm
355,Figur::N,figur,shakl
356,Puppe::N,dukke,ko'g'irchoq
357,Beutel::N,pose,to'rva
358,Bündel::N,bylt,bog'lam
359,Bündel::N,bundt,bog'lam
360,Tasche::N,taske,kissa
361,Eimer::N,spand,chelak
362,Deckel::N,låg,qopqoq
363,Geschirr::N,husgeråd,idish
364,Sack::N,sæk,qop
365,Tasse::N,kop,piyola
366,Topf::N,gryde,tuvak
367,Kessel::N,kedel,qozon
368,Essen::N,måltid,tomoq
369,Nahrung::N,mad,emak
370,Nahrung::N,næring,emak
371,Speise::N,ret,taom
372,Fleisch::N,kød,go'sht
373,Getreide::N,korn,g'alla
374,Brei::N,grød,bo'tqa
375,Brot::N,brød,non
376,Scheibe::N,skive,disk
377,Fett::N,fedt,moy
378,Butter::N,smør,yog'
379,Öl::N,olie,moy
380,Salz::N,salt,tuz
381,Suppe::N,suppe,sho'rva
382,Honig::N,honning,asal
383,Milch::N,mælk,sut
384,Tee::N,te,choy
385,Leder::N,skind,charm
386,Wolle::N,uld,jun
387,Stoff::N,stof,mato
388,Nadel::N,nål,igna
389,Faden::N,tråd,ip
390,Knopf::N,knap,tugma
391,Knoten::N,knude,tugun
392,Farbe::N,farve,bo'yok
393,Kleidung::N,påklædning,kiyim
394,Hemd::N,skjorte,ko'ylak
395,Kragen::N,krave,yoqa
396,Ärmel::N,ærme,yeng
397,Hose::N,bukser,shim
398,Gürtel::N,bælte,tasma
399,Mütze::N,hue,shapka
400,Schuh::N,sko,but
401,Stiefel::N,støvle,botinka
402,Ring::N,ring,yuzuk
403,Band::N,bånd,rishta
404,Kamm::N,kam,taroq
405,Spiegel::N,spejl,ko'zgu
406,Riemen::N,rem,qayish
407,Schnur::N,snor,bog'ich
408,Leine::N,snor,etak
409,Decke::N,tæppe,odyol
410,Kissen::N,pude,yostiq
411,Tuch::N,sjaltørklæde,gazlama
412,Handtuch::N,håndklæde,sochiq
413,Kraft::N,kraft,kuch
414,Stärke::N,styrke,quvvat
415,Gesundheit::N,sundhed,sog'lik
416,Krankheit::N,sygdom,kasallik
417,Schmerz::N,smerte,og'riq
418,Wunde::N,sår,yara
419,Fieber::N,feber,bezgak
420,Arznei::N,medicin,dori
421,Arznei::N,lægemiddel,dori
422,Brücke::N,bro,ko'prik
423,Brunnen::N,brønd,buloq
424,Weide::N,græsgang,yaylov
425,Pfad::N,sti,dorojka
426,Weg::N,vej,yo'l
427,Straße::N,gade,ko'cha
428,Dorf::N,landsby,ovul
429,Stadt::N,by,shahar
430,Brief::N,brev,maktub
431,Buch::N,bog,kitob
432,Buchstabe::N,bogstav,harf
433,Zeitung::N,avis,gazet
434,Leben::N,liv,hayot
435,Tod::N,død,o'lim
436,Grab::N,grav,go'r
437,Kirche::N,kirke,cherkov
438,Sünde::N,synd,gunoh
439,Gott::N,gud,olloh
440,Arbeiter::N,arbejder,ishchi
441,Chef::N,chef,rais
442,Meister::N,mester,usta
443,Arzt::N,læge,hakim
444,Lehrer::N,lærer,muallim
445,Geld::N,penge,pul
446,Geschäft::N,forretning,savdo
447,Laden::N,butik,do'kon
448,Laden::N,forretning,do'kon
449,Preis::N,pris,baho
450,Ware::N,vare,mol
451,Nutzen::N,nytte,foyda
452,Reichtum::N,rigdom,boylik
453,Welt::N,verden,olam
454,Land::N,land,o'lka
455,Staat::N,stat,davlat
456,König::N,konge,qirol
457,Macht::N,magt,iqtidor
458,Grenze::N,grænse,chegara
459,Krieg::N,krig,harb
460,Feind::N,fjende,dushman
461,Gewalt::N,vold,zo'rlik
462,Kampf::N,kamp,kurash
463,Bogen[Waffe]::N,bue,yoy
464,Pfeil::N,pil,o'q
465,Gewehr::N,gevær,vintovka
466,Fehler::N,fejl,xato
467,Lüge::N,løgn,yolg'on
468,Schaden::N,skade,ziyon
469,Unglück::N,uheld,balo
470,Unglück::N,ulykke,balo
471,Schuld::N,skyld,ayb
472,Alter::N,alder,yosh
473,Schluss::N,slut,tamom
474,Schluss::N,slutning,tamom
475,Zeit::N,tid,vaqt
476,Tag::N,dag,kun
477,Morgen::N,morgen,saboh
478,Mittag::N,middag,kun tushlik
479,Abend::N,aften,oqshom
480,Nacht::N,nat,tun
481,Woche::N,uge,hafta
482,Monat::N,måned,oy
483,Jahr::N,år,yil
484,Frühling::N,forår,bahor
485,Sommer::N,sommer,yoz
486,Herbst::N,efterår,kuz
487,Herbst::N,efterår,xazon
488,Winter::N,vinter,qish
489,Januar::N,januar,yanvar'
490,Februar::N,februar,fevral'
491,März::N,marts,mart
492,April::N,april,aprel'
493,Mai::N,maj,may
494,Juni::N,juni,iyun'
495,Juli::N,juli,iyul'
496,August::N,august,avgust
497,September::N,september,sentyabr'
498,Oktober::N,oktober,oktyabr'
499,November::N,november,noyabr'
500,Dezember::N,december,dekabr'
501,Montag::N,mandag,dushanba
502,Dienstag::N,tirsdag,seshanba
503,Mittwoch::N,onsdag,chorshanba
504,Donnerstag::N,torsdag,payshanba
505,Freitag::N,fredag,juma
506,Samstag::N,lørdag,shanba
507,Sonntag::N,søndag,yakshanba
508,groß::A,stor,buyuk
509,klein::A,lille,kichik
510,lang::A,lang,uzun
511,kurz::A,kort,qisqa
512,breit::A,bred,keng
513,schmal::A,smal,änsiz
514,dicht::A,tæt,quyuq
515,dick[Gegenstand]::A,tyk,qalin
516,dünn::A,tynd,ingichka
517,fein::A,fin,mayin
518,fest::A,fast,qattiq
519,flach::A,flad,yalpoq
520,glatt::A,glat,tekis
521,hart::A,hård,qattiq
522,weich::A,blød,yumshoq
523,rund::A,rund,yumaloq
524,spitz::A,spids,uchli
525,scharf::A,skarp,keskir
526,stumpf::A,sløv,to'mtoq
527,stumpf::A,stump,to'mtoq
528,schwer::A,tung,salmoqli
529,schön::A,skøn,go'zal
530,heiß::A,hed,qiziq
531,warm::A,varm,issiq
532,kalt::A,kold,sovuq
533,kühl::A,kølig,salqin
534,frisch::A,frisk,toza
535,feucht::A,fugtig,namli
536,nass::A,våd,nam
537,trocken::A,tør,quruq
538,voll::A,fuld,to'la
539,leer::A,tom,puch
540,offen::A,åben,ochiq
541,geschlossen::A,lukket,berk
542,sauber::A,ren,ozoda
543,schmutzig::A,snavset,kir
544,roh::A,rå,xom
545,reif::A,moden,pishiq
546,lecker::A,lækker,shirin
547,süß::A,sød,shirin
548,bitter::A,bitter,achchiq
549,sauer::A,sur,achchiq
550,hell::A,lys,yorug'
551,dunkel::A,mørk,qorong'i
552,schwarz::A,sort,qora
553,weiß::A,hvid,oq
554,rot::A,rød,qizil
555,gelb::A,gul,sariq
556,blau::A,blå,zangori
557,grün::A,grøn,yashil
558,grau::A,grå,bo'z
559,bunt::A,broget,ola
560,billig::A,billig,arzon
561,teuer::A,dyr,qimmat
562,wertvoll::A,værdifuld,qimmat
563,blind::A,blind,ko'r
564,taub::A,døv,garang
565,kräftig::A,kraftig,kuchli
566,stark::A,stærk,quvvatli
567,schwach::A,svag,kuchsiz
568,fett::A,fed,semiz
569,schlank::A,slank,ingichka
570,hübsch::A,køn,ko'rkam
571,böse::A,ond,yovuz
572,böse::A,slem,yovuz
573,dumm::A,dum,aqlsiz
574,faul::A,doven,ärinchak
575,fleißig::A,flittig,ishchan
576,geizig::A,gerrig,qurumsoq
577,klug::A,klog,oqil
578,geschickt::A,dygtig,äpchil
579,geschickt::A,behændig,äpchil
580,lieb::A,rar,aziz
581,lustig::A,lystig,chaqchaq
582,sanft::A,blid,asta
583,hungrig::A,sulten,och
584,krank::A,syg,kasal
585,nackt::A,nøgen,yalang
586,traurig::A,bedrøvet,xafa
587,lebendig::A,levende,hayotiy
588,gut::A,god,soz
589,schlecht::A,dårlig,yomon
590,richtig::A,rigtig,rost
591,schlimm::A,slem,yovuz
592,wahr::A,sand,haqiqiy
593,alt::A,gammel,äski
594,neu::A,ny,yangi
595,ehemalig::A,forhenværende,sobiq
596,alt[Lebewesen]::A,gammel,qari
597,jung::A,ung,navqiron
598,arm::A,fattig,abgor
599,reich::A,rig,boy
600,bekannt::A,kendt,ma'lum
601,berühmt::A,berømt,mashhur
602,fremd::A,fremmed,yot
603,verschieden::A,forskellig,turli
604,nah::A,nær,yaqindagi
605,fern::A,fjern,uzoq
606,linker::A,venstre,so'l
607,rechter::A,højre,o'ng
608,anderer::A,anden,boshqa
609,erster::A,første,birinchi
610,zweiter::A,anden,ikkinchi
611,dritter::A,tredje,uchinchi
612,letzter::A,sidste,oxirgi
613,allein::ADV,alene,o'zicha
614,auf einmal::ADV,på én gang,varakay
615,zusammen::ADV,sammen,barobar
616,lange::ADV,længe,uzoq
617,plötzlich::ADV,pludselig,qo'qqisdan
618,sofort::ADV,straks,darrov
619,später::ADV,senere,so'ngra
620,jetzt::ADV,nu,hozirgina
621,heute::ADV,i dag,bugun
622,morgen::ADV,i morgen,ärta
623,bald::ADV,snart,toz
624,dann::ADV,så,keyin
625,gestern::ADV,i går,kecha
626,einst::ADV,engang,avvallari
627,damals::ADV,dengang,ugal
628,danach::ADV,derefter,so'ngra
629,vorher::ADV,før,avval
630,vorher::ADV,forud,avval
631,zuerst::ADV,først,avval
632,einmal::ADV,en gang,bir marta
633,manchmal::ADV,sommetider,onda-sonda
634,oft::ADV,ofte,tez-tez
635,immer::ADV,altid,har vaqt
636,niemals::ADV,aldrig,hargiz
637,hier::ADV,her,shu erda
638,hierhin::ADV,hid,beri
639,hierhin::ADV,herhen,beri
640,von hier::ADV,herfra,shu erdan
641,dort::ADV,der,ana
642,dorthin::ADV,derhen,u yerga
643,geradeaus::ADV,lige ud,to'g'ri
644,vorwärts::ADV,fremad,ilgari
645,rückwärts::ADV,baglæns,qoloq
646,zurück::ADV,tilbage,orqada
647,unten::ADV,nede,pastda
648,unten::ADV,forneden,pastda
649,hinab::ADV,ned,tubanga
650,hinab::ADV,nedad,tubanga
651,oben::ADV,oppe,ustida
652,oben::ADV,ovenpå,ustida
653,hinauf::ADV,op,yuqorida
654,hinauf::ADV,opad,yuqorida
655,überall::ADV,overalt,har erda
656,nicht::ADV,ikke,ämas
657,ein wenig::ADV,lidt,biroz
658,kaum::ADV,knap,arang
659,kaum::ADV,næppe,arang
660,sehr::ADV,meget,ancha
661,so::ADV,så,shunday
662,noch::ADV,endnu,hali
663,nur::ADV,kun,yolg'iz
664,nur::ADV,bare,yolg'iz
665,schon::ADV,alt,endi
666,schon::ADV,allerede,endi
667,wieder::ADV,igen,yana
668,vergebens::ADV,forgæves,bekorga
669,vor::PRP,foran,burun
670,vor::PRP,uden for,burun
671,hinter::PRP,bag,ketida
672,hinter::PRP,bagved,ketida
673,unter::PRP,under,ostida
674,durch::PRP,gennem,bo'ylab
675,durch::PRP,igennem,bo'ylab
676,neben::PRP,ved siden af,yonida
677,zwischen::PRP,mellem,orada
678,wegen::PRP,på grund af,sababli
679,dies::PRN,dette,o'sha
680,das::PRN,det,narigi
681,alles::PRN,alt,har nima
682,ich::PRN,jeg,men
683,du::PRN,du,sen
684,er::PRN,han,u
685,wir::PRN,vi,biz
686,ihr::PRN,I,siz
687,sie::PRN,de,ular
688,was::FPRN,hvad,nima
689,wer::FPRN,hvem,kim
690,wo::FADV,hvor,qaerda
691,wohin::FADV,hvorhen,qayerga
692,wie::FADV,hvordan,qanday
693,warum::FADV,hvorfor,nega
694,wieviel::FNUM,hvor meget,qancha
695,eins::NUM,én,bir
696,zwei::NUM,to,ikki
697,drei::NUM,tre,uch
698,vier::NUM,fire,to'rt
699,fünf::NUM,fem,besh
700,sechs::NUM,seks,olti
701,sieben::NUM,syv,etti
702,acht::NUM,otte,sakkiz
703,neun::NUM,ni,to'qqiz
704,zehn::NUM,ti,o'n
705,elf::NUM,elleve,o'n bir
706,zwölf::NUM,tolv,o'n ikki
707,zwanzig::NUM,tyve,yigirma
708,dreißig::NUM,tredive,o'ttiz
709,vierzig::NUM,fyrre,qirq
710,vierzig::NUM,fyrretyve,qirq
711,fünfzig::NUM,halvtreds,ällik
712,sechzig::NUM,tres,oltmish
713,siebzig::NUM,halvfjerds,etmish
714,achtzig::NUM,firs,sakson
715,neunzig::NUM,halvfems,to'qson
716,hundert::NUM,hundrede,yuz
717,tausend::NUM,tusind,ming
718,und::CNJ,og,va
719,oder::CNJ,eller,yo
720,stehen::V,stå,turmoq
721,sitzen::V,sidde,o'tirmoq
722,liegen::V,ligge,yotmoq
723,hängen::V,hænge,osilmoq
724,werden::V,blive,bo'lmoq
725,passieren::V,ske,bo'lib o'tmoq
726,passieren::V,hænde,bo'lib o'tmoq
727,beginnen::V,begynde,boshlanmoq
728,enden::V,ende,bitmoq
729,wechseln::V,veksle,o'zgarmoq
730,aufgehen[Sonne]::V,gå op,chiqmoq
731,aufgehen[Sonne]::V,stå op,chiqmoq
732,untergehen[Sonne]::V,gå ned,botmoq
733,scheinen[Sonne]::V,skinne,yaraqlamoq
734,donnern::V,tordne,gulduramoq
735,wehen::V,blæse,elpimoq
736,strömen::V,strømme,oqmoq
737,fließen::V,flyde,oqmoq
738,sich drehen::V,dreje sig,aylanmoq
739,schwanken::V,vakle,qoqilmoq
740,schwingen::V,svinge,lopillamoq
741,fallen::V,falde,tushmoq
742,brennen::V,brænde,yonmoq
743,rauchen::V,ryge,tutamoq
744,regnen::V,regne,yomg'ir yog'moq
745,gefrieren::V,fryse,muzlamoq
746,tauen::V,tø,ärimoq
747,schmelzen::V,smelte,ärimoq
748,trocknen::V,tørre,qurimoq
749,sieden::V,koge,qaynamoq
750,faulen::V,rådne,chirimoq
751,verfaulen::V,rådne,chirimoq
752,reißen::V,briste,qayt qilmoq
753,versinken::V,synke,g'arq bo'lmoq
754,versinken::V,synke ned,g'arq bo'lmoq
755,vergehen::V,forløbe,o'tmoq
756,erscheinen::V,vise sig,zuhur ätmoq
757,verschwinden::V,forsvinde,yo'qolmoq
758,sinken::V,synke,pasaymoq
759,abnehmen::V,aftage,kamaymoq
760,zunehmen::V,tiltage,urchimoq
761,steigen::V,stige,oshmoq
762,wachsen::V,gro,o'smoq
763,wachsen::V,vokse,o'smoq
764,glänzen::V,glinse,porlamoq
765,funkeln::V,tindre,yalt ätmoq
766,lärmen::V,larme,taraq ätmoq
767,läuten::V,ringe,jiringlamoq
768,klingeln::V,ringe,jiringlamoq
769,klirren::V,klirre,sharaqlamoq
770,brausen::V,bruse,vag'illamoq
771,rauschen::V,suse,shitirlamoq
772,klingen::V,lyde,yangramoq
773,klingen::V,klinge,yangramoq
774,bellen::V,gø,hurmoq
775,heulen::V,hyle,uvlamoq
776,blasen::V,blæse,puflamoq
777,pfeifen::V,fløjte,xushtak chalmoq 
778,schreien::V,skrige,qiyqirmoq
779,stöhnen::V,stønne,nola qilmoq
780,zittern::V,dirre,titramoq
781,zittern::V,skælve,titramoq
782,leben::V,leve,yashamoq
783,geboren werden::V,fødes,tug'ilmoq
784,atmen::V,ånde,nafas chiqarmoq
785,trinken::V,drikke,ichmoq
786,essen::V,spise,emoq
787,schlucken::V,synke,yutmoq
788,müde werden::V,blive træt,horimoq
789,einschlafen::V,falde i søvn,uxlab qolmoq
790,schlafen::V,sove,uxlamoq
791,aufwachen::V,vågne,uyg'onmoq
792,aufstehen::V,stå op,qo'pmoq
793,sich erholen::V,komme sig,dam olmoq
794,krank werden::V,blive syg,kasallanmoq
795,krank sein::V,være syg,betob yotmoq
796,schmerzen::V,smerte,og'rimoq
797,husten::V,hoste,yo'talmoq
798,genesen::V,komme sig,tuzalmoq
799,sterben::V,dø,o'lmoq
800,umkommen::V,omkomme,halok bo'lmoq
801,sich bewegen::V,bevæge sig,harakat qilmoq
802,sich rühren::V,røre på sig,qimirlamoq
803,sich erheben::V,rejse sig,qo'pmoq
804,sich setzen::V,sætte sig,o'tirmoq
805,laufen::V,løbe,yurmoq
806,schreiten::V,skride,yurmoq
807,spazierengehen::V,gå en tur,sayr ätmoq
808,eilen::V,ile,tezlamoq
809,sich beeilen::V,skynde sig,shoshmoq
