,Concept_ID,zh,ta
709,versinken::V,下沉,மூழ்கு
710,vergehen::V,流逝,கடந்துசெல்
711,erscheinen::V,出现,தோன்றச்
712,verschwinden::V,消失,மறைந்து போ
713,sinken::V,下降,பதைவுறு
714,abnehmen::V,减少,குறை
715,zunehmen::V,增加,உயர்த்து
716,steigen::V,上升,உயர எழு
717,wachsen::V,生长,வளர்
718,glänzen::V,发光,மிளிர்
719,funkeln::V,闪烁,பிரகாசி
720,lärmen::V,吵闹,கொம்பு
721,läuten::V,响,மணியொலியிசை
722,klingeln::V,按铃,மணி அடி
723,brausen::V,疾驶,இரைதல்
724,klingen::V,听起来,சிலம்புதல்
725,bellen::V,吠,குரை
726,heulen::V,嗥,ஊளையிடு
727,blasen::V,吹,ஊது
728,pfeifen::V,吹口哨,சீழ்க்கை எழப்பு
729,schreien::V,叫喊,கூச்சலிடு
730,stöhnen::V,呻吟,வேதனை
731,zittern::V,颤抖,நடுங்கு
732,leben::V,生存,உயிருடனிரு
733,geboren werden::V,出生,பிற
734,atmen::V,呼吸,சுவாசி
735,trinken::V,喝,குடி
736,essen::V,吃,சாப்பிடு
737,schlucken::V,咽,முழுங்கு
738,müde werden::V,疲倦,கையயர்தல்
739,einschlafen::V,入睡,தூங்க
740,schlafen::V,睡觉,தூங்கு
741,aufwachen::V,睡醒,எழுப்பு
742,aufstehen::V,起床,எழுந்திரு
743,sich erholen::V,休养,இளைப்பாறு
744,krank werden::V,生病,விழுதல்
745,krank sein::V,生病,நருக்கலாயிருக்க
746,schmerzen::V,疼痛,நோவுறு
747,husten::V,咳,இருமு
748,genesen::V,痊愈,குணம் அடை
749,sterben::V,死,மரணமடை
750,umkommen::V,丧命,நசி
751,sich bewegen::V,移动,நகர்த்து
752,sich rühren::V,动弹,அசை
753,sich erheben::V,站起,எழுந்து நில்
754,sich setzen::V,坐,உட்கார்
755,hinfallen::V,跌倒,விழு
756,laufen::V,步行,நட
757,schreiten::V,迈步,கவடுவைத்தல்
758,spazierengehen::V,散步,உலவு
759,eilen::V,急忙,விரைந்து
760,sich beeilen::V,赶快,அவசரப்படுத்து
761,sausen::V,疾驰,விரைந்து செல்
762,rennen::V,奔跑,ஓடு
763,springen::V,跳,குதி
764,klettern::V,攀缘,ஏறு
765,schaukeln::V,荡秋千,தள்ளாடு
766,kriechen::V,爬行,மெதுவாக நடந்து செல்
767,schwimmen::V,游泳,நீந்து
768,tauchen::V,潜水,மூழ்கி நீச்சலடி
769,rudern::V,划船,துடுப்புப் போடு
770,fahren::V,行驶,ஓட்டு
771,fliegen::V,飞,பற
772,gehen::V,走,போ
773,weggehen::V,离去,விலகிச் செல்
774,abfahren::V,出发,புறப்பட்டுச் செல்
775,anhalten::V,停住,நின்றுவிடு
776,hineingehen::V,进去,மறையச் செய்
777,eintreten::V,进入,நுழை
778,kommen::V,来,வா
779,ankommen::V,到达,வநது சேர்
780,zurückkommen::V,回来,திரும்பி வா
781,bleiben::V,停留,இரு
782,warten::V,等,தாமதி
783,erwarten::V,等候,எதிர்நோக்கு
784,suchen::V,找,தேடு
785,finden::V,找到,கண்டுபிடி
786,versuchen::V,尝试,முயற்சி செய்
787,vorbereiten::V,预备,ஆயத்தம் செய்
788,lieben::V,爱,அன்பு செலுத்து
789,mögen::V,喜欢,விரும்பு
790,lachen::V,笑,சிரி
791,weinen::V,哭,அழு
792,schimpfen::V,骂,சாபமிடு
793,sich ärgern::V,生气,கோப்பபடு
794,sich fürchten::V,害怕,பயப்படு
795,fürchten::V,害怕,பயப்படுத்து
796,fliehen::V,逃走,ஓடு
797,flüchten::V,逃跑,தப்பிவிடு
798,sehen::V,看,பார்
799,anschauen::V,注视,கூர்ந்து கவனி
800,ansehen::V,注视,கவனி
801,hören::V,听,கேள்
802,zuhören::V,倾听,சுவைத்துப் பார்
803,probieren::V,尝,ருசி
804,riechen::V,闻,முகர்ந்து பார்
805,fühlen::V,感到,தொட்டுணர்
806,scheinen::V,照耀,காணப்படு
807,zu sehen sein::V,可以看到,தோன்றுதல்
808,vernehmen::V,审讯,கேள்
809,frieren::V,觉得冷,குதுகுதுகு
810,tun::V,作,செய்
811,können::V,能,இயல்வது
812,wollen::V,要,விரும்பு
813,anfangen::V,开始,தொடங்கு
814,beenden::V,结束,முடி
815,aufhören::V,停止,நிறுத்து
816,gelingen::V,成功,வெற்றி
817,geraten::V,陷于,ஏற்படுத்து
818,öffnen::V,打开,திற
819,schließen::V,关,மூடு
820,stellen::V,放,வை
821,setzen::V,放,வை
822,legen::V,摆,பரப்பி வை
823,berühren::V,触,பதி
824,verbinden::V,联结,சேர்
825,bedecken::V,覆盖,உறைபோடு
826,aufhängen::V,挂,தொங்கவிடு
827,anzünden::V,点,எரியூட்டு
828,aufheben::V,拾起,பொறுக்கி எடு
829,zurücklassen::V,遗留,விட்டுச் செல்
830,verlieren::V,丧失,இழ
831,fallen lassen::V,让掉下,அளவில் குறைவு
832,machen::V,做,தயார்செய்
833,herstellen::V,生产,உற்பத்தி செய்
834,bauen::V,建造,கட்டு
835,reparieren::V,修理,பழுது பார்
836,verbessern::V,改进,மேம்படுத்து
837,ändern::V,改变,மாற்றி அமை
838,graben::V,挖,குழி வெட்டு
839,beugen::V,弯下,வனை
840,biegen::V,弯,வனை
841,drehen::V,转动,சுழல்
842,wenden::V,转动,குடைகவிழு
843,umdrehen::V,转动,சுற்றும் முற்றும் பார்
844,heben::V,举起,தூக்கு
845,hochheben::V,抬高,தூக்கு
846,ergreifen::V,抓住,பறி
847,halten::V,拿着,பிடித்துக் கொள்
848,drücken::V,压,அழுத்து
849,schieben::V,推,தள்ளு
850,kratzen::V,搔,கீறு
851,lecken::V,舔,நக்கு
852,beißen::V,咬,கடி
853,abreißen::V,撕下,கிழி
854,abschneiden::V,切断,வெட்டி எடு
855,binden::V,捆,கட்டு
856,stecken::V,插,பதிய வை
857,brechen::V,断裂,உடை
858,klopfen::V,敲,தட்டு
859,hauen::V,揍,அடி
860,kleben::V,粘,ஒட்டு
861,reiben::V,摩擦,தேய்
862,streichen::V,涂,பரவச்செய்
863,schleifen::V,拖曳,அரை
864,schneiden::V,切,துண்டாக்கு
865,rütteln::V,颠簸,மெல்ல தள்ளு
866,schütteln::V,摇动,குலுக்கு
867,schwenken::V,摇动,ஊஞ்சலாடு
868,schütten::V,倒,ஊற்று
869,füllen::V,填满,நிரப்பு
870,einwickeln::V,包,சுற்று
871,tragen::V,提,எடுத்துச் செல்
872,schleppen::V,扛,இழுத்துச் செல்
873,ziehen::V,拉,இழு
874,aufbewahren::V,保存,வைத்துக் கொள்
875,werfen::V,扔,வீசி எறி
876,fangen::V,捕捉,பிடி
877,packen::V,抓住,பிடித்துக்கொள்
878,verstecken::V,藏,மறை
879,teilen::V,分,பாகங்களாகப் பிரி
880,schicken::V,派遣,அனுப்பு
881,bringen::V,带来,கொண்டு வா
882,hinzufügen::V,添加,சேர்
883,bekommen::V,得到,பெறு
884,erhalten::V,接到,பெறு
885,nehmen::V,拿,எடு
886,wählen::V,挑选,தேர்ந்தெடு
887,auswählen::V,选择,தேர்ல்தெடு
888,bewahren::V,保持,கெடாது பேணு
889,behindern::V,防碍,தடங்கல் செய்
890,verderben::V,败坏,நாசமாக்கு
891,beschädigen::V,损坏,சேதப்படுத்து
892,zerbrechen::V,破碎,உடை
893,zerreißen::V,撕碎,கிழி
894,zerstören::V,毁坏,அழி
895,verbrennen::V,燃烧,எரியூட்டு
896,geben::V,给,கொடு
897,reichen::V,递给,வழங்கு
898,schenken::V,赠送,மொயத்தல்
899,versprechen::V,许诺,உறுதியளி
900,wünschen::V,祝,ஆசைப்படு
901,loben::V,表扬,புகழ்ச்சி கூறு
902,küssen::V,亲,முத்தமிடு
903,wiegen::V,轻摇,ஆட்டுத்தல்
904,zudecken::V,盖上,உறைபோடு
905,wecken::V,唤起,எழுப்பு
906,zeigen::V,指,காட்டு
907,führen::V,带领,வழிகாட்டி
908,lehren::V,教,சொல்லிக் கொடு
909,unterrichten::V,讲课,அறிவுரை கூறு
910,aufziehen::V,抚养,வளர்
911,leiten::V,领导,அழைத்துச் செல்
912,antreiben::V,催促,தூண்டு
913,lassen::V,让,விடு
914,einladen::V,邀请,அழை
915,vereinigen::V,统一,ஒன்றாகச் சேர்
916,besuchen::V,参观,வருகை புரி
917,treffen::V,会面,சந்தி
918,sich versammeln::V,聚集,தொகுப்பு
919,spielen::V,玩,விளையாடு
920,singen::V,唱歌,பாடு
921,tanzen::V,跳舞,நடனமாடு
922,sich trennen::V,分别,தனிப்படடுத்து
923,verlassen::V,离开,கைவிடு
924,retten::V,救,காப்பாற்று
925,bewachen::V,守卫,காவல் செய்
926,schützen::V,保护,பாதுகாப்பு செய்
927,verteidigen::V,保卫,எதிர்த்து நில்
928,sich schlagen::V,打架,பூசலிடு
929,schießen::V,射击,சுட்டுக் கொல்
930,siegen::V,获胜,வெற்றி பெறு
931,ärgern::V,激怒,எரிச்சலூட்டு
932,schlagen::V,打,அடி
933,treten::V,踢,உதை
934,stechen::V,刺,கொட்டு
935,stoßen::V,撞,நெருக்கு
936,stehlen::V,盗窃,திருடு
937,stören::V,干扰,தொல்லைகொடு
938,belästigen::V,打搅,தொல்லை கொடு
939,verbergen::V,隐藏,மறை
940,täuschen::V,欺骗,ஏமாற்று
941,betrügen::V,欺骗,ஏமாற்று
942,töten::V,杀,கொல்
943,wohnen::V,居住,தங்கியிரு
944,arbeiten::V,工作,வேலை செய்
945,sammeln::V,收集,ஒன்றுசேர்
946,pflücken::V,采,கொய்து எடு
947,jagen::V,打猎,வேட்டையாடு
948,fischen::V,捕鱼,மீன் பிடி
949,fassen::V,捉住,பிடி
950,hüten::V,守护,காவல் செய்
951,treiben::V,漂,ஓட்டு
952,anbinden::V,拴,கட்டு
953,füttern::V,喂,உணவளி
954,melken::V,挤奶,பால் கற
955,hacken::V,剁细,வெட்டி எடு
956,gießen::V,浇,நீர்ப் பாய்ச்சு
957,reifen::V,成熟,பழு
958,kochen::V,煮,வேகவை
959,backen::V,烤,வெப்பத்தில் வாட்டு
960,braten::V,煎,பொரியச் செய்
961,umrühren::V,搅拌,கலக்கு
962,stricken::V,织,பின்னியிழை
963,nähen::V,缝,தையல் வேலை செய்
964,färben::V,染色,வண்ணம் பெறச் செய்
965,reinigen::V,清洁,சுத்தம் செய்
966,waschen::V,洗,கழுவு
967,abwischen::V,擦掉,துடை
968,spülen::V,清洗,அலசு
969,fegen::V,扫,பெறுக்கு
970,kehren::V,打扫,பெறுக்கு
971,baden::V,给...洗澡,குளி
972,sich waschen::V,洗澡,கழுவு
973,ausziehen::V,脱,கழற்று
974,anziehen::V,穿,புனைதல்
975,sich anziehen::V,穿衣,உடுத்துதல்
976,kämmen::V,梳,தலை வாரிக் கொள்
977,schmücken::V,装饰,அழகுபடுத்து
978,sagen::V,说,சொல்
979,sprechen::V,说,பேசு
980,reden::V,讲,பெசு
981,sich unterhalten::V,聊天,இயல்பாக பேசிக்கொண்டிரு
982,fragen::V,问,கேள்
983,bitten::V,请,வேண்டு
984,erzählen::V,叙述,சொல்
985,mitteilen::V,通知,சொல்
986,nennen::V,叫做,பெயரிடுதல்
987,rufen::V,叫,கூச்சலிடு
988,prahlen::V,吹牛,தற்பெருமை பேசு
989,übersetzen::V,翻译,மொழிபெயர்ப்பு செய்
990,denken::V,想,யோசி
991,glauben::V,以为,நம்பு
992,bemerken::V,发觉,கவனி
993,erkennen::V,识别,அடையாளம் கண்டுகொள்
994,begreifen::V,理解,பற்றிக்கொள்
995,verstehen::V,明白,புரிந்து கொள்
996,lernen::V,学,கற்றுக்கொள்
997,wissen::V,知道,தெரிந்திரு
998,sich erinnern an::V,回忆,நினைவு கூர்
999,vergessen::V,忘记,மற
1000,messen::V,测量,அளவிடு
1001,zählen::V,数,எண்ணு
1002,rechnen::V,计算,கணக்கிடு
1003,lesen::V,读,படி
1004,malen::V,画,வண்ணச்சித்திரம்
1005,zeichnen::V,绘制,வரை
1006,schreiben::V,写,எழுது
1007,besitzen::V,占有,உடைமையாகக் கொண்டிரு
1008,kaufen::V,买,வாங்கு
1009,verkaufen::V,卖,விற்பனை செய்
1010,bezahlen::V,付钱,இறுத்தல்
1011,zahlen::V,支付,பணம் செலுத்து
1012,beherrschen::V,统治,ஆட்சிசெய்
1013,ertragen::V,忍耐,தாங்கு
1014,vergebens::ADV,,வீண்
1015,klirren::V,,கிலுங்கு
1016,rauschen::V,,சலசலப்பு
1017,rühren::V,,இதயத்தைத் தொடு
1018,zubereiten::V,,சமையல் செய்
