,Concept_ID,is,hr
84,Staub::N,ryk,prah
85,Staub::N,ryk,prašina
86,Staub::N,duft,prah
87,Staub::N,duft,prašina
88,Rauch::N,reykur,dim
89,Funke::N,neisti,iskra
90,Funke::N,neisti,varnica
91,Feuer::N,eldur,vatra
92,Licht::N,ljós,svjetlo
93,Schatten::N,skuggi,hlad
94,Schatten::N,skuggi,sjena
95,Wetter::N,veður,vrijeme
96,Nebel::N,þoka,magla
97,Wolke::N,ský,oblak
98,Regen::N,regn,kiša
99,Schnee::N,snjór,snijeg
100,Eis::N,ís,led
101,Frost::N,frost,mraz
102,Kälte::N,kuldi,studen
103,Kälte::N,kuldi,hladnoća
104,Hitze::N,hiti,vrućina
105,Raureif::N,hrím,inje
106,Regenbogen::N,regnbogi,duga
107,Donner::N,þruma,grom
108,Donner::N,þruma,grmljavina
109,Strömung::N,straumur,struja
110,Strömung::N,straumur,strujanje
111,Tropfen::N,dropi,kap
112,Tropfen::N,dropi,kaplja
113,Schaum::N,froða,pjena
114,Schmutz::N,óhreinindi,nečistoća
115,Schmutz::N,óhreinindi,prljavština
116,See::N,stöðuvatn,jezero
117,Sumpf::N,fen,bara
118,Moor::N,mýri,močvara
119,Wiese::N,engi,livada
120,Wald::N,skógur,šuma
121,Hügel::N,hæð,brijeg
122,Hügel::N,hæð,brežuljak
123,Hügel::N,hóll,brijeg
124,Hügel::N,hóll,brežuljak
125,Anhöhe::N,hæð,uzvišica
126,Anhöhe::N,hóll,uzvišica
127,Berg::N,fell,brdo
128,Berg::N,fjall,brdo
129,Gipfel::N,tindur,vrh
130,Höhle::N,hellir,pećina
131,Höhle::N,hellir,spilja
132,Abhang::N,hlíð,obronak
133,Abhang::N,hlíð,nizbrdica
134,Abhang::N,brekka,obronak
135,Abhang::N,brekka,nizbrdica
136,Quelle::N,lind,izvor
137,Quelle::N,lind,vrelo
138,Quelle::N,uppspretta,izvor
139,Quelle::N,uppspretta,vrelo
140,Bach::N,lækur,potok
141,Fluss::N,á,rijeka
142,Fluss::N,fljót,rijeka
143,Ufer::N,árbakki,obala
144,Ufer::N,sjávarbakki,obala
145,Küste::N,strönd,obala
146,Küste::N,strönd,morska obala
147,Festland::N,meginland,kopno
148,Meer::N,haf,more
149,Meer::N,sjór,more
150,Bucht::N,vík,zaliv
151,Insel::N,eyja,ada
152,Insel::N,eyja,otok
153,Blume::N,blóm,cvijet
154,Gras::N,gras,trava
155,Wurzel::N,rót,korijen
156,Baum::N,tré,drvo
157,Baum::N,tré,stablo
158,Stamm::N,stofn,deblo
159,Stamm::N,stofn,stablo
160,Rinde::N,börkur,kora
161,Ast::N,grein,grana
162,Zweig::N,angi,grana
163,Zweig::N,kvistur,grana
164,Blatt::N,blað,list
165,Birke::N,birki,breza
166,Kiefer[Baum]::N,fura,bor
167,Weide[Baum]::N,víðir,iva
168,Weide[Baum]::N,víðir,vŕba
169,Tanne::N,greni,jela
170,Horn::N,horn,rog
171,Feder::N,fjöður,pero
172,Fell::N,skinn,koža
173,Flügel::N,vængur,krilo
174,Klaue::N,kló,papak
175,Kralle::N,kló,pandža
176,Schwanz::N,rófa,rep
177,Schwanz::N,skott,rep
178,Ei::N,egg,jaje
179,Nest::N,hreiður,gnijezdo
180,Bau::N,greni,jazbina
181,Bau::N,bæli,jazbina
182,Tier::N,dýr,životinja
183,Herde::N,hjörð,krdo
184,Herde::N,hjörð,stado
185,Kuh::N,kýr,krava
186,Bulle::N,boli,bik
187,Pferd::N,hestur,konj
188,Schaf::N,kind,ovca
189,Schwein::N,svín,svinja
190,Hund::N,hundur,pas
191,Hund::N,hundur,pseto
192,Katze::N,köttur,mačka
193,Bär::N,björn,medvjed
194,Eichhörnchen::N,íkorni,vjeverica
195,Elch::N,elgur,los
196,Fuchs::N,refur,lisica
197,Hase::N,héri,zec
198,Maus::N,mús,miš
199,Wolf::N,úlfur,vuk
200,Wolf::N,úlfur,kurjak
201,Vogel::N,fugl,ptica
202,Schwarm::N,sægur,roj
203,Schwarm::N,sægur,jato
204,Huhn::N,hæna,kokoš
205,Hahn::N,hani,kokot
206,Hahn::N,hani,pijevac
207,Gans::N,gæs,guska
208,Adler::N,örn,orao
209,Ente::N,önd,patka
210,Eule::N,uggla,sova
211,Kranich::N,trana,ždral
212,Krähe::N,kráka,vrana
213,Kuckuck::N,gaukur,kukavica
214,Schwan::N,svanur,labud
215,Fisch::N,fiskur,riba
216,Barsch::N,aborri,grgeč
217,Hecht::N,gedda,štuka
218,Schlange[Tier]::N,naðra,guja
219,Schlange[Tier]::N,naðra,zmija
220,Wurm::N,ormur,crv
221,Spinne::N,kónguló,pauk
222,Ameise::N,maur,mrav
223,Laus::N,lús,uš
224,Mücke::N,mý,komarac
225,Mücke::N,mýfluga,komarac
226,Fliege::N,fluga,muha
227,Schmetterling::N,fiðrildi,leptir
228,Beere::N,ber,boba
229,Beere::N,ber,bobica
230,Apfel::N,epli,jabuka
231,Pilz::N,sveppur,pečurka
232,Zwiebel::N,laukur,luk
233,Zwiebel::N,laukur,kapula
234,Saat::N,fræ,sjemenje
235,Saat::N,útsæði,sjemenje
236,Korn::N,korn,zrno
237,Heu::N,hey,sijeno
238,Schale::N,hýði,kora
239,Schale::N,hýði,ljuska
240,Grube::N,gryfja,jama
241,Falle::N,gildra,zamka
242,Falle::N,gildra,klopka
243,Schlinge::N,snara,uzao
244,Schlinge::N,snara,petlja
245,Spur::N,spor,trag
246,Spur::N,spor,slijed
247,Asche::N,aska,pepeo
248,Dreck::N,óþverri,blato
249,Eisen::N,járn,željezo
250,Gold::N,gull,zlato
251,Silber::N,silfur,srebro
252,Kohle::N,kol,ugalj
253,Kohle::N,kol,ugljen
254,Glas::N,gler,staklo
255,Lehm::N,leir,glina
256,Lehm::N,leir,ilovača
257,Sand::N,sandur,pijesak
258,Mensch::N,maður,čovjek
259,Mensch::N,manneskja,čovjek
260,Mann::N,maður,muškarac
261,Mann::N,karlmaður,muškarac
262,Frau::N,kona,žena
263,Kind::N,barn,čedo
264,Kind::N,barn,dijete
265,Kind::N,krakki,čedo
266,Kind::N,krakki,dijete
267,Junge::N,drengur,momče
268,Junge::N,drengur,dječak
269,Mädchen::N,stelpa,djevojka
270,Mädchen::N,stelpa,djevojčica
271,Familie::N,fjölskylda,obitelj
272,Familie::N,fjölskylda,porodica
273,Großvater::N,afi,djed
274,Großmutter::N,amma,baka
275,Eltern::N,foreldrar,roditelji
276,Vater::N,faðir,otac
277,Mutter::N,móðir,majka
278,Sohn::N,sonur,sin
279,Tochter::N,dóttir,kći
280,Tochter::N,dóttir,kćerka
281,Bruder::N,bróðir,brat
282,Schwester::N,systir,sestra
283,Onkel::N,föðurbróðir,čika
284,Onkel::N,föðurbróðir,ujak
285,Tante::N,frænka,ujna
286,Tante::N,frænka,tetka
287,Tante::N,móðursystir,ujna
288,Tante::N,móðursystir,tetka
289,Ehemann::N,eiginmaður,muž
290,Ehemann::N,eiginmaður,suprug
291,Ehefrau::N,eiginkona,žena
292,Ehefrau::N,eiginkona,supruga
293,Freude::N,gleði,radost
294,Gelächter::N,hlátur,grohot
295,Glück::N,gæfa,sreća
296,Kummer::N,sorg,jad
297,Kummer::N,sorg,briga
298,Wunsch::N,ósk,želja
299,Lust::N,fýsn,volja
300,Lust::N,löngun,volja
301,Geist::N,andi,duh
302,Gedanke::N,hugsun,misao
303,Gedächtnis::N,minni,pamćenje
304,Verstand::N,vit,um
305,Verstand::N,vit,razum
306,Sinn::N,merking,smisao
307,Sinn::N,merking,značenje
308,Grund::N,ástæða,razlog
309,Wahrheit::N,sannleikur,istina
310,Gespräch::N,samtal,razgovor
311,Märchen::N,ævintýri,bajka
312,Erzählung::N,saga,priča
313,Erzählung::N,saga,pripovijest
314,Nachricht::N,frétt,vijest
315,Neuigkeit::N,frétt,novost
316,Name::N,nafn,ime
317,Rätsel::N,gáta,zagonetka
318,Rede::N,ræða,govor
319,Rede::N,ræða,besjeda
320,Sprache::N,mál,jezik
321,Sprache::N,tungumál,jezik
322,Stimme::N,rödd,glas
323,Wort::N,orð,riječ
324,Zeichen::N,tákn,znak
325,Zeichen::N,merki,znak
326,Ruf::N,kall,povik
327,Ruf::N,kall,poklik
328,Lärm::N,hávaði,buka
329,Lärm::N,hávaði,galama
330,Laut::N,hljóð,zvuk
331,Ton::N,tónn,ton
332,Lied::N,ljóð,pjesma
333,Lied::N,söngur,pjesma
334,Ruhe::N,ró,tišina
335,Ruhe::N,ró,počinak
336,Ruhe::N,kyrrð,tišina
337,Ruhe::N,kyrrð,počinak
338,Leute::N,fólk,ljudi
339,Volk::N,þjóð,puk
340,Volk::N,þjóð,narod
341,Arbeit::N,vinna,rad
342,Arbeit::N,vinna,posao
343,Gast::N,gestur,gost
344,Geschenk::N,gjöf,dar
345,Geschenk::N,gjöf,poklon
346,Spiel::N,leikur,igra
347,Gesellschaft::N,selskapur,društvo
348,Gesellschaft::N,selskapur,kompanija
349,Hilfe::N,hjálp,pomoć
350,Freund::N,vinur,prijatelj
351,Kamerad::N,félagi,drug
352,Kamerad::N,félagi,drugar
353,Angelegenheit::N,mál,posao
354,Angelegenheit::N,málefni,posao
355,Anzahl::N,tala,broj
356,Anzahl::N,tala,brojnost
357,Anzahl::N,fjöldi,broj
358,Anzahl::N,fjöldi,brojnost
359,Art::N,tegund,vid
360,Art::N,tegund,vrst
361,Stück::N,biti,komad
362,Stück::N,stykki,komad
363,Teil::N,hluti,dio
364,Teil::N,partur,dio
365,Hälfte::N,helmingur,polovina
366,Kreis::N,hringur,krug
367,Kreuz::N,kross,križ
368,Kreuz::N,krossmark,križ
369,Linie::N,lína,crta
370,Strich::N,strik,crta
371,Abstand::N,millibil,razmak
372,Abstand::N,millibil,odstojanje
373,Entfernung::N,fjarlægð,udaljenost
374,Gegend::N,hérað,kraj
375,Gegend::N,hérað,predeo
376,Platz::N,pláss,mjesto
377,Ort::N,staður,mjesto
378,Seite::N,hlið,bok
379,Seite::N,hlið,strana
380,Mitte::N,miðja,sredina
381,Gegenstand::N,hlutur,predmet
382,Sache::N,mál,posao
383,Rand::N,brún,rub
384,Rand::N,brún,kraj
385,Kante::N,rönd,brid
386,Kante::N,rönd,ivica
387,Ecke::N,horn,ugao
388,Spitze::N,oddur,vrh
389,Spitze::N,oddur,šiljak
390,Ende::N,endi,konac
391,Loch::N,gat,rupa
392,Loch::N,hola,rupa
393,Winkel::N,skot,kut
394,Winkel::N,skot,ugao
395,Winkel::N,krókur,kut
396,Winkel::N,krókur,ugao
397,Muster::N,munstur,uzor
398,Größe::N,stærð,veličina
399,Länge::N,lengd,duljina
400,Höhe::N,hæð,visina
401,Gewicht::N,vigt,težina
402,Gewicht::N,þyngd,težina
403,Menge::N,magn,mnoštvo
404,Menge::N,magn,količina
405,Haufen::N,hrúga,hrpa
406,Haufen::N,hrúga,gomila
407,Haufen::N,haugur,hrpa
408,Haufen::N,haugur,gomila
409,Reihe::N,röð,red
410,Boot::N,bátur,čun
411,Boot::N,bátur,čamac
412,Ruder::N,ár,veslo
413,Schlitten::N,sleði,saone
414,Ski::N,skíði,ski
415,Ski::N,skíði,smučka
416,Lagerfeuer::N,varðeldur,logorska vatra
417,Last::N,byrði,tovar
418,Last::N,farmur,tovar
419,Gang::N,ganga,hod
420,Schritt::N,skref,korak
421,Norden::N,norður,sjever
422,Süden::N,suður,jug
423,Westen::N,vestur,zapad
424,Osten::N,austur,istok
425,Holz::N,viður,drvo
426,Brett::N,fjöl,daska
427,Platte::N,flötur,ploča
428,Stütze::N,stoð,potpora
429,Stange::N,stöng,motka
430,Stock::N,prik,štap
431,Stock::N,prik,palica
432,Stock::N,stafur,štap
433,Stock::N,stafur,palica
434,Stab::N,prik,štap
435,Stab::N,prik,šipka
436,Stab::N,stafur,štap
437,Stab::N,stafur,šipka
438,Rohr::N,rör,cijev
439,Rohr::N,pípa,cijev
440,Haus::N,hús,kuća
441,Heim::N,heimili,dom
442,Ofen::N,ofn,peć
443,Fußboden::N,gólf,pod
444,Tisch::N,borð,stol
445,Tisch::N,borð,trpeza
446,Stuhl::N,stóll,stolac
447,Stuhl::N,stóll,stolica
448,Wiege::N,vagga,kolijevka
449,Bett::N,rúm,krevet
450,Bett::N,rúm,postelja
451,Bett::N,hvíla,krevet
452,Bett::N,hvíla,postelja
453,Regal::N,hilla,polica
454,Kiste::N,kassi,sanduk
455,Fenster::N,gluggi,prozor
456,Tür::N,dyr,vrata
457,Tür::N,hurð,vrata
458,Tor::N,hlið,vrata
459,Tor::N,hlið,kapija
460,Zaun::N,girðing,plot
461,Zaun::N,girðing,ograda
462,Zaun::N,limgarður,plot
463,Zaun::N,limgarður,ograda
464,Dach::N,þak,krov
465,Leiter::N,stigi,ljestve
466,Leiter::N,stigi,ljestvice
467,Besen::N,sópur,metla
468,Spaten::N,spaði,ašov
469,Schaufel::N,skófla,lopata
470,Gabel::N,gaffall,viljuška
471,Löffel::N,skeið,žlica
472,Messer::N,hnífur,nož
473,Nagel::N,nögl,čavao
474,Netz::N,net,mreža
475,Haken::N,krókur,kuka
476,Griff::N,tak,držak
477,Griff::N,tak,ručica
478,Schloss::N,lás,brava
479,Bild::N,mynd,slika
480,Figur::N,stytta,figura
481,Puppe::N,brúða,lutka
482,Beutel::N,poki,kesa
483,Beutel::N,baggi,kesa
484,Bündel::N,böggull,snop
485,Bündel::N,böggull,svežanj
486,Tasche::N,veski,torba
487,Tasche::N,veski,taška
488,Eimer::N,fata,kabao
489,Deckel::N,lok,poklopac
490,Geschirr::N,leirtau,suđe
491,Geschirr::N,leirtau,posuđe
492,Sack::N,sekkur,džak
493,Sack::N,sekkur,vreća
494,Tasse::N,bolli,šalica
495,Topf::N,pottur,lonac
496,Kessel::N,ketill,kazan
497,Essen::N,matur,obrok
498,Nahrung::N,fæða,hrana
499,Speise::N,réttur,jelo
500,Speise::N,matarréttur,jelo
501,Fleisch::N,kjöt,meso
502,Getreide::N,korn,žito
503,Getreide::N,korn,žitarice
504,Brei::N,grautur,kaša
505,Brot::N,brauð,kruh
506,Scheibe::N,sneið,kriška
507,Fett::N,fita,mast
508,Fett::N,fita,salo
509,Butter::N,smjör,buter
510,Butter::N,smjör,maslac
511,Öl::N,olía,ulje
512,Salz::N,salt,sol
513,Suppe::N,súpa,supa
514,Honig::N,hunang,med
515,Milch::N,mjólk,mlijeko
516,Tee::N,te,čaj
517,Leder::N,skinn,koža
518,Wolle::N,ull,vuna
519,Stoff::N,dúkur,štof
520,Stoff::N,dúkur,tkanina
521,Nadel::N,nál,igla
522,Faden::N,þráður,nit
523,Faden::N,þráður,konac
524,Knopf::N,tala,dugme
525,Knopf::N,hnappur,dugme
526,Knoten::N,hnútur,čvor
527,Knoten::N,hnútur,uzao
528,Farbe::N,málning,farba
529,Kleidung::N,búningur,odjeća
530,Kleidung::N,klæðnaður,odjeća
531,Hemd::N,skyrta,košulja
532,Kragen::N,kragi,ovratnik
533,Kragen::N,flibbi,ovratnik
534,Ärmel::N,ermi,rukav
535,Hose::N,buxur,hlače
536,Gürtel::N,belti,pas
537,Gürtel::N,belti,pojas
538,Mütze::N,húfa,kapa
539,Schuh::N,skór,cipela
540,Stiefel::N,stígvél,čizma
541,Ring::N,hringur,prsten
542,Band::N,band,vrpca
543,Kamm::N,greiða,češalj
544,Spiegel::N,spegill,zrcalo
545,Spiegel::N,spegill,ogledalo
546,Riemen::N,ól,kaiš
547,Riemen::N,ól,remen
548,Riemen::N,reim,kaiš
549,Riemen::N,reim,remen
550,Schnur::N,snúra,vrpca
551,Leine::N,band,uzica
552,Decke::N,teppi,ćebe
553,Decke::N,teppi,pokrivač
554,Kissen::N,koddi,jastuk
555,Tuch::N,klútur,rubac
556,Tuch::N,klútur,marama
557,Handtuch::N,þurrka,ručnik
558,Handtuch::N,handklæði,ručnik
559,Kraft::N,afl,snaga
560,Kraft::N,kraftur,snaga
561,Stärke::N,styrkur,jakost
562,Gesundheit::N,heilsa,zdravlje
563,Gesundheit::N,heilbrigði,zdravlje
564,Krankheit::N,sjúkdómur,bolest
565,Schmerz::N,sársauki,bol
566,Wunde::N,sár,rana
567,Fieber::N,hitasótt,groznica
568,Arznei::N,lyf,lijek
569,Brücke::N,brú,most
570,Brücke::N,brú,ćuprija
571,Brunnen::N,brunnur,bunar
572,Brunnen::N,brunnur,zdenac
573,Weide::N,hagi,paša
574,Weide::N,hagi,pašnjak
575,Pfad::N,stígur,staza
576,Weg::N,vegur,put
577,Straße::N,gata,drum
578,Straße::N,gata,cesta
579,Straße::N,stræti,drum
580,Straße::N,stræti,cesta
581,Dorf::N,þorp,selo
582,Stadt::N,borg,grad
583,Stadt::N,borg,varoš
584,Brief::N,bréf,list
585,Brief::N,bréf,pismo
586,Buch::N,bók,knjiga
587,Buchstabe::N,bókstafur,slovo
588,Zeitung::N,dagblað,novine
589,Leben::N,líf,život
590,Tod::N,dauði,smrt
591,Grab::N,gröf,raka
592,Kirche::N,kirkja,crkva
593,Sünde::N,synd,grijeh
594,Gott::N,guð,bog
595,Arbeiter::N,verkamaður,radnik
596,Chef::N,yfirmaður,šef
597,Meister::N,meistari,majstor
598,Arzt::N,læknir,liječnik
599,Lehrer::N,kennari,učitelj
600,Geld::N,peningar,novac
601,Geschäft::N,viðskipti,posao
602,Geschäft::N,viðskipti,trgovina
603,Laden::N,búð,dućan
604,Laden::N,verslun,dućan
605,Preis::N,verð,cijena
606,Ware::N,vara,roba
607,Nutzen::N,gagn,korist
608,Reichtum::N,auður,bogatstvo
609,Welt::N,veröld,svijet
610,Land::N,land,zemlja
611,Staat::N,ríki,država
612,König::N,konungur,kralj
613,Macht::N,vald,moć
614,Macht::N,vald,vlast
615,Grenze::N,landamæri,granica
616,Krieg::N,stríð,rat
617,Feind::N,fjandmaður,neprijatelj
618,Gewalt::N,ofbeldi,sila
619,Gewalt::N,ofbeldi,nasilje
620,Kampf::N,bardagi,boj
621,Kampf::N,bardagi,borba
622,Bogen[Waffe]::N,bogi,luk
623,Pfeil::N,ör,strijela
624,Gewehr::N,byssa,puška
625,Fehler::N,villa,pogreška
626,Fehler::N,villa,griješka
627,Lüge::N,lygi,laž
628,Schaden::N,skemmd,šteta
629,Unglück::N,óhamingja,nesreća
630,Schuld::N,sök,krivnja
631,Alter::N,aldur,dob
632,Schluss::N,lok,kraj
633,Schluss::N,lok,konac
634,Schluss::N,endir,kraj
635,Schluss::N,endir,konac
636,Zeit::N,tími,doba
637,Zeit::N,tími,vrijeme
638,Tag::N,dagur,dan
639,Morgen::N,morgunn,jutro
640,Mittag::N,hádegi,podne
641,Abend::N,kvöld,veče
642,Abend::N,kvöld,večer
643,Nacht::N,nótt,noć
644,Woche::N,vika,sedmica
645,Monat::N,mánuður,mjesec
646,Jahr::N,ár,godina
647,Frühling::N,vor,proljeće
648,Sommer::N,sumar,ljeto
649,Herbst::N,haust,jesen
650,Winter::N,vetur,zima
651,Januar::N,janúar,januar
652,Januar::N,janúar,siječanj
653,Februar::N,február,veljača
654,Februar::N,február,februar
655,März::N,mars,mart
656,März::N,mars,ožujak
657,April::N,apríl,april
658,April::N,apríl,travanj
659,Mai::N,maí,maj
660,Mai::N,maí,svibanj
661,Juni::N,júní,juni
662,Juni::N,júní,lipanj
663,Juli::N,júlí,juli
664,Juli::N,júlí,srpanj
665,August::N,ágúst,august
666,August::N,ágúst,kolovoz
667,September::N,september,rujan
668,September::N,september,septembar
669,Oktober::N,október,oktobar
670,Oktober::N,október,listopad
671,November::N,nóvember,studeni
672,November::N,nóvember,novembar
673,Dezember::N,desember,prosinac
674,Montag::N,mánudagur,ponedjeljak
675,Montag::N,mánudagur,ponedjeljnik
676,Dienstag::N,þriðjudagur,utorak
677,Dienstag::N,þriðjudagur,utornik
678,Mittwoch::N,miðvikudagur,srijeda
679,Donnerstag::N,fimmtudagur,četvrtak
680,Freitag::N,föstudagur,petak
681,Samstag::N,laugardagur,subota
682,Sonntag::N,sunnudagur,nedjelja
683,groß::A,stór,velik
684,klein::A,lítill,mali
685,klein::A,lítill,malen
686,lang::A,langur,dug
687,lang::A,langur,dugačak
688,kurz::A,stuttur,kratak
689,breit::A,breiður,širok
690,schmal::A,mjór,uski
691,schmal::A,mjór,uzak
692,dicht::A,þéttur,gust
693,dick[Gegenstand]::A,þykkur,debeo
694,dünn::A,þunnur,tanak
695,fein::A,fíngerður,fin
696,fein::A,fíngerður,tanak
697,fest::A,fastur,čvrst
698,flach::A,flatur,ravan
699,flach::A,flatur,plosnat
700,glatt::A,háll,gladak
701,glatt::A,sléttur,gladak
702,hart::A,harður,tvrd
703,weich::A,mjúkur,mek
704,weich::A,mjúkur,mekan
705,rund::A,kringlóttur,okrugao
706,spitz::A,oddhvass,oštar
707,spitz::A,oddhvass,šiljast
708,scharf::A,beittur,oštar
709,scharf::A,beittur,bridak
710,stumpf::A,bitlaus,tup
711,schwer::A,þungur,težak
712,schön::A,fagur,krasan
713,schön::A,fallegur,krasan
714,heiß::A,heitur,vruć
715,warm::A,hlýr,topao
716,warm::A,heitur,topao
717,kalt::A,kaldur,hladan
718,kühl::A,svalur,hladan
719,frisch::A,frískur,svjež
720,feucht::A,rakur,vlažan
721,feucht::A,þvalur,vlažan
722,nass::A,votur,mokar
723,nass::A,blautur,mokar
724,trocken::A,þurr,suh
725,voll::A,fullur,pun
726,leer::A,tómur,prazan
727,offen::A,opinn,otvoren
728,geschlossen::A,lokaður,zatvoren
729,sauber::A,þrifinn,čist
730,schmutzig::A,óhreinn,nečist
731,schmutzig::A,óhreinn,blatan
732,schmutzig::A,sóðalegur,nečist
733,schmutzig::A,sóðalegur,blatan
734,roh::A,hrár,sirov
735,reif::A,þroskaður,zreo
736,lecker::A,ljúffengur,tečan
737,lecker::A,ljúffengur,ukusan
738,süß::A,sætur,sladak
739,bitter::A,beiskur,gorak
740,sauer::A,súr,kiseo
741,hell::A,bjartur,vedar
742,hell::A,bjartur,svijetao
743,dunkel::A,dimmur,taman
744,schwarz::A,svartur,crn
745,weiß::A,hvítur,bio
746,weiß::A,hvítur,bijel
747,rot::A,rauður,crven
748,gelb::A,gulur,žut
749,blau::A,blár,plav
750,blau::A,blár,modar
751,grün::A,grænn,zelen
752,grau::A,grár,siv
753,bunt::A,marglitur,šaren
754,billig::A,ódýr,jeftin
755,teuer::A,dýr,skup
756,wertvoll::A,verðmætur,vrijedan
757,wertvoll::A,verðmætur,dragocjen
758,blind::A,blindur,slijep
759,taub::A,heyrnarlaus,gluh
760,kräftig::A,öflugur,snažan
761,stark::A,sterkur,jak
762,stark::A,sterkur,snažan
763,schwach::A,veill,slab
764,fett::A,feitur,pretio
765,schlank::A,grannur,vitak
766,schlank::A,spengilegur,vitak
767,hübsch::A,snotur,zgodan
768,hübsch::A,laglegur,zgodan
769,böse::A,illur,zao
770,böse::A,illur,opak
771,böse::A,vondur,zao
772,böse::A,vondur,opak
773,dumm::A,heimskur,glup
774,faul::A,latur,lijen
775,fleißig::A,iðinn,radin
776,fleißig::A,iðinn,marljiv
777,geizig::A,nískur,škrt
778,klug::A,hygginn,razborit
779,geschickt::A,fimur,vješt
780,geschickt::A,laginn,vješt
781,lieb::A,kær,drag
782,lieb::A,ljúfur,drag
783,lustig::A,kátur,veseo
784,sanft::A,blíður,blag
785,hungrig::A,soltinn,gladan
786,hungrig::A,hungraður,gladan
787,krank::A,sjúkur,bolestan
788,nackt::A,nakinn,nag
789,traurig::A,dapur,tužan
790,traurig::A,dapur,žalostan
791,traurig::A,hryggur,tužan
792,traurig::A,hryggur,žalostan
793,lebendig::A,lifandi,živ
794,gut::A,góður,dobar
795,schlecht::A,slæmur,loš
796,schlecht::A,slæmur,rđav
797,schlecht::A,lélegur,loš
798,schlecht::A,lélegur,rđav
799,richtig::A,réttur,tačan
800,richtig::A,réttur,ispravan
801,schlimm::A,slæmur,zao
802,schlimm::A,slæmur,zločest
803,wahr::A,sannur,istinit
804,alt::A,gamall,star
805,neu::A,nýr,nov
806,ehemalig::A,fyrrverandi,bivši
807,alt[Lebewesen]::A,gamall,star
808,jung::A,ungur,mlad
809,arm::A,vesall,ubog
810,arm::A,vesall,siromašan
811,arm::A,fátækur,ubog
812,arm::A,fátækur,siromašan
813,reich::A,ríkur,bogat
814,reich::A,auðugur,bogat
815,bekannt::A,kunnugur,poznat
816,berühmt::A,frægur,čuven
817,berühmt::A,frægur,slavan
818,fremd::A,framandi,tuđ
819,fremd::A,framandi,stran
820,fremd::A,ókunnugur,tuđ
821,fremd::A,ókunnugur,stran
822,verschieden::A,ýmis,razan
823,verschieden::A,ýmis,različan
824,nah::A,nálægur,blizak
825,fern::A,fjarri,dalek
826,fern::A,fjarri,daljnji
827,fern::A,fjarlægur,dalek
828,fern::A,fjarlægur,daljnji
829,linker::A,vinstri,lijevi
830,rechter::A,hægri,desni
831,anderer::A,annar,drugi
832,anderer::A,annar,drugačiji
833,erster::A,fyrsti,prvi
834,zweiter::A,annar,drugi
835,dritter::A,þriðji,treći
