,Concept_ID,en,ro
123,Abhang::N,slope,pantă
124,Abhang::N,slope,versant
125,Quelle::N,source,izvor
126,Bach::N,brook,gârlă
127,Fluss::N,river,râu
128,Fluss::N,river,fluviu
129,Ufer::N,shore,mal
130,Ufer::N,shore,țărm
131,Küste::N,coast,coastă
132,Festland::N,land,uscat
133,Meer::N,sea,mare
134,Bucht::N,cove,golf
135,Insel::N,island,insulă
136,Blume::N,flower,floare
137,Gras::N,grass,iarbă
138,Wurzel::N,root,rădăcină
139,Baum::N,tree,copac
140,Baum::N,tree,arbore
141,Stamm::N,trunk,tulpină
142,Rinde::N,bark,scoarță
143,Ast::N,limb,cracă
144,Ast::N,limb,creangă
145,Zweig::N,branch,ramură
146,Zweig::N,branch,creangă
147,Blatt::N,leaf,frunză
148,Birke::N,birch,mesteacăn
149,Kiefer[Baum]::N,pine,pin
150,Weide[Baum]::N,willow,salcie
151,Weide[Baum]::N,willow,răchită
152,Tanne::N,fir,brad
153,Horn::N,horn,corn
154,Feder::N,feather,pană
155,Fell::N,fur,piele
156,Flügel::N,wing,aripă
157,Klaue::N,claw,gheară
158,Kralle::N,claw,labă
159,Kralle::N,claw,gheară
160,Schwanz::N,tail,coadă
161,Ei::N,egg,ou
162,Nest::N,nest,cuib
163,Bau::N,lair,bârlog
164,Bau::N,lair,vizuină
165,Tier::N,animal,animal
166,Herde::N,flock,turmă
167,Herde::N,flock,cireadă
168,Kuh::N,cow,vacă
169,Bulle::N,bull,taur
170,Pferd::N,horse,cal
171,Schaf::N,sheep,oaie
172,Schwein::N,pig,porc
173,Hund::N,dog,câine
174,Katze::N,cat,pisică
175,Bär::N,bear,urs
176,Eichhörnchen::N,squirrel,veveriță
177,Elch::N,elk,elan
178,Fuchs::N,fox,vulpe
179,Hase::N,hare,iepure
180,Maus::N,mouse,șoarece
181,Wolf::N,wolf,lup
182,Vogel::N,bird,pasăre
183,Schwarm::N,swarm,cârd
184,Huhn::N,chicken,găină
185,Hahn::N,cock,cocoș
186,Gans::N,goose,gâscă
187,Adler::N,eagle,vultur
188,Ente::N,duck,rață
189,Eule::N,owl,bufniță
190,Kranich::N,crane,cocor
191,Krähe::N,crow,cioară
192,Kuckuck::N,cuckoo,cuc
193,Schwan::N,swan,lebădă
194,Fisch::N,fish,pește
195,Barsch::N,perch,biban
196,Hecht::N,pike,știucă
197,Schlange[Tier]::N,snake,șarpe
198,Wurm::N,worm,vierme
199,Spinne::N,spider,păianjen
200,Ameise::N,ant,furnică
201,Laus::N,louse,păduche
202,Mücke::N,midge,țânțar
203,Fliege::N,fly,muscă
204,Schmetterling::N,butterfly,fluture
205,Beere::N,berry,boabă
206,Apfel::N,apple,măr
207,Pilz::N,mushroom,burete
208,Pilz::N,mushroom,ciupercă
209,Zwiebel::N,onion,ceapă
210,Saat::N,seed,semănătură
211,Korn::N,grain,grâu
212,Heu::N,hay,fân
213,Schale::N,husk,coajă
214,Grube::N,pit,groapă
215,Falle::N,trap,cursă
216,Falle::N,trap,capcană
217,Schlinge::N,noose,laț
218,Spur::N,track,dâră
219,Asche::N,ashes,cenușă
220,Dreck::N,filth,noroi
221,Dreck::N,filth,murdărie
222,Eisen::N,iron,fier
223,Gold::N,gold,aur
224,Silber::N,silver,argint
225,Kohle::N,coal,cărbune
226,Glas::N,glass,sticlă
227,Lehm::N,clay,lut
228,Lehm::N,clay,humă
229,Sand::N,sand,nisip
230,Mensch::N,human,om
231,Mensch::N,human,persoană
232,Mann::N,man,om
233,Mann::N,man,bărbat
234,Frau::N,woman,femeie
235,Kind::N,child,copil
236,Junge::N,boy,băiat
237,Junge::N,boy,flăcău
238,Mädchen::N,girl,fată
239,Familie::N,family,familie
240,Großvater::N,grandfather,bunic
241,Großvater::N,grandfather,tată mare
242,Großmutter::N,grandmother,bunică
243,Großmutter::N,grandmother,mamă mare
244,Eltern::N,parents,părinți
245,Vater::N,father,tată
246,Vater::N,father,părinte
247,Mutter::N,mother,mamă
248,Sohn::N,son,fiu
249,Sohn::N,son,fecior
250,Tochter::N,daughter,fiică
251,Bruder::N,brother,frate
252,Schwester::N,sister,soră
253,Onkel::N,uncle,unchi
254,Tante::N,aunt,mătușă
255,Ehemann::N,husband,soț
256,Ehemann::N,husband,bărbat
257,Ehefrau::N,wife,soție
258,Freude::N,joy,bucurie
259,Gelächter::N,laughter,râset
260,Glück::N,happiness,fericire
261,Kummer::N,grief,mâhnire
262,Wunsch::N,wish,dorință
263,Wunsch::N,wish,deziderat
264,Lust::N,desire,poftă
265,Lust::N,desire,înclinare
266,Geist::N,spirit,duh
267,Geist::N,spirit,minte
268,Geist::N,spirit,suflet
269,Gedanke::N,thought,gând
270,Gedanke::N,thought,cuget
271,Gedächtnis::N,memory,memorie
272,Verstand::N,mind,minte
273,Verstand::N,mind,intelect
274,Sinn::N,meaning,sens
275,Sinn::N,meaning,înțeles
276,Grund::N,reason,cauză
277,Grund::N,reason,pricină
278,Wahrheit::N,truth,adevăr
279,Gespräch::N,talk,convorbire
280,Gespräch::N,talk,conversație
281,Märchen::N,fairy tale,basm
282,Märchen::N,fairy tale,poveste
283,Erzählung::N,story,poveste
284,Nachricht::N,message,veste
285,Neuigkeit::N,news,noutate
286,Neuigkeit::N,news,actualitate
287,Name::N,name,nume
288,Rätsel::N,puzzle,ghicitoare
289,Rede::N,speech,discurs
290,Sprache::N,language,limbă
291,Sprache::N,language,limbaj
292,Stimme::N,voice,glas
293,Wort::N,word,cuvânt
294,Zeichen::N,sign,semn
295,Zeichen::N,sign,semnal
296,Ruf::N,call,chemare
297,Lärm::N,noise,zgomot
298,Lärm::N,noise,tărăboi
299,Laut::N,sound,sunet
300,Ton::N,tone,ton
301,Lied::N,song,cântec
302,Ruhe::N,calm,odihnă
303,Ruhe::N,calm,liniște
304,Leute::N,people,lume
305,Leute::N,people,oameni
306,Volk::N,nation,popor
307,Volk::N,nation,națiune
308,Arbeit::N,work,lucru
309,Gast::N,guest,musafir
310,Geschenk::N,gift,dar
311,Geschenk::N,gift,cadou
312,Spiel::N,game,joc
313,Gesellschaft::N,company,societate
314,Hilfe::N,help,ajutor
315,Freund::N,friend,amic
316,Freund::N,friend,prieten
317,Kamerad::N,companion,tovarăș
318,Angelegenheit::N,matter,afacere
319,Anzahl::N,count,număr
320,Anzahl::N,count,cantitate
321,Art::N,sort,fel
322,Art::N,sort,specie
323,Stück::N,piece,bucată
324,Teil::N,part,parte
325,Teil::N,part,porție
326,Hälfte::N,half,jumătate
327,Kreis::N,circle,cerc
328,Kreuz::N,cross,cruce
329,Linie::N,line,linie
330,Strich::N,stroke,linie
331,Strich::N,stroke,trăsătură
332,Abstand::N,gap,distanță
333,Abstand::N,gap,depărtare
334,Entfernung::N,distance,distanță
335,Entfernung::N,distance,depărtare
336,Gegend::N,area,regiune
337,Platz::N,space,loc
338,Ort::N,place,loc
339,Seite::N,side,latură
340,Mitte::N,middle,centru
341,Gegenstand::N,item,obiect
342,Sache::N,thing,lucru
343,Sache::N,thing,chestie
344,Rand::N,fringe,bordură
345,Kante::N,edge,muchie
346,Kante::N,edge,bordură
347,Ecke::N,corner,colț
348,Spitze::N,tip,vârf
349,Spitze::N,tip,creștet
350,Ende::N,end,capăt
351,Loch::N,hole,gaură
352,Winkel::N,angle,colț
353,Muster::N,pattern,desen
354,Größe::N,size,mărime
355,Länge::N,length,lungime
356,Höhe::N,height,înălțime
357,Gewicht::N,weight,greutate
358,Menge::N,amount,cantitate
359,Haufen::N,heap,grămadă
360,Reihe::N,row,șir
361,Reihe::N,row,rând
362,Boot::N,boat,barcă
363,Boot::N,boat,luntre
364,Ruder::N,oar,vâslă
365,Ruder::N,oar,lopată
366,Schlitten::N,sleigh,sanie
367,Ski::N,ski,schi
368,Lagerfeuer::N,campfire,foc de tabără
369,Last::N,load,povară
370,Last::N,load,sarcină
371,Gang::N,walk,mers
372,Gang::N,walk,umblet
373,Schritt::N,step,pas
374,Norden::N,north,nord
375,Norden::N,north,miazănoapte
376,Süden::N,south,sud
377,Süden::N,south,miazăzi
378,Westen::N,west,apus
379,Osten::N,east,est
380,Osten::N,east,răsărit
381,Holz::N,wood,lemn
382,Brett::N,board,scândură
383,Platte::N,slab,placă
384,Stütze::N,bracket,proptea
385,Stange::N,pole,bară
386,Stange::N,pole,prăjină
387,Stock::N,stick,băț
388,Stock::N,stick,baston
389,Stab::N,staff,baston
390,Stab::N,staff,prăjină
391,Rohr::N,pipe,tub
392,Rohr::N,pipe,țeavă
393,Haus::N,house,casă
394,Heim::N,home,casă
395,Heim::N,home,cămin
396,Ofen::N,stove,sobă
397,Fußboden::N,floor,podea
398,Fußboden::N,floor,dușumea
399,Tisch::N,table,masă
400,Stuhl::N,chair,scaun
401,Wiege::N,cradle,leagăn
402,Bett::N,bed,pat
403,Regal::N,shelf,rafturi
404,Kiste::N,box,ladă
405,Kiste::N,box,cutie
406,Fenster::N,window,fereastră
407,Tür::N,door,ușă
408,Tor::N,gate,poartă
409,Zaun::N,fence,gard
410,Dach::N,roof,acoperiș
411,Leiter::N,ladder,scară
412,Besen::N,broom,mătură
413,Spaten::N,spade,cazma
414,Spaten::N,spade,hârleț
415,Schaufel::N,shovel,lopată
416,Gabel::N,fork,furculiță
417,Löffel::N,spoon,lingură
418,Messer::N,knife,cuțit
419,Nagel::N,nail,cui
420,Netz::N,net,plasă
421,Haken::N,hook,cârlig
422,Griff::N,handle,mâner
423,Schloss::N,lock,lacăt
424,Bild::N,picture,tablou
425,Bild::N,picture,imagine
426,Figur::N,figure,chip
427,Figur::N,figure,figură
428,Puppe::N,doll,păpușă
429,Beutel::N,pouch,pungă
430,Beutel::N,pouch,săculeț
431,Bündel::N,bundle,mănunchi
432,Tasche::N,bag,geantă
433,Eimer::N,bucket,găleată
434,Deckel::N,cover,capac
435,Geschirr::N,dishes,vase
436,Geschirr::N,dishes,tacâmuri
437,Sack::N,sack,sac
438,Tasse::N,cup,ceașcă
439,Topf::N,pot,oală
440,Kessel::N,kettle,cazan
441,Kessel::N,kettle,căldare
442,Essen::N,meal,mâncare
443,Nahrung::N,food,hrană
444,Nahrung::N,food,aliment
445,Speise::N,dish,bucate
446,Speise::N,dish,fel de bucate
447,Fleisch::N,meat,carne
448,Getreide::N,corn,cereale
449,Brei::N,mush,pireu
450,Brot::N,bread,pâine
451,Scheibe::N,slice,felie
452,Scheibe::N,slice,bucată
453,Fett::N,fat,untură
454,Fett::N,fat,grăsime
455,Butter::N,butter,unt
456,Öl::N,oil,ulei
457,Salz::N,salt,sare
458,Suppe::N,soup,supă
459,Suppe::N,soup,ciorbă
460,Honig::N,honey,miere
461,Milch::N,milk,lapte
462,Tee::N,tea,ceai
463,Leder::N,leather,piele
464,Wolle::N,wool,lână
465,Stoff::N,cloth,stofă
466,Nadel::N,needle,ac
467,Faden::N,thread,ață
468,Knopf::N,button,buton
469,Knoten::N,knot,nod
470,Farbe::N,paint,vopsea
471,Kleidung::N,clothes,haine
472,Kleidung::N,clothes,îmbrăcăminte
473,Hemd::N,shirt,cămașă
474,Kragen::N,collar,guler
475,Ärmel::N,sleeve,mânecă
476,Hose::N,trousers,pantaloni
477,Gürtel::N,belt,cordon
478,Mütze::N,cap,șapcă
479,Schuh::N,shoe,gheată
480,Stiefel::N,boot,cizmă
481,Ring::N,ring,inel
482,Ring::N,ring,verigă
483,Band::N,ribbon,panglică
484,Band::N,ribbon,șiret
485,Kamm::N,comb,pieptene
486,Spiegel::N,mirror,oglindă
487,Riemen::N,strap,curea
488,Schnur::N,string,funie
489,Schnur::N,string,sfoară
490,Leine::N,leash,lesă
491,Leine::N,leash,curea
492,Decke::N,blanket,pătură
493,Kissen::N,pillow,pernă
494,Tuch::N,scarf,batic
495,Handtuch::N,towel,prosop
496,Handtuch::N,towel,ștergar
497,Kraft::N,force,forță
498,Kraft::N,force,putere
499,Stärke::N,strength,tărie
500,Stärke::N,strength,vigoare
501,Gesundheit::N,health,sănătate
502,Krankheit::N,illness,boală
503,Krankheit::N,illness,maladie
504,Schmerz::N,pain,durere
505,Wunde::N,wound,rană
506,Fieber::N,fever,febră
507,Arznei::N,medicine,leac
508,Arznei::N,medicine,medicament
509,Brücke::N,bridge,pod
510,Brücke::N,bridge,punte
511,Brunnen::N,well,puț
512,Weide::N,pasture,izlaz
513,Weide::N,pasture,pășune
514,Pfad::N,path,cărare
515,Weg::N,way,drum
516,Straße::N,road,cale
517,Straße::N,road,stradă
518,Dorf::N,village,sat
519,Stadt::N,town,oraș
520,Brief::N,letter,scrisoare
521,Buch::N,book,carte
522,Buchstabe::N,character,literă
523,Buchstabe::N,character,caracter
524,Zeitung::N,newspaper,ziar
525,Zeitung::N,newspaper,gazetă
526,Leben::N,life,viață
527,Tod::N,death,moarte
528,Grab::N,grave,groapă
529,Grab::N,grave,mormânt
530,Kirche::N,church,biserică
531,Sünde::N,sin,păcat
532,Gott::N,god,zeu
533,Arbeiter::N,worker,muncitor
534,Chef::N,boss,șef
535,Meister::N,master,meșter
536,Meister::N,master,maestru
537,Arzt::N,doctor,medic
538,Arzt::N,doctor,doctor
539,Lehrer::N,teacher,profesor
540,Lehrer::N,teacher,învățător
541,Geld::N,money,bani
542,Geld::N,money,parale
543,Geschäft::N,business,treabă
544,Geschäft::N,business,afacere
545,Laden::N,shop,magazin
546,Laden::N,shop,prăvălie
547,Preis::N,price,preț
548,Ware::N,ware,marfă
549,Nutzen::N,profit,folos
550,Nutzen::N,profit,profit
551,Reichtum::N,wealth,avuție
552,Reichtum::N,wealth,bogăție
553,Welt::N,world,lume
554,Land::N,country,țară
555,Staat::N,state,stat
556,König::N,king,rege
557,Macht::N,power,putere
558,Macht::N,power,putință
559,Grenze::N,border,hotar
560,Grenze::N,border,graniță
561,Grenze::N,border,frontieră
562,Krieg::N,war,război
563,Feind::N,enemy,dușman
564,Gewalt::N,violence,violență
565,Kampf::N,fight,luptă
566,Bogen[Waffe]::N,bow,arc
567,Pfeil::N,arrow,săgeată
568,Gewehr::N,gun,armă
569,Gewehr::N,gun,pușcă
570,Fehler::N,mistake,eroare
571,Fehler::N,mistake,greșeală
572,Lüge::N,lie,minciună
573,Schaden::N,damage,daună
574,Schaden::N,damage,pagubă
575,Unglück::N,misfortune,nenorocire
576,Schuld::N,fault,vină
577,Alter::N,age,etate
578,Alter::N,age,vârstă
579,Schluss::N,conclusion,sfârșit
580,Zeit::N,time,timp
581,Zeit::N,time,vreme
582,Tag::N,day,zi
583,Morgen::N,morning,dimineață
584,Mittag::N,noon,prânz
585,Mittag::N,noon,amiază
586,Abend::N,evening,seară
587,Nacht::N,night,noapte
588,Woche::N,week,săptămână
589,Monat::N,month,lună
590,Jahr::N,year,an
591,Frühling::N,spring,primăvară
592,Sommer::N,summer,vară
593,Herbst::N,autumn,toamnă
594,Winter::N,winter,iarnă
595,Januar::N,January,ianuarie
596,Februar::N,February,februarie
597,März::N,March,martie
598,April::N,April,aprilie
599,Mai::N,May,mai
600,Juni::N,June,iunie
601,Juli::N,July,iulie
602,August::N,August,august
603,September::N,September,septembrie
604,Oktober::N,October,octombrie
605,November::N,November,noiembrie
606,Dezember::N,December,decembrie
607,Montag::N,Monday,luni
608,Dienstag::N,Tuesday,marți
609,Mittwoch::N,Wednesday,miercuri
610,Donnerstag::N,Thursday,joi
611,Freitag::N,Friday,vineri
612,Samstag::N,Saturday,sâmbătă
613,Sonntag::N,Sunday,duminică
614,groß::A,big,mare
615,klein::A,little,mic
616,lang::A,long,lung
617,kurz::A,short,scurt
618,breit::A,wide,lat
619,breit::A,wide,larg
620,schmal::A,narrow,strâmt
621,dicht::A,dense,des
622,dick[Gegenstand]::A,thick,gros
623,dünn::A,thin,subțire
624,fein::A,delicate,fin
625,fein::A,delicate,subțire
626,fest::A,firm,tare
627,fest::A,firm,solid
628,flach::A,flat,șes
629,flach::A,flat,plan
630,glatt::A,smooth,lins
631,hart::A,hard,dur
632,weich::A,soft,moale
633,rund::A,round,rotund
634,rund::A,round,circular
635,spitz::A,pointed,ascuțit
636,scharf::A,sharp,tăios
637,scharf::A,sharp,ascuțit
638,stumpf::A,blunt,tocit
639,schwer::A,heavy,greu
640,schön::A,beautiful,frumos
641,heiß::A,hot,cald
642,heiß::A,hot,fierbinte
643,warm::A,warm,cald
644,warm::A,warm,fierbinte
645,kalt::A,cold,rece
646,kühl::A,cool,rece
647,kühl::A,cool,răcoros
648,frisch::A,fresh,răcoros
649,frisch::A,fresh,proaspăt
650,feucht::A,damp,umed
651,feucht::A,damp,jilav
652,nass::A,wet,ud
653,trocken::A,dry,sec
654,trocken::A,dry,uscat
655,voll::A,full,plin
656,leer::A,empty,gol
657,offen::A,open,deschis
658,geschlossen::A,closed,închis
659,sauber::A,clean,curat
660,schmutzig::A,dirty,murdar
661,roh::A,raw,crud
662,reif::A,ripe,copt
663,lecker::A,delicious,gustos
664,süß::A,sweet,dulce
665,bitter::A,bitter,amar
666,sauer::A,sour,acru
667,hell::A,bright,clar
668,hell::A,bright,luminos
669,dunkel::A,dark,obscur
670,dunkel::A,dark,întunecos
671,schwarz::A,black,negru
672,weiß::A,white,alb
673,rot::A,red,roșu
674,gelb::A,yellow,galben
675,blau::A,blue,albastru
676,grün::A,green,verde
677,grau::A,grey,gri
678,grau::A,grey,cenușiu
679,bunt::A,colourful,colorat
680,bunt::A,colorful,colorat
681,billig::A,cheap,ieftin
682,teuer::A,dear,scump
683,wertvoll::A,precious,prețios
684,blind::A,blind,orb
685,taub::A,deaf,surd
686,kräftig::A,powerful,tare
687,kräftig::A,powerful,forte
688,kräftig::A,powerful,robust
689,stark::A,strong,viguros
690,stark::A,strong,puternic
691,schwach::A,weak,slab
692,schwach::A,weak,debil
693,fett::A,fat,gras
694,schlank::A,slim,zvelt
695,hübsch::A,pretty,drăguț
696,böse::A,evil,rău
697,böse::A,evil,răutăcios
698,dumm::A,stupid,nerod
699,dumm::A,stupid,tâmpit
700,faul::A,lazy,leneș
701,fleißig::A,diligent,harnic
702,fleißig::A,diligent,sârguincios
703,geizig::A,stingy,calic
704,geizig::A,stingy,zgârcit
705,klug::A,clever,isteț
706,klug::A,clever,deștept
707,geschickt::A,skilful,dibaci
708,geschickt::A,skillful,dibaci
709,lieb::A,dear,drag
710,lieb::A,dear,iubit
711,lustig::A,merry,vesel
712,sanft::A,gentle,blând
713,sanft::A,gentle,blajin
714,hungrig::A,hungry,flămând
715,krank::A,sick,bolnav
716,nackt::A,naked,gol
717,traurig::A,sad,trist
718,traurig::A,sad,mâhnit
719,lebendig::A,living,viu
720,gut::A,good,bun
721,schlecht::A,bad,rău
722,schlecht::A,bad,prost
723,richtig::A,correct,drept
724,richtig::A,correct,corect
725,schlimm::A,nasty,rău
726,wahr::A,true,adevărat
727,alt::A,old,uzat
728,alt::A,old,vechi
729,neu::A,new,nou
730,ehemalig::A,former,fost
731,ehemalig::A,former,anterior
732,alt[Lebewesen]::A,aged,bătrîn
733,jung::A,young,tânăr
734,arm::A,poor,sărac
735,arm::A,poor,sărman
736,reich::A,rich,avut
737,reich::A,rich,bogat
738,bekannt::A,familiar,cunoscut
739,berühmt::A,famous,renumit
740,fremd::A,foreign,străin
741,verschieden::A,different,diferit
742,verschieden::A,different,deosebit
743,nah::A,near,apropiat
744,fern::A,far,departe
745,linker::A,left,stâng
746,rechter::A,right,drept
747,anderer::A,other,alt
748,erster::A,first,prim
749,zweiter::A,second,al doilea
750,dritter::A,third,treilea
751,letzter::A,last,final
752,allein::ADV,alone,singur
753,auf einmal::ADV,at once,dintrodată
754,zusammen::ADV,together,împreună
755,lange::ADV,long,îndelung
756,lange::ADV,long,mult timp
757,plötzlich::ADV,suddenly,deodată
758,plötzlich::ADV,suddenly,pe neașteptate
759,sofort::ADV,instantly,imediat
760,sofort::ADV,instantly,numaidecît
761,später::ADV,later,mai apoi
762,später::ADV,later,mai târziu
763,jetzt::ADV,now,acum
764,heute::ADV,today,azi
765,heute::ADV,today,astăzi
766,morgen::ADV,tomorrow,mâine
767,bald::ADV,soon,curând
768,dann::ADV,then,apoi
769,gestern::ADV,yesterday,ieri
770,einst::ADV,once,odată
771,einst::ADV,once,odinioară
772,damals::ADV,at that time,atunci
773,damals::ADV,at that time,pe atunci
774,danach::ADV,afterwards,după aceasta
775,vorher::ADV,before,mai întâi
776,vorher::ADV,before,în prealabil
777,zuerst::ADV,at first,întâi
778,zuerst::ADV,at first,în primul rând
779,einmal::ADV,once,odată
780,manchmal::ADV,sometimes,uneori
781,manchmal::ADV,sometimes,câteodată
782,oft::ADV,often,des
783,oft::ADV,often,deseori
784,immer::ADV,always,mereu
785,immer::ADV,always,întotdeauna
786,niemals::ADV,never,niciodată
787,hier::ADV,here,aci
788,hier::ADV,here,aici
789,hierhin::ADV,hither,încoace
790,hierhin::ADV,to here,încoace
791,hierhin::ADV,here,încoace
792,von hier::ADV,hence,de aici
793,dort::ADV,there,acolo
794,dorthin::ADV,thither,dincolo
795,dorthin::ADV,there,dincolo
796,dorthin::ADV,to there,dincolo
797,geradeaus::ADV,ahead,drept înainte
798,vorwärts::ADV,forward,înainte
799,rückwärts::ADV,backward,îndărăt
800,zurück::ADV,back,înapoi
801,unten::ADV,below,jos
802,unten::ADV,below,dedesubt
803,hinab::ADV,down,în jos
804,hinab::ADV,down,de vale
805,oben::ADV,above,sus
806,oben::ADV,above,deasupra
807,hinauf::ADV,up,în sus
808,überall::ADV,everywhere,peste tot
809,überall::ADV,everywhere,pretutindeni
810,nicht::ADV,not,nu
811,ein wenig::ADV,a little,puțin
812,kaum::ADV,hardly,cu greu
813,kaum::ADV,hardly,cu anevoie
814,sehr::ADV,very,mult
815,sehr::ADV,very,foarte
816,so::ADV,so,așa
817,so::ADV,so,atât
818,noch::ADV,still,încă
819,nur::ADV,only,doar
820,schon::ADV,already,și
821,schon::ADV,already,deja
822,wieder::ADV,again,iar
823,wieder::ADV,again,iarăși
824,vergebens::ADV,in vain,în zadar
825,vor::PRP,in front of,înainte de
826,hinter::PRP,behind,după
827,hinter::PRP,behind,în spatele
828,unter::PRP,under,sub
829,durch::PRP,through,prin
830,neben::PRP,next to,lângă
831,neben::PRP,next to,alături de
832,zwischen::PRP,between,între
833,zwischen::PRP,between,dintre
834,wegen::PRP,because of,pentru
835,dies::PRN,this,acesta
836,das::PRN,that,asta
837,alles::PRN,everything,tot
838,ich::PRN,I,eu
839,du::PRN,you,tu
840,du::PRN,thou,tu
841,er::PRN,he,el
842,er::PRN,he,dânsul
843,wir::PRN,we,noi
844,ihr::PRN,you,voi
845,sie::PRN,they,ei
846,sie::PRN,they,dânșii
847,was::FPRN,what,ce
848,wer::FPRN,who,cine
849,wo::FADV,where,unde
850,wohin::FADV,where ... to,încotro
851,wohin::FADV,where to,încotro
852,wohin::FADV,where,încotro
853,wie::FADV,how,cum
854,warum::FADV,why,de ce
855,warum::FADV,why,pentru ce
856,wieviel::FNUM,how much,cât
857,eins::NUM,one,unu
858,zwei::NUM,two,doi
859,drei::NUM,three,trei
860,vier::NUM,four,patru
861,fünf::NUM,five,cinci
862,sechs::NUM,six,șase
863,sieben::NUM,seven,șapte
864,acht::NUM,eight,opt
865,neun::NUM,nine,nouă
866,zehn::NUM,ten,zece
867,elf::NUM,eleven,unsprezece
868,zwölf::NUM,twelve,douăsprezece
869,zwanzig::NUM,twenty,douăzeci
870,dreißig::NUM,thirty,treizeci
871,vierzig::NUM,forty,patruzeci
872,fünfzig::NUM,fifty,cincizeci
873,sechzig::NUM,sixty,șaizeci
874,siebzig::NUM,seventy,șaptezeci
875,achtzig::NUM,eighty,optzeci
876,neunzig::NUM,ninety,nouăzeci
877,hundert::NUM,a hundred,sută
878,tausend::NUM,a thousand,mie
879,und::CNJ,and,și
880,oder::CNJ,or,ori
881,stehen::V,stand,sta
882,sitzen::V,sit,ședea
883,liegen::V,lie,zăcea
884,liegen::V,lie,fi culcat
