,Concept_ID,ka,udm
217,Saat::N,თესლი,кидыс
218,Korn::N,მარცვალი,тысь
219,Heu::N,თივა,турын
220,Schale::N,ჩენჩო,кыд
221,Grube::N,ორმო,гу
222,Grube::N,ორმო,гоп
223,Falle::N,ხაფანგი,налик
224,Schlinge::N,მახე,гиӟ
225,Schlinge::N,მახე,герд
226,Spur::N,კვალი,пытьы
227,Spur::N,კვალი,бервыл
228,Asche::N,ფერფლი,пень
229,Dreck::N,ტალახი,дэри
230,Dreck::N,სიბინძურე,дэри
231,Eisen::N,რკინა,корт
232,Gold::N,ოქრო,зарни
233,Silber::N,ვერცხლი,азвесь
234,Kohle::N,ნახშირი,эгыр
235,Glas::N,მინა,стекло
236,Glas::N,მინა,пияла
237,Lehm::N,თიხა,сюй
238,Sand::N,ქვიშა,луо
239,Mensch::N,ადამიანი,мурт
240,Mensch::N,ადამიანი,адями
241,Mann::N,კაცი,воргорон
242,Frau::N,ქალი,кышномурт
243,Kind::N,ბავშვი,нуны
244,Kind::N,ბავშვი,пинал
245,Junge::N,ვაჟი,пи
246,Mädchen::N,გოგო,ныл
247,Familie::N,ოჯახი,семья
248,Großvater::N,პაპა,песятай
249,Großvater::N,პაპა,пересь атай
250,Großvater::N,ბაბუა,песятай
251,Großvater::N,ბაბუა,пересь атай
252,Großmutter::N,ბებია,песянай
253,Großmutter::N,ბებია,пересь анай
254,Großmutter::N,დიდედა,песянай
255,Großmutter::N,დიდედა,пересь анай
256,Eltern::N,მშობლები,атай-анай
257,Eltern::N,მშობლები,бубы-мумы
258,Vater::N,მამა,айы
259,Vater::N,მამა,атай
260,Mutter::N,დედა,мумы
261,Sohn::N,ვაჟიშვილი,пи
262,Tochter::N,ქალიშვილი,ныл
263,Bruder::N,ძმა,агай
264,Schwester::N,და,апа
265,Schwester::N,და,сузэр
266,Onkel::N,ბიძა,агай
267,Tante::N,დეიდა,апа
268,Tante::N,დეიდა,кенак
269,Tante::N,მამიდა,апа
270,Tante::N,მამიდა,кенак
271,Ehemann::N,ქმარი,карт
272,Ehefrau::N,ცოლი,кышно
273,Freude::N,სიხარული,шумпотон
274,Gelächter::N,სიცილი,горем
275,Glück::N,ბედნიერება,шуд
276,Kummer::N,მწუხარება,кайгу
277,Kummer::N,მწუხარება,куректон
278,Wunsch::N,წადილი,мылпотон
279,Wunsch::N,სურვილი,мылпотон
280,Lust::N,წადილი,потон
281,Geist::N,სული,лул
282,Gedanke::N,ფიქრი,малпан
283,Gedächtnis::N,მეხსიერება,йырсазь
284,Gedächtnis::N,მეხსიერება,тодэваён
285,Verstand::N,ჭკუა,йырвизь
286,Verstand::N,გონება,йырвизь
287,Sinn::N,მნიშვნელობა,смысл
288,Grund::N,მიზეზი,муг
289,Grund::N,მიზეზი,ньӧм
290,Wahrheit::N,სიმართლე,зэм
291,Wahrheit::N,სიმართლე,шонер
292,Wahrheit::N,ჭეშმარიტება,зэм
293,Wahrheit::N,ჭეშმარიტება,шонер
294,Gespräch::N,ბაასი,вераськон
295,Gespräch::N,საუბარი,вераськон
296,Märchen::N,არაკი,выжыкыл
297,Märchen::N,ზღაპარი,выжыкыл
298,Erzählung::N,თქმულება,верос
299,Nachricht::N,ცნობა,ивор
300,Nachricht::N,ამბავი,ивор
301,Neuigkeit::N,სიახლე,выльивор
302,Name::N,სახელი,ним
303,Rätsel::N,გამოცანა,мадькыл
304,Rede::N,სიტყვა,верам
305,Sprache::N,ენა,кыл
306,Stimme::N,ხმა,куара
307,Wort::N,სიტყვა,кыл
308,Zeichen::N,ნიშანი,пус
309,Zeichen::N,ნიშანი,тодмет
310,Ruf::N,ძახილი,ӧтён
311,Ruf::N,ძახილი,чортон
312,Lärm::N,ხმაური,ӵашетон
313,Laut::N,ხმა,куара
314,Laut::N,ბგერა,куара
315,Ton::N,ტონი,куара
316,Lied::N,სიმღერა,кырӟан
317,Ruhe::N,სიწყნარე,чалмыт улон
318,Leute::N,ადამიანები,адямиос
319,Volk::N,ერი,калык
320,Volk::N,ხალხი,калык
321,Arbeit::N,მუშაობა,уж
322,Gast::N,სტუმარი,куно
323,Geschenk::N,საჩუქარი,салам
324,Geschenk::N,საჩუქარი,кузьым
325,Spiel::N,თამაში,шудон
326,Gesellschaft::N,საზოგადოება,калык
327,Hilfe::N,შველა,юрттон
328,Hilfe::N,დახმარება,юрттон
329,Freund::N,მეგობარი,эш
330,Freund::N,მეგობარი,юлтош
331,Kamerad::N,ამხანაგი,тодмо
332,Angelegenheit::N,საქმე,уж
333,Anzahl::N,ოდენობა,лыд
334,Art::N,სახეობა,тус
335,Stück::N,ნატეხი,юдэс
336,Teil::N,წილი,люкет
337,Hälfte::N,ნახევარი,ӝыны
338,Kreis::N,წრე,котырес
339,Kreuz::N,ჯვარი,крест
340,Linie::N,ხაზი,гож
341,Strich::N,შტრიხი,гож
342,Abstand::N,მანძილი,вис
343,Abstand::N,მანძილი,кусып
344,Entfernung::N,სიშორე,кусып
345,Gegend::N,არე,инты
346,Gegend::N,მხარე,инты
347,Platz::N,ფართობი,инты
348,Ort::N,ადგილი,инты
349,Ort::N,ადგილი,места
350,Seite::N,მხარე,пал
351,Mitte::N,შუა,шор
352,Gegenstand::N,საგანი,арбери
353,Sache::N,ნივთი,котыр
354,Rand::N,კიდე,дур
355,Rand::N,კიდე,шаер
356,Kante::N,ნაწიბული,дур
357,Ecke::N,კუთხე,сэрег
358,Spitze::N,წვეტი,йыл
359,Ende::N,ბოლო,пум
360,Loch::N,ხვრელი,пась
361,Winkel::N,კუთხე,сэрег
362,Muster::N,მოხატულობა,пужы
363,Größe::N,ზომა,быдӟала
364,Größe::N,სიდიდე,быдӟала
365,Länge::N,სიგრძე,кузьдала
366,Höhe::N,სიმაღლე,ӝуждала
367,Gewicht::N,წონა,сектала
368,Gewicht::N,წონა,секытлык
369,Menge::N,რაოდენობა,лыд
370,Menge::N,რაოდენობა,лыдпус
371,Haufen::N,გროვა,люк
372,Reihe::N,რიგი,чур
373,Reihe::N,წყება,чур
374,Boot::N,გემი,пыж
375,Boot::N,გემი,лодка
376,Ruder::N,ხოფი,полыс
377,Ruder::N,ნიჩაბი,полыс
378,Schlitten::N,მარხილი,додьы
379,Ski::N,თხილამური,куас
380,Lagerfeuer::N,კოცონი,тылскем
381,Last::N,ტვირთი,секыт
382,Gang::N,სვლა,ветлон
383,Schritt::N,ბიჯი,вамыш
384,Norden::N,ჩრდილოეთი,уйпал
385,Süden::N,სამხრეთი,лымшор
386,Westen::N,დასავლეთი,шунды пуксён
387,Osten::N,აღმოსავლეთი,шунды ӝужан
388,Holz::N,ხე,пу
389,Brett::N,დაფა,пул
390,Brett::N,ფიცარი,пул
391,Platte::N,თლილი ქვა,плита
392,Stütze::N,საყრდენი,пыкет
393,Stange::N,ჭოკი,пуӵ
394,Stock::N,კეტი,боды
395,Stab::N,ლატანი,пуӵ
396,Stab::N,ლატანი,боды
397,Rohr::N,მილაკი,труба
398,Haus::N,სახლი,юрт
399,Heim::N,ოჯახის კერა,корка
400,Ofen::N,ღუმელი,гур
401,Fußboden::N,იატაკი,выж
402,Tisch::N,სუფრა,ӝӧк
403,Tisch::N,მაგიდა,ӝӧк
404,Stuhl::N,სკამი,пукон
405,Wiege::N,აკვანი,кӧкы
406,Wiege::N,აკვანი,зыбка
407,Bett::N,საწოლი,валес
408,Bett::N,სარეცელი,валес
409,Regal::N,თაროები,ӝажы
410,Kiste::N,ყუთი,ящик
411,Kiste::N,სკივრი,ящик
412,Fenster::N,ფანჯარა,укно
413,Fenster::N,ფანჯარა,косяк
414,Fenster::N,სარკმელი,укно
415,Fenster::N,სარკმელი,косяк
416,Tür::N,ბჭე,ӧс
417,Tür::N,კარი,ӧс
418,Tor::N,ჭიშკარი,ӟезьы
419,Zaun::N,ღობე,забор
420,Zaun::N,გალავანი,забор
421,Dach::N,სახურავი,липет
422,Leiter::N,კიბე,падӟа
423,Besen::N,ცოცხი,ӵужон
424,Besen::N,ცოცხი,исьнер
425,Spaten::N,ნიჩაბი,лопатка
426,Schaufel::N,ბარი,ютырон
427,Gabel::N,ჩანგალი,тэчы
428,Gabel::N,ჩანგალი,вилка
429,Löffel::N,კოვზი,пуньы
430,Messer::N,დანა,пурт
431,Nagel::N,ლურსმანი,кортӵог
432,Netz::N,ბადე,сеть
433,Haken::N,კავი,курик
434,Haken::N,კაუჭი,курик
435,Griff::N,ტარი,ныд
436,Schloss::N,კლიტე,тунгон
437,Schloss::N,საკეტი,тунгон
438,Bild::N,სურათი,суред
439,Figur::N,ფიგურა,фигура
440,Puppe::N,თოჯინა,мунё
441,Beutel::N,პარკი,пуйы
442,Bündel::N,გალა,керттэт
443,Bündel::N,ასხმა,керттэт
444,Tasche::N,ჩანთა,пуйы
445,Tasche::N,ჩანთა,сумка
446,Eimer::N,ჩამჩა,ведра
447,Deckel::N,ხუფი,ӵоксэт
448,Deckel::N,სარქველი,ӵоксэт
449,Geschirr::N,ჭურჭელი,тусьты-пуньы
450,Sack::N,ტომარა,пуйы
451,Tasse::N,ფინჯანი,ӵаша
452,Topf::N,ქოთანი,миска
453,Kessel::N,ქვაბი,пурты
454,Essen::N,ჭამა,сиськон
455,Nahrung::N,საზრდო,сион
456,Nahrung::N,საკვები,сион
457,Speise::N,საჭმელი,сиён
458,Fleisch::N,ხორცი,сӥль
459,Getreide::N,მარცვლოვანი,ю тысь
460,Brei::N,ფაფა,ӝук
461,Brot::N,პური,нянь
462,Scheibe::N,ნაჭერი,шорем
463,Fett::N,ქონი,кӧй
464,Fett::N,ცხიმი,кӧй
465,Butter::N,კარაქი,вӧй
466,Öl::N,ზეთი,вӧй
467,Salz::N,მარილი,сылал
468,Suppe::N,სუფი,шыд
469,Honig::N,თაფლი,чечы
470,Milch::N,რძე,йӧл
471,Tee::N,ჩაი,чай
472,Leder::N,ტყავი,сурон
473,Wolle::N,მატყლი,гон
474,Wolle::N,მატყლი,ыжгон
475,Stoff::N,ქსოვილი,куэм
476,Nadel::N,ნემსი,вень
477,Faden::N,ძაფი,сӥньыс
478,Faden::N,მკედი,сӥньыс
479,Knopf::N,ღილი,бирды
480,Knoten::N,ნასკვი,герд
481,Farbe::N,საღებავი,буёл
482,Kleidung::N,ტანსაცმელი,дӥсь
483,Hemd::N,ხალათი,дэрем
484,Hemd::N,პერანგი,дэрем
485,Kragen::N,საყელო,сирес
486,Ärmel::N,სახელო,саес
487,Hose::N,შარვალი,брюки
488,Hose::N,შარვალი,штань
489,Gürtel::N,ქამარი,кускерттон
490,Mütze::N,ქუდი,ызьы
491,Schuh::N,ფეხსაცმელი,ботинка
492,Stiefel::N,ჩექმა,сапег
493,Ring::N,ბეჭედი,зундэс
494,Band::N,ბაფთი,лента
495,Kamm::N,სავარცხელი,сын
496,Spiegel::N,სარკე,синучкон
497,Riemen::N,ღვედი,е
498,Schnur::N,ლარი,гозы
499,Leine::N,ჯაჭვი,думет
500,Decke::N,საბანი,шобрет
501,Kissen::N,ბალიში,миндэр
502,Tuch::N,მაუდი,кышет
503,Tuch::N,თავშალი,кышет
504,Handtuch::N,ხელსახოცი,ӵушкон
505,Kraft::N,ძალა,кать
506,Kraft::N,ძალა,ӟигар
507,Stärke::N,ღონე,юнлык
508,Gesundheit::N,ჯანმრთელობა,тазалык
509,Krankheit::N,სენი,висён
510,Krankheit::N,ავადმყოფობა,висён
511,Schmerz::N,ტკივილი,висён
512,Wunde::N,იარი,яра
513,Wunde::N,ჭრილობა,яра
514,Fieber::N,ციება,кезег
515,Arznei::N,წამალი,эмъюм
516,Brücke::N,ხიდი,выж
517,Brunnen::N,ჭა,колдэч
518,Weide::N,საძოვარი,возь
519,Pfad::N,ბილიკი,сюрес
520,Weg::N,გზა,сюрес
521,Straße::N,შარაგზა,сюрес
522,Dorf::N,დაბა,гурт
523,Dorf::N,სოფელი,гурт
524,Stadt::N,ქალაქი,кар
525,Stadt::N,ქალაქი,город
526,Brief::N,წერილი,гожтэт
527,Buch::N,წიგნი,книга
528,Buchstabe::N,ასო,буква
529,Zeitung::N,გაზეთი,газет
530,Leben::N,სიცოცხლე,улон
531,Tod::N,სიკვდილი,кулон
532,Grab::N,სამარე,шайгу
533,Grab::N,საფლავი,шайгу
534,Kirche::N,ეკლესია,черк
535,Sünde::N,ცოდვა,сьӧлык
536,Gott::N,ღმერთი,ӥнмар
537,Arbeiter::N,მუშა,рабочий
538,Chef::N,გამგე,начальник
539,Meister::N,ოსტატი,кибашлы
540,Arzt::N,ექიმი,врач
541,Arzt::N,მკურნალი,врач
542,Lehrer::N,მასწავლებელი,дышетӥсь
543,Geld::N,ფული,уксё
544,Geld::N,ფული,коньдон
545,Geschäft::N,საქმე,уж
546,Geschäft::N,ბიზნესი,уж
547,Laden::N,დუქანი,магазин
548,Laden::N,მაღაზია,магазин
549,Preis::N,ფასი,дун
550,Ware::N,საქონელი,вуз
551,Nutzen::N,ხეირი,пайда
552,Reichtum::N,სიმდიდრე,узырлык
553,Welt::N,მსოფლიო,дунне
554,Land::N,მხარე,шаер
555,Land::N,ქვეყანა,шаер
556,Staat::N,სახელმწიფო,кун
557,König::N,მეფე,эксэй
558,Macht::N,ძლიერება,власть
559,Grenze::N,ზღვარი,кунгож
560,Krieg::N,ომი,ож
561,Feind::N,მტერი,тушмон
562,Gewalt::N,სისასტიკე,эриктэман
563,Kampf::N,ბრძოლა,нюръяськон
564,Bogen[Waffe]::N,მშვილდი,пукыӵ
565,Pfeil::N,ისარი,пукыӵ вень
566,Pfeil::N,მახვილი,пукыӵ вень
567,Gewehr::N,თოფი,пыӵал
568,Gewehr::N,შაშხანა,пыӵал
569,Fehler::N,შეცდომა,янгыш
570,Lüge::N,სიცრუე,пӧян
571,Lüge::N,სიცრუე,алдан
572,Lüge::N,სიცრუე,ӧрекчан
573,Schaden::N,ვნება,изъян
574,Unglück::N,ხიფათი,куректон
575,Unglück::N,ხიფათი,шудтэме усён
576,Unglück::N,უბედურება,куректон
577,Unglück::N,უბედურება,шудтэме усён
578,Schuld::N,ბრალი,янгыш
579,Alter::N,ასაკი,арлыд
580,Schluss::N,ბოლო,пум
581,Schluss::N,დასასრული,пум
582,Zeit::N,დრო,дыр
583,Tag::N,დღე,нунал
584,Morgen::N,დილა,ӵукна
585,Mittag::N,შუადღე,лымшор
586,Abend::N,საღამო,ӝыт
587,Abend::N,საღამო,акшан
588,Nacht::N,ღამე,уй
589,Woche::N,კვირა,арня
590,Monat::N,თვე,толэзь
591,Jahr::N,წელი,ар
592,Frühling::N,გაზაფხული,тулыс
593,Sommer::N,ზაფხული,гужем
594,Herbst::N,შემოდგომა,сӥзьыл
595,Winter::N,ზამთარი,тол
596,Januar::N,იანვარი,выльартолэзь
597,Februar::N,თებერვალი,тулыспал
598,März::N,მარტი,южтолэзь
599,April::N,აპრილი,оштолэзь
600,Mai::N,მაისი,куартолэзь
601,Juni::N,ივნისი,вожотолэзь
602,Juli::N,ივლისი,пӧсьтолэзь
603,August::N,აგვისტო,гудырикошкон
604,September::N,სექტემბერი,куарусён
605,Oktober::N,ოქტომბერი,выльӝуктолэзь
606,November::N,ნოემბერი,шуркынмон
607,Dezember::N,დეკემბერი,толсур
608,Montag::N,ორშაბათი,вордӥськон
609,Dienstag::N,სამშაბათი,вторник
610,Mittwoch::N,ოთხშაბათი,вирнунал
611,Donnerstag::N,ხუთშაბათი,покчиарня
612,Freitag::N,პარასკევი,удмуртарня
613,Samstag::N,შაბათი,кӧснунал
614,Sonntag::N,კვირა,арня
615,groß::A,დიდი,бадӟым
616,klein::A,მცირე,пичи
617,klein::A,პატარა,пичи
618,lang::A,გრძელი,кузь
619,kurz::A,მოკლე,вакчи
620,breit::A,ფართო,паськыт
621,breit::A,განიერი,паськыт
622,schmal::A,ვიწრო,сюлэг
623,schmal::A,წვრილი,сюлэг
624,dicht::A,მჭიდრო,ӵем
625,dick[Gegenstand]::A,სქელი,зӧк
626,dünn::A,წვრილი,векчи
627,fein::A,თხელი,векчи
628,fest::A,მყარი,юн
629,fest::A,მყარი,чурыт
630,flach::A,ბრტყელი,ӵошкыт
631,glatt::A,გლუ,гылыт
632,glatt::A,გლუ,вольыт
633,hart::A,მაგარი,чурыт
634,weich::A,რბილი,небыт
635,rund::A,მრგვალი,котырес
636,spitz::A,წვეტიანი,йылсо
637,scharf::A,მჭრელი,лэчыт
638,stumpf::A,ბლაგვი,ныж
639,schwer::A,მძიმე,секыт
640,schön::A,ლამაზი,чебер
641,heiß::A,ცხელი,пӧсь
642,warm::A,თბილი,шуныт
643,kalt::A,ცივი,кезьыт
644,kühl::A,გრილი,юзмыт
645,kühl::A,გრილი,салкым
646,frisch::A,სუფთა,выль
647,feucht::A,ნოტიო,мускыт
648,nass::A,სველი,котмем
649,trocken::A,მშრალი,кӧс
650,voll::A,სავსე,тыр
651,leer::A,ცარიელი,буш
652,leer::A,ცარიელი,тырттэм
653,offen::A,ღია,усьтэм
654,offen::A,გაშლილი,усьтэм
655,geschlossen::A,დახურული,ӵогам
656,geschlossen::A,დახურული,пунням
657,sauber::A,სუფთა,ӝикыт
658,sauber::A,სუფთა,чылкыт
659,sauber::A,წმინდა,ӝикыт
660,sauber::A,წმინდა,чылкыт
661,schmutzig::A,ტალახიანი,нӧд
662,roh::A,უმი,ыль
663,reif::A,მწიფე,вуэм
664,lecker::A,გემრიელი,ческыт
665,süß::A,ტკბილი,ческыт
666,bitter::A,მწარე,курыт
667,sauer::A,მჟავე,чырс
668,hell::A,ნათელი,югыт
669,dunkel::A,ბნელი,пеймыт
670,schwarz::A,შავი,сьӧд
671,weiß::A,თეთრი,тӧдьы
672,rot::A,წითელი,горд
673,gelb::A,ყვითელი,ӵуж
674,blau::A,ლურჯი,лыз
675,blau::A,ცისფერი,лыз
676,grün::A,მწვანე,вож
677,grau::A,რუხი,пурысь
678,grau::A,ნაცრისფერი,пурысь
679,bunt::A,ჭრელი,куӵо
680,bunt::A,ფერადი,куӵо
681,billig::A,იაფი,дунтэм
682,teuer::A,ძვირი,дуно
683,wertvoll::A,ღირსიანი,дуно
684,blind::A,ბრმა,сукыр
685,blind::A,ბრმა,синтэм
686,taub::A,ყრუ,пельтэм
687,kräftig::A,ძალავანი,кужмо
688,stark::A,ძლიერი,юн
689,stark::A,ძლიერი,кужмо
690,stark::A,ღონიერი,юн
691,stark::A,ღონიერი,кужмо
692,schwach::A,სუსტი,ляб
693,schwach::A,სუსტი,начар
694,fett::A,სქელი,кӧй
695,schlank::A,გამხდარი,веськыт
696,schlank::A,გამხდარი,веськрес
697,hübsch::A,ეშხიანი,чебер
698,hübsch::A,ეშხიანი,синмаськымон
699,hübsch::A,მშვენიერი,чебер
700,hübsch::A,მშვენიერი,синмаськымон
701,böse::A,ავი,лек
702,böse::A,ბოროტი,лек
703,dumm::A,ბოთე,шузи
704,dumm::A,ბოთე,визьтэм
705,dumm::A,სულელი,шузи
706,dumm::A,სულელი,визьтэм
707,faul::A,ზანტი,азьтэм
708,faul::A,ზარმაცი,азьтэм
709,fleißig::A,ბეჯითი,сюлмо
710,fleißig::A,მუყაითი,сюлмо
711,geizig::A,ძუნწი,сук
712,klug::A,ჭკვიანი,визьмо
713,geschickt::A,მარჯვე,усто
714,geschickt::A,მარჯვე,быгатӥсь
715,geschickt::A,გაწაფული,усто
716,geschickt::A,გაწაფული,быгатӥсь
717,lieb::A,სატრფიალო,мусо
718,lustig::A,მხიარული,шулдыр
