,Concept_ID,ja,mrj
135,Kralle::N,爪,лапа
136,Schwanz::N,尻尾,пач
137,Ei::N,卵,мыны
138,Nest::N,巣,пӹжӓш
139,Bau::N,穴,ыраж
140,Tier::N,動物,во́льык
141,Herde::N,群れ,кӹтö
142,Kuh::N,牛,ышкал
143,Bulle::N,雄牛,ӱшкӱж
144,Pferd::N,馬,имни
145,Schaf::N,羊,шарык
146,Schwein::N,豚,сасна
147,Hund::N,犬,пи
148,Katze::N,猫,коти
149,Bär::N,熊,мöскӓ
150,Eichhörnchen::N,栗鼠,ур
151,Elch::N,ヘラジカ,шарды
152,Fuchs::N,狐,рӹвӹж
153,Hase::N,兎,морен
154,Maus::N,鼠,каля
155,Wolf::N,狼,пирӹ
156,Vogel::N,鳥,кек
157,Schwarm::N,群れ,цуца
158,Huhn::N,鶏,цӹвӹ
159,Hahn::N,雄鶏,ӓптӓн
160,Gans::N,ガチョウ,комбы
161,Adler::N,鷲,кучкыж
162,Ente::N,鴨,лыды
163,Eule::N,フクロウ,тымана
164,Kranich::N,鶴,тырня
165,Kranich::N,鶴,тыртня
166,Krähe::N,烏,лудыгарак
167,Kuckuck::N,郭公,куку
168,Schwan::N,白鳥,йӱксӹ
169,Fisch::N,魚,кол
170,Barsch::N,鱸,алангы
171,Hecht::N,川魳,нуж
172,Hecht::N,川魳,нужгол
173,Schlange[Tier]::N,蛇,кӹшкы
174,Wurm::N,虫,шукш
175,Spinne::N,蜘蛛,ӓнгӹремшӹ
176,Ameise::N,蟻,кыткы
177,Laus::N,虱,ти
178,Mücke::N,蚊,кужнер
179,Mücke::N,蚊,кужынер
180,Fliege::N,蝿,шӹнгӓ
181,Schmetterling::N,蝶,лӹпӹ
182,Beere::N,漿果,мöр
183,Apfel::N,林檎,олма
184,Pilz::N,茸,понгы
185,Zwiebel::N,玉葱,охыра
186,Saat::N,種,нӱшмӹ
187,Saat::N,種,нӱшмӱ
188,Korn::N,粒,пӹрцӹ
189,Heu::N,干し草,шуды
190,Schale::N,皮,аваха
191,Schale::N,皮,карлангы
192,Grube::N,穴,йӓм
193,Falle::N,わな,лӱдӹ
194,Falle::N,わな,лӱдӹш
195,Schlinge::N,輪,онгы
196,Spur::N,跡,кишӓ
197,Asche::N,灰,ломых
198,Asche::N,灰,ломпыж
199,Dreck::N,泥,лявӹрӓ
200,Eisen::N,鉄,кӹртни
201,Gold::N,金,шöртни
202,Gold::N,金,шöртньӹ
203,Silber::N,銀,ши
204,Kohle::N,炭,шӱ
205,Glas::N,ガラス,охоница
206,Lehm::N,ローム,шун
207,Sand::N,砂,ошма
208,Mensch::N,人,эдем
209,Mann::N,男,пӱэргӹ
210,Mann::N,男性,пӱэргӹ
211,Frau::N,女,ӹдӹрӓмӓш
212,Frau::N,女性,ӹдӹрӓмӓш
213,Kind::N,子,ӓзӓ
214,Kind::N,子,шачшы
215,Kind::N,子供,ӓзӓ
216,Kind::N,子供,шачшы
217,Junge::N,男の子,рвезӹ
218,Junge::N,男の子,ӹрвезӹ
219,Mädchen::N,女の子,ӹдӹрӓш
220,Familie::N,家族,йиш
221,Familie::N,家族,семня
222,Großvater::N,祖父,тьоти
223,Großvater::N,おじいさん,тьоти
224,Großmutter::N,祖母,папа
225,Großmutter::N,おばあさん,папа
226,Eltern::N,親,ӓтя-ӓвӓ
227,Eltern::N,両親,ӓтя-ӓвӓ
228,Vater::N,父,ӓтя
229,Vater::N,お父さん,ӓтя
230,Mutter::N,母,ӓвӓ
231,Mutter::N,お母さん,ӓвӓ
232,Sohn::N,息子,эргӹ
233,Sohn::N,息子さん,эргӹ
234,Tochter::N,娘,ӹдӹр
235,Tochter::N,お嬢さん,ӹдӹр
236,Bruder::N,弟,ӹза
237,Schwester::N,妹,ӓкӓ
238,Onkel::N,伯父,кугуза
239,Onkel::N,伯父さん,кугуза
240,Tante::N,叔母,куака
241,Tante::N,叔母さん,куака
242,Ehemann::N,夫,мары
243,Ehemann::N,主人,мары
244,Ehefrau::N,妻,вӓтӹ
245,Ehefrau::N,奥さん,вӓтӹ
246,Freude::N,喜び,ӹвӹртӹмӓш
247,Gelächter::N,笑い,ваштылмаш
248,Glück::N,幸せ,пиӓл
249,Kummer::N,悩み,ясы
250,Wunsch::N,希望,охата
251,Wunsch::N,希望,шанымаш
252,Lust::N,気,шӓр
253,Lust::N,気,охата
254,Lust::N,気,шанымаш
255,Geist::N,精神,тух
256,Gedanke::N,考え,шанымаш
257,Gedächtnis::N,記憶,ӓш
258,Verstand::N,理解力,ыш
259,Sinn::N,意味,кын
260,Grund::N,理由,вир
261,Wahrheit::N,真実,тöр
262,Gespräch::N,会話,хытырымаш
263,Märchen::N,童話,ямак
264,Erzählung::N,物語,шайыштмаш
265,Nachricht::N,報告,увертӓрӹмӓш
266,Neuigkeit::N,ニュース,увер
267,Name::N,名前,лӹм
268,Rätsel::N,謎,тышты
269,Rede::N,演説,шая
270,Rede::N,演説,шамак
271,Sprache::N,言語,йӹлмӹ
272,Stimme::N,声,юк
273,Wort::N,言葉,шамак
274,Zeichen::N,記号,палӹ
275,Ruf::N,呼び声,сӹгӹрӹмӓш
276,Lärm::N,騒音,юкланымащ
277,Laut::N,音,юк
278,Ton::N,音,юк
279,Lied::N,歌,мыры
280,Ruhe::N,静けさ,тыр
281,Leute::N,人々,эдемвлӓ
282,Volk::N,民族,халык
283,Arbeit::N,仕事,пӓшӓ
284,Gast::N,客,хына
285,Geschenk::N,贈り物,подарка
286,Spiel::N,遊び,мадыш
287,Gesellschaft::N,社会,йӓл
288,Gesellschaft::N,社会,йӓлвлӓ
289,Hilfe::N,援助,палшык
290,Freund::N,友達,тӓнг
291,Kamerad::N,同志,тос
292,Angelegenheit::N,件,дела
293,Angelegenheit::N,件,йела
294,Angelegenheit::N,件,йыла
295,Angelegenheit::N,件,пӓшӓ
296,Anzahl::N,数,шот
297,Art::N,種類,цӹре
298,Stück::N,部分,лаштык
299,Teil::N,部分,пай
300,Teil::N,部分,часть
301,Hälfte::N,半分,пел
302,Kreis::N,円,тӹртӹш
303,Kreuz::N,十字,крестӹ
304,Linie::N,線,
305,Strich::N,線,
306,Abstand::N,距離,ло
307,Entfernung::N,距離,ло
308,Gegend::N,辺,вӓр
309,Gegend::N,地域,вӓр
310,Platz::N,ゆとり,вӓр
311,Ort::N,所,вӓр
312,Ort::N,場所,вӓр
313,Seite::N,横,öрдӹж
314,Mitte::N,真ん中,ло
315,Gegenstand::N,物件,хӓдӹр
316,Sache::N,物,хӓдӹр
317,Rand::N,端,шöр
318,Kante::N,縁,шöр
319,Ecke::N,角,лык
320,Spitze::N,先頭,вуй
321,Ende::N,端,вуй
322,Ende::N,端,мычаш
323,Loch::N,穴,ыраж
324,Winkel::N,片隅,лык
325,Muster::N,模様,тӹрлец
326,Größe::N,大きさ,кӱкшӹц
327,Länge::N,長さ,кыт
328,Höhe::N,高さ,кӱкшӹц
329,Gewicht::N,重さ,нелӹц
330,Menge::N,量,шот
331,Haufen::N,堆積,ара
332,Reihe::N,並び,ряд
333,Boot::N,ボート,пыш
334,Ruder::N,オール,вешлӓ
335,Schlitten::N,そり,тир
336,Ski::N,スキー,ечӹ
337,Lagerfeuer::N,篝火,тыл
338,Last::N,荷物,нелӹц
339,Gang::N,歩み,ход
340,Schritt::N,歩,ашкыл
341,Norden::N,北,йыдпелвел
342,Süden::N,南,кечӹвӓлвел
343,Westen::N,西,кечӹ шӹцмӹ
344,Osten::N,東,ирвел
345,Osten::N,東,кечӹ лӱлтмӹ
346,Holz::N,木,пушӓнгӹ
347,Holz::N,木材,пушӓнгӹ
348,Brett::N,板,ханга
349,Platte::N,盤,плитӓ
350,Stütze::N,支柱,цӓрӓк
351,Stange::N,棒,равы
352,Stange::N,棒,намаш
353,Stock::N,杖,панды
354,Stab::N,棒,равы
355,Rohr::N,管,пыч
356,Haus::N,家,пöрт
357,Heim::N,家,пöрт
358,Ofen::N,ストーブ,камака
359,Fußboden::N,床,седӹрӓ
360,Tisch::N,机,стöл
361,Stuhl::N,椅子,пöкен
362,Wiege::N,揺籃,шипкӓ
363,Bett::N,ベッド,койка
364,Bett::N,ベッド,кравать
365,Regal::N,棚,полицӓ
366,Kiste::N,箱,шӱ́ндӹк
367,Fenster::N,窓,окня
368,Tür::N,戸,амаса
369,Tür::N,ドア,амаса
370,Tor::N,門,хапка
371,Zaun::N,垣根,забор
372,Dach::N,屋根,левӓш
373,Leiter::N,梯子,ташкалтыш
374,Besen::N,ほうき,сало
375,Besen::N,ほうき,салко
376,Spaten::N,スコップ,кольмы
377,Schaufel::N,シャベル,лоток
378,Gabel::N,フォーク,ви́лка
379,Löffel::N,スプーン,савала
380,Messer::N,ナイフ,кӹзӹ
381,Nagel::N,釘,пыда
382,Netz::N,網,вӓпш
383,Haken::N,鉤,крӱк
384,Haken::N,鉤,кагак
385,Haken::N,フック,крӱк
386,Haken::N,フック,кагак
387,Griff::N,取っ手,кычем
388,Schloss::N,錠,замок
389,Schloss::N,錠,сыравач
390,Bild::N,絵,картин
391,Figur::N,像,кӓн
392,Puppe::N,人形,поханя
393,Beutel::N,袋,мешӓк
394,Bündel::N,束,топ
395,Bündel::N,束,пидӹш
396,Bündel::N,束,кӹлдӹш
397,Bündel::N,包み,топ
398,Bündel::N,包み,пидӹш
399,Bündel::N,包み,кӹлдӹш
400,Tasche::N,かばん,сумкы
401,Eimer::N,バケツ,ведӹрӓ
402,Deckel::N,蓋,комдыш
403,Geschirr::N,食器,ӓтӹ
404,Sack::N,袋,мешӓк
405,Tasse::N,カップ,цӓшкӓ
406,Topf::N,鍋,ми́ска
407,Kessel::N,釜,пад
408,Essen::N,食事,качкыш
409,Essen::N,食事,качкыш-йӱш
410,Nahrung::N,食物,качкыш
411,Nahrung::N,食物,качкыш-йӱш
412,Speise::N,料理,няня
413,Fleisch::N,肉,пай
414,Getreide::N,麦,киндӹ
415,Getreide::N,穀物,киндӹ
416,Brei::N,粥,шӹрӓш
417,Brot::N,パン,сыкыр
418,Scheibe::N,枚,ламыт
419,Scheibe::N,枚,лаштык
420,Scheibe::N,切れ,ламыт
421,Scheibe::N,切れ,лаштык
422,Fett::N,脂肪,кая
423,Butter::N,バター,ӱ
424,Öl::N,油,ӱ
425,Salz::N,塩,санзал
426,Suppe::N,スープ,лем
427,Honig::N,蜂蜜,мӱ
428,Milch::N,牛乳,шӹшер
429,Tee::N,茶,чӓй
430,Tee::N,お茶,чӓй
431,Leder::N,革,шарга
432,Leder::N,革,кавашты
433,Wolle::N,毛糸,миж
434,Stoff::N,布,матер
435,Stoff::N,布,матери
436,Nadel::N,針,им
437,Faden::N,糸,шӹртӹ
438,Knopf::N,ボタン,полдыш
439,Knoten::N,結び目,пӱкшем
440,Farbe::N,ペンキ,чиӓ
441,Farbe::N,ペンキ,крӓскӓ
442,Kleidung::N,衣服,выргем
443,Hemd::N,シャツ,тыгыр
444,Kragen::N,襟,шӱ
445,Ärmel::N,袖,шокш
446,Hose::N,ズボン,ялаш
447,Gürtel::N,帯,ӹштӹ
448,Gürtel::N,ベルト,ӹштӹ
449,Mütze::N,帽子,упш
450,Schuh::N,靴,ту́фльы
451,Stiefel::N,ブーツ,кем
452,Ring::N,輪,шӓргӓш
453,Band::N,リボン,лемтӓ
454,Kamm::N,櫛,шерге
455,Spiegel::N,鏡,тӹгӹр
456,Riemen::N,緒,прӓжӓ
457,Schnur::N,紐,кӓндӹра
458,Leine::N,綱,керем
459,Decke::N,掛け布団,одеял
460,Kissen::N,枕,кӹпцӹк
461,Tuch::N,スカーフ,савыц
462,Handtuch::N,タオル,шӹргӹсавыц
463,Handtuch::N,タオル,шӹргӹмсавыц
464,Kraft::N,力,ви
465,Stärke::N,強さ,ви
466,Gesundheit::N,健康,шу
467,Gesundheit::N,健康,шулык
468,Krankheit::N,病気,мыж
469,Schmerz::N,痛み,карштыш
470,Wunde::N,傷,шушыр
471,Fieber::N,熱,ӱштӹмыж
472,Arznei::N,薬,лекӓрцӹ
473,Brücke::N,橋,кӹвер
474,Brunnen::N,井戸,вӹдсӹнзӓ
475,Weide::N,牧場,ныр
476,Pfad::N,小路,ялгорны
477,Weg::N,道,корны
478,Straße::N,街道,корны
479,Dorf::N,村,сола
480,Stadt::N,町,города
481,Stadt::N,都市,города
482,Brief::N,手紙,сирмӓш
483,Buch::N,本,книгӓ
484,Buchstabe::N,文字,буква́
485,Zeitung::N,新聞,газет
486,Zeitung::N,新聞,кайзет
487,Leben::N,生活,житя
488,Tod::N,死,смöрт
489,Grab::N,墓,шӹгер
490,Grab::N,墓,мыгилӓ
491,Grab::N,墓,шӹгерлӓ
492,Kirche::N,教会,церкӹ
493,Sünde::N,罪,сулык
494,Gott::N,神,йымы
495,Arbeiter::N,労働者,пӓшӓзӹ
496,Chef::N,上司,вуй
497,Meister::N,達人,мастар
498,Meister::N,マイスター,мастар
499,Arzt::N,医者,доктор
500,Lehrer::N,先生,тымдышы
501,Geld::N,金,окса
502,Geschäft::N,取り引き,торге́йӹмӓш
503,Laden::N,店,лапка
504,Laden::N,店,магазин
505,Preis::N,値段,ӓк
506,Ware::N,商品,товар
507,Nutzen::N,利益,пайда
508,Reichtum::N,豊かさ,перке
509,Welt::N,世界,сӓндӓлӹк
510,Welt::N,世界,свет
511,Land::N,国,сӓндӓлӹк
512,Staat::N,国家,кугижӓншӹ
513,König::N,国王,король
514,Macht::N,権力,власть
515,Grenze::N,国境,пӹсмӓн
516,Krieg::N,戦争,вырсы
517,Feind::N,敵,тышман
518,Gewalt::N,暴力,ви
519,Kampf::N,戦い,кредӓлмӓш
520,Bogen[Waffe]::N,弓,янгеж
521,Pfeil::N,矢,пикш
522,Gewehr::N,銃,пичӓл
523,Fehler::N,間違い,самынь
524,Lüge::N,嘘,шая
525,Schaden::N,損害,вре́дӓ
526,Unglück::N,不幸,пёда
527,Unglück::N,不幸,тымаша
528,Schuld::N,罪,вуйнамат
529,Alter::N,年,иӓш
530,Alter::N,年,игечӹ
531,Alter::N,年齢,иӓш
532,Alter::N,年齢,игечӹ
533,Schluss::N,終わり,пӹтӓртӹш
534,Zeit::N,時,веремӓ
535,Zeit::N,時間,веремӓ
536,Tag::N,日,кечӹ
537,Morgen::N,朝,ир
538,Morgen::N,朝,ирок
539,Mittag::N,昼,кечӹвӓл
540,Abend::N,晩,вады
541,Abend::N,夕方,вады
542,Nacht::N,夜,йыд
543,Woche::N,週,ӓрня
544,Monat::N,月,тӹ́лзӹ
545,Jahr::N,年,год
546,Frühling::N,春,шошым
547,Sommer::N,夏,кӓнгӹж
548,Herbst::N,秋,шӹжӹ
549,Winter::N,冬,тел
550,Winter::N,冬,телӹ
551,Januar::N,一月,январ
552,Januar::N,一月,январь
553,Februar::N,二月,февраль
554,März::N,三月,март
555,April::N,四月,апрель
556,Mai::N,五月,май
557,Juni::N,六月,июнь
558,Juli::N,七月,июль
559,August::N,八月,август
560,September::N,九月,сентябрь
561,Oktober::N,十月,октябрь
562,November::N,十一月,ноябрь
563,Dezember::N,十二月,декавыр
564,Montag::N,月曜日,шачмы
565,Dienstag::N,火曜日,кышкыжмы
566,Mittwoch::N,水曜日,вӹрчегӹ
567,Donnerstag::N,木曜日,изӓрня
568,Freitag::N,金曜日,когарня
569,Samstag::N,土曜日,кукшыгечӹ
570,Sonntag::N,日曜日,рушӓрня
571,groß::A,大きい,кого
572,klein::A,小さい,изи
573,lang::A,長い,кужы
574,kurz::A,短い,кӹтӹк
575,breit::A,広い,кымда
576,schmal::A,狭い,ӓнгӹсӹр
577,dicht::A,密な,шӹре
578,dick[Gegenstand]::A,厚い,кӹжгӹ
579,dünn::A,薄い,вӹцкӹж
580,fein::A,細い,пыльга
581,fest::A,硬い,цаткыды
582,flach::A,平らな,тӓлякӓ
583,glatt::A,滑らかな,ягылгы
584,hart::A,堅い,пингӹдӹ
585,weich::A,柔らかい,пышкыды
586,rund::A,丸い,тӹртӹш
587,spitz::A,尖った,кашар
588,scharf::A,鋭い,кашар
589,stumpf::A,鈍い,нӹшкӹ
590,schwer::A,重い,нелӹ
591,schön::A,綺麗な,цевер
592,schön::A,綺麗な,олмыдшы
593,heiß::A,熱い,шокшы
594,warm::A,温かい,шокшы
595,kalt::A,寒い,ӱштӹ
596,kalt::A,冷たい,ӱштӹ
597,kühl::A,涼しい,юалгы
598,kühl::A,涼しい,йонгата
599,frisch::A,ひんやりした,йонгата
600,feucht::A,湿った,ӹлӹкшӹ
601,feucht::A,湿った,вӹдӹжгӹ
602,nass::A,濡れた,начкы
603,trocken::A,乾いた,кукшы
604,voll::A,いっぱいの,темшӹ
605,voll::A,いっぱいの,темыман
606,leer::A,空の,йӓрӓ
607,offen::A,開いた,виш
608,geschlossen::A,閉まった,чӱчмӹ
609,geschlossen::A,閉まった,тӹкӹлӓлтшӹ
610,sauber::A,清潔な,ире
611,schmutzig::A,汚い,шоран
612,schmutzig::A,汚い,лявӹрӓн
613,schmutzig::A,汚い,шорангшы
614,roh::A,生の,пеле кӱшӹ
615,reif::A,熟した,кӱшӹ
616,lecker::A,美味しい,тотан
617,süß::A,甘い,мӱӓн
618,bitter::A,苦い,качы
619,sauer::A,酸っぱい,шапы
620,hell::A,明るい,соты
621,hell::A,明るい,валгыды
622,dunkel::A,暗い,пӹц
623,dunkel::A,暗い,пӹцкемӹш
624,schwarz::A,黒い,шим
625,weiß::A,白い,ош
626,weiß::A,白い,ошы
627,rot::A,赤い,якшаргы
628,gelb::A,黄色い,сар
629,gelb::A,黄色い,сары
630,blau::A,青い,симсӹ
631,grün::A,緑の,ыжар
632,grau::A,灰色の,луды
633,bunt::A,色取り取りの,ала
634,billig::A,安い,шулдаш
635,teuer::A,高い,шергӹ
636,teuer::A,高い,шергӓкӓн
637,wertvoll::A,貴重な,ӓкӓн
638,blind::A,盲目の,слöпöй
639,blind::A,盲目の,сльöпöй
640,taub::A,耳が聞こえない,тӱтӱк
641,kräftig::A,強力な,виӓн
642,stark::A,強い,виӓн
643,schwach::A,弱い,шава
644,schwach::A,弱い,лӹпкӓ
645,schwach::A,弱い,слабка
646,fett::A,太った,таза
647,schlank::A,ほっそりした,яштака
648,hübsch::A,素敵な,сӹлнӹ
649,hübsch::A,素敵な,олмыдшы
650,böse::A,悪い,шӹдӓн
651,dumm::A,馬鹿な,окмак
652,faul::A,怠惰な,ялахай
653,fleißig::A,勤勉な,пӓшам яратышы
654,geizig::A,けちな,шык
655,klug::A,賢い,ышан
656,klug::A,頭のいい,ышан
657,geschickt::A,器用な,мастар
658,lieb::A,愛らしい,тыри
659,lustig::A,楽しい,мындыр
660,lustig::A,楽しい,сусу
661,sanft::A,温和な,йӹвӹжӓ
662,hungrig::A,空腹の,шужышы
663,krank::A,病気の,церлӹ
664,krank::A,病気の,хворой
665,nackt::A,裸の,цӓрӓ
666,traurig::A,悲しい,сы́лыкан
667,traurig::A,悲しい,кымы́лдымы
668,lebendig::A,生きた,живой
669,gut::A,良い,яжо
670,schlecht::A,悪い,уда
671,schlecht::A,悪い,худа
672,schlecht::A,駄目な,уда
673,schlecht::A,駄目な,худа
674,richtig::A,正しい,вургамла
675,schlimm::A,ひどい,йӹрнык
676,wahr::A,本当の,настоящий
677,wahr::A,本当の,настояшый
678,alt::A,古い,шонгы
679,neu::A,新しい,у
680,ehemalig::A,以前の,тошты
681,alt[Lebewesen]::A,年を取った,ӹлалшӹ
682,jung::A,若い,нöргӹ
683,jung::A,若い,молода
684,arm::A,貧乏な,укеӓн
685,reich::A,裕福な,паян
686,reich::A,裕福な,пурлыкан
687,bekannt::A,有名な,палӹмӹ
688,berühmt::A,有名な,лӹмлы
689,fremd::A,見知らぬ,эдемӹн
690,verschieden::A,色々な,тӹрлӹ
691,nah::A,近い,лишӹл
692,fern::A,遠い,мӹндӹр
693,linker::A,左の,шалахай
694,rechter::A,右の,вургамла
695,anderer::A,別の,вес
696,anderer::A,別の,весӹ
697,erster::A,一番目,икшӹ
698,erster::A,一番目,икӹмшӹ
699,zweiter::A,二番目,кокшы
700,dritter::A,三番目,кымшы
701,letzter::A,最後の,остатка
702,allein::ADV,一人で,иктӹ
703,allein::ADV,一人で,иктӹт
704,auf einmal::ADV,同時に,тöрöк
705,zusammen::ADV,一緒に,икараш
706,zusammen::ADV,一緒に,цымырын
707,lange::ADV,長い間,кужын
708,plötzlich::ADV,急に,трӱк
709,sofort::ADV,すぐに,полт
710,sofort::ADV,すぐに,тöрöк
711,sofort::ADV,すぐに,тӹшӓкок
712,später::ADV,後で,вара
713,jetzt::ADV,今,
714,heute::ADV,今日,тагачы
715,morgen::ADV,明日,иргод
716,morgen::ADV,明日,иргодым
717,bald::ADV,間もなく,чӹнь
718,bald::ADV,間もなく,вӓшке
719,bald::ADV,間もなく,выртышты
720,dann::ADV,それから,пакыла
721,gestern::ADV,昨日,тенгечӹ
722,einst::ADV,過去に,икӓнӓ
723,damals::ADV,あの時,тӹнӓм
724,danach::ADV,その後で,пакыла
725,vorher::ADV,以前に,перви
726,zuerst::ADV,まず,андак
727,zuerst::ADV,最初に,андак
728,einmal::ADV,一回,гӓнӓк
729,einmal::ADV,一回,гӓнӓ
730,manchmal::ADV,時々,кынамжы
731,oft::ADV,よく,чӹчкӹдӹн
732,immer::ADV,いつも,со
733,immer::ADV,いつも,соок
734,niemals::ADV,一度も...ない,нинам
735,niemals::ADV,一度も...ない,нигынам
736,niemals::ADV,一度も...ない,нигынамат
737,hier::ADV,こちら,тиштӹ
738,hierhin::ADV,ここへ,тишкӹ
739,hierhin::ADV,こちらへ,тишкӹ
740,von hier::ADV,ここから,тишец
741,von hier::ADV,ここから,тишецӹн
742,dort::ADV,そちら,тӹштӹ
743,dorthin::ADV,そこへ,тӹшкӹ
744,dorthin::ADV,そこへ,тӹшкӹлӓ
745,dorthin::ADV,そちらへ,тӹшкӹ
746,dorthin::ADV,そちらへ,тӹшкӹлӓ
747,geradeaus::ADV,真っ直ぐに,вик
748,geradeaus::ADV,真っ直ぐに,тура
749,vorwärts::ADV,前へ,анзыкы
750,rückwärts::ADV,後ろへ,мӹнгеш
751,zurück::ADV,後ろへ,мӹнгеш
752,unten::ADV,下に,ӱлнӹ
753,unten::ADV,下に,лӹвӓлнӹ
754,hinab::ADV,下へ,ӱлӹкӹ
755,hinab::ADV,下へ,лӹвӓкӹ
756,oben::ADV,上に,вӹлнӹ
757,hinauf::ADV,上へ,кӱшкӹлӓ
758,hinauf::ADV,上へ,кӱш
759,überall::ADV,どこでも,йӹлт
760,überall::ADV,どこでも,цилӓ вӓре
761,nicht::ADV,ない,уке
762,ein wenig::ADV,少し,изиш
763,ein wenig::ADV,少し,иклаштык
764,ein wenig::ADV,ちょっと,изиш
765,ein wenig::ADV,ちょっと,иклаштык
766,kaum::ADV,ほとんど～ない,цылик
767,kaum::ADV,ほとんど～ない,чучок-чучок
768,sehr::ADV,とても,чоте
769,so::ADV,こう,тенге
770,so::ADV,こう,тенгелӓ
771,noch::ADV,まだ,мол
772,noch::ADV,まだ,моло
773,nur::ADV,～だけ,веле
