,Concept_ID,ca,tt
85,Licht::N,llum,якты
86,Schatten::N,ombra,күләгә
87,Wetter::N,temps,һава
88,Nebel::N,boira,томан
89,Wolke::N,núvol,болыт
90,Regen::N,pluja,яңгыр
91,Schnee::N,neu,кар
92,Eis::N,gel,боз
93,Eis::N,glaç,боз
94,Frost::N,glaçada,суык
95,Frost::N,glaçada,салкын
96,Kälte::N,fred,суык
97,Kälte::N,fred,салкын
98,Hitze::N,calor,эсселек
99,Raureif::N,gebre,бәс
100,Raureif::N,gebre,сыкы
101,Regenbogen::N,arc iris,салават күпере
102,Donner::N,tro,күкрәү
103,Strömung::N,corrent,агыш'агым
104,Tropfen::N,gota,тамчы
105,Schaum::N,escuma,күбек
106,Schmutz::N,brutícia,пычрак
107,See::N,llac,күл
108,Sumpf::N,pantà,саз
109,Moor::N,pantà,торфлык
110,Wiese::N,prat,болын
111,Wiese::N,prada,болын
112,Wald::N,bosc,урман
113,Hügel::N,puig,калку
114,Hügel::N,pujol,калку
115,Anhöhe::N,turó,үр
116,Berg::N,muntanya,тау
117,Gipfel::N,cim,оч
118,Höhle::N,cova,мәгарә
119,Abhang::N,coster,кабырга
120,Quelle::N,font,чишмә
121,Bach::N,riera,елга
122,Fluss::N,riu,дәрья
123,Ufer::N,riba,су кырые
124,Küste::N,costa,яр буе
125,Festland::N,terra ferma,коры җир
126,Meer::N,mar,диңгез
127,Bucht::N,cala,бухта
128,Bucht::N,cala,култык
129,Bucht::N,badia,бухта
130,Bucht::N,badia,култык
131,Insel::N,illa,атау
132,Insel::N,illa,утрау
133,Blume::N,flor,чәчкә
134,Gras::N,herba,үлән
135,Wurzel::N,rel,тамыр
136,Wurzel::N,arrel,тамыр
137,Baum::N,arbre,агач
138,Stamm::N,tronc,кәүсә
139,Rinde::N,escorça,кабык
140,Ast::N,branca,ботак
141,Zweig::N,ram,ботак
142,Zweig::N,ram,тармак
143,Blatt::N,fulla,яфрак
144,Birke::N,bedoll,каен
145,Kiefer[Baum]::N,pi,нарат
146,Weide[Baum]::N,salze,тал
147,Tanne::N,avet,чыршы
148,Horn::N,corn,мөгез
149,Horn::N,banya,мөгез
150,Feder::N,ploma,йон
151,Fell::N,pell,тире
152,Flügel::N,ala,канат
153,Klaue::N,urpa,тырнак
154,Kralle::N,grapa,тырнак
155,Schwanz::N,cua,койрык
156,Ei::N,ou,күкәй
157,Ei::N,ou,йомырка
158,Nest::N,niu,оя
159,Bau::N,cau,өн
160,Tier::N,animāl,хайван
161,Herde::N,ramat,көтү
162,Kuh::N,vaca,сыер
163,Bulle::N,toro,үгез
164,Pferd::N,cavāll,ат
165,Schaf::N,be,сарык
166,Schaf::N,ovella,сарык
167,Schwein::N,bacó,дуңгыз
168,Hund::N,ca,эт
169,Hund::N,gos,эт
170,Katze::N,gat,песи
171,Bär::N,ós,аю
172,Eichhörnchen::N,esquirol,тиен
173,Elch::N,ant,поши
174,Fuchs::N,guilla,төлке
175,Hase::N,llebre,куян
176,Maus::N,ratolí,тычкан
177,Wolf::N,llop,бүре
178,Vogel::N,au,кош
179,Vogel::N,ocēll,кош
180,Schwarm::N,bandada,көтү
181,Huhn::N,gallina,тавык
182,Hahn::N,gall,әтәч
183,Gans::N,oca,каз
184,Adler::N,àguila,каракош
185,Ente::N,ànec,үрдәк
186,Eule::N,òliba,ябалак
187,Eule::N,mussol,ябалак
188,Kranich::N,grua,торна
189,Krähe::N,cornella,карга
190,Kuckuck::N,cucut,күке
191,Kuckuck::N,cucut,кәккүк
192,Schwan::N,cigne,аккош
193,Fisch::N,peix,балык
194,Barsch::N,perca,алабуга
195,Hecht::N,lluç,чуртан
196,Schlange[Tier]::N,serp,елан
197,Wurm::N,cuc,корт
198,Spinne::N,aranya,үрмәкүч
199,Ameise::N,formiga,кырмыска
200,Laus::N,poll,бет
201,Mücke::N,mosquit,черки
202,Mücke::N,mosquit,озынборын
203,Fliege::N,mosca,чебен
204,Schmetterling::N,papallona,күбәләк
205,Beere::N,baia,җиләк
206,Apfel::N,poma,алма
207,Pilz::N,bolet,гөмбә
208,Zwiebel::N,ceba,суган
209,Zwiebel::N,ceba,суганбаш
210,Saat::N,sembra,орлык
211,Korn::N,gra,иген
212,Korn::N,gra,орлык
213,Heu::N,fenc,печән
214,Schale::N,closca,кабык
215,Grube::N,sot,баз
216,Grube::N,sot,чокыр
217,Grube::N,clot,баз
218,Grube::N,clot,чокыр
219,Falle::N,trampa,тозак
220,Falle::N,trampa,капкын
221,Schlinge::N,baga,элмәк
222,Spur::N,traça,эз
223,Asche::N,cendra,көл
224,Dreck::N,llot,пычрак
225,Eisen::N,ferro,тимер
226,Gold::N,or,алтын
227,Silber::N,plata,көмеш
228,Kohle::N,carbó,күмер
229,Glas::N,vidre,пыяла
230,Lehm::N,fang,балчык
231,Lehm::N,argila,балчык
232,Sand::N,arena,ком
233,Mensch::N,humà,адәм
234,Mensch::N,humà,инсан
235,Mensch::N,persona,адәм
236,Mensch::N,persona,инсан
237,Mann::N,home,ир
238,Frau::N,dona,хатын
239,Kind::N,nen,бала
240,Junge::N,noi,малай
241,Mädchen::N,noia,кыз
242,Familie::N,família,гаилә
243,Großvater::N,avi,бабай
244,Großmutter::N,àvia,әби
245,Eltern::N,pares,ата-ана
246,Vater::N,pare,ата
247,Mutter::N,mare,ана
248,Sohn::N,fill,ул
249,Tochter::N,filla,кыз
250,Bruder::N,germà,кардәш
251,Schwester::N,germana,апа
252,Schwester::N,germana,сеңел
253,Onkel::N,oncle,дәдә
254,Onkel::N,oncle,дәдәй
255,Tante::N,tia,түти
256,Tante::N,tia,тәтәй
257,Ehemann::N,espòs,ир
258,Ehefrau::N,muller,хатын
259,Freude::N,goig,сөенеч
260,Freude::N,alegria,сөенеч
261,Gelächter::N,riallada,көлү
262,Gelächter::N,riallada,көлеш
263,Glück::N,felicitat,бәхет
264,Kummer::N,pena,хәсрәт
265,Wunsch::N,desig,теләк
266,Lust::N,ganes,теләк
267,Lust::N,ganes,теләү
268,Geist::N,ment,рух
269,Geist::N,esperit,рух
270,Gedanke::N,pensament,уй
271,Gedanke::N,pensament,фикер
272,Gedächtnis::N,memòria,хәтер
273,Verstand::N,raó,акыл
274,Verstand::N,seny,акыл
275,Sinn::N,solta,мәгънә
276,Sinn::N,sentit,мәгънә
277,Grund::N,raó,сәбәп
278,Grund::N,causa,сәбәп
279,Wahrheit::N,veritāt,хак
280,Gespräch::N,conversa,әңгәмә
281,Märchen::N,conte,әкият
282,Erzählung::N,narració,хикәя
283,Nachricht::N,missatge,хәбәр
284,Neuigkeit::N,novetat,яңалык
285,Name::N,nom,исем
286,Rätsel::N,endevinalla,табышмак
287,Rede::N,discurs,нотык
288,Sprache::N,llēngua,тел
289,Stimme::N,veu,тавыш
290,Wort::N,mot,сүз
291,Wort::N,paraula,сүз
292,Zeichen::N,signe,ишарә
293,Zeichen::N,senyal,ишарә
294,Ruf::N,crida,дәшү
295,Lärm::N,sorōll,шау
296,Laut::N,so,аваз
297,Ton::N,to,шалтырату
298,Lied::N,cançó,җыр
299,Ruhe::N,calma,тынлык
300,Ruhe::N,silenci,тынлык
301,Leute::N,gent,халык
302,Volk::N,poble,халык
303,Arbeit::N,labor,эш
304,Arbeit::N,labor,хезмәт
305,Arbeit::N,treball,эш
306,Arbeit::N,treball,хезмәт
307,Gast::N,hoste,кунак
308,Geschenk::N,regal,бүләк
309,Geschenk::N,obsequi,бүләк
310,Spiel::N,joc,уен
311,Gesellschaft::N,companyia,җәмгыять
312,Hilfe::N,ajut,ярдәм
313,Hilfe::N,ajut,булышлык
314,Freund::N,amīc,дус
315,Kamerad::N,company,иптәш
316,Kamerad::N,camarada,иптәш
317,Angelegenheit::N,afer,эш
318,Angelegenheit::N,assumpte,эш
319,Anzahl::N,nombre,микъдар
320,Anzahl::N,quantitat,микъдар
321,Art::N,tipus,төр
322,Art::N,classe,төр
323,Stück::N,peça,кисәк
324,Teil::N,part,өлеш
325,Hälfte::N,meitat,ярым
326,Kreis::N,cercle,түгәрәк
327,Kreuz::N,creu,хач
328,Kreuz::N,creu,тәре
329,Linie::N,línia,сызык
330,Strich::N,traç,сызык
331,Strich::N,ratlla,сызык
332,Abstand::N,distància,ара
333,Entfernung::N,distància,ераклык
334,Gegend::N,regió,урын
335,Gegend::N,contrada,урын
336,Platz::N,cabuda,бушлык
337,Ort::N,lloc,урын
338,Seite::N,banda,як
339,Seite::N,costāt,як
340,Mitte::N,mig,урта
341,Mitte::N,centre,урта
342,Gegenstand::N,objecte,нәрсә
343,Sache::N,cosa,нәрсә
344,Rand::N,vora,чит
345,Rand::N,marge,чит
346,Kante::N,caire,кырый
347,Kante::N,cantell,кырый
348,Ecke::N,cantonada,почмак
349,Spitze::N,punta,оч
350,Ende::N,cap,азак
351,Loch::N,forāt,тишек
352,Winkel::N,racó,почмак
353,Muster::N,dibuix,парча
354,Muster::N,disseny,парча
355,Größe::N,grandària,зурлык
356,Länge::N,longitud,озынлык
357,Höhe::N,altura,биеклек
358,Höhe::N,altitud,биеклек
359,Gewicht::N,pes,авырлык
360,Menge::N,quantitat,микъдар
361,Haufen::N,pila,өем
362,Reihe::N,fila,рәт
363,Boot::N,bot,каек
364,Boot::N,bot,көймә
365,Boot::N,barca,каек
366,Boot::N,barca,көймә
367,Ruder::N,rem,ишкәк
368,Schlitten::N,trineu,чана
369,Ski::N,esquí,чаңгы
370,Lagerfeuer::N,foc de campament,костёр
371,Last::N,càrrega,йөк
372,Gang::N,marxa,йөреш
373,Schritt::N,pas,адым
374,Norden::N,nord,төньяк
375,Süden::N,sud,көньяк
376,Westen::N,oest,көнбатыш
377,Westen::N,occident,көнбатыш
378,Osten::N,est,шәрык
379,Osten::N,est,көнчыгыш
380,Osten::N,orient,шәрык
381,Osten::N,orient,көнчыгыш
382,Holz::N,fusta,агач
383,Brett::N,taula,такта
384,Platte::N,placa,плитә
385,Stütze::N,suport,таяу
386,Stange::N,vara,колга
387,Stock::N,pal,таяк
388,Stab::N,bastó,таяк
389,Rohr::N,tub,торба
390,Haus::N,casa,өй
391,Haus::N,casa,йорт
392,Heim::N,llar,гаилә
393,Heim::N,llar,нәсел
394,Ofen::N,estufa,мич
395,Fußboden::N,terra,идән
396,Tisch::N,taula,өстәл
397,Stuhl::N,cadira,утыргыч
398,Wiege::N,bressol,бишек
399,Bett::N,llit,ятак
400,Bett::N,llit,урын-җир
401,Regal::N,prestatgeria,киштә
402,Regal::N,prestatgeria,шүрлек
403,Kiste::N,caixa,әрҗә
404,Fenster::N,finestra,тәрәзә
405,Tür::N,porta,ишек
406,Tor::N,portal,капка
407,Zaun::N,tanca,койма
408,Dach::N,teulada,түбә
409,Leiter::N,escala,баскыч
410,Leiter::N,escala de mà,баскыч
411,Besen::N,escombra,себерке
412,Spaten::N,pala,көрәк
413,Schaufel::N,pala,көрәк
414,Gabel::N,forquilla,чәннечке
415,Löffel::N,cullera,кашык
416,Messer::N,coltell,пычак
417,Nagel::N,clau,кадак
418,Netz::N,filat,челтәр
419,Haken::N,ganxo,ыргак
420,Griff::N,puny,тотка
421,Griff::N,mànec,тотка
422,Schloss::N,pany,йозак
423,Bild::N,imatge,рәсем
424,Bild::N,imatge,картина
425,Figur::N,figura,сын
426,Figur::N,figura,фигура
427,Puppe::N,nina,курчак
428,Beutel::N,bossa,луза
429,Bündel::N,feix,бәйләм
430,Bündel::N,paquet,бәйләм
431,Tasche::N,bossa,букча
432,Eimer::N,galleda,чиләк
433,Deckel::N,tapa,капкач
434,Deckel::N,tapadora,капкач
435,Geschirr::N,vaixella,савыт-саба
436,Geschirr::N,vaixella,кашык-аяк
437,Sack::N,sac,капчык
438,Sack::N,saca,капчык
439,Tasse::N,tassa,чынаяк
440,Topf::N,pot,чүлмәк
441,Topf::N,olla,чүлмәк
442,Kessel::N,caldera,казан
443,Essen::N,àpat,ашау
444,Essen::N,menjada,ашау
445,Nahrung::N,aliment,азык
446,Nahrung::N,aliment,тәгам
447,Nahrung::N,aliment,ашамлык
448,Speise::N,plat,ризык
449,Fleisch::N,carn,ит
450,Getreide::N,cereals,ашлык
451,Brei::N,puré,ботка
452,Brot::N,pa,ипи
453,Brot::N,pa,икмәк
454,Scheibe::N,tall,телем
455,Scheibe::N,llesca,телем
456,Fett::N,greix,май
457,Butter::N,mantega,май
458,Öl::N,oli,май
459,Salz::N,sal,тоз
460,Suppe::N,sopa,шулпа
461,Honig::N,mel,бал
462,Milch::N,llet,сөт
463,Tee::N,te,чәй
464,Leder::N,cuir,күн
465,Wolle::N,llana,йон
466,Stoff::N,tela,тукыма
467,Nadel::N,agulla,энә
468,Faden::N,fil,җеп
469,Knopf::N,botó,төймә
470,Knoten::N,nus,төен
471,Farbe::N,pintura,буяу
472,Kleidung::N,roba,кием
473,Kleidung::N,vestits,кием
474,Hemd::N,camisa,күлмәк
475,Kragen::N,coll,яка
476,Ärmel::N,màniga,җиң
477,Hose::N,pantalōns,чалбар
478,Gürtel::N,cinturó,билбау
479,Mütze::N,gorra,бүрек
480,Schuh::N,sabata,башмак
481,Stiefel::N,bota,итек
482,Ring::N,anell,балдак
483,Band::N,veta,тасма
484,Band::N,cinta,тасма
485,Kamm::N,pinta,тарак
486,Spiegel::N,mirāll,көзге
487,Riemen::N,corretja,каеш
488,Schnur::N,corda,бау
489,Leine::N,corretja,тезген
490,Decke::N,manta,юрган
491,Decke::N,flassada,юрган
492,Kissen::N,coixí,мендәр
493,Tuch::N,mocador,яулык
494,Handtuch::N,tovallola,сөлгә
495,Kraft::N,força,егәр
496,Kraft::N,força,дәрман
497,Stärke::N,vigor,көч
498,Stärke::N,vigor,дәрман
499,Gesundheit::N,salut,саулык
500,Krankheit::N,malaltia,чир
501,Krankheit::N,malaltia,хаста
502,Krankheit::N,malaltia,сырхау
503,Schmerz::N,dolor,авырту
504,Wunde::N,ferida,яра
505,Wunde::N,ferida,җәрәхәт
506,Fieber::N,febre,бизгәк
507,Arznei::N,medicament,дару
508,Brücke::N,pont,күпер
509,Brunnen::N,pou,кое
510,Weide::N,pastura,утлавык
511,Pfad::N,senda,сукмак
512,Pfad::N,sender,сукмак
513,Weg::N,camí,юл
514,Straße::N,carretera,урам
515,Dorf::N,poble,авыл
516,Stadt::N,ciutāt,шәһәр
517,Brief::N,carta,хат
518,Buch::N,llibre,китап
519,Buchstabe::N,lletra,хәреф
520,Zeitung::N,diāri,газет
521,Zeitung::N,diāri,газета
522,Leben::N,vida,гомер
523,Leben::N,vida,тормыш
524,Leben::N,vida,тереклек
525,Tod::N,mort,үлем
526,Grab::N,tomba,гүр
527,Grab::N,tomba,кабер
528,Kirche::N,església,чиркәү
529,Sünde::N,pecat,язык
530,Sünde::N,pecat,гөнаһ
531,Gott::N,déu,алла
532,Gott::N,déu,ходай
533,Arbeiter::N,obrer,эшче
534,Chef::N,cap,башлык
535,Meister::N,mestre,оста
536,Arzt::N,metge,врач
537,Arzt::N,metge,табиб
538,Lehrer::N,mestre,укытучы
539,Lehrer::N,mestre,мөгаллим
540,Geld::N,dinērs,акча
541,Geschäft::N,negoci,эш
542,Laden::N,tenda,кибет
543,Laden::N,tenda,магазин
544,Laden::N,botiga,кибет
545,Laden::N,botiga,магазин
546,Preis::N,preu,бәя
547,Preis::N,preu,бәһа
548,Ware::N,mercaderia,товар
549,Nutzen::N,profit,файда
550,Reichtum::N,riquesa,байлык
551,Welt::N,món,дөнья
552,Land::N,país,ил
553,Staat::N,estat,дәүләт
554,König::N,rei,патша
555,Macht::N,poder,хакимият
556,Macht::N,potència,хакимият
557,Grenze::N,frontera,чик
558,Krieg::N,guerra,сугыш
559,Feind::N,enemic,дошман
560,Gewalt::N,violència,көчләү
561,Kampf::N,lluita,көрәш
562,Bogen[Waffe]::N,arc,җәя
563,Pfeil::N,fletxa,ук
564,Gewehr::N,fusell,мылтык
565,Gewehr::N,escopeta,мылтык
566,Fehler::N,falta,хата
567,Lüge::N,mentida,ялган
568,Schaden::N,dany,зыян
569,Schaden::N,dany,зарар
570,Unglück::N,desgràcia,бәла
571,Schuld::N,culpa,гаеп
572,Alter::N,edat,яшь
573,Schluss::N,fi,ахыр
574,Schluss::N,final,ахыр
575,Zeit::N,temps,заман
576,Tag::N,dia,көн
577,Morgen::N,matí,иртә
578,Mittag::N,migdia,өйлә
579,Abend::N,vespre,кич
580,Nacht::N,nit,төн
581,Woche::N,setmana,атна
582,Monat::N,mes,ай
583,Jahr::N,any,ел
584,Frühling::N,primavera,яз
585,Sommer::N,estīu,җәй
586,Herbst::N,tardor,көз
587,Winter::N,hivērn,кыш
588,Januar::N,gener,гыйнвар
589,Februar::N,febrer,февраль
590,März::N,març,март
591,April::N,abril,апрель
592,Mai::N,maig,май
593,Juni::N,juny,июнь
594,Juli::N,juliol,июль
595,August::N,agost,август
596,September::N,setembre,сентябрь
597,Oktober::N,octubre,октябрь
598,November::N,novembre,ноябрь
599,Dezember::N,desembre,декабрь
600,Montag::N,dilluns,дүшәмбе
601,Dienstag::N,dimarts,сишәмбе
602,Mittwoch::N,dimecres,чәршәмбе
603,Donnerstag::N,dijous,атнакич
604,Donnerstag::N,dijous,пәнҗешәмбе
605,Freitag::N,divendres,җомга
606,Samstag::N,dissabte,шимбә
607,Sonntag::N,diumenge,якшәмбе
608,groß::A,gros,зур
609,klein::A,petīt,кечкенә
610,lang::A,llarg,озын
611,kurz::A,curt,кыска
612,breit::A,ample,киң
613,schmal::A,estret,кысык
614,dicht::A,dens,куе
615,dick[Gegenstand]::A,gruixūt,калын
616,dünn::A,prim,нечкә
617,fein::A,fi,нәзакәтле
618,fest::A,ferm,нык
619,fest::A,sòlid,нык
620,flach::A,pla,яссы
621,flach::A,pla,ялпак
622,glatt::A,llis,шома
623,hart::A,dur,каты
624,weich::A,tou,йомшак
625,rund::A,rodó,түгәрәк
626,spitz::A,punxegut,очлы
627,scharf::A,agut,үткен
628,stumpf::A,rom,үтмәс
629,stumpf::A,esmussat,үтмәс
630,schwer::A,pesāt,салмак
631,schön::A,bonīc,гүзәл
632,heiß::A,calēnt,эссе
633,warm::A,càlid,җылы
634,kalt::A,fred,суык
635,kalt::A,fred,салкын
636,kühl::A,fresc,салкынча
637,frisch::A,fresc,салкынча
638,feucht::A,humit,юеш
639,nass::A,mullat,дымлы
640,trocken::A,sec,коры
641,voll::A,ple,тулы
642,leer::A,buit,буш
643,offen::A,obert,ачык
644,geschlossen::A,tancat,йомык
645,sauber::A,net,пакь
646,sauber::A,net,чиста
647,schmutzig::A,brut,керле
648,schmutzig::A,brut,пычрак
649,roh::A,cru,чи
650,reif::A,madur,өлгергән
651,lecker::A,deliciós,тәмле
652,süß::A,dolç,татлы
653,bitter::A,amarg,ачы
654,sauer::A,agre,әче
655,hell::A,clar,якты
656,dunkel::A,fosc,кара
657,schwarz::A,negre,кара
658,weiß::A,blanc,ак
659,rot::A,vermēll,кызыл
660,gelb::A,groc,сары
661,blau::A,blau,күк
662,grün::A,verd,яшел
663,grau::A,gris,соры
664,bunt::A,multicolor,чуар
665,billig::A,barat,арзан
666,teuer::A,car,хаклы
667,wertvoll::A,preciós,кыйммәтле
668,blind::A,cec,сукыр
669,blind::A,cec,күзсез
670,taub::A,sord,чукрак
671,taub::A,sord,саңгырау
672,kräftig::A,fort,егәрле
673,kräftig::A,vigorós,егәрле
674,stark::A,fort,нык
675,stark::A,fort,базык
676,schwach::A,feble,зәгыйфь
677,fett::A,gras,симез
678,schlank::A,esvelt,нәзек
679,hübsch::A,maco,чибәр
680,böse::A,dolent,усал
681,dumm::A,ximple,акылсыз
682,dumm::A,estúpid,акылсыз
683,faul::A,gandūl,ялкау
684,faul::A,gandūl,иренчәк
685,faul::A,mandrós,ялкау
686,faul::A,mandrós,иренчәк
687,fleißig::A,diligēnt,тырыш
688,fleißig::A,diligēnt,тырышучан
689,geizig::A,avar,саран
690,klug::A,intel·ligent,акыллы
691,geschickt::A,hàbil,маһир
692,lieb::A,amat,сөекле
693,lieb::A,estimat,сөекле
694,lustig::A,alegre,күңелле
695,sanft::A,suau,басынкы
696,hungrig::A,afamat,ач
697,krank::A,malālt,чирле
698,krank::A,malālt,сырхау
699,nackt::A,nu,шәрә
700,traurig::A,trist,ямансу
701,lebendig::A,viu,тере
702,gut::A,bo,яхшы
703,schlecht::A,dolēnt,начар
704,richtig::A,just,дөрес
705,richtig::A,correcte,дөрес
706,schlimm::A,greu,әшәкә
707,wahr::A,vertader,чып-чын
708,wahr::A,veritable,чып-чын
709,alt::A,vell,иске
710,neu::A,nou,яңа
711,ehemalig::A,antic,элекке
712,alt[Lebewesen]::A,vell,карт
713,jung::A,jove,яшь
714,arm::A,pobre,фәкыйрь
715,reich::A,ric,бай
716,bekannt::A,conegut,таныш
717,berühmt::A,famós,атаклы
718,fremd::A,estrany,ят
719,verschieden::A,diferent,төрле
720,nah::A,pròxim,якын
721,fern::A,llunyà,ерак
722,fern::A,distant,ерак
723,linker::A,esquerre,сул
724,rechter::A,dret,уң
725,anderer::A,altre,бүтән
726,erster::A,primer,беренче
727,zweiter::A,segon,икенче
728,dritter::A,tercer,өченче
729,letzter::A,últim,ахыргы
730,allein::ADV,sol,ялгыз
731,auf einmal::ADV,d'una vegada,бердән
732,zusammen::ADV,junt,бергә
733,lange::ADV,molt de temps,озак
734,plötzlich::ADV,de cop,искәрмәстән
735,plötzlich::ADV,de sobte,искәрмәстән
736,sofort::ADV,de seguida,хәзер
737,später::ADV,més tard,соңрак
738,jetzt::ADV,ara,хәзер
739,heute::ADV,avūi,бүген
740,morgen::ADV,demà,иртәгә
741,bald::ADV,aviāt,тиздән
742,dann::ADV,després,аннары
743,gestern::ADV,ahir,кичә
744,einst::ADV,anteriorment,берчак
745,damals::ADV,llavōrs,ул вакытта
746,damals::ADV,llavōrs,ул чакта
747,damals::ADV,aleshores,ул вакытта
748,damals::ADV,aleshores,ул чакта
749,danach::ADV,després,да
750,vorher::ADV,abāns,элек
751,zuerst::ADV,primer,башта
752,einmal::ADV,una vegada,бер
753,einmal::ADV,una vegada,бер мәртәбә
754,manchmal::ADV,de vegades,кайчакта
755,oft::ADV,sovint,еш
756,immer::ADV,sempre,һәркайчан
757,niemals::ADV,no ... mai,hичбер вакыт
758,hier::ADV,aquí,монда
759,hier::ADV,aquí,биредә
760,hierhin::ADV,per aquí,монда
761,von hier::ADV,des d'aquí,моннан
762,dort::ADV,allí,анда
763,dorthin::ADV,hi,тегеләй
764,geradeaus::ADV,tot dret,турыдан-туры
765,vorwärts::ADV,endavānt,алга
766,rückwärts::ADV,endarrera,кире
767,zurück::ADV,darrere,кире
768,unten::ADV,a baix,түбәндә
769,hinab::ADV,cap avall,аска
770,oben::ADV,dalt,өстә
771,oben::ADV,dalt,югарыда
772,hinauf::ADV,cap amunt,өскә
773,überall::ADV,pertot,hәркайда
774,überall::ADV,per tot arreu,hәркайда
775,nicht::ADV,no,түгел
776,ein wenig::ADV,una mica,бераз
777,kaum::ADV,a penes,көчкә
778,sehr::ADV,molt,бик
779,so::ADV,així,алай
780,noch::ADV,encara,янә
781,noch::ADV,encara,тагын
782,nur::ADV,només,фәкать
783,schon::ADV,ja,инде
784,wieder::ADV,de nou,янә
785,wieder::ADV,de nou,тагын
786,vergebens::ADV,en va,юкка
787,vor::PRP,davānt,алдыннан
788,vor::PRP,enfront de,алдыннан
789,hinter::PRP,darrera,арттан
790,unter::PRP,sota,астында
791,durch::PRP,per,аша
792,neben::PRP,al costāt de,тирәсендә
793,zwischen::PRP,entre,арасында
794,wegen::PRP,a causa de,сәбәпле
795,dies::PRN,aquest,бу
796,das::PRN,això,ул
797,alles::PRN,tot,һәммә
798,ich::PRN,jo,мин
799,du::PRN,tu,син
800,er::PRN,ell,ул
801,wir::PRN,nosaltres,без
802,ihr::PRN,vosaltres,сез
803,sie::PRN,ells,ул
804,sie::PRN,elles,ул
805,was::FPRN,què,ни
806,was::FPRN,què,нәрсә
807,wer::FPRN,qui,кем
808,wo::FADV,on,кайда
809,wohin::FADV,cap a on,кая
810,wie::FADV,com,ничек
811,warum::FADV,per què,нигә
812,wieviel::FNUM,quant,ничә
813,eins::NUM,u,бер
814,zwei::NUM,dos,ике
815,drei::NUM,tres,өч
816,vier::NUM,quatre,дүрт
817,fünf::NUM,cinc,биш
818,sechs::NUM,sis,алты
819,sieben::NUM,set,җиде
820,acht::NUM,vuit,сигез
821,neun::NUM,nou,тугыз
822,zehn::NUM,deu,ун
823,elf::NUM,onze,унбер
824,zwölf::NUM,dotze,унике
825,zwanzig::NUM,vint,егерме
826,dreißig::NUM,trenta,утыз
827,vierzig::NUM,quaranta,кырык
828,fünfzig::NUM,cinquanta,илле
829,sechzig::NUM,seixanta,алтмыш
830,siebzig::NUM,setanta,җитмеш
831,achtzig::NUM,vuitanta,сиксән
832,neunzig::NUM,noranta,туксан
833,hundert::NUM,cent,йөз
834,tausend::NUM,mil,мең
835,und::CNJ,i,вә
836,oder::CNJ,o,яки
