,Concept_ID,pt,mn
149,Gras::N,erva,өвс
150,Gras::N,erva,ногоо
151,Wurzel::N,raiz,үндэс
152,Baum::N,árvore,мод
153,Stamm::N,tronco,иш
154,Stamm::N,tronco,гуалин
155,Rinde::N,casca,холтос
156,Ast::N,ramo,гишүү
157,Zweig::N,galho,салаа
158,Blatt::N,folha,навч
159,Birke::N,bétula,хус
160,Kiefer[Baum]::N,pinheiro,нарс
161,Weide[Baum]::N,salgueiro,уд
162,Weide[Baum]::N,salgueiro,бургас
163,Tanne::N,abeto,гачуур
164,Horn::N,corno,эвэр
165,Horn::N,chifre,эвэр
166,Feder::N,pena,өд
167,Fell::N,pele,арьс
168,Flügel::N,asa,жигүүр
169,Flügel::N,asa,далавч
170,Klaue::N,pata,савар
171,Klaue::N,pata,хумс
172,Kralle::N,unha,савар
173,Kralle::N,garra,савар
174,Schwanz::N,rabo,сүүл
175,Schwanz::N,cauda,сүүл
176,Ei::N,ovo,өндөг
177,Nest::N,ninho,үүр
178,Bau::N,toca,нүх
179,Bau::N,toca,элүү
180,Bau::N,covil,нүх
181,Bau::N,covil,элүү
182,Tier::N,animal,амьтан
183,Tier::N,animal,адгуус
184,Herde::N,rebanho,сүрэг
185,Kuh::N,vaca,үнээ
186,Bulle::N,touro,бух
187,Pferd::N,cavalo,морь
188,Pferd::N,cavalo,адуу
189,Schaf::N,ovelha,хонь
190,Schwein::N,porco,гахай
191,Hund::N,cão,нохой
192,Katze::N,gata,муур
193,Katze::N,gata,мигуй
194,Bär::N,urso,баавгай
195,Eichhörnchen::N,esquilo,хэрэм
196,Elch::N,alce,хандгай
197,Fuchs::N,raposa,үнэг
198,Hase::N,lebre,туулай
199,Maus::N,rato,хулгана
200,Wolf::N,lobo,чоно
201,Vogel::N,ave,шувуу
202,Vogel::N,pássaro,шувуу
203,Schwarm::N,bando,сүрэг
204,Schwarm::N,enxame,сүрэг
205,Huhn::N,galinha,тахиа
206,Hahn::N,galo,эр тахиа
207,Gans::N,ganso,галуу
208,Adler::N,águia,бүргэд
209,Ente::N,pata,нугас
210,Eule::N,mocho,ууль
211,Eule::N,coruja,ууль
212,Kranich::N,grou,тогоруу
213,Krähe::N,gralha,хэрээ
214,Kuckuck::N,cuco,хөхөө
215,Schwan::N,cisne,хун
216,Fisch::N,peixe,загас
217,Barsch::N,perca,алгана
218,Hecht::N,lúcio,цурхай
219,Schlange[Tier]::N,serpente,могой
220,Wurm::N,verme,өт
221,Wurm::N,verme,хорхой
222,Spinne::N,aranha,аалз
223,Ameise::N,formiga,шоргоолж
224,Laus::N,piolho,бөөс
225,Mücke::N,mosquito,шумуул
226,Fliege::N,mosca,ялаа
227,Schmetterling::N,borboleta,эрвээхэй
228,Beere::N,bago,жимсгэнэ
229,Apfel::N,maçã,алим
230,Pilz::N,fungo,мөөг
231,Pilz::N,cogumelo,мөөг
232,Zwiebel::N,cebola,сонгино
233,Saat::N,sementeira,тариа
234,Korn::N,grão,үр
235,Korn::N,grão,мөхлөг
236,Heu::N,feno,өвс
237,Schale::N,casca,хальс
238,Grube::N,cova,алам
239,Grube::N,cova,нүх
240,Grube::N,fossa,алам
241,Grube::N,fossa,нүх
242,Falle::N,armadilha,хавх
243,Falle::N,armadilha,занга
244,Schlinge::N,laço,урхи
245,Spur::N,pista,мөр
246,Spur::N,vestígio,мөр
247,Asche::N,cinza,үнс
248,Dreck::N,sujidade,хир
249,Eisen::N,ferro,төмөр
250,Gold::N,ouro,алт
251,Silber::N,prata,мөнгө
252,Kohle::N,carvão,нүүрс
253,Glas::N,vidro,шил
254,Lehm::N,barro,шавар
255,Lehm::N,argila,шавар
256,Sand::N,areia,элс
257,Mensch::N,homem,хүн
258,Mensch::N,pessoa,хүн
259,Mann::N,homem,эр
260,Mann::N,homem,эрэгтэй
261,Frau::N,mulher,эмэгтэй
262,Frau::N,mulher,хатагтай
263,Kind::N,filho,хүүхэд
264,Kind::N,criança,хүүхэд
265,Junge::N,rapaz,хүү
266,Junge::N,menino,хүү
267,Mädchen::N,menina,охин
268,Mädchen::N,menina,бүсгүй
269,Mädchen::N,rapariga,охин
270,Mädchen::N,rapariga,бүсгүй
271,Familie::N,família,айл
272,Großvater::N,avô,өвгөн аав
273,Großmutter::N,avó,эмэг эх
274,Großmutter::N,avó,эмгээ
275,Eltern::N,pais,эцэг эх
276,Vater::N,pai,аав
277,Vater::N,pai,эцэг
278,Mutter::N,mãe,эх
279,Mutter::N,mãe,ээж
280,Sohn::N,filho,хүү
281,Tochter::N,filha,охин
282,Bruder::N,irmão,ах
283,Bruder::N,irmão,дүү
284,Schwester::N,irmã,эгч
285,Schwester::N,irmã,охин дүү
286,Onkel::N,tio,авга ах
287,Onkel::N,tio,нагац ах
288,Tante::N,tia,авга эгч
289,Tante::N,tia,нагац эгч
290,Ehemann::N,esposo,нөхөр
291,Ehefrau::N,esposa,эхнэр
292,Ehefrau::N,esposa,гэргий
293,Freude::N,prazer,баяр
294,Freude::N,prazer,баясгалан
295,Freude::N,alegria,баяр
296,Freude::N,alegria,баясгалан
297,Gelächter::N,risada,инээдэм
298,Gelächter::N,gargalhada,инээдэм
299,Glück::N,felicidade,жаргалан
300,Kummer::N,aflição,гаслан
301,Kummer::N,desgosto,гаслан
302,Wunsch::N,desejo,ерөөл
303,Lust::N,vontade,дур
304,Lust::N,vontade,хүсэл
305,Geist::N,mente,оюун
306,Geist::N,espírito,оюун
307,Gedanke::N,ideia,сэтгэл
308,Gedanke::N,pensamento,сэтгэл
309,Gedächtnis::N,memória,ой
310,Gedächtnis::N,memória,цээж
311,Verstand::N,razão,ухаан
312,Verstand::N,inteligência,ухаан
313,Sinn::N,sentido,утга
314,Sinn::N,significado,утга
315,Grund::N,causa,учир
316,Grund::N,motivo,учир
317,Wahrheit::N,verdade,үнэн
318,Gespräch::N,conversa,яриа
319,Gespräch::N,conversação,яриа
320,Märchen::N,conto,явган үлгэр
321,Erzählung::N,conto,тууж
322,Erzählung::N,narrativa,тууж
323,Nachricht::N,mensagem,мэдээ
324,Neuigkeit::N,notícia,сонин
325,Neuigkeit::N,novidade,сонин
326,Name::N,nome,нэр
327,Rätsel::N,adivinha,оньсого
328,Rede::N,oração,хэлсэн үг
329,Rede::N,discurso,хэлсэн үг
330,Sprache::N,língua,хэл
331,Stimme::N,voz,дуу
332,Wort::N,palavra,үг
333,Zeichen::N,marca,тамга
334,Zeichen::N,marca,тэмдэг
335,Ruf::N,grito,дуудлага
336,Ruf::N,chamada,дуудлага
337,Lärm::N,ruído,шуугиан
338,Lärm::N,ruído,чимээ
339,Lärm::N,barulho,шуугиан
340,Lärm::N,barulho,чимээ
341,Laut::N,som,анир
342,Laut::N,som,дуу
343,Ton::N,tom,авиа
344,Ton::N,tom,аялгуу
345,Lied::N,canção,дуу
346,Ruhe::N,calma,энх
347,Ruhe::N,calma,тайван
348,Ruhe::N,silêncio,энх
349,Ruhe::N,silêncio,тайван
350,Leute::N,gente,хүмүүс
351,Leute::N,pessoas,хүмүүс
352,Volk::N,povo,улс
353,Volk::N,nação,улс
354,Arbeit::N,trabalho,ажил
355,Arbeit::N,trabalho,хөдөлмөр
356,Gast::N,hóspede,зочин
357,Gast::N,hóspede,айлчин
358,Gast::N,convidado,зочин
359,Gast::N,convidado,айлчин
360,Geschenk::N,prenda,бэлэг
361,Geschenk::N,presente,бэлэг
362,Spiel::N,jogo,наадам
363,Spiel::N,jogo,тоглоом
364,Gesellschaft::N,companhia,хамт байх
365,Hilfe::N,ajuda,тусламж
366,Hilfe::N,socorro,тусламж
367,Freund::N,amigo,найз
368,Freund::N,amigo,нөхөр
369,Kamerad::N,camarada,хань
370,Kamerad::N,camarada,нөхөр
371,Angelegenheit::N,assunto,хэрэг
372,Anzahl::N,número,тоо
373,Anzahl::N,quantidade,тоо
374,Art::N,tipo,төрөл
375,Art::N,tipo,янз
376,Art::N,espécie,төрөл
377,Art::N,espécie,янз
378,Stück::N,pedaço,хэсэг
379,Teil::N,peça,хувь
380,Teil::N,peça,хэсэг
381,Teil::N,parte,хувь
382,Teil::N,parte,хэсэг
383,Hälfte::N,metade,хагас
384,Kreis::N,círculo,тойрог
385,Kreis::N,círculo,хүрээ
386,Kreuz::N,cruz,загалмай
387,Linie::N,linha,шугам
388,Strich::N,traço,зураас
389,Abstand::N,distância,зай
390,Entfernung::N,distância,зай
391,Entfernung::N,distância,хол ойр
392,Gegend::N,área,хавь
393,Gegend::N,área,газар
394,Gegend::N,região,хавь
395,Gegend::N,região,газар
396,Platz::N,lugar,зай
397,Platz::N,lugar,завсар
398,Ort::N,sítio,газар
399,Ort::N,sítio,байр
400,Seite::N,lado,тал
401,Seite::N,lado,этгээд
402,Mitte::N,meio,төв
403,Mitte::N,meio,дунд
404,Gegenstand::N,objecto,юм
405,Sache::N,coisa,үйл
406,Sache::N,coisa,хэрэг
407,Rand::N,bordo,зах
408,Rand::N,bordo,хөвөө
409,Rand::N,margem,зах
410,Rand::N,margem,хөвөө
411,Kante::N,borda,ирмэг
412,Kante::N,aresta,ирмэг
413,Ecke::N,esquina,өнцөг
414,Spitze::N,ponta,үзүүр
415,Ende::N,cabo,зах
416,Ende::N,cabo,үзүүр
417,Ende::N,extremo,зах
418,Ende::N,extremo,үзүүр
419,Loch::N,furo,цоорхой
420,Loch::N,furo,онгорхой
421,Loch::N,buraco,цоорхой
422,Loch::N,buraco,онгорхой
423,Winkel::N,canto,өнцөг
424,Winkel::N,ângulo,өнцөг
425,Muster::N,padrão,хээ
426,Muster::N,padrão,угалз
427,Muster::N,desenho,хээ
428,Muster::N,desenho,угалз
429,Größe::N,tamanho,хэмжээ
430,Länge::N,comprimento,урт
431,Höhe::N,altura,өндөр
432,Höhe::N,altitude,өндөр
433,Gewicht::N,peso,жин
434,Menge::N,quantidade,тоо
435,Haufen::N,pilha,бөөн
436,Reihe::N,fila,эгнээ
437,Boot::N,barco,завь
438,Ruder::N,remo,сэлүүр
439,Schlitten::N,trenó,чарга
440,Ski::N,esqui,цана
441,Lagerfeuer::N,fogueira,түүдэг
442,Last::N,carga,ачаа
443,Gang::N,curso,явдал
444,Gang::N,caminhada,явдал
445,Schritt::N,passo,алхам
446,Norden::N,norte,умар
447,Süden::N,sul,урд
448,Süden::N,sul,өмнө
449,Westen::N,oeste,өрнө
450,Westen::N,oeste,баруун
451,Westen::N,ocidente,өрнө
452,Westen::N,ocidente,баруун
453,Osten::N,este,зүүн
454,Osten::N,este,дорно
455,Osten::N,leste,зүүн
456,Osten::N,leste,дорно
457,Osten::N,oriente,зүүн
458,Osten::N,oriente,дорно
459,Holz::N,madeira,мод
460,Brett::N,tábua,банз
461,Brett::N,prancha,банз
462,Platte::N,laje,хавтан
463,Platte::N,chapa,хавтан
464,Stütze::N,apoio,тулгуур
465,Stütze::N,apoio,тулга
466,Stütze::N,suporte,тулгуур
467,Stütze::N,suporte,тулга
468,Stange::N,vara,сургааг
469,Stange::N,barra,сургааг
470,Stock::N,pau,саваа
471,Stock::N,bengala,саваа
472,Stab::N,bastão,таяг
473,Rohr::N,cano,хоолой
474,Haus::N,casa,гэр
475,Haus::N,casa,байшин
476,Heim::N,lar,гэр
477,Heim::N,casa,гэр
478,Ofen::N,estufa,зуух
479,Ofen::N,estufa,пийшин
480,Ofen::N,aquecedor,зуух
481,Ofen::N,aquecedor,пийшин
482,Fußboden::N,piso,шал
483,Tisch::N,mesa,ширээ
484,Stuhl::N,cadeira,сандал
485,Wiege::N,berço,өлгий
486,Bett::N,cama,ор
487,Regal::N,estante,тавиур
488,Regal::N,prateleira,тавиур
489,Kiste::N,caixa,авдар
490,Kiste::N,caixa,хайрцаг
491,Fenster::N,janela,гэгээвч
492,Tür::N,porta,үүд
493,Tür::N,porta,хаалга
494,Tor::N,portão,хаалга
495,Zaun::N,cerca,хашаа
496,Zaun::N,vedação,хашаа
497,Dach::N,telhado,дээвэр
498,Leiter::N,escada,шат
499,Leiter::N,escada móvel,шат
500,Besen::N,vassoura,хамуур
501,Besen::N,vassoura,туужуу
502,Spaten::N,pá,хүрз
503,Schaufel::N,pá,хүрз
504,Gabel::N,garfo,сэрээ
505,Löffel::N,colher,халбага
506,Messer::N,faca,хутга
507,Nagel::N,cravo,хадаас
508,Netz::N,rede,өөш
509,Netz::N,rede,тор
510,Haken::N,gancho,гох
511,Griff::N,asa,иш
512,Griff::N,asa,сэнж
513,Griff::N,cabo,иш
514,Griff::N,cabo,сэнж
515,Schloss::N,fechadura,цуурга
516,Schloss::N,fechadura,цоож
517,Bild::N,imagem,зураг
518,Figur::N,figura,баримал
519,Puppe::N,boneca,хүүхэлдэй
520,Beutel::N,saco,агсаа
521,Beutel::N,saco,уут
522,Beutel::N,bolsa,агсаа
523,Beutel::N,bolsa,уут
524,Bündel::N,fardo,боодол
525,Tasche::N,saco,цүнх
526,Tasche::N,bolso,цүнх
527,Eimer::N,balde,хөнөг
528,Eimer::N,balde,хувин
529,Deckel::N,tampa,таг
530,Deckel::N,tampa,хавхаг
531,Geschirr::N,louça,сав суулга
532,Sack::N,saca,шуудай
533,Tasse::N,chávena,аяга
534,Topf::N,tacho,тогоо
535,Topf::N,panela,тогоо
536,Kessel::N,caldeira,тогоо
537,Essen::N,refeição,идээ
538,Nahrung::N,comida,хүнс
539,Nahrung::N,alimento,хүнс
540,Speise::N,prato,идээ
541,Fleisch::N,carne,мах
542,Getreide::N,cereais,будаа
543,Brei::N,puré,богшмол
544,Brei::N,puré,будаа
545,Brot::N,pão,талх
546,Scheibe::N,fatia,зүсэм
547,Scheibe::N,fatia,хэрчим
548,Fett::N,banha,өөх
549,Fett::N,gordura,өөх
550,Butter::N,manteiga,тос
551,Öl::N,azeite,тос
552,Salz::N,sal,давс
553,Suppe::N,sopa,шөл
554,Suppe::N,caldo,шөл
555,Honig::N,mel,бал
556,Milch::N,leite,сүү
557,Tee::N,chá,цай
558,Leder::N,couro,арьс
559,Leder::N,couro,савхи
560,Wolle::N,lã,ноос
561,Wolle::N,lã,унгас
562,Stoff::N,pano,бөс
563,Stoff::N,tecido,бөс
564,Nadel::N,agulha,зүү
565,Faden::N,fio,боолт
566,Faden::N,fio,утас
567,Knopf::N,botão,товч
568,Knoten::N,nó,зангилаа
569,Farbe::N,corante,будаг
570,Kleidung::N,roupa,хувцас
571,Kleidung::N,vestuário,хувцас
572,Hemd::N,camisa,цамц
573,Kragen::N,gola,зах заам
574,Ärmel::N,manga,ханцуй
575,Hose::N,calça,өмд
576,Gürtel::N,cinto,бүс
577,Mütze::N,boné,малгай
578,Mütze::N,boné,бүрх
579,Mütze::N,barrete,малгай
580,Mütze::N,barrete,бүрх
581,Schuh::N,sapato,туфли
582,Stiefel::N,bota,гутал
583,Ring::N,anel,бөгж
584,Band::N,fita,тууз
585,Band::N,faixa,тууз
586,Kamm::N,pente,сам
587,Spiegel::N,espelho,толь
588,Riemen::N,correia,тасам
589,Riemen::N,correia,сур
590,Schnur::N,corda,татлага
591,Schnur::N,cordel,татлага
592,Leine::N,trela,оосор
593,Decke::N,cobertor,хөнжил
594,Decke::N,cobertor,хучлага
595,Kissen::N,almofada,дэр
596,Tuch::N,pano,алчуур
597,Tuch::N,pano,даавуу
598,Handtuch::N,toalha,алчуур
599,Kraft::N,força,чадал
600,Kraft::N,força,хүч
601,Stärke::N,força,эрч
602,Stärke::N,força,тэнхээ
603,Gesundheit::N,saúde,бие
604,Gesundheit::N,saúde,эрүүл мэнд
605,Krankheit::N,doença,эмгэг
606,Krankheit::N,enfermidade,эмгэг
607,Schmerz::N,dor,өвчин
608,Wunde::N,chaga,шарх
609,Wunde::N,ferida,шарх
610,Fieber::N,febre,халуун
611,Arznei::N,remédio,эм
612,Brücke::N,ponte,гүүр
613,Brunnen::N,poço,худаг
614,Weide::N,pastagem,бэлчээр
615,Pfad::N,senda,жим
616,Pfad::N,senda,зөрөг
617,Pfad::N,trilho,жим
618,Pfad::N,trilho,зөрөг
619,Weg::N,caminho,зам
620,Weg::N,caminho,харгуй
621,Straße::N,via,зам
622,Straße::N,via,харгуй
623,Straße::N,estrada,зам
624,Straße::N,estrada,харгуй
625,Dorf::N,aldeia,тосгон
626,Dorf::N,aldeia,гацаа
627,Stadt::N,cidade,хот
628,Brief::N,carta,захидал
629,Brief::N,carta,захиа
630,Buch::N,livro,ном
631,Buch::N,livro,бичиг
632,Buchstabe::N,letra,үсэг
633,Zeitung::N,jornal,сонин
634,Leben::N,vida,амь
635,Leben::N,vida,амьдрал
636,Tod::N,morte,үхэл
637,Grab::N,túmulo,булш
638,Grab::N,sepultura,булш
639,Kirche::N,igreja,сүм
640,Sünde::N,pecado,нүгэл
641,Sünde::N,pecado,хилэнц
642,Gott::N,deus,бурхан
643,Arbeiter::N,operário,ажилчин
644,Arbeiter::N,operário,хөдөлмөрчин
645,Arbeiter::N,trabalhador,ажилчин
646,Arbeiter::N,trabalhador,хөдөлмөрчин
647,Chef::N,chefe,дарга
648,Chef::N,patrão,дарга
649,Meister::N,mestre,дархан
650,Arzt::N,médico,эмч
651,Lehrer::N,professor,багш
652,Geld::N,dinheiro,цаас
653,Geld::N,dinheiro,мөнгө
654,Geschäft::N,negócio,наймаа
655,Laden::N,loja,дэлгүүр
656,Preis::N,preço,үнэ
657,Ware::N,mercadoria,таваар
658,Ware::N,mercadoria,бараа
659,Nutzen::N,proveito,ашиг
660,Reichtum::N,riqueza,баялаг
661,Welt::N,mundo,дэлхий
662,Welt::N,mundo,орчлон
663,Land::N,país,улс
664,Land::N,país,орон
665,Staat::N,Estado,төр
666,Staat::N,Estado,гүрэн
667,König::N,rei,ван
668,Macht::N,poder,засаг
669,Macht::N,potência,засаг
670,Grenze::N,fronteira,хил
671,Krieg::N,guerra,дайн
672,Feind::N,inimigo,дайсан
673,Gewalt::N,violência,хүчирхэх
674,Kampf::N,luta,тэмцэл
675,Kampf::N,luta,байлдаан
676,Kampf::N,combate,тэмцэл
677,Kampf::N,combate,байлдаан
678,Bogen[Waffe]::N,arco,нум
679,Pfeil::N,seta,годил
680,Pfeil::N,seta,сум
681,Pfeil::N,flecha,годил
682,Pfeil::N,flecha,сум
683,Gewehr::N,espingarda,буу
684,Fehler::N,erro,эндэл
685,Fehler::N,erro,алдаа
686,Fehler::N,falha,эндэл
687,Fehler::N,falha,алдаа
688,Lüge::N,mentira,худал
689,Schaden::N,dano,хор
690,Schaden::N,dano,хөнөөл
691,Schaden::N,estrago,хор
692,Schaden::N,estrago,хөнөөл
693,Unglück::N,desgraça,гай
694,Unglück::N,desgraça,гамшиг
695,Schuld::N,culpa,гэм
696,Schuld::N,culpa,буруу
697,Alter::N,idade,нас
698,Schluss::N,fim,эцэс
699,Schluss::N,fim,төгсгөл
700,Zeit::N,tempo,цаг
701,Tag::N,dia,өдөр
702,Morgen::N,manhã,өглөө
703,Mittag::N,meio-dia,үд
704,Abend::N,noite,үдэш
705,Abend::N,tardinha,үдэш
706,Nacht::N,noite,шөнө
707,Woche::N,semana,долоо хоног
708,Monat::N,mês,сар
709,Jahr::N,ano,жил
710,Frühling::N,primavera,хавар
711,Sommer::N,verão,зун
712,Herbst::N,outono,намар
713,Winter::N,inverno,өвөл
714,Januar::N,Janeiro,нэгдүгээр сар
715,Februar::N,Fevereiro,хоёрдугаар сар
716,März::N,Março,гуравдугаар сар
717,April::N,Abril,дөрөвдүгээр сар
718,Mai::N,Maio,тавдугаар сар
719,Juni::N,Junho,зургаадугаар сар
720,Juli::N,Julho,долдугаар сар
721,August::N,Agosto,наймдугаар сар
722,September::N,Setembro,есдүгээр сар
723,Oktober::N,Outubro,аравдугаар сар
724,November::N,Novembro,арван нэгдүгээр сар
725,Dezember::N,Dezembro,арван хоёрдугаар сар
726,Montag::N,segunda-feira,даваа
727,Dienstag::N,terça-feira,мягмар
728,Mittwoch::N,quarta-feira,лхагва
729,Donnerstag::N,quinta-feira,пүрэв
730,Freitag::N,sexta-feira,баасан
731,Samstag::N,sábado,бямба
732,Sonntag::N,domingo,ням
733,groß::A,grande,их
734,groß::A,grande,том
735,klein::A,pequeno,бага
736,klein::A,pequeno,жаахан
737,lang::A,comprido,урт
738,kurz::A,curto,охор
739,kurz::A,curto,богино
740,breit::A,largo,өргөн
741,schmal::A,estreito,уйтан
742,schmal::A,estreito,нарийн
743,dicht::A,denso,нягт
744,dicht::A,denso,чигжүү
745,dick[Gegenstand]::A,grosso,зузаан
746,dünn::A,delgado,нимгэн
747,fein::A,fino,нарийн
748,fein::A,subtil,нарийн
749,fest::A,firme,бөх
750,fest::A,firme,хатуу
751,fest::A,sólido,бөх
752,fest::A,sólido,хатуу
753,flach::A,plano,хавтгай
754,glatt::A,liso,цагаан
755,hart::A,duro,хатуу
756,weich::A,mole,зөөлөн
757,rund::A,redondo,дугуй
758,rund::A,redondo,дугариг
759,spitz::A,agudo,шовх
760,spitz::A,agudo,шовгор
761,scharf::A,afiado,хурц
762,scharf::A,afiado,иртэй
763,stumpf::A,rombo,мохоо
764,schwer::A,pesado,хүнд
765,schön::A,belo,гуа
766,schön::A,belo,сайхан
767,schön::A,bonito,гуа
768,schön::A,bonito,сайхан
769,heiß::A,quente,халуун
770,warm::A,quente,дулаан
771,kalt::A,frio,хүйтэн
772,kühl::A,fresco,сэрүүн
773,frisch::A,fresco,эрүүл
774,frisch::A,fresco,жихүүн
775,feucht::A,húmido,чийгтэй
776,nass::A,molhado,нойтон
777,trocken::A,seco,хатсан
778,voll::A,cheio,дүүрэн
779,leer::A,vazio,хоосон
780,offen::A,aberto,онгорхой
781,geschlossen::A,fechado,битүү
782,geschlossen::A,fechado,хаалтай
783,sauber::A,limpo,цэвэр
784,sauber::A,limpo,хиргүй
785,schmutzig::A,sujo,бохир
786,schmutzig::A,sujo,хиртэй
787,roh::A,cru,түүхий
788,reif::A,maduro,болсон
789,lecker::A,delicioso,амттай
790,süß::A,doce,амттай
791,süß::A,doce,чихэрлэг
792,bitter::A,amargo,гашуун
793,sauer::A,azedo,эсгэлэн
794,hell::A,claro,гэгээн
795,hell::A,claro,гэрэлтэй
796,dunkel::A,escuro,бараан
797,dunkel::A,escuro,харанхуй
798,dunkel::A,sombrio,бараан
799,dunkel::A,sombrio,харанхуй
800,schwarz::A,preto,хар
801,weiß::A,branco,цагаан
802,rot::A,vermelho,улаан
803,gelb::A,amarelo,шар
804,blau::A,azul,хөх
805,blau::A,azul,цэнхэр
806,grün::A,verde,ногоон
807,grau::A,cinzento,орог
808,grau::A,cinzento,саарал
809,bunt::A,colorido,эрээн
810,billig::A,barato,хямд
811,teuer::A,caro,үнэтэй
812,wertvoll::A,valioso,үнэт
813,wertvoll::A,precioso,үнэт
