,Concept_ID,av,mrj
1301,zahlen::V,кьезе,тӱлӓш
1302,ertragen::V,баччизе,цӹтӓш
1303,Auge::N,,сӹнзӓ
1304,Sehne::N,,кукшышӱн
1305,Funke::N,,ип
1306,Funke::N,,тылип
1307,Moor::N,,куп
1308,Elch::N,,шарды
1309,Beere::N,,мöр
1310,Gedächtnis::N,,ӓш
1311,Ton::N,,юк
1312,Winkel::N,,лык
1313,Menge::N,,шот
1314,Stütze::N,,цӓрӓк
1315,Figur::N,,кӓн
1316,Schuh::N,,ту́фльы
1317,Schnur::N,,кӓндӹра
1318,Leine::N,,керем
1319,Geschäft::N,,торге́йӹмӓш
1320,voll::A,,темшӹ
1321,voll::A,,темыман
1322,lange::ADV,,кужын
1323,später::ADV,,вара
1324,nicht::ADV,,уке
1325,schon::ADV,,уже
1326,schon::ADV,,ӹнде
1327,durch::PRP,,вашт
1328,alles::PRN,,цилӓ
1329,rühren::V,,тӓрвӓтӓш
1330,scheinen::V,,каяш
1331,aufheben::V,,кузыкташ
1332,lassen::V,,-ыкт
1333,sich waschen::V,,мышкылташ
1334,verstehen::V,,ынгылаш
1335,beherrschen::V,,кы́чаш
