,Concept_ID,uk,la
360,Kiste::N,ящик,cista
361,Fenster::N,вікно,fenestra
362,Tür::N,двері,ianua
363,Tor::N,ворота,porta
364,Zaun::N,паркан,saepes
365,Zaun::N,огорожа,saepes
366,Dach::N,дах,tectum
367,Leiter::N,драбина,scalae
368,Besen::N,мітла,scopae
369,Spaten::N,заступ,pala
370,Schaufel::N,совок,pala
371,Schaufel::N,лопата,pala
372,Gabel::N,виделка,fuscinula
373,Löffel::N,ложка,coclear
374,Messer::N,ніж,culter
375,Nagel::N,цвях,clavus
376,Netz::N,сіть,rete
377,Haken::N,крюк,hamus
378,Griff::N,ручка,manubrium
379,Griff::N,держак,manubrium
380,Schloss::N,замок,claustra
381,Bild::N,картина,tabula
382,Bild::N,картина,pictura
383,Figur::N,фігура,statunculum
384,Puppe::N,лялька,pupa
385,Beutel::N,мішечок,sacculus
386,Beutel::N,торбинка,sacculus
387,Bündel::N,в’язка,fascis
388,Tasche::N,сумка,sacculus
389,Eimer::N,відро,situla
390,Deckel::N,кришка,operculum
391,Geschirr::N,посуд,vasa
392,Sack::N,мішок,saccus
393,Tasse::N,чашка,pocillum
394,Topf::N,горщик,olla
395,Kessel::N,котел,aenum
396,Essen::N,їжа,cena
397,Nahrung::N,харч,cibus
398,Nahrung::N,харч,alimenta
399,Speise::N,страва,cibus
400,Fleisch::N,м’ясо,caro
401,Getreide::N,хліб,frumentum
402,Getreide::N,збіжжя,frumentum
403,Brei::N,каша,puls
404,Brot::N,хліб,panis
405,Scheibe::N,скибочка,frustum
406,Fett::N,жир,pingue
407,Butter::N,масло,butȳrum
408,Öl::N,олія,oleum
409,Salz::N,сіль,sal
410,Suppe::N,суп,ius
411,Honig::N,мед,mel
412,Milch::N,молоко,lac
413,Tee::N,чай,thea
414,Leder::N,шкіра,corium
415,Wolle::N,шерсть,lana
416,Stoff::N,тканина,textum
417,Nadel::N,голка,acus
418,Faden::N,нитка,filum
419,Knopf::N,ґудзик,bulla
420,Knoten::N,вузол,nodus
421,Farbe::N,фарба,pigmentum
422,Kleidung::N,одяг,vestimenta
423,Kleidung::N,убрання,vestimenta
424,Hemd::N,сорочка,tunica
425,Kragen::N,комір,collare
426,Ärmel::N,рукав,manica
427,Hose::N,брюки,bracae
428,Gürtel::N,пояс,cingulum
429,Mütze::N,шапка,pilleus
430,Schuh::N,ботинок,calceus
431,Stiefel::N,чобіт,pero
432,Stiefel::N,чобіт,caliga
433,Ring::N,кільце,anulus
434,Band::N,стрічка,redimiculum
435,Kamm::N,гребінець,pecten
436,Spiegel::N,дзеркало,speculum
437,Riemen::N,ремінь,lorum
438,Schnur::N,вірьовка,linum
439,Leine::N,шворка,retinaculum
440,Decke::N,ковдра,lodix
441,Kissen::N,подушка,pulvinus
442,Tuch::N,хустка,velum
443,Handtuch::N,рушник,mantele
444,Kraft::N,сила,vis
445,Stärke::N,сила,robur
446,Gesundheit::N,здоров’я,valetudo
447,Krankheit::N,хвороба,morbus
448,Schmerz::N,біль,dolor
449,Wunde::N,рана,vulnus
450,Fieber::N,гарячка,febris
451,Arznei::N,ліки,remedium
452,Brücke::N,міст,pons
453,Brunnen::N,колодязь,puteus
454,Weide::N,пасовище,pascua
455,Pfad::N,стежка,semita
456,Weg::N,шлях,iter
457,Weg::N,дорога,iter
458,Straße::N,вулиця,via
459,Dorf::N,село,vicus
460,Stadt::N,місто,urbs
461,Stadt::N,місто,oppidum
462,Brief::N,лист,epistula
463,Buch::N,книга,liber
464,Buch::N,книжка,liber
465,Buchstabe::N,буква,littera
466,Buchstabe::N,літера,littera
467,Zeitung::N,газета,diurnum
468,Leben::N,життя,vita
469,Tod::N,смерть,mors
470,Grab::N,могила,sepulcrum
471,Kirche::N,церква,ecclesia
472,Sünde::N,гріх,peccatum
473,Gott::N,бог,deus
474,Arbeiter::N,робітник,operarius
475,Chef::N,хазяїн,praefectus
476,Meister::N,умілець,magister
477,Arzt::N,лікар,medicus
478,Lehrer::N,вчитель,magister
479,Geld::N,гроші,aes
480,Geld::N,гроші,pecunia
481,Geschäft::N,заняття,negotium
482,Laden::N,магазин,taberna
483,Laden::N,крамниця,taberna
484,Preis::N,ціна,pretium
485,Ware::N,товар,merx
486,Nutzen::N,вигода,utilitas
487,Nutzen::N,користь,utilitas
488,Reichtum::N,багатство,opes
489,Reichtum::N,багатство,divitiae
490,Welt::N,світ,mundus
491,Land::N,країна,terra
492,Staat::N,держава,res publica
493,König::N,король,rex
494,Macht::N,влада,potestas
495,Grenze::N,кордон,limes
496,Krieg::N,війна,bellum
497,Feind::N,ворог,inimicus
498,Gewalt::N,насильство,vis
499,Kampf::N,бій,pugna
500,Kampf::N,боротьба,pugna
501,Bogen[Waffe]::N,лук,arcus
502,Pfeil::N,стріла,sagitta
503,Gewehr::N,рушниця,sclopetum
504,Gewehr::N,гвинтівка,sclopetum
505,Fehler::N,помилка,error
506,Lüge::N,брехня,mendacium
507,Schaden::N,шкода,damnum
508,Schaden::N,шкода,detrimentum
509,Schaden::N,збиток,damnum
510,Schaden::N,збиток,detrimentum
511,Unglück::N,нещастя,miseria
512,Unglück::N,нещастя,calamitas
513,Schuld::N,провина,culpa
514,Alter::N,вік,aetas
515,Alter::N,літа,aetas
516,Schluss::N,кінець,finis
517,Zeit::N,час,tempus
518,Tag::N,день,dies
519,Morgen::N,ранок,mane
520,Mittag::N,південь,meridies
521,Abend::N,вечір,vesper
522,Nacht::N,ніч,nox
523,Woche::N,тиждень,septimana
524,Monat::N,місяць,mensis
525,Jahr::N,рік,annus
526,Frühling::N,весна,ver
527,Sommer::N,літо,aestas
528,Herbst::N,осінь,autumnus
529,Winter::N,зима,hiems
530,Januar::N,січень,Ianuarius
531,Februar::N,лютий,Februarius
532,März::N,березень,Martius
533,April::N,квітень,Aprilis
534,Mai::N,травень,Maius
535,Juni::N,червень,Iunius
536,Juli::N,липень,Iulius
537,August::N,серпень,Augustus
538,September::N,вересень,September
539,Oktober::N,жовтень,Octobris
540,November::N,листопад,Novembris
541,Dezember::N,грудень,December
542,Montag::N,понеділок,dies lunae
543,Dienstag::N,вівторок,dies Martis 
544,Mittwoch::N,середа,dies Mercurii
545,Donnerstag::N,четвер,dies Iovis
546,Freitag::N,п’ятниця,dies Veneris
547,Samstag::N,субота,dies Saturni
548,Sonntag::N,неділя,dominicus
549,Sonntag::N,неділя,dies solis
550,groß::A,великий,magnus
551,klein::A,малий,parvus
552,klein::A,маленький,parvus
553,lang::A,довгий,longus
554,kurz::A,короткий,brevis
555,breit::A,широкий,latus
556,schmal::A,вузький,angustus
557,dicht::A,густий,densus
558,dick[Gegenstand]::A,товстий,crassus
559,dünn::A,тонкий,tenuis
560,fein::A,дрібний,subtilis
561,fest::A,міцний,solidus
562,fest::A,міцний,stabilis
563,flach::A,плоский,planus
564,glatt::A,рівний,levis
565,glatt::A,гладенький,levis
566,hart::A,твердий,durus
567,weich::A,м’який,mollis
568,rund::A,круглий,rotundus
569,spitz::A,гострокінцевий,acutus
570,scharf::A,гострий,acer
571,stumpf::A,тупий,hebes
572,schwer::A,важкий,gravis
573,schön::A,вродливий,pulcher
574,schön::A,вродливий,formosus
575,heiß::A,жаркий,fervidus
576,heiß::A,гарячий,fervidus
577,warm::A,теплий,calidus
578,kalt::A,холодний,frigidus
579,kühl::A,прохолодний,frigidus
580,frisch::A,свіжий,recens
581,feucht::A,вогкий,umidus
582,nass::A,мокрий,madidus
583,trocken::A,сухий,aridus
584,voll::A,повний,plenus
585,leer::A,пустий,vacuus
586,offen::A,відкритий,apertus
587,geschlossen::A,закритий,clausus
588,geschlossen::A,зачинений,clausus
589,sauber::A,чистий,lautus
590,sauber::A,охайний,lautus
591,schmutzig::A,брудний,sordidus
592,roh::A,сирий,crudus
593,reif::A,зрілий,maturus
594,lecker::A,смачний,delicatus
595,süß::A,солодкий,dulcis
596,bitter::A,гіркий,amarus
597,bitter::A,гіркий,acerbus
598,sauer::A,кислий,acidus
599,hell::A,світлий,clarus
600,dunkel::A,темний,obscurus
601,schwarz::A,чорний,niger
602,weiß::A,сивий,albus
603,rot::A,червоний,ruber
604,gelb::A,жовтий,flavus
605,blau::A,синій,caeruleus
606,grün::A,зелений,viridis
607,grau::A,сірий,canus
608,bunt::A,барвистий,varius
609,billig::A,дешевий,vilis
610,teuer::A,дорогий,carus
611,wertvoll::A,цінний,pretiosus
612,blind::A,сліпий,caecus
613,taub::A,глухий,surdus
614,kräftig::A,могутній,robustus
615,stark::A,сильний,firmus
616,stark::A,сильний,validus
617,schwach::A,слабкий,debilis
618,schwach::A,слабкий,infirmus
619,fett::A,жирний,crassus
620,fett::A,товстий,crassus
621,schlank::A,тонкий,procerus
622,schlank::A,стрункий,procerus
623,hübsch::A,чарівний,pulcher
624,böse::A,злий,improbus
625,böse::A,лихий,improbus
626,dumm::A,дурний,stultus
627,dumm::A,дурний,stupidus
628,faul::A,ледачий,piger
629,fleißig::A,старанний,sedulus
630,geizig::A,скупий,avarus
631,klug::A,мудрий,prudens
632,klug::A,розумний,prudens
633,geschickt::A,умілий,sollers
634,lieb::A,милий,carus
635,lustig::A,веселий,iocosus
636,sanft::A,лагідний,clemens
637,hungrig::A,голодний,impastus
638,krank::A,слабий,aeger
639,nackt::A,голий,nudus
640,traurig::A,сумний,maestus
641,lebendig::A,живий,vivus
642,gut::A,добрий,bonus
643,schlecht::A,поганий,malus
644,schlecht::A,кепський,malus
645,richtig::A,правильний,rectus
646,schlimm::A,бридкий,malus
647,wahr::A,справжній,verus
648,alt::A,старий,antiquus
649,neu::A,новий,novus
650,ehemalig::A,колишній,pristinus
651,alt[Lebewesen]::A,старий,vetus
652,jung::A,молодий,iuvenis
653,arm::A,бідний,pauper
654,reich::A,багатий,dives
655,bekannt::A,знайомий,notus
656,berühmt::A,славетний,celeber
657,berühmt::A,славетний,illustris
658,fremd::A,чужий,peregrinus
659,verschieden::A,різний,varius
660,nah::A,близький,propinquus
661,fern::A,далекий,longinquus
662,linker::A,лівий,sinister
663,rechter::A,правий,dexter
664,anderer::A,інакший,alius
665,erster::A,перший,primus
666,zweiter::A,другий,secundus
667,dritter::A,третій,tertius
668,letzter::A,останній,ultimus
669,allein::ADV,сам,solum
670,allein::ADV,один,solum
671,auf einmal::ADV,відразу,simul
672,zusammen::ADV,разом,una
673,zusammen::ADV,спільно,una
674,lange::ADV,довго,diu
675,plötzlich::ADV,раптом,subito
676,plötzlich::ADV,раптом,repente
677,sofort::ADV,зараз,statim
678,später::ADV,пізніше,postea
679,jetzt::ADV,тепер,nunc
680,heute::ADV,сьогодні,hodie
681,morgen::ADV,завтра,cras
682,bald::ADV,незабаром,mox
683,dann::ADV,потім,deinde
684,gestern::ADV,вчора,heri
685,einst::ADV,колись,olim
686,damals::ADV,тоді,tum
687,danach::ADV,згодом,postea
688,vorher::ADV,раніше,antea
689,zuerst::ADV,спершу,primo
690,zuerst::ADV,спочатку,primo
691,einmal::ADV,один раз,semel
692,manchmal::ADV,іноді,interdum
693,manchmal::ADV,інколи,interdum
694,oft::ADV,часто,saepe
695,immer::ADV,завжди,semper
696,niemals::ADV,ніколи,numquam
697,hier::ADV,тут,hic
698,hierhin::ADV,сюди,huc
699,von hier::ADV,звідси,hinc
700,dort::ADV,там,ibi
701,dorthin::ADV,туди,eo
702,geradeaus::ADV,прямо,recte
703,vorwärts::ADV,вперед,porro
704,rückwärts::ADV,назад,retro
705,zurück::ADV,назад,retro
706,unten::ADV,внизу,infra
707,hinab::ADV,вниз,pessum
708,oben::ADV,вгорі,supra
709,hinauf::ADV,вгору,sursum
710,überall::ADV,скрізь,ubique
711,nicht::ADV,не,non
712,ein wenig::ADV,трохи,paulum
713,ein wenig::ADV,небагато,paulum
714,kaum::ADV,ледве,vix
715,kaum::ADV,ледве,aegre
716,sehr::ADV,дуже,valde
717,sehr::ADV,дуже,magnopere
718,so::ADV,так,ita
719,noch::ADV,ще,etiam
720,nur::ADV,лише,solum
721,nur::ADV,лише,tantum
722,nur::ADV,тільки,solum
723,nur::ADV,тільки,tantum
724,schon::ADV,вже,iam
725,wieder::ADV,знову,rursus
726,vergebens::ADV,дарма,frustra
727,vor::PRP,перед,ante
728,hinter::PRP,ззаду,post
729,hinter::PRP,позаду,post
730,unter::PRP,під,sub
731,durch::PRP,крізь,per
732,neben::PRP,біля,iuxta
733,zwischen::PRP,між,inter
734,wegen::PRP,з-за,propter
735,wegen::PRP,через,propter
736,dies::PRN,це,hoc
737,das::PRN,то,id
738,alles::PRN,все,omnia
739,ich::PRN,я,ego
740,du::PRN,ти,tu
741,er::PRN,він,is
742,er::PRN,він,ille
743,wir::PRN,ми,nos
744,ihr::PRN,ви,vos
745,sie::PRN,вони,ii
746,sie::PRN,вони,illi
747,was::FPRN,що,quid
748,wer::FPRN,хто,quis
749,wo::FADV,де,ubi
750,wohin::FADV,куди,quo
751,wie::FADV,як,quomodo
752,warum::FADV,чому,cur
753,wieviel::FNUM,скільки,quantum
754,eins::NUM,один,unus
755,zwei::NUM,два,duo
756,drei::NUM,три,tres
757,vier::NUM,чотири,quattuor
758,fünf::NUM,п’ять,quinque
759,sechs::NUM,шість,sex
760,sieben::NUM,сім,septem
761,acht::NUM,вісім,octo
762,neun::NUM,дев’ять,novem
763,zehn::NUM,десять,decem
764,elf::NUM,одинадцять,undecim
765,zwölf::NUM,дванадцять,duodecim
766,zwanzig::NUM,двадцять,viginti
767,dreißig::NUM,тридцять,triginta
768,vierzig::NUM,сорок,quadraginta
769,fünfzig::NUM,п’ятдесят,quinquaginta
770,sechzig::NUM,шістдесят,sexaginta
771,siebzig::NUM,сімдесят,septuaginta
772,achtzig::NUM,вісімдесят,octoginta
773,neunzig::NUM,дев’яносто,nonaginta
774,hundert::NUM,сто,centum
775,tausend::NUM,тисяча,mille
776,und::CNJ,і,et
777,und::CNJ,і,-que
778,oder::CNJ,або,vel
779,stehen::V,стояти,stare
780,sitzen::V,сидіти,sedere
781,liegen::V,лежати,iacere
782,hängen::V,висіти,pendere
783,werden::V,стати,fieri
784,werden::V,робитися,fieri
785,passieren::V,трапитися,accidere
786,beginnen::V,початися,incipere
787,enden::V,кінчитися,finem habere
788,wechseln::V,мінятися,mutari
789,aufgehen[Sonne]::V,зійти,oriri
790,untergehen[Sonne]::V,зайти,occidere
791,scheinen[Sonne]::V,світити,lucere
792,donnern::V,гриміти,tonare
793,wehen::V,віяти,flare
794,strömen::V,литися,fluere
795,fließen::V,текти,manare
796,sich drehen::V,обертатися,torqueri
797,schwanken::V,коливатися,vacillare
798,schwingen::V,хитатися,vibrare
799,schwingen::V,гойдатися,vibrare
800,fallen::V,падати,cadere
801,brennen::V,горіти,ardere
802,rauchen::V,диміти,fumare
803,regnen::V,дощити,pluere
804,gefrieren::V,змерзнути,congelari
805,tauen::V,танути,rorare
806,schmelzen::V,плавитися,liquescere
807,trocknen::V,сохнути,arescere
808,sieden::V,кипіти,fervere
809,faulen::V,гнити,putescere
810,verfaulen::V,згнити,putescere
811,reißen::V,рватися,scindi
812,versinken::V,тонути,mergi
813,vergehen::V,проходити,praeterire
814,erscheinen::V,з’явитися,apparere
815,verschwinden::V,щезнути,discedere
816,verschwinden::V,зникнути,discedere
817,sinken::V,спадати,labi
818,abnehmen::V,поменшитися,deminui
819,zunehmen::V,збільшуватися,augeri
820,steigen::V,підніматися,augescere
821,wachsen::V,рости,crescere
822,glänzen::V,блищати,splendere
823,funkeln::V,блискати,micare
824,lärmen::V,шуміти,strepere
825,läuten::V,дзвонити,sonare
826,klingeln::V,дзвонити,tinnire
827,klirren::V,дзвякати,crepare
828,brausen::V,бушувати,saevire
829,rauschen::V,шелестіти,crepare
830,klingen::V,лунати,sonare
831,klingen::V,звучати,sonare
832,bellen::V,гавкати,latrare
833,heulen::V,вити,ululare
834,blasen::V,дунути,flare
835,pfeifen::V,свистіти,sibilare
836,schreien::V,кричати,clamare
837,stöhnen::V,стогнати,gemere
838,zittern::V,тремтіти,tremere
839,zittern::V,тремтіти,trepidare
840,leben::V,жити,vivere
