,Concept_ID,tt,ko
157,Schwein::N,дуңгыз,돼지
158,Hund::N,эт,개
159,Katze::N,песи,고양이
160,Bär::N,аю,콤
161,Eichhörnchen::N,тиен,다람쥐
162,Elch::N,поши,고라니
163,Fuchs::N,төлке,여우
164,Hase::N,куян,토끼
165,Maus::N,тычкан,쥐
166,Wolf::N,бүре,늑대
167,Vogel::N,кош,새
168,Schwarm::N,көтү,뗴
169,Huhn::N,тавык,암탉
170,Hahn::N,әтәч,수탉
171,Gans::N,каз,거위
172,Adler::N,каракош,수리
173,Ente::N,үрдәк,오리
174,Eule::N,ябалак,부엉이
175,Kranich::N,торна,두루미
176,Krähe::N,карга,까마귀
177,Kuckuck::N,күке,뻐꾸기
178,Kuckuck::N,кәккүк,뻐꾸기
179,Schwan::N,аккош,배조
180,Fisch::N,балык,물고기
181,Barsch::N,алабуга,농어
182,Hecht::N,чуртан,에속스
183,Schlange[Tier]::N,елан,뱀
184,Wurm::N,корт,벌레
185,Spinne::N,үрмәкүч,거미
186,Ameise::N,кырмыска,개미
187,Laus::N,бет,이
188,Mücke::N,черки,모기
189,Mücke::N,озынборын,모기
190,Fliege::N,чебен,날기
191,Schmetterling::N,күбәләк,나비
192,Beere::N,җиләк,장과
193,Apfel::N,алма,사과
194,Pilz::N,гөмбә,고방이
195,Zwiebel::N,суган,양파
196,Zwiebel::N,суганбаш,양파
197,Saat::N,орлык,씨
198,Korn::N,иген,알맹이
199,Korn::N,орлык,알맹이
200,Heu::N,печән,건초
201,Schale::N,кабык,피상
202,Grube::N,баз,
203,Grube::N,чокыр,
204,Falle::N,тозак,함정
205,Falle::N,капкын,함정
206,Schlinge::N,элмәк,올가미
207,Schlinge::N,элмәк,멜빵붕대
208,Spur::N,эз,발지국
209,Asche::N,көл,재
210,Dreck::N,пычрак,똥
211,Dreck::N,пычрак,오물
212,Eisen::N,тимер,쇠
213,Eisen::N,тимер,철
214,Gold::N,алтын,항금
215,Silber::N,көмеш,은
216,Kohle::N,күмер,슻
217,Glas::N,пыяла,유리
218,Lehm::N,балчык,찰흙
219,Sand::N,ком,모래
220,Mensch::N,адәм,사람
221,Mensch::N,инсан,사람
222,Mann::N,ир,남자
223,Frau::N,хатын,여자
224,Kind::N,бала,아이
225,Junge::N,малай,소녁
226,Mädchen::N,кыз,소녀
227,Familie::N,гаилә,가족
228,Großvater::N,бабай,할아버지
229,Großmutter::N,әби,할머니
230,Eltern::N,ата-ана,어버오
231,Vater::N,ата,아버지
232,Mutter::N,ана,어머니
233,Sohn::N,ул,아들
234,Tochter::N,кыз,딸기
235,Bruder::N,кардәш,형제
236,Schwester::N,апа,누이
237,Schwester::N,сеңел,누이
238,Onkel::N,дәдә,백부
239,Onkel::N,дәдәй,백부
240,Tante::N,түти,아주머니
241,Tante::N,тәтәй,아주머니
242,Ehemann::N,ир,남편
243,Ehefrau::N,хатын,아내
244,Freude::N,сөенеч,기쁨
245,Gelächter::N,көлү,웃음
246,Gelächter::N,көлеш,웃음
247,Glück::N,бәхет,즐거움
248,Kummer::N,хәсрәт,슬픔
249,Wunsch::N,теләк,소망
250,Lust::N,теләк,
251,Lust::N,теләү,
252,Geist::N,рух,할기
253,Gedanke::N,уй,상념
254,Gedanke::N,фикер,상념
255,Gedächtnis::N,хәтер,기억
256,Verstand::N,акыл,분별
257,Verstand::N,акыл,지능
258,Sinn::N,мәгънә,센스
259,Grund::N,сәбәп,까닭
260,Wahrheit::N,хак,참
261,Wahrheit::N,хак,진실
262,Gespräch::N,әңгәмә,대화
263,Märchen::N,әкият,동화
264,Erzählung::N,хикәя,이야기
265,Nachricht::N,хәбәр,
266,Neuigkeit::N,яңалык,뉴스
267,Name::N,исем,이름
268,Rätsel::N,табышмак,수수께끼
269,Rede::N,нотык,연설
270,Sprache::N,тел,말
271,Stimme::N,тавыш,목소리
272,Wort::N,сүз,낱말
273,Zeichen::N,ишарә,신호
274,Ruf::N,дәшү,부름
275,Lärm::N,шау,소동
276,Laut::N,аваз,음성
277,Ton::N,шалтырату,목소리
278,Lied::N,җыр,노래
279,Ruhe::N,тынлык,쉼
280,Leute::N,халык,사람들
281,Volk::N,халык,국중
282,Arbeit::N,эш,근로
283,Arbeit::N,эш,너무
284,Arbeit::N,хезмәт,근로
285,Arbeit::N,хезмәт,너무
286,Gast::N,кунак,손님
287,Geschenk::N,бүләк,행하
288,Spiel::N,уен,무리
289,Gesellschaft::N,җәмгыять,교제
290,Hilfe::N,ярдәм,거들음
291,Hilfe::N,ярдәм,보좌
292,Hilfe::N,булышлык,거들음
293,Hilfe::N,булышлык,보좌
294,Freund::N,дус,친구
295,Kamerad::N,иптәш,동실자
296,Angelegenheit::N,эш,용무
297,Anzahl::N,микъдар,어떤
298,Anzahl::N,микъдар,수
299,Art::N,төр,정류
300,Stück::N,кисәк,일부분
301,Teil::N,өлеш,몱
302,Teil::N,өлеш,구훠
303,Hälfte::N,ярым,2분의
304,Kreis::N,түгәрәк,고리
305,Kreuz::N,хач,열십자
306,Kreuz::N,тәре,열십자
307,Linie::N,сызык,선
308,Strich::N,сызык,스침
309,Abstand::N,ара,거리
310,Entfernung::N,ераклык,거리
311,Gegend::N,урын,곳
312,Gegend::N,урын,부금
313,Platz::N,бушлык,장소
314,Ort::N,урын,장소
315,Seite::N,як,옆면
316,Mitte::N,урта,궁간
317,Gegenstand::N,нәрсә,항목
318,Sache::N,нәрсә,뭉에
319,Rand::N,чит,가
320,Kante::N,кырый,귀퉁
321,Ecke::N,почмак,구석
322,Spitze::N,оч,끝
323,Spitze::N,оч,참단
324,Ende::N,азак,말당
325,Loch::N,тишек,빙옷
326,Winkel::N,почмак,각도
327,Muster::N,парча,본
328,Muster::N,парча,견복
329,Größe::N,зурлык,신장
330,Länge::N,озынлык,길이긺
331,Höhe::N,биеклек,높이
332,Gewicht::N,авырлык,추
333,Menge::N,микъдар,수양
334,Haufen::N,өем,퇴적
335,Reihe::N,рәт,열
336,Boot::N,каек,보트
337,Boot::N,көймә,보트
338,Ruder::N,ишкәк,노
339,Schlitten::N,чана,썰매
340,Ski::N,чаңгы,스키
341,Lagerfeuer::N,костёр,캠프의 모닥불
342,Last::N,йөк,무거운짐
343,Gang::N,йөреш,걸음
344,Schritt::N,адым,보조
345,Norden::N,төньяк,북쪽 
346,Süden::N,көньяк,남쪽
347,Westen::N,көнбатыш,서쪽
348,Osten::N,шәрык,동쪽
349,Osten::N,көнчыгыш,동쪽
350,Holz::N,агач,목재
351,Brett::N,такта,마루널
352,Platte::N,плитә,탤
353,Platte::N,плитә,금속판
354,Stütze::N,таяу,버팀목
355,Stange::N,колга,장대
356,Stock::N,таяк,막대기
357,Stab::N,таяк,작대기
358,Rohr::N,торба,갈대
359,Haus::N,өй,집
360,Haus::N,йорт,집
361,Heim::N,гаилә,집
362,Heim::N,нәсел,집
363,Ofen::N,мич,아궁이
364,Fußboden::N,идән,마루
365,Tisch::N,өстәл,탁자
366,Stuhl::N,утыргыч,의자
367,Wiege::N,бишек,발상지
368,Bett::N,ятак,침대
369,Bett::N,урын-җир,침대
370,Regal::N,киштә,서가
371,Regal::N,шүрлек,서가
372,Kiste::N,әрҗә,짐궤
373,Fenster::N,тәрәзә,눔
374,Tür::N,ишек,문
375,Tor::N,капка,대문
376,Zaun::N,койма,담장
377,Dach::N,түбә,지붕
378,Leiter::N,баскыч,사닥다리
379,Besen::N,себерке,비
380,Spaten::N,көрәк,가래
381,Schaufel::N,көрәк,삽
382,Gabel::N,чәннечке,갈래
383,Löffel::N,кашык,숟가락
384,Messer::N,пычак,나이프
385,Nagel::N,кадак,발툽
386,Netz::N,челтәр,그물
387,Haken::N,ыргак,갈고리
388,Griff::N,тотка,움켜쥠
389,Schloss::N,йозак,자물쇠
390,Bild::N,рәсем,그림
391,Bild::N,картина,그림
392,Figur::N,сын,몸메
393,Figur::N,фигура,몸메
394,Puppe::N,курчак,인형
395,Beutel::N,луза,클
396,Bündel::N,бәйләм,자근다발
397,Tasche::N,букча,가방
398,Eimer::N,чиләк,동이
399,Deckel::N,капкач,뚜껑
400,Geschirr::N,савыт-саба,식시
401,Geschirr::N,кашык-аяк,식시
402,Sack::N,капчык,조갑
403,Tasse::N,чынаяк,차잔
404,Topf::N,чүлмәк,단지
405,Kessel::N,казан,주전자
406,Essen::N,ашау,먹기
407,Nahrung::N,азык,식료
408,Nahrung::N,тәгам,식료
409,Nahrung::N,ашамлык,식료
410,Speise::N,ризык,음식물
411,Fleisch::N,ит,고기
412,Getreide::N,ашлык,곡물
413,Brei::N,ботка,젤리
414,Brot::N,ипи,빵
415,Brot::N,икмәк,빵
416,Scheibe::N,телем,원반
417,Fett::N,май,기름
418,Butter::N,май,버터
419,Öl::N,май,올리브유
420,Salz::N,тоз,소금
421,Suppe::N,шулпа,국
422,Suppe::N,шулпа,수프
423,Honig::N,бал,감미
424,Milch::N,сөт,유즙
425,Tee::N,чәй,차
426,Leder::N,күн,가죽
427,Wolle::N,йон,양털
428,Stoff::N,тукыма,패료
429,Nadel::N,энә,바늘
430,Faden::N,җеп,콘실
431,Knopf::N,төймә,단추
432,Knoten::N,төен,곁절
433,Farbe::N,буяу,색
434,Kleidung::N,кием,옷입기
435,Hemd::N,күлмәк,속옷
436,Kragen::N,яка,깃
437,Ärmel::N,җиң,소매
438,Hose::N,чалбар,바지
439,Gürtel::N,билбау,밴드
440,Mütze::N,бүрек,모자
441,Schuh::N,башмак,구두
442,Stiefel::N,итек,장화
443,Ring::N,балдак,고리
444,Band::N,тасма,리본
445,Kamm::N,тарак,빗
446,Spiegel::N,көзге,거울
447,Riemen::N,каеш,가죽끈
448,Schnur::N,бау,밧줄
449,Leine::N,тезген,고삐줄
450,Decke::N,юрган,이부자리
451,Kissen::N,мендәр,깔개
452,Tuch::N,яулык,천
453,Handtuch::N,сөлгә,수건
454,Kraft::N,егәр,세력
455,Kraft::N,дәрман,세력
456,Stärke::N,көч,힘
457,Stärke::N,дәрман,힘
458,Gesundheit::N,саулык,위생
459,Krankheit::N,чир,병
460,Krankheit::N,хаста,병
461,Krankheit::N,сырхау,병
462,Schmerz::N,авырту,아픔고통
463,Wunde::N,яра,상처
464,Wunde::N,җәрәхәт,상처
465,Fieber::N,бизгәк,열별
466,Arznei::N,дару,약
467,Brücke::N,күпер,교량
468,Brunnen::N,кое,원천
469,Weide::N,утлавык,목장
470,Pfad::N,сукмак,좁은길
471,Weg::N,юл,길
472,Straße::N,урам,길
473,Dorf::N,авыл,촌
474,Dorf::N,авыл,촌락
475,Stadt::N,шәһәр,도시
476,Brief::N,хат,서한
477,Buch::N,китап,책
478,Buchstabe::N,хәреф,문자
479,Zeitung::N,газет,신문
480,Zeitung::N,газета,신문
481,Leben::N,гомер,삶
482,Leben::N,тормыш,삶
483,Leben::N,тереклек,삶
484,Tod::N,үлем,죽음
485,Grab::N,гүр,무덤
486,Grab::N,кабер,무덤
487,Kirche::N,чиркәү,교회
488,Sünde::N,язык,부정
489,Sünde::N,гөнаһ,부정
490,Gott::N,алла,하느님
491,Gott::N,ходай,하느님
492,Arbeiter::N,эшче,일하는사람
493,Chef::N,башлык,사장
494,Meister::N,оста,명인
495,Meister::N,оста,대가
496,Arzt::N,врач,의사
497,Arzt::N,табиб,의사
498,Lehrer::N,укытучы,교사
499,Lehrer::N,мөгаллим,교사
500,Geld::N,акча,돈
501,Geschäft::N,эш,일
502,Laden::N,кибет,가게
503,Laden::N,магазин,가게
504,Preis::N,бәя,가격
505,Preis::N,бәһа,가격
506,Ware::N,товар,상품
507,Nutzen::N,файда,이익
508,Reichtum::N,байлык,많음
509,Welt::N,дөнья,세상
510,Land::N,ил,지방
511,Staat::N,дәүләт,국가
512,König::N,патша,국왕
513,Macht::N,хакимият,힘
514,Grenze::N,чик,국경
515,Krieg::N,сугыш,전쟁
516,Feind::N,дошман,적
517,Gewalt::N,көчләү,권력
518,Kampf::N,көрәш,전투
519,Bogen[Waffe]::N,җәя,활
520,Pfeil::N,ук,화살
521,Gewehr::N,мылтык,무기
522,Fehler::N,хата,오류
523,Lüge::N,ялган,거짓말
524,Schaden::N,зыян,손상
525,Schaden::N,зарар,손상
526,Unglück::N,бәла,불행
527,Schuld::N,гаеп,부채
528,Alter::N,яшь,연령
529,Schluss::N,ахыр,마감
530,Zeit::N,заман,때
531,Zeit::N,заман,시간
532,Tag::N,көн,하루
533,Morgen::N,иртә,이침
534,Mittag::N,өйлә,대낮
535,Abend::N,кич,저녁
536,Nacht::N,төн,밤
537,Woche::N,атна,근무일
538,Monat::N,ай,달
539,Jahr::N,ел,해
540,Frühling::N,яз,봄
541,Sommer::N,җәй,여름
542,Herbst::N,көз,가을
543,Winter::N,кыш,겨울
544,Januar::N,гыйнвар,일월
545,Februar::N,февраль,이월
546,März::N,март,삼월
547,April::N,апрель,사월
548,Mai::N,май,오월
549,Juni::N,июнь,유월
550,Juli::N,июль,칠월
551,August::N,август,팔월
552,September::N,сентябрь,구월
553,Oktober::N,октябрь,시월
554,November::N,ноябрь,십일월
555,Dezember::N,декабрь,십이월
556,Montag::N,дүшәмбе,월요일
557,Dienstag::N,сишәмбе,화요일
558,Mittwoch::N,чәршәмбе,수요일
559,Donnerstag::N,атнакич,모교일
560,Donnerstag::N,пәнҗешәмбе,모교일
561,Freitag::N,җомга,그묘일
562,Samstag::N,шимбә,토요일
563,Sonntag::N,якшәмбе,일요일
564,groß::A,зур,큰
565,klein::A,кечкенә,자근
566,lang::A,озын,긴
567,kurz::A,кыска,짧은
568,breit::A,киң,넓은
569,schmal::A,кысык,좁은
570,dicht::A,куе,농밀한
571,dick[Gegenstand]::A,калын,두꺼운
572,dünn::A,нечкә,얇은
573,fein::A,нәзакәтле,미세한
574,fest::A,нык,굳은
575,flach::A,яссы,얕은
576,flach::A,ялпак,얕은
577,glatt::A,шома,반들반들한
578,hart::A,каты,굳은
579,weich::A,йомшак,연한
580,rund::A,түгәрәк,둥근
581,spitz::A,очлы,뾰족한
582,scharf::A,үткен,날카로운
583,stumpf::A,үтмәс,무딘
584,schwer::A,салмак,무거운
585,schön::A,гүзәл,멋진
586,heiß::A,эссе,뜨거운
587,warm::A,җылы,따뜻한
588,kalt::A,суык,찬
589,kalt::A,салкын,찬
590,kühl::A,салкынча,서늘한
591,frisch::A,салкынча,신선한
592,feucht::A,юеш,축축한
593,nass::A,дымлы,젖은
594,trocken::A,коры,마른
595,voll::A,тулы,완전한
596,leer::A,буш,빈
597,offen::A,ачык,열린
598,geschlossen::A,йомык,닫힌
599,sauber::A,пакь,깨끗한
600,sauber::A,чиста,깨끗한
601,schmutzig::A,керле,더러운
602,schmutzig::A,пычрак,더러운
603,roh::A,чи,날게잇의
604,reif::A,өлгергән,이근
605,lecker::A,тәмле,맛있는
606,süß::A,татлы,단
607,bitter::A,ачы,찌르는듯한
608,sauer::A,әче,산성의
609,hell::A,якты,밝은
610,dunkel::A,кара,어두운
611,schwarz::A,кара,검은
612,weiß::A,ак,하얀
613,rot::A,кызыл,붉은
614,gelb::A,сары,황색
615,blau::A,күк,푸른
616,grün::A,яшел,녹색의
617,grau::A,соры,회색의
618,bunt::A,чуар,알록달록한
619,billig::A,арзан,싼
620,teuer::A,хаклы,값비산
621,wertvoll::A,кыйммәтле,가치가많은
622,blind::A,сукыр,눈먼
623,blind::A,күзсез,눈먼
624,taub::A,чукрак,무감간한
625,taub::A,саңгырау,무감간한
626,kräftig::A,егәрле,강장한
627,stark::A,нык,강한
628,stark::A,базык,강한
629,schwach::A,зәгыйфь,약한
630,fett::A,симез,실찐
631,schlank::A,нәзек,호리호리한
632,hübsch::A,чибәр,예쁜
633,böse::A,усал,나쁜
634,dumm::A,акылсыз,어리석은
635,faul::A,ялкау,너덜너덜한
636,faul::A,иренчәк,너덜너덜한
637,fleißig::A,тырыш,근면한
638,fleißig::A,тырышучан,근면한
639,geizig::A,саран,인색한
640,klug::A,акыллы,
641,geschickt::A,маһир,교묘한
642,lieb::A,сөекле,친애하는
643,lustig::A,күңелле,유쾌한
644,sanft::A,басынкы,온화한
645,hungrig::A,ач,배고픈
646,krank::A,чирле,병든
647,krank::A,сырхау,병든
648,nackt::A,шәрә,벌거벗은
649,traurig::A,ямансу,슬픈
650,lebendig::A,тере,살아있는
651,gut::A,яхшы,좋은
652,schlecht::A,начар,나쁜
653,richtig::A,дөрес,바른
654,schlimm::A,әшәкә,못된
655,wahr::A,чып-чын,참된
656,alt::A,иске,늙은
657,neu::A,яңа,새
658,ehemalig::A,элекке,전의
659,alt[Lebewesen]::A,карт,낡은
660,jung::A,яшь,젊은
661,arm::A,фәкыйрь,가난한
662,reich::A,бай,풍부한
663,bekannt::A,таныш,저명한
664,berühmt::A,атаклы,유명한
665,fremd::A,ят,타처이
666,verschieden::A,төрле,따른
667,nah::A,якын,가까운
668,fern::A,ерак,먼
669,linker::A,сул,왼쭉의
670,rechter::A,уң,오른쪽의
671,anderer::A,бүтән,다른
672,erster::A,беренче,첫째
673,zweiter::A,икенче,둘째
674,dritter::A,өченче,셋째
675,letzter::A,ахыргы,의후자의
676,allein::ADV,ялгыз,훌로
677,auf einmal::ADV,бердән,갑자기
678,zusammen::ADV,бергә,모아서
679,lange::ADV,озак,오래
680,plötzlich::ADV,искәрмәстән,둘연한
681,sofort::ADV,хәзер,즉시
682,später::ADV,соңрак,보다늦은
683,jetzt::ADV,хәзер,목하
684,heute::ADV,бүген,오늘
685,morgen::ADV,иртәгә,내일
686,bald::ADV,тиздән,곱
687,dann::ADV,аннары,그경우에
688,gestern::ADV,кичә,어제
689,einst::ADV,берчак,옛날에
690,damals::ADV,ул вакытта,그때에
691,damals::ADV,ул чакта,그때에
692,danach::ADV,да,그 뒤에
693,vorher::ADV,элек,미리
694,zuerst::ADV,башта,최초로
695,einmal::ADV,бер,한번
696,einmal::ADV,бер мәртәбә,한번
697,manchmal::ADV,кайчакта,땓대로
698,oft::ADV,еш,땓대로
699,immer::ADV,һәркайчан,늘
700,niemals::ADV,hичбер вакыт,결코...(하지)않다
701,hier::ADV,монда,여기
702,hier::ADV,биредә,여기
703,hierhin::ADV,монда,여기로
704,von hier::ADV,моннан,
705,dort::ADV,анда,거기
706,dorthin::ADV,тегеләй,저기예
707,geradeaus::ADV,турыдан-туры,곧장
708,vorwärts::ADV,алга,앞으로
709,rückwärts::ADV,кире,뒤로
710,zurück::ADV,кире,제자리로
711,unten::ADV,түбәндә,아래에
712,hinab::ADV,аска,아래쪽으로
713,oben::ADV,өстә,위에
714,oben::ADV,югарыда,위에
715,hinauf::ADV,өскә,위쪽으로
716,überall::ADV,hәркайда,도처에
717,nicht::ADV,түгел,안
718,ein wenig::ADV,бераз,적음
719,kaum::ADV,көчкә,가의
720,sehr::ADV,бик,자주
721,so::ADV,алай,그와같이
722,noch::ADV,янә,아직
723,noch::ADV,тагын,아직
724,nur::ADV,фәкать,다만
725,schon::ADV,инде,이미
726,wieder::ADV,янә,다시
727,wieder::ADV,тагын,다시
728,vergebens::ADV,юкка,헛되이
729,vor::PRP,алдыннан,앞에
730,hinter::PRP,арттан,뒤에
731,unter::PRP,астында,잍에
732,durch::PRP,аша,통고하여
733,neben::PRP,тирәсендә,와나란히
734,zwischen::PRP,арасында,의사이로
735,wegen::PRP,сәбәпле,때문에
736,dies::PRN,бу,이
737,das::PRN,ул,저
738,alles::PRN,һәммә,모든것
739,ich::PRN,мин,나
740,du::PRN,син,너
741,er::PRN,ул,그
742,wir::PRN,без,우리
743,ihr::PRN,сез,너희들
744,sie::PRN,ул,그들
745,was::FPRN,ни,뭣
746,was::FPRN,нәрсә,뭣
747,wer::FPRN,кем,누구
748,wo::FADV,кайда,어디
749,wohin::FADV,кая,어디로
750,wie::FADV,ничек,어떻게
751,warum::FADV,нигә,왜
752,wieviel::FNUM,ничә,얼마만큰
753,eins::NUM,бер,하나
754,zwei::NUM,ике,둘
755,drei::NUM,өч,셋
756,vier::NUM,дүрт,넷
757,fünf::NUM,биш,다섯
758,sechs::NUM,алты,여섯
759,sieben::NUM,җиде,일곱
760,acht::NUM,сигез,여덟
761,neun::NUM,тугыз,아홉
762,zehn::NUM,ун,열
763,elf::NUM,унбер,열하나
764,zwölf::NUM,унике,열둘
765,zwanzig::NUM,егерме,스물
766,dreißig::NUM,утыз,서름
767,vierzig::NUM,кырык,마흔
768,fünfzig::NUM,илле,숸
769,sechzig::NUM,алтмыш,에순
770,siebzig::NUM,җитмеш,일흔
771,achtzig::NUM,сиксән,여든
772,neunzig::NUM,туксан,아흔
773,hundert::NUM,йөз,백
774,tausend::NUM,мең,천
775,und::CNJ,вә,와
776,oder::CNJ,яки,아니면
777,oder::CNJ,яисә,아니면
778,stehen::V,тору,서다
779,sitzen::V,утыру,앉다
780,liegen::V,яту,눕다
781,hängen::V,эленү,달다
782,werden::V,булу,되다
783,passieren::V,булу,지장옶다
784,beginnen::V,башлану,시작되다
785,enden::V,бетү,큳내다
786,wechseln::V,үзгәртү,병경하다
787,aufgehen[Sonne]::V,чыгу,뜨다
788,untergehen[Sonne]::V,бату,지다
789,scheinen[Sonne]::V,яктырту,빛나다
790,donnern::V,күкрәү,천둥치다
791,wehen::V,исү,풀다
792,strömen::V,агу,흐르다
793,fließen::V,агу,흐르다
794,sich drehen::V,бөтерелү,돌다
795,schwanken::V,икеләнү,동요하다
796,schwingen::V,тирбәлү,흔들다
797,fallen::V,егылу,떨어지다
798,brennen::V,яну,타다
799,rauchen::V,төтәү,김이나다
800,rauchen::V,төтенләү,김이나다
801,regnen::V,яву,비가오다
802,gefrieren::V,кату,얼다
803,tauen::V,эрү,녹다
804,tauen::V,эретү,녹다
805,schmelzen::V,эрү,녹다
806,schmelzen::V,эретү,녹다
807,trocknen::V,кибү,홈치다
808,sieden::V,ургылу,끓다
809,faulen::V,черү,부패하다
810,verfaulen::V,черү,썩다
811,reißen::V,өзелү,지바찢다
812,versinken::V,бату,가라앉다
813,vergehen::V,авышу,지나가다
814,erscheinen::V,пәйда булу,나타나다
815,verschwinden::V,югалу,사라지다
816,verschwinden::V,юк булу,사라지다
817,sinken::V,кимү,가라앉다
818,sinken::V,кайту,가라앉다
819,abnehmen::V,азаю,떼어내다
820,zunehmen::V,арту,증가하다
821,zunehmen::V,күбәю,증가하다
822,zunehmen::V,ишәю,증가하다
823,steigen::V,үсү,상승하다
824,wachsen::V,үсү,생기하다
825,glänzen::V,ялкылдау,뛰오나다
826,funkeln::V,ялтырау,불티가잍어나다
827,lärmen::V,шаулау,떠들다
828,läuten::V,шалтырату,울시다
829,klingeln::V,шалтырату,초닌총을울리다
830,klirren::V,чылтырау,탁탁울리다
