,Concept_ID,mn,ro
89,Boden::N,хөрс,sol
90,Boden::N,хөрс,pământ
91,Erde::N,газар,pământ
92,Erde::N,шороо,pământ
93,Staub::N,тоос,praf
94,Rauch::N,утаа,fum
95,Funke::N,оч,scânteie
96,Feuer::N,гал,foc
97,Licht::N,гэрэл,lumină
98,Licht::N,гэгээ,lumină
99,Schatten::N,сүүдэр,umbră
100,Wetter::N,тэнгэр,timp
101,Wetter::N,тэнгэр,vreme
102,Wetter::N,цаг уур,timp
103,Wetter::N,цаг уур,vreme
104,Nebel::N,будан,ceață
105,Nebel::N,будан,negură
106,Wolke::N,үүл,nor
107,Regen::N,бороо,ploaie
108,Schnee::N,цас,zăpadă
109,Eis::N,мөс,gheață
110,Frost::N,хүйт,ger
111,Kälte::N,хүйт,frig
112,Hitze::N,халуун,arșiță
113,Hitze::N,халуун,căldură
114,Raureif::N,цан,chiciură
115,Raureif::N,хяруу,chiciură
116,Regenbogen::N,солонго,curcubeu
117,Donner::N,тэнгэрийн дуу,tunet
118,Strömung::N,урсгал,curent
119,Tropfen::N,дусал,picătură
120,Schaum::N,хөөс,spumă
121,Schmutz::N,хир,murdărie
122,Schmutz::N,шавхай,murdărie
123,See::N,нуур,lac
124,Sumpf::N,намаг,mlaștină
125,Sumpf::N,балчиг,mlaștină
126,Moor::N,хүлрийн намаг,bărăgan
127,Wiese::N,нуга,fânaț
128,Wiese::N,нуга,livadă
129,Wald::N,ой,codru
130,Wald::N,ой,pădure
131,Hügel::N,болдог,deal
132,Hügel::N,болдог,movilă
133,Anhöhe::N,гүвээ,deal
134,Anhöhe::N,гүвээ,ridicătură
135,Berg::N,уул,munte
136,Gipfel::N,орой,pisc
137,Gipfel::N,оргил,pisc
138,Höhle::N,агуй,peșteră
139,Abhang::N,хүр,pantă
140,Abhang::N,хүр,versant
141,Quelle::N,булаг,izvor
142,Bach::N,горхи,gârlă
143,Fluss::N,гол,râu
144,Fluss::N,гол,fluviu
145,Fluss::N,мөрөн,râu
146,Fluss::N,мөрөн,fluviu
147,Ufer::N,эрэг,mal
148,Ufer::N,эрэг,țărm
149,Küste::N,эрэг,coastă
150,Festland::N,хуурай газар,uscat
151,Meer::N,далай,mare
152,Meer::N,тэнгис,mare
153,Bucht::N,булан,golf
154,Bucht::N,далайн тохой,golf
155,Insel::N,арал,insulă
156,Blume::N,цэцэг,floare
157,Gras::N,өвс,iarbă
158,Gras::N,ногоо,iarbă
159,Wurzel::N,үндэс,rădăcină
160,Baum::N,мод,copac
161,Baum::N,мод,arbore
162,Stamm::N,иш,tulpină
163,Stamm::N,гуалин,tulpină
164,Rinde::N,холтос,scoarță
165,Ast::N,гишүү,cracă
166,Ast::N,гишүү,creangă
167,Zweig::N,салаа,ramură
168,Zweig::N,салаа,creangă
169,Blatt::N,навч,frunză
170,Birke::N,хус,mesteacăn
171,Kiefer[Baum]::N,нарс,pin
172,Weide[Baum]::N,уд,salcie
173,Weide[Baum]::N,уд,răchită
174,Weide[Baum]::N,бургас,salcie
175,Weide[Baum]::N,бургас,răchită
176,Tanne::N,гачуур,brad
177,Horn::N,эвэр,corn
178,Feder::N,өд,pană
179,Fell::N,арьс,piele
180,Flügel::N,жигүүр,aripă
181,Flügel::N,далавч,aripă
182,Klaue::N,савар,gheară
183,Klaue::N,хумс,gheară
184,Kralle::N,савар,labă
185,Kralle::N,савар,gheară
186,Schwanz::N,сүүл,coadă
187,Ei::N,өндөг,ou
188,Nest::N,үүр,cuib
189,Bau::N,нүх,bârlog
190,Bau::N,нүх,vizuină
191,Bau::N,элүү,bârlog
192,Bau::N,элүү,vizuină
193,Tier::N,амьтан,animal
194,Tier::N,адгуус,animal
195,Herde::N,сүрэг,turmă
196,Herde::N,сүрэг,cireadă
197,Kuh::N,үнээ,vacă
198,Bulle::N,бух,taur
199,Pferd::N,морь,cal
200,Pferd::N,адуу,cal
201,Schaf::N,хонь,oaie
202,Schwein::N,гахай,porc
203,Hund::N,нохой,câine
204,Katze::N,муур,pisică
205,Katze::N,мигуй,pisică
206,Bär::N,баавгай,urs
207,Eichhörnchen::N,хэрэм,veveriță
208,Elch::N,хандгай,elan
209,Fuchs::N,үнэг,vulpe
210,Hase::N,туулай,iepure
211,Maus::N,хулгана,șoarece
212,Wolf::N,чоно,lup
213,Vogel::N,шувуу,pasăre
214,Schwarm::N,сүрэг,cârd
215,Huhn::N,тахиа,găină
216,Hahn::N,эр тахиа,cocoș
217,Gans::N,галуу,gâscă
218,Adler::N,бүргэд,vultur
219,Ente::N,нугас,rață
220,Eule::N,ууль,bufniță
221,Kranich::N,тогоруу,cocor
222,Krähe::N,хэрээ,cioară
223,Kuckuck::N,хөхөө,cuc
224,Schwan::N,хун,lebădă
225,Fisch::N,загас,pește
226,Barsch::N,алгана,biban
227,Hecht::N,цурхай,știucă
228,Schlange[Tier]::N,могой,șarpe
229,Wurm::N,өт,vierme
230,Wurm::N,хорхой,vierme
231,Spinne::N,аалз,păianjen
232,Ameise::N,шоргоолж,furnică
233,Laus::N,бөөс,păduche
234,Mücke::N,шумуул,țânțar
235,Fliege::N,ялаа,muscă
236,Schmetterling::N,эрвээхэй,fluture
237,Beere::N,жимсгэнэ,boabă
238,Apfel::N,алим,măr
239,Pilz::N,мөөг,burete
240,Pilz::N,мөөг,ciupercă
241,Zwiebel::N,сонгино,ceapă
242,Saat::N,тариа,semănătură
243,Korn::N,үр,grâu
244,Korn::N,мөхлөг,grâu
245,Heu::N,өвс,fân
246,Schale::N,хальс,coajă
247,Grube::N,алам,groapă
248,Grube::N,нүх,groapă
249,Falle::N,хавх,cursă
250,Falle::N,хавх,capcană
251,Falle::N,занга,cursă
252,Falle::N,занга,capcană
253,Schlinge::N,урхи,laț
254,Spur::N,мөр,dâră
255,Asche::N,үнс,cenușă
256,Dreck::N,хир,noroi
257,Dreck::N,хир,murdărie
258,Eisen::N,төмөр,fier
259,Gold::N,алт,aur
260,Silber::N,мөнгө,argint
261,Kohle::N,нүүрс,cărbune
262,Glas::N,шил,sticlă
263,Lehm::N,шавар,lut
264,Lehm::N,шавар,humă
265,Sand::N,элс,nisip
266,Mensch::N,хүн,om
267,Mensch::N,хүн,persoană
268,Mann::N,эр,om
269,Mann::N,эр,bărbat
270,Mann::N,эрэгтэй,om
271,Mann::N,эрэгтэй,bărbat
272,Frau::N,эмэгтэй,femeie
273,Frau::N,хатагтай,femeie
274,Kind::N,хүүхэд,copil
275,Junge::N,хүү,băiat
276,Junge::N,хүү,flăcău
277,Mädchen::N,охин,fată
278,Mädchen::N,бүсгүй,fată
279,Familie::N,айл,familie
280,Großvater::N,өвгөн аав,bunic
281,Großvater::N,өвгөн аав,tată mare
282,Großmutter::N,эмэг эх,bunică
283,Großmutter::N,эмэг эх,mamă mare
284,Großmutter::N,эмгээ,bunică
285,Großmutter::N,эмгээ,mamă mare
286,Eltern::N,эцэг эх,părinți
287,Vater::N,аав,tată
288,Vater::N,аав,părinte
289,Vater::N,эцэг,tată
290,Vater::N,эцэг,părinte
291,Mutter::N,эх,mamă
292,Mutter::N,ээж,mamă
293,Sohn::N,хүү,fiu
294,Sohn::N,хүү,fecior
295,Tochter::N,охин,fiică
296,Bruder::N,ах,frate
297,Bruder::N,дүү,frate
298,Schwester::N,эгч,soră
299,Schwester::N,охин дүү,soră
300,Onkel::N,авга ах,unchi
301,Onkel::N,нагац ах,unchi
302,Tante::N,авга эгч,mătușă
303,Tante::N,нагац эгч,mătușă
304,Ehemann::N,нөхөр,soț
305,Ehemann::N,нөхөр,bărbat
306,Ehefrau::N,эхнэр,soție
307,Ehefrau::N,гэргий,soție
308,Freude::N,баяр,bucurie
309,Freude::N,баясгалан,bucurie
310,Gelächter::N,инээдэм,râset
311,Glück::N,жаргалан,fericire
312,Kummer::N,гаслан,mâhnire
313,Wunsch::N,ерөөл,dorință
314,Wunsch::N,ерөөл,deziderat
315,Lust::N,дур,poftă
316,Lust::N,дур,înclinare
317,Lust::N,хүсэл,poftă
318,Lust::N,хүсэл,înclinare
319,Geist::N,оюун,duh
320,Geist::N,оюун,minte
321,Geist::N,оюун,suflet
322,Gedanke::N,сэтгэл,gând
323,Gedanke::N,сэтгэл,cuget
324,Gedächtnis::N,ой,memorie
325,Gedächtnis::N,цээж,memorie
326,Verstand::N,ухаан,minte
327,Verstand::N,ухаан,intelect
328,Sinn::N,утга,sens
329,Sinn::N,утга,înțeles
330,Grund::N,учир,cauză
331,Grund::N,учир,pricină
332,Wahrheit::N,үнэн,adevăr
333,Gespräch::N,яриа,convorbire
334,Gespräch::N,яриа,conversație
335,Märchen::N,явган үлгэр,basm
336,Märchen::N,явган үлгэр,poveste
337,Erzählung::N,тууж,poveste
338,Nachricht::N,мэдээ,veste
339,Neuigkeit::N,сонин,noutate
340,Neuigkeit::N,сонин,actualitate
341,Name::N,нэр,nume
342,Rätsel::N,оньсого,ghicitoare
343,Rede::N,хэлсэн үг,discurs
344,Sprache::N,хэл,limbă
345,Sprache::N,хэл,limbaj
346,Stimme::N,дуу,glas
347,Wort::N,үг,cuvânt
348,Zeichen::N,тамга,semn
349,Zeichen::N,тамга,semnal
350,Zeichen::N,тэмдэг,semn
351,Zeichen::N,тэмдэг,semnal
352,Ruf::N,дуудлага,chemare
353,Lärm::N,шуугиан,zgomot
354,Lärm::N,шуугиан,tărăboi
355,Lärm::N,чимээ,zgomot
356,Lärm::N,чимээ,tărăboi
357,Laut::N,анир,sunet
358,Laut::N,дуу,sunet
359,Ton::N,авиа,ton
360,Ton::N,аялгуу,ton
361,Lied::N,дуу,cântec
362,Ruhe::N,энх,odihnă
363,Ruhe::N,энх,liniște
364,Ruhe::N,тайван,odihnă
365,Ruhe::N,тайван,liniște
366,Leute::N,хүмүүс,lume
367,Leute::N,хүмүүс,oameni
368,Volk::N,улс,popor
369,Volk::N,улс,națiune
370,Arbeit::N,ажил,lucru
371,Arbeit::N,хөдөлмөр,lucru
372,Gast::N,зочин,musafir
373,Gast::N,айлчин,musafir
374,Geschenk::N,бэлэг,dar
375,Geschenk::N,бэлэг,cadou
376,Spiel::N,наадам,joc
377,Spiel::N,тоглоом,joc
378,Gesellschaft::N,хамт байх,societate
379,Hilfe::N,тусламж,ajutor
380,Freund::N,найз,amic
381,Freund::N,найз,prieten
382,Freund::N,нөхөр,amic
383,Freund::N,нөхөр,prieten
384,Kamerad::N,хань,tovarăș
385,Kamerad::N,нөхөр,tovarăș
386,Angelegenheit::N,хэрэг,afacere
387,Anzahl::N,тоо,număr
388,Anzahl::N,тоо,cantitate
389,Art::N,төрөл,fel
390,Art::N,төрөл,specie
391,Art::N,янз,fel
392,Art::N,янз,specie
393,Stück::N,хэсэг,bucată
394,Teil::N,хувь,parte
395,Teil::N,хувь,porție
396,Teil::N,хэсэг,parte
397,Teil::N,хэсэг,porție
398,Hälfte::N,хагас,jumătate
399,Kreis::N,тойрог,cerc
400,Kreis::N,хүрээ,cerc
401,Kreuz::N,загалмай,cruce
402,Linie::N,шугам,linie
403,Strich::N,зураас,linie
404,Strich::N,зураас,trăsătură
405,Abstand::N,зай,distanță
406,Abstand::N,зай,depărtare
407,Entfernung::N,зай,distanță
408,Entfernung::N,зай,depărtare
409,Entfernung::N,хол ойр,distanță
410,Entfernung::N,хол ойр,depărtare
411,Gegend::N,хавь,regiune
412,Gegend::N,газар,regiune
413,Platz::N,зай,loc
414,Platz::N,завсар,loc
415,Ort::N,газар,loc
416,Ort::N,байр,loc
417,Seite::N,тал,latură
418,Seite::N,этгээд,latură
419,Mitte::N,төв,centru
420,Mitte::N,дунд,centru
421,Gegenstand::N,юм,obiect
422,Sache::N,үйл,lucru
423,Sache::N,үйл,chestie
424,Sache::N,хэрэг,lucru
425,Sache::N,хэрэг,chestie
426,Rand::N,зах,bordură
427,Rand::N,хөвөө,bordură
428,Kante::N,ирмэг,muchie
429,Kante::N,ирмэг,bordură
430,Ecke::N,өнцөг,colț
431,Spitze::N,үзүүр,vârf
432,Spitze::N,үзүүр,creștet
433,Ende::N,зах,capăt
434,Ende::N,үзүүр,capăt
435,Loch::N,цоорхой,gaură
436,Loch::N,онгорхой,gaură
437,Winkel::N,өнцөг,colț
438,Muster::N,хээ,desen
439,Muster::N,угалз,desen
440,Größe::N,хэмжээ,mărime
441,Länge::N,урт,lungime
442,Höhe::N,өндөр,înălțime
443,Gewicht::N,жин,greutate
444,Menge::N,тоо,cantitate
445,Haufen::N,бөөн,grămadă
446,Reihe::N,эгнээ,șir
447,Reihe::N,эгнээ,rând
448,Boot::N,завь,barcă
449,Boot::N,завь,luntre
450,Ruder::N,сэлүүр,vâslă
451,Ruder::N,сэлүүр,lopată
452,Schlitten::N,чарга,sanie
453,Ski::N,цана,schi
454,Lagerfeuer::N,түүдэг,foc de tabără
455,Last::N,ачаа,povară
456,Last::N,ачаа,sarcină
457,Gang::N,явдал,mers
458,Gang::N,явдал,umblet
459,Schritt::N,алхам,pas
460,Norden::N,умар,nord
461,Norden::N,умар,miazănoapte
462,Süden::N,урд,sud
463,Süden::N,урд,miazăzi
464,Süden::N,өмнө,sud
465,Süden::N,өмнө,miazăzi
466,Westen::N,өрнө,apus
467,Westen::N,баруун,apus
468,Osten::N,зүүн,est
469,Osten::N,зүүн,răsărit
470,Osten::N,дорно,est
471,Osten::N,дорно,răsărit
472,Holz::N,мод,lemn
473,Brett::N,банз,scândură
474,Platte::N,хавтан,placă
475,Stütze::N,тулгуур,proptea
476,Stütze::N,тулга,proptea
477,Stange::N,сургааг,bară
478,Stange::N,сургааг,prăjină
479,Stock::N,саваа,băț
480,Stock::N,саваа,baston
481,Stab::N,таяг,baston
482,Stab::N,таяг,prăjină
483,Rohr::N,хоолой,tub
484,Rohr::N,хоолой,țeavă
485,Haus::N,гэр,casă
486,Haus::N,байшин,casă
487,Heim::N,гэр,casă
488,Heim::N,гэр,cămin
489,Ofen::N,зуух,sobă
490,Ofen::N,пийшин,sobă
491,Fußboden::N,шал,podea
492,Fußboden::N,шал,dușumea
493,Tisch::N,ширээ,masă
494,Stuhl::N,сандал,scaun
495,Wiege::N,өлгий,leagăn
496,Bett::N,ор,pat
497,Regal::N,тавиур,rafturi
498,Kiste::N,авдар,ladă
499,Kiste::N,авдар,cutie
500,Kiste::N,хайрцаг,ladă
501,Kiste::N,хайрцаг,cutie
502,Fenster::N,гэгээвч,fereastră
503,Tür::N,үүд,ușă
504,Tür::N,хаалга,ușă
505,Tor::N,хаалга,poartă
506,Zaun::N,хашаа,gard
507,Dach::N,дээвэр,acoperiș
508,Leiter::N,шат,scară
509,Besen::N,хамуур,mătură
510,Besen::N,туужуу,mătură
511,Spaten::N,хүрз,cazma
512,Spaten::N,хүрз,hârleț
513,Schaufel::N,хүрз,lopată
514,Gabel::N,сэрээ,furculiță
515,Löffel::N,халбага,lingură
516,Messer::N,хутга,cuțit
517,Nagel::N,хадаас,cui
518,Netz::N,өөш,plasă
519,Netz::N,тор,plasă
520,Haken::N,гох,cârlig
521,Griff::N,иш,mâner
522,Griff::N,сэнж,mâner
523,Schloss::N,цуурга,lacăt
524,Schloss::N,цоож,lacăt
525,Bild::N,зураг,tablou
526,Bild::N,зураг,imagine
527,Figur::N,баримал,chip
528,Figur::N,баримал,figură
529,Puppe::N,хүүхэлдэй,păpușă
530,Beutel::N,агсаа,pungă
531,Beutel::N,агсаа,săculeț
532,Beutel::N,уут,pungă
533,Beutel::N,уут,săculeț
534,Bündel::N,боодол,mănunchi
535,Tasche::N,цүнх,geantă
536,Eimer::N,хөнөг,găleată
537,Eimer::N,хувин,găleată
538,Deckel::N,таг,capac
539,Deckel::N,хавхаг,capac
540,Geschirr::N,сав суулга,vase
541,Geschirr::N,сав суулга,tacâmuri
542,Sack::N,шуудай,sac
543,Tasse::N,аяга,ceașcă
544,Topf::N,тогоо,oală
545,Kessel::N,тогоо,cazan
546,Kessel::N,тогоо,căldare
547,Essen::N,идээ,mâncare
548,Nahrung::N,хүнс,hrană
549,Nahrung::N,хүнс,aliment
550,Speise::N,идээ,bucate
551,Speise::N,идээ,fel de bucate
552,Fleisch::N,мах,carne
553,Getreide::N,будаа,cereale
554,Brei::N,богшмол,pireu
555,Brei::N,будаа,pireu
556,Brot::N,талх,pâine
557,Scheibe::N,зүсэм,felie
558,Scheibe::N,зүсэм,bucată
559,Scheibe::N,хэрчим,felie
560,Scheibe::N,хэрчим,bucată
561,Fett::N,өөх,untură
562,Fett::N,өөх,grăsime
563,Butter::N,тос,unt
564,Öl::N,тос,ulei
565,Salz::N,давс,sare
566,Suppe::N,шөл,supă
567,Suppe::N,шөл,ciorbă
568,Honig::N,бал,miere
569,Milch::N,сүү,lapte
570,Tee::N,цай,ceai
571,Leder::N,арьс,piele
572,Leder::N,савхи,piele
573,Wolle::N,ноос,lână
574,Wolle::N,унгас,lână
575,Stoff::N,бөс,stofă
576,Nadel::N,зүү,ac
577,Faden::N,боолт,ață
578,Faden::N,утас,ață
579,Knopf::N,товч,buton
580,Knoten::N,зангилаа,nod
581,Farbe::N,будаг,vopsea
582,Kleidung::N,хувцас,haine
583,Kleidung::N,хувцас,îmbrăcăminte
584,Hemd::N,цамц,cămașă
585,Kragen::N,зах заам,guler
586,Ärmel::N,ханцуй,mânecă
587,Hose::N,өмд,pantaloni
588,Gürtel::N,бүс,cordon
589,Mütze::N,малгай,șapcă
590,Mütze::N,бүрх,șapcă
591,Schuh::N,туфли,gheată
592,Stiefel::N,гутал,cizmă
593,Ring::N,бөгж,inel
594,Ring::N,бөгж,verigă
595,Band::N,тууз,panglică
596,Band::N,тууз,șiret
597,Kamm::N,сам,pieptene
598,Spiegel::N,толь,oglindă
599,Riemen::N,тасам,curea
600,Riemen::N,сур,curea
601,Schnur::N,татлага,funie
602,Schnur::N,татлага,sfoară
603,Leine::N,оосор,lesă
604,Leine::N,оосор,curea
605,Decke::N,хөнжил,pătură
606,Decke::N,хучлага,pătură
607,Kissen::N,дэр,pernă
608,Tuch::N,алчуур,batic
609,Tuch::N,даавуу,batic
610,Handtuch::N,алчуур,prosop
611,Handtuch::N,алчуур,ștergar
612,Kraft::N,чадал,forță
613,Kraft::N,чадал,putere
614,Kraft::N,хүч,forță
615,Kraft::N,хүч,putere
616,Stärke::N,эрч,tărie
617,Stärke::N,эрч,vigoare
618,Stärke::N,тэнхээ,tărie
619,Stärke::N,тэнхээ,vigoare
620,Gesundheit::N,бие,sănătate
621,Gesundheit::N,эрүүл мэнд,sănătate
622,Krankheit::N,эмгэг,boală
623,Krankheit::N,эмгэг,maladie
624,Schmerz::N,өвчин,durere
625,Wunde::N,шарх,rană
626,Fieber::N,халуун,febră
627,Arznei::N,эм,leac
628,Arznei::N,эм,medicament
629,Brücke::N,гүүр,pod
630,Brücke::N,гүүр,punte
631,Brunnen::N,худаг,puț
632,Weide::N,бэлчээр,izlaz
633,Weide::N,бэлчээр,pășune
634,Pfad::N,жим,cărare
635,Pfad::N,зөрөг,cărare
636,Weg::N,зам,drum
637,Weg::N,харгуй,drum
638,Straße::N,зам,cale
639,Straße::N,зам,stradă
640,Straße::N,харгуй,cale
641,Straße::N,харгуй,stradă
642,Dorf::N,тосгон,sat
643,Dorf::N,гацаа,sat
644,Stadt::N,хот,oraș
645,Brief::N,захидал,scrisoare
646,Brief::N,захиа,scrisoare
647,Buch::N,ном,carte
648,Buch::N,бичиг,carte
649,Buchstabe::N,үсэг,literă
650,Buchstabe::N,үсэг,caracter
651,Zeitung::N,сонин,ziar
652,Zeitung::N,сонин,gazetă
653,Leben::N,амь,viață
654,Leben::N,амьдрал,viață
655,Tod::N,үхэл,moarte
656,Grab::N,булш,groapă
657,Grab::N,булш,mormânt
658,Kirche::N,сүм,biserică
659,Sünde::N,нүгэл,păcat
660,Sünde::N,хилэнц,păcat
661,Gott::N,бурхан,zeu
662,Arbeiter::N,ажилчин,muncitor
663,Arbeiter::N,хөдөлмөрчин,muncitor
664,Chef::N,дарга,șef
665,Meister::N,дархан,meșter
666,Meister::N,дархан,maestru
667,Arzt::N,эмч,medic
668,Arzt::N,эмч,doctor
669,Lehrer::N,багш,profesor
670,Lehrer::N,багш,învățător
671,Geld::N,цаас,bani
672,Geld::N,цаас,parale
673,Geld::N,мөнгө,bani
674,Geld::N,мөнгө,parale
675,Geschäft::N,наймаа,treabă
676,Geschäft::N,наймаа,afacere
677,Laden::N,дэлгүүр,magazin
678,Laden::N,дэлгүүр,prăvălie
679,Preis::N,үнэ,preț
680,Ware::N,таваар,marfă
681,Ware::N,бараа,marfă
682,Nutzen::N,ашиг,folos
683,Nutzen::N,ашиг,profit
684,Reichtum::N,баялаг,avuție
685,Reichtum::N,баялаг,bogăție
686,Welt::N,дэлхий,lume
687,Welt::N,орчлон,lume
688,Land::N,улс,țară
689,Land::N,орон,țară
690,Staat::N,төр,stat
691,Staat::N,гүрэн,stat
692,König::N,ван,rege
693,Macht::N,засаг,putere
694,Macht::N,засаг,putință
695,Grenze::N,хил,hotar
696,Grenze::N,хил,graniță
697,Grenze::N,хил,frontieră
698,Krieg::N,дайн,război
699,Feind::N,дайсан,dușman
700,Gewalt::N,хүчирхэх,violență
701,Kampf::N,тэмцэл,luptă
702,Kampf::N,байлдаан,luptă
703,Bogen[Waffe]::N,нум,arc
704,Pfeil::N,годил,săgeată
705,Pfeil::N,сум,săgeată
706,Gewehr::N,буу,armă
707,Gewehr::N,буу,pușcă
708,Fehler::N,эндэл,eroare
709,Fehler::N,эндэл,greșeală
710,Fehler::N,алдаа,eroare
711,Fehler::N,алдаа,greșeală
712,Lüge::N,худал,minciună
713,Schaden::N,хор,daună
714,Schaden::N,хор,pagubă
715,Schaden::N,хөнөөл,daună
716,Schaden::N,хөнөөл,pagubă
717,Unglück::N,гай,nenorocire
718,Unglück::N,гамшиг,nenorocire
719,Schuld::N,гэм,vină
720,Schuld::N,буруу,vină
721,Alter::N,нас,etate
722,Alter::N,нас,vârstă
723,Schluss::N,эцэс,sfârșit
724,Schluss::N,төгсгөл,sfârșit
725,Zeit::N,цаг,timp
726,Zeit::N,цаг,vreme
727,Tag::N,өдөр,zi
728,Morgen::N,өглөө,dimineață
729,Mittag::N,үд,prânz
730,Mittag::N,үд,amiază
731,Abend::N,үдэш,seară
732,Nacht::N,шөнө,noapte
733,Woche::N,долоо хоног,săptămână
734,Monat::N,сар,lună
735,Jahr::N,жил,an
736,Frühling::N,хавар,primăvară
737,Sommer::N,зун,vară
738,Herbst::N,намар,toamnă
739,Winter::N,өвөл,iarnă
740,Januar::N,нэгдүгээр сар,ianuarie
741,Februar::N,хоёрдугаар сар,februarie
742,März::N,гуравдугаар сар,martie
743,April::N,дөрөвдүгээр сар,aprilie
744,Mai::N,тавдугаар сар,mai
745,Juni::N,зургаадугаар сар,iunie
746,Juli::N,долдугаар сар,iulie
747,August::N,наймдугаар сар,august
748,September::N,есдүгээр сар,septembrie
749,Oktober::N,аравдугаар сар,octombrie
750,November::N,арван нэгдүгээр сар,noiembrie
751,Dezember::N,арван хоёрдугаар сар,decembrie
752,Montag::N,даваа,luni
753,Dienstag::N,мягмар,marți
754,Mittwoch::N,лхагва,miercuri
755,Donnerstag::N,пүрэв,joi
756,Freitag::N,баасан,vineri
757,Samstag::N,бямба,sâmbătă
758,Sonntag::N,ням,duminică
759,groß::A,их,mare
760,groß::A,том,mare
761,klein::A,бага,mic
762,klein::A,жаахан,mic
763,lang::A,урт,lung
764,kurz::A,охор,scurt
765,kurz::A,богино,scurt
766,breit::A,өргөн,lat
767,breit::A,өргөн,larg
768,schmal::A,уйтан,strâmt
769,schmal::A,нарийн,strâmt
770,dicht::A,нягт,des
771,dicht::A,чигжүү,des
772,dick[Gegenstand]::A,зузаан,gros
773,dünn::A,нимгэн,subțire
774,fein::A,нарийн,fin
775,fein::A,нарийн,subțire
776,fest::A,бөх,tare
777,fest::A,бөх,solid
778,fest::A,хатуу,tare
779,fest::A,хатуу,solid
780,flach::A,хавтгай,șes
781,flach::A,хавтгай,plan
782,glatt::A,цагаан,lins
783,hart::A,хатуу,dur
784,weich::A,зөөлөн,moale
785,rund::A,дугуй,rotund
786,rund::A,дугуй,circular
787,rund::A,дугариг,rotund
788,rund::A,дугариг,circular
789,spitz::A,шовх,ascuțit
790,spitz::A,шовгор,ascuțit
791,scharf::A,хурц,tăios
792,scharf::A,хурц,ascuțit
793,scharf::A,иртэй,tăios
794,scharf::A,иртэй,ascuțit
795,stumpf::A,мохоо,tocit
796,schwer::A,хүнд,greu
797,schön::A,гуа,frumos
798,schön::A,сайхан,frumos
799,heiß::A,халуун,cald
800,heiß::A,халуун,fierbinte
801,warm::A,дулаан,cald
802,warm::A,дулаан,fierbinte
803,kalt::A,хүйтэн,rece
804,kühl::A,сэрүүн,rece
805,kühl::A,сэрүүн,răcoros
