,Concept_ID,he,is
165,Hase::N,ארנב,héri
166,Maus::N,עכבר,mús
167,Wolf::N,זאב,úlfur
168,Vogel::N,צפור,fugl
169,Schwarm::N,נחיל,sægur
170,Schwarm::N,להקה,sægur
171,Huhn::N,תרנגלת,hæna
172,Hahn::N,תרנגול,hani
173,Gans::N,אוז,gæs
174,Adler::N,עיט,örn
175,Ente::N,ברוז,önd
176,Eule::N,ינשוף,uggla
177,Kranich::N,עגור,trana
178,Kranich::N,כרוכיה,trana
179,Krähe::N,עורב,kráka
180,Kuckuck::N,קוקיה,gaukur
181,Schwan::N,ברבור,svanur
182,Fisch::N,דג,fiskur
183,Barsch::N,אוקונוס,aborri
184,Hecht::N,זאב הים,gedda
185,Schlange[Tier]::N,נחש,naðra
186,Wurm::N,תולעת,ormur
187,Spinne::N,עכביש,kónguló
188,Ameise::N,נמלה,maur
189,Laus::N,כנה,lús
190,Mücke::N,יתוש,mý
191,Mücke::N,יתוש,mýfluga
192,Fliege::N,זבוב,fluga
193,Schmetterling::N,פרפר,fiðrildi
194,Beere::N,ענבה,ber
195,Apfel::N,תפוח,epli
196,Pilz::N,פטריה,sveppur
197,Zwiebel::N,בצל,laukur
198,Saat::N,זרעים,fræ
199,Saat::N,זרעים,útsæði
200,Korn::N,גרעין,korn
201,Heu::N,חציר,hey
202,Schale::N,קלפה,hýði
203,Grube::N,בור,gryfja
204,Grube::N,שוחה,gryfja
205,Falle::N,מלכדת,gildra
206,Schlinge::N,לולאה,snara
207,Spur::N,עקבה,spor
208,Asche::N,אפר,aska
209,Dreck::N,זהמה,óþverri
210,Eisen::N,ברזל,járn
211,Gold::N,זהב,gull
212,Silber::N,כסף,silfur
213,Kohle::N,פחם,kol
214,Glas::N,זכוכית,gler
215,Lehm::N,חרסית,leir
216,Sand::N,חול,sandur
217,Mensch::N,אדם,maður
218,Mensch::N,אדם,manneskja
219,Mann::N,איש,maður
220,Mann::N,איש,karlmaður
221,Mann::N,גבר,maður
222,Mann::N,גבר,karlmaður
223,Frau::N,אשה,kona
224,Frau::N,גברת,kona
225,Kind::N,ילד,barn
226,Kind::N,ילד,krakki
227,Junge::N,ילד,drengur
228,Mädchen::N,נערה,stelpa
229,Familie::N,משפחה,fjölskylda
230,Großvater::N,סבא,afi
231,Großmutter::N,סבתא,amma
232,Eltern::N,הורים,foreldrar
233,Vater::N,אב,faðir
234,Mutter::N,אם,móðir
235,Sohn::N,בן,sonur
236,Tochter::N,בת,dóttir
237,Bruder::N,אח,bróðir
238,Schwester::N,אחות,systir
239,Onkel::N,דוד,föðurbróðir
240,Tante::N,דודה,frænka
241,Tante::N,דודה,móðursystir
242,Ehemann::N,איש,eiginmaður
243,Ehemann::N,בעל,eiginmaður
244,Ehefrau::N,אשה,eiginkona
245,Freude::N,שמחה,gleði
246,Gelächter::N,צחוק,hlátur
247,Glück::N,אשר,gæfa
248,Kummer::N,יגון,sorg
249,Kummer::N,עגמה,sorg
250,Wunsch::N,אחול,ósk
251,Wunsch::N,משאלה,ósk
252,Lust::N,חשק,fýsn
253,Lust::N,חשק,löngun
254,Lust::N,תשוקה,fýsn
255,Lust::N,תשוקה,löngun
256,Geist::N,רוח,andi
257,Gedanke::N,מחשבה,hugsun
258,Gedächtnis::N,זכרון,minni
259,Verstand::N,שכל,vit
260,Sinn::N,מובן,merking
261,Sinn::N,משמעות,merking
262,Grund::N,סבה,ástæða
263,Wahrheit::N,אמת,sannleikur
264,Gespräch::N,דיון,samtal
265,Märchen::N,אגדה,ævintýri
266,Erzählung::N,ספור,saga
267,Nachricht::N,ידיעה,frétt
268,Neuigkeit::N,חדשה,frétt
269,Name::N,שם,nafn
270,Rätsel::N,תעלומה,gáta
271,Rede::N,נאום,ræða
272,Sprache::N,לשון,mál
273,Sprache::N,לשון,tungumál
274,Stimme::N,קול,rödd
275,Wort::N,מלה,orð
276,Zeichen::N,סימן,tákn
277,Zeichen::N,סימן,merki
278,Ruf::N,קריאה,kall
279,Lärm::N,רעש,hávaði
280,Laut::N,הגה,hljóð
281,Ton::N,צליל,tónn
282,Lied::N,שיר,ljóð
283,Lied::N,שיר,söngur
284,Ruhe::N,שלוה,ró
285,Ruhe::N,שלוה,kyrrð
286,Leute::N,אנשים,fólk
287,Volk::N,עם,þjóð
288,Arbeit::N,עבודה,vinna
289,Gast::N,אורח,gestur
290,Geschenk::N,מתנה,gjöf
291,Spiel::N,משחק,leikur
292,Gesellschaft::N,חברה,selskapur
293,Hilfe::N,עזרה,hjálp
294,Freund::N,חבר,vinur
295,Freund::N,ידיד,vinur
296,Kamerad::N,רע,félagi
297,Angelegenheit::N,ענין,mál
298,Angelegenheit::N,ענין,málefni
299,Anzahl::N,מספר,tala
300,Anzahl::N,מספר,fjöldi
301,Art::N,סוג,tegund
302,Stück::N,חתיכה,biti
303,Stück::N,חתיכה,stykki
304,Teil::N,פרק,hluti
305,Teil::N,פרק,partur
306,Hälfte::N,חצי,helmingur
307,Kreis::N,מעגל,hringur
308,Kreuz::N,צלב,kross
309,Kreuz::N,צלב,krossmark
310,Linie::N,קו,lína
311,Strich::N,קו קצר,strik
312,Abstand::N,מרחק,millibil
313,Entfernung::N,מרחק,fjarlægð
314,Gegend::N,נוף,hérað
315,Platz::N,שטח,pláss
316,Ort::N,אתר,staður
317,Ort::N,מקום,staður
318,Seite::N,צד,hlið
319,Mitte::N,אמצע,miðja
320,Gegenstand::N,אוביקט,hlutur
321,Sache::N,דבר,mál
322,Rand::N,פרור,brún
323,Kante::N,קצה,rönd
324,Ecke::N,פנה,horn
325,Spitze::N,קצה,oddur
326,Ende::N,סוף,endi
327,Loch::N,חר,gat
328,Loch::N,חר,hola
329,Winkel::N,פנה,skot
330,Winkel::N,פנה,krókur
331,Muster::N,תבנית,munstur
332,Größe::N,גדל,stærð
333,Länge::N,ארך,lengd
334,Höhe::N,קומה,hæð
335,Höhe::N,גבה,hæð
336,Gewicht::N,משקל,vigt
337,Gewicht::N,משקל,þyngd
338,Menge::N,כמות,magn
339,Haufen::N,ערמה,hrúga
340,Haufen::N,ערמה,haugur
341,Reihe::N,רצף,röð
342,Boot::N,סירה,bátur
343,Ruder::N,משוט,ár
344,Schlitten::N,מזחלת,sleði
345,Ski::N,מגלשים,skíði
346,Lagerfeuer::N,מדורה,varðeldur
347,Last::N,משא,byrði
348,Last::N,משא,farmur
349,Gang::N,הליכה,ganga
350,Schritt::N,צעד,skref
351,Norden::N,צפון,norður
352,Süden::N,דרום,suður
353,Westen::N,מערב,vestur
354,Osten::N,מזרח,austur
355,Holz::N,עץ,viður
356,Brett::N,קרש,fjöl
357,Platte::N,לוח,flötur
358,Stütze::N,משען,stoð
359,Stange::N,מוט,stöng
360,Stock::N,מקל,prik
361,Stock::N,מקל,stafur
362,Stab::N,מוט,prik
363,Stab::N,מוט,stafur
364,Rohr::N,צנור,rör
365,Rohr::N,צנור,pípa
366,Haus::N,בית,hús
367,Heim::N,בית,heimili
368,Ofen::N,תנור,ofn
369,Fußboden::N,רצפה,gólf
370,Tisch::N,שלחן,borð
371,Stuhl::N,כסא,stóll
372,Wiege::N,ערש,vagga
373,Bett::N,מטה,rúm
374,Bett::N,מטה,hvíla
375,Regal::N,מדף,hilla
376,Kiste::N,תבה,kassi
377,Kiste::N,ארגז,kassi
378,Fenster::N,חלון,gluggi
379,Tür::N,דלת,dyr
380,Tür::N,דלת,hurð
381,Tor::N,שער,hlið
382,Zaun::N,גדר,girðing
383,Zaun::N,גדר,limgarður
384,Dach::N,גג,þak
385,Leiter::N,סלם,stigi
386,Besen::N,מטאטא,sópur
387,Spaten::N,את,spaði
388,Schaufel::N,את,skófla
389,Gabel::N,מזלג,gaffall
390,Löffel::N,כף,skeið
391,Messer::N,סכין,hnífur
392,Nagel::N,מסמר,nögl
393,Netz::N,רשת,net
394,Haken::N,וו,krókur
395,Haken::N,קרס,krókur
396,Griff::N,ידית,tak
397,Schloss::N,מנעול,lás
398,Bild::N,תמונה,mynd
399,Figur::N,פסל,stytta
400,Puppe::N,בבה,brúða
401,Beutel::N,שק,poki
402,Beutel::N,שק,baggi
403,Bündel::N,צרור,böggull
404,Tasche::N,שקית,veski
405,Eimer::N,דלי,fata
406,Deckel::N,מכסה,lok
407,Geschirr::N,כלים,leirtau
408,Sack::N,שק,sekkur
409,Tasse::N,ספל,bolli
410,Topf::N,סיר,pottur
411,Kessel::N,קנקן,ketill
412,Essen::N,אכל,matur
413,Essen::N,ארוחה,matur
414,Nahrung::N,הזנה,fæða
415,Nahrung::N,תזונה,fæða
416,Speise::N,מאכל,réttur
417,Speise::N,מאכל,matarréttur
418,Speise::N,ארוחה,réttur
419,Speise::N,ארוחה,matarréttur
420,Fleisch::N,בשר,kjöt
421,Getreide::N,דגן,korn
422,Brei::N,מחית,grautur
423,Brot::N,לחם,brauð
424,Scheibe::N,עגול,sneið
425,Scheibe::N,פרוסה,sneið
426,Fett::N,שמן,fita
427,Butter::N,חמאה,smjör
428,Öl::N,שמן,olía
429,Salz::N,מלח,salt
430,Suppe::N,מרק,súpa
431,Honig::N,דבש,hunang
432,Milch::N,חלב,mjólk
433,Tee::N,תה,te
434,Leder::N,עור,skinn
435,Wolle::N,צמר,ull
436,Stoff::N,בד,dúkur
437,Stoff::N,אריג,dúkur
438,Nadel::N,מחט,nál
439,Faden::N,חוט,þráður
440,Knopf::N,כפתור,tala
441,Knopf::N,כפתור,hnappur
442,Knoten::N,קשר,hnútur
443,Farbe::N,צבע,málning
444,Kleidung::N,בגדים,búningur
445,Kleidung::N,בגדים,klæðnaður
446,Hemd::N,חלצה,skyrta
447,Kragen::N,צוארון,kragi
448,Kragen::N,צוארון,flibbi
449,Ärmel::N,שרוול,ermi
450,Hose::N,מכנסים,buxur
451,Gürtel::N,חגורה,belti
452,Mütze::N,כובע,húfa
453,Schuh::N,נעל,skór
454,Stiefel::N,מגף,stígvél
455,Ring::N,טבעת,hringur
456,Band::N,סרט,band
457,Kamm::N,מסרק,greiða
458,Spiegel::N,מראה,spegill
459,Riemen::N,רצועה,ól
460,Riemen::N,רצועה,reim
461,Schnur::N,חבל,snúra
462,Leine::N,מושכות,band
463,Decke::N,שמיכה,teppi
464,Kissen::N,כרית,koddi
465,Tuch::N,צעיף,klútur
466,Handtuch::N,מגבת,þurrka
467,Handtuch::N,מגבת,handklæði
468,Kraft::N,כוח,afl
469,Kraft::N,כוח,kraftur
470,Stärke::N,און,styrkur
471,Gesundheit::N,בריאות,heilsa
472,Gesundheit::N,בריאות,heilbrigði
473,Krankheit::N,מחלה,sjúkdómur
474,Schmerz::N,כאב,sársauki
475,Wunde::N,פציעה,sár
476,Fieber::N,חם,hitasótt
477,Arznei::N,תרופה,lyf
478,Brücke::N,גשר,brú
479,Brunnen::N,באר,brunnur
480,Weide::N,אחו,hagi
481,Weide::N,מרעה,hagi
482,Pfad::N,שביל,stígur
483,Pfad::N,מדרכה,stígur
484,Weg::N,דרך,vegur
485,Straße::N,כביש,gata
486,Straße::N,כביש,stræti
487,Dorf::N,כפר,þorp
488,Stadt::N,עיר,borg
489,Brief::N,מכתב,bréf
490,Buch::N,ספר,bók
491,Buchstabe::N,אות,bókstafur
492,Zeitung::N,עתון,dagblað
493,Leben::N,חיים,líf
494,Tod::N,מות,dauði
495,Grab::N,קבר,gröf
496,Kirche::N,כנסיה,kirkja
497,Sünde::N,חטא,synd
498,Gott::N,אל,guð
499,Arbeiter::N,פועל,verkamaður
500,Chef::N,ראש,yfirmaður
501,Chef::N,מנהל,yfirmaður
502,Meister::N,ממחה,meistari
503,Arzt::N,רופא,læknir
504,Lehrer::N,מורה,kennari
505,Geld::N,כסף,peningar
506,Geschäft::N,עסקה,viðskipti
507,Laden::N,חנות,búð
508,Laden::N,חנות,verslun
509,Preis::N,מחיר,verð
510,Ware::N,סחורה,vara
511,Nutzen::N,תועלת,gagn
512,Reichtum::N,עשר,auður
513,Welt::N,עולם,veröld
514,Land::N,ארץ,land
515,Staat::N,מדינה,ríki
516,König::N,מלך,konungur
517,Macht::N,כוח,vald
518,Grenze::N,גבול,landamæri
519,Krieg::N,מלחמה,stríð
520,Feind::N,אויב,fjandmaður
521,Gewalt::N,אלימות,ofbeldi
522,Kampf::N,קרב,bardagi
523,Kampf::N,לחימה,bardagi
524,Bogen[Waffe]::N,קשת,bogi
525,Pfeil::N,חץ,ör
526,Gewehr::N,רובה,byssa
527,Fehler::N,טעות,villa
528,Lüge::N,שקר,lygi
529,Schaden::N,נזק,skemmd
530,Unglück::N,מזל רע,óhamingja
531,Schuld::N,אשמה,sök
532,Alter::N,גיל,aldur
533,Schluss::N,סיום,lok
534,Schluss::N,סיום,endir
535,Zeit::N,זמן,tími
536,Tag::N,יום,dagur
537,Morgen::N,בקר,morgunn
538,Mittag::N,צהרים,hádegi
539,Abend::N,ערב,kvöld
540,Nacht::N,לילה,nótt
541,Woche::N,שבוע,vika
542,Monat::N,חדש,mánuður
543,Jahr::N,שנה,ár
544,Frühling::N,אביב,vor
545,Sommer::N,קיץ,sumar
546,Herbst::N,סתו,haust
547,Winter::N,חרף,vetur
548,Januar::N,ינואר,janúar
549,Februar::N,פברואר,február
550,März::N,מרץ,mars
551,April::N,אפריל,apríl
552,Mai::N,מאי,maí
553,Juni::N,יוני,júní
554,Juli::N,יולי,júlí
555,August::N,אוגוסט,ágúst
556,September::N,ספטמבר,september
557,Oktober::N,אוקטובר,október
558,November::N,נובמבר,nóvember
559,Dezember::N,דצמבר,desember
560,Montag::N,יום שני,mánudagur
561,Dienstag::N,יום שלישי,þriðjudagur
562,Mittwoch::N,יום רביעי,miðvikudagur
563,Donnerstag::N,יום חמישי,fimmtudagur
564,Freitag::N,יום ששי,föstudagur
565,Samstag::N,יום שבת,laugardagur
566,Sonntag::N,יום ראשון,sunnudagur
567,groß::A,גדול,stór
568,klein::A,קטן,lítill
569,lang::A,ארך,langur
570,kurz::A,קצר,stuttur
571,breit::A,רחב,breiður
572,schmal::A,צר,mjór
573,dicht::A,צפוף,þéttur
574,dick[Gegenstand]::A,עבה,þykkur
575,dünn::A,דק,þunnur
576,fein::A,מעדן,fíngerður
577,fest::A,מוצק,fastur
578,flach::A,שטוח,flatur
579,glatt::A,חלק,háll
580,glatt::A,חלק,sléttur
581,hart::A,קשיח,harður
582,weich::A,רך,mjúkur
583,rund::A,עגל,kringlóttur
584,spitz::A,חד,oddhvass
585,scharf::A,חד,beittur
586,stumpf::A,קהה,bitlaus
587,schwer::A,כבד,þungur
588,schön::A,יפה,fagur
589,schön::A,יפה,fallegur
590,heiß::A,חם,heitur
591,warm::A,חם,hlýr
592,warm::A,חם,heitur
593,kalt::A,קר,kaldur
594,kühl::A,צונן,svalur
595,frisch::A,טרי,frískur
596,feucht::A,לח,rakur
597,feucht::A,לח,þvalur
598,nass::A,רטוב,votur
599,nass::A,רטוב,blautur
600,trocken::A,יבש,þurr
601,voll::A,מלא,fullur
602,leer::A,ריק,tómur
603,offen::A,פתוח,opinn
604,geschlossen::A,סגור,lokaður
605,sauber::A,נקי,þrifinn
606,schmutzig::A,מלכלך,óhreinn
607,schmutzig::A,מלכלך,sóðalegur
608,roh::A,חי,hrár
609,reif::A,בשל,þroskaður
610,lecker::A,טעים,ljúffengur
611,süß::A,מתוק,sætur
612,bitter::A,מר,beiskur
613,sauer::A,חמוץ,súr
614,hell::A,בהיר,bjartur
615,dunkel::A,עמום,dimmur
616,schwarz::A,שחר,svartur
617,weiß::A,לבן,hvítur
618,rot::A,אדם,rauður
619,gelb::A,צהב,gulur
620,blau::A,כחל,blár
621,grün::A,ירק,grænn
622,grau::A,אפר,grár
623,bunt::A,צבעוני,marglitur
624,billig::A,זול,ódýr
625,teuer::A,יקר,dýr
626,wertvoll::A,יקר ערך,verðmætur
627,blind::A,עור,blindur
628,taub::A,חרש,heyrnarlaus
629,kräftig::A,חסן,öflugur
630,stark::A,חזק,sterkur
631,schwach::A,חלש,veill
632,fett::A,שמן,feitur
633,schlank::A,רזה,grannur
634,schlank::A,רזה,spengilegur
635,hübsch::A,יפה תאר,snotur
636,hübsch::A,יפה תאר,laglegur
637,böse::A,רשע,illur
638,böse::A,רשע,vondur
639,dumm::A,טפש,heimskur
640,faul::A,עצלן,latur
641,fleißig::A,חרוץ,iðinn
642,geizig::A,קמצן,nískur
643,klug::A,נבון,hygginn
644,klug::A,פקח,hygginn
645,geschickt::A,מימן,fimur
646,geschickt::A,מימן,laginn
647,lieb::A,יקר,kær
648,lieb::A,יקר,ljúfur
649,lieb::A,אהוב,kær
650,lieb::A,אהוב,ljúfur
651,lustig::A,עליז,kátur
652,sanft::A,עדין,blíður
653,hungrig::A,רעב,soltinn
654,hungrig::A,רעב,hungraður
655,krank::A,חולה,sjúkur
656,nackt::A,ערום,nakinn
657,traurig::A,עצוב,dapur
658,traurig::A,עצוב,hryggur
659,lebendig::A,חי,lifandi
660,gut::A,טוב,góður
661,schlecht::A,גרוע,slæmur
662,schlecht::A,גרוע,lélegur
663,richtig::A,נכון,réttur
664,schlimm::A,רע,slæmur
665,wahr::A,אמתי,sannur
666,alt::A,ישן,gamall
667,neu::A,חדש,nýr
668,ehemalig::A,לשעבר,fyrrverandi
669,alt[Lebewesen]::A,זקן,gamall
670,jung::A,צעיר,ungur
671,arm::A,עני,vesall
672,arm::A,עני,fátækur
673,reich::A,עשיר,ríkur
674,reich::A,עשיר,auðugur
675,bekannt::A,ידוע,kunnugur
676,berühmt::A,מפרסם,frægur
677,fremd::A,זר,framandi
678,fremd::A,זר,ókunnugur
679,verschieden::A,שונה,ýmis
680,nah::A,קרוב,nálægur
681,fern::A,רחוק,fjarri
682,fern::A,רחוק,fjarlægur
683,linker::A,שמאלי,vinstri
684,rechter::A,ימין,hægri
685,anderer::A,אחר,annar
686,erster::A,ראשון,fyrsti
687,zweiter::A,שני,annar
688,dritter::A,שלישי,þriðji
689,letzter::A,אחרון,síðasti
690,allein::ADV,לבד,einn
691,allein::ADV,לבד,aleinn
692,auf einmal::ADV,בו-זמנית,allt í einu
693,zusammen::ADV,ביחד,saman
694,lange::ADV,הרבה זמן,lengi
695,plötzlich::ADV,לפתע,skyndilega
696,plötzlich::ADV,פתאום,skyndilega
697,sofort::ADV,מיד,strax
698,sofort::ADV,מיד,þegar í stað
699,später::ADV,לאחר זמן,seinna
700,später::ADV,יותר מאחר,seinna
701,jetzt::ADV,עכשיו,nú
702,jetzt::ADV,עכשיו,núna
703,heute::ADV,היום,í dag
704,morgen::ADV,מחר,á morgun
705,bald::ADV,בקרוב,brátt
706,bald::ADV,בקרוב,bráðum
707,dann::ADV,אחר-כך,svo
708,dann::ADV,אחר-כך,síðan
709,gestern::ADV,אתמול,í gær
710,einst::ADV,לפנים,forðum
711,damals::ADV,אז,þá
712,damals::ADV,אז,á þeim tímum
713,danach::ADV,אחר-כך,á eftir því
714,vorher::ADV,לפני זה,áður
715,zuerst::ADV,קדם,fyrst
716,einmal::ADV,פעם,einu sinni
717,manchmal::ADV,לפעמים,stundum
718,oft::ADV,לעתים קרובות,oft
719,immer::ADV,תמיד,alltaf
720,immer::ADV,תמיד,sífellt
721,niemals::ADV,אף פעם,aldrei
722,hier::ADV,כאן,hér
723,hierhin::ADV,פה,hingað
724,von hier::ADV,מפה,héðan
725,dort::ADV,שם,þar
726,dort::ADV,שם,þarna
727,dorthin::ADV,שם,þangað
728,geradeaus::ADV,ישר,beint áfram
729,vorwärts::ADV,קדימה,áfram
730,rückwärts::ADV,לאחור,aftur á bak
731,zurück::ADV,בחזרה,aftur
732,zurück::ADV,בחזרה,til baka
733,zurück::ADV,אחורנית,aftur
734,zurück::ADV,אחורנית,til baka
735,unten::ADV,למטה,niðri
736,unten::ADV,למטה,fyrir neðan
737,hinab::ADV,למטה,niður
738,hinab::ADV,למטה,niður eftir
739,oben::ADV,מעל,uppi
740,oben::ADV,למעלה,uppi
741,hinauf::ADV,למעלה,upp
742,hinauf::ADV,למעלה,upp eftir
743,überall::ADV,בכל מקום,alls staðar
744,nicht::ADV,לא,ekki
745,ein wenig::ADV,קצת,dálítið
746,kaum::ADV,בקשי,varla
747,kaum::ADV,בקשי,tæplega
748,sehr::ADV,מאוד,mjög
749,so::ADV,כך,svo
750,so::ADV,כך,þannig
751,so::ADV,ככה,svo
752,so::ADV,ככה,þannig
753,noch::ADV,עוד,enn
754,noch::ADV,עוד,ennþá
755,noch::ADV,עדין,enn
756,noch::ADV,עדין,ennþá
757,nur::ADV,רק,bara
758,nur::ADV,רק,aðeins
759,schon::ADV,כבר,nú þegar
760,wieder::ADV,שוב,aftur
761,wieder::ADV,שוב,að nýju
762,vergebens::ADV,לריק,árangurslaust
763,vergebens::ADV,לשוא,árangurslaust
764,vor::PRP,מול,fyrir
765,hinter::PRP,מאחורי,bak við
766,hinter::PRP,מאחורי,aftur fyrir
767,unter::PRP,מתחת,undir
768,durch::PRP,דרך,gegnum
769,neben::PRP,ליד,hjá
770,neben::PRP,ליד,við hliðina á
771,neben::PRP,על-יד,hjá
772,neben::PRP,על-יד,við hliðina á
773,zwischen::PRP,בין,milli
774,zwischen::PRP,בין,á milli
775,wegen::PRP,בשל,vegna
776,wegen::PRP,בגלל,vegna
777,dies::PRN,זה,þetta
778,das::PRN,זה,það
779,alles::PRN,הכל,allt
780,ich::PRN,אני,ég
781,du::PRN,את,þú
782,du::PRN,אתה,þú
783,er::PRN,הוא,hann
784,wir::PRN,אנחנו,við
785,ihr::PRN,לה,þið
786,sie::PRN,הם,þær
787,sie::PRN,הם,þeir
788,was::FPRN,מה,hvað
789,wer::FPRN,מי,hver
790,wo::FADV,איפה,hvar
791,wohin::FADV,לאן,hvert
792,wie::FADV,איך,hvernig
793,warum::FADV,למה,hvers vegna
794,wieviel::FNUM,כמה,hve mikill
795,eins::NUM,אחד,einn
796,zwei::NUM,שתים,tveir
797,drei::NUM,שלושה,þrír
798,vier::NUM,ארבעה,fjórir
799,fünf::NUM,חמשה,fimm
800,sechs::NUM,ששה,sex
801,sieben::NUM,שבעה,sjö
802,acht::NUM,שמונה,átta
803,neun::NUM,תשעה,níu
804,zehn::NUM,עשרה,tíu
805,elf::NUM,אחת עשרה,ellefu
